,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,protected_date
10,"['c++', 'arrays', 'sorting', 'for-loop', 'bubble-sort']","{'account_id': 20361719, 'reputation': 45, 'user_id': 14935876, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-3a8H0RqhR_I/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckiLeGwdp5wriVh3bvUJogvHNNhdA/s96-c/photo.jpg?sz=256', 'display_name': 'Jayco', 'link': 'https://stackoverflow.com/users/14935876/jayco'}",True,2642,2,1,1667131145,1611244714,65831093,CC BY-SA 4.0,https://stackoverflow.com/questions/65831093/bubble-sort-in-descending-order,bubble sort in descending order,65831812.0,1611247421.0,,,
11,"['c++', 'linux', 'ubuntu', 'gcc', 'cmake']","{'account_id': 2808137, 'reputation': 31993, 'user_id': 2414957, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://i.stack.imgur.com/0MuAW.jpg?s=256&g=1', 'display_name': 'Mona Jalal', 'link': 'https://stackoverflow.com/users/2414957/mona-jalal'}",True,10654,2,3,1667123492,1609987368,65605972,CC BY-SA 4.0,https://stackoverflow.com/questions/65605972/cmake-unsupported-gnu-version-gcc-versions-later-than-8-are-not-supported,CMake: unsupported GNU version -- gcc versions later than 8 are not supported,65619509.0,,,,
12,"['c++', 'functional-programming', 'grouping', 'range-v3', 'list-processing']","{'account_id': 6975655, 'reputation': 20533, 'user_id': 5825294, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://graph.facebook.com/10207587812237236/picture?type=large', 'display_name': 'Enlico', 'link': 'https://stackoverflow.com/users/5825294/enlico'}",True,171,2,0,1666797022,1612086346,65977688,CC BY-SA 4.0,https://stackoverflow.com/questions/65977688/rangesviewsgroup-by-like-function-applying-predicate-to-consecutive-elements,ranges::views::group_by-like function applying predicate to consecutive elements?,74210081.0,1612087122.0,,,
13,"['c++', 'for-loop', 'nan', 'infinity']","{'account_id': 13804815, 'reputation': 23, 'user_id': 9963985, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dd162394cad442a9d41f6e61e9699fcc?s=256&d=identicon&r=PG', 'display_name': 'soheil mirjalili', 'link': 'https://stackoverflow.com/users/9963985/soheil-mirjalili'}",True,314,1,2,1666429371,1610391266,65672894,CC BY-SA 4.0,https://stackoverflow.com/questions/65672894/in-what-situation-do-we-get-nan-in-c,In what situation do we get nan in c++?,66063767.0,1610503115.0,,,
14,['c++'],"{'account_id': 19702472, 'reputation': 13, 'user_id': 14424899, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/36d85e8f06e6fef1caa72996e1815ed7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dylan Martin', 'link': 'https://stackoverflow.com/users/14424899/dylan-martin'}",True,67,1,0,1666256063,1609548352,65535075,,https://stackoverflow.com/questions/65535075/how-to-stop-initialized-variable-from-being-skipped-in-switch-statement,how to stop initialized variable from being skipped in switch statement?,,,1609548460.0,Duplicate,
15,"['c++', 'deprecated', 'volatile', 'c++20']","{'account_id': 2384343, 'reputation': 10870, 'user_id': 2085626, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/g9uqZ.jpg?s=256&g=1', 'display_name': 'Amir Kirsh', 'link': 'https://stackoverflow.com/users/2085626/amir-kirsh'}",True,844,3,3,1665725918,1609495778,65528802,CC BY-SA 4.0,https://stackoverflow.com/questions/65528802/incrementing-a-volatile-in-c20-with-operations-on-volatile-being-deprecated,Incrementing a volatile in C++20 with operations on volatile being deprecated,,,,,
16,"['c++', 'amazon-web-services', 'amazon-s3', 'cmake', 'aws-sdk']","{'account_id': 5054971, 'reputation': 173, 'user_id': 4058471, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/oBI9H.jpg?s=256&g=1', 'display_name': 'Janusz', 'link': 'https://stackoverflow.com/users/4058471/janusz'}",True,2166,4,4,1665472651,1611238511,65829295,CC BY-SA 4.0,https://stackoverflow.com/questions/65829295/aws-sdk-c-install-using-cmake-on-ubuntu-problem-with-installing-third-party-l,"AWS SDK C++ install using cmake on Ubuntu, problem with installing third-party libraries",,1611238844.0,,,
17,"['c++', 'unicode']","{'account_id': 18163071, 'reputation': 35, 'user_id': 13214156, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-r61xbiFaQGg/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMqAk4IJAOed4_arbL9JmhdsoPPuQ/photo.jpg?sz=256', 'display_name': 'Elton St&#229;lspets', 'link': 'https://stackoverflow.com/users/13214156/elton-st%c3%a5lspets'}",True,347,1,1,1665247875,1611150247,65810752,CC BY-SA 4.0,https://stackoverflow.com/questions/65810752/stdwcout-printing-unicode-characters-but-they-are-hidden,std::wcout printing unicode characters but they are hidden,65816756.0,1611168733.0,,,
18,"['c++', 'atomic', 'memory-barriers', 'stdatomic']","{'account_id': 317953, 'reputation': 42246, 'user_id': 634919, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6f4a87fe094961af20263d8e7ff445b2?s=256&d=identicon&r=PG', 'display_name': 'Nate Eldredge', 'link': 'https://stackoverflow.com/users/634919/nate-eldredge'}",True,535,2,12,1665068326,1609786249,65568185,CC BY-SA 4.0,https://stackoverflow.com/questions/65568185/for-purposes-of-ordering-is-atomic-read-modify-write-one-operation-or-two,"For purposes of ordering, is atomic read-modify-write one operation or two?",,1609810607.0,,,
19,"['c++', 'constructor', 'assignment-operator']","{'account_id': 8368359, 'reputation': 2513, 'user_id': 6284221, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-g-VvqmX7bUA/AAAAAAAAAAI/AAAAAAAAAo8/RXWNGlyTGss/photo.jpg?sz=256', 'display_name': 'Krishna Kanth Yenumula', 'link': 'https://stackoverflow.com/users/6284221/krishna-kanth-yenumula'}",True,184,2,1,1664680399,1610525095,65697833,CC BY-SA 4.0,https://stackoverflow.com/questions/65697833/why-is-parameterized-constructor-called-when-we-assign-an-integer-value-to-an-o,"Why is parameterized constructor called, when we assign an integer value to an object of a class?",65697994.0,1664680399.0,,,
20,"['c++', 'class', 'visual-studio-code', 'arduino', 'esp32']","{'account_id': 17084721, 'reputation': 23, 'user_id': 12362320, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10156632953612108/picture?type=large', 'display_name': 'Lo_', 'link': 'https://stackoverflow.com/users/12362320/lo'}",False,237,1,0,1664496027,1610632279,65720268,CC BY-SA 4.0,https://stackoverflow.com/questions/65720268/initilising-a-class-in-void-setup-and-using-it-in-void-loop-arduino-esp32,Initilising a class in void setup and using it in void loop - Arduino - ESP32 - c++ -visual studio code,,,,,
21,"['c++', 'inheritance', 'casting', 'shared-ptr']","{'account_id': 13494082, 'reputation': 55, 'user_id': 9735422, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/63e0362b7855195edaee970ad08e3dd0?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nestroy', 'link': 'https://stackoverflow.com/users/9735422/nestroy'}",True,146,1,0,1663525192,1610007598,65608829,CC BY-SA 4.0,https://stackoverflow.com/questions/65608829/casting-from-base-class-to-derived-class-with-shared-ptr-behavior,Casting from Base-Class to Derived-Class with ``shared_ptr`` behavior,,1663525192.0,,,
22,"['python', 'php', 'c++', 'oop']","{'account_id': 14403026, 'reputation': 492, 'user_id': 10404034, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7e0fb47ee062edfc3346b8a6268d264d?s=256&d=identicon&r=PG', 'display_name': 'legale', 'link': 'https://stackoverflow.com/users/10404034/legale'}",True,166,1,0,1662893696,1609882827,65586958,,https://stackoverflow.com/questions/65586958/why-is-there-an-ability-to-override-non-abstract-methods-of-base-class,Why is there an ability to override non abstract methods of base class,65588649.0,1662893696.0,1610089143.0,Opinion-based,
23,"['c++', 'ipc', 'semaphore']","{'account_id': 16720878, 'reputation': 59, 'user_id': 12085837, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bdb428f7bfeb2b224e355ef64f9f9db8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Stefano', 'link': 'https://stackoverflow.com/users/12085837/stefano'}",False,78,0,0,1662816536,1611670872,65903094,CC BY-SA 4.0,https://stackoverflow.com/questions/65903094/why-sem-open-return-always-same-addres,Why sem_open return always same addres,,1662816536.0,,,
24,"['c++', 'cmake']","{'account_id': 2308524, 'reputation': 612, 'user_id': 2748602, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/05f39f57bb773af68e0b44c44dab98d2?s=256&d=identicon&r=PG', 'display_name': 'schr&#246;dinbug', 'link': 'https://stackoverflow.com/users/2748602/schr%c3%b6dinbug'}",True,2378,1,1,1662735653,1611701690,65910460,CC BY-SA 4.0,https://stackoverflow.com/questions/65910460/cmake-error-install-export-includes-target-which-requires-target-that-is-not-in,CMake Error: install EXPORT includes target which requires target that is not in any export set,65915604.0,,,,
25,"['c++', 'static-analysis']","{'account_id': 3622773, 'reputation': 517, 'user_id': 3021102, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'simplename', 'link': 'https://stackoverflow.com/users/3021102/simplename'}",False,2869,0,3,1662562097,1611545876,65878669,CC BY-SA 4.0,https://stackoverflow.com/questions/65878669/fix-clazy-non-pod-global-static-warnings-for-strings,fix clazy non-pod-global-static warnings for strings,,1662562097.0,,,
26,"['c++', 'flutter', 'unity3d', 'dart', 'arcore']","{'account_id': 15490685, 'reputation': 749, 'user_id': 11278723, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f1cc06c2ab84dbbac37778801126f6ae?s=256&d=identicon&r=PG&f=1', 'display_name': 'anass naoushi', 'link': 'https://stackoverflow.com/users/11278723/anass-naoushi'}",True,1638,2,2,1662527471,1610976201,65775363,CC BY-SA 4.0,https://stackoverflow.com/questions/65775363/flutter-unity-communication-issue,Flutter unity communication issue,,,,,
27,"['c++', 'makefile', 'cmake', 'nmake', 'cl']","{'account_id': 17207885, 'reputation': 942, 'user_id': 12458034, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b998824c1e70ef9006bd7bd003718667?s=256&d=identicon&r=PG&f=1', 'display_name': 'Pablochaches', 'link': 'https://stackoverflow.com/users/12458034/pablochaches'}",True,838,3,2,1662523024,1609529036,65532922,CC BY-SA 4.0,https://stackoverflow.com/questions/65532922/cmake-with-clang-shows-undefined-symbol-and-with-cl-links-correctly,"CMake with clang shows undefined symbol, and with cl links correctly",67839829.0,1619451571.0,,,
28,"['android', 'c++', 'opencv']","{'account_id': 16137248, 'reputation': 185, 'user_id': 11649397, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0301291ad644a2d9a8bfbb37e5e9b11a?s=256&d=identicon&r=PG&f=1', 'display_name': 'takanoha', 'link': 'https://stackoverflow.com/users/11649397/takanoha'}",True,1420,1,0,1662457636,1610538108,65701277,CC BY-SA 4.0,https://stackoverflow.com/questions/65701277/crosscompile-opencv-for-aarch64-yocto-on-linux-fails-to-build,Crosscompile OpenCV for Aarch64 (yocto) on Linux fails to build,65722437.0,1662457636.0,,,
29,"['c++', 'vba', 'ms-word']","{'account_id': 20568207, 'reputation': 1, 'user_id': 15097058, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-B1qBCZWq24w/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmLYrdCr0nKSse01fMZHipImb-GDQ/s96-c/photo.jpg?sz=256', 'display_name': 'Benjamin Zaban-Boylan', 'link': 'https://stackoverflow.com/users/15097058/benjamin-zaban-boylan'}",False,79,1,0,1661967482,1612021734,65969971,CC BY-SA 4.0,https://stackoverflow.com/questions/65969971/is-there-a-way-to-override-font-position-increments-to-make-them-smaller-to-les,Is there a way to override Font.Position increments to make them smaller (to less than.5 pt)? With VBA or otherwise?,,,,,
30,"['c++', 'multithreading', 'c++14']","{'account_id': 19242409, 'reputation': 61, 'user_id': 14062131, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/81a0c426cd55f578b5cf9c7f6ca9a6d9?s=256&d=identicon&r=PG&f=1', 'display_name': 'cli', 'link': 'https://stackoverflow.com/users/14062131/cli'}",False,84,0,1,1661937746,1611376781,65855790,CC BY-SA 4.0,https://stackoverflow.com/questions/65855790/what-is-not-thread-safe-about-this-function,What is not thread safe about this function?,,1611378331.0,,,
31,"['c++', 'string', 'initialization', 'character']","{'account_id': 11023706, 'reputation': 301, 'user_id': 8097220, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-ZuZmGnY4kPY/AAAAAAAAAAI/AAAAAAAAKkc/WiSBdKrVEMQ/photo.jpg?sz=256', 'display_name': 'Ankur Deka', 'link': 'https://stackoverflow.com/users/8097220/ankur-deka'}",True,1171,1,2,1661884093,1610377369,65669299,CC BY-SA 4.0,https://stackoverflow.com/questions/65669299/initializing-a-string-with-a-single-character,Initializing a string with a single character,65669716.0,1661884093.0,,,
32,"['c++', 'point-cloud-library']","{'user_type': 'does_not_exist', 'display_name': 'user6709725'}",False,228,2,0,1661526987,1612016445,65969009,CC BY-SA 4.0,https://stackoverflow.com/questions/65969009/how-to-filter-all-points-which-are-before-a-given-3d-general-plane-in-pcl,How to filter all points which are before a given 3d (general) plane in pcl,,,,,
33,"['c++', 'cmake', 'mingw', 'mingw-w64']","{'account_id': 6569216, 'reputation': 97, 'user_id': 5077838, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0bc0461e1d7ed653b6dcaf58dca007d8?s=256&d=identicon&r=PG&f=1', 'display_name': 'mike john harry', 'link': 'https://stackoverflow.com/users/5077838/mike-john-harry'}",True,1332,2,1,1661281212,1610142929,65636927,CC BY-SA 4.0,https://stackoverflow.com/questions/65636927/cmake-msys2-undefined-references-to-everything-including-c-runtime,CMake + MSys2 undefined references to everything (including c++ runtime),65637187.0,1661281158.0,,,
34,"['c++', 'patch', 'release-management', 'code-duplication', 'backport']","{'account_id': 2343539, 'reputation': 719, 'user_id': 2054335, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/c1r4w.jpg?s=256&g=1', 'display_name': 'NoodleCollie', 'link': 'https://stackoverflow.com/users/2054335/noodlecollie'}",True,77,1,1,1661268915,1611057559,65791089,CC BY-SA 4.0,https://stackoverflow.com/questions/65791089/reducing-code-duplication-in-c-using-same-boilerplate-snippets-across-slightl,Reducing code duplication in C++: using same boilerplate snippets across slightly varying projects,65791504.0,1661268915.0,,,
35,"['c++', 'process']","{'account_id': 19838364, 'reputation': 33, 'user_id': 14531530, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0453fd91768dcbc420a2e1fc999c02b1?s=256&d=identicon&r=PG&f=1', 'display_name': 'rTanna', 'link': 'https://stackoverflow.com/users/14531530/rtanna'}",False,204,3,0,1661260245,1611695458,65909336,CC BY-SA 4.0,https://stackoverflow.com/questions/65909336/in-a-c-application-in-mac-or-windows-is-there-a-way-to-determine-if-a-given-p,"In a C++ application in Mac or Windows, is there a way to determine if a given ProcessId still exists?",,1611696830.0,,,
36,"['c++', 'visual-studio', 'qt']","{'account_id': 18174542, 'reputation': 177, 'user_id': 13223566, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Ym9B6.png?s=256&g=1', 'display_name': 'atman', 'link': 'https://stackoverflow.com/users/13223566/atman'}",True,419,1,1,1660936791,1611179812,65818269,CC BY-SA 4.0,https://stackoverflow.com/questions/65818269/set-icon-for-qt-application-built-in-visual-studio,Set icon for Qt application built in Visual Studio,65818589.0,1611267455.0,,,
37,"['c++', 'c++11', 'bit-shift']","{'account_id': 18926692, 'reputation': 114, 'user_id': 13809664, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/82cbb4d9e2a99698912ff71c7c2e3d3b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Saul Martinez', 'link': 'https://stackoverflow.com/users/13809664/saul-martinez'}",True,751,5,4,1660866073,1611638797,65896295,CC BY-SA 4.0,https://stackoverflow.com/questions/65896295/finding-odd-divisors-with-bit-shifting,Finding odd divisors with bit-shifting,65896484.0,1611638860.0,,,
38,"['c++', 'opengl', 'glsl', 'glm-math']","{'account_id': 1923989, 'reputation': 479, 'user_id': 3508805, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/7c5383e212c3dccbf1053a18ad314d7f?s=256&d=identicon&r=PG', 'display_name': 'thewoz', 'link': 'https://stackoverflow.com/users/3508805/thewoz'}",True,1093,1,2,1660571254,1611403977,65859056,CC BY-SA 4.0,https://stackoverflow.com/questions/65859056/draw-a-2d-quad-in-opengl,Draw a 2D Quad in OpenGL,65859536.0,1660571254.0,,,
39,"['c++', 'visual-studio-2019', 'or-tools']","{'account_id': 20362299, 'reputation': 41, 'user_id': 14936358, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/557f2d56d520463013ea6efe5ee98d19?s=256&d=identicon&r=PG&f=1', 'display_name': 'Carlito Hernandez', 'link': 'https://stackoverflow.com/users/14936358/carlito-hernandez'}",True,533,1,4,1659906527,1609750412,65559940,CC BY-SA 4.0,https://stackoverflow.com/questions/65559940/adding-or-tools-library-to-visual-studio,Adding OR-Tools Library to Visual Studio,,,,,
40,"['c++', 'namespaces', 'undefined-reference']","{'user_type': 'does_not_exist', 'display_name': 'user13088490'}",True,880,1,1,1659420707,1611159925,65813516,CC BY-SA 4.0,https://stackoverflow.com/questions/65813516/undefined-reference-using-namespace-c,Undefined reference using namespace C++,65813920.0,1611161135.0,,,
41,"['android', 'c++', 'c', 'android-ndk', 'nnapi']","{'account_id': 20382265, 'reputation': 11, 'user_id': 14952111, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/788840ab8acccf6e6e3210b437a2f551?s=256&d=identicon&r=PG&f=1', 'display_name': 'JanosLim', 'link': 'https://stackoverflow.com/users/14952111/janoslim'}",True,250,2,-1,1658914325,1610438322,65679946,CC BY-SA 4.0,https://stackoverflow.com/questions/65679946/where-is-the-dynamic-library-file-so-for-sharedmem-h-of-android-ndk,where is the dynamic library file(.so) for sharedmem.h of Android NDK?,,,,,
42,"['c++', 'arduino', 'localhost', 'esp8266', 'mosquitto']","{'user_type': 'does_not_exist', 'display_name': 'user13128719'}",True,380,1,1,1658741835,1611353747,65853468,CC BY-SA 4.0,https://stackoverflow.com/questions/65853468/mqtt-connection-through-esp01-8266,MQTT connection through ESP01 8266,65854295.0,1658741756.0,,,
43,"['c++', 'validation', 'c++11', 'do-while']","{'account_id': 17780250, 'reputation': 19, 'user_id': 12911595, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/efAmU.jpg?s=256&g=1', 'display_name': 'hellooooo', 'link': 'https://stackoverflow.com/users/12911595/hellooooo'}",True,71,1,1,1658517232,1609497666,65528975,CC BY-SA 4.0,https://stackoverflow.com/questions/65528975/creating-an-array-using-a-do-while-loop-with-input-validation,Creating an array using a Do While loop (with input validation),65529013.0,1658517232.0,,,
44,"['c++', 'templates', 'c++17']","{'account_id': 20332322, 'reputation': 1034, 'user_id': 14913991, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/74bc2ec0c6b841b9d7109cb55745d6a2?s=256&d=identicon&r=PG&f=1', 'display_name': 'limserhane', 'link': 'https://stackoverflow.com/users/14913991/limserhane'}",True,352,1,8,1658412086,1610145782,65637365,CC BY-SA 4.0,https://stackoverflow.com/questions/65637365/using-template-alias-over-template,Using template alias over template,65637470.0,1658412086.0,,,
45,"['c++', 'function', 'numbers', 'palindrome']","{'account_id': 20075364, 'reputation': 9, 'user_id': 14719234, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/5vwSZ.jpg?s=256&g=1', 'display_name': 'Malphite_User', 'link': 'https://stackoverflow.com/users/14719234/malphite-user'}",True,1198,2,-2,1658408407,1609920226,65592163,CC BY-SA 4.0,https://stackoverflow.com/questions/65592163/c-palindrome-numbers-using-function,(C++) Palindrome Numbers using Function,65592277.0,1609920682.0,,,
46,"['c++', 'oop', 'export']","{'account_id': 20184896, 'reputation': 49, 'user_id': 14804492, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0140083893267b18a2cbcf216c86ea62?s=256&d=identicon&r=PG&f=1', 'display_name': 'ParkerHarrelson123', 'link': 'https://stackoverflow.com/users/14804492/parkerharrelson123'}",True,424,2,0,1658019688,1611246586,65831671,CC BY-SA 4.0,https://stackoverflow.com/questions/65831671/how-to-export-a-function-from-a-c-header-file,How to Export a Function from a C++ Header File,,,,,
47,"['c++', 'c++20', 'atomic', 'wait', 'stdatomic']","{'account_id': 8750812, 'reputation': 636, 'user_id': 6544153, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/hvl2v.jpg?s=256&g=1', 'display_name': 'Overblade', 'link': 'https://stackoverflow.com/users/6544153/overblade'}",True,1109,2,5,1657905925,1609722839,65556595,CC BY-SA 4.0,https://stackoverflow.com/questions/65556595/c20-thread-possibly-waiting-on-stdatomic-forever,C++20 thread possibly waiting on std::atomic forever,,1657905925.0,,,
