,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,protected_date
10,['c++'],"{'account_id': 6983899, 'reputation': 43, 'user_id': 5355649, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c5202c5be3475156474964b899212ae4?s=256&d=identicon&r=PG&f=1', 'display_name': 'jaya tyagi', 'link': 'https://stackoverflow.com/users/5355649/jaya-tyagi'}",True,2504,59077229.0,6,4,1666718098,1574882331,59077134,CC BY-SA 4.0,https://stackoverflow.com/questions/59077134/minimum-time-visiting-all-points-understanding,Minimum Time Visiting All Points: Understanding,,,,
11,"['c++', 'windows', 'ascii', 'iostream']","{'account_id': 17157207, 'reputation': 59, 'user_id': 12417775, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-y8m7Mp_9xvQ/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rci_JDZKuFgSyO-97mKgWjBfuUy8Q/photo.jpg?sz=256', 'display_name': 'Gabriel Minosso', 'link': 'https://stackoverflow.com/users/12417775/gabriel-minosso'}",True,242,59000418.0,1,0,1666686526,1574447492,58999898,CC BY-SA 4.0,https://stackoverflow.com/questions/58999898/how-to-output-low-ascii-using-c-in-windows-10,How to output low ASCII using C++ in Windows 10?,1574449062.0,,,
12,"['c++', 'c', 'gcc']","{'account_id': 5107407, 'reputation': 248, 'user_id': 4095104, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9b0868543591a528f3c39136447fc94d?s=256&d=identicon&r=PG', 'display_name': 'L29Ah', 'link': 'https://stackoverflow.com/users/4095104/l29ah'}",True,799,,2,5,1666461223,1574258037,58956003,CC BY-SA 4.0,https://stackoverflow.com/questions/58956003/how-can-i-enable-option-werror-using-a-gcc-pragma,How can I enable option &#39;-Werror&#39; using a GCC pragma?,1666461223.0,,,
13,"['c++', 'unit-testing', 'googletest']","{'account_id': 8504899, 'reputation': 121, 'user_id': 6376807, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://lh3.googleusercontent.com/-KpfC-OedpAs/AAAAAAAAAAI/AAAAAAAAA-w/dkoaTux4eUo/photo.jpg?sz=256', 'display_name': 'Ruben Sanchez Castellano', 'link': 'https://stackoverflow.com/users/6376807/ruben-sanchez-castellano'}",False,503,,0,3,1666352643,1572979565,58717639,CC BY-SA 4.0,https://stackoverflow.com/questions/58717639/googletest-c-application-crashes-defining-a-method,GoogleTest C++ application crashes defining a method,,,,
14,"['c++', 'windows', 'winapi', 'delete-file']","{'account_id': 17172077, 'reputation': 165, 'user_id': 12429008, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/geJUM.png?s=256&g=1', 'display_name': 'Frappy', 'link': 'https://stackoverflow.com/users/12429008/frappy'}",True,12392,59078794.0,3,5,1666270309,1574884794,59077670,CC BY-SA 4.0,https://stackoverflow.com/questions/59077670/c-delete-all-files-and-subfolders-but-keep-the-directory-itself,C++ Delete all files and subfolders but keep the directory itself,,,,
15,"['c++', 'mouse-hook']","{'account_id': 17077331, 'reputation': 1, 'user_id': 12356652, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5f9f366005839c1b3eb1656172ecedc4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Pjpuffs', 'link': 'https://stackoverflow.com/users/12356652/pjpuffs'}",False,427,,1,0,1666086138,1573796444,58870956,CC BY-SA 4.0,https://stackoverflow.com/questions/58870956/why-are-low-level-mouse-hooks-causing-lag,Why are Low Level Mouse Hooks Causing Lag,,,,
16,"['c++', 'algorithm', 'math']","{'account_id': 14403096, 'reputation': 521, 'user_id': 10404080, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f845fa7e77e77f1c18aff953c8a1aafe?s=256&d=identicon&r=PG', 'display_name': 'Yeasin Mollik', 'link': 'https://stackoverflow.com/users/10404080/yeasin-mollik'}",True,634,59000775.0,4,3,1665662172,1574449936,59000377,CC BY-SA 4.0,https://stackoverflow.com/questions/59000377/how-to-find-the-number-of-values-in-a-given-range-that-has-a-certain-remainder-w,How to find the number of values in a given range that has a certain remainder when divided by a given number?,,,,
17,['c++'],"{'account_id': 17131577, 'reputation': 15, 'user_id': 12397560, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1d8aead8ad40152334351b8c97566c7f?s=256&d=identicon&r=PG&f=1', 'display_name': 'perj', 'link': 'https://stackoverflow.com/users/12397560/perj'}",True,1372,58934521.0,1,0,1665607218,1574166804,58934231,CC BY-SA 4.0,https://stackoverflow.com/questions/58934231/what-is-wrong-with-this-linker-error-in-microsoft-visual,What is wrong with this Linker error in Microsoft Visual?,,,,
18,['c++'],"{'account_id': 17163635, 'reputation': 29, 'user_id': 12422566, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/902ff2564307b1ba0bc15e8ed68ade7f?s=256&d=identicon&r=PG&f=1', 'display_name': 'yes', 'link': 'https://stackoverflow.com/users/12422566/yes'}",True,8473,,4,1,1665133194,1574550980,59013166,CC BY-SA 4.0,https://stackoverflow.com/questions/59013166/c-morse-to-english,C++ Morse to english,,,,
19,"['c++', 'linker', 'codeblocks', 'libraries']","{'account_id': 17166571, 'reputation': 1, 'user_id': 12424747, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8f101e3a87889e0c5e3cb4ae73cfca2a?s=256&d=identicon&r=PG&f=1', 'display_name': 'EkkiThump', 'link': 'https://stackoverflow.com/users/12424747/ekkithump'}",False,141,,0,0,1664824363,1574606784,59018877,CC BY-SA 4.0,https://stackoverflow.com/questions/59018877/using-libnoise-in-codeblocks,Using libnoise in CodeBlocks,1574608282.0,,,
20,"['c++', 'constructor', 'most-vexing-parse']","{'account_id': 4327824, 'reputation': 2092, 'user_id': 3534103, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/zVgpl.png?s=256&g=1', 'display_name': 'Nightmare Games', 'link': 'https://stackoverflow.com/users/3534103/nightmare-games'}",True,76,58967744.0,1,2,1664680367,1574313158,58967724,CC BY-SA 4.0,https://stackoverflow.com/questions/58967724/template-class-throwing-error-on-non-parameterized-constructors,Template class throwing error on non-parameterized constructors,1664680367.0,,,
21,"['c++', 'pointers', 'linked-list', 'nodes', 'contacts']","{'account_id': 17121431, 'reputation': 23, 'user_id': 12389552, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-lFt4vooUGgg/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcKeKq_tWiU3-USZ04pUdCgTfbgmg/photo.jpg?sz=256', 'display_name': 'Steve M', 'link': 'https://stackoverflow.com/users/12389552/steve-m'}",True,1441,58908954.0,2,2,1664380304,1574057348,58908840,CC BY-SA 4.0,https://stackoverflow.com/questions/58908840/i-must-build-a-contact-list-using-a-linked-list-in-c-it-currently-infintely-l,I must build a contact list using a linked list in c++. It currently infintely loops the third contact,,,,
22,"['c++', 'recursion', 'palindrome']","{'account_id': 16722299, 'reputation': 11, 'user_id': 12086870, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mArComk3FrFmdy9Q5sRhCKZwVhuEktQqt3lwEsK=k-s256', 'display_name': 'Ronald Ronford', 'link': 'https://stackoverflow.com/users/12086870/ronald-ronford'}",False,57,,3,1,1663969940,1574523656,59009283,CC BY-SA 4.0,https://stackoverflow.com/questions/59009283/palindrome-recursion-not-stopping,Palindrome Recursion Not Stopping,,,,
23,"['c++', 'list', 'compiler-errors', 'iterator', 'constants']","{'account_id': 13367982, 'reputation': 23, 'user_id': 9647481, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-u10EKCSd2Sg/AAAAAAAAAAI/AAAAAAAAAck/514pr7nPDfA/photo.jpg?sz=256', 'display_name': 'PirateCody', 'link': 'https://stackoverflow.com/users/9647481/piratecody'}",True,328,59079820.0,1,2,1663501310,1574896411,59079663,CC BY-SA 4.0,https://stackoverflow.com/questions/59079663/c-list-iterator-cant-be-initlaized,C++ List Iterator cant be initlaized,1663501310.0,,,
24,"['c++', 'c', 'gcc', 'gtk3']","{'account_id': 14252922, 'reputation': 141, 'user_id': 10296062, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-uf3kvk2OhtQ/AAAAAAAAAAI/AAAAAAAAACQ/Q6f1dNEq89w/photo.jpg?sz=256', 'display_name': 'ExagonX', 'link': 'https://stackoverflow.com/users/10296062/exagonx'}",False,155,,0,0,1663487455,1572692712,58670472,CC BY-SA 4.0,https://stackoverflow.com/questions/58670472/msys2-on-windows-10-with-glade-gtk-entry-get-text-assertion-gtk-is-entry-en,MSYS2 on Windows 10 With Glade ( gtk_entry_get_text: assertion &#39;GTK_IS_ENTRY (entry)&#39; failed ),1663487455.0,,,
25,"['c++', 'shared-libraries', 'linker-errors', 'pybind11', 'libraw']","{'account_id': 12393052, 'reputation': 454, 'user_id': 9076590, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-6ndlx0ZKu58/AAAAAAAAAAI/AAAAAAAABAM/Qw1agSlWQCY/photo.jpg?sz=256', 'display_name': 'Tim Hilt', 'link': 'https://stackoverflow.com/users/9076590/tim-hilt'}",True,284,58994749.0,1,0,1663264263,1574409259,58989803,CC BY-SA 4.0,https://stackoverflow.com/questions/58989803/error-when-linking-libraw-to-shared-object,Error when linking LibRaw to shared object,,,,
26,"['android', 'c++', 'opencv']","{'account_id': 2786097, 'reputation': 384, 'user_id': 2397464, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ZN9xQ.png?s=256&g=1', 'display_name': 'Commodore Yournero', 'link': 'https://stackoverflow.com/users/2397464/commodore-yournero'}",False,203,,0,3,1662457761,1573219368,58767425,CC BY-SA 4.0,https://stackoverflow.com/questions/58767425/opencv-4-1-native-videocapture-on-android,OpenCV 4.1 native Videocapture on Android,1662457761.0,,,
27,"['android', 'c++', 'android-studio', 'opencv', 'android-ndk']","{'account_id': 15606067, 'reputation': 303, 'user_id': 11281830, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a8d964377d8101719ebfdd3e007b11fd?s=256&d=identicon&r=PG', 'display_name': '嬲你屋里娘', 'link': 'https://stackoverflow.com/users/11281830/%e5%ac%b2%e4%bd%a0%e5%b1%8b%e9%87%8c%e5%a8%98'}",False,480,,1,0,1662398334,1574171217,58935526,CC BY-SA 4.0,https://stackoverflow.com/questions/58935526/opencv-for-android-undefined-reference-to-stdios-baseinitinit-while-lin,OpenCV for Android: undefined reference to std::ios_base::Init::Init() while linking,1662398334.0,,,
28,"['c++', 'opencv', 'cmake']","{'account_id': 15618473, 'reputation': 1, 'user_id': 11268043, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-0et2naIQGC0/AAAAAAAAAAI/AAAAAAAAAWA/HtKV5jwIsFQ/photo.jpg?sz=256', 'display_name': 'Mason Rocca', 'link': 'https://stackoverflow.com/users/11268043/mason-rocca'}",False,197,,0,0,1662144652,1574246405,58952349,CC BY-SA 4.0,https://stackoverflow.com/questions/58952349/usr-bin-ld-cannot-find-lopencv-nonfree,/usr/bin/ld: cannot find -lopencv_nonfree,1662144652.0,,,
29,"['c++', 'function', 'c++98']","{'account_id': 15328387, 'reputation': 33, 'user_id': 11058847, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/czLIJ.jpg?s=256&g=1', 'display_name': 'Alex', 'link': 'https://stackoverflow.com/users/11058847/alex'}",True,6721,59010588.0,2,2,1661717035,1574529960,59010290,CC BY-SA 4.0,https://stackoverflow.com/questions/59010290/error-expected-primary-expression-before-token-in-c,Error: expected primary-expression before &#39;]&#39; token in C++,1574555109.0,,,
30,"['c++', 'opencv', 'image-processing', 'contour']","{'account_id': 10243173, 'reputation': 781, 'user_id': 7559896, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/45ec66f72c97e2759cb0afa754b52432?s=256&d=identicon&r=PG&f=1', 'display_name': 'DEKKER', 'link': 'https://stackoverflow.com/users/7559896/dekker'}",True,62,58696397.0,1,0,1661504223,1572879828,58696054,CC BY-SA 4.0,https://stackoverflow.com/questions/58696054/excluding-or-skipping-contrours-in-the-corners-of-image,Excluding or skipping contrours in the corners of image,1661504223.0,,,
31,"['c++', 'linux', 'cmake', 'tbb']","{'account_id': 1281341, 'reputation': 655, 'user_id': 1235385, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/af8f6dd781d694a7ec39b60d145479a2?s=256&d=identicon&r=PG', 'display_name': 'larsjr', 'link': 'https://stackoverflow.com/users/1235385/larsjr'}",True,6483,60126535.0,3,7,1661200174,1574436283,58997230,CC BY-SA 4.0,https://stackoverflow.com/questions/58997230/cmake-project-fails-to-find-shared-library,CMake project fails to find shared library,1603470306.0,,,
32,"['c++', 'macos', 'sdk', 'vulkan', 'moltenvk']","{'account_id': 15300200, 'reputation': 97, 'user_id': 11038915, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-9Tj6Zy2UscE/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQNfSnrP4Z0SDvvMLTh-N_Yyt77JHg/mo/photo.jpg?sz=256', 'display_name': 'Benzait Sofiane', 'link': 'https://stackoverflow.com/users/11038915/benzait-sofiane'}",True,1714,,3,3,1660849943,1573050774,58732459,CC BY-SA 4.0,https://stackoverflow.com/questions/58732459/vk-error-incompatible-driver-with-mac-os-and-vulkan-moltenvk,VK_ERROR_INCOMPATIBLE_DRIVER with Mac OS and Vulkan MoltenVK,1573053458.0,,,
33,"['c++', 'g++', 'mingw']","{'account_id': 16155534, 'reputation': 97, 'user_id': 11662832, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/41a5fea67b219a0a66bee3f18f6dfb67?s=256&d=identicon&r=PG&f=1', 'display_name': 'IROC', 'link': 'https://stackoverflow.com/users/11662832/iroc'}",True,1714,58841894.0,2,2,1660831941,1573663698,58841825,CC BY-SA 4.0,https://stackoverflow.com/questions/58841825/c-program-compiler-run-the-exe-file-automatically-after-compiling-with-g-com,C++ program compiler run the exe file automatically after compiling with g++ command,,,,
34,"['c++', 'qt5', 'qwebengineview']","{'account_id': 2854564, 'reputation': 449, 'user_id': 2451077, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/af25de85435d10d672dc5872e9bddd7f?s=256&d=identicon&r=PG', 'display_name': 'Daniel', 'link': 'https://stackoverflow.com/users/2451077/daniel'}",True,1947,58968727.0,2,0,1660057200,1573814053,58875159,CC BY-SA 4.0,https://stackoverflow.com/questions/58875159/how-to-ignore-ssl-certificate-errors-with-qwebengineview,How to ignore SSL certificate errors with QWebEngineView,,,,
35,"['c++', 'qt', 'libarchive']","{'account_id': 3732322, 'reputation': 1658, 'user_id': 3104283, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/5vCB1.jpg?s=256&g=1', 'display_name': 'Eyelash', 'link': 'https://stackoverflow.com/users/3104283/eyelash'}",True,1163,,1,2,1660048378,1574337136,58974390,CC BY-SA 4.0,https://stackoverflow.com/questions/58974390/c-using-libarchive-and-archive-write-open-memory-how-to-clear-the-buffer,C++ using libarchive and archive_write_open_memory... how to clear the buffer?,1660048378.0,,,
36,"['c++', 'ios', 'objective-c', 'metal', 'metalkit']","{'account_id': 1127005, 'reputation': 10899, 'user_id': 1114043, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://i.stack.imgur.com/EwPfY.jpg?s=256&g=1', 'display_name': 'zeus', 'link': 'https://stackoverflow.com/users/1114043/zeus'}",False,611,,1,1,1660008361,1574596805,59017405,CC BY-SA 4.0,https://stackoverflow.com/questions/59017405/inside-a-metal-shader-code-how-to-define-an-in-out-parameter-variable-of-a-func,"Inside a Metal shader code, how to define an in/out parameter variable of a function?",1660008361.0,,,
37,"['c++', 'mutex', 'semaphore', 'binary-semaphore']","{'account_id': 17176348, 'reputation': 11, 'user_id': 12432456, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a4f5d68dbafcb7c4883d1162976d81e5?s=256&d=identicon&r=PG&f=1', 'display_name': 'pavl', 'link': 'https://stackoverflow.com/users/12432456/pavl'}",True,441,59040614.0,1,0,1659848122,1574718128,59040521,CC BY-SA 4.0,https://stackoverflow.com/questions/59040521/how-to-synchronise-3-processes-with-one-semaphore,How to synchronise 3 processes with one semaphore?,1574719371.0,,,
38,"['c++', 'glfw']","{'account_id': 14513208, 'reputation': 87, 'user_id': 10483029, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-eJs8bnNuIQ0/AAAAAAAAAAI/AAAAAAAAAFo/nfqOmq_SmL0/photo.jpg?sz=256', 'display_name': 'Comlud', 'link': 'https://stackoverflow.com/users/10483029/comlud'}",True,487,65251484.0,3,3,1659658487,1573474577,58801165,CC BY-SA 4.0,https://stackoverflow.com/questions/58801165/cant-display-%c3%a4-in-glfw-window-title,Can&#39;t display &#39;&#228;&#39; in GLFW window title,,,,
39,"['c++', 'utf-8', 'c++20']","{'account_id': 61253, 'reputation': 814, 'user_id': 10870835, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/IlVhK.png?s=256&g=1', 'display_name': 'Chef Gladiator', 'link': 'https://stackoverflow.com/users/10870835/chef-gladiator'}",True,2130,,4,10,1659184791,1573826679,58878651,CC BY-SA 4.0,https://stackoverflow.com/questions/58878651/what-is-the-printf-formatting-character-for-char8-t,What is the printf() formatting character for char8_t *?,1659184791.0,,,
40,"['c++', 'c', 'gcc', 'g++']","{'account_id': 5888223, 'reputation': 2979, 'user_id': 4635560, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/iv67d.jpg?s=256&g=1', 'display_name': 'Manthan Tilva', 'link': 'https://stackoverflow.com/users/4635560/manthan-tilva'}",True,256,59102309.0,4,-1,1659096343,1575019294,59102007,CC BY-SA 4.0,https://stackoverflow.com/questions/59102007/int-main-0-is-compiled-but-crashed,"int main = 0, is compiled but crashed",,,,
41,"['c++', 'integer', 'minimum']","{'account_id': 11048265, 'reputation': 327, 'user_id': 8113573, 'user_type': 'registered', 'accept_rate': 36, 'profile_image': 'https://www.gravatar.com/avatar/f68331b631e11726c9d6530feb0dc6d6?s=256&d=identicon&r=PG&f=1', 'display_name': 'hydra123', 'link': 'https://stackoverflow.com/users/8113573/hydra123'}",True,577,,2,2,1658048977,1573936574,58894964,CC BY-SA 4.0,https://stackoverflow.com/questions/58894964/negating-int-min-in-cpp,Negating INT_MIN in CPP,1573936828.0,,,
42,"['c++', 'azure', 'arduino', 'esp32']","{'account_id': 7246983, 'reputation': 147, 'user_id': 5528573, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/951281264928459/picture?type=large', 'display_name': 'Calvin Bootsman', 'link': 'https://stackoverflow.com/users/5528573/calvin-bootsman'}",True,910,,2,1,1657478806,1572957757,58711616,CC BY-SA 4.0,https://stackoverflow.com/questions/58711616/esp32-ota-update-keeps-crashing-on-start,ESP32 OTA update keeps crashing on start,,,,
43,"['python', 'c++', 'windows', 'visual-studio-2015', 'windows-10']","{'account_id': 13526596, 'reputation': 61, 'user_id': 9758247, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'Sunder Ganesan', 'link': 'https://stackoverflow.com/users/9758247/sunder-ganesan'}",True,7157,,2,6,1656842278,1574435805,58997105,CC BY-SA 4.0,https://stackoverflow.com/questions/58997105/fatal-python-error-failed-to-get-random-numbers-to-initialize-python,Fatal Python error: failed to get random numbers to initialize Python,1574512444.0,,,
44,"['c++', 'json', 'parsing']","{'account_id': 8131067, 'reputation': 643, 'user_id': 6124330, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4ac61db7b5d278b5e3b121a3e364da5b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ivor Denham-Dyson', 'link': 'https://stackoverflow.com/users/6124330/ivor-denham-dyson'}",True,12692,,2,8,1656244405,1573746478,58860733,CC BY-SA 4.0,https://stackoverflow.com/questions/58860733/writing-a-json-parser-for-c,Writing a JSON parser for C++,1573747157.0,,,
45,"['c++', 'qt', 'qml']","{'account_id': 15646613, 'reputation': 121, 'user_id': 11288640, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8a29044ea45bec45394c9553843ca981?s=256&d=identicon&r=PG&f=1', 'display_name': 'srs', 'link': 'https://stackoverflow.com/users/11288640/srs'}",True,371,58742745.0,2,2,1656073659,1573100410,58741944,CC BY-SA 4.0,https://stackoverflow.com/questions/58741944/how-to-clear-mappolyline-using-qgeopath-in-qt,How to clear Mappolyline using QGeopath in Qt,,,,
46,"['c++', 'templates', 'operator-overloading', 'comma-operator']","{'account_id': 5663508, 'reputation': 2050, 'user_id': 4480394, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://lh4.googleusercontent.com/-QwHzVkP4n0Y/AAAAAAAAAAI/AAAAAAAAAGo/xwQ_WdtwEjQ/photo.jpg?sz=256', 'display_name': 'Mona the Monad', 'link': 'https://stackoverflow.com/users/4480394/mona-the-monad'}",True,87,,2,1,1654924982,1574264997,58958367,CC BY-SA 4.0,https://stackoverflow.com/questions/58958367/abusing-comma-operator-to-curry-function-arguments,Abusing comma operator to curry function arguments,1654924982.0,,,
47,"['c++', 'cmake']","{'account_id': 8815559, 'reputation': 485, 'user_id': 6587094, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b0562e151df23d76d644ec128979e888?s=256&d=identicon&r=PG&f=1', 'display_name': 'rtclark', 'link': 'https://stackoverflow.com/users/6587094/rtclark'}",True,1772,72557343.0,1,4,1654764548,1572651032,58666974,CC BY-SA 4.0,https://stackoverflow.com/questions/58666974/cmake-execute-process-at-build-time-to-get-git-commit-hash-at-build-time,Cmake execute_process at build time to get git commit hash at build time,,,,
