,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,migrated_from
10,['c++'],"{'account_id': 15790750, 'reputation': 1, 'user_id': 11394068, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/963026301eb5cdaf58713890cbbc4c3c?s=256&d=identicon&r=PG&f=1', 'display_name': 'user11394068', 'link': 'https://stackoverflow.com/users/11394068/user11394068'}",True,272,1,-2,1665595604,1556118067,55833140,CC BY-SA 4.0,https://stackoverflow.com/questions/55833140/pass-a-list-of-objects-of-a-class-into-another-class-c,Pass a list of objects of a class into another class c++,,1665595604.0,,,
11,"['c++', 'boost']","{'account_id': 1889992, 'reputation': 2552, 'user_id': 1708349, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/9f3eac41340547d9d27853a9abc66cb6?s=256&d=identicon&r=PG', 'display_name': 'benjist', 'link': 'https://stackoverflow.com/users/1708349/benjist'}",True,3044,1,9,1664821180,1554047365,55442656,CC BY-SA 4.0,https://stackoverflow.com/questions/55442656/what-is-the-boost-equivalent-to-stdoptional-nullopt,What is the boost equivalent to std::optional nullopt?,55442736.0,1554047937.0,,,
12,"['c++', 'algorithm', 'dictionary', 'vector', 'unordered-map']","{'account_id': 12530465, 'reputation': 340, 'user_id': 9118924, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/GFBHz.jpg?s=256&g=1', 'display_name': 'Omkar', 'link': 'https://stackoverflow.com/users/9118924/omkar'}",True,3955,3,7,1664400120,1554110653,55451825,CC BY-SA 4.0,https://stackoverflow.com/questions/55451825/why-is-vector-faster-than-unordered-map,Why is vector faster than unordered_map?,55451874.0,1592644375.0,,,
13,"['c++', 'algorithm', 'minimum-spanning-tree', 'kruskals-algorithm']","{'account_id': 15741919, 'reputation': 39, 'user_id': 11359070, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9a80f99413b5d24ea4cac8b62357eb10?s=256&d=identicon&r=PG&f=1', 'display_name': 'JinBovi', 'link': 'https://stackoverflow.com/users/11359070/jinbovi'}",False,415,1,3,1663895405,1555246597,55675510,CC BY-SA 4.0,https://stackoverflow.com/questions/55675510/kurskal-algorithm-runtime-error-in-kattis,"Kurskal algorithm, Runtime Error in Kattis",,1663895405.0,,,
14,"['c++', 'c++11', 'c++17']","{'account_id': 14160790, 'reputation': 55, 'user_id': 10230164, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-skHzHO-RAFs/AAAAAAAAAAI/AAAAAAAABjs/uijGOscodv0/photo.jpg?sz=256', 'display_name': 'Gansaikhan Shur', 'link': 'https://stackoverflow.com/users/10230164/gansaikhan-shur'}",False,569,1,1,1663894572,1554243684,55484349,CC BY-SA 4.0,https://stackoverflow.com/questions/55484349/runtime-error-when-submitting-to-kattis-c,Runtime error when submitting to Kattis c++,,,,,
15,"['c++', 'c', 'linked-list', 'gtk', 'glib']","{'account_id': 15672746, 'reputation': 1, 'user_id': 11308750, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/UtXfN.jpg?s=256&g=1', 'display_name': 'charly_cx', 'link': 'https://stackoverflow.com/users/11308750/charly-cx'}",False,89,1,0,1663622648,1554344312,55506909,CC BY-SA 4.0,https://stackoverflow.com/questions/55506909/custom-action-or-command-in-c-using-libfm-linux,Custom action or command in C using libfm Linux?,,1663622648.0,,,
16,"['c++', 'qt', 'qt5']","{'account_id': 15603884, 'reputation': 33, 'user_id': 11257231, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5099fa60b70232dfe72d545f36c3a06c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Lukas M&#252;ller', 'link': 'https://stackoverflow.com/users/11257231/lukas-m%c3%bcller'}",False,685,1,1,1663525303,1554412312,55524968,CC BY-SA 4.0,https://stackoverflow.com/questions/55524968/how-to-create-a-label-with-drag-and-drop-function-and-with-the-clicked-signal-fu,How to create a label with drag and drop function and with the clicked signal function QT,,1663525303.0,,,
17,"['python', 'c++', 'qt', 'zeromq', 'pyzmq']","{'account_id': 351835, 'reputation': 1624, 'user_id': 688563, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/7ba0fb451b240351c79a96cae6ea14ea?s=256&d=identicon&r=PG&f=1', 'display_name': 'PhilBot', 'link': 'https://stackoverflow.com/users/688563/philbot'}",True,799,1,1,1663454014,1554491069,55541882,CC BY-SA 4.0,https://stackoverflow.com/questions/55541882/zmq-python-pub-sub-works-but-not-my-c-subscriber-with-python-publisher,ZMQ Python PUB/SUB works but not my C++ Subscriber with Python Publisher,55543829.0,1663454014.0,,,
18,"['c++', 'code-injection', 'loadlibrary']","{'user_type': 'does_not_exist', 'display_name': 'user11248223'}",True,1799,1,1,1663160907,1555802071,55778553,CC BY-SA 4.0,https://stackoverflow.com/questions/55778553/manualmap-inject-a-dll-from-resources-in-c,ManualMap inject a DLL from Resources in C++,55779290.0,,,,
19,"['c++', 'arrays', 'pointers']","{'account_id': 3061193, 'reputation': 228, 'user_id': 2593789, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b113350b0ef96d3f08631a9fcab7f70f?s=256&d=identicon&r=PG', 'display_name': 'EmptyStuff', 'link': 'https://stackoverflow.com/users/2593789/emptystuff'}",True,84,2,-2,1663128455,1554582650,55553213,CC BY-SA 4.0,https://stackoverflow.com/questions/55553213/c-creating-an-array-with-a-variable-as-length-generates-randomly-sized-array,C++ Creating an Array with a variable as length generates randomly sized array,55553257.0,,,,
20,"['c++', 'eigen', 'intel-mkl', 'lapacke']","{'account_id': 1970088, 'reputation': 56, 'user_id': 1769290, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/jFcqe.jpg?s=256&g=1', 'display_name': 'Danilo Silva', 'link': 'https://stackoverflow.com/users/1769290/danilo-silva'}",False,237,2,0,1662518374,1554780734,55584724,CC BY-SA 4.0,https://stackoverflow.com/questions/55584724/eigenbdcsvdeigenmatrixxcd-solver-raises-dgesvd-error-with-mkl-lapacke,Eigen::BDCSVD&lt;Eigen::MatrixXcd&gt; solver raises DGESVD error with MKL LAPACKE,,,,,
21,"['c++', 'opencv', 'png', 'imread']","{'account_id': 6320323, 'reputation': 230, 'user_id': 4908652, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ZVdkR.jpg?s=256&g=1', 'display_name': 'darioSka', 'link': 'https://stackoverflow.com/users/4908652/darioska'}",True,344,1,0,1662099195,1556295063,55871391,CC BY-SA 4.0,https://stackoverflow.com/questions/55871391/c-opencv-imread-with-cv-8uc4-halved-size,C++ OpenCV imread with CV_8UC4 halved size,55871817.0,1662099195.0,,,
22,"['c#', 'c++', 'opencv', 'unity3d']","{'account_id': 11945670, 'reputation': 11, 'user_id': 8740972, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1711979465479862/picture?type=large', 'display_name': 'Umberto Cocca', 'link': 'https://stackoverflow.com/users/8740972/umberto-cocca'}",False,333,0,0,1662099178,1556023884,55811680,CC BY-SA 4.0,https://stackoverflow.com/questions/55811680/how-to-fix-the-visualization-of-the-image-in-grayscale-in-unity3d-using-opencv4,How to fix the visualization of the image in grayscale in Unity3d using OpenCV4?,,1662099178.0,,,
23,"['c++', 'opencv', 'opencv-mat']","{'account_id': 1212725, 'reputation': 442, 'user_id': 1180974, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/36elr.jpg?s=256&g=1', 'display_name': 'cduguet', 'link': 'https://stackoverflow.com/users/1180974/cduguet'}",True,227,1,0,1662099056,1555353101,55695300,CC BY-SA 4.0,https://stackoverflow.com/questions/55695300/bug-in-cvmax,bug in cv::Max?,,1662099056.0,,,
24,"['c++', 'mfc']","{'account_id': 8574730, 'reputation': 29, 'user_id': 7806227, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d0a206e2656f5133beaeed954c755421?s=256&d=identicon&r=PG&f=1', 'display_name': 'qhart', 'link': 'https://stackoverflow.com/users/7806227/qhart'}",False,414,0,0,1661992676,1555074516,55652336,CC BY-SA 4.0,https://stackoverflow.com/questions/55652336/why-does-this-exception-appears-when-reading-a-file-but-not-when-storing-in-it,"Why does this exception appears when reading a file, but not when storing in it?",,1661992676.0,,,
25,"['c++', 'graphics', 'sfml', 'shapes']","{'account_id': 4982437, 'reputation': 59, 'user_id': 4006983, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/100003016171415/picture?type=large', 'display_name': 'Pieter Berkel', 'link': 'https://stackoverflow.com/users/4006983/pieter-berkel'}",False,670,1,1,1661884373,1556037566,55815831,CC BY-SA 4.0,https://stackoverflow.com/questions/55815831/how-do-i-draw-an-advanced-shape-with-sfml-in-c,How do I draw an advanced shape with SFML in C++?,,1556098546.0,,,
26,['c++'],"{'account_id': 11264320, 'reputation': 1, 'user_id': 10676513, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/537c9fd53ad1d041fa6481a8e9be7f17?s=256&d=identicon&r=PG&f=1', 'display_name': 'Wheels-of-Fire', 'link': 'https://stackoverflow.com/users/10676513/wheels-of-fire'}",True,81,2,-3,1661697585,1555867705,55785053,CC BY-SA 4.0,https://stackoverflow.com/questions/55785053/programming-principles-and-practices-compiler-error,Programming Principles and Practices compiler error,,,,,
27,"['c++', 'cmake', 'c++17']","{'account_id': 13694063, 'reputation': 851, 'user_id': 9881203, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'Sean', 'link': 'https://stackoverflow.com/users/9881203/sean'}",True,30448,3,5,1661490734,1554207724,55474690,CC BY-SA 4.0,https://stackoverflow.com/questions/55474690/stdfilesystem-has-not-been-declared-after-including-experimental-filesystem,&#39;std::filesystem&#39; has not been declared after including &lt;experimental/filesystem&gt;,55474923.0,1554214374.0,,,
28,"['c++', 'language-lawyer', 'decltype', 'static-assert']","{'account_id': 152400, 'reputation': 234520, 'user_id': 366904, 'user_type': 'moderator', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/d6fb1085928ee50debdb0a287f6e9503?s=256&d=identicon&r=PG', 'display_name': 'Cody Gray', 'link': 'https://stackoverflow.com/users/366904/cody-gray'}",True,341,1,-2,1661229655,1555729731,55769904,CC BY-SA 4.0,https://stackoverflow.com/questions/55769904/statically-asserting-the-size-of-a-stdarray-whose-type-is-obtained-using-declt,Statically asserting the size of a std::array whose type is obtained using decltype from the return value of a member function,,1661229655.0,,,
29,"['c++', 'unions', 'static-members']","{'account_id': 14863840, 'reputation': 2135, 'user_id': 10733631, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-z9f47Aj3ez4/AAAAAAAAAAI/AAAAAAAAAAA/AGDgw-j0jfocyr5e1Wd0v4q8aluK_b7B5Q/mo/photo.jpg?sz=256', 'display_name': 'Dmytro Dadyka', 'link': 'https://stackoverflow.com/users/10733631/dmytro-dadyka'}",True,987,2,3,1660791408,1554485103,55540587,CC BY-SA 4.0,https://stackoverflow.com/questions/55540587/why-union-static-members-not-stored-as-a-union,Why union static members not stored as a union?,55541118.0,1660791408.0,,,
30,"['c++', 'opencv', 'darknet']","{'account_id': 15691340, 'reputation': 1, 'user_id': 11322329, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/802484f3ef1815e47adb5315c10f76b8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Quantum', 'link': 'https://stackoverflow.com/users/11322329/quantum'}",False,1635,1,0,1660345863,1554579153,55552722,CC BY-SA 4.0,https://stackoverflow.com/questions/55552722/initialising-darknet-opencv,Initialising darknet opencv,,1660345863.0,,,
31,['c++'],"{'account_id': 12518540, 'reputation': 488, 'user_id': 9111293, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/I1Oiy.jpg?s=256&g=1', 'display_name': 'Vivek', 'link': 'https://stackoverflow.com/users/9111293/vivek'}",True,2944,6,7,1659687372,1554357430,55508811,CC BY-SA 4.0,https://stackoverflow.com/questions/55508811/get-adjacent-pairs-of-elements-from-vector-via-iterator-in-c,Get adjacent pairs of elements from vector via iterator in c++,55508885.0,1559657037.0,,,
32,"['c++', 'gcc', 'build', 'gcc-warning', 'mitk']","{'account_id': 15724178, 'reputation': 173, 'user_id': 11346316, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/577a1c5d673351b26e0c7cd0af444449?s=256&d=identicon&r=PG&f=1', 'display_name': 'agasim', 'link': 'https://stackoverflow.com/users/11346316/agasim'}",True,41652,4,17,1659399634,1555343682,55693007,CC BY-SA 4.0,https://stackoverflow.com/questions/55693007/error-this-statement-may-fall-through-werror-implicit-fallthrough,Error: this statement may fall through [-Werror=implicit-fallthrough=],55693240.0,1555347699.0,,,
33,"['c++', 'unit-testing', 'mocking', 'googletest', 'googlemock']","{'account_id': 7240142, 'reputation': 253, 'user_id': 5523968, 'user_type': 'registered', 'accept_rate': 30, 'profile_image': 'https://lh6.googleusercontent.com/-0S3Crr3oZU8/AAAAAAAAAAI/AAAAAAAAABI/is2k1CDqbHE/photo.jpg?sz=256', 'display_name': 'Александр Елизаров', 'link': 'https://stackoverflow.com/users/5523968/%d0%90%d0%bb%d0%b5%d0%ba%d1%81%d0%b0%d0%bd%d0%b4%d1%80-%d0%95%d0%bb%d0%b8%d0%b7%d0%b0%d1%80%d0%be%d0%b2'}",True,178,2,0,1659071132,1554231967,55481902,CC BY-SA 4.0,https://stackoverflow.com/questions/55481902/expect-that-some-method-was-called-on-mock-object-does-it-break-encapsulation,Expect that some method was called on mock object. Does it break encapsulation?,,1659071132.0,,,
34,"['c++', 'unit-testing', 'googletest', 'googlemock']","{'account_id': 2600530, 'reputation': 310, 'user_id': 2253073, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/BdlDQ.jpg?s=256&g=1', 'display_name': 'Kostiantyn Ponomarenko', 'link': 'https://stackoverflow.com/users/2253073/kostiantyn-ponomarenko'}",True,360,1,1,1658969490,1555428507,55711701,CC BY-SA 4.0,https://stackoverflow.com/questions/55711701/gtest-ensure-that-a-method-is-not-called-before-but-can-be-called-after-a-cer,"gtest - ensure that a method is not called before, but can be called after a certain method call",,1658969490.0,,,
35,"['c++', 'googletest', 'googlemock']","{'account_id': 194307, 'reputation': 12695, 'user_id': 436559, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/8d6b535e4fadefca3e9cab9b6b1ee49b?s=256&d=identicon&r=PG', 'display_name': 'fluter', 'link': 'https://stackoverflow.com/users/436559/fluter'}",True,207,1,2,1658969479,1555990734,55803974,CC BY-SA 4.0,https://stackoverflow.com/questions/55803974/can-gmock-mock-an-undefined-method,Can gmock mock an undefined method?,55804969.0,1658969479.0,,,
36,"['c++', 'googlemock']","{'account_id': 15316237, 'reputation': 25, 'user_id': 11050060, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c60b2a51da767b3dda0ad4a3a8372718?s=256&d=identicon&r=PG&f=1', 'display_name': 'RForce', 'link': 'https://stackoverflow.com/users/11050060/rforce'}",True,312,1,1,1658969470,1556521038,55898367,CC BY-SA 4.0,https://stackoverflow.com/questions/55898367/how-to-return-a-specific-value-every-nth-time-of-a-consecutive-call-with-gmock,How to return a specific value every nth time of a consecutive call with Gmock,55898898.0,1658969470.0,,,
37,"['c++', 'inheritance']","{'account_id': 3378088, 'reputation': 537, 'user_id': 2835825, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://i.stack.imgur.com/a7rqM.png?s=256&g=1', 'display_name': 'Le Nguyen Duy Anh', 'link': 'https://stackoverflow.com/users/2835825/le-nguyen-duy-anh'}",True,16812,3,10,1658864012,1556219643,55856187,CC BY-SA 4.0,https://stackoverflow.com/questions/55856187/cannot-initialize-object-parameter-of-type-parent-with-an-expression-of-type,Cannot initialize object parameter of type &#39;Parent&#39; with an expression of type &#39;Derived&#39;,,,,,
38,"['c++', 'matrix', 'eigen', 'eigen3']","{'account_id': 14888334, 'reputation': 559, 'user_id': 10750848, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-OjwC2GFnC84/AAAAAAAAAAI/AAAAAAAAACs/uuek3B_ubhA/photo.jpg?sz=256', 'display_name': 'Clebo Sevic', 'link': 'https://stackoverflow.com/users/10750848/clebo-sevic'}",True,3110,1,3,1658405528,1555429111,55711898,CC BY-SA 4.0,https://stackoverflow.com/questions/55711898/eigen-how-to-check-if-matrix-is-invertible,Eigen: How to check if Matrix is invertible,55712228.0,1658405528.0,,,
39,"['c++', 'operating-system', 'system']","{'account_id': 30610, 'reputation': 427, 'user_id': 83537, 'user_type': 'registered', 'accept_rate': 12, 'profile_image': 'https://www.gravatar.com/avatar/323af6aacbae6b82f821438df6c53a9c?s=256&d=identicon&r=PG', 'display_name': 'somu', 'link': 'https://stackoverflow.com/users/83537/somu'}",False,478,2,0,1657627585,1554273968,55488718,CC BY-SA 4.0,https://stackoverflow.com/questions/55488718/compiler-system-software-or-application-software,Compiler system software or application software,,1554274140.0,,,
40,"['c++', 'opencv', 'cmake', 'emscripten']","{'account_id': 6189727, 'reputation': 351, 'user_id': 4822734, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://lh6.googleusercontent.com/-tuuMdLkMV9Q/AAAAAAAAAAI/AAAAAAAAAAA/6sBPcrrSCpc/photo.jpg?sz=256', 'display_name': 'Matthieu Pizenberg', 'link': 'https://stackoverflow.com/users/4822734/matthieu-pizenberg'}",True,3852,2,7,1656314351,1556288161,55869531,CC BY-SA 4.0,https://stackoverflow.com/questions/55869531/how-to-use-emscripten-with-cmake-for-project-dependencies,How to use emscripten with cmake for project dependencies?,55904042.0,1556290446.0,,,
41,"['c++', 'model', 'graph-algorithm', 'computational-geometry', '3d-model']","{'account_id': 15747560, 'reputation': 11, 'user_id': 11363075, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/55704fec8adabaa3383637fa4fc998ba?s=256&d=identicon&r=PG&f=1', 'display_name': 'noooooob', 'link': 'https://stackoverflow.com/users/11363075/noooooob'}",True,401,1,1,1655227536,1555332074,55689455,CC BY-SA 4.0,https://stackoverflow.com/questions/55689455/how-to-split-the-edge-in-c,How to split the edge in C++,55723771.0,1555336605.0,,,
42,"['c++', 'build', 'clang', 'precompile']","{'account_id': 551907, 'reputation': 15819, 'user_id': 916907, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://i.stack.imgur.com/KeiWh.jpg?s=256&g=1', 'display_name': 'Dun Peal', 'link': 'https://stackoverflow.com/users/916907/dun-peal'}",True,2016,2,3,1655121786,1556410023,55885920,CC BY-SA 4.0,https://stackoverflow.com/questions/55885920/how-do-i-generate-and-use-precompiled-headers-with-clang,How do I generate and use precompiled headers with Clang++?,,,,,
43,"['c++', 'multithreading', 'visual-studio']","{'account_id': 1670916, 'reputation': 6546, 'user_id': 1537403, 'user_type': 'registered', 'accept_rate': 26, 'profile_image': 'https://www.gravatar.com/avatar/30fe49e683fcbcd8ce33182356dc9929?s=256&d=identicon&r=PG', 'display_name': 'riv', 'link': 'https://stackoverflow.com/users/1537403/riv'}",True,1636,2,6,1654641816,1556618420,55918497,CC BY-SA 4.0,https://stackoverflow.com/questions/55918497/how-to-see-locking-thread-of-stdmutex-in-visual-studio,How to see locking thread of std::mutex in Visual Studio?,55922384.0,,,,
44,"['c++', 'node.js', 'npm', 'cmake', 'node-pre-gyp']","{'account_id': 9460497, 'reputation': 53, 'user_id': 7034353, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/89f8025609bd193b080fe27efbae06e4?s=256&d=identicon&r=PG&f=1', 'display_name': 'SinTan1071', 'link': 'https://stackoverflow.com/users/7034353/sintan1071'}",False,1033,2,0,1654133496,1556524808,55899174,CC BY-SA 4.0,https://stackoverflow.com/questions/55899174/i-got-an-error-when-i-use-npm-to-install-wrtc0-2-1,I got an error when I use npm to install wrtc@0.2.1,,1556603609.0,,,
45,"['c++', 'user-input', 'capitalization']","{'account_id': 15711207, 'reputation': 23, 'user_id': 11336606, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b5c5adf59123cda2641eeaf64042e72c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mir.e.222', 'link': 'https://stackoverflow.com/users/11336606/mir-e-222'}",True,180,1,-3,1654080522,1554838291,55600009,CC BY-SA 4.0,https://stackoverflow.com/questions/55600009/capitalizing-letters-in-c,Capitalizing letters in C++,,1554839827.0,,,
46,"['c++', 'list', 'file']","{'account_id': 14947762, 'reputation': 39, 'user_id': 10792504, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/648b3a59f7214c011cbe567a947dd60d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mark Young', 'link': 'https://stackoverflow.com/users/10792504/mark-young'}",True,449,1,0,1654080272,1555547230,55737618,CC BY-SA 4.0,https://stackoverflow.com/questions/55737618/how-to-read-each-number-individually-from-lines-when-reading-from-a-file,How to read each number individually from lines when reading from a file,,1555547568.0,,,
47,"['c++', 'oop']","{'account_id': 15664059, 'reputation': 1, 'user_id': 11302302, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5824d65432a2282bc0c4164e72117fbe?s=256&d=identicon&r=PG&f=1', 'display_name': 'noone0011', 'link': 'https://stackoverflow.com/users/11302302/noone0011'}",False,56,1,0,1654080245,1555976950,55802485,CC BY-SA 4.0,https://stackoverflow.com/questions/55802485/how-to-use-ifstream-in-oop-properly,How to use ifstream in OOP properly?,,1555987698.0,,,
