,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,closed_date,closed_reason
10,"['c++', 'arrays', 'performance']","{'account_id': 25591070, 'reputation': 1, 'user_id': 19367778, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/268033db1eefcd7ac6af8903e59d57b6?s=256&d=identicon&r=PG', 'display_name': 'stackbik', 'link': 'https://stackoverflow.com/users/19367778/stackbik'}",False,488,2,-2,1667017101,1655623434,72674989,CC BY-SA 4.0,https://stackoverflow.com/questions/72674989/return-the-smallest-positive-integer-that-does-not-occur-in-an-array-a-of-n-inte,Return the smallest positive integer that does not occur in an array A of N integers using Function- int solution(vector&lt;int&gt; &amp;A);,1655623612.0,,,
11,"['c++', 'rhapsody']","{'account_id': 2380287, 'reputation': 13, 'user_id': 2082440, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/34fbd3b7cc3b32e6a60ec21696bc04b0?s=256&d=identicon&r=PG', 'display_name': 'edenroz', 'link': 'https://stackoverflow.com/users/2082440/edenroz'}",True,84,2,1,1666889783,1654866355,72574777,CC BY-SA 4.0,https://stackoverflow.com/questions/72574777/access-current-task-pid-in-ibm-rhapsody-9-0-1,Access current task PID in IBM Rhapsody 9.0.1,1655900721.0,74224413.0,,
12,"['c++', 'qt', 'gdb', 'clion', 'lldb']","{'account_id': 19405066, 'reputation': 141, 'user_id': 14190718, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/iM81l.jpg?s=256&g=1', 'display_name': 'isudfv', 'link': 'https://stackoverflow.com/users/14190718/isudfv'}",False,168,1,2,1666869300,1655122100,72602590,CC BY-SA 4.0,https://stackoverflow.com/questions/72602590/how-to-load-pretty-printer-for-qt-with-lldb,how to load pretty printer for qt with lldb,1655123662.0,,,
13,"['c++', 'unit-testing', 'stm32', 'tbrun', 'ldra']","{'account_id': 2435341, 'reputation': 12601, 'user_id': 2125392, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/a4fd030c5c39984fab1a4fb57d72a144?s=256&d=identicon&r=PG', 'display_name': 'CivFan', 'link': 'https://stackoverflow.com/users/2125392/civfan'}",False,55,1,0,1666697101,1656438038,72790948,CC BY-SA 4.0,https://stackoverflow.com/questions/72790948/how-do-you-open-an-existing-unit-test-project-in-ldra-tbrun,How do you... open an existing unit test project in LDRA TBrun?,,,,
14,"['c++', 'c', 'gcc', 'openmp', 'apple-m1']","{'account_id': 22178568, 'reputation': 224, 'user_id': 16422658, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d942cfcd4462912fab4c8f621430e8f5?s=256&d=identicon&r=PG&f=1', 'display_name': 'theMyth', 'link': 'https://stackoverflow.com/users/16422658/themyth'}",False,816,0,0,1666629140,1655840766,72706342,CC BY-SA 4.0,https://stackoverflow.com/questions/72706342/openmp-mac-m1-gcc-and-libomp-not-working,OpenMP - Mac M1 gcc and libomp not working,1655845572.0,,,
15,"['c++', 'visual-studio-code']","{'account_id': 25522058, 'reputation': 54, 'user_id': 19311748, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/wPxvd.png?s=256&g=1', 'display_name': 'spencer', 'link': 'https://stackoverflow.com/users/19311748/spencer'}",True,183,2,0,1666529470,1655356525,72640804,CC BY-SA 4.0,https://stackoverflow.com/questions/72640804/how-to-avoid-errors-in-vscode-for-putting-header-files-in-a-separate-directory-t,How to avoid errors in Vscode for putting header files in a separate directory than src,1666529470.0,72640924.0,,
16,"['c++', 'visual-studio', 'ide', 'visual-studio-2022', 'build-tools']","{'account_id': 25405681, 'reputation': 1274, 'user_id': 19214431, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/XdfLr.jpg?s=256&g=1', 'display_name': 'YungDeiza', 'link': 'https://stackoverflow.com/users/19214431/yungdeiza'}",True,10482,1,4,1666382440,1654859115,72573273,CC BY-SA 4.0,https://stackoverflow.com/questions/72573273/the-build-tools-for-v143-cannot-be-found-build-tool-installed-using-correct,The build tools for v143 cannot be found - Build Tool Installed &amp; Using Correct VS Version,1655999496.0,,,
17,"['c++', 'boost', 'c++17', 'boost-asio', 'asio']","{'account_id': 18210364, 'reputation': 1069, 'user_id': 13253010, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ReyOE.gif?s=256&g=1', 'display_name': 'thedemons', 'link': 'https://stackoverflow.com/users/13253010/thedemons'}",True,67,1,0,1666325480,1655292651,72630561,CC BY-SA 4.0,https://stackoverflow.com/questions/72630561/boostasiosteady-timer-get-stuck-at-waitforsingleobject-when-built-as-a-dll,boost::asio::steady_timer get stuck at WaitForSingleObject when built as a DLL,,74148683.0,,
18,"['c++', 'templates', 'c++17', 'noexcept']","{'account_id': 21824901, 'reputation': 178, 'user_id': 16120550, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/uOYAk.jpg?s=256&g=1', 'display_name': 'Jack Harwood', 'link': 'https://stackoverflow.com/users/16120550/jack-harwood'}",True,181,2,6,1666276791,1654113031,72467333,CC BY-SA 4.0,https://stackoverflow.com/questions/72467333/c17-deducing-function-noexcept-specifier-as-non-type-parameter,C++17: Deducing function noexcept specifier as non-type parameter,1654120502.0,72467811.0,,
19,"['c++', 'pointers', 'vector', 'prototype', 'function-prototypes']","{'account_id': 159080, 'reputation': 639, 'user_id': 378147, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/56b346311cbae35b4cb687a9c8988667?s=256&d=identicon&r=PG', 'display_name': 'ben', 'link': 'https://stackoverflow.com/users/378147/ben'}",True,91,4,1,1666276641,1655975276,72727510,CC BY-SA 4.0,https://stackoverflow.com/questions/72727510/c-function-that-works-with-container-and-container-of-pointers-as-well,C++: function that works with container and container of pointers as well,,,,
20,"['c++', 'visual-studio']","{'account_id': 16220529, 'reputation': 19, 'user_id': 11712172, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/22a64d13cd990c47dd374b5c70ced77e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Henry O&#39;Shea', 'link': 'https://stackoverflow.com/users/11712172/henry-oshea'}",False,321,3,0,1666214486,1654089603,72462582,CC BY-SA 4.0,https://stackoverflow.com/questions/72462582/0xc000026f-an-internal-error-occurred-in-the-win32-x86-emulation-subsystem,0xC000026F: An internal error occurred in the Win32 x86 emulation subsystem,,,,
21,"['c++', 'cmake', 'iwyu']","{'account_id': 79407, 'reputation': 12813, 'user_id': 225186, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/dbc60362bf2df08202ff198e00085a5c?s=256&d=identicon&r=PG', 'display_name': 'alfC', 'link': 'https://stackoverflow.com/users/225186/alfc'}",False,145,0,1,1666119252,1655603419,72673803,CC BY-SA 4.0,https://stackoverflow.com/questions/72673803/make-iwyu-analyze-included-headers-not-just-main-program,"Make IWYU analyze included headers, not just main program",1666119252.0,,,
22,"['c++', 'column-chart']","{'account_id': 24054015, 'reputation': 162, 'user_id': 18032104, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/085a65dcfdc942a9c1f09d5c52425e18?s=256&d=identicon&r=PG&f=1', 'display_name': 'CPP_is_no_STANDARD', 'link': 'https://stackoverflow.com/users/18032104/cpp-is-no-standard'}",True,225,2,-2,1666086520,1656310978,72767708,,https://stackoverflow.com/questions/72767708/how-can-i-make-a-column-chart,How can I make a column chart?,1666086520.0,72767787.0,1657193316.0,Duplicate
23,"['c++', 'numpy', 'matplotlib']","{'account_id': 25372193, 'reputation': 13, 'user_id': 19185816, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/825b002912d25b62c43939bcc7471e51?s=256&d=identicon&r=PG', 'display_name': 'destroyer806', 'link': 'https://stackoverflow.com/users/19185816/destroyer806'}",False,56,0,0,1666005662,1655425435,72653151,CC BY-SA 4.0,https://stackoverflow.com/questions/72653151/numpy-and-python-header-file-location,numpy and python header file location,,,,
24,"['c++', 'visual-studio-code', 'cmake', 'boost-asio', 'vcpkg']","{'account_id': 25644139, 'reputation': 1, 'user_id': 19412494, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/350e3078327bf5ee79fb8a5ba2b64bc9?s=256&d=identicon&r=PG', 'display_name': 'igorgsouza', 'link': 'https://stackoverflow.com/users/19412494/igorgsouza'}",True,737,2,0,1665998425,1656458643,72794184,CC BY-SA 4.0,https://stackoverflow.com/questions/72794184/c-vscode-says-it-cannot-open-source-file-when-it-really-can,C++ VSCode says it cannot open source file when it really can,1656459054.0,,,
25,"['c++', 'flutter', 'dart', 'opencv', 'dart-ffi']","{'account_id': 3495819, 'reputation': 1418, 'user_id': 4491661, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/070ede4df366993310f96f147bae3bd4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Oleksandr Firsov', 'link': 'https://stackoverflow.com/users/4491661/oleksandr-firsov'}",True,567,1,2,1665785032,1654264160,72490616,CC BY-SA 4.0,https://stackoverflow.com/questions/72490616/processing-flutter-images-with-c-opencv,Processing flutter images with C++ openCV,,72500328.0,,
26,"['python', 'c++', 'cuda', 'ctypes']","{'account_id': 7893719, 'reputation': 69, 'user_id': 5963087, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-MdiIKIrxCZg/AAAAAAAAAAI/AAAAAAAAAF0/R7UF0VXt9Z4/photo.jpg?sz=256', 'display_name': 'user5963087', 'link': 'https://stackoverflow.com/users/5963087/user5963087'}",True,70,1,2,1665592570,1654791914,72563696,CC BY-SA 4.0,https://stackoverflow.com/questions/72563696/i-cant-get-output-numbers-with-ctypes-cuda,I can&#39;t get output numbers with ctypes cuda,1654792949.0,72563823.0,,
27,"['c++', 'qt', 'qml', 'qt6']","{'account_id': 1581608, 'reputation': 651, 'user_id': 1466885, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/4f3dbc479f96b0133eb624336e7842c9?s=256&d=identicon&r=PG&f=1', 'display_name': 'reckless', 'link': 'https://stackoverflow.com/users/1466885/reckless'}",True,492,2,1,1665420220,1654460137,72510822,CC BY-SA 4.0,https://stackoverflow.com/questions/72510822/cannot-load-qt5compat-graphicaleffects-module-in-qt-6-3,Cannot load Qt5Compat.GraphicalEffects module in Qt 6.3,,74018151.0,,
28,"['c++', 'c-preprocessor', 'c++20']","{'account_id': 3477494, 'reputation': 2954, 'user_id': 3206471, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/fdc1f4bd9f3118fff33a160e9efdb61e?s=256&d=identicon&r=PG', 'display_name': 'gigabytes', 'link': 'https://stackoverflow.com/users/3206471/gigabytes'}",True,141,3,2,1665077549,1655145517,72607603,CC BY-SA 4.0,https://stackoverflow.com/questions/72607603/recursively-including-a-header-file-over-a-list-of-values,Recursively including a header file over a list of values,,,,
29,"['c++', 'image-processing', 'live-streaming', 'sony-camera-api', 'liveview']","{'account_id': 25567233, 'reputation': 1, 'user_id': 19348298, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/72f578113ed2aac777dbcd76bee9446f?s=256&d=identicon&r=PG&f=1', 'display_name': 'luke j', 'link': 'https://stackoverflow.com/users/19348298/luke-j'}",False,86,1,0,1664880160,1655338065,72639078,CC BY-SA 4.0,https://stackoverflow.com/questions/72639078/how-to-livestream-camera-using-sony-sdk-api,How to Livestream camera using sony sdk api,1655456187.0,,,
30,"['c++', 'linker', 'g++', 'linker-errors']","{'account_id': 24701093, 'reputation': 16, 'user_id': 18592400, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/glUzx.jpg?s=256&g=1', 'display_name': 'Orazio Rillo', 'link': 'https://stackoverflow.com/users/18592400/orazio-rillo'}",False,37,1,0,1664312120,1654462554,72511065,CC BY-SA 4.0,https://stackoverflow.com/questions/72511065/how-can-i-link-a-library-that-contains-conditional-types-variables-definition-ba,How can I link a library that contains conditional types/variables definition based on global variables defined through CMake?,1654548648.0,,,
31,"['c++', 'arrays']","{'account_id': 25535023, 'reputation': 1, 'user_id': 19322262, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gj0INv055GA1bokHc89p7dWYdv3L26t5kmz1g8h_w=k-s256', 'display_name': 'Tyler', 'link': 'https://stackoverflow.com/users/19322262/tyler'}",False,181,1,0,1664083002,1655678118,72680749,CC BY-SA 4.0,https://stackoverflow.com/questions/72680749/adding-large-integers-with-arrays-pointers,Adding large integers with arrays &amp; pointers,1655678175.0,,,
32,"['c++', 'c++17', 'cin', 'fflush']","{'account_id': 9949603, 'reputation': 1, 'user_id': 7362831, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7b36a180abbf1f60129771815b9c9b13?s=256&d=identicon&r=PG&f=1', 'display_name': 'radx', 'link': 'https://stackoverflow.com/users/7362831/radx'}",False,35,0,0,1663992730,1655315253,72635742,,https://stackoverflow.com/questions/72635742/how-to-flush-cin-in-c-properly,How to flush cin in c++ properly?,1663992730.0,,1655318834.0,Duplicate
33,"['c++', 'pytorch', 'namespaces']","{'account_id': 22453526, 'reputation': 1, 'user_id': 16656509, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cf5ac15fcb6ddaf8d3ac25d0646079b2?s=256&d=identicon&r=PG&f=1', 'display_name': 'Zion', 'link': 'https://stackoverflow.com/users/16656509/zion'}",False,94,1,0,1663942207,1654586704,72527377,CC BY-SA 4.0,https://stackoverflow.com/questions/72527377/where-is-torchcol2im-defined-in-pytorch-source-code,Where is torch::col2im defined in pytorch source code?,,,,
34,"['android', 'c++', 'linux', 'boost', 'cmake']","{'account_id': 13738900, 'reputation': 11, 'user_id': 9914515, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2aeed94d26bc5a9c1b165b89d96f352c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Vitali', 'link': 'https://stackoverflow.com/users/9914515/vitali'}",False,80,1,1,1663809223,1655390993,72647771,CC BY-SA 4.0,https://stackoverflow.com/questions/72647771/build-boost-for-android-with-hunter,Build boost for android with hunter,1655391829.0,,,
35,"['python', 'c++', 'macos', 'webassembly', 'emscripten']","{'account_id': 23944874, 'reputation': 18, 'user_id': 17937358, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a6c9a054dc630400893fb44b09b4b535?s=256&d=identicon&r=PG&f=1', 'display_name': 'Floris Kruger', 'link': 'https://stackoverflow.com/users/17937358/floris-kruger'}",False,136,2,0,1663611647,1654470130,72511670,CC BY-SA 4.0,https://stackoverflow.com/questions/72511670/issue-with-emscripten-installation-on-mac,Issue with Emscripten installation on mac,,,,
36,"['c++', 'openssl', 'hmac', 'sha']","{'account_id': 23580435, 'reputation': 21, 'user_id': 17619528, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzamsvXqTLgMHa6pHYmv0BivWpIz3XVnGEnz4fh=k-s256', 'display_name': 'Alessio1998', 'link': 'https://stackoverflow.com/users/17619528/alessio1998'}",False,653,1,1,1663526881,1655125964,72603475,CC BY-SA 4.0,https://stackoverflow.com/questions/72603475/openssl-api-compat-expresses-an-impossible-api-compatibility-level-c,OPENSSL_API_COMPAT expresses an impossible API compatibility level c++,1655137817.0,,,
37,"['c++', 'ffmpeg']","{'account_id': 5275277, 'reputation': 1, 'user_id': 4212264, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0233701a1a8b35a0faa5c84f9a6b75c0?s=256&d=identicon&r=PG&f=1', 'display_name': 'user4212264', 'link': 'https://stackoverflow.com/users/4212264/user4212264'}",False,80,1,0,1663114469,1656447305,72792641,CC BY-SA 4.0,https://stackoverflow.com/questions/72792641/ffmpeg-c-select-gpu,FFMPEG C++ select GPU,1656449749.0,,,
38,"['c++', 'bit-shift', 'bitmask']","{'account_id': 5975952, 'reputation': 10978, 'user_id': 4696802, 'user_type': 'registered', 'accept_rate': 42, 'profile_image': 'https://i.stack.imgur.com/AkVoc.jpg?s=256&g=1', 'display_name': 'Zebrafish', 'link': 'https://stackoverflow.com/users/4696802/zebrafish'}",False,155,3,0,1663041836,1656224847,72759358,CC BY-SA 4.0,https://stackoverflow.com/questions/72759358/do-i-have-to-set-most-significant-bits-to-zero-if-i-shift-right,Do I have to set most significant bits to zero if I shift right?,1656247505.0,,,
39,['c++'],"{'account_id': 6872311, 'reputation': 3174, 'user_id': 5282154, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a468ae12f72b587ad0c4e89ffde11839?s=256&d=identicon&r=PG', 'display_name': 'doug', 'link': 'https://stackoverflow.com/users/5282154/doug'}",True,177,3,1,1662996131,1655094851,72597798,CC BY-SA 4.0,https://stackoverflow.com/questions/72597798/why-are-only-some-consts-useable-in-compile-time-array-sizes,Why are only some consts useable in compile time array sizes?,1655095290.0,,,
40,"['c++', 'centos', 'clang', 'llvm', 'centos7']","{'account_id': 14557927, 'reputation': 71, 'user_id': 10514901, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bcd9fb92f3c7e798e685a784126f9d2b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Pampastu', 'link': 'https://stackoverflow.com/users/10514901/pampastu'}",False,655,1,2,1662976240,1656362926,72778135,CC BY-SA 4.0,https://stackoverflow.com/questions/72778135/install-llvm-toolset-10-0-or-newer-in-centos7,Install llvm-toolset-10.0 or newer in Centos7,,,,
41,['c++'],"{'user_type': 'does_not_exist', 'display_name': 'user15799783'}",False,62,1,0,1662121271,1654462026,72511006,CC BY-SA 4.0,https://stackoverflow.com/questions/72511006/console-doesnt-write-the-text-correctly,Console doesn&#39;t write the text correctly,,,,
42,"['c++', 'language-lawyer', 'function-templates', 'function-templates-overloading']","{'account_id': 16608944, 'reputation': 30035, 'user_id': 12002570, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d6a482d9642ec6f3eccf3162640003ab?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jason Liam', 'link': 'https://stackoverflow.com/users/12002570/jason-liam'}",True,191,1,1,1662016843,1655576081,72671622,CC BY-SA 4.0,https://stackoverflow.com/questions/72671622/msvc-not-able-to-disambiguate-between-function-templates-when-one-of-them-contai,MSVC not able to disambiguate between function templates when one of them contains a pack,1662016843.0,,,
43,"['c++', 'visual-studio-code', 'curl']","{'account_id': 25377776, 'reputation': 1, 'user_id': 19424757, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ghwxg8O8AUBbbWwYHaLA5X47vKga9Jwmfktb8yVMQ=k-s256', 'display_name': 'Mini-Yip', 'link': 'https://stackoverflow.com/users/19424757/mini-yip'}",False,50,0,0,1661987229,1656397039,72781532,CC BY-SA 4.0,https://stackoverflow.com/questions/72781532/how-to-install-curl-into-visual-studio-code,How to install cURL into visual studio code,1661987229.0,,,
44,"['python', 'c++', 'python-c-api']","{'account_id': 4870342, 'reputation': 11, 'user_id': 3927089, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'abcd', 'link': 'https://stackoverflow.com/users/3927089/abcd'}",True,149,1,0,1661954443,1656434197,72790232,CC BY-SA 4.0,https://stackoverflow.com/questions/72790232/pyarg-parse-for-multiple-returns-of-python-on-c,PyArg_Parse for multiple returns of python on c++,,73557091.0,,
45,"['c++', 'c', 'syntax', 'interrupt']","{'account_id': 24959274, 'reputation': 63, 'user_id': 18823391, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9f091b1c648cfa4e36ec7efa9f6e26c4?s=256&d=identicon&r=PG', 'display_name': 'kancler', 'link': 'https://stackoverflow.com/users/18823391/kancler'}",True,262,2,3,1661759477,1656418802,72786319,CC BY-SA 4.0,https://stackoverflow.com/questions/72786319/what-is-void-voiduint32-t-stack-end,What is (void (*) (void))((uint32_t)&amp;__STACK_END)?,1661641775.0,72786654.0,,
46,"['c++', 'arrays', 'duplicates']","{'account_id': 22245614, 'reputation': 9, 'user_id': 16479369, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dea903f540ab716eaf8a7b02ad4e0875?s=256&d=identicon&r=PG&f=1', 'display_name': 'U_K_N', 'link': 'https://stackoverflow.com/users/16479369/u-k-n'}",False,58,1,0,1661711918,1654264083,72490599,CC BY-SA 4.0,https://stackoverflow.com/questions/72490599/why-code-doesnt-work-on-using-pre-post-increment-operator,Why code doesn&#39;t work on using pre/post increment operator?,1661711918.0,,,
47,"['c++', 'gcc', 'optimization', 'memory', 'queue']","{'account_id': 12726901, 'reputation': 51, 'user_id': 9245109, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a9f3020cc24380bfd69ad5f547928ad3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jack Sparrow', 'link': 'https://stackoverflow.com/users/9245109/jack-sparrow'}",True,171,1,2,1661692091,1654880599,72577725,CC BY-SA 4.0,https://stackoverflow.com/questions/72577725/c-queuepop-function-acts-weird-when-compiled-with-o1,C++ Queue::Pop function acts weird when compiled with -O1,1654883415.0,73518935.0,,
48,"['c++', 'windows', 'dll', 'dllexport']","{'account_id': 22874736, 'reputation': 1, 'user_id': 17017250, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/00f6ee6ada13bb6ba0edb600880956a6?s=256&d=identicon&r=PG', 'display_name': 'Jidcoo', 'link': 'https://stackoverflow.com/users/17017250/jidcoo'}",False,103,1,0,1661546276,1656556165,72809715,CC BY-SA 4.0,https://stackoverflow.com/questions/72809715/can-i-generate-dll-without-exporting-friend-classes,Can I generate DLL without exporting friend classes,1656572255.0,,,
