,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,closed_date,closed_reason,migrated_from
16,"['c++', 'xcode', 'profiling', 'xcode-command-line-tools', 'gperftools']","{'account_id': 20547018, 'reputation': 31, 'user_id': 15080584, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/19a903d5171b8af7d1d798a48b590a68?s=256&d=identicon&r=PG&f=1', 'display_name': 'whitepatch', 'link': 'https://stackoverflow.com/users/15080584/whitepatch'}",False,153,1,3,1666562738,1652048431,72165484,CC BY-SA 4.0,https://stackoverflow.com/questions/72165484/gperftools-not-showing-function-names,GPerfTools not showing function names,1652050523.0,,,,
17,['c++'],"{'account_id': 23143026, 'reputation': 31, 'user_id': 17246195, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/095b13a5507d8cbb46688d6eb313e99a?s=256&d=identicon&r=PG', 'display_name': 'Ari_Atari', 'link': 'https://stackoverflow.com/users/17246195/ari-atari'}",True,110,2,1,1666535210,1653485462,72378584,CC BY-SA 4.0,https://stackoverflow.com/questions/72378584/how-do-you-assign-an-array-for-a-default-constructor,how do you assign an array for a default constructor?,1653599619.0,,,,
18,"['c++', 'char', 'mpi']","{'account_id': 19062559, 'reputation': 124, 'user_id': 13918352, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GigNllkap1F4r-n_5thwBEZqHJOfHTaWcWRZVf4=k-s256', 'display_name': 'Fatih ATES', 'link': 'https://stackoverflow.com/users/13918352/fatih-ates'}",True,96,2,-1,1666474563,1653402964,72364823,CC BY-SA 4.0,https://stackoverflow.com/questions/72364823/segmentation-fault-error-when-running-mpi-with-more-than-one-process,&quot;Segmentation Fault&quot; error when running MPI with more than one process,1666474563.0,,,,
19,"['c++', '3d', 'ros', 'scanning', 'pcl']","{'account_id': 17414507, 'reputation': 3, 'user_id': 12621120, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0718dae1590974a4be39a6bb116f0258?s=256&d=identicon&r=PG&f=1', 'display_name': 'Saad', 'link': 'https://stackoverflow.com/users/12621120/saad'}",False,148,0,0,1666102975,1652940130,72299354,CC BY-SA 4.0,https://stackoverflow.com/questions/72299354/merging-stitching-2-3d-point-clouds-using-plc-c,Merging/Stitching 2 3D point clouds using PLC/C++,1652943468.0,,,,
20,"['c++', 'qt', 'cmake', 'translation']","{'account_id': 21249817, 'reputation': 356, 'user_id': 16034378, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgjoLGV3I8K46Rxu_MGLmcmnl5f5By2IBsNEi8BMw=k-s256', 'display_name': 'Tim', 'link': 'https://stackoverflow.com/users/16034378/tim'}",True,196,1,1,1666093593,1652632943,72250269,CC BY-SA 4.0,https://stackoverflow.com/questions/72250269/qt-cmake-create-qm-files,Qt CMake create qm files,1653203153.0,,,,
21,"['c++', 'clang-format']","{'account_id': 19679090, 'reputation': 561, 'user_id': 14406682, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9cd9c48f5d3b39f96495ed2b68552366?s=256&d=identicon&r=PG&f=1', 'display_name': 'Maurycyt', 'link': 'https://stackoverflow.com/users/14406682/maurycyt'}",True,138,1,3,1666088205,1653140510,72330097,CC BY-SA 4.0,https://stackoverflow.com/questions/72330097/clang-format-excessively-indents-concepts,clang-format excessively indents concepts,,,,,
22,"['c++', 'benchmarking', 'google-benchmark']","{'account_id': 3840810, 'reputation': 543, 'user_id': 7092484, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/l9xmX.png?s=256&g=1', 'display_name': 'Throckmorton', 'link': 'https://stackoverflow.com/users/7092484/throckmorton'}",True,146,1,3,1665789835,1652123301,72177090,CC BY-SA 4.0,https://stackoverflow.com/questions/72177090/google-benchmark-negative-perf-counters,Google benchmark negative perf counters,1652124270.0,,,,
23,"['c++', 'xcode', 'llvm', 'clang++', 'fuzzing']","{'account_id': 19056117, 'reputation': 111, 'user_id': 13913250, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/778226ffd18e2c7a673d1b7847257a38?s=256&d=identicon&r=PG&f=1', 'display_name': 'Liam White', 'link': 'https://stackoverflow.com/users/13913250/liam-white'}",False,211,2,1,1665761510,1652278935,72202754,CC BY-SA 4.0,https://stackoverflow.com/questions/72202754/clang-libfizzer-for-aarch64-architecture,Clang libFizzer for AArch64 architecture,,,,,
24,"['c++', 'primes']","{'account_id': 25339214, 'reputation': 19, 'user_id': 19157836, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2e438db26701da677d53515ac49ce5ef?s=256&d=identicon&r=PG', 'display_name': 'LGJ', 'link': 'https://stackoverflow.com/users/19157836/lgj'}",True,342,3,0,1665730013,1653722735,72413719,CC BY-SA 4.0,https://stackoverflow.com/questions/72413719/efficiency-of-a-prime-number-finding-programc,Efficiency of a prime number finding program(c++),1653722759.0,,,,
25,"['c++', 'constructor', 'initialization', 'heap-memory', 'stack-memory']","{'account_id': 14392442, 'reputation': 27, 'user_id': 10396693, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1294d29a05eed5118a1184a4a75f3352?s=256&d=identicon&r=PG&f=1', 'display_name': 'bioan', 'link': 'https://stackoverflow.com/users/10396693/bioan'}",True,89,2,1,1665661904,1651848978,72143535,CC BY-SA 4.0,https://stackoverflow.com/questions/72143535/it-is-legal-this-approach-for-create-a-local-variable-in-c,It is legal this approach for create a local variable in C++,1665661904.0,72143648.0,,,
26,"['c++', 'xcode']","{'account_id': 25408760, 'reputation': 11, 'user_id': 19216992, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d915a02473d982fee7e4ed1a55b0ea32?s=256&d=identicon&r=PG', 'display_name': 'mhenry', 'link': 'https://stackoverflow.com/users/19216992/mhenry'}",True,125,1,1,1665493807,1653685284,72411036,CC BY-SA 4.0,https://stackoverflow.com/questions/72411036/stdstof-works-on-visual-studio-2019-windows-but-not-xcode,std::stof works on Visual Studio 2019 (Windows) but not XCode,1665493807.0,,,,
27,"['c++', 'arrays', 'vector']","{'account_id': 25363441, 'reputation': 125, 'user_id': 19178339, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzLlhiBwmHZsRsunxvh8dvq1V6zSE_h3Jx349Nx=k-s256', 'display_name': 'Vaibhav Vishal Singh', 'link': 'https://stackoverflow.com/users/19178339/vaibhav-vishal-singh'}",True,449,1,0,1665397774,1653998871,72447518,CC BY-SA 4.0,https://stackoverflow.com/questions/72447518/print-all-subarrays-in-less-than-on3-time-complexity,Print all subarrays in less than O(n^3) time complexity,1665397774.0,72448542.0,,,
28,"['c++', 'amazon-web-services', 'unreal-engine4']","{'account_id': 10943033, 'reputation': 31, 'user_id': 8042167, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-joPW5z-n0fw/AAAAAAAAAAI/AAAAAAAAZgg/Au1ZJ2mZWbw/photo.jpg?sz=256', 'display_name': 'Mohamed Najb', 'link': 'https://stackoverflow.com/users/8042167/mohamed-najb'}",True,105,1,0,1665029837,1653957407,72441174,CC BY-SA 4.0,https://stackoverflow.com/questions/72441174/aws-gamekit-could-not-create-resources-identity-and-authentication-feature,AWS Gamekit - Could not create resources Identity And Authentication feature,1653962702.0,73968626.0,,,
29,"['c++', 'c', 'gcc', 'arm', 'embedded']","{'account_id': 25253551, 'reputation': 11, 'user_id': 19085681, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5266bdcf74beba3b2e97279d79e3522d?s=256&d=identicon&r=PG', 'display_name': 'Benycu', 'link': 'https://stackoverflow.com/users/19085681/benycu'}",False,851,1,1,1664865673,1652189024,72187185,CC BY-SA 4.0,https://stackoverflow.com/questions/72187185/arm-none-eabi-gdb-cannot-start-because-of-some-python-error,arm-none-eabi-gdb cannot start because of some python error,,,,,
30,"['c++', 'qt', 'winapi', 'win32-process']","{'account_id': 22755899, 'reputation': 1, 'user_id': 16915360, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a394f578711f5aa38fa49e2a8e1d636b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Alkin', 'link': 'https://stackoverflow.com/users/16915360/alkin'}",False,92,1,0,1664811932,1653390345,72361774,CC BY-SA 4.0,https://stackoverflow.com/questions/72361774/qt-how-to-embed-an-application-into-qt-widget-which-is-a-background-transparent,QT How to embed an application into QT widget which is a background-transparent widget that runs behind the main QT widget?,,,,,
31,"['c++', 'new-operator', 'delete-operator', 'placement-new']","{'account_id': 3682508, 'reputation': 315, 'user_id': 3067139, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/y1MqG.png?s=256&g=1', 'display_name': 'skittlebiz', 'link': 'https://stackoverflow.com/users/3067139/skittlebiz'}",False,99,0,1,1664799576,1652822495,72280798,CC BY-SA 4.0,https://stackoverflow.com/questions/72280798/why-am-i-getting-an-error-about-placement-new-when-im-not-using-placement-new,Why am I getting an error about placement new when I&#39;m not using placement new?,1664799576.0,,,,
32,"['c++', 'arrays', 'copy-constructor', 'dynamic-arrays']","{'account_id': 23408524, 'reputation': 1, 'user_id': 17470554, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/uyk6h.jpg?s=256&g=1', 'display_name': 'Mustafa Muhammad', 'link': 'https://stackoverflow.com/users/17470554/mustafa-muhammad'}",True,136,2,0,1664680456,1651567553,72096878,CC BY-SA 4.0,https://stackoverflow.com/questions/72096878/how-can-i-call-the-parameterized-constructor-for-all-objects-in-my-dynamic-array,How can i call the parameterized constructor for all objects in my dynamic array of objects on allocation in c++?,1664680456.0,72097727.0,,,
33,"['c++', 'visual-c++', 'format', 'std']","{'account_id': 17696810, 'reputation': 73, 'user_id': 12847370, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ca936c83a86a0accdd9f68fda72e83e5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Chris', 'link': 'https://stackoverflow.com/users/12847370/chris'}",True,964,2,2,1664597594,1653026482,72314203,CC BY-SA 4.0,https://stackoverflow.com/questions/72314203/c7595-error-after-reinstalling-visual-studio,C7595 error after reinstalling visual studio,1653027876.0,72323185.0,,,
34,"['c++', 'tiff', 'libtiff']","{'account_id': 14901950, 'reputation': 111, 'user_id': 10760526, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-B8qJL_D4tBQ/AAAAAAAAAAI/AAAAAAAAAAA/AGDgw-jYfqFQPy1S4gvoqHzdY_pQz0H65Q/mo/photo.jpg?sz=256', 'display_name': 'DGIS', 'link': 'https://stackoverflow.com/users/10760526/dgis'}",True,90,1,0,1664463351,1653149393,72331247,CC BY-SA 4.0,https://stackoverflow.com/questions/72331247/how-to-get-all-tags-from-a-tiff-file-with-libtiff,How to get all tags from a tiff file with libtiff?,,73897665.0,,,
35,"['c++', 'opencv', 'cmake', 'build', 'find-package']","{'account_id': 22104302, 'reputation': 437, 'user_id': 16360266, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2b71aa632c9b9ce9fdf4dc6c1f100506?s=256&d=identicon&r=PG&f=1', 'display_name': 'Eyjafl', 'link': 'https://stackoverflow.com/users/16360266/eyjafl'}",True,94,1,0,1664389316,1652468716,72234369,CC BY-SA 4.0,https://stackoverflow.com/questions/72234369/find-package-ignores-packagename-root,find_package() ignores &lt;PackageName&gt;_ROOT,1652517250.0,73886192.0,,,
36,"['c++', 'interface', 'bluez', 'gdbus', 'glibmm']","{'account_id': 6845286, 'reputation': 41, 'user_id': 5264295, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f6507da9325c6b35edb4274c780bf14a?s=256&d=identicon&r=PG', 'display_name': 'SSYSS', 'link': 'https://stackoverflow.com/users/5264295/ssyss'}",False,62,1,0,1664145301,1653813357,72422116,CC BY-SA 4.0,https://stackoverflow.com/questions/72422116/how-do-i-obtain-gdbus-interface-name-with-giomm,How do I obtain GDBus interface name with Giomm?,,,,,
37,"['java', 'c++', 'compiler-errors', 'java-11']","{'account_id': 25357233, 'reputation': 21, 'user_id': 19173162, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/220f7691b53bcd9bf21650af2ea6c7d7?s=256&d=identicon&r=PG', 'display_name': 'SadMan', 'link': 'https://stackoverflow.com/users/19173162/sadman'}",False,189,2,2,1663973017,1653216429,72336864,CC BY-SA 4.0,https://stackoverflow.com/questions/72336864/how-to-compile-openjdk-11-on-macos,How to compile OpenJDK 11 on macOS?,,,,,
38,"['c++', 'visual-studio', 'curl', 'visual-studio-2019', 'visual-studio-2022']","{'account_id': 13742438, 'reputation': 13, 'user_id': 9917142, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-NghZIIsglyk/AAAAAAAAAAI/AAAAAAAAAJA/GY7rMlwPwVU/photo.jpg?sz=256', 'display_name': 'ArchSinccubus', 'link': 'https://stackoverflow.com/users/9917142/archsinccubus'}",False,287,0,1,1663941472,1652525277,72239478,CC BY-SA 4.0,https://stackoverflow.com/questions/72239478/curl-using-nuget-on-visual-studio-2022-doesnt-work,Curl using Nuget on Visual Studio 2022 doesn&#39;t work,,,,,
39,"['c++', 'algorithm', 'data-structures', 'heap', 'max-heap']","{'user_type': 'does_not_exist', 'display_name': 'user16393473'}",True,62,1,0,1663865583,1652890190,72292600,CC BY-SA 4.0,https://stackoverflow.com/questions/72292600/maxheap-giving-wrong-result,Maxheap giving wrong result,1663865583.0,72293093.0,,,
40,"['android', 'c++', 'crashlytics', 'google-play-console', 'crashlytics-android']","{'account_id': 169667, 'reputation': 13336, 'user_id': 395869, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/18282734555f999f74b40b40583c8773?s=256&d=identicon&r=PG', 'display_name': 'toto_tata', 'link': 'https://stackoverflow.com/users/395869/toto-tata'}",False,175,1,4,1663775097,1653298883,72346394,CC BY-SA 4.0,https://stackoverflow.com/questions/72346394/android-crash-reporting-much-more-crashes-reported-in-google-play-console-than,Android Crash Reporting: much more crashes reported in Google Play Console than Crashlytics,,,,,
41,"['python', 'c++', 'numpy', 'eigen']","{'account_id': 20501538, 'reputation': 432, 'user_id': 15045363, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fb9f67108ec6507ae84ce084cfc56ec3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Maxime Charri&#232;re', 'link': 'https://stackoverflow.com/users/15045363/maxime-charri%c3%a8re'}",True,194,2,0,1663759379,1651567983,72096954,CC BY-SA 4.0,https://stackoverflow.com/questions/72096954/does-eigen-have-arange-function-like-numpy-arange-in-python,Does Eigen have arange function like numpy.arange() in Python,,72098408.0,,,
42,"['c++', 'fftw']","{'account_id': 15398715, 'reputation': 1, 'user_id': 11108937, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-0DRanKA0SVE/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQNO0mMIB7MH9z9UjTieaj5fYPwwrw/mo/photo.jpg?sz=256', 'display_name': 'Negar', 'link': 'https://stackoverflow.com/users/11108937/negar'}",False,73,0,0,1663682541,1653202771,72335445,CC BY-SA 4.0,https://stackoverflow.com/questions/72335445/partial-derivative-of-real-data-using-fourier-transformfftw-in-2d-gives-not-gi,Partial Derivative of Real Data Using Fourier Transform(FFTW) in 2D Gives Not Giving Correct Results,,,,,
43,"['c++', 'doxygen']","{'account_id': 398478, 'reputation': 57, 'user_id': 763177, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5c383fe441cb1efab7aad714199182db?s=256&d=identicon&r=PG', 'display_name': 'nen777w', 'link': 'https://stackoverflow.com/users/763177/nen777w'}",True,35,1,0,1663524948,1653000219,72311819,CC BY-SA 4.0,https://stackoverflow.com/questions/72311819/doxygen-generates-a-strange-error-for-base-class-function-about-nonexisting-func,Doxygen generates a strange error for base class function about nonexisting function in the derived class,1663524948.0,72315649.0,,,
44,"['c++', 'header-only']","{'account_id': 14911482, 'reputation': 623, 'user_id': 10766846, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-uuUPxuKDMWM/AAAAAAAAAAI/AAAAAAAAB7g/9VCl04vWnyg/photo.jpg?sz=256', 'display_name': '陈浩南', 'link': 'https://stackoverflow.com/users/10766846/%e9%99%88%e6%b5%a9%e5%8d%97'}",True,174,3,5,1663501185,1653061395,72321576,CC BY-SA 4.0,https://stackoverflow.com/questions/72321576/using-gnunoinline-in-header-only-library,using `[[gnu::noinline]]` in header-only library,,73762419.0,,,
45,"['c++', 'mysql', 'mysql-connector']","{'account_id': 20600831, 'reputation': 33, 'user_id': 15122155, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a6519d968dcc424b83977bd6fa4740d3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Maximusrain', 'link': 'https://stackoverflow.com/users/15122155/maximusrain'}",True,50,1,0,1663449549,1652443526,72229332,CC BY-SA 4.0,https://stackoverflow.com/questions/72229332/left-join-c-mysql-library,Left Join C++ MYSQL library,1663449549.0,72229448.0,,,
46,"['c++', 'performance', 'assembly', 'x86-64']","{'account_id': 6863907, 'reputation': 31, 'user_id': 5334552, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-jLIzODEnJJw/AAAAAAAAAAI/AAAAAAAAAFk/PlzZnG0HsyQ/photo.jpg?sz=256', 'display_name': '  BrainRoM', 'link': 'https://stackoverflow.com/users/5334552/brainrom'}",True,132,2,0,1662901493,1653847228,72426064,CC BY-SA 4.0,https://stackoverflow.com/questions/72426064/fast-copying-between-random-addresses,Fast copying between random addresses,1653849462.0,73679518.0,,,
