,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,closed_date,closed_reason,migrated_from,protected_date
10,"['c++', 'template-specialization', 'type-alias']","{'account_id': 22327822, 'reputation': 179, 'user_id': 16549564, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d9365a5b22dde8c481c6b26a5a759c32?s=256&d=identicon&r=PG&f=1', 'display_name': 'Logan Schlick', 'link': 'https://stackoverflow.com/users/16549564/logan-schlick'}",True,142,4,3,1666582828,1632280485,69277733,CC BY-SA 4.0,https://stackoverflow.com/questions/69277733/workaround-for-the-lack-of-support-for-type-alias-specialization-in-c,Workaround for the lack of support for type alias specialization in C++,,,,,,
11,['c++'],"{'account_id': 22821413, 'reputation': 27, 'user_id': 16971217, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c4faab699ce80222e7df5bc2196fb1a5?s=256&d=identicon&r=PG', 'display_name': 'real boy', 'link': 'https://stackoverflow.com/users/16971217/real-boy'}",True,300,1,0,1666457942,1632279586,69277652,CC BY-SA 4.0,https://stackoverflow.com/questions/69277652/whenever-i-try-to-update-my-code-in-cvscode-with-the-g-thing-it-doesnt-u,"Whenever I try to update my code in C++(VSCode) with the g++ thing, it doesn&#39;t update what I put even after deleting the old .exe file",1632445690.0,69304334.0,,,,
12,"['c++', 'function']","{'account_id': 15475417, 'reputation': 47, 'user_id': 11164208, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/576a0e6ccb6c2ef752e3ca2d7de97013?s=256&d=identicon&r=PG&f=1', 'display_name': 'davmc', 'link': 'https://stackoverflow.com/users/11164208/davmc'}",False,323,1,0,1665619583,1632135158,69253227,CC BY-SA 4.0,https://stackoverflow.com/questions/69253227/undefined-reference-to-function-multiple-error,Undefined reference to function multiple error,,,,,,
13,"['c++', 'function']","{'account_id': 21989034, 'reputation': 7, 'user_id': 16262826, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwGWANCc8IZIpY4uvTYAih1w26KcX37WVA9g0vU9A=k-s256', 'display_name': 'Shashaank Kumar', 'link': 'https://stackoverflow.com/users/16262826/shashaank-kumar'}",True,1371,4,-6,1665519396,1630936197,69075666,CC BY-SA 4.0,https://stackoverflow.com/questions/69075666/how-to-find-biggest-out-of-four-integers,How to find biggest out of four integers?,1631436743.0,69075819.0,,,,
14,"['c++', 'doxygen', 'document', 'semantic-versioning']","{'account_id': 3593741, 'reputation': 1259, 'user_id': 2999096, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d1d852d55cc464c56384f7543eb11b41?s=256&d=identicon&r=PG&f=1', 'display_name': 'ChrisZZ', 'link': 'https://stackoverflow.com/users/2999096/chriszz'}",False,161,2,0,1665435882,1632447995,69308611,CC BY-SA 4.0,https://stackoverflow.com/questions/69308611/how-can-i-mark-an-api-as-deleted-in-doxygen,How can I mark an API as deleted in doxygen,,,,,,
15,"['c++', 'math', 'floating-point', 'vectorization']","{'account_id': 1618577, 'reputation': 6962, 'user_id': 1495627, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://i.stack.imgur.com/tDNEB.jpg?s=256&g=1', 'display_name': 'Jean-Micha&#235;l Celerier', 'link': 'https://stackoverflow.com/users/1495627/jean-micha%c3%abl-celerier'}",True,273,2,0,1664814941,1631876710,69222373,CC BY-SA 4.0,https://stackoverflow.com/questions/69222373/fastest-way-for-wrapping-a-value-in-an-interval,Fastest way for wrapping a value in an interval,1631956277.0,69223055.0,,,,
16,"['c++', 'c++11']","{'account_id': 115489, 'reputation': 3280, 'user_id': 303250, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/363f15e560fb17bbfb5fe228a7b2dde2?s=256&d=identicon&r=PG', 'display_name': 'yapkm01', 'link': 'https://stackoverflow.com/users/303250/yapkm01'}",True,81,1,2,1664400852,1631937994,69231491,,https://stackoverflow.com/questions/69231491/why-class-static-member-are-considered-declaration-while-instance-member-are-not,Why class static member are considered declaration while instance member are not?,1632047995.0,,1631938819.0,Duplicate,,
17,"['c++', 'opencv', 'image-processing']","{'account_id': 20610601, 'reputation': 231, 'user_id': 15129881, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/7XD89.png?s=256&g=1', 'display_name': 'Moghaddam', 'link': 'https://stackoverflow.com/users/15129881/moghaddam'}",False,695,2,0,1664179057,1630842841,69063147,CC BY-SA 4.0,https://stackoverflow.com/questions/69063147/convert-nchw-to-nhwc-in-c,Convert NCHW to NHWC in C++,1630855947.0,,,,,
18,['c++'],"{'account_id': 18737458, 'reputation': 89, 'user_id': 13661486, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiiSwi9i0wpT_WAbRNB1Oyk8Z9Gk33VE78dG0i4rw=k-s256', 'display_name': 'Meilianto Luffenz', 'link': 'https://stackoverflow.com/users/13661486/meilianto-luffenz'}",True,105,4,0,1663917744,1632210473,69265190,CC BY-SA 4.0,https://stackoverflow.com/questions/69265190/c-create-an-object-with-array-simultaneously-with-the-constructor,C++ Create an object with array simultaneously with the constructor,1632211273.0,69265326.0,,,,
19,['c++'],"{'account_id': 22814719, 'reputation': 9, 'user_id': 16965516, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxbVhIo3X7FYDVV_8IdWK-zGRK_rJ13nAs_zuqw=k-s256', 'display_name': 'zipperman', 'link': 'https://stackoverflow.com/users/16965516/zipperman'}",True,110,1,-1,1663541994,1632225644,69268541,CC BY-SA 4.0,https://stackoverflow.com/questions/69268541/assignment-about-calculating-gpas,Assignment about calculating GPAs,1663541994.0,,,,,
20,"['c++', 'template-meta-programming', 'sfinae', 'decltype', 'comma-operator']","{'account_id': 6975655, 'reputation': 20533, 'user_id': 5825294, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://graph.facebook.com/10207587812237236/picture?type=large', 'display_name': 'Enlico', 'link': 'https://stackoverflow.com/users/5825294/enlico'}",False,251,0,4,1663343203,1632852689,69366618,CC BY-SA 4.0,https://stackoverflow.com/questions/69366618/the-full-story-about-the-decltype-comma-trick,The full story about the decltype + comma trick,1663343203.0,,,,,
21,"['c++', 'static', 'c++17', 'language-lawyer', 'constexpr']","{'account_id': 6975655, 'reputation': 20533, 'user_id': 5825294, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://graph.facebook.com/10207587812237236/picture?type=large', 'display_name': 'Enlico', 'link': 'https://stackoverflow.com/users/5825294/enlico'}",True,262,1,3,1662968335,1631261449,69129171,CC BY-SA 4.0,https://stackoverflow.com/questions/69129171/should-i-avoid-static-constexpr-local-variables-if-so-why,"Should I avoid static constexpr local variables? If so, why?",1662968335.0,,,,,
22,"['c++', 'events', 'sdl', 'mouse']","{'account_id': 21425209, 'reputation': 11, 'user_id': 15782633, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/744005c29cb0c7d2e29967486bae4920?s=256&d=identicon&r=PG&f=1', 'display_name': 'ThIsJaCk', 'link': 'https://stackoverflow.com/users/15782633/thisjack'}",True,473,2,0,1662947606,1630933562,69075055,CC BY-SA 4.0,https://stackoverflow.com/questions/69075055/sdl-mouse-motion-event-provides-inconsistent-xrel-yrel-values-under-mouse-butto,"SDL mouse motion event provides inconsistent xrel, yrel values under mouse button down event type",1630989532.0,,,,,
23,"['c++', 'rust', 'ffi', 'void-pointers', 'rust-bindgen']","{'account_id': 2555628, 'reputation': 125, 'user_id': 2217679, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/PfXT0.jpg?s=256&g=1', 'display_name': 'EmaadP', 'link': 'https://stackoverflow.com/users/2217679/emaadp'}",True,788,1,1,1662922210,1632351625,69292169,CC BY-SA 4.0,https://stackoverflow.com/questions/69292169/how-to-send-a-pointer-to-another-thread,How to send a pointer to another thread?,1662922210.0,69292449.0,,,,
24,"['c++', 'lldb', 'clang++']","{'account_id': 18635648, 'reputation': 434, 'user_id': 14657076, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/g137O.png?s=256&g=1', 'display_name': 'Dock', 'link': 'https://stackoverflow.com/users/14657076/dock'}",True,1728,1,4,1662402104,1632344041,69291157,CC BY-SA 4.0,https://stackoverflow.com/questions/69291157/lldb-producing-a-packet-returned-error-8-when-i-run-my-program,LLDB producing &#39;A packet returned error 8&#39; when I run my program,1632346587.0,,,,,
25,"['c++', 'opengl', 'glsl']","{'account_id': 21163810, 'reputation': 61, 'user_id': 15561492, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/67d661fdb88293f4f0a191f248c8a457?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ray', 'link': 'https://stackoverflow.com/users/15561492/ray'}",False,55,1,0,1662005152,1631669773,69186147,CC BY-SA 4.0,https://stackoverflow.com/questions/69186147/could-the-buffers-and-textures-of-different-windows-share-the-same-binding-point,Could the buffers and textures of different windows share the same binding point in OpenGL while realizing OIT?,1631701846.0,,,,,
26,"['c++', 'initialization', 'undefined-behavior', 'memcpy', 'unions']","{'account_id': 19978340, 'reputation': 79, 'user_id': 14642088, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6c8513966fb9b596528d71242414e88e?s=256&d=identicon&r=PG&f=1', 'display_name': 'StableGeneous', 'link': 'https://stackoverflow.com/users/14642088/stablegeneous'}",True,90,1,1,1661803935,1631589102,69171355,CC BY-SA 4.0,https://stackoverflow.com/questions/69171355/is-using-memcpy-to-construct-a-trivially-copyable-union-ub-active-member,Is using memcpy to construct a trivially copyable union UB? Active member?,1661803935.0,,,,,
27,"['c++', 'gcc', 'struct', 'cpu-registers', 'unions']","{'account_id': 22081086, 'reputation': 125, 'user_id': 16384046, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/9Gje6.png?s=256&g=1', 'display_name': 'user135142', 'link': 'https://stackoverflow.com/users/16384046/user135142'}",True,159,1,1,1661803918,1632230123,69269563,CC BY-SA 4.0,https://stackoverflow.com/questions/69269563/how-to-acquire-a-structure-of-eax-register-in-c,how to acquire a structure of eax register in c++,1661803918.0,70950612.0,,,,
28,"['c++', 'boost', 'ipc']","{'account_id': 2085300, 'reputation': 6886, 'user_id': 1856429, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://i.stack.imgur.com/AiPnN.jpg?s=256&g=1', 'display_name': 'Eduard Rostomyan', 'link': 'https://stackoverflow.com/users/1856429/eduard-rostomyan'}",True,505,2,2,1661776084,1631398629,69147096,CC BY-SA 4.0,https://stackoverflow.com/questions/69147096/signal-from-one-process-to-another-c,Signal from one process to another C++,,69147868.0,,,,
29,"['c++', 'char', 'constants']","{'account_id': 8749031, 'reputation': 363, 'user_id': 6543053, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/pFm3H.jpg?s=256&g=1', 'display_name': 'Hashnut', 'link': 'https://stackoverflow.com/users/6543053/hashnut'}",True,693,6,1,1661768292,1630668057,69044106,CC BY-SA 4.0,https://stackoverflow.com/questions/69044106/why-is-it-not-allowed-to-assign-const-char-to-const-variable,Why is it not allowed to assign const char * to const variable?,,69044146.0,,,,
30,"['c++', 'exception', 'boost', 'casting']","{'account_id': 22396573, 'reputation': 167, 'user_id': 16607754, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bf4cbf2e8c1579953147feb8292b951d?s=256&d=identicon&r=PG&f=1', 'display_name': 'DonBaka', 'link': 'https://stackoverflow.com/users/16607754/donbaka'}",False,84,0,3,1661649070,1632915953,69375755,CC BY-SA 4.0,https://stackoverflow.com/questions/69375755/what-are-all-the-exceptions-that-boost-numeric-cast-can-throw,What are all the exceptions that boost numeric_cast can throw?,1661649070.0,,,,,
31,"['c++', 'pdf', 'mfc']","{'account_id': 21103535, 'reputation': 89, 'user_id': 15512991, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhuNm2xTGHrDSrcTwVQt55VcPJFEZsEIGxeGxFq_w=k-s256', 'display_name': 'Dmitry Bogomaz', 'link': 'https://stackoverflow.com/users/15512991/dmitry-bogomaz'}",True,1492,1,1,1661638504,1631568309,69169267,CC BY-SA 4.0,https://stackoverflow.com/questions/69169267/how-to-skip-choosing-folder-in-microsoft-pdf-printer,How to skip choosing folder in microsoft pdf printer?,1632127847.0,69169728.0,,,,
32,"['c++', 'math']","{'account_id': 20222627, 'reputation': 29, 'user_id': 14831582, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-JC6ZuMY5yjw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmal2AScc0NXax_ivB68BMlHerzGQ/s96-c/photo.jpg?sz=256', 'display_name': 'Rachel Peters', 'link': 'https://stackoverflow.com/users/14831582/rachel-peters'}",False,324,3,-1,1661610070,1632929601,69379409,CC BY-SA 4.0,https://stackoverflow.com/questions/69379409/i-am-getting-the-output-for-this-is-as-0112-and-the-output-that-i-am-expected-to,i am getting the output for this is as 0112 and the output that i am expected to get is 2,,,,,,
33,"['c++', 'boost', 'geometry']","{'account_id': 5936240, 'reputation': 2661, 'user_id': 4669135, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/d9d4ff76c8827f4adfc6218ba952aefc?s=256&d=identicon&r=PG&f=1', 'display_name': 'Gabriel Devillers', 'link': 'https://stackoverflow.com/users/4669135/gabriel-devillers'}",True,45,1,0,1661422264,1631294427,69135830,CC BY-SA 4.0,https://stackoverflow.com/questions/69135830/understanding-boost-spatial-index-queries-documentation,Understanding boost spatial index queries documentation,1631305412.0,,,,,
34,['c++'],"{'account_id': 19346901, 'reputation': 75, 'user_id': 14145264, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-ydDXTlqNKJA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclOdtGHT3Ral-2p5Zma92FmAriK4g/photo.jpg?sz=256', 'display_name': 'Puneeth G P', 'link': 'https://stackoverflow.com/users/14145264/puneeth-g-p'}",True,688,3,0,1661412963,1630780053,69057971,,https://stackoverflow.com/questions/69057971/how-to-use-named-parameters-in-c,How to use named parameters in c++,1661412963.0,69058090.0,1661412958.0,Duplicate,,
35,"['c++', 'syntax-error']","{'account_id': 18957836, 'reputation': 117, 'user_id': 13836955, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgvWgpUkLOZn51qAvz7eUPpBngV_daA0ISyWip9Zw=k-s256', 'display_name': 'G Dube', 'link': 'https://stackoverflow.com/users/13836955/g-dube'}",False,140,1,1,1661318394,1631873085,69221518,CC BY-SA 4.0,https://stackoverflow.com/questions/69221518/how-to-use-setup-quick-fixes-for-vscode-c,How to use/setup Quick Fixes for vscode (c++)?,,,,,,
36,"['c++', 'atomic', 'stdatomic', 'sieve-of-eratosthenes']","{'account_id': 1759093, 'reputation': 139, 'user_id': 1606665, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3e8a2d0e4814beb3585bce04c83f9ed5?s=256&d=identicon&r=PG', 'display_name': 'Krokeledocus', 'link': 'https://stackoverflow.com/users/1606665/krokeledocus'}",True,121,2,4,1661258067,1631027453,69090657,CC BY-SA 4.0,https://stackoverflow.com/questions/69090657/missing-small-primes-in-c-atomic-prime-sieve,Missing small primes in C++ atomic prime sieve,1661251738.0,69090959.0,,,,
37,"['c++', 'clion']","{'account_id': 7513709, 'reputation': 13, 'user_id': 5707859, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ANfJL.png?s=256&g=1', 'display_name': 'camel', 'link': 'https://stackoverflow.com/users/5707859/camel'}",False,287,1,1,1660998049,1632919710,69376709,CC BY-SA 4.0,https://stackoverflow.com/questions/69376709/remote-debuging-c-project-in-clion-results-in-gdbcommandexception-need-to,Remote debuging C++ project in Clion results in &quot;GDBCommandException .. need to specify what serial device is attached ..&quot;,,,,,,
38,"['android', 'c++', 'qt', 'nfc']","{'account_id': 22814385, 'reputation': 11, 'user_id': 16965217, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/4703721139661369/picture?type=large', 'display_name': 'Cristian Negru', 'link': 'https://stackoverflow.com/users/16965217/cristian-negru'}",False,85,1,0,1660879858,1632222633,69267876,CC BY-SA 4.0,https://stackoverflow.com/questions/69267876/how-to-get-sak-from-mifare-1k-on-android-with-qtnfc,How to get SAK from Mifare 1k on Android with QtNfc?,,,,,,
39,"['c++', 'arrays', 'algorithm', 'duplicates', 'c++17']","{'account_id': 12514905, 'reputation': 2085, 'user_id': 9194639, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/xcKsd.png?s=256&g=1', 'display_name': 'new QOpenGLWidget', 'link': 'https://stackoverflow.com/users/9194639/new-qopenglwidget'}",True,774,3,8,1660675337,1630872023,69066787,CC BY-SA 4.0,https://stackoverflow.com/questions/69066787/what-is-the-fastest-way-to-see-if-an-array-has-two-common-elements,What is the fastest way to see if an array has two common elements?,1660675337.0,69066831.0,,,,
40,"['c++', 'sfml']","{'account_id': 21925646, 'reputation': 180, 'user_id': 16208301, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GglrAbh8B6qwrV0lrUzxVScB1lxSKSOZSN3Tguk=k-s256', 'display_name': 'User One', 'link': 'https://stackoverflow.com/users/16208301/user-one'}",True,1593,2,0,1660631168,1630456790,69006609,CC BY-SA 4.0,https://stackoverflow.com/questions/69006609/c-sfml-failed-to-load-image-reason-unable-to-open-file,"C++ SFML Failed to load image, reason: Unable to open file",,69006670.0,,,,
41,"['c++', 'asio']","{'account_id': 22224891, 'reputation': 31, 'user_id': 16696030, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cda8827a7a249b2b810eed253e852b37?s=256&d=identicon&r=PG&f=1', 'display_name': 'Olich', 'link': 'https://stackoverflow.com/users/16696030/olich'}",False,83,1,0,1660556679,1631783850,69205663,CC BY-SA 4.0,https://stackoverflow.com/questions/69205663/asio-without-boost-safety-multithreading,Asio without boost safety multithreading,,,,,,
42,"['c++', 'visual-studio', 'winapi', 'warnings']","{'user_type': 'does_not_exist', 'display_name': 'user16887280'}",True,2083,3,3,1660473821,1631396095,69146879,CC BY-SA 4.0,https://stackoverflow.com/questions/69146879/warning-c6387-visual-studio,Warning C6387 Visual Studio,1631415503.0,,,,,
43,"['c++', 'algorithm', 'function', 'overloading', 'c++-standard-library']","{'account_id': 3198498, 'reputation': 519, 'user_id': 3520697, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2877b8b1844d8b7948f328266454cf3b?s=256&d=identicon&r=PG&f=1', 'display_name': 'auzn', 'link': 'https://stackoverflow.com/users/3520697/auzn'}",True,352,4,2,1660288339,1631865743,69219832,CC BY-SA 4.0,https://stackoverflow.com/questions/69219832/unresolved-overloaded-function-type-in-stdtransfrom,Unresolved overloaded function type in std::transfrom,1631887452.0,69220159.0,,,,
44,"['c++', 'qt', 'qt5', 'qshareddata']","{'account_id': 2316873, 'reputation': 404, 'user_id': 2033725, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c7b79afeed0254c6f4336c21aa9cab60?s=256&d=identicon&r=PG', 'display_name': 'Klypto', 'link': 'https://stackoverflow.com/users/2033725/klypto'}",True,50,1,1,1660147234,1630601484,69034335,CC BY-SA 4.0,https://stackoverflow.com/questions/69034335/qt-qshareddatapointer-dynamic-casting,QT qSharedDataPointer dynamic casting?,,73309383.0,,,,
45,"['c++', 'function-pointers', 'virtual-functions', 'member-pointers']","{'account_id': 20782398, 'reputation': 1687, 'user_id': 15262489, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-H-c1tc6WKFY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmICJ2tK8ql7XBU6XnVKuaNtYgNJg/s96-c/photo.jpg?sz=256', 'display_name': 'Karen Baghdasaryan', 'link': 'https://stackoverflow.com/users/15262489/karen-baghdasaryan'}",True,418,2,10,1660139588,1630526404,69019931,CC BY-SA 4.0,https://stackoverflow.com/questions/69019931/pointer-to-member-function-performs-virtual-dispatch,Pointer-to-member-function performs virtual dispatch?,1660139588.0,69020065.0,,,,
46,"['python', 'c++', 'linux', 'dll', 'wine']","{'account_id': 17999419, 'reputation': 38, 'user_id': 15183360, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/68e655db6baf1e7ff9c5ebd7e37ccdec?s=256&d=identicon&r=PG&f=1', 'display_name': 'ajawa', 'link': 'https://stackoverflow.com/users/15183360/ajawa'}",True,606,1,0,1660085168,1632744225,69346271,CC BY-SA 4.0,https://stackoverflow.com/questions/69346271/how-to-use-a-python-script-with-a-windows-dll-on-linux-with-wine,How to use a Python script with a Windows DLL on Linux with Wine?,1633463070.0,,,,,
47,"['c++', 'c', 'if-statement', 'logical-operators', 'equals-operator']","{'account_id': 22403878, 'reputation': 184, 'user_id': 16613813, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgnURE7IQTnBUwX54ugTtLi6IqHGoSUd8vtzKOj=k-s256', 'display_name': 'Spark', 'link': 'https://stackoverflow.com/users/16613813/spark'}",True,842,3,7,1660032113,1630685017,69047789,CC BY-SA 4.0,https://stackoverflow.com/questions/69047789/why-does-0-1-0-not-evaluate-to-true,Why does (0 &amp;&amp; 1 == 0) not evaluate to true?,1632077673.0,69047823.0,,,,
48,"['java', 'c++', 'windows', 'eclipse', 'java-native-interface']","{'account_id': 16442097, 'reputation': 13, 'user_id': 16239889, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-ccJvv5x8xvA/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdWpatHhRO0rU4nA4HacWwnkbXPuQ/photo.jpg?sz=256', 'display_name': 'Auro', 'link': 'https://stackoverflow.com/users/16239889/auro'}",True,272,2,1,1659895737,1632432766,69307137,CC BY-SA 4.0,https://stackoverflow.com/questions/69307137/jni-unsatisfied-link-error-in-eclipse-cant-find-dependent-libraries,JNI Unsatisfied Link Error in Eclipse Can&#39;t find dependent Libraries,,69308608.0,,,,
