,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,closed_date,closed_reason,locked_date
10,"['c#', 'asp.net-core']","{'account_id': 14866375, 'reputation': 427, 'user_id': 10735351, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10161285190885512/picture?type=large', 'display_name': 'Graham Meehan', 'link': 'https://stackoverflow.com/users/10735351/graham-meehan'}",True,1423,2,3,1667471625,1597243335,63378953,CC BY-SA 4.0,https://stackoverflow.com/questions/63378953/search-for-all-sql-server-instances-on-network-with-net-core-3-1,Search for all SQL Server instances on network with .NET Core 3.1,1597402934.0,74300427.0,,,
11,"['c#', 'asp.net-core', 'asp.net-web-api', 'identityserver4']","{'account_id': 11334446, 'reputation': 41, 'user_id': 8310837, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/82457c8713c078a73268521a3a0eb65e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ali Belyani', 'link': 'https://stackoverflow.com/users/8310837/ali-belyani'}",True,3279,2,2,1667333804,1597775236,63474558,CC BY-SA 4.0,https://stackoverflow.com/questions/63474558/identity-server-4-cant-validate-my-access-token,Identity Server 4 Cant Validate My Access Token,1667333804.0,,,,
12,"['c#', 'unit-testing', 'automapper', 'automapper-10']","{'account_id': 974512, 'reputation': 456, 'user_id': 996223, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fe78ef04fb9cd7c567ddb95a2e31e290?s=256&d=identicon&r=PG', 'display_name': 'Joe Wirtley', 'link': 'https://stackoverflow.com/users/996223/joe-wirtley'}",False,434,0,3,1666950368,1596731000,63287882,CC BY-SA 4.0,https://stackoverflow.com/questions/63287882/how-can-i-test-a-custom-ivalueresolver-in-automapper-10,How can I test a custom IValueResolver in AutoMapper 10?,1601552358.0,,,,
13,"['c#', 'xamarin', 'xamarin.forms', 'xamarin.android']","{'account_id': 16569867, 'reputation': 218, 'user_id': 11973315, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mBiBnVvVG2KoawM349hOV1x0GJPJzy7hSiYWx2a9A=k-s256', 'display_name': 'Estefania Hernandez', 'link': 'https://stackoverflow.com/users/11973315/estefania-hernandez'}",True,2904,2,2,1666943261,1597519791,63430062,CC BY-SA 4.0,https://stackoverflow.com/questions/63430062/when-building-error-system-io-ioexception-the-tag-present-in-the-reparse-point,When building error &quot;System.IO.IOException: The tag present in the reparse point buffer is invalid&quot; in Xamarin Forms,1620362414.0,63460795.0,,,
14,"['c#', 'asp.net-core', 'serilog']","{'account_id': 17977481, 'reputation': 581, 'user_id': 13064668, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/cJrMJ.jpg?s=256&g=1', 'display_name': 'OguzKaanAkyalcin', 'link': 'https://stackoverflow.com/users/13064668/oguzkaanakyalcin'}",True,15781,9,14,1666917877,1598338695,63573551,CC BY-SA 4.0,https://stackoverflow.com/questions/63573551/how-to-add-request-body-in-serilogs-output-net-core,How to add &#39;request body&#39; in serilog&#39;s output .net core?,1598338997.0,65061880.0,,,
15,"['c#', 'sql-server', 'sql-server-2012']","{'account_id': 17307, 'reputation': 1583, 'user_id': 38629, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://graph.facebook.com/22901071/picture?type=large', 'display_name': 'jlrolin', 'link': 'https://stackoverflow.com/users/38629/jlrolin'}",False,80,0,0,1666895373,1598319912,63570897,CC BY-SA 4.0,https://stackoverflow.com/questions/63570897/how-would-i-programmatically-query-multiple-registered-sql-server-instances,How would I programmatically query multiple registered SQL Server instances?,1666895373.0,,,,
16,"['c#', 'unity3d', 'visual-studio-code']","{'account_id': 9486603, 'reputation': 3654, 'user_id': 7052826, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://graph.facebook.com/10207820681381192/picture?type=large', 'display_name': 'Mitchell van Zuylen', 'link': 'https://stackoverflow.com/users/7052826/mitchell-van-zuylen'}",True,7444,2,3,1666855161,1596880604,63314062,CC BY-SA 4.0,https://stackoverflow.com/questions/63314062/autocomplete-for-visual-studio-code-not-working-for-c-unity,Autocomplete for visual studio code not working for C#/Unity,,,,,
17,"['c#', 'entity-framework', 'asynchronous', 'ef-code-first']","{'account_id': 14848674, 'reputation': 1, 'user_id': 10723334, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1491322330999888/picture?type=large', 'display_name': 'Dave Bage', 'link': 'https://stackoverflow.com/users/10723334/dave-bage'}",False,58,0,0,1666756817,1596639860,63268036,CC BY-SA 4.0,https://stackoverflow.com/questions/63268036/entity-framework-linq-to-sql-creating-duplicate-entries,Entity Framework Linq to SQL creating duplicate entries,,,,,
18,"['c#', 'listview', 'windows-forms-designer']","{'account_id': 19134202, 'reputation': 97, 'user_id': 13975493, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-aYvqC_7uOsU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckner9e_FcMy44ZVSd0yiNuS5F0Yw/photo.jpg?sz=256', 'display_name': 'Jakob Rindberger', 'link': 'https://stackoverflow.com/users/13975493/jakob-rindberger'}",True,794,2,1,1666737917,1596571128,63254252,CC BY-SA 4.0,https://stackoverflow.com/questions/63254252/how-to-change-the-text-style-of-a-listview-header,How to change the text-style of a ListView Header,1666737917.0,,,,
19,"['c#', 'unity3d', 'audio', 'uislider', 'mixer']","{'account_id': 18066132, 'reputation': 46, 'user_id': 13674740, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/UFIFA.jpg?s=256&g=1', 'display_name': 'grouptout', 'link': 'https://stackoverflow.com/users/13674740/grouptout'}",True,1150,2,2,1666649247,1597760236,63470596,CC BY-SA 4.0,https://stackoverflow.com/questions/63470596/how-to-set-a-sliders-volume-from-the-audio-mixerss-volume-in-unity,How to set a slider&#39;s volume from the audio mixers&#39;s volume in Unity?,1597760665.0,63472191.0,,,
20,"['c#', 'linq', 'iqueryable']","{'account_id': 19027431, 'reputation': 25, 'user_id': 13890207, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a8aa53100ecfd75efb5b0e2197d38b66?s=256&d=identicon&r=PG&f=1', 'display_name': 'MDspb', 'link': 'https://stackoverflow.com/users/13890207/mdspb'}",True,1146,1,-3,1666617483,1596548683,63248249,,https://stackoverflow.com/questions/63248249/problems-with-converting-list-to-iqueryable-in-linq,Problems with converting List to IQueryable in Linq,1602502690.0,63248537.0,1596564440.0,Needs more focus,
21,"['c#', '.net', 'dotnet-httpclient', 'retry-logic']","{'account_id': 18465142, 'reputation': 1, 'user_id': 13451557, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-FwcC9w240a0/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJOWE1BiE9E3wpBEg1iHy-CzwJm8pQ/photo.jpg?sz=256', 'display_name': 'Sky W', 'link': 'https://stackoverflow.com/users/13451557/sky-w'}",False,513,0,0,1666186419,1598466042,63603575,CC BY-SA 4.0,https://stackoverflow.com/questions/63603575/c-httprequestexception-error-while-copying-content-to-a-stream-in-httpmessageh,c# HttpRequestException: Error while copying content to a stream in HttpMessageHandler,1666186419.0,,,,
22,"['c#', 'indentation', 'system.text.json']","{'account_id': 10497329, 'reputation': 129, 'user_id': 7737082, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-IojIsycNR2I/AAAAAAAAAAI/AAAAAAAAAJE/qrgvWqZm7kY/photo.jpg?sz=256', 'display_name': 'Moritz Sch&#228;fer', 'link': 'https://stackoverflow.com/users/7737082/moritz-sch%c3%a4fer'}",True,4596,4,12,1666157760,1597236505,63376873,CC BY-SA 4.0,https://stackoverflow.com/questions/63376873/in-system-text-json-is-it-possible-to-specify-custom-indentation-rules,In System.Text.Json is it possible to specify custom indentation rules?,1597339454.0,63381861.0,,,
23,"['c#', 'conditional-operator']","{'account_id': 17539066, 'reputation': 335, 'user_id': 12721544, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f5a33c84e879c61a2f00faf7b76dc128?s=256&d=identicon&r=PG&f=1', 'display_name': 'KeentoLearn', 'link': 'https://stackoverflow.com/users/12721544/keentolearn'}",True,268,2,0,1666031190,1596453349,63228428,CC BY-SA 4.0,https://stackoverflow.com/questions/63228428/use-ternary-operator-in-c,Use ternary operator in C#,1666031190.0,,,,
24,"['c#', '.net-core', 'json.net']","{'account_id': 2152399, 'reputation': 450, 'user_id': 1908398, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/99dce1ad8e1228181651e6e8c300af65?s=256&d=identicon&r=PG', 'display_name': 'Slowacki', 'link': 'https://stackoverflow.com/users/1908398/slowacki'}",True,2975,1,5,1665749905,1596643241,63269074,CC BY-SA 4.0,https://stackoverflow.com/questions/63269074/is-it-possible-to-use-newtonsoft-json-when-using-httpclient-postasjsonasyncsome,Is it possible to use Newtonsoft.Json when using HttpClient.PostAsJsonAsync(something)?,1596647306.0,63269186.0,,,
25,"['c#', 'asp.net-core', 'blazor']","{'account_id': 9618837, 'reputation': 67, 'user_id': 7140702, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a339373ffd56b99d62396f0790bc6ddd?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ryck', 'link': 'https://stackoverflow.com/users/7140702/ryck'}",True,3834,3,1,1665674477,1597640536,63444809,CC BY-SA 4.0,https://stackoverflow.com/questions/63444809/blazor-identity-add-roles-on-application-startup,Blazor - Identity Add roles on application startup,1597647860.0,63446286.0,,,
26,"['c#', 'async-await', 'polly', 'retry-logic']","{'account_id': 19386603, 'reputation': 244, 'user_id': 14176193, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-QXQTDmPoe_g/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl1fBnp2Z6bsqSA1LtGI3CN9YcC2Q/photo.jpg?sz=256', 'display_name': 'june alex', 'link': 'https://stackoverflow.com/users/14176193/june-alex'}",True,4406,1,1,1665507323,1598529294,63615436,CC BY-SA 4.0,https://stackoverflow.com/questions/63615436/c-polly-waitandretry-policy-for-function-retry,C# Polly WaitAndRetry policy for function retry,1665507323.0,63615891.0,,,
27,"['c#', '.net-core', 'dependency-injection', '.net-core-3.1']","{'account_id': 37010, 'reputation': 15168, 'user_id': 105717, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/a1a4723f0bcd9ea701a6a0f2e24075b4?s=256&d=identicon&r=PG', 'display_name': 'Dov', 'link': 'https://stackoverflow.com/users/105717/dov'}",True,4506,2,4,1664955522,1598380342,63585101,CC BY-SA 4.0,https://stackoverflow.com/questions/63585101/why-is-ioptionsmonitort-onchange-not-being-called,Why is IOptionsMonitor&lt;T&gt;.OnChange not being called?,1598380741.0,63607717.0,,,
28,"['c#', '.net', 'string', 'file']","{'account_id': 18587626, 'reputation': 41, 'user_id': 13545569, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/59cd37022f1afaa68da26e1fbf1591d3?s=256&d=identicon&r=PG&f=1', 'display_name': 'VS-ux', 'link': 'https://stackoverflow.com/users/13545569/vs-ux'}",True,740,1,0,1664876621,1596519903,63240894,CC BY-SA 4.0,https://stackoverflow.com/questions/63240894/fastest-way-to-find-text-in-file,Fastest way to find text in file,1596528712.0,,,,
29,"['c#', 'windows-services', 'serilog']","{'account_id': 18706172, 'reputation': 91, 'user_id': 13637294, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/93265ff8885b1ee370f58cba02546e11?s=256&d=identicon&r=PG&f=1', 'display_name': 'jamesMandatory', 'link': 'https://stackoverflow.com/users/13637294/jamesmandatory'}",True,1016,2,0,1664820846,1597963039,63514034,CC BY-SA 4.0,https://stackoverflow.com/questions/63514034/windows-service-using-serilog-no-logs-saved-to-ms-sql-server,Windows Service Using Serilog No Logs Saved To MS SQL Server,1664820846.0,63530513.0,,,
30,"['c#', '.net', 'oop', 'defensive-programming']","{'account_id': 177304, 'reputation': 12419, 'user_id': 1025407, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/b1d0712a91d7eb5dcccdfcde0e3d7bb8?s=256&d=identicon&r=PG', 'display_name': 'SuperJMN', 'link': 'https://stackoverflow.com/users/1025407/superjmn'}",True,9460,2,11,1664575147,1596465343,63231450,CC BY-SA 4.0,https://stackoverflow.com/questions/63231450/how-to-use-the-either-type-in-c,How to use the Either type in C#?,1596472537.0,63282544.0,,,
31,"['c#', '.net', 'async-await', 'task', 'task-parallel-library']","{'account_id': 1842394, 'reputation': 25689, 'user_id': 1671558, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/cNgN2.png?s=256&g=1', 'display_name': 'Ilya Chernomordik', 'link': 'https://stackoverflow.com/users/1671558/ilya-chernomordik'}",True,215,1,6,1664559366,1597134016,63354240,CC BY-SA 4.0,https://stackoverflow.com/questions/63354240/how-to-observe-tasks-that-are-not-awaited-due-to-failure-in-another-awaited-task,How to observe tasks that are not awaited due to failure in another awaited task in C#?,1664559366.0,63371757.0,,,
32,"['c#', '.net-core', 'dotnet-httpclient', 'polly', 'retry-logic']","{'account_id': 4113505, 'reputation': 563, 'user_id': 3375752, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/0f13b355c8e6325098af1f77be5d1fab?s=256&d=identicon&r=PG&f=1', 'display_name': 'SOHO Developer', 'link': 'https://stackoverflow.com/users/3375752/soho-developer'}",True,2423,1,2,1664538498,1597772471,63473924,CC BY-SA 4.0,https://stackoverflow.com/questions/63473924/cannot-make-polly-timeout-policy-override-the-httpclient-default-timeout,Cannot make Polly Timeout Policy override the HttpClient default timeout,1664538498.0,63563229.0,,,
33,"['c#', 'sqlite', 'uwp']","{'account_id': 16092075, 'reputation': 51, 'user_id': 11615205, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/571982e8d0b4226703670e35fd282dcf?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sipick', 'link': 'https://stackoverflow.com/users/11615205/sipick'}",False,518,1,1,1664393839,1597651376,63446885,CC BY-SA 4.0,https://stackoverflow.com/questions/63446885/sqlite-execute-vacuum,SQLite execute VACUUM,1664393839.0,,,,
34,"['c#', 'visual-studio', 'unity3d', 'collision']","{'account_id': 19335870, 'reputation': 11, 'user_id': 14136478, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhsZVhTU3rfuPHPbAwCAmkjdVeRpVK3YuxW2jKPzg=k-s256', 'display_name': 'Lewis Baker', 'link': 'https://stackoverflow.com/users/14136478/lewis-baker'}",True,8040,4,1,1664358614,1597917175,63502562,CC BY-SA 4.0,https://stackoverflow.com/questions/63502562/unity-ontriggerenter2d-not-registering,Unity OnTriggerEnter2D not registering,1597918350.0,,,,
35,"['c#', '.net-core', 'dotnet-httpclient', 'polly', 'refit']","{'account_id': 9318593, 'reputation': 151, 'user_id': 6918100, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/46a067833c4fe454f0ae5721784b2b6a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Marcelo Diniz', 'link': 'https://stackoverflow.com/users/6918100/marcelo-diniz'}",True,12889,4,9,1664037458,1597714601,63460681,CC BY-SA 4.0,https://stackoverflow.com/questions/63460681/polly-policy-not-working-using-addpolicyhandler,Polly policy not working using &quot;AddPolicyHandler&quot;,1664037458.0,,,,
36,"['c#', 'visual-studio', 'syntax-highlighting']","{'account_id': 14414565, 'reputation': 470, 'user_id': 10412349, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/zFSCQ.png?s=256&g=1', 'display_name': 'Logix', 'link': 'https://stackoverflow.com/users/10412349/logix'}",True,1931,2,10,1663916380,1598642394,63639758,CC BY-SA 4.0,https://stackoverflow.com/questions/63639758/how-does-visual-studio-syntax-highlight-strings-in-the-regex-constructor,How does Visual Studio syntax-highlight strings in the Regex constructor?,,63644864.0,,,
37,"['c#', 'asp.net-core', 'entity-framework-core']","{'account_id': 6509881, 'reputation': 172, 'user_id': 5038224, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/6KTim.png?s=256&g=1', 'display_name': 'darkfolcer', 'link': 'https://stackoverflow.com/users/5038224/darkfolcer'}",False,1478,0,0,1663841009,1596798418,63300548,CC BY-SA 4.0,https://stackoverflow.com/questions/63300548/ef-core-inserting-new-record-system-argumentnullexception-value-cannot-be-nul,EF Core Inserting new record - System.ArgumentNullException: Value cannot be null. Parameter name: key,1596810608.0,,,,
38,"['c#', '.net', 'asp.net-core', '.net-core', 'versioning']","{'account_id': 5727, 'reputation': 57818, 'user_id': 9382, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/bc7b9ac824e43ce9d62bf7dfb37b6393?s=256&d=identicon&r=PG', 'display_name': 'AngryHacker', 'link': 'https://stackoverflow.com/users/9382/angryhacker'}",True,11220,2,16,1663781068,1597032119,63333988,CC BY-SA 4.0,https://stackoverflow.com/questions/63333988/how-to-auto-increment-the-version-eg-1-0-of-a-net-core-project,How to auto increment the version (eg. “1.0.*”) of a .NET Core project?,1611594511.0,63334616.0,,,
39,"['c#', '.net', 'random']","{'account_id': 1704483, 'reputation': 9215, 'user_id': 1563833, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/f3d7ae271e46eb178e7dd4f2ef760e6f?s=256&d=identicon&r=PG', 'display_name': 'Wyck', 'link': 'https://stackoverflow.com/users/1563833/wyck'}",True,695,1,28,1663695366,1596685082,63276505,CC BY-SA 4.0,https://stackoverflow.com/questions/63276505/why-is-the-pseudo-random-number-generator-less-likely-to-generate-54-big-numbers,Why is the pseudo-random number generator less likely to generate 54 big numbers in a row?,1596913574.0,,,,
40,"['c#', 'asp.net-core', '.net-core', 'asp.net-web-api', 'task-parallel-library']","{'account_id': 6476021, 'reputation': 594, 'user_id': 5014599, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/b2858392003702adfbf36fc8e8b16293?s=256&d=identicon&r=PG&f=1', 'display_name': 'aj go', 'link': 'https://stackoverflow.com/users/5014599/aj-go'}",True,839,1,1,1663605401,1596703787,63280009,CC BY-SA 4.0,https://stackoverflow.com/questions/63280009/asp-net-web-api-difference-between-async-and-synchronous-method-in-browsers-n,ASP.NET Web API - difference between Async and Synchronous method in browser&#39;s Network Console,1663605401.0,63281239.0,,,
41,"['c#', '.net-standard-2.0']","{'account_id': 8137711, 'reputation': 2256, 'user_id': 6128864, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/pXWNk.jpg?s=256&g=1', 'display_name': 'Jins Peter', 'link': 'https://stackoverflow.com/users/6128864/jins-peter'}",True,678,2,-1,1663455529,1598422825,63591594,CC BY-SA 4.0,https://stackoverflow.com/questions/63591594/can-net-standard-2-0-class-library-depend-on-net-framework-4-7-2,Can .NET Standard 2.0 Class Library depend on .NET Framework 4.7.2?,1598424588.0,,,,
42,"['c#', 'asp.net-core', 'xslt', 'saxon']","{'account_id': 18087874, 'reputation': 51, 'user_id': 13646665, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/10f4dd1855f7cb239164a80349f9bd6f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Gigalodon', 'link': 'https://stackoverflow.com/users/13646665/gigalodon'}",True,3173,2,1,1663180588,1597321947,63395241,CC BY-SA 4.0,https://stackoverflow.com/questions/63395241/run-xslt-2-0-with-net-core-3-1,Run XSLT 2.0 with .Net Core 3.1,,,,,
43,"['c#', '.net', 'firebase', 'google-cloud-firestore', 'emulation']","{'account_id': 3900230, 'reputation': 11, 'user_id': 3228258, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d1cf7a1cffb37e407ed8b93dcc35cbcb?s=256&d=identicon&r=PG&f=1', 'display_name': 'user3228258', 'link': 'https://stackoverflow.com/users/3228258/user3228258'}",True,551,3,0,1663168699,1596274362,63203732,CC BY-SA 4.0,https://stackoverflow.com/questions/63203732/google-cloud-firestore-not-writing-data-to-firestore-emulator,Google.Cloud.Firestore not writing data to firestore emulator,,,,,
44,"['c#', 'memory', 'textreader']","{'account_id': 2505487, 'reputation': 438, 'user_id': 2179349, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/51af9605babd17415f378d9e28d39bc2?s=256&d=identicon&r=PG', 'display_name': 'obratim', 'link': 'https://stackoverflow.com/users/2179349/obratim'}",True,639,1,4,1662651372,1597254876,63382206,CC BY-SA 4.0,https://stackoverflow.com/questions/63382206/c-memory-to-textreader,C# Memory to TextReader,,63384570.0,,,
45,"['c#', 'entity-framework-6', 'ef-code-first', '.net-4.8']","{'account_id': 2131520, 'reputation': 5027, 'user_id': 1892256, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/jLTLT.png?s=256&g=1', 'display_name': 'K.Z', 'link': 'https://stackoverflow.com/users/1892256/k-z'}",True,1084,3,2,1662464477,1598097876,63535997,CC BY-SA 4.0,https://stackoverflow.com/questions/63535997/apply-migrations-for-ef-6-code-first-no-context-type-was-found,Apply Migrations for EF 6 Code First - no context type was found,1598101981.0,63536310.0,,,
