,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,protected_date,migrated_from
10,"['c#', 'uri']","{'account_id': 1474136, 'reputation': 978, 'user_id': 1384978, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/93761a6e16a0772705d9db1d55cab6f3?s=256&d=identicon&r=PG', 'display_name': 'Jerry', 'link': 'https://stackoverflow.com/users/1384978/jerry'}",True,17852,4,10,1666339060,1340859132,11238261,,https://stackoverflow.com/questions/11238261/how-to-extract-file-name-from-an-uri-in-c,How to extract file name from an Uri in C#?,11238279.0,1495540804.0,1340924793.0,exact duplicate,,
11,"['c#', 'xunit.net', 'xunit']","{'account_id': 55797, 'reputation': 1438, 'user_id': 167169, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/fcaedcae285c704de3b37341ad2aa7e0?s=256&d=identicon&r=PG', 'display_name': 'inquisitive', 'link': 'https://stackoverflow.com/users/167169/inquisitive'}",True,70092,7,61,1666020506,1340271102,11135337,CC BY-SA 3.0,https://stackoverflow.com/questions/11135337/xunit-assertion-for-checking-equality-of-objects,XUnit Assertion for checking equality of objects,11135468.0,1399572659.0,,,,
12,"['c#', 'winforms', 'datagridview']","{'account_id': 1275892, 'reputation': 1146, 'user_id': 1231178, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://i.stack.imgur.com/MaFQJ.png?s=256&g=1', 'display_name': 'Daniel Flannery', 'link': 'https://stackoverflow.com/users/1231178/daniel-flannery'}",True,31029,8,4,1665998057,1340374843,11158044,CC BY-SA 3.0,https://stackoverflow.com/questions/11158044/datagridview-navigating-to-next-row,DataGridView navigating to next row,11158489.0,1340376447.0,,,,
13,"['c#', 'html', 'xpath', 'html-agility-pack']","{'account_id': 304142, 'reputation': 3738, 'user_id': 613483, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/3305dac6b7a7382668c94d298f061164?s=256&d=identicon&r=PG&f=1', 'display_name': 'jth41', 'link': 'https://stackoverflow.com/users/613483/jth41'}",True,718,2,2,1665962195,1339490770,10993199,CC BY-SA 3.0,https://stackoverflow.com/questions/10993199/returns-a-null-from-html-node,Returns a null from html node,,1339501876.0,,,,
14,"['c#', '.net', 'windows-services']","{'account_id': 126461, 'reputation': 550, 'user_id': 373914, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/9c5c4eec20360da427195e35d491c337?s=256&d=identicon&r=PG', 'display_name': 'Vinay MS', 'link': 'https://stackoverflow.com/users/373914/vinay-ms'}",True,20205,1,7,1665925410,1338554945,10850595,CC BY-SA 3.0,https://stackoverflow.com/questions/10850595/windows-service-start-and-stop-without-admin-privileges,Windows Service start and stop without admin privileges,10898395.0,,,,,
15,"['c#', '.net', 'asp.net-web-api']","{'account_id': 1446867, 'reputation': 1673, 'user_id': 1365014, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/6djJw.jpg?s=256&g=1', 'display_name': 'Jonathan', 'link': 'https://stackoverflow.com/users/1365014/jonathan'}",True,7452,3,14,1665856500,1338832722,10885868,CC BY-SA 3.0,https://stackoverflow.com/questions/10885868/asp-net-mvc4-rc-web-api-odata-filter-not-working-with-iqueryable,ASP.Net MVC4 RC Web-Api Odata filter not working with IQueryable,10974045.0,1340197568.0,,,,
16,"['c#', 'generics', 'reflection']","{'account_id': 77380, 'reputation': 6762, 'user_id': 220899, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/ca60500863c507f8a8a326cb493e6db0?s=256&d=identicon&r=PG', 'display_name': 'birdus', 'link': 'https://stackoverflow.com/users/220899/birdus'}",True,33562,6,13,1665580635,1340217945,11126137,CC BY-SA 3.0,https://stackoverflow.com/questions/11126137/generate-html-table-from-list-of-generic-class-with-specified-properties,Generate HTML table from list of generic class with specified properties,11126473.0,1340218328.0,,,,
17,"['c#', 'asp.net', '.net', 'streamwriter', 'memorystream']","{'account_id': 117219, 'reputation': 13359, 'user_id': 307072, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/XFS74.jpg?s=256&g=1', 'display_name': 'Arbejdsgl&#230;de', 'link': 'https://stackoverflow.com/users/307072/arbejdsgl%c3%a6de'}",True,202731,7,104,1665571302,1339081820,10934585,CC BY-SA 4.0,https://stackoverflow.com/questions/10934585/memorystream-cannot-access-a-closed-stream,MemoryStream - Cannot access a closed Stream,10934712.0,1639492964.0,,,,
18,"['c#', '.net', 'wpf']","{'account_id': 113307, 'reputation': 1329, 'user_id': 298487, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/93725be49515bf2571df5a31ec767b63?s=256&d=identicon&r=PG&f=1', 'display_name': 'lebhero', 'link': 'https://stackoverflow.com/users/298487/lebhero'}",True,34945,5,21,1665496749,1339409251,10978079,CC BY-SA 4.0,https://stackoverflow.com/questions/10978079/load-control-style-from-separate-file-in-wpf,Load control style from separate file in wpf,,1665496749.0,,,,
19,"['c#', 'linq']","{'account_id': 1426955, 'reputation': 8955, 'user_id': 1350209, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/bd2f0eb2365d2a1fcd6f4eb4d40366b1?s=256&d=identicon&r=PG', 'display_name': 'Cole Tobin', 'link': 'https://stackoverflow.com/users/1350209/cole-tobin'}",True,11909,3,14,1665413649,1339901470,11068580,CC BY-SA 4.0,https://stackoverflow.com/questions/11068580/how-can-i-add-linq-support-to-my-library,How can I add LINQ support to my library?,11068694.0,1665413649.0,,,,
20,"['c#', 'sqlite', 'connection']","{'account_id': 1528851, 'reputation': 199, 'user_id': 1426600, 'user_type': 'registered', 'accept_rate': 18, 'profile_image': 'https://www.gravatar.com/avatar/7fc70ae2fb1d1c1df26216bfafee8115?s=256&d=identicon&r=PG', 'display_name': 'Futureman', 'link': 'https://stackoverflow.com/users/1426600/futureman'}",True,30699,6,12,1664899690,1338775929,10875612,CC BY-SA 4.0,https://stackoverflow.com/questions/10875612/unable-to-open-the-database-file,Unable to open the database file,,1664899690.0,,,,
21,['c#'],"{'account_id': 1434643, 'reputation': 14008, 'user_id': 1356321, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/HMQcY.jpg?s=256&g=1', 'display_name': 'Pomster', 'link': 'https://stackoverflow.com/users/1356321/pomster'}",True,88453,13,51,1664881567,1340627030,11189331,CC BY-SA 3.0,https://stackoverflow.com/questions/11189331/how-to-count-lines-in-a-string,How to count lines in a string?,11189453.0,1340639267.0,,,,
22,"['c#', 'asp.net', '.net', 'date']","{'account_id': 1225680, 'reputation': 37484, 'user_id': 1191261, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/78af391361d2907f9758a5f500eca55b?s=256&d=identicon&r=PG', 'display_name': 'Amberlamps', 'link': 'https://stackoverflow.com/users/1191261/amberlamps'}",True,327157,20,285,1664870759,1340361820,11154673,CC BY-SA 3.0,https://stackoverflow.com/questions/11154673/get-the-correct-week-number-of-a-given-date,Get the correct week number of a given date,11155102.0,1363186008.0,,,,
23,"['c#', 'automapper']","{'account_id': 33387, 'reputation': 7001, 'user_id': 93431, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/5f657f2e1e0701ea7c3785b4f21aad68?s=256&d=identicon&r=PG', 'display_name': 'Jeffrey Lott', 'link': 'https://stackoverflow.com/users/93431/jeffrey-lott'}",True,60329,10,61,1664864055,1340988539,11265829,CC BY-SA 3.0,https://stackoverflow.com/questions/11265829/how-can-i-map-between-two-enums-using-automapper,How can I map between two enums using Automapper?,11268711.0,,,,,
24,"['c#', 'wpf', 'xml', 'listview', 'multiple-columns']","{'account_id': 1445904, 'reputation': 1695, 'user_id': 1364402, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/5aaf3975752991bb9a7283aa28b7c677?s=256&d=identicon&r=PG', 'display_name': 'Yasser', 'link': 'https://stackoverflow.com/users/1364402/yasser'}",True,69227,11,31,1664820466,1340045224,11089104,CC BY-SA 3.0,https://stackoverflow.com/questions/11089104/operation-is-not-valid-while-itemssource-is-in-use-access-and-modify-elements-w,Operation is not valid while ItemsSource is in use. Access and modify elements with ItemsControl.ItemsSource instead,11089738.0,1425912021.0,,,,
25,"['c#', 'richtextbox']","{'account_id': 1420244, 'reputation': 63, 'user_id': 1345024, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/d8efa883876f56e1be883976c6fd0694?s=256&d=identicon&r=PG', 'display_name': 'Stack Overflow', 'link': 'https://stackoverflow.com/users/1345024/stack-overflow'}",False,7660,1,4,1664780475,1340033428,11086041,CC BY-SA 3.0,https://stackoverflow.com/questions/11086041/append-text-and-image-in-richtextbox,Append text and image in RichTextBox,,1340033668.0,,,,
26,"['c#', 'arrays', 'element']","{'account_id': 293464, 'reputation': 1613, 'user_id': 596770, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/9986957f64243228a3709db74e271543?s=256&d=identicon&r=PG', 'display_name': 'devan', 'link': 'https://stackoverflow.com/users/596770/devan'}",True,5119,3,1,1664461075,1339995767,11077152,CC BY-SA 3.0,https://stackoverflow.com/questions/11077152/get-all-elements-in-between-two-elements-in-array,Get All elements in between two elements in Array,11077220.0,1382833154.0,,,,
27,"['c#', 'autocomplete', 'visual-studio-2012']","{'account_id': 64465, 'reputation': 5457, 'user_id': 190281, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/21127f16e7235060e9bc6ef97b685a73?s=256&d=identicon&r=PG', 'display_name': 'SOReader', 'link': 'https://stackoverflow.com/users/190281/soreader'}",True,93221,9,122,1664228660,1339782724,11055800,CC BY-SA 3.0,https://stackoverflow.com/questions/11055800/how-to-turn-off-brackets-quotes-auto-completion-in-visual-studio,How to turn off brackets/quotes auto-completion in Visual Studio,,1516054968.0,,,,
28,"['c#', 'linq']","{'account_id': 1512909, 'reputation': 1870, 'user_id': 1414575, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/bd859848e0fc72e2ec5af6c267565fbb?s=256&d=identicon&r=PG', 'display_name': 'gunnerz', 'link': 'https://stackoverflow.com/users/1414575/gunnerz'}",True,18726,2,7,1664170991,1340629066,11189826,CC BY-SA 3.0,https://stackoverflow.com/questions/11189826/c-dynamic-linq-variable-where-clause,C# Dynamic Linq Variable Where clause,11189863.0,1340629282.0,,,,
29,"['c#', 'regex']","{'account_id': 201099, 'reputation': 14893, 'user_id': 447341, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/48103758a713f08f215e4ec4cc4385a1?s=256&d=identicon&r=PG', 'display_name': 'Cole W', 'link': 'https://stackoverflow.com/users/447341/cole-w'}",True,167296,7,157,1663938063,1339704894,11040707,CC BY-SA 3.0,https://stackoverflow.com/questions/11040707/c-regex-for-guid,C# Regex for Guid,11040993.0,,,,,
30,"['c#', 'winforms', 'validation']","{'account_id': 309123, 'reputation': 128, 'user_id': 621409, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/d12b3af6c404d499bec7292393b151f4?s=256&d=identicon&r=PG', 'display_name': 'KB5', 'link': 'https://stackoverflow.com/users/621409/kb5'}",False,8251,4,0,1663776460,1340399863,11164266,CC BY-SA 3.0,https://stackoverflow.com/questions/11164266/how-to-cause-textbox-validation-on-button-click-automatically-in-c,How to cause textbox validation on button click automatically in c#,,1340400496.0,,,,
31,"['c#', '.net', 'regex', 'url', 'query-string']","{'account_id': 45216, 'reputation': 25731, 'user_id': 133212, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/1ccd0e0470758c08685b10abc2b503bd?s=256&d=identicon&r=PG', 'display_name': 'The Light', 'link': 'https://stackoverflow.com/users/133212/the-light'}",True,83675,16,44,1663763662,1339770771,11052744,CC BY-SA 3.0,https://stackoverflow.com/questions/11052744/how-to-efficiently-remove-a-query-string-by-key-from-a-url,How to efficiently remove a query string by Key from a Url?,11080157.0,,,,,
32,"['c#', 'setter', 'getter', 'getter-setter']","{'account_id': 1588810, 'reputation': 765, 'user_id': 1472600, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1b949440225f75b68bb3e42bd3610429?s=256&d=identicon&r=PG', 'display_name': 'CM90', 'link': 'https://stackoverflow.com/users/1472600/cm90'}",True,167667,13,65,1663450453,1340379334,11159438,CC BY-SA 3.0,https://stackoverflow.com/questions/11159438/looking-for-a-short-simple-example-of-getters-setters-in-c,Looking for a short &amp; simple example of getters/setters in C#,,1340379822.0,,,,
33,"['c#', 'windows', 'batch-file', 'mklink']","{'account_id': 1057897, 'reputation': 18345, 'user_id': 1060205, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/afde4ef61e4dfe26ad08982021e78447?s=256&d=identicon&r=PG', 'display_name': 'Samuel Rossille', 'link': 'https://stackoverflow.com/users/1060205/samuel-rossille'}",True,30273,4,46,1663265840,1340370324,11156754,CC BY-SA 3.0,https://stackoverflow.com/questions/11156754/what-the-c-equivalent-of-mklink-j,What the C# equivalent of &quot;mklink /J&quot;?,11156870.0,,,,,
34,"['c#', 'wpf', 'visual-studio']","{'account_id': 1211433, 'reputation': 33582, 'user_id': 1179880, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/02d09848db9f59fa45d61d9c4100e779?s=256&d=identicon&r=PG', 'display_name': 'whytheq', 'link': 'https://stackoverflow.com/users/1179880/whytheq'}",True,37175,2,32,1663185004,1340179110,11115189,CC BY-SA 3.0,https://stackoverflow.com/questions/11115189/wpftoolkit-extended-where-are-the-tools,WPFToolkit.Extended - where are the tools?,11115424.0,1340471431.0,,,,
35,"['c#', '.net', 'string', 'exception', 'substring']","{'account_id': 1066536, 'reputation': 1029, 'user_id': 1066956, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/eeff57a89afe88c77341b94f7fc1f688?s=256&d=identicon&r=PG', 'display_name': 'Manto', 'link': 'https://stackoverflow.com/users/1066956/manto'}",True,193029,9,40,1663169542,1340321116,11148238,CC BY-SA 4.0,https://stackoverflow.com/questions/11148238/substring-index-and-length-must-refer-to-a-location-within-the-string,Substring index and length must refer to a location within the string,11148260.0,1654802693.0,,,,
36,"['c#', 'asp.net', 'vb.net', 'signalr']","{'account_id': 59486, 'reputation': 19926, 'user_id': 177988, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/90be341248cbef8588bb15e3fa7679b2?s=256&d=identicon&r=PG', 'display_name': 'Tim B James', 'link': 'https://stackoverflow.com/users/177988/tim-b-james'}",True,993,2,1,1663029446,1339675648,11032730,CC BY-SA 3.0,https://stackoverflow.com/questions/11032730/setting-and-getting-signalr-caller-properties-in-vb-net,Setting and Getting SignalR Caller properties in vb.net,11033032.0,,,,,
37,"['c#', '.net-4.0', 'bitmap', 'typeconverter']","{'account_id': 428012, 'reputation': 1127, 'user_id': 810065, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://i.stack.imgur.com/N60CE.jpg?s=256&g=1', 'display_name': 'Zurechtweiser', 'link': 'https://stackoverflow.com/users/810065/zurechtweiser'}",False,8053,2,3,1662984465,1338874711,10892131,CC BY-SA 3.0,https://stackoverflow.com/questions/10892131/typeconverter-to-convert-byte-to-bitmap,TypeConverter to convert byte[] to Bitmap,,,,,,
38,"['c#', 'opengl', 'opentk']","{'account_id': 250437, 'reputation': 4095, 'user_id': 527147, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/54e27f099cfc8007ef627a1eeeee731e?s=256&d=identicon&r=PG', 'display_name': 'kaalus', 'link': 'https://stackoverflow.com/users/527147/kaalus'}",True,333,1,1,1662967369,1341007258,11269504,CC BY-SA 3.0,https://stackoverflow.com/questions/11269504/opentk-genframebuffers-error,OpenTK GenFramebuffers error,,,,,,
39,"['c#', 'wpf', 'xaml', 'height', 'width']","{'account_id': 414089, 'reputation': 3128, 'user_id': 788101, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/fe10f9831fc5d88da31dab172740a1ad?s=256&d=identicon&r=PG', 'display_name': 'Welsh King', 'link': 'https://stackoverflow.com/users/788101/welsh-king'}",True,71926,9,16,1662464311,1339584692,11013316,CC BY-SA 3.0,https://stackoverflow.com/questions/11013316/get-the-height-width-of-window-wpf,Get the height/width of Window WPF,,1372981675.0,,,,
40,"['c#', '.net', 'dictionary']","{'account_id': 109490, 'reputation': 12399, 'user_id': 290082, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/8d90b82676f26dcdaa6b0ec462240eb2?s=256&d=identicon&r=PG', 'display_name': 'Neir0', 'link': 'https://stackoverflow.com/users/290082/neir0'}",True,61634,15,124,1662235192,1339301772,10966331,CC BY-SA 3.0,https://stackoverflow.com/questions/10966331/two-way-bidirectional-dictionary-in-c,Two-way / bidirectional Dictionary in C#?,10966684.0,1444258595.0,,,,
41,"['c#', 'model-view-controller']","{'account_id': 1114017, 'reputation': 251, 'user_id': 1103835, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/303452746ce796537097e65a22060fd4?s=256&d=identicon&r=PG', 'display_name': 'qwertyuywertwer', 'link': 'https://stackoverflow.com/users/1103835/qwertyuywertwer'}",True,53442,6,22,1662025474,1339165177,10950638,CC BY-SA 3.0,https://stackoverflow.com/questions/10950638/the-referenced-component-entityframework-could-not-be-found,The referenced component &#39;EntityFramework&#39; could not be found.,12118051.0,,,,,
42,"['c#', 'graphics', 'drawing', 'rendering', 'kinect']","{'account_id': 202322, 'reputation': 1447, 'user_id': 449328, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://i.stack.imgur.com/hvr2i.jpg?s=256&g=1', 'display_name': 'Toby Wilson', 'link': 'https://stackoverflow.com/users/449328/toby-wilson'}",True,11086,3,8,1662010655,1339667876,11030706,CC BY-SA 3.0,https://stackoverflow.com/questions/11030706/c-fast-pixel-rendering,C# fast pixel rendering,11036687.0,,,,,
43,"['c#', 'proxy', 'webclient']","{'account_id': 1078167, 'reputation': 151, 'user_id': 1075869, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/17e730d2fa0d37b8409f88803479934f?s=256&d=identicon&r=PG', 'display_name': 'Kumar', 'link': 'https://stackoverflow.com/users/1075869/kumar'}",False,10694,2,4,1661936765,1340807986,11228744,CC BY-SA 3.0,https://stackoverflow.com/questions/11228744/how-to-add-proxy-authentication-details-to-webclient-object,how to add proxy authentication details to webclient object,,1451617322.0,,,1451617068.0,
44,"['c#', 'ocr']","{'account_id': 460118, 'reputation': 6846, 'user_id': 861019, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/bfHCf.jpg?s=256&g=1', 'display_name': 'Berker Y&#252;ceer', 'link': 'https://stackoverflow.com/users/861019/berker-y%c3%bcceer'}",True,139754,5,54,1661659894,1339152407,10947399,CC BY-SA 3.0,https://stackoverflow.com/questions/10947399/how-to-implement-and-do-ocr-in-a-c-project,How to implement and do OCR in a C# project?,27385157.0,1476866533.0,,,1651487230.0,
45,"['c#', '.net', 'unit-testing', 'debugging', 'xunit']","{'account_id': 67994, 'reputation': 2546, 'user_id': 198660, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://i.stack.imgur.com/KRTNc.jpg?s=256&g=1', 'display_name': 'chronodekar', 'link': 'https://stackoverflow.com/users/198660/chronodekar'}",True,27550,11,51,1661327115,1340707558,11205659,CC BY-SA 3.0,https://stackoverflow.com/questions/11205659/how-to-debug-with-xunit,how to debug with xUnit?,11205725.0,,,,,
46,"['c#', 'wpf', 'mvvm', 'listbox']","{'account_id': 1577701, 'reputation': 579, 'user_id': 1463765, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/79b9c01f0526d279ae2ac25bf6005bfb?s=256&d=identicon&r=PG&f=1', 'display_name': 'caseklim', 'link': 'https://stackoverflow.com/users/1463765/caseklim'}",True,51793,11,43,1660216611,1340297538,11142976,CC BY-SA 3.0,https://stackoverflow.com/questions/11142976/how-to-support-listbox-selecteditems-binding-with-mvvm-in-a-navigable-applicatio,How to support ListBox SelectedItems binding with MVVM in a navigable application,11143208.0,,,,,
47,"['c#', '.net']","{'account_id': 1123234, 'reputation': 2297, 'user_id': 1111068, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://i.stack.imgur.com/pvZuo.jpg?s=256&g=1', 'display_name': 'Amol Kolekar', 'link': 'https://stackoverflow.com/users/1111068/amol-kolekar'}",True,37988,3,14,1660153948,1339068684,10930965,CC BY-SA 4.0,https://stackoverflow.com/questions/10930965/how-to-set-master-page-dynamically,How to Set Master Page dynamically?,10930999.0,1660153948.0,,,,
48,"['c#', 'debugging', 'session']","{'account_id': 278478, 'reputation': 5167, 'user_id': 573083, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/9ce1f16945534751090276e4422ebf1c?s=256&d=identicon&r=PG', 'display_name': 'xelco52', 'link': 'https://stackoverflow.com/users/573083/xelco52'}",True,642,1,1,1659994243,1338848860,10889279,CC BY-SA 3.0,https://stackoverflow.com/questions/10889279/c-enumerating-sessionstate-keys-in-quickwatch-window,C#: Enumerating SessionState keys in QuickWatch window,10894922.0,,,,,
