,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,closed_date,closed_reason,migrated_from
13,"['c#', 'asp.net', 'azure', 'azure-application-insights']","{'account_id': 111874, 'reputation': 18241, 'user_id': 295302, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/9e4a70d9f7a3b7d59268b765399d7e36?s=256&d=identicon&r=PG', 'display_name': 'Steven', 'link': 'https://stackoverflow.com/users/295302/steven'}",True,3058,1,2,1668025581,1582065907,1609493908.0,60290524,CC BY-SA 4.0,https://stackoverflow.com/questions/60290524/not-all-log-levels-are-being-logged-in-application-insights,Not all log levels are being logged in Application Insights,60292026.0,,,,
14,"['c#', 'xml', 'asp.net-core-webapi', 'xmlserializer']","{'account_id': 14257849, 'reputation': 77, 'user_id': 10299566, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-tc_fE8OfNls/AAAAAAAAAAI/AAAAAAAAAAc/zBPFQ039ShY/photo.jpg?sz=256', 'display_name': 'Mayur', 'link': 'https://stackoverflow.com/users/10299566/mayur'}",False,2061,3,0,1667853122,1582698800,1582699411.0,60408048,CC BY-SA 4.0,https://stackoverflow.com/questions/60408048/how-to-serialize-complex-c-class-to-xml-and-send-it-as-response-from-net-core,How to Serialize Complex C# class to XML and send it as response from .net core API?,,,,,
15,"['c#', 'asp.net-core', 'asp.net-core-3.1']","{'account_id': 4653088, 'reputation': 3469, 'user_id': 3769368, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/3301727987157807f500ece485c1446d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rey', 'link': 'https://stackoverflow.com/users/3769368/rey'}",True,1637,3,4,1667396589,1581194305,1581194668.0,60130973,CC BY-SA 4.0,https://stackoverflow.com/questions/60130973/the-string-field-is-required-even-thou-there-is-no-required-attribute-in-asp-ne,The string field is required. even thou there is no Required attribute in Asp.Net Core?,60132120.0,,,,
16,"['c#', '.net-core', 'dependency-injection']","{'account_id': 4344170, 'reputation': 762, 'user_id': 3546642, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/38cfc4c9e1ec179dd7af2f49aa28f45b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Chad K', 'link': 'https://stackoverflow.com/users/3546642/chad-k'}",True,7478,5,29,1667310534,1582311553,1643096357.0,60344757,CC BY-SA 4.0,https://stackoverflow.com/questions/60344757/base-class-type-for-iloggert-using-dependency-injection,Base Class type for ILogger&lt;T&gt; using Dependency Injection,,,,,
17,"['c#', 'xaml', 'xamarin']","{'account_id': 17053510, 'reputation': 57, 'user_id': 12338616, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/09fe9eb4addb940b259fc4c29d8fa92c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Bonka', 'link': 'https://stackoverflow.com/users/12338616/bonka'}",False,3786,1,0,1667138696,1581004650,1581335676.0,60098983,CC BY-SA 4.0,https://stackoverflow.com/questions/60098983/how-to-add-three-dots-menu-in-xamarin,How to add three dots menu in Xamarin,,,,,
18,"['c#', '.net', 'asp.net-core', '.net-core', 'warnings']","{'account_id': 223576, 'reputation': 10311, 'user_id': 482868, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/ysm67.jpg?s=256&g=1', 'display_name': 'Igor Soloydenko', 'link': 'https://stackoverflow.com/users/482868/igor-soloydenko'}",True,9950,2,14,1666859360,1580684943,,60031472,CC BY-SA 4.0,https://stackoverflow.com/questions/60031472/warning-netsdk1080-a-packagereference-to-microsoft-aspnetcore-app-is-not-necess,warning NETSDK1080: A PackageReference to Microsoft.AspNetCore.App is not necessary when targeting .NET Core 3.0 or higher,60031515.0,,,,
19,"['c#', 'timestamp', 'serilog']","{'account_id': 15364672, 'reputation': 33, 'user_id': 11084559, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-22rDI5vDWhw/AAAAAAAAAAI/AAAAAAAAMiU/BxOHNKZkRK8/photo.jpg?sz=256', 'display_name': 'Marco Polato', 'link': 'https://stackoverflow.com/users/11084559/marco-polato'}",True,4597,2,1,1666798634,1582124769,1582130233.0,60303283,CC BY-SA 4.0,https://stackoverflow.com/questions/60303283/serilog-timestamp-t-is-not-in-utc-time,Serilog Timestamp @t is not in UTC time,60304459.0,,,,
20,"['c#', '.net']","{'account_id': 18585, 'reputation': 1385, 'user_id': 450954, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/e03cce6e66fc7e2d875f9af8a107ea96?s=256&d=identicon&r=PG', 'display_name': 'NetHawk', 'link': 'https://stackoverflow.com/users/450954/nethawk'}",True,238,2,0,1666771387,1581708931,1581709166.0,60232501,CC BY-SA 4.0,https://stackoverflow.com/questions/60232501/try-catch-not-catching-error-in-unawaited-async-task-within-webapi-delegatinghan,Try/catch not catching error in unawaited async task within WebAPI DelegatingHandler,60232531.0,,,,
21,"['c#', '.net', 'wpf']","{'account_id': 17214387, 'reputation': 63, 'user_id': 12462796, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1a5f7f807587ffead4ece9037a5f9b82?s=256&d=identicon&r=PG&f=1', 'display_name': 'jphuong', 'link': 'https://stackoverflow.com/users/12462796/jphuong'}",False,535,1,3,1666714272,1581629004,1581631265.0,60216678,CC BY-SA 4.0,https://stackoverflow.com/questions/60216678/wpf-application-builds-appname-dll-config-instead-of-an-appname-exe-config,.WPF Application builds &lt;appname&gt;.dll.config instead of an &lt;appname&gt;.exe.config,,,,,
22,"['c#', 'asp.net-core', '.net-core', 'asp.net-core-webapi']","{'account_id': 61072, 'reputation': 22520, 'user_id': 182172, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://i.stack.imgur.com/ZlHFm.png?s=256&g=1', 'display_name': 'Victor', 'link': 'https://stackoverflow.com/users/182172/victor'}",False,1544,1,5,1666673269,1581364070,1633604151.0,60157395,CC BY-SA 4.0,https://stackoverflow.com/questions/60157395/how-to-bind-a-multipart-form-data-file-without-filename-to-iformfile-in-asp-net,How to bind a multipart/form-data file without filename to IFormFile in ASP.NET Core,,,,,
23,"['c#', 'asp.net']","{'account_id': 3276867, 'reputation': 987, 'user_id': 2758618, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'milandjukic88', 'link': 'https://stackoverflow.com/users/2758618/milandjukic88'}",True,640,2,1,1665194140,1581510116,1581514592.0,60188244,CC BY-SA 4.0,https://stackoverflow.com/questions/60188244/how-does-one-middleware-call-another,How does one middleware call another?,,,,,
24,"['c#', '.net', 'visual-studio', '.net-framework-version', 'vstest']","{'account_id': 16270092, 'reputation': 95, 'user_id': 11748976, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f8bda7bd4b78648bf94e8ac4dab21e64?s=256&d=identicon&r=PG&f=1', 'display_name': 'agentq15', 'link': 'https://stackoverflow.com/users/11748976/agentq15'}",True,5611,3,3,1665046968,1581339121,1581528433.0,60150837,CC BY-SA 4.0,https://stackoverflow.com/questions/60150837/why-does-dotnet-vstest-return-no-test-is-available-in-when-the-test-works-in-v,Why does dotnet vstest return &quot;No test is available in&quot; when the test works in vstest.console.exe?,,,,,
25,"['c#', 'xamarin', 'accessibility', 'navigationbar', 'back-button']","{'account_id': 16940252, 'reputation': 305, 'user_id': 12252274, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-l6QVLPz1P4U/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reVPS7etri2HVLQcmbJU0skUhFAZA/photo.jpg?sz=256', 'display_name': 'Poli97', 'link': 'https://stackoverflow.com/users/12252274/poli97'}",False,341,1,2,1664994565,1581430605,1581509795.0,60170884,CC BY-SA 4.0,https://stackoverflow.com/questions/60170884/xamarin-back-button-accessibility-name-in-ios-and-android,Xamarin back button Accessibility Name in iOS and Android,,,,,
26,"['c#', 'entity-framework-core']","{'account_id': 15090126, 'reputation': 327, 'user_id': 10890267, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9f94909c240c5f1482392d460237b307?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jeb Feng', 'link': 'https://stackoverflow.com/users/10890267/jeb-feng'}",True,3068,3,6,1664901088,1581163100,1581421427.0,60126550,CC BY-SA 4.0,https://stackoverflow.com/questions/60126550/entity-framework-core-column-id-in-table-users-is-of-a-type-that-is-invalid,Entity Framework Core: Column &#39;Id&#39; in table &#39;Users&#39; is of a type that is invalid for use as a key column in an index,60414981.0,,,,
27,"['c#', 'asp.net-core-2.1', 'ef-core-2.1']","{'account_id': 1396749, 'reputation': 6655, 'user_id': 1326367, 'user_type': 'registered', 'accept_rate': 37, 'profile_image': 'https://www.gravatar.com/avatar/f7f0a4a64c621121f796a209e0108226?s=256&d=identicon&r=PG', 'display_name': 'Kgn-web', 'link': 'https://stackoverflow.com/users/1326367/kgn-web'}",True,2186,2,4,1664808468,1581925791,1581926545.0,60257987,CC BY-SA 4.0,https://stackoverflow.com/questions/60257987/how-to-define-schema-table-level,How to define schema table level,60258113.0,,,,
28,"['c#', '.net', 'string', 'dictionary']","{'user_type': 'does_not_exist', 'display_name': 'user3091744'}",True,17506,3,7,1664393174,1582723279,1589354390.0,60414914,CC BY-SA 4.0,https://stackoverflow.com/questions/60414914/check-if-dictionary-value-of-key-is-null,Check if dictionary value of key is null,60414995.0,,,,
29,"['c#', 'unity3d', 'user-interface']","{'account_id': 5012684, 'reputation': 430, 'user_id': 4032663, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://i.stack.imgur.com/QsZJY.jpg?s=256&g=1', 'display_name': 'Premier Bromanov', 'link': 'https://stackoverflow.com/users/4032663/premier-bromanov'}",True,3404,1,0,1663854668,1582757369,1582757955.0,60423797,CC BY-SA 4.0,https://stackoverflow.com/questions/60423797/how-do-i-get-a-reference-to-an-image-in-unity-2019-3,How do I get a reference to an Image in Unity 2019.3?,,,,,
30,"['c#', 'angular', 'asp.net-core', 'visual-studio-2019', 'angular9']","{'account_id': 10852079, 'reputation': 621, 'user_id': 7979535, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d92cec4b4e24cde66a4791720b0349e4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Khizar Murad', 'link': 'https://stackoverflow.com/users/7979535/khizar-murad'}",True,56277,21,43,1663738841,1581515577,1581517201.0,60189930,CC BY-SA 4.0,https://stackoverflow.com/questions/60189930/timeoutexception-the-angular-cli-process-did-not-start-listening-for-requests-w,TimeoutException: The Angular CLI process did not start listening for requests within the timeout period of 0 seconds,60233852.0,,,,
31,"['c#', 'editorconfig']","{'account_id': 2073264, 'reputation': 4569, 'user_id': 1847261, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/87730852cde40d956d3854bea0cd2d01?s=256&d=identicon&r=PG', 'display_name': 'Phil K', 'link': 'https://stackoverflow.com/users/1847261/phil-k'}",True,211,5,2,1663523802,1582817232,1641253983.0,60436574,CC BY-SA 4.0,https://stackoverflow.com/questions/60436574/editorconfig-simplify-boolean-evaluations,EditorConfig - simplify boolean evaluations?,73765170.0,,,,
32,"['c#', '.net-core', 'asp.net-core-hosted-services', 'aspnetcore-environment']","{'account_id': 9975960, 'reputation': 2457, 'user_id': 7542937, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/lxVRL.jpg?s=256&g=1', 'display_name': 'Aleksej_Shherbak', 'link': 'https://stackoverflow.com/users/7542937/aleksej-shherbak'}",True,7561,3,9,1663271078,1581592642,,60206559,CC BY-SA 4.0,https://stackoverflow.com/questions/60206559/how-to-set-aspnetcore-environment-for-console-application,How to set ASPNETCORE_ENVIRONMENT for console application?,60207474.0,,,,
33,"['c#', 'unix', 'interpolation']","{'account_id': 15649106, 'reputation': 21, 'user_id': 11290823, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2211937805528384/picture?type=large', 'display_name': 'Brad Playdon', 'link': 'https://stackoverflow.com/users/11290823/brad-playdon'}",True,548,2,0,1663242813,1582888487,1663242813.0,60450610,CC BY-SA 4.0,https://stackoverflow.com/questions/60450610/variable-in-json-string-c,Variable in JSON string c#,,,,,
34,"['c#', 'ms-word', 'office-interop']","{'account_id': 16505878, 'reputation': 43, 'user_id': 11925923, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-S0BCHS0Y4uo/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfaXF8pkpffQyShaaxDV3sSodkucA/photo.jpg?sz=256', 'display_name': 'Benjamin Stucki', 'link': 'https://stackoverflow.com/users/11925923/benjamin-stucki'}",False,215,0,0,1663070627,1582277619,1582536544.0,60335725,CC BY-SA 4.0,https://stackoverflow.com/questions/60335725/document-close-takes-forever-doesnt-work-in-c-how-to-fix-that,"Document.close() takes forever / doesn&#39;t work in C#, how to fix that?",,,,,
35,"['c#', 'blazor', 'asp.net-core-identity']","{'account_id': 11814367, 'reputation': 2757, 'user_id': 8645002, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/CkOCL.png?s=256&g=1', 'display_name': 'CoderLee', 'link': 'https://stackoverflow.com/users/8645002/coderlee'}",True,4541,3,4,1662975838,1582662630,1582671257.0,60402678,CC BY-SA 4.0,https://stackoverflow.com/questions/60402678/how-to-set-find-user-roles-from-organization-based-identity-in-net-core,How to set/find user roles from Organization based Identity in .NET core,60403438.0,,,,
36,"['c#', 'selenium-webdriver', 'proxy']","{'account_id': 11332204, 'reputation': 11, 'user_id': 8309391, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-ETzWlU2O4CA/AAAAAAAAAAI/AAAAAAAAYGQ/JszdHuz5xN4/photo.jpg?sz=256', 'display_name': 'Addy Alago', 'link': 'https://stackoverflow.com/users/8309391/addy-alago'}",False,265,1,1,1662962868,1582669774,1582725777.0,60404138,CC BY-SA 4.0,https://stackoverflow.com/questions/60404138/modify-headers-in-selenium-test-framework,Modify Headers In Selenium test framework,,,,,
37,"['c#', 'opencv', 'ffmpeg', 'udp', 'tello-drone']","{'account_id': 52895, 'reputation': 6518, 'user_id': 158103, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/b8d753a2cfc92032857aa82dd2079d55?s=256&d=identicon&r=PG', 'display_name': 'AlvinfromDiaspar', 'link': 'https://stackoverflow.com/users/158103/alvinfromdiaspar'}",False,576,0,1,1662539310,1582244993,1662539310.0,60330543,CC BY-SA 4.0,https://stackoverflow.com/questions/60330543/trying-to-read-streaming-video-using-opencvsharp4,Trying to read streaming video using OpenCVSharp4,,,,,
38,"['c#', 'opencv']","{'account_id': 1013493, 'reputation': 1206, 'user_id': 1025581, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/xKha9.jpg?s=256&g=1', 'display_name': 'ElDog', 'link': 'https://stackoverflow.com/users/1025581/eldog'}",False,181,0,1,1662539053,1581161025,1662539053.0,60126288,CC BY-SA 4.0,https://stackoverflow.com/questions/60126288/initialize-opencvsharp-videocapture-from-stream,Initialize OpenCVSharp.VideoCapture from Stream,,,,,
39,"['c#', '.net', 'winforms', 'asp.net-core', 'asp.net-core-webapi']","{'account_id': 108034, 'reputation': 5004, 'user_id': 286936, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/5b16f51ec8888a046ade005862aeda0d?s=256&d=identicon&r=PG', 'display_name': 'Matthew King', 'link': 'https://stackoverflow.com/users/286936/matthew-king'}",True,9638,2,23,1662393749,1580709161,1580762703.0,60033762,CC BY-SA 4.0,https://stackoverflow.com/questions/60033762/hosting-asp-net-core-api-in-a-windows-forms-application,Hosting ASP.NET Core API in a Windows Forms Application,60046440.0,,,,
40,"['c#', 'visual-studio', 'docker', '.net-core', 'azure-container-registry']","{'account_id': 6568360, 'reputation': 8478, 'user_id': 5077196, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://i.stack.imgur.com/AjgU4.jpg?s=256&g=1', 'display_name': 'Yahya Hussein', 'link': 'https://stackoverflow.com/users/5077196/yahya-hussein'}",True,2668,2,4,1662026640,1582139076,1597676659.0,60307506,CC BY-SA 4.0,https://stackoverflow.com/questions/60307506/getting-running-the-docker-exe-login-command-failed-while-trying-to-publish-t,Getting &quot;Running the docker.exe login command failed.&quot; while trying to publish to Azure container registery,,,,,
41,"['c#', '.net', 'handlebarshelper', 'handlebars.net']","{'account_id': 14336045, 'reputation': 5, 'user_id': 10355490, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-StJTMnkqqcA/AAAAAAAAAAI/AAAAAAAAAAA/APUIFaORsQMXn2pxIFjjfSSN3XK2hJvn0A/mo/photo.jpg?sz=256', 'display_name': 'Cemal &#199;elik', 'link': 'https://stackoverflow.com/users/10355490/cemal-%c3%87elik'}",True,594,2,0,1662014162,1581577499,1581577791.0,60202191,CC BY-SA 4.0,https://stackoverflow.com/questions/60202191/handlebars-c-if-equals-comparison,Handlebars C# if equals comparison,,,,,
42,"['java', 'c#', 'node.js', 'windows', 'shortcut-file']","{'account_id': 6068753, 'reputation': 39, 'user_id': 4738251, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/1QPDG.png?s=256&g=1', 'display_name': 'Shalien', 'link': 'https://stackoverflow.com/users/4738251/shalien'}",True,191,2,2,1661917605,1582214115,,60323884,CC BY-SA 4.0,https://stackoverflow.com/questions/60323884/why-are-windows-shortcut-not-accessible-when-reading-the-directory,Why are windows shortcut not accessible when reading the directory,60324421.0,,,,
43,"['c#', 'visual-studio', 'protocol-buffers', 'grpc']","{'account_id': 8975330, 'reputation': 1203, 'user_id': 6862530, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/--6atSEE0QhQ/AAAAAAAAAAI/AAAAAAAAACk/f-un3ANPfrA/photo.jpg?sz=256', 'display_name': 'Emanuel Lindstr&#246;m', 'link': 'https://stackoverflow.com/users/6862530/emanuel-lindstr%c3%b6m'}",True,1662,2,1,1661871056,1580991612,,60094877,CC BY-SA 4.0,https://stackoverflow.com/questions/60094877/how-to-fix-the-type-of-namespace-name-fault-does-not-exist-in-the-namespace,How to fix &quot;The type of namespace name &quot;Fault&quot; does not exist in the namespace&quot; for gRPC and C#?,60094878.0,,,,
44,"['c#', 'vtk']","{'account_id': 4608691, 'reputation': 31, 'user_id': 3860102, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/2fa3374e38d379f1d0112e663ccd8ff7?s=256&d=identicon&r=PG&f=1', 'display_name': 'sulabh', 'link': 'https://stackoverflow.com/users/3860102/sulabh'}",True,224,1,1,1661710785,1582618396,1582637603.0,60390129,CC BY-SA 4.0,https://stackoverflow.com/questions/60390129/draw-a-line-from-2d-label-to-a-point-in-3d-space-in-vtk,Draw a line from 2D Label to a point in 3D Space in VTK,60393964.0,,,,
