,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,migrated_from
16,"['c#', 'api', 'soap']","{'account_id': 3024956, 'reputation': 1458, 'user_id': 2592937, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/7f6f1b4360b689a449aa8d8b16decaa4?s=256&d=identicon&r=PG&f=1', 'display_name': 'KWallace', 'link': 'https://stackoverflow.com/users/2592937/kwallace'}",True,150,1,0,1667775938,1640828604,70526672,CC BY-SA 4.0,https://stackoverflow.com/questions/70526672/how-to-perform-soap-api-client-call-via-x509certificate2-with-2-way-mutual-authe,How to perform SOAP API client call via X509Certificate2 with 2-way mutual authentication in C#,70725719.0,1667775938.0,,,
17,"['c#', 'asp.net', '.net', 'localization', 'resources']","{'account_id': 21442572, 'reputation': 218, 'user_id': 15796815, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-8bToJ9e7DCg/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclTLeuQuh4NMpzM9ngv73m96SdCxA/s96-c/photo.jpg?sz=256', 'display_name': 'Alex Kay', 'link': 'https://stackoverflow.com/users/15796815/alex-kay'}",True,957,1,1,1667559364,1640062961,70430878,CC BY-SA 4.0,https://stackoverflow.com/questions/70430878/net-core-resource-localization-at-runtime,.NET Core resource localization at runtime,70443836.0,1667559364.0,,,
18,"['c#', 'regex']","{'account_id': 5965756, 'reputation': 1928, 'user_id': 4689583, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/7428863e33128c34e5f0ef555ad98eaa?s=256&d=identicon&r=PG&f=1', 'display_name': 'LAffair', 'link': 'https://stackoverflow.com/users/4689583/laffair'}",True,759,1,0,1667508524,1639559813,70361061,CC BY-SA 4.0,https://stackoverflow.com/questions/70361061/regex-match-everything-except-specified-characters-or-split-the-string,Regex - Match everything except specified characters or split the string,70361188.0,1639561550.0,,,
19,"['c#', 'cors', 'asp.net-core-webapi', 'asp.net-core-6.0']","{'account_id': 1636650, 'reputation': 304, 'user_id': 1509959, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/b37ea3610d56b243564543c7c902bf10?s=256&d=identicon&r=PG', 'display_name': 'Pete rudensky', 'link': 'https://stackoverflow.com/users/1509959/pete-rudensky'}",True,32901,4,19,1667490697,1640719284,70511588,CC BY-SA 4.0,https://stackoverflow.com/questions/70511588/how-to-enable-cors-in-asp-net-core-6-0-web-api-project,How to enable cors in ASP.NET Core 6.0 Web API project?,70512506.0,1640719815.0,,,
20,"['c#', 'visual-studio', 'unit-testing']","{'account_id': 12296207, 'reputation': 1306, 'user_id': 8971773, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://i.stack.imgur.com/tFcJU.png?s=256&g=1', 'display_name': 'Kira Resari', 'link': 'https://stackoverflow.com/users/8971773/kira-resari'}",True,972,5,3,1667483018,1639674823,70383043,CC BY-SA 4.0,https://stackoverflow.com/questions/70383043/visual-studio-test-project-does-not-find-namespace-of-tested-project,Visual Studio ~ Test project does not find namespace of tested project,70383469.0,1639676182.0,,,
21,"['c#', '.net', '.net-6.0']","{'account_id': 4763663, 'reputation': 54959, 'user_id': 3850405, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/b2b9eece8c493ba7ddcff82f845ff2af?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ogglas', 'link': 'https://stackoverflow.com/users/3850405/ogglas'}",True,4932,3,13,1667379439,1638955121,70272542,CC BY-SA 4.0,https://stackoverflow.com/questions/70272542/nuget-system-drawing-common-net-6-ca1416-this-call-site-is-reachable-on-all-pla,NuGet System.Drawing.Common .NET 6 CA1416 This call site is reachable on all platforms. &#39;Image.FromStream(Stream)&#39; is only supported on: &#39;windows&#39;,70272543.0,1639557729.0,,,
22,"['c#', 'unity3d', 'nullreferenceexception']","{'account_id': 22595203, 'reputation': 21, 'user_id': 16777613, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c348d6321457bccb2dbffad2dbf04602?s=256&d=identicon&r=PG&f=1', 'display_name': 'Pezza', 'link': 'https://stackoverflow.com/users/16777613/pezza'}",False,1454,4,1,1667249590,1639347511,70328177,CC BY-SA 4.0,https://stackoverflow.com/questions/70328177/why-cant-i-get-the-text-component-of-an-input-field,Why can&#39;t I get the Text component of an Input Field,,1639367607.0,,,
23,"['c#', 'elasticsearch', 'nest']","{'account_id': 23717340, 'reputation': 1, 'user_id': 17738304, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/32a65dafeee55a11d1529db892e86957?s=256&d=identicon&r=PG', 'display_name': 'currentstuck', 'link': 'https://stackoverflow.com/users/17738304/currentstuck'}",False,499,1,0,1667172478,1640158347,70445597,CC BY-SA 4.0,https://stackoverflow.com/questions/70445597/elasticsearch-skip-null-values,Elasticsearch skip null values,,,,,
24,"['c#', 'asp.net-core', 'exception', 'razor-pages', 'asp.net-core-razor-pages']","{'account_id': 909141, 'reputation': 3288, 'user_id': 943403, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/afNkx.png?s=256&g=1', 'display_name': 'Jenan', 'link': 'https://stackoverflow.com/users/943403/jenan'}",False,347,0,3,1667000782,1639163145,70309306,CC BY-SA 4.0,https://stackoverflow.com/questions/70309306/how-to-implement-exception-filter-in-asp-net-core-razor-pages,How to implement Exception Filter in Asp.Net Core Razor Pages,,1667000782.0,,,
25,"['c#', 'mvvm', 'prism']","{'account_id': 18745216, 'reputation': 1, 'user_id': 13667599, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiezasxxywbSQW9_UeeiH2Zhd-TMnYjc50FcDL0=k-s256', 'display_name': 'Larry Gragg', 'link': 'https://stackoverflow.com/users/13667599/larry-gragg'}",False,47,0,0,1666983029,1639257903,70319151,CC BY-SA 4.0,https://stackoverflow.com/questions/70319151/how-can-i-create-multiple-views-from-one-view-using-prism,How can I create multiple views from one view using Prism?,,1666983029.0,,,
26,"['c#', 'blazor', 'c#-10.0']","{'account_id': 20988898, 'reputation': 167, 'user_id': 15422118, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/93f22a88f6ecc8de57e85fd2b399b088?s=256&d=identicon&r=PG&f=1', 'display_name': 'UnusualWays', 'link': 'https://stackoverflow.com/users/15422118/unusualways'}",True,9486,3,8,1666961588,1638872099,70258327,CC BY-SA 4.0,https://stackoverflow.com/questions/70258327/c10-unclear-cs8600-warning,C#10 unclear CS8600 warning,,,,,
27,"['c#', 'html', 'css', 'blazor', 'radzen']","{'account_id': 23356324, 'reputation': 1, 'user_id': 17429246, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwKjx2bS7yjdgPJRbT4THEM0rqy9R0k2oUDV9VI=k-s256', 'display_name': 'HenryKan123', 'link': 'https://stackoverflow.com/users/17429246/henrykan123'}",False,845,1,0,1666961403,1638879351,70259983,CC BY-SA 4.0,https://stackoverflow.com/questions/70259983/how-to-remember-radzengrid-width-after-change-the-page,How to remember RadzenGrid width after change the page?,,,,,
28,"['c#', '.net-core', 'fluentvalidation']","{'account_id': 1159231, 'reputation': 17607, 'user_id': 1139099, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/AWxKH.png?s=256&g=1', 'display_name': 'harishr', 'link': 'https://stackoverflow.com/users/1139099/harishr'}",True,363,2,1,1666873595,1638545462,70216809,CC BY-SA 4.0,https://stackoverflow.com/questions/70216809/fluentvalidation-apply-globally-for-all-string-properties,fluentvalidation: apply globally for all string properties,,,,,
29,"['c#', '.net', 'system.data']","{'account_id': 406797, 'reputation': 380, 'user_id': 776507, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8bc9b3b917419389ce8f4b731c7c4597?s=256&d=identicon&r=PG', 'display_name': 'Level 42', 'link': 'https://stackoverflow.com/users/776507/level-42'}",True,620,1,1,1666795345,1638753536,70239987,CC BY-SA 4.0,https://stackoverflow.com/questions/70239987/where-do-i-find-system-data-entity-design-pluralizationservices-in-net-core-5-0,Where do I find System.Data.Entity.Design.PluralizationServices in .NET CORE 5.0,74209682.0,1638798226.0,,,
30,"['c#', 'dependency-injection', 'blazor', 'sendgrid', 'blazor-server-side']","{'account_id': 7171570, 'reputation': 411, 'user_id': 5478854, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://lh3.googleusercontent.com/-kG8NKl9Z5WI/AAAAAAAAAAI/AAAAAAAAACI/f2sxWL5n5qo/photo.jpg?sz=256', 'display_name': 'aterbo', 'link': 'https://stackoverflow.com/users/5478854/aterbo'}",True,694,2,2,1666785708,1639756096,70395626,CC BY-SA 4.0,https://stackoverflow.com/questions/70395626/sendgrid-email-service-in-blazor-dependency-injection-or-static-method,SendGrid email service in Blazor - Dependency Injection or Static method,,,,,
31,"['c#', 'ssl', 'asp.net-web-api', 'mtls', 'self-host-webapi']","{'account_id': 66555, 'reputation': 12399, 'user_id': 195176, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'blow', 'link': 'https://stackoverflow.com/users/195176/blow'}",False,827,0,1,1666689037,1640769224,70517343,CC BY-SA 4.0,https://stackoverflow.com/questions/70517343/asp-net-web-api-with-mutual-tls-authentication-on-self-hosted-server,ASP NET Web API with Mutual TLS authentication on self hosted server,,1666689037.0,,,
32,"['c#', 'entity-framework-core', 'ef-core-6.0']","{'account_id': 1491939, 'reputation': 609, 'user_id': 1398838, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/e6a15c5016f4f36c5d32de71b5fdc7c4?s=256&d=identicon&r=PG', 'display_name': 'MorganR', 'link': 'https://stackoverflow.com/users/1398838/morganr'}",False,362,3,0,1666664483,1639676004,70383302,CC BY-SA 4.0,https://stackoverflow.com/questions/70383302/ef-core-6-find-name-of-intermediate-table,EF Core 6: Find name of Intermediate table,,1639676565.0,,,
33,"['c#', 'asp.net', 'asp.net-core', 'google-oauth', 'asp.net-core-webapi']","{'account_id': 22693375, 'reputation': 71, 'user_id': 16861940, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f66128490abe54768a962e4f3cf28dea?s=256&d=identicon&r=PG&f=1', 'display_name': 'Asif Shakir', 'link': 'https://stackoverflow.com/users/16861940/asif-shakir'}",False,4366,2,3,1666521652,1640719140,70511560,CC BY-SA 4.0,https://stackoverflow.com/questions/70511560/asp-net-core-web-api-google-authentication,ASP.NET Core Web API Google Authentication,,,,,
34,"['c#', '.net', 'struct', 'unsafe', 'value-type']","{'account_id': 50934, 'reputation': 2083, 'user_id': 152064, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/3fc09167d6fbc34a7ffec6cd6ef8134b?s=256&d=identicon&r=PG', 'display_name': 'Michael Covelli', 'link': 'https://stackoverflow.com/users/152064/michael-covelli'}",True,318,2,2,1666453790,1639843137,70404914,CC BY-SA 4.0,https://stackoverflow.com/questions/70404914/returning-span-from-a-property-with-unsafe-and-fixed,Returning Span from a Property With Unsafe and Fixed,70411047.0,,,,
35,"['c#', 'firebase', 'asp.net-core', '.net-core', 'base64']","{'account_id': 4561270, 'reputation': 4775, 'user_id': 3703534, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/ApYeB.jpg?s=256&g=1', 'display_name': 'Sachith Wickramaarachchi', 'link': 'https://stackoverflow.com/users/3703534/sachith-wickramaarachchi'}",True,1040,2,2,1666435903,1639730326,70390396,CC BY-SA 4.0,https://stackoverflow.com/questions/70390396/how-to-upload-base64-image-into-firebase-using-net-core,How to upload Base64 image into firebase using .NET Core,70391892.0,,,,
36,"['c#', '.net-6.0', 'maui']","{'account_id': 6908905, 'reputation': 3822, 'user_id': 5305592, 'user_type': 'registered', 'accept_rate': 36, 'profile_image': 'https://www.gravatar.com/avatar/7e9b659dde6e528e0316572055db507f?s=256&d=identicon&r=PG&f=1', 'display_name': 'zwl1619', 'link': 'https://stackoverflow.com/users/5305592/zwl1619'}",False,309,1,4,1666318245,1638610081,70224434,CC BY-SA 4.0,https://stackoverflow.com/questions/70224434/how-to-set-global-hotkey-with-maui-and-net6-on-windows,How to set global hotkey with maui and .net6 on windows?,,,,,
37,"['c#', 'asp.net-core-webapi', '.net-6.0', 'nservicebus']","{'account_id': 4248716, 'reputation': 273, 'user_id': 3476528, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://i.stack.imgur.com/szJS2.png?s=256&g=1', 'display_name': '0lt', 'link': 'https://stackoverflow.com/users/3476528/0lt'}",True,526,1,0,1666297686,1640093190,70436227,CC BY-SA 4.0,https://stackoverflow.com/questions/70436227/cannot-subscribe-to-events-from-an-asp-net-core-6-0-api-nservicebus-endpoint,Cannot subscribe to events from an ASP.NET Core 6.0 API NServiceBus endpoint,70437302.0,1666297686.0,,,
38,"['c#', 'asp.net-core', 'asp.net-core-3.1', 'quartz.net']","{'account_id': 5997150, 'reputation': 152, 'user_id': 4711496, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b41b36b7768a1fec13f8b6b6de7e02fb?s=256&d=identicon&r=PG&f=1', 'display_name': 'Seb', 'link': 'https://stackoverflow.com/users/4711496/seb'}",False,1095,1,4,1666292177,1639487188,70349366,CC BY-SA 4.0,https://stackoverflow.com/questions/70349366/start-quartz-job-dynamically-in-asp-net-core-3-1-webapi,Start Quartz Job dynamically in ASP.NET Core 3.1 WebAPI,,1666292177.0,,,
39,"['c#', 'unity3d', 'coroutine', 'cancellation']","{'account_id': 22093933, 'reputation': 321, 'user_id': 16351560, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/iRAsn.png?s=256&g=1', 'display_name': 'Zserbinator', 'link': 'https://stackoverflow.com/users/16351560/zserbinator'}",True,2236,2,2,1666255225,1639517185,70355725,CC BY-SA 4.0,https://stackoverflow.com/questions/70355725/exception-handling-of-coroutines-in-unity,Exception handling of coroutines in Unity,70361710.0,1639578583.0,,,
40,"['c#', 'async-await', 'blazor-webassembly']","{'account_id': 896309, 'reputation': 286, 'user_id': 933493, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://www.gravatar.com/avatar/15cc9512db2d9c06593d835a505bdd80?s=256&d=identicon&r=PG', 'display_name': 'Vahid Rassouli', 'link': 'https://stackoverflow.com/users/933493/vahid-rassouli'}",True,658,3,1,1666211428,1640880256,70533954,CC BY-SA 4.0,https://stackoverflow.com/questions/70533954/call-async-method-from-non-async-method-in-blazor-web-assembly,Call async method from non-async method in blazor web assembly,,,,,
41,"['c#', 'json', 'serialization']","{'account_id': 914856, 'reputation': 2248, 'user_id': 947889, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/OEJez.jpg?s=256&g=1', 'display_name': 'Dr. Strangelove', 'link': 'https://stackoverflow.com/users/947889/dr-strangelove'}",True,1225,4,1,1666133046,1640897122,70536520,CC BY-SA 4.0,https://stackoverflow.com/questions/70536520/on-the-fly-formatting-a-stream-of-json-using-system-text-json,On-the-fly formatting a stream of JSON using System.Text.Json,,1640979036.0,,,
42,"['c#', 'parquet', 'parquet.net']","{'account_id': 8193957, 'reputation': 4017, 'user_id': 6167440, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/058051f8cb05e24aefbb72e0269a1349?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tyron78', 'link': 'https://stackoverflow.com/users/6167440/tyron78'}",True,995,1,1,1666022690,1638525718,70212479,CC BY-SA 4.0,https://stackoverflow.com/questions/70212479/transfering-huge-amount-of-data-from-sql-server-into-parquet-file,Transfering huge amount of data from SQL Server into parquet file,,1638532580.0,,,
43,"['c#', '.net', 'bitmap', 'gdi+', 'system.drawing']","{'account_id': 452498, 'reputation': 5940, 'user_id': 848968, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://i.stack.imgur.com/Y9IL8.jpg?s=256&g=1', 'display_name': 'techno', 'link': 'https://stackoverflow.com/users/848968/techno'}",True,300,1,0,1666003002,1639216623,70314147,CC BY-SA 4.0,https://stackoverflow.com/questions/70314147/drawing-diagonal-text-all-over-bitmap,Drawing Diagonal Text all over Bitmap,70338615.0,1666003002.0,,,
44,"['c#', 'visual-studio-2022', 'dotnetbar']","{'account_id': 19213978, 'reputation': 1, 'user_id': 14039112, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjRoaq6RQ1HMM0wLr2EK9PVXYtZQq7zXEexmHGTeg=k-s256', 'display_name': 'Mohammad Hassan Heydari', 'link': 'https://stackoverflow.com/users/14039112/mohammad-hassan-heydari'}",False,416,1,0,1665960078,1638595474,70223253,CC BY-SA 4.0,https://stackoverflow.com/questions/70223253/dotnetbar-component-properties-not-load-in-property-panel-visual-studio-2022,dotNetBar component properties not load in property panel visual Studio 2022,,1638595851.0,,,
45,['c#'],"{'account_id': 23603877, 'reputation': 9, 'user_id': 17639908, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cad7fad4cccff6ef87e4c6ca06b179c2?s=256&d=identicon&r=PG', 'display_name': 'user17639908', 'link': 'https://stackoverflow.com/users/17639908/user17639908'}",True,397,2,-1,1665514267,1639090341,70297733,,https://stackoverflow.com/questions/70297733/c-sorting-string-list-with-underscore-and-hyphen,C# Sorting string list with underscore and hyphen,,1665514267.0,1639597190.0,Needs details or clarity,
