,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason,migrated_from,community_owned_date
18,"['c#', '.net', 'multithreading']","{'account_id': 1611981, 'reputation': 689, 'user_id': 1490655, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/590a13d0b670eac61525c2ea6a4d79fc?s=256&d=identicon&r=PG', 'display_name': 'Arindam Das', 'link': 'https://stackoverflow.com/users/1490655/arindam-das'}",True,12408,12383657.0,4,1,1666888573,1347433956,1347437784.0,12382898,CC BY-SA 3.0,https://stackoverflow.com/questions/12382898/how-do-i-check-the-state-of-a-thread,How do I check the state of a thread,,,,,
19,"['c#', 'multithreading', 'asynchronous', 'async-await', 'ctp']","{'account_id': 539641, 'reputation': 913, 'user_id': 907544, 'user_type': 'registered', 'accept_rate': 30, 'profile_image': 'https://www.gravatar.com/avatar/30b11400db3370a0cceaf71656d350a2?s=256&d=identicon&r=PG', 'display_name': 'Guy Segal', 'link': 'https://stackoverflow.com/users/907544/guy-segal'}",True,5192,,4,19,1666806746,1346503997,1346504141.0,12227906,CC BY-SA 3.0,https://stackoverflow.com/questions/12227906/what-happens-to-the-thread-when-reaching-await-on-async-method,What happens to the thread when reaching &#39;await&#39; on &#39;async&#39; method?,,,,,
20,"['c#', '.net']","{'user_type': 'does_not_exist', 'display_name': 'user1512559'}",True,306581,12528133.0,8,62,1666790711,1348220747,1538923672.0,12528107,CC BY-SA 4.0,https://stackoverflow.com/questions/12528107/check-an-integer-value-is-null-in-c,Check an integer value is Null in c#,,,,,
21,"['c#', 'sqlite', 'system.data.sqlite']","{'account_id': 198465, 'reputation': 1592, 'user_id': 443136, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/96f1ca62e16935890751ea3b4d7d84c8?s=256&d=identicon&r=PG', 'display_name': 'Valerio Santinelli', 'link': 'https://stackoverflow.com/users/443136/valerio-santinelli'}",True,48137,12679840.0,14,41,1666344495,1348238402,,12532729,CC BY-SA 3.0,https://stackoverflow.com/questions/12532729/sqlite-keeps-the-database-locked-even-after-the-connection-is-closed,SQLite keeps the database locked even after the connection is closed,,,,,
22,"['c#', '.net', 'task-parallel-library', 'async-await', 'c#-5.0']","{'account_id': 82158, 'reputation': 33850, 'user_id': 231216, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/3192eeb39449a86afa994fa9efc83179?s=256&d=identicon&r=PG', 'display_name': 'Ben Foster', 'link': 'https://stackoverflow.com/users/231216/ben-foster'}",True,370319,12338717.0,8,505,1666216711,1347180004,1347191582.0,12337671,CC BY-SA 3.0,https://stackoverflow.com/questions/12337671/using-async-await-for-multiple-tasks,Using async/await for multiple tasks,,,,,
23,"['c#', 'unit-testing', 'mocking', 'moq']","{'account_id': 1875482, 'reputation': 2131, 'user_id': 1696786, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/984cd4d391839dba0c9b0942f9fb9165?s=256&d=identicon&r=PG&f=1', 'display_name': 'Himanshu', 'link': 'https://stackoverflow.com/users/1696786/himanshu'}",True,146762,12580110.0,6,84,1666112837,1348565277,1537987278.0,12580015,CC BY-SA 4.0,https://stackoverflow.com/questions/12580015/how-to-mock-static-methods-in-c-using-moq-framework,How to mock static methods in c# using MOQ framework?,,,,,
24,"['c#', 'reflection', 'propertyinfo']","{'account_id': 1593915, 'reputation': 1095, 'user_id': 1476606, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/98ff999df2bd0b31c27726c9cbc4fae4?s=256&d=identicon&r=PG', 'display_name': 'Sravan', 'link': 'https://stackoverflow.com/users/1476606/sravan'}",True,17900,12294308.0,4,22,1665823709,1346913302,1346913676.0,12294242,CC BY-SA 3.0,https://stackoverflow.com/questions/12294242/how-to-set-vaues-to-the-nested-property-using-c-reflection,How to set Vaues to the Nested Property using C# Reflection.?,,,,,
25,"['c#', 'documentum', 'dfc']","{'account_id': 1823117, 'reputation': 73, 'user_id': 1656690, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/a6dd85cf2e6fd3534affaddc71cf486e?s=256&d=identicon&r=PG', 'display_name': 'khalid khan', 'link': 'https://stackoverflow.com/users/1656690/khalid-khan'}",False,7542,,2,4,1665806815,1347109192,1347109453.0,12330910,CC BY-SA 3.0,https://stackoverflow.com/questions/12330910/how-to-get-document-content-using-dfc-in-c,how to get document content using DFC in c#,,,,,
26,"['c#', '.net', 'list', 'char']","{'account_id': 1787680, 'reputation': 1157, 'user_id': 1628789, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/f59baadae4c3678ce91d69532b417a74?s=256&d=identicon&r=PG', 'display_name': 'silla', 'link': 'https://stackoverflow.com/users/1628789/silla'}",True,27592,12350828.0,6,9,1665499895,1347276696,,12350801,CC BY-SA 3.0,https://stackoverflow.com/questions/12350801/check-string-for-invalid-characters-smartest-way,Check string for invalid characters? Smartest way?,,,,,
27,['c#'],"{'account_id': 1108313, 'reputation': 2270, 'user_id': 1099235, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://i.stack.imgur.com/jh1bI.jpg?s=256&g=1', 'display_name': 'ZedBee', 'link': 'https://stackoverflow.com/users/1099235/zedbee'}",True,10141,12554810.0,5,3,1665412232,1348423257,1386086202.0,12554782,CC BY-SA 3.0,https://stackoverflow.com/questions/12554782/c-xmlwriter-create-access-to-path-denied,C# XmlWriter.Create() - Access to path denied,,,,,
28,"['c#', 'jquery', 'asp.net', 'asp.net-mvc']","{'account_id': 1712438, 'reputation': 439, 'user_id': 1570179, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/8c126b2f288bc3a5cbd76422c7f97077?s=256&d=identicon&r=PG', 'display_name': 'Silent', 'link': 'https://stackoverflow.com/users/1570179/silent'}",True,28469,12572910.0,2,16,1664820597,1348520454,1495539845.0,12572856,CC BY-SA 3.0,https://stackoverflow.com/questions/12572856/jquery-post-array-asp-net-mvc-4,jQuery post array - ASP.Net MVC 4,,,,,
29,"['c#', 'unit-testing', 'visual-studio-2012', 'class-library']","{'account_id': 1878276, 'reputation': 161, 'user_id': 1698994, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1590f9634b41e06315b4d9c33b2b3186?s=256&d=identicon&r=PG', 'display_name': 'Matt', 'link': 'https://stackoverflow.com/users/1698994/matt'}",True,15929,,3,16,1664605424,1348628710,1592644375.0,12594018,CC BY-SA 4.0,https://stackoverflow.com/questions/12594018/cannot-debug-a-unit-testing-project-in-visual-studio-2012,Cannot debug a unit testing project in Visual Studio 2012,,,,,
30,"['c#', 'properties']","{'account_id': 93933, 'reputation': 1383, 'user_id': 256761, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/f014adb41f75b8657af28b21e56c108b?s=256&d=identicon&r=PG', 'display_name': 'ActionFactory', 'link': 'https://stackoverflow.com/users/256761/actionfactory'}",True,3688,12552061.0,2,0,1664498211,1348400394,1348401536.0,12552038,CC BY-SA 3.0,https://stackoverflow.com/questions/12552038/best-way-to-limit-a-string-property-to-a-set-of-string-values,Best way to Limit a String Property to a set of String Values,,,,,
31,"['c#', '.net', 'enums']","{'account_id': 1353315, 'reputation': 2375, 'user_id': 1292212, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://www.gravatar.com/avatar/96ab72753e2500022d5f923c95d2546b?s=256&d=identicon&r=PG', 'display_name': 'Jack Zhang', 'link': 'https://stackoverflow.com/users/1292212/jack-zhang'}",True,116628,12291985.0,5,107,1664496922,1346896394,1348955924.0,12291953,CC BY-SA 3.0,https://stackoverflow.com/questions/12291953/how-to-check-if-a-enum-contain-a-number,How to check If a Enum contain a number?,,,,,
32,"['c#', 'linq', 'ienumerable']","{'account_id': 47197, 'reputation': 18080, 'user_id': 139667, 'user_type': 'registered', 'accept_rate': 36, 'profile_image': 'https://www.gravatar.com/avatar/e083e1865879535bb75306472b4ba5d0?s=256&d=identicon&r=PG&f=1', 'display_name': 'Trident D&#39;Gao', 'link': 'https://stackoverflow.com/users/139667/trident-dgao'}",True,14514,,6,18,1664301620,1347456207,1495539996.0,12389203,CC BY-SA 3.0,https://stackoverflow.com/questions/12389203/how-do-i-chunk-an-enumerable,how do I chunk an enumerable?,,,,,
33,"['c#', 'iphone', 'ios', 'regex', 'mobile-safari']","{'account_id': 1159882, 'reputation': 812, 'user_id': 1139626, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/3829686221864c1655705758006df712?s=256&d=identicon&r=PG', 'display_name': 'Daniel Hallqvist', 'link': 'https://stackoverflow.com/users/1139626/daniel-hallqvist'}",True,1741,12491163.0,1,2,1663987936,1348040582,1348040825.0,12490441,CC BY-SA 3.0,https://stackoverflow.com/questions/12490441/generic-regex-to-get-ios-version-all-ios-devices,"Generic regex to get iOS version, all iOS devices",,,,,
34,"['c#', 'wpf', 'listview']","{'account_id': 1500485, 'reputation': 61, 'user_id': 1405327, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/2b843adc91b958dc681d7352ba5da9f2?s=256&d=identicon&r=PG', 'display_name': 'user1405327', 'link': 'https://stackoverflow.com/users/1405327/user1405327'}",False,9124,,2,0,1663761860,1348284476,1369903755.0,12540430,CC BY-SA 3.0,https://stackoverflow.com/questions/12540430/finditem-or-find-string-record-in-listview-in-wpf,FindItem or Find String/Record in Listview in WPF,,,,,
35,"['c#', '.net', 'asp.net-web-api']","{'account_id': 34800, 'reputation': 25640, 'user_id': 98422, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://i.stack.imgur.com/fGGLP.jpg?s=256&g=1', 'display_name': 'Gary McGill', 'link': 'https://stackoverflow.com/users/98422/gary-mcgill'}",True,25095,12556230.0,9,29,1663743880,1348430410,,12555795,CC BY-SA 3.0,https://stackoverflow.com/questions/12555795/where-is-request-createerrorresponse,Where is Request.CreateErrorResponse?,,,,,
36,"['c#', 'sql', 'datatable', 'dataset']","{'account_id': 1348130, 'reputation': 3792, 'user_id': 1288473, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/6NhQ5.jpg?s=256&g=1', 'display_name': 'Eternal21', 'link': 'https://stackoverflow.com/users/1288473/eternal21'}",True,36809,12514385.0,4,6,1663718932,1348148250,1365471801.0,12513853,CC BY-SA 3.0,https://stackoverflow.com/questions/12513853/how-to-apply-sql-query-to-a-c-datatable-dataset,How to apply SQL query to a C# DataTable/Dataset?,,,,,
37,"['c#', 'entity-framework', 'reflection']","{'account_id': 239809, 'reputation': 6838, 'user_id': 1209216, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/63a3484cba986a0021642831c7609a93?s=256&d=identicon&r=PG', 'display_name': 'user1209216', 'link': 'https://stackoverflow.com/users/1209216/user1209216'}",True,31026,12455419.0,3,15,1663320021,1347869626,1591814237.0,12455389,CC BY-SA 4.0,https://stackoverflow.com/questions/12455389/entity-framework-get-entity-by-name,Entity framework - get entity by name,,,,,
38,"['c#', 'asp.net', 'devexpress']","{'account_id': 416763, 'reputation': 435, 'user_id': 792335, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/3c9d796fd52437f1f9ee78646071a57a?s=256&d=identicon&r=PG', 'display_name': 'Tamseyc', 'link': 'https://stackoverflow.com/users/792335/tamseyc'}",False,8440,,2,0,1662832845,1348129412,1348134197.0,12508724,CC BY-SA 3.0,https://stackoverflow.com/questions/12508724/triggering-aspxgridview-rowclick-event-and-handling-it-on-server,Triggering ASPxGridView RowClick event and handling it on server,,,,,
39,"['c#', 'mysql', 'linq']","{'account_id': 1618498, 'reputation': 111, 'user_id': 1495564, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/dcede12c9680d67437384b1cdff11219?s=256&d=identicon&r=PG', 'display_name': 'kala', 'link': 'https://stackoverflow.com/users/1495564/kala'}",True,22918,12388712.0,3,5,1662764700,1347453523,1662764700.0,12388347,CC BY-SA 4.0,https://stackoverflow.com/questions/12388347/how-to-use-linq-to-sql-with-mysql,how to use LINQ to SQL with mySQL,,,,,
40,"['c#', 'visual-studio-2010', 'c#-4.0', 'smtp']","{'account_id': 1020448, 'reputation': 732, 'user_id': 1030937, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'JustMe', 'link': 'https://stackoverflow.com/users/1030937/justme'}",False,8241,,2,1,1662753780,1348488439,,12564771,CC BY-SA 3.0,https://stackoverflow.com/questions/12564771/relay-access-denied-on-sending-email,Relay access denied on sending email,,,,,
41,"['c#', 'datetime', 'timespan']","{'account_id': 1157276, 'reputation': 6843, 'user_id': 1366887, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/0c0c74974262634dce24ddf66d332028?s=256&d=identicon&r=PG&f=1', 'display_name': 'Hunter Mitchell', 'link': 'https://stackoverflow.com/users/1366887/hunter-mitchell'}",True,206221,12521411.0,6,63,1662642591,1348177378,1428695697.0,12521366,CC BY-SA 3.0,https://stackoverflow.com/questions/12521366/getting-time-span-between-two-times-in-c,Getting time span between two times in C#?,,,,,
42,"['c#', 'iis-7.5', 'authentication', 'mixed-authentication']","{'account_id': 483656, 'reputation': 51, 'user_id': 898858, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/a2aa919589bc264e33146183733e7894?s=256&d=identicon&r=PG', 'display_name': 'ssq', 'link': 'https://stackoverflow.com/users/898858/ssq'}",False,8510,,1,2,1662516515,1346770076,,12266033,CC BY-SA 3.0,https://stackoverflow.com/questions/12266033/windows-and-anonymous-authentication-on-iis-7-5-allow-auto-login-for-internal-a,"windows and anonymous authentication on IIS 7.5, allow auto login for internal and manual login for external",,,,,
43,"['c#', 'richtextbox', 'rtf']","{'account_id': 1060612, 'reputation': 515, 'user_id': 1062328, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/32dfe1b3c180433c4d8a60ad27dd396c?s=256&d=identicon&r=PG', 'display_name': 'francops henri', 'link': 'https://stackoverflow.com/users/1062328/francops-henri'}",False,9088,,5,0,1662174086,1348479355,1348479702.0,12562357,CC BY-SA 3.0,https://stackoverflow.com/questions/12562357/how-to-add-text-in-a-created-table-in-a-richtextbox,How to add text in a created table in a richtextbox?,,,,,
44,"['c#', 'javascript', 'email']","{'account_id': 1111634, 'reputation': 679, 'user_id': 1102001, 'user_type': 'registered', 'accept_rate': 27, 'profile_image': 'https://www.gravatar.com/avatar/1f4a86da4fd63d7aab7946e669277bdc?s=256&d=identicon&r=PG', 'display_name': 'user1102001', 'link': 'https://stackoverflow.com/users/1102001/user1102001'}",False,19933,,1,2,1662159670,1346674499,,12247696,CC BY-SA 3.0,https://stackoverflow.com/questions/12247696/open-outlook-with-javascript-for-sending-mail-with-attachment-in-c,Open outlook with javascript for sending mail with attachment in c#,,,,,
45,"['c#', '.net', 'opencv']","{'account_id': 1838434, 'reputation': 159, 'user_id': 1668344, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/96cab47bf077490a4b32322e4f1b1cbf?s=256&d=identicon&r=PG', 'display_name': 'BlueAutumn', 'link': 'https://stackoverflow.com/users/1668344/blueautumn'}",False,1728,,0,1,1662131153,1347539951,1662131153.0,12406483,CC BY-SA 4.0,https://stackoverflow.com/questions/12406483/experiencing-problems-using-opencvsharp-houghlines2-method-with-cvmat,Experiencing problems using OpenCVSharp HoughLines2 method with CvMat,,,,,
46,"['c#', 'opencv']","{'account_id': 22264, 'reputation': 21632, 'user_id': 54746, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/2c639f8c215cb4bd988e589a7aa66b90?s=256&d=identicon&r=PG', 'display_name': 'CaffGeek', 'link': 'https://stackoverflow.com/users/54746/caffgeek'}",True,7798,12328880.0,3,2,1662131147,1347083935,1662131147.0,12328438,CC BY-SA 4.0,https://stackoverflow.com/questions/12328438/opencv-finding-multiple-matches,OpenCv: Finding multiple matches,,,,,
47,"['c#', 'opencv', 'unity3d', 'compiler-construction', 'internals']","{'account_id': 356742, 'reputation': 1168, 'user_id': 696441, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e0d734e6c962c4d94b7cd17ef5a64d38?s=256&d=identicon&r=PG', 'display_name': 'Aldwoni', 'link': 'https://stackoverflow.com/users/696441/aldwoni'}",False,1218,,0,1,1662106780,1348863698,1662106780.0,12646882,CC BY-SA 4.0,https://stackoverflow.com/questions/12646882/opencvsharp-and-unity3d-internal-compiler-error,OpenCVSharp and Unity3d: Internal compiler error,,,,,
48,"['c#', 'opencv']","{'account_id': 1856696, 'reputation': 61, 'user_id': 1682103, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/04ff8c26fd14e6fc54a9bb70e896ba2b?s=256&d=identicon&r=PG', 'display_name': 'Alex Gray', 'link': 'https://stackoverflow.com/users/1682103/alex-gray'}",False,1940,,0,1,1662106769,1348035249,1662106769.0,12489422,CC BY-SA 4.0,https://stackoverflow.com/questions/12489422/memory-leak-using-opencvsharp,Memory Leak using opencvsharp,,,,,
