,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,protected_date
10,"['c#', 'asp.net-mvc', 'asp.net-core-3.1', 'iis-10']","{'account_id': 15264395, 'reputation': 19, 'user_id': 11013486, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/62ccb9fde52564036228eb7dc2515526?s=256&d=identicon&r=PG&f=1', 'display_name': 'WannBo', 'link': 'https://stackoverflow.com/users/11013486/wannbo'}",False,2436,2,0,1667853260,1603668242,64529830,CC BY-SA 4.0,https://stackoverflow.com/questions/64529830/net-core-3-1-app-on-iis-10-gives-500-internal-error-and-no-logs-anywhere,.net core 3.1 app on iis 10 gives 500 Internal error and no logs anywhere,,1603670289.0,,,
11,"['c#', 'unity3d', 'graphics', 'shader', 'textures']","{'account_id': 6970461, 'reputation': 6882, 'user_id': 5348875, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/e050e66d97a3f54b0453533428088e6c?s=256&d=identicon&r=PG', 'display_name': 'Daniel', 'link': 'https://stackoverflow.com/users/5348875/daniel'}",False,782,2,0,1667820010,1602009984,64232031,CC BY-SA 4.0,https://stackoverflow.com/questions/64232031/apply-shader-to-texture,Apply shader to texture,,,,,
12,"['c#', 'asp.net-core', 'dependency-injection', 'mediatr']","{'account_id': 5073508, 'reputation': 111, 'user_id': 4071624, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/gYRBr.jpg?s=256&g=1', 'display_name': 'mustafaerdogmus', 'link': 'https://stackoverflow.com/users/4071624/mustafaerdogmus'}",True,10673,3,3,1667735116,1601848496,64200273,CC BY-SA 4.0,https://stackoverflow.com/questions/64200273/mediatr-error-register-your-handlers-with-the-container,MediatR error: Register your handlers with the container,,1629205218.0,,,
13,"['c#', 'design-patterns', 'factory']","{'account_id': 9336158, 'reputation': 19, 'user_id': 11662364, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d5a22579974507da21dbbdc87e42e659?s=256&d=identicon&r=PG&f=1', 'display_name': 'Recktus', 'link': 'https://stackoverflow.com/users/11662364/recktus'}",True,1256,2,0,1667651834,1601573604,64160492,CC BY-SA 4.0,https://stackoverflow.com/questions/64160492/c-provider-vs-factory-class-example,C#: Provider vs Factory class example,,1601575602.0,,,
14,"['c#', 'unity3d']","{'account_id': 3894996, 'reputation': 399, 'user_id': 3224295, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://i.stack.imgur.com/MiU7N.jpg?s=256&g=1', 'display_name': 'Alde', 'link': 'https://stackoverflow.com/users/3224295/alde'}",True,35944,4,12,1667501710,1602517567,64321053,CC BY-SA 4.0,https://stackoverflow.com/questions/64321053/unity-multiple-precompiled-assemblies-with-the-same-name-using-external-dll,Unity &quot;Multiple precompiled assemblies with the same name&quot; using external dll,,,,,
15,"['c#', 'console-application']","{'account_id': 14810779, 'reputation': 21, 'user_id': 10696499, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9c8911e844fccd1223fc6b777fbc65f2?s=256&d=identicon&r=PG&f=1', 'display_name': 'corzan', 'link': 'https://stackoverflow.com/users/10696499/corzan'}",True,507,5,-1,1667315105,1601498039,64145329,CC BY-SA 4.0,https://stackoverflow.com/questions/64145329/how-to-check-if-a-username-has-3-digits,How to check if a username has 3 digits,64145578.0,1601498374.0,,,
16,"['c#', '.net', 'string', 'serial-port']","{'account_id': 14028917, 'reputation': 45, 'user_id': 10133287, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5cfde1d3e95959c7c1a08f74dd985354?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ziema', 'link': 'https://stackoverflow.com/users/10133287/ziema'}",True,221,4,1,1666529691,1602154295,64260991,CC BY-SA 4.0,https://stackoverflow.com/questions/64260991/how-to-correctly-parse-received-serial-data-into-lines,How to correctly parse received serial data into lines?,64261287.0,,,,
17,"['c#', 'visual-studio', 'debugging', 'iis-10']","{'account_id': 3333550, 'reputation': 415, 'user_id': 2801825, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/33dfb9d7af8ac6ea64480b00751d355c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Johann Marx', 'link': 'https://stackoverflow.com/users/2801825/johann-marx'}",False,970,0,0,1666374323,1601886665,64205045,CC BY-SA 4.0,https://stackoverflow.com/questions/64205045/windows-10-visual-studio-has-insufficient-privileges-to-debug-this-process,Windows 10 - Visual Studio has insufficient privileges to debug this process,,1601888068.0,,,
18,"['c#', 'binding', 'radio-button', 'blazor']","{'account_id': 18042239, 'reputation': 81, 'user_id': 13114059, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ggwc9hQ8qMKwPoOZl-JVyydpv76vDzSf9IM8w0b7Q=k-s256', 'display_name': 'Shreya Bhattacharya', 'link': 'https://stackoverflow.com/users/13114059/shreya-bhattacharya'}",True,24157,1,7,1666342789,1602737735,64365100,CC BY-SA 4.0,https://stackoverflow.com/questions/64365100/how-to-bind-radio-buttons-in-blazor,How to bind Radio Buttons In Blazor?,,1603098502.0,,,
19,"['c#', 'xamarin', 'xamarin.uwp']","{'account_id': 18868109, 'reputation': 49, 'user_id': 13763388, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/36dda7509f1a6b7270bef86b81c3a40c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Leo', 'link': 'https://stackoverflow.com/users/13763388/leo'}",True,1151,3,0,1666261072,1603209432,64448908,CC BY-SA 4.0,https://stackoverflow.com/questions/64448908/about-collectionview-deselect-the-selecteditem,About CollectionView Deselect the SelectedItem,,,,,
20,"['c#', 'asp.net', 'asp.net-core', '.net-core']","{'account_id': 1273256, 'reputation': 458, 'user_id': 1229063, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/51a62d53b59f8cfd1df2ab86356b0fdd?s=256&d=identicon&r=PG', 'display_name': 'Michael_S_', 'link': 'https://stackoverflow.com/users/1229063/michael-s'}",False,557,1,1,1666029592,1603370155,64482362,CC BY-SA 4.0,https://stackoverflow.com/questions/64482362/how-determine-if-an-application-is-a-web-application-in-net-core,How determine if an application is a web application in .NET Core?,,,,,
21,"['c#', 'wpf', 'material-design']","{'account_id': 12499692, 'reputation': 427, 'user_id': 9098538, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/d5863ffca9fd9167d26eb2233bc2cd6f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Shadyjunior', 'link': 'https://stackoverflow.com/users/9098538/shadyjunior'}",False,174,1,1,1666008817,1602091440,64249212,CC BY-SA 4.0,https://stackoverflow.com/questions/64249212/allow-row-to-grow-and-text-wrap-using-datagrid-in-material-design,Allow row to grow and text wrap using datagrid in Material Design,,1666008817.0,,,
22,"['c#', 'itext', 'nullreferenceexception']","{'account_id': 14111095, 'reputation': 175, 'user_id': 10193931, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9224fea3aad61631c40ca45c76fb86c3?s=256&d=identicon&r=PG&f=1', 'display_name': 'John', 'link': 'https://stackoverflow.com/users/10193931/john'}",False,299,2,-1,1665975419,1601559194,64156487,CC BY-SA 4.0,https://stackoverflow.com/questions/64156487/itextsharp-getinstance-nullreferenceexception-error,iTextSharp GetInstance - NullReferenceException error,,1601563467.0,,,
23,"['c#', 'if-statement', 'random']","{'account_id': 19543309, 'reputation': 5, 'user_id': 14300661, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1736806503152380/picture?type=large', 'display_name': 'Bal500', 'link': 'https://stackoverflow.com/users/14300661/bal500'}",True,46,1,-3,1665838846,1601741565,64186318,CC BY-SA 4.0,https://stackoverflow.com/questions/64186318/checking-is-the-answer-of-a-randomly-created-addition-is-correct-in-c,Checking is the answer of a randomly created addition is correct in C#,,1665838846.0,,,
24,"['c#', 'entity-framework', 'unit-testing', 'mocking']","{'account_id': 16872232, 'reputation': 58, 'user_id': 12200507, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/9AGxG.png?s=256&g=1', 'display_name': 'nCis', 'link': 'https://stackoverflow.com/users/12200507/ncis'}",True,479,3,1,1665505757,1602531240,64324287,CC BY-SA 4.0,https://stackoverflow.com/questions/64324287/c-unit-test-for-post-method-that-uses-db-context-with-inmemorydb,C# unit test for POST method that uses DB context with inMemoryDb,,1602602410.0,,,
25,"['c#', 'asp.net-core-webapi', 'c#-5.0']","{'account_id': 19626918, 'reputation': 11, 'user_id': 14366047, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5d92788fcc1aeb7c0d067f4b2173e080?s=256&d=identicon&r=PG&f=1', 'display_name': 'CODEOF50', 'link': 'https://stackoverflow.com/users/14366047/codeof50'}",True,1671,4,1,1665401626,1603789600,64551146,CC BY-SA 4.0,https://stackoverflow.com/questions/64551146/removing-id-from-web-api-response,Removing $id from web api response,,1603790382.0,,,
26,"['c#', 'async-await', 'polly', 'retry-logic', 'bulkhead']","{'account_id': 15495526, 'reputation': 28946, 'user_id': 11178549, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ePjRo.png?s=256&g=1', 'display_name': 'Theodor Zoulias', 'link': 'https://stackoverflow.com/users/11178549/theodor-zoulias'}",True,783,1,2,1665232436,1603737103,64542991,CC BY-SA 4.0,https://stackoverflow.com/questions/64542991/how-to-execute-a-polly-policy-for-all-elements-of-an-ienumerable-and-stop-on-fi,"How to execute a Polly policy for all elements of an IEnumerable, and stop on first unhandled exception",64561801.0,1665232436.0,,,
27,"['c#', 'asynchronous', 'parallel-processing', 'polly', 'bulkhead']","{'account_id': 15495526, 'reputation': 28946, 'user_id': 11178549, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ePjRo.png?s=256&g=1', 'display_name': 'Theodor Zoulias', 'link': 'https://stackoverflow.com/users/11178549/theodor-zoulias'}",True,225,1,2,1665232380,1604043952,64604406,CC BY-SA 4.0,https://stackoverflow.com/questions/64604406/waitandretrypolicy-combined-with-bulkheadpolicy-prioritizing-retries-is-it-pos,"WaitAndRetryPolicy combined with BulkheadPolicy, prioritizing retries. Is it possible?",64630935.0,1665232380.0,,,
28,"['c#', 'polly', 'circuit-breaker', 'retry-logic', 'bulkhead']","{'account_id': 10099105, 'reputation': 39, 'user_id': 7463521, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-_wExm5UMZTU/AAAAAAAAAAI/AAAAAAAAAAA/8jI2MzYazdo/photo.jpg?sz=256', 'display_name': 'Alessandra Anyzewski', 'link': 'https://stackoverflow.com/users/7463521/alessandra-anyzewski'}",False,1422,0,3,1665227576,1603915352,64580462,CC BY-SA 4.0,https://stackoverflow.com/questions/64580462/what-is-the-best-order-to-apply-multiple-polly-policies,What is the best order to apply multiple Polly policies?,,1665227576.0,,,
29,"['c#', 'asp.net-core', 'dotnet-httpclient', 'httpclientfactory']","{'account_id': 1516249, 'reputation': 1215, 'user_id': 1599979, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/e53e478eb3c3493277e900dbad32a443?s=256&d=identicon&r=PG', 'display_name': 'Ivan Studenikin', 'link': 'https://stackoverflow.com/users/1599979/ivan-studenikin'}",True,6476,3,9,1665151379,1602270958,64286062,CC BY-SA 4.0,https://stackoverflow.com/questions/64286062/typed-httpclient-vs-ihttpclientfactory,Typed HttpClient vs IHttpClientFactory,,,,,
30,"['c#', '.net', 'yaml', 'yamldotnet']","{'account_id': 5638543, 'reputation': 4231, 'user_id': 4463242, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5502cad7b1240282a94f2b6ff31f7a1c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Frederik Carlier', 'link': 'https://stackoverflow.com/users/4463242/frederik-carlier'}",True,3049,1,3,1665083576,1602066024,64242023,CC BY-SA 4.0,https://stackoverflow.com/questions/64242023/yamldotnet-custom-serialization,YamlDotNet - Custom Serialization,64260443.0,,,,
31,"['c#', 'xml', 'wpf', 'entity-framework-core', 'entity-framework-core-migrations']","{'account_id': 18034133, 'reputation': 61, 'user_id': 14165473, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ghk0xgb7d-bv2yRs51wiHxIsEd1AhaxwCcz-7K5=k-s256', 'display_name': 'Арсен Абдигали', 'link': 'https://stackoverflow.com/users/14165473/%d0%90%d1%80%d1%81%d0%b5%d0%bd-%d0%90%d0%b1%d0%b4%d0%b8%d0%b3%d0%b0%d0%bb%d0%b8'}",True,5390,5,6,1665030918,1602342386,64294894,CC BY-SA 4.0,https://stackoverflow.com/questions/64294894/could-not-load-assembly-ensure-it-is-referenced-by-the-startup-project,Could not load assembly... Ensure it is referenced by the startup project,,,,,
32,"['c#', 'udp', 'log4net']","{'account_id': 1227080, 'reputation': 65, 'user_id': 1192435, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/92862e385159302c9dcd98b5e7064104?s=256&d=identicon&r=PG', 'display_name': 'Timothy Shenton', 'link': 'https://stackoverflow.com/users/1192435/timothy-shenton'}",False,119,1,0,1665014902,1603315216,64471898,CC BY-SA 4.0,https://stackoverflow.com/questions/64471898/log4net-udp-appender-stops-sending-when-udp-listener-client-disconnected,Log4net UDP appender stops sending when UDP listener client disconnected,,1665014902.0,,,
33,"['c#', 'asynchronous', 'task']","{'account_id': 188674, 'reputation': 3713, 'user_id': 427542, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/d208700e44d3b5af5639beca1ed6cb76?s=256&d=identicon&r=PG', 'display_name': 'Trenskow', 'link': 'https://stackoverflow.com/users/427542/trenskow'}",True,195,1,2,1664972560,1603803564,64554979,CC BY-SA 4.0,https://stackoverflow.com/questions/64554979/using-task-whenall-with-inotifycompletion,Using `Task.WhenAll` with `INotifyCompletion`,64561215.0,,,,
34,['c#'],"{'account_id': 19665772, 'reputation': 414, 'user_id': 14396250, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/34d7bfe213f670a024b2d3cdc2c17795?s=256&d=identicon&r=PG&f=1', 'display_name': 'MintBerryCRUNCH', 'link': 'https://stackoverflow.com/users/14396250/mintberrycrunch'}",True,239,1,-1,1664812699,1602701087,64359662,CC BY-SA 4.0,https://stackoverflow.com/questions/64359662/building-a-tweet-bot-in-c-using-tweetsharp-error,Building a tweet bot in C# using TweetSharp error,64360809.0,1602748039.0,,,
35,"['c#', 'asp.net', 'asp.net-mvc', 'visual-studio']","{'account_id': 15970852, 'reputation': 187, 'user_id': 11525042, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7662bb825614d6809ed245767f0d7cc1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Hassaan Raza', 'link': 'https://stackoverflow.com/users/11525042/hassaan-raza'}",True,4404,2,1,1664810280,1601968806,64221050,CC BY-SA 4.0,https://stackoverflow.com/questions/64221050/local-live-server-for-asp-net-application-to-view-live-changes,"local live server for Asp.Net application, to view live changes",,1601973219.0,,,
36,"['c#', 'sql', '.net', 'oracle', 'database-administration']","{'account_id': 3341446, 'reputation': 102, 'user_id': 2807654, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user2807654', 'link': 'https://stackoverflow.com/users/2807654/user2807654'}",True,1320,3,0,1664782812,1604071407,64611211,CC BY-SA 4.0,https://stackoverflow.com/questions/64611211/what-is-the-syntax-for-including-the-service-name-in-a-connection-string,What Is the Syntax for Including the Service Name in a Connection String?,64654416.0,1604072488.0,,,
37,"['c#', 'asp.net', 'asp.net-core', 'cloudinary', 'iformfile']","{'user_type': 'does_not_exist', 'display_name': 'user13468285'}",False,288,1,0,1664711987,1602270302,64285925,CC BY-SA 4.0,https://stackoverflow.com/questions/64285925/how-to-upload-a-large-image-file-to-a-cloud-asset-management-service-cloudinary,How to upload a large image file to a cloud asset management service (Cloudinary)?,,1607933335.0,,,
38,"['c#', 'linq', 'join']","{'account_id': 16538416, 'reputation': 33, 'user_id': 11949740, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8ed4618bf248a3806822ae865e4f172b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tabor', 'link': 'https://stackoverflow.com/users/11949740/tabor'}",True,540,2,2,1664560313,1603874377,64569171,CC BY-SA 4.0,https://stackoverflow.com/questions/64569171/how-to-join-two-tables-using-linq-and-count-the-rows-of-one-column-matched-recor,How to join two tables using Linq and count the rows of one column matched records,64569587.0,1664560313.0,,,
39,"['c#', 'asp.net-core', 'authentication', 'openid', 'openid-connect']","{'account_id': 15624014, 'reputation': 2055, 'user_id': 11272124, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c710af17c950504375b53e22c894fedc?s=256&d=identicon&r=PG&f=1', 'display_name': 'SpiritBob', 'link': 'https://stackoverflow.com/users/11272124/spiritbob'}",True,826,2,3,1664374438,1602069131,64242848,CC BY-SA 4.0,https://stackoverflow.com/questions/64242848/how-to-dynamically-change-openid-configuration-based-on-something-in-a-single-as,How to dynamically change OpenID configuration based on something in a single ASP.NET Core application?,,,,,
40,"['c#', 'timeout', 'dotnet-httpclient', 'polly', 'retry-logic']","{'account_id': 2030943, 'reputation': 1241, 'user_id': 1814666, 'user_type': 'registered', 'accept_rate': 34, 'profile_image': 'https://www.gravatar.com/avatar/003964d4c7afd3fbc1f0d131f596d672?s=256&d=identicon&r=PG', 'display_name': 'Gold.strike', 'link': 'https://stackoverflow.com/users/1814666/gold-strike'}",True,1118,2,3,1664089064,1602671697,64351478,CC BY-SA 4.0,https://stackoverflow.com/questions/64351478/polly-how-to-combine-timeoutpolicy-and-retrypolicy-to-request-a-func,Polly: how to combine TimeoutPolicy and RetryPolicy to request a Func,64389412.0,1664089064.0,,,
41,"['c#', 'operating-system', '.net-2.0', 'cosmos']","{'account_id': 19640659, 'reputation': 360, 'user_id': 14512356, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-lDVZ8VLCqEE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclY-sVwk95_IgnPh-oddZA3kKuWgg/s96-c/photo.jpg?sz=256', 'display_name': 'Eli Ozcan', 'link': 'https://stackoverflow.com/users/14512356/eli-ozcan'}",True,421,1,2,1664044184,1603549089,64514305,CC BY-SA 4.0,https://stackoverflow.com/questions/64514305/get-screen-height-and-width-in-cosmos-c,Get screen height and width in cosmos C#,64528619.0,,,,
42,"['c#', 'unity3d']","{'account_id': 19565776, 'reputation': 462, 'user_id': 14317966, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/IFCMS.png?s=256&g=1', 'display_name': 'Thomas Finch', 'link': 'https://stackoverflow.com/users/14317966/thomas-finch'}",True,1544,1,-1,1663958328,1602833895,64384859,CC BY-SA 4.0,https://stackoverflow.com/questions/64384859/what-is-the-best-alternative-to-onvalidate-for-automated-changes-in-editor,What is the best alternative to OnValidate for automated changes in editor?,64395324.0,1663958328.0,,,
43,"['c#', 'unit-testing', 'xunit', 'polly', 'retry-logic']","{'account_id': 19836627, 'reputation': 23, 'user_id': 14530157, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3721ec9c3758b7be1f036d19b3219d1f?s=256&d=identicon&r=PG&f=1', 'display_name': 'user14530157', 'link': 'https://stackoverflow.com/users/14530157/user14530157'}",True,1505,2,2,1663803508,1603818834,64559587,CC BY-SA 4.0,https://stackoverflow.com/questions/64559587/unit-test-sleep-durations-polly-wait-retry-policy,Unit test sleep durations polly wait retry policy,64570187.0,1663803508.0,,,
44,"['c#', 'itext']","{'account_id': 18239061, 'reputation': 1, 'user_id': 13276421, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-p7CHQU2dkpk/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNyYpEu2OS5zY-TGj5vAhQrUaVXgg/photo.jpg?sz=256', 'display_name': 'KnowledgeIsPower', 'link': 'https://stackoverflow.com/users/13276421/knowledgeispower'}",False,114,1,-1,1663685635,1601997480,64228801,CC BY-SA 4.0,https://stackoverflow.com/questions/64228801/can-a-pdf-having-cyclic-indirect-references-a-valid-pdf,Can a Pdf having cyclic indirect references a valid PDF?,,1663685635.0,,,
45,"['c#', 'reactjs', 'stripe-payments', 'http-status-code-404']","{'account_id': 19648530, 'reputation': 3, 'user_id': 14382942, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1e149ce98110251b3b1faa3603d94b31?s=256&d=identicon&r=PG&f=1', 'display_name': 'itwook', 'link': 'https://stackoverflow.com/users/14382942/itwook'}",True,4427,1,0,1663595501,1601943881,64217762,CC BY-SA 4.0,https://stackoverflow.com/questions/64217762/getting-error-with-stripe-no-such-payment-intent-my-payment-intent-id,Getting error with Stripe: No such payment_intent: &#39;my payment intent id&#39;,64975662.0,1601972364.0,,,
46,['c#'],"{'account_id': 19740396, 'reputation': 3, 'user_id': 14453889, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3c7e7c406da3253e6bd0e2231da59cf2?s=256&d=identicon&r=PG&f=1', 'display_name': 'mhwnbuvkubcbtqalpk', 'link': 'https://stackoverflow.com/users/14453889/mhwnbuvkubcbtqalpk'}",True,715,4,0,1663444726,1602745015,64366340,CC BY-SA 4.0,https://stackoverflow.com/questions/64366340/atm-withdrawing-money-with-highest-bills-100s-50s-20s-and-10s,"ATM withdrawing money with highest bills 100s, 50s, 20s and 10s",64366799.0,1602745815.0,,,
