,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,protected_date,migrated_from
12,"['c#', 'asp.net', 'webclient']","{'account_id': 16167148, 'reputation': 101, 'user_id': 11671875, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/79401624fd8adf9f719b27daed53e0ff?s=256&d=identicon&r=PG&f=1', 'display_name': 'cmoe', 'link': 'https://stackoverflow.com/users/11671875/cmoe'}",True,566,56743498.0,2,0,1667379427,1560969737,56673999,CC BY-SA 4.0,https://stackoverflow.com/questions/56673999/unable-to-interact-with-an-api-in-web-app-but-it-works-in-console-app,Unable to interact with an API in web app but it works in console app,,,,,
13,"['c#', 'asp.net-core']","{'account_id': 14993146, 'reputation': 3139, 'user_id': 10823490, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/58aab0dd119c8dac4dc2bc5a209c3f11?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jackal', 'link': 'https://stackoverflow.com/users/10823490/jackal'}",True,4647,56806439.0,3,3,1667322627,1561721017,56806054,CC BY-SA 4.0,https://stackoverflow.com/questions/56806054/asp-net-core-why-is-my-authorisation-handler-called-even-though-the-user-wasnt,Asp .Net Core Why is my authorisation handler called even though the user wasn&#39;t authenticated?,1611796939.0,,,,
14,"['c#', 'nullable', 'c#-8.0', 'nullable-reference-types']","{'account_id': 2864937, 'reputation': 1409, 'user_id': 2459438, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/2927a2e304e3714b26552d37f960323c?s=256&d=identicon&r=PG', 'display_name': 'dnf', 'link': 'https://stackoverflow.com/users/2459438/dnf'}",True,24437,,3,19,1667265245,1560796608,56637045,CC BY-SA 4.0,https://stackoverflow.com/questions/56637045/c-compiler-throws-language-version-langversion-reference-error-invalid-null,C# compiler throws Language Version (LangVersion) reference error &quot;Invalid &#39;nullable&#39; value: &#39;Enable&#39; for C# 7.3&quot;,1648717095.0,,,,
15,"['c#', '.net-core', 'asp.net-core-hosted-services']","{'account_id': 13079750, 'reputation': 268, 'user_id': 9450665, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1024723820999224/picture?type=large', 'display_name': 'Xyluun', 'link': 'https://stackoverflow.com/users/9450665/xyluun'}",True,19001,,2,18,1666772065,1560845828,56644654,CC BY-SA 4.0,https://stackoverflow.com/questions/56644654/how-can-i-write-unit-test-for-my-background-service,How can I write unit test for my background service?,1627618068.0,,,,
16,"['c#', 'unity3d', 'state-machine', 'coroutine']","{'account_id': 13766307, 'reputation': 101, 'user_id': 10057797, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/UVxQ9.png?s=256&g=1', 'display_name': 'FSic', 'link': 'https://stackoverflow.com/users/10057797/fsic'}",False,1501,,1,0,1666178544,1560625521,56613370,CC BY-SA 4.0,https://stackoverflow.com/questions/56613370/unity-animation-looping-while-waiting-for-state-transition,Unity: Animation looping while waiting for state transition,1560629560.0,,,,
17,"['c#', 'c#-8.0', 'switch-expression']","{'account_id': 11420783, 'reputation': 1919, 'user_id': 8372338, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/a83HG.png?s=256&g=1', 'display_name': 'huzle', 'link': 'https://stackoverflow.com/users/8372338/huzle'}",True,58049,56676866.0,6,190,1666036506,1560980457,56676260,CC BY-SA 4.0,https://stackoverflow.com/questions/56676260/c-8-switch-expression-with-multiple-cases-with-same-result,C# 8 switch expression with multiple cases with same result,1606350847.0,,,,
18,"['c#', 'multithreading', 'amazon-athena']","{'account_id': 11361934, 'reputation': 399, 'user_id': 8329844, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2ea0afb89e2691169f82bc29c1de78d9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sherlock', 'link': 'https://stackoverflow.com/users/8329844/sherlock'}",True,973,,1,-4,1665591661,1560153698,56522648,CC BY-SA 4.0,https://stackoverflow.com/questions/56522648/how-to-implement-foreachasync,How to implement ForEachAsync?,1665591661.0,,,,
19,"['c#', '.net', 'polly', 'retry-logic', 'exponential-backoff']","{'account_id': 426969, 'reputation': 61046, 'user_id': 808486, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/ENkcp.jpg?s=256&g=1', 'display_name': 'Tudor', 'link': 'https://stackoverflow.com/users/808486/tudor'}",True,3635,56779628.0,2,4,1665474668,1561540508,56769241,CC BY-SA 4.0,https://stackoverflow.com/questions/56769241/polly-waitandretryasync-hangs-after-one-retry,Polly WaitAndRetryAsync hangs after one retry,1665474668.0,,,,
20,"['c#', '.net', 'visual-studio', '.net-standard', 'c#-8.0']","{'account_id': 1574963, 'reputation': 5597, 'user_id': 1461680, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/707711275/picture?type=large', 'display_name': 'James Harcourt', 'link': 'https://stackoverflow.com/users/1461680/james-harcourt'}",True,96197,57020770.0,2,229,1665138968,1560868265,56651472,CC BY-SA 4.0,https://stackoverflow.com/questions/56651472/does-c-8-support-the-net-framework,Does C# 8 support the .NET Framework?,1583978912.0,,,,
21,"['c#', '.net', 'azure', '.net-core', 'f#']","{'account_id': 15038860, 'reputation': 51, 'user_id': 10854230, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/10dbf51a06494821561482f696f9d732?s=256&d=identicon&r=PG&f=1', 'display_name': 'ssiltanen', 'link': 'https://stackoverflow.com/users/10854230/ssiltanen'}",True,163,56494090.0,2,2,1665134020,1559886401,56488597,CC BY-SA 4.0,https://stackoverflow.com/questions/56488597/is-there-a-way-to-create-container-group-with-diagnostics-and-identity-configs-i,Is there a way to create Container Group with diagnostics and identity configs in Azure using latest .NET Core SDK,1559886784.0,,,,
22,"['c#', 'arrays', 'string']","{'account_id': 16009454, 'reputation': 619, 'user_id': 11554082, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bf4fab4aaa89d44fa6fb8b04634ed72f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dani', 'link': 'https://stackoverflow.com/users/11554082/dani'}",True,119,,2,-1,1664928068,1560355967,56566451,CC BY-SA 4.0,https://stackoverflow.com/questions/56566451/turn-string-with-numbers-to-byte-array-c,Turn string with numbers to byte array - C#,,,,,
23,"['c#', 'entity-framework', 'asp.net-core']","{'account_id': 10116021, 'reputation': 785, 'user_id': 7474679, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/735deb9f2dc058d8d3417ed5f45d04c4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Thou', 'link': 'https://stackoverflow.com/users/7474679/thou'}",True,61974,,16,34,1664914078,1561033970,56686093,CC BY-SA 4.0,https://stackoverflow.com/questions/56686093/unable-to-create-an-object-of-type-dbcontext,Unable to create an object of type &#39;DbContext&#39;,1561037402.0,,,,
24,"['c#', 'html', 'asp.net-mvc', 'razor', 'ienumerable']","{'account_id': 16069471, 'reputation': 65, 'user_id': 11598253, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-jrs1fHGpuPk/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfyq6f_Y2H3Jo0rSWG1pRiCpgj1nw/mo/photo.jpg?sz=256', 'display_name': 'Dodsonnn', 'link': 'https://stackoverflow.com/users/11598253/dodsonnn'}",True,3373,56751228.0,2,-2,1664826425,1561455571,56751044,,https://stackoverflow.com/questions/56751044/how-to-display-ienumerable-in-view,How to display IEnumerable in view?,1561460287.0,1561456255.0,Duplicate,,
25,"['c#', 'visual-studio', 'nuget', 'nuget-package']","{'account_id': 918076, 'reputation': 3980, 'user_id': 950422, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/a336bdfefd6ae2ab153ac54ee60eed8e?s=256&d=identicon&r=PG', 'display_name': 'eddyuk', 'link': 'https://stackoverflow.com/users/950422/eddyuk'}",False,454,,2,3,1664809276,1560437195,56583122,CC BY-SA 4.0,https://stackoverflow.com/questions/56583122/developing-and-debugging-projects-in-mutli-repository-in-visual-studio,Developing and debugging projects in mutli-repository in Visual Studio,,,,,
26,"['c#', 'microsoft-graph-api', 'microsoft-graph-calendar']","{'account_id': 50668, 'reputation': 19894, 'user_id': 151200, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/gzru4.jpg?s=256&g=1', 'display_name': 'Andrey', 'link': 'https://stackoverflow.com/users/151200/andrey'}",True,1084,56639687.0,1,3,1664746411,1560775199,56631525,CC BY-SA 4.0,https://stackoverflow.com/questions/56631525/how-to-batch-delete-events-in-office365-using-c-graph-sdk,How to batch delete events in Office365 using C# Graph SDK,1561134449.0,,,,
27,"['c#', 'asp.net-core', 'asp.net-core-mvc']","{'account_id': 13273449, 'reputation': 308, 'user_id': 9583618, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'Beau', 'link': 'https://stackoverflow.com/users/9583618/beau'}",True,46442,56794259.0,4,11,1664560855,1561647040,56793682,CC BY-SA 4.0,https://stackoverflow.com/questions/56793682/c-asp-net-core-socketexception-no-such-host-is-known,C# ASP.NET Core - SocketException: No such host is known,1579880232.0,,,,
28,"['c#', 'asp.net-core', 'blazor', '.net-core-3.0', 'blazor-server-side']","{'account_id': 12722439, 'reputation': 839, 'user_id': 9242361, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4a68c38c81cceba072326f61f3711923?s=256&d=identicon&r=PG&f=1', 'display_name': 'DalTron', 'link': 'https://stackoverflow.com/users/9242361/daltron'}",True,17870,56478016.0,3,29,1664293530,1559824869,56477829,CC BY-SA 4.0,https://stackoverflow.com/questions/56477829/how-to-fix-the-current-thread-is-not-associated-with-the-renderers-synchroniza,How to fix &#39;The current thread is not associated with the renderer&#39;s synchronization context&#39;?,1664293530.0,,,,
29,"['c#', '.net-core', 'apache-kafka', 'confluent-platform']","{'account_id': 7446047, 'reputation': 293, 'user_id': 5662168, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/69c7fa90a43b9eabc8fdddf617217547?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nomad', 'link': 'https://stackoverflow.com/users/5662168/nomad'}",False,7962,,1,6,1664244080,1561369165,56733810,CC BY-SA 4.0,https://stackoverflow.com/questions/56733810/how-to-properly-implement-kafka-consumer-as-a-background-service-on-net-core,How to properly implement kafka consumer as a background service on .NET Core,1606844940.0,,,,
30,"['c#', 'excel', 'com', 'comexception']","{'account_id': 1245793, 'reputation': 2994, 'user_id': 1207289, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/000ce6bf0fc5388af955b7c43ff366fc?s=256&d=identicon&r=PG', 'display_name': 'user1207289', 'link': 'https://stackoverflow.com/users/1207289/user1207289'}",True,711,56809732.0,2,0,1664218789,1561733565,56809060,CC BY-SA 4.0,https://stackoverflow.com/questions/56809060/com-exception-excel-interopservices-comexception-c,com exception excel InteropServices.COMException - c#,1561734846.0,,,,
31,"['c#', 'blazor']","{'account_id': 3779408, 'reputation': 812, 'user_id': 3139317, 'user_type': 'registered', 'accept_rate': 18, 'profile_image': 'https://i.stack.imgur.com/YlWHI.png?s=256&g=1', 'display_name': 'NullReference', 'link': 'https://stackoverflow.com/users/3139317/nullreference'}",True,21630,,4,9,1663926515,1561557025,56774446,CC BY-SA 4.0,https://stackoverflow.com/questions/56774446/blazor-bind-valueevent-oninput,Blazor bind-value:event oninput,1589030725.0,,,,
32,"['c#', 'topshelf']","{'account_id': 1830648, 'reputation': 3207, 'user_id': 1662139, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/495b3fd80fc54175e969403ee41aef8b?s=256&d=identicon&r=PG', 'display_name': 'Wojciech Szabowicz', 'link': 'https://stackoverflow.com/users/1662139/wojciech-szabowicz'}",True,3547,64306791.0,2,2,1663193707,1561458773,56752046,CC BY-SA 4.0,https://stackoverflow.com/questions/56752046/topshelf-and-net-core-under-linux,Topshelf and .net core under linux,1625140323.0,,,,
33,"['java', 'c#', 'unity3d', 'build', 'admob']","{'account_id': 14857187, 'reputation': 305, 'user_id': 10868492, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ec3a6042808f04abe22ecd9f3433eb98?s=256&d=identicon&r=PG&f=1', 'display_name': 'JediMan4ik', 'link': 'https://stackoverflow.com/users/10868492/jediman4ik'}",True,26296,,11,19,1663051352,1561278974,56722286,CC BY-SA 4.0,https://stackoverflow.com/questions/56722286/how-to-fix-java-home-environment-references-a-directory-in-unity3d,How to fix &quot;JAVA_HOME environment references a directory&quot; in unity3d,1621780451.0,,,,
34,"['c#', 'asp.net-mvc', 'reportviewer', 'ssrs-2016']","{'account_id': 25979, 'reputation': 4879, 'user_id': 67249, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/f8943ef54ec7d943407a471dbc54fb5f?s=256&d=identicon&r=PG', 'display_name': 'callisto', 'link': 'https://stackoverflow.com/users/67249/callisto'}",False,152,,1,1,1663019459,1560454081,56587376,CC BY-SA 4.0,https://stackoverflow.com/questions/56587376/ssrs-reportviewer-in-mvc-not-passing-parameters-to-datasource,SSRS ReportViewer in MVC not passing parameters to DataSource,,,,,
35,"['c#', 'opencv', 'access-violation']","{'account_id': 1952218, 'reputation': 1906, 'user_id': 1756072, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/19b0561845be823943b559cf79eeca23?s=256&d=identicon&r=PG', 'display_name': 'Krivers', 'link': 'https://stackoverflow.com/users/1756072/krivers'}",True,432,56705281.0,1,1,1662531303,1561126322,56705105,CC BY-SA 4.0,https://stackoverflow.com/questions/56705105/opencvsharp-access-violation,OpenCvSharp Access Violation,1662531303.0,,,,
36,"['c#', 'html-pdf', 'selectpdf']","{'account_id': 7863701, 'reputation': 133, 'user_id': 5943206, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-3iHSQXEmeTY/AAAAAAAAAAI/AAAAAAAAAA0/W6Wsu_fuR0M/photo.jpg?sz=256', 'display_name': 'Yaroslav Smoliak', 'link': 'https://stackoverflow.com/users/5943206/yaroslav-smoliak'}",False,1768,,2,3,1662362106,1561127378,56705401,CC BY-SA 4.0,https://stackoverflow.com/questions/56705401/selecttopdf-html-to-pdf-conversion-makes-the-font-size-slightly-smaller-there-i,SelectToPdf html to pdf conversion makes the font size slightly smaller. There is a way to configure font size from settings?,,,,,
37,"['c#', 'heap-memory', 'reference-type']","{'account_id': 16089801, 'reputation': 51, 'user_id': 11613530, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-8kIkI_NCnrw/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rf38Z7mCv9InO6XpxmkA_jsrq2zTg/mo/photo.jpg?sz=256', 'display_name': 'Vishal Dhasal', 'link': 'https://stackoverflow.com/users/11613530/vishal-dhasal'}",True,160,56493401.0,2,0,1662036572,1559905852,56493215,CC BY-SA 4.0,https://stackoverflow.com/questions/56493215/what-happens-when-a-variable-is-assigned-with-an-object-reference-variable-with,What happens when a variable is assigned with an object reference variable with both having similar types,1662036572.0,,,,
38,"['c#', 'wpf', 'xaml', 'inotifypropertychanged']","{'account_id': 16146973, 'reputation': 71, 'user_id': 11656381, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-6bYgSRWjpEY/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfMJHFGWsgq1LgcLprOZjW9Yq91DA/mo/photo.jpg?sz=256', 'display_name': 'JamesBock', 'link': 'https://stackoverflow.com/users/11656381/jamesbock'}",True,307,56624285.0,3,2,1661987009,1560728783,56623403,CC BY-SA 4.0,https://stackoverflow.com/questions/56623403/calculated-field-not-updating-until-edited-in-ui,Calculated field not updating until edited in UI,1560735670.0,,,,
39,"['c#', 'domain-driven-design']","{'account_id': 13615138, 'reputation': 223, 'user_id': 9821267, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d9a0ad8539bfff5a6e0fb457b9ea6560?s=256&d=identicon&r=PG&f=1', 'display_name': 'ClaudiuSocaci', 'link': 'https://stackoverflow.com/users/9821267/claudiusocaci'}",True,3543,56618441.0,1,10,1661940135,1560648947,56615438,CC BY-SA 4.0,https://stackoverflow.com/questions/56615438/are-domain-models-different-from-the-database-models,Are Domain Models different from the Database models?,1560682251.0,,,,
40,"['c#', 'xaml', 'protected', 'derived-class']","{'account_id': 7380210, 'reputation': 918, 'user_id': 5617177, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/34362350f98c8f738605360393da7f50?s=256&d=identicon&r=PG&f=1', 'display_name': 'bwall', 'link': 'https://stackoverflow.com/users/5617177/bwall'}",True,47,56854428.0,1,1,1661932825,1561673924,56799059,CC BY-SA 4.0,https://stackoverflow.com/questions/56799059/how-to-derived-from-the-effect-class,How to derived from the Effect class,1661932825.0,,,,
41,"['c#', '.net', 'bdd', 'specflow', 'white-framework']","{'account_id': 16093512, 'reputation': 61, 'user_id': 11616331, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-SlEVPuUqCA8/AAAAAAAAAAI/AAAAAAAAAO8/lOv2G4hRKns/photo.jpg?sz=256', 'display_name': 'logesh praveen', 'link': 'https://stackoverflow.com/users/11616331/logesh-praveen'}",True,6814,,5,6,1661852223,1559947261,56501929,CC BY-SA 4.0,https://stackoverflow.com/questions/56501929/specflow-visual-studio-extension-attempted-to-use-specflow-code-behind-generator,SpecFlow Visual Studio extension attempted to use SpecFlow code-behind generator 1.9,1592644375.0,,,,
42,"['c#', 'c']","{'account_id': 16122148, 'reputation': 9, 'user_id': 11637879, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-pTc4psphA1U/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rf51YSIfXE68Hh-Pjld_qE9u2mFDQ/mo/photo.jpg?sz=256', 'display_name': 'JOV', 'link': 'https://stackoverflow.com/users/11637879/jov'}",True,141,56566649.0,1,1,1661519237,1560355374,56566300,CC BY-SA 4.0,https://stackoverflow.com/questions/56566300/how-can-i-emulate-the-effect-of-the-c-function-sprintf-s-in-c,How can I emulate the effect of the C function sprintf_s in C#?,1560356945.0,,,,
43,"['c#', 'visual-studio-2017', 'iis-express', 'visual-studio-debugging']","{'account_id': 6642540, 'reputation': 77, 'user_id': 5127821, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c8097631e4f7f7b83a5c71de77b2aa8a?s=256&d=identicon&r=PG&f=1', 'display_name': 'bdd', 'link': 'https://stackoverflow.com/users/5127821/bdd'}",True,14775,,3,6,1661428056,1559677010,56450264,CC BY-SA 4.0,https://stackoverflow.com/questions/56450264/the-program-12604-iisexpress-exe-has-exited-with-code-0-0x0,The program &#39;[12604] iisexpress.exe&#39; has exited with code 0 (0x0),1590179307.0,,,,
44,"['c#', 'http-status-code-403', 'webclient', 'webclient.uploaddata']","{'account_id': 5568613, 'reputation': 224, 'user_id': 4414852, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/805a99052465774c855aacbd2f8e5d84?s=256&d=identicon&r=PG&f=1', 'display_name': 'Arun Banakar', 'link': 'https://stackoverflow.com/users/4414852/arun-banakar'}",True,1144,56635366.0,4,-1,1661375363,1560783953,56634062,CC BY-SA 4.0,https://stackoverflow.com/questions/56634062/webclient-returning-403-error-only-for-this-website,WebClient returning 403 error only for this website?,1560784008.0,,,,
45,"['c#', 'mongodb']","{'account_id': 7486923, 'reputation': 29, 'user_id': 5689814, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-JA_Y-qs37f8/AAAAAAAAAAI/AAAAAAAAAUU/yDP2gKIAEFo/photo.jpg?sz=256', 'display_name': 'Preet sohal', 'link': 'https://stackoverflow.com/users/5689814/preet-sohal'}",True,3497,,3,1,1660732665,1560419651,56577878,CC BY-SA 4.0,https://stackoverflow.com/questions/56577878/how-to-check-index-in-mongodb-c-existing-or-not-as-indexexist-is-deprecated-f,How to check index in MongoDB C# (existing or not) as IndexExist is deprecated from newer version,1560429688.0,,,,
