,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,locked_date
10,"['c#', 'asp.net-core']","{'account_id': 10431121, 'reputation': 85, 'user_id': 7690926, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Kjyes.png?s=256&g=1', 'display_name': 'Ilya Zhidkov', 'link': 'https://stackoverflow.com/users/7690926/ilya-zhidkov'}",True,2927,3,1,1668330335,1611412965,1668330335.0,65860483,CC BY-SA 4.0,https://stackoverflow.com/questions/65860483/how-can-i-implement-slug-based-routing-in-asp-net-core,How can I implement slug-based routing in ASP .NET Core?,65862488.0,,,
11,"['c#', 'rsacryptoserviceprovider']","{'account_id': 5088610, 'reputation': 5498, 'user_id': 4082344, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/ojDhy.png?s=256&g=1', 'display_name': 'uingtea', 'link': 'https://stackoverflow.com/users/4082344/uingtea'}",True,178,1,0,1668190893,1611207289,,65821695,CC BY-SA 4.0,https://stackoverflow.com/questions/65821695/c-rsacryptoserviceprovider-with-cspparameters-cannot-set-keysize,c# RSACryptoServiceProvider with CspParameters cannot set keySize,65838863.0,,,
12,"['c#', 'styling', 'mudblazor']","{'account_id': 17375147, 'reputation': 81, 'user_id': 12588381, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/caf0d3d9e6f62c8fc874d8a6e371a34d?s=256&d=identicon&r=PG&f=1', 'display_name': 'jd487', 'link': 'https://stackoverflow.com/users/12588381/jd487'}",True,11180,3,7,1668053684,1611100387,1625075640.0,65801224,CC BY-SA 4.0,https://stackoverflow.com/questions/65801224/mudblazor-ui-library-colours,MudBlazor UI Library Colours,,,,
13,"['c#', 'blazor', 'webassembly', 'blazor-webassembly']","{'account_id': 20551258, 'reputation': 267, 'user_id': 15083928, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ce211ec95a913338cf2d1448f09be56a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Janine', 'link': 'https://stackoverflow.com/users/15083928/janine'}",True,8724,2,17,1668037698,1611664290,1626469405.0,65901427,CC BY-SA 4.0,https://stackoverflow.com/questions/65901427/compiling-existing-c-code-to-webassembly,Compiling existing C# code to WebAssembly,65922233.0,,,
14,"['c#', 'oracle', 'entity-framework', 'dapper-plus']","{'account_id': 11570132, 'reputation': 235, 'user_id': 8526628, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7470fdb0d135e6ecf9d5097d54bb6948?s=256&d=identicon&r=PG', 'display_name': 'user3399', 'link': 'https://stackoverflow.com/users/8526628/user3399'}",True,140,1,1,1667901652,1611839128,,65937686,CC BY-SA 4.0,https://stackoverflow.com/questions/65937686/dapperplus-and-oracle-know-which-row-is-throwing-an-error-when-inserting-to-db,"DapperPlus and Oracle, know which row is throwing an error when inserting to DB",65941655.0,,,
15,"['c#', '.net', 'visual-studio-code', 'cs0246']","{'account_id': 10642398, 'reputation': 4902, 'user_id': 7836976, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/67ae396b20200188272f0d121d9e9dfa?s=256&d=identicon&r=PG&f=1', 'display_name': 'runnerpaul', 'link': 'https://stackoverflow.com/users/7836976/runnerpaul'}",False,732,1,0,1667835019,1609844292,,65577565,CC BY-SA 4.0,https://stackoverflow.com/questions/65577565/cs0246-errors-when-i-attempt-to-run-tests,CS0246 errors when I attempt to run tests,,,,
16,"['c#', 'json', '.net-core', 'json.net']","{'account_id': 20446781, 'reputation': 29, 'user_id': 15002390, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9161c579931669dc8b336a7b16c44774?s=256&d=identicon&r=PG&f=1', 'display_name': 'Hayden J', 'link': 'https://stackoverflow.com/users/15002390/hayden-j'}",True,11802,1,0,1667580572,1610590757,1610612463.0,65712500,CC BY-SA 4.0,https://stackoverflow.com/questions/65712500/newtonsoft-json-jsonreaderexception-unexpected-character-encountered-while-pars,"Newtonsoft.Json.JsonReaderException: Unexpected character encountered while parsing value: S. Path &#39;&#39;, line 0, position 0. Only on certain build",,,,
17,"['c#', 'unity3d', 'tags', 'collision']","{'account_id': 20514420, 'reputation': 23, 'user_id': 15055432, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/334a41623d58457006b3c96527c6aaf3?s=256&d=identicon&r=PG&f=1', 'display_name': 'ProgrammerWannabee', 'link': 'https://stackoverflow.com/users/15055432/programmerwannabee'}",False,635,1,-1,1667454467,1611279899,1667454467.0,65838246,CC BY-SA 4.0,https://stackoverflow.com/questions/65838246/changing-tag-of-collided-object-through-collision,Changing Tag of Collided Object Through Collision,,,,
18,"['c#', 'asp.net-core', 'asp.net-core-3.1', 'aws-cdk']","{'account_id': 3920533, 'reputation': 23, 'user_id': 3242873, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user3242873', 'link': 'https://stackoverflow.com/users/3242873/user3242873'}",True,573,2,1,1667365615,1610948931,,65769417,CC BY-SA 4.0,https://stackoverflow.com/questions/65769417/aws-cdk-how-to-tag-resources-in-c,AWS cdk how to tag resources in c#?,65782705.0,,,
19,"['c#', '.net', 'winforms']","{'account_id': 13550149, 'reputation': 9, 'user_id': 9775235, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ecsog.png?s=256&g=1', 'display_name': 'PhoenixAki', 'link': 'https://stackoverflow.com/users/9775235/phoenixaki'}",True,525,2,-1,1666986738,1611367700,1611373686.0,65855045,,https://stackoverflow.com/questions/65855045/get-all-controls-of-a-type-including-nested-containers,"Get all Controls of a Type, including nested containers",,1611373901.0,Duplicate,
20,"['c#', 'nlog', 'asp.net-core-5.0']","{'account_id': 20392140, 'reputation': 21, 'user_id': 14959836, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7bd2de6d478652ee9f7772d5332ed4ca?s=256&d=identicon&r=PG&f=1', 'display_name': 'BackendAs', 'link': 'https://stackoverflow.com/users/14959836/backendas'}",True,1704,2,1,1666281017,1610035420,1614378945.0,65615825,CC BY-SA 4.0,https://stackoverflow.com/questions/65615825/aspnet-core-5-0-and-register-custom-nlog-layoutrenderer,AspNet Core 5.0 and register custom NLog LayoutRenderer,65619083.0,,,
21,"['c#', 'sql', 'database']","{'account_id': 18316679, 'reputation': 27, 'user_id': 13338320, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/115287590141638/picture?type=large', 'display_name': 'Sandanuwan Dharmarathna', 'link': 'https://stackoverflow.com/users/13338320/sandanuwan-dharmarathna'}",True,167,2,0,1666263210,1610968973,1610998071.0,65773588,CC BY-SA 4.0,https://stackoverflow.com/questions/65773588/when-add-new-purchase-i-want-to-update-quantity-in-another-table,When Add new purchase I want to update Quantity in another table,,,,
22,"['c#', 'azure', 'azure-active-directory', 'azure-keyvault']","{'account_id': 929681, 'reputation': 2404, 'user_id': 959788, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/d3c5e62f40da695b6340bcbe3b9fa65c?s=256&d=identicon&r=PG', 'display_name': 'Gadam', 'link': 'https://stackoverflow.com/users/959788/gadam'}",True,1928,2,1,1666258202,1610520634,,65696960,CC BY-SA 4.0,https://stackoverflow.com/questions/65696960/access-azure-key-vault-secret-with-application-client-secret,Access azure key vault secret with application client secret,65697027.0,,,
23,"['c#', '.net-core', 'dotnet-httpclient', 'polly', 'policy-registry']","{'account_id': 485765, 'reputation': 902, 'user_id': 902275, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://i.stack.imgur.com/3wQaQ.jpg?s=256&g=1', 'display_name': 'Artem Vertiy', 'link': 'https://stackoverflow.com/users/902275/artem-vertiy'}",True,715,2,-1,1666158597,1609836698,1666158597.0,65575696,CC BY-SA 4.0,https://stackoverflow.com/questions/65575696/no-service-for-type-polly-registry-ireadonlypolicyregistry1system-string-ha,No service for type &#39;Polly.Registry.IReadOnlyPolicyRegistry`1[System.String]&#39; has been registered,,,,
24,"['c#', 'timeout', 'dotnet-httpclient', 'polly']","{'account_id': 20420130, 'reputation': 1, 'user_id': 14981288, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gg1-hkDJRD3gbQTUAUXi0K6WP9XrWrIUMpW_uN-XkQ=k-s256', 'display_name': 'Anonymous', 'link': 'https://stackoverflow.com/users/14981288/anonymous'}",False,2218,1,-1,1666158031,1610345682,1666158031.0,65662133,CC BY-SA 4.0,https://stackoverflow.com/questions/65662133/polly-policy-timeoutasync-not-giving-timeoutrejected-exception,Polly Policy.TimeoutAsync not giving TimeoutRejected exception,,,,
25,"['c#', 'asp.net-core', 'graphql', 'hotchocolate']","{'account_id': 5219348, 'reputation': 894, 'user_id': 4173323, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1816d28d4d3570c3f775f1854b3d37b0?s=256&d=identicon&r=PG', 'display_name': 'FredericBirke', 'link': 'https://stackoverflow.com/users/4173323/fredericbirke'}",True,7273,2,17,1666113860,1610907549,1610912383.0,65764361,CC BY-SA 4.0,https://stackoverflow.com/questions/65764361/how-can-i-get-more-error-details-or-logging-when-an-exception-is-thrown-in-a-ho,"How can I get more error details or logging, when an exception is thrown in a HotChocolate GraphQL server?",65764362.0,,,
26,"['c#', 'asp.net-core', '.net-core', 'endpoint', 'missing-features']","{'account_id': 10225836, 'reputation': 73, 'user_id': 7548469, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-f82JzRhmjZM/AAAAAAAAAAI/AAAAAAAAAJs/NaUfSkMV8OE/photo.jpg?sz=256', 'display_name': 'Daniel Thorne', 'link': 'https://stackoverflow.com/users/7548469/daniel-thorne'}",True,2681,2,5,1666001467,1610153452,1610155594.0,65638259,CC BY-SA 4.0,https://stackoverflow.com/questions/65638259/endpointhttpcontextextensions-httpcontext-class-extensions-getendpoint-not-fo,EndpointHttpContextExtensions: HttpContext class extensions (GetEndpoint) not found in .net5,,,,
27,"['c#', 'asp.net-web-api', 'async-await', 'task', 'cancellation-token']","{'account_id': 12534544, 'reputation': 97, 'user_id': 9121590, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/JKRSh.jpg?s=256&g=1', 'display_name': 'Mishaa', 'link': 'https://stackoverflow.com/users/9121590/mishaa'}",True,1008,3,1,1665888417,1610262650,1610265989.0,65650889,CC BY-SA 4.0,https://stackoverflow.com/questions/65650889/cancellationtoken-in-web-api-not-working-correctly,CancellationToken in Web API not working correctly,,,,
28,"['c#', 'exception']","{'account_id': 4897664, 'reputation': 408, 'user_id': 3946710, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5b8356b4ba233f2b00f16666e773e5be?s=256&d=identicon&r=PG&f=1', 'display_name': 'avdeveloper', 'link': 'https://stackoverflow.com/users/3946710/avdeveloper'}",False,268,2,1,1665816853,1610371100,,65667604,CC BY-SA 4.0,https://stackoverflow.com/questions/65667604/how-to-return-mediatr-command-error-to-controller,How to return Mediatr command error to controller?,,,,
29,"['c#', '.net', 'archlinux']","{'account_id': 9982071, 'reputation': 602, 'user_id': 7384651, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/57bc46aa58fda6ed85134c550e1128ce?s=256&d=identicon&r=PG&f=1', 'display_name': 'Hamza Mogni', 'link': 'https://stackoverflow.com/users/7384651/hamza-mogni'}",False,368,0,0,1665722974,1612103971,1612119792.0,65980374,CC BY-SA 4.0,https://stackoverflow.com/questions/65980374/unable-to-compile-c-net-project-on-archlinux,Unable to compile c#.net project on archlinux,,,,
30,"['c#', 'css', 'asp.net-core', 'blazor', 'blazor-webassembly']","{'account_id': 20280008, 'reputation': 131, 'user_id': 14874039, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/o8Id5.jpg?s=256&g=1', 'display_name': 'TharinduSK', 'link': 'https://stackoverflow.com/users/14874039/tharindusk'}",True,3546,5,6,1665480583,1609660951,1644756774.0,65547764,CC BY-SA 4.0,https://stackoverflow.com/questions/65547764/blazor-webassembly-css-isolation-scoped-identities-doesnt-match,Blazor WebAssembly CSS isolation scoped identities doesn&#39;t match,,,,
31,"['c#', 'logging', 'dotnet-httpclient', 'chain', 'interception']","{'account_id': 4003890, 'reputation': 450, 'user_id': 3299123, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/d4e4028f96f3f16ecbcc39a424a65803?s=256&d=identicon&r=PG&f=1', 'display_name': 'BlackMatrix', 'link': 'https://stackoverflow.com/users/3299123/blackmatrix'}",False,775,0,1,1665473905,1611404248,1665473905.0,65859107,CC BY-SA 4.0,https://stackoverflow.com/questions/65859107/chain-httpmessagehandler-for-httpclient-in-the-correct-way,Chain HttpMessageHandler for HttpClient in the correct way,,,,
32,"['javascript', 'c#', 'html', 'asp.net-mvc']","{'account_id': 10978089, 'reputation': 722, 'user_id': 8066170, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/5c35b7d3e948b6a378e81f869bb5df34?s=256&d=identicon&r=PG&f=1', 'display_name': 'Curious-programmer', 'link': 'https://stackoverflow.com/users/8066170/curious-programmer'}",False,319,1,0,1665341543,1609886040,1665341543.0,65587532,CC BY-SA 4.0,https://stackoverflow.com/questions/65587532/asp-net-mvc-html-helper-listboxfor-click-event,ASP.NET MVC Html Helper listboxFor click event,,,,
33,"['c#', '.net', 'database', 'entity-framework', 'entity-framework-core']","{'account_id': 2404303, 'reputation': 1477, 'user_id': 2101226, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/10e67048c0e8d473cd61517a920e68c3?s=256&d=identicon&r=PG', 'display_name': 'HardLuck', 'link': 'https://stackoverflow.com/users/2101226/hardluck'}",True,605,2,2,1665330174,1611462800,,65867154,CC BY-SA 4.0,https://stackoverflow.com/questions/65867154/entity-framework-core-foreignkeyattribute-on-both-sides,Entity Framework Core ForeignKeyAttribute on both sides,,,,
34,"['c#', 'unity3d']","{'account_id': 20105080, 'reputation': 17, 'user_id': 14742789, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d350e12ccf1dc48408bc1f70a9b46f6b?s=256&d=identicon&r=PG&f=1', 'display_name': 'yen', 'link': 'https://stackoverflow.com/users/14742789/yen'}",True,442,1,-1,1665252956,1609925534,,65593273,CC BY-SA 4.0,https://stackoverflow.com/questions/65593273/unity-player-moves-opposite-direction,Unity player moves opposite direction,65593361.0,,,
35,"['c#', 'unity3d']","{'account_id': 20504062, 'reputation': 83, 'user_id': 15047325, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-C4J4Ov_nyrg/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck1r3DAudWoBF3gr9BybBw-03PicQ/s96-c/photo.jpg?sz=256', 'display_name': 'Ziv Sion', 'link': 'https://stackoverflow.com/users/15047325/ziv-sion'}",True,35324,4,3,1665250121,1611171796,1611173476.0,65816546,CC BY-SA 4.0,https://stackoverflow.com/questions/65816546/unity-camera-follows-player-script,Unity camera follows player script,65821523.0,,,
36,"['c#', 'elasticsearch', 'nest']","{'account_id': 9885266, 'reputation': 55, 'user_id': 7319956, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3ebb52feead4bd90f915373ed7d0630d?s=256&d=identicon&r=PG&f=1', 'display_name': 'CHARIS MEGALOS', 'link': 'https://stackoverflow.com/users/7319956/charis-megalos'}",True,220,1,0,1664579979,1610964076,,65772327,CC BY-SA 4.0,https://stackoverflow.com/questions/65772327/search-in-specific-index-name-by-searchrequest-in-nest-v7-10-0,Search in specific Index Name by SearchRequest in Nest v7.10.0,65774223.0,,,
37,"['c#', 'asp.net-core', 'razor-pages']","{'account_id': 1099330, 'reputation': 4924, 'user_id': 1092125, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/117a4f1806447a141c84d2c3b32848c9?s=256&d=identicon&r=PG', 'display_name': 'renathy', 'link': 'https://stackoverflow.com/users/1092125/renathy'}",True,1015,2,2,1664500637,1610997594,1610998531.0,65780799,CC BY-SA 4.0,https://stackoverflow.com/questions/65780799/get-user-name-in-razor-pages-from-httpcontext-where-to-put-the-code,Get user name in Razor Pages from HttpContext: where to put the code,65780973.0,,,
38,"['c#', 'winforms', '.net-5']","{'account_id': 8720, 'reputation': 3706, 'user_id': 15848, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/ef50ae4032124f87927d917ac713ee3b?s=256&d=identicon&r=PG', 'display_name': 'Luis Abreu', 'link': 'https://stackoverflow.com/users/15848/luis-abreu'}",True,14376,2,19,1664346553,1610379552,1610403578.0,65669920,CC BY-SA 4.0,https://stackoverflow.com/questions/65669920/adding-configuration-to-windows-forms-on-net-5-0,Adding configuration to windows forms on .NET 5.0,65675178.0,,,
39,"['c#', 'unit-testing', '.net-core', 'polly', 'retry-logic']","{'account_id': 8597123, 'reputation': 61, 'user_id': 6439835, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0e65e64068e57c8d3cb484d13981c83b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Manikanta', 'link': 'https://stackoverflow.com/users/6439835/manikanta'}",True,178,1,1,1663803317,1611573101,1663803317.0,65883606,CC BY-SA 4.0,https://stackoverflow.com/questions/65883606/how-to-capture-last-trial-result-in-poly-retry-policy,How to capture last trial result in Poly retry policy?,65902147.0,,,
40,"['c#', 'asp.net-core', '.net-core', 'entity-framework-core', 'moq']","{'account_id': 5479320, 'reputation': 4950, 'user_id': 4356300, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://i.stack.imgur.com/xoYPz.jpg?s=256&g=1', 'display_name': 'yogihosting', 'link': 'https://stackoverflow.com/users/4356300/yogihosting'}",True,3001,2,0,1663719080,1610650469,1663662328.0,65725234,CC BY-SA 4.0,https://stackoverflow.com/questions/65725234/mocking-ef-core-database-context-using-moq-and-xunit,Mocking EF Core Database Context using Moq and xUnit?,65733712.0,,,
41,"['c#', 'ssh-tunnel', 'aws-documentdb']","{'account_id': 7627996, 'reputation': 131, 'user_id': 5783913, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-O9PLaglKV_0/AAAAAAAAAAI/AAAAAAAAABA/HdNgpzyYJU8/photo.jpg?sz=256', 'display_name': 'Andrew Cachia ', 'link': 'https://stackoverflow.com/users/5783913/andrew-cachia'}",True,1031,1,2,1663607090,1611847282,,65940066,CC BY-SA 4.0,https://stackoverflow.com/questions/65940066/connect-to-aws-documentdb-in-net-core-through-ssh-tunnel,Connect to AWS DocumentDb in .Net Core through SSH Tunnel,,,,
42,"['c#', 'string', 'numbers', 'substring']","{'account_id': 20550735, 'reputation': 1, 'user_id': 15083514, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/971f6318ef87b96fc1caec89624a9c5d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Arcee', 'link': 'https://stackoverflow.com/users/15083514/arcee'}",True,258,2,-1,1663606337,1611660074,,65900396,CC BY-SA 4.0,https://stackoverflow.com/questions/65900396/c-how-can-i-color-string-if-they-start-and-end-with-the-same-number,C# - How can i color string if they start and end with the same number,,,,
43,"['c#', 'asp.net', 'visual-studio-code', 'integration-testing', 'vscode-settings']","{'user_type': 'does_not_exist', 'display_name': 'user12166407'}",True,807,1,0,1663525202,1609653869,,65547089,CC BY-SA 4.0,https://stackoverflow.com/questions/65547089/how-to-correct-error-cs0122-webhost-is-inaccessible-due-to-its-protection-lev,How to correct error CS0122: &#39;WebHost&#39; is inaccessible due to its protection level,,,,
44,"['c#', 'visual-studio', 'winforms', 'cefsharp']","{'account_id': 18218816, 'reputation': 63, 'user_id': 13260006, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ffb405f2b260c1ceb6f2dee2bbc6687b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Check78', 'link': 'https://stackoverflow.com/users/13260006/check78'}",True,804,1,1,1663354051,1612086591,,65977720,CC BY-SA 4.0,https://stackoverflow.com/questions/65977720/cefsharp-executescriptasync-return-loop-value,CefSharp Executescriptasync Return Loop Value,65979179.0,,,
45,"['c#', 'unity3d']","{'account_id': 20411309, 'reputation': 408, 'user_id': 14974627, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3307fc45e0f37dcf307c52d63fa1f3eb?s=256&d=identicon&r=PG&f=1', 'display_name': 'philale', 'link': 'https://stackoverflow.com/users/14974627/philale'}",False,1470,0,0,1663171599,1610238518,1663171599.0,65649034,CC BY-SA 4.0,https://stackoverflow.com/questions/65649034/why-is-gameobject-findgameobjectswithtag-not-working,Why is GameObject.FindGameObjectsWithTag not working?,,,,
46,"['c#', 'entity-framework', 'global-query-filter']","{'account_id': 1366932, 'reputation': 12646, 'user_id': 1303170, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/vDoNk.jpg?s=256&g=1', 'display_name': 'r3plica', 'link': 'https://stackoverflow.com/users/1303170/r3plica'}",True,3014,3,7,1663148304,1610541063,1610544802.0,65702049,CC BY-SA 4.0,https://stackoverflow.com/questions/65702049/using-global-query-filters-for-all-entities,Using Global Query Filters for all entities,65702479.0,,,
