,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,migrated_from,protected_date
10,"['c#', 'asp.net', 'twitter']","{'account_id': 2205235, 'reputation': 1307, 'user_id': 1948635, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/7fe80c6b7c5b48a94b45a349b01b10c2?s=256&d=identicon&r=PG', 'display_name': 'user1948635', 'link': 'https://stackoverflow.com/users/1948635/user1948635'}",False,948,,0,0,1666723209,1564956401,1564959433.0,57350524,CC BY-SA 4.0,https://stackoverflow.com/questions/57350524/c-response-waitingforactivation,C# Response = &quot;WaitingForActivation&quot;,,,,
11,"['c#', '.net', 'csvhelper']","{'account_id': 16507876, 'reputation': 43, 'user_id': 11927463, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1d6b7ff81b578bb139e3e8dfba0f0a9e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mhadipor', 'link': 'https://stackoverflow.com/users/11927463/mhadipor'}",True,1639,57581906.0,3,3,1666174687,1565813382,,57501382,CC BY-SA 4.0,https://stackoverflow.com/questions/57501382/csvhealper-how-to-ignore-empty-columns-in-csv,CsvHealper - How to ignore empty columns in csv,,,,
12,"['c#', 'if-statement']","{'account_id': 2802841, 'reputation': 3051, 'user_id': 2410746, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/cc9d4c09fc56e3bd596a2f57ef2b598a?s=256&d=identicon&r=PG', 'display_name': 'jacobz', 'link': 'https://stackoverflow.com/users/2410746/jacobz'}",True,233,57633386.0,2,1,1666032411,1566596585,,57633328,CC BY-SA 4.0,https://stackoverflow.com/questions/57633328/change-a-dynamics-type-in-a-ternary-conditional-statement,Change a dynamic&#39;s type in a ternary conditional statement,,,,
13,"['c#', 'list', 'linq']","{'account_id': 3913147, 'reputation': 654, 'user_id': 3237832, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://lh4.googleusercontent.com/-Cb7hcqThLa4/AAAAAAAAAAI/AAAAAAAAADk/zmuFWB4c-6c/photo.jpg?sz=256', 'display_name': 'Tufan Chand', 'link': 'https://stackoverflow.com/users/3237832/tufan-chand'}",True,2503,57672275.0,3,2,1666006953,1566899212,,57671945,CC BY-SA 4.0,https://stackoverflow.com/questions/57671945/sort-a-list-with-where-condition-in-linq-c,Sort a list with where condition in linq c#,,,,
14,"['c#', 'iis', 'visual-studio-2012', 'web-applications', 'publish']","{'account_id': 10059921, 'reputation': 18, 'user_id': 7436968, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a171a28b66afb0d0d9a34cdfb39ddf3b?s=256&d=identicon&r=PG&f=1', 'display_name': 'user7436968', 'link': 'https://stackoverflow.com/users/7436968/user7436968'}",False,1026,,2,0,1665986021,1564661371,,57308727,CC BY-SA 4.0,https://stackoverflow.com/questions/57308727/folders-are-missing-after-publishing-web-application-in-visual-studio-2012,Folders are missing after publishing web-application in visual Studio 2012,,,,
15,"['c#', 'dependency-injection', '.net-core']","{'account_id': 5260472, 'reputation': 3918, 'user_id': 4353606, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://lh5.googleusercontent.com/-6mXGsWHRTVo/AAAAAAAAAAI/AAAAAAAAAXg/eoDQ9bZ3PtM/photo.jpg?sz=256', 'display_name': 'GTHvidsten', 'link': 'https://stackoverflow.com/users/4353606/gthvidsten'}",False,638,,1,3,1665985861,1567191508,1567272924.0,57731962,CC BY-SA 4.0,https://stackoverflow.com/questions/57731962/multiple-hosts-with-the-same-di-container,Multiple hosts with the same DI container,,,,
16,"['c#', 'fallback', 'polly', 'retry-logic']","{'account_id': 7881039, 'reputation': 9001, 'user_id': 7009990, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/pv4MG.jpg?s=256&g=1', 'display_name': 'quervernetzt', 'link': 'https://stackoverflow.com/users/7009990/quervernetzt'}",True,1497,57568060.0,1,1,1665898229,1565163855,1665898229.0,57389344,CC BY-SA 4.0,https://stackoverflow.com/questions/57389344/polly-wrap-asyncfallbackpolicytresult-with-asyncfallbackpolicy,Polly: wrap AsyncFallbackPolicy&lt;TResult&gt; with AsyncFallbackPolicy,,,,
17,"['c#', 'azure-active-directory', 'microsoft-graph-api', 'msal']","{'account_id': 3421768, 'reputation': 1104, 'user_id': 2869093, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/32a3015787da47cf661c4df979d875fa?s=256&d=identicon&r=PG', 'display_name': 'FIL', 'link': 'https://stackoverflow.com/users/2869093/fil'}",False,11110,,1,5,1665745625,1565707907,1565770918.0,57480324,CC BY-SA 4.0,https://stackoverflow.com/questions/57480324/how-to-get-access-token-to-call-ms-graph-on-behalf-of-a-user-in-the-console-app,How to get access token to call MS Graph on behalf of a user in the console app using MSAL?,,,,
18,"['c#', 'unity3d', 'htc-vive']","{'account_id': 16465644, 'reputation': 21, 'user_id': 11895807, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-nz7tvREFZgk/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdnqsKrU2hrb1DFB0s3neV95jby_A/photo.jpg?sz=256', 'display_name': 'Anshul Bansal', 'link': 'https://stackoverflow.com/users/11895807/anshul-bansal'}",True,956,,1,2,1665393709,1565202025,1665393709.0,57400226,CC BY-SA 4.0,https://stackoverflow.com/questions/57400226/how-to-stick-an-object-to-another-objects-position-while-working-on-unity-for-ht,How to stick an object to another objects position while working on unity for HTC VIVE,,,,
19,"['c#', '.net', 'ssl', 'httpclient', 'discord.net']","{'user_type': 'does_not_exist', 'display_name': 'user11812248'}",False,7692,,1,1,1665216004,1566933512,1567067892.0,57680987,CC BY-SA 4.0,https://stackoverflow.com/questions/57680987/how-to-fix-the-the-message-received-was-unexpected-or-badly-formatted,How to fix &#39;The the message received was unexpected or badly formatted&#39;,,,,
20,"['c#', 'unity3d']","{'account_id': 12267796, 'reputation': 13, 'user_id': 8953863, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dce6e7f539dbc036dcbd5769594af09c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Paz', 'link': 'https://stackoverflow.com/users/8953863/paz'}",True,6562,57305221.0,2,0,1665163271,1564644973,,57303973,CC BY-SA 4.0,https://stackoverflow.com/questions/57303973/how-to-change-colors-for-any-object-in-unity,How to change colors for any object in unity?,,,,
21,"['c#', 'azure', 'azure-ad-b2c', 'openid-connect', 'asp.net-core-2.2']","{'account_id': 8278087, 'reputation': 321, 'user_id': 6223580, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/7rh1j.jpg?s=256&g=1', 'display_name': 'Dash', 'link': 'https://stackoverflow.com/users/6223580/dash'}",True,4051,,4,8,1664989064,1565257351,1616769888.0,57409646,CC BY-SA 4.0,https://stackoverflow.com/questions/57409646/forgot-password-in-adb2c-aadb2c90118-how-to-run-a-specific-user-flow,"Forgot Password in ADB2C - (AADB2C90118), How to run a specific user flow?",,,,
22,"['c#', 'windows', '.net-core', 'http2', 'http.sys']","{'account_id': 3461233, 'reputation': 596, 'user_id': 2898278, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/0205b796101858bbb6b501a486cae5e0?s=256&d=identicon&r=PG&f=1', 'display_name': 'AzureMinotaur', 'link': 'https://stackoverflow.com/users/2898278/azureminotaur'}",False,507,,0,1,1664577393,1566928429,,57679938,CC BY-SA 4.0,https://stackoverflow.com/questions/57679938/how-to-enable-http2-with-dotnet-core-version-2-2-using-http-sys-server,How to enable http2 with dotnet core version 2.2 using Http.Sys server?,,,,
23,"['c#', '.net', 'mongodb', 'polly', 'resiliency']","{'account_id': 5444655, 'reputation': 5642, 'user_id': 4331637, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/2ce26e46b92a501954c36cf2e486d42c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Enrico Massone', 'link': 'https://stackoverflow.com/users/4331637/enrico-massone'}",True,1477,66365148.0,1,5,1664559946,1567183768,1664559946.0,57730539,CC BY-SA 4.0,https://stackoverflow.com/questions/57730539/how-to-decide-what-exceptions-are-worth-retrying-when-reading-and-writing-to-mon,How to decide what exceptions are worth retrying when reading and writing to MongoDB (C# driver)?,,,,
24,"['c#', 'asp.net-mvc', 'asp.net-core', '.net-core']","{'account_id': 3582004, 'reputation': 10850, 'user_id': 2989995, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://i.stack.imgur.com/ntdTH.jpg?s=256&g=1', 'display_name': 'Nick Mehrdad Babaki', 'link': 'https://stackoverflow.com/users/2989995/nick-mehrdad-babaki'}",True,179173,57705878.0,11,258,1664545386,1566956889,1566990470.0,57684093,CC BY-SA 4.0,https://stackoverflow.com/questions/57684093/using-usemvc-to-configure-mvc-is-not-supported-while-using-endpoint-routing,Using &#39;UseMvc&#39; to configure MVC is not supported while using Endpoint Routing,,,,
25,"['c#', 'excel']","{'account_id': 16014615, 'reputation': 149, 'user_id': 11557711, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-Qg2_r9gZTY4/AAAAAAAAAAI/AAAAAAAAAUk/h8SDI2GIhxg/photo.jpg?sz=256', 'display_name': 'Abby', 'link': 'https://stackoverflow.com/users/11557711/abby'}",True,6388,57702812.0,3,3,1664379383,1567050953,1664379383.0,57702766,CC BY-SA 4.0,https://stackoverflow.com/questions/57702766/i-want-to-convert-a-xls-or-xlsx-file-to-csv-format-using-c,I Want to convert a .xls or.xlsx file to .csv format using C#,,,,
26,"['c#', '.net']","{'account_id': 285519, 'reputation': 7261, 'user_id': 584239, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/be8a9b2e9d87b13606c3b9e75d26e71d?s=256&d=identicon&r=PG', 'display_name': 'kumar', 'link': 'https://stackoverflow.com/users/584239/kumar'}",False,329,,0,2,1664191218,1566821327,1664191218.0,57657667,CC BY-SA 4.0,https://stackoverflow.com/questions/57657667/does-assemblyinfo-cs-support-semver-2-0,Does AssemblyInfo.cs support SemVer 2.0,,,,
27,"['c#', 'unity3d', 'button', 'uibutton', 'underline']","{'account_id': 4178196, 'reputation': 425, 'user_id': 3424085, 'user_type': 'registered', 'accept_rate': 7, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Lloyd', 'link': 'https://stackoverflow.com/users/3424085/lloyd'}",True,8364,,3,1,1664163627,1565616793,,57462217,CC BY-SA 4.0,https://stackoverflow.com/questions/57462217/how-to-underline-and-bold-button-text-through-script-unity3d,How to underline and bold button text through script (Unity3d),,,,
28,"['c#', 'windows', 'naudio']","{'account_id': 3231964, 'reputation': 932, 'user_id': 2727006, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/af31ad3125d34132cfbf5641c5095ae2?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ebram', 'link': 'https://stackoverflow.com/users/2727006/ebram'}",True,637,57363715.0,1,1,1663924406,1565020862,1565021936.0,57362216,CC BY-SA 4.0,https://stackoverflow.com/questions/57362216/setting-mmdevice-waveformat,Setting MMDevice WaveFormat,,,,
29,"['c#', 'reactjs', 'model-view-controller', 'routing']","{'account_id': 15520312, 'reputation': 411, 'user_id': 11196706, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6f06fbb48577defe7d7b222b6a05a98f?s=256&d=identicon&r=PG&f=1', 'display_name': 'juemura7', 'link': 'https://stackoverflow.com/users/11196706/juemura7'}",True,2008,,3,3,1663921921,1565903193,1565904585.0,57516250,CC BY-SA 4.0,https://stackoverflow.com/questions/57516250/mvc-routing-in-net-core-react-project-isnt-picking-up-my-controller,MVC Routing in .NET Core React project isn&#39;t picking up my Controller,,,,
30,"['c#', 'telegram-bot']","{'account_id': 16407890, 'reputation': 63, 'user_id': 11851990, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-LICCEyfIkAM/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfrH6CAF0JHB2qlMfF3FLy7Wd8umA/photo.jpg?sz=256', 'display_name': 'milad almasi', 'link': 'https://stackoverflow.com/users/11851990/milad-almasi'}",True,5274,57382894.0,2,2,1663094112,1565099332,1565102396.0,57377596,CC BY-SA 4.0,https://stackoverflow.com/questions/57377596/how-to-create-an-inline-keyboard-with-multiple-rows-in-telegrambotapi,How to create an inline keyboard with multiple rows in TelegramBotAPI?,,,,
31,"['c#', 'excel', 'npoi']","{'account_id': 16504192, 'reputation': 21, 'user_id': 11924680, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10157229318855435/picture?type=large', 'display_name': 'Jun Allan Parreno', 'link': 'https://stackoverflow.com/users/11924680/jun-allan-parreno'}",True,1761,,2,0,1663028906,1565737607,1565739894.0,57486314,CC BY-SA 4.0,https://stackoverflow.com/questions/57486314/c-application-to-print-excel-npoi-print-setup-to-set-to-legal-pager-size-in-e,C# Application to Print Excel - NPOI Print Setup to set to legal pager size in excel,,,,
32,"['c#', 'microsoft-graph-api']","{'account_id': 389729, 'reputation': 2481, 'user_id': 749349, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/C4NpT.jpg?s=256&g=1', 'display_name': 'zaq', 'link': 'https://stackoverflow.com/users/749349/zaq'}",True,253,57633967.0,2,2,1662811606,1566412058,1566451017.0,57597350,CC BY-SA 4.0,https://stackoverflow.com/questions/57597350/reducing-code-duplication-with-microsoft-graph-client-library,Reducing code duplication with Microsoft Graph Client Library,,,,
33,"['c#', '.net', 'cryptography']","{'account_id': 15569885, 'reputation': 21, 'user_id': 11232634, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2253489828004546/picture?type=large', 'display_name': 'Noha Amr', 'link': 'https://stackoverflow.com/users/11232634/noha-amr'}",False,9513,,1,0,1662736005,1566607113,1566608133.0,57634297,CC BY-SA 4.0,https://stackoverflow.com/questions/57634297/system-argumentnullexception-string-reference-not-set-to-an-instance-of-a-stri,System.ArgumentNullException: &#39;String reference not set to an instance of a String. Parameter name: s&#39;,,,,
34,"['c#', 'asp.net-core', 'blazor', 'blazor-server-side']","{'account_id': 2114414, 'reputation': 26232, 'user_id': 1879019, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://i.stack.imgur.com/otzDQ.jpg?s=256&g=1', 'display_name': 'tomRedox', 'link': 'https://stackoverflow.com/users/1879019/tomredox'}",True,30611,57514542.0,5,52,1662669454,1565894302,1572000213.0,57514541,CC BY-SA 4.0,https://stackoverflow.com/questions/57514541/how-to-turn-on-circuitoptions-detailederrors,How to turn on CircuitOptions.DetailedErrors?,,,,
35,"['c#', 'opencv', 'unity3d']","{'account_id': 14249968, 'reputation': 11, 'user_id': 10293850, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1937039823000603/picture?type=large', 'display_name': 'Ondra Kov&#225;cs', 'link': 'https://stackoverflow.com/users/10293850/ondra-kov%c3%a1cs'}",False,2153,,1,1,1662539129,1565795458,1662539129.0,57497491,CC BY-SA 4.0,https://stackoverflow.com/questions/57497491/opencvsharp-imread-function-cant-load-image-in-unity-on-macos,OpenCVSharp ImRead() function can`t load Image in Unity on macOS,,,,
36,"['c#', 'opencv', 'yolo', 'object-recognition']","{'account_id': 16506695, 'reputation': 11, 'user_id': 11926556, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2a9b0b46d153cacd69e59fc9c7939b35?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ingo D', 'link': 'https://stackoverflow.com/users/11926556/ingo-d'}",False,786,,0,1,1662539123,1565866644,1662539123.0,57508623,CC BY-SA 4.0,https://stackoverflow.com/questions/57508623/how-to-use-tiny-yolo-in-c-with-the-opencvsharp-wrapper,How to use tiny-yolo in c# with the OpenCvSharp Wrapper?,,,,
37,"['c#', 'asp.net-core', 'opencv']","{'account_id': 8562448, 'reputation': 640, 'user_id': 7310982, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/da05e40d5e08c64d221ec7a24e78dc5d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Yevheniy Tymchishin', 'link': 'https://stackoverflow.com/users/7310982/yevheniy-tymchishin'}",True,4058,57851277.0,2,0,1662535283,1565894066,1662535283.0,57514490,CC BY-SA 4.0,https://stackoverflow.com/questions/57514490/asp-net-core-stream-video-from-the-opencvsharp-capture,ASP.NET Core stream video from the OpenCVSharp capture,,,,
38,"['python', 'c#', 'numpy', 'opencv']","{'account_id': 10775763, 'reputation': 31, 'user_id': 7927868, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/OXvlr.png?s=256&g=1', 'display_name': 'Matt M', 'link': 'https://stackoverflow.com/users/7927868/matt-m'}",True,962,57532262.0,2,1,1662531297,1565916166,1662531297.0,57517702,CC BY-SA 4.0,https://stackoverflow.com/questions/57517702/having-trouble-converting-code-from-python-to-c,Having trouble converting code from Python to c#,,,,
39,"['c#', 'opencv', 'emgucv']","{'account_id': 16603000, 'reputation': 13, 'user_id': 11998151, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-gtqSz0yL1p8/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcbHr94G2rvnJNYLYVuG2OWBclk9w/photo.jpg?sz=256', 'display_name': 'Haleem Ahmad', 'link': 'https://stackoverflow.com/users/11998151/haleem-ahmad'}",True,771,57726617.0,2,0,1662531285,1567150887,1662531285.0,57722539,CC BY-SA 4.0,https://stackoverflow.com/questions/57722539/vectordouble-areascontour-size-in-c-mass-of-center-area-particle-analy,"vector&lt;double&gt; areas(contour.size()) in c#? mass of center, area. Particle Analyze",,,,
40,"['c#', 'web', 'azure-web-app-service', 'windows-server-2012']","{'account_id': 16575629, 'reputation': 1, 'user_id': 11977489, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ebe16006d2eb42dde47c8a31bf097586?s=256&d=identicon&r=PG&f=1', 'display_name': 'jbaart', 'link': 'https://stackoverflow.com/users/11977489/jbaart'}",False,520,,1,0,1662390696,1566810919,1662390696.0,57655008,CC BY-SA 4.0,https://stackoverflow.com/questions/57655008/azure-app-service-connect-to-sql-server-on-premise-without-hybrid-connection,Azure App service connect to SQL Server on premise without hybrid connection,,,,
41,"['c#', 'revit-api', 'revit']","{'account_id': 13945352, 'reputation': 150, 'user_id': 10070244, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-6n3d41AGzgw/AAAAAAAAAAI/AAAAAAAAAAA/AAnnY7oTid-E8zM8816EHj0nexWHLza_pQ/mo/photo.jpg?sz=256', 'display_name': 'Saurabh Agrawal', 'link': 'https://stackoverflow.com/users/10070244/saurabh-agrawal'}",True,854,57567016.0,1,1,1662036902,1565955969,1565956183.0,57524082,CC BY-SA 4.0,https://stackoverflow.com/questions/57524082/how-to-place-element-on-wall-via-revit-api,How to place element on wall via revit api,,,,
42,"['c#', 'couchbase']","{'account_id': 16605743, 'reputation': 3, 'user_id': 12000278, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mDcKBqWPICDkQCMztM5QpeBQpt4KW3FOBHdrl1NHQ=k-s256', 'display_name': 'JDhyeaa', 'link': 'https://stackoverflow.com/users/12000278/jdhyeaa'}",True,74,57730223.0,1,-1,1661876051,1567181414,1661876051.0,57730105,CC BY-SA 4.0,https://stackoverflow.com/questions/57730105/cant-use-clientconfiguration,Can&#39;t use ClientConfiguration,,,,
43,"['c#', 'firebase', 'firebase-realtime-database', 'firebase-authentication']","{'account_id': 16571122, 'reputation': 1, 'user_id': 11974237, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-MN6-OUIMqNc/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdK0s3h_fUzh2KKFljIHdWPL881UA/photo.jpg?sz=256', 'display_name': 'Carl Teunen', 'link': 'https://stackoverflow.com/users/11974237/carl-teunen'}",True,1488,,2,0,1661075848,1566733892,1566734060.0,57645757,CC BY-SA 4.0,https://stackoverflow.com/questions/57645757/use-c-application-and-firebase-authentication-to-log-in,Use c# application and firebase authentication to log in,,,,
44,"['c#', 'fluentvalidation', 'ef-core-2.2']","{'account_id': 1290661, 'reputation': 4277, 'user_id': 1242827, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/02766ec440c27a10a29ccb482ffad949?s=256&d=identicon&r=PG', 'display_name': 'rbasniak', 'link': 'https://stackoverflow.com/users/1242827/rbasniak'}",True,1428,,1,3,1660977279,1566298656,1566301136.0,57572102,CC BY-SA 4.0,https://stackoverflow.com/questions/57572102/fluentvalidator-extension-method-to-check-if-entity-exists-in-database,FluentValidator extension method to check if entity exists in database,,,,
45,"['c#', 'asp.net', 'swagger']","{'account_id': 15624014, 'reputation': 2055, 'user_id': 11272124, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c710af17c950504375b53e22c894fedc?s=256&d=identicon&r=PG&f=1', 'display_name': 'SpiritBob', 'link': 'https://stackoverflow.com/users/11272124/spiritbob'}",True,17144,57586753.0,3,11,1660967798,1566226941,1566319757.0,57559378,CC BY-SA 4.0,https://stackoverflow.com/questions/57559378/what-does-the-attribute-apiexplorersettingsignoreapi-true-do,What does the attribute &quot;[ApiExplorerSettings(IgnoreApi = true)]&quot; do?,,,,
