,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,closed_date,closed_reason
28,"['c#', 'reflection', 'interface', 'protocol-buffers', 'grpc']","{'account_id': 1236373, 'reputation': 509, 'user_id': 6399201, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://i.stack.imgur.com/qcYFD.jpg?s=256&g=1', 'display_name': 'Erik Stroeken', 'link': 'https://stackoverflow.com/users/6399201/erik-stroeken'}",False,1196,1,3,1665415314,1576248944,,59324977,CC BY-SA 4.0,https://stackoverflow.com/questions/59324977/reflection-in-grpc-protobuf-in-c,Reflection in gRPC \ Protobuf in C#,,,,
29,"['c#', 'tfs', 'nuget', 'asp.net-core-webapi', 'devops-services']","{'account_id': 12492487, 'reputation': 45, 'user_id': 9093596, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/iklrp.jpg?s=256&g=1', 'display_name': 'Arlind Shkrela', 'link': 'https://stackoverflow.com/users/9093596/arlind-shkrela'}",True,1414,3,4,1665412475,1577700935,1578408424.0,59529137,CC BY-SA 4.0,https://stackoverflow.com/questions/59529137/microsoft-teamfoundationserver-extendedclient-not-compatible-with-asp-net-core-3,Microsoft TeamFoundationServer ExtendedClient Not compatible with Asp.Net Core 3,59531408.0,,,
30,"['c#', 'events']","{'account_id': 16116409, 'reputation': 21, 'user_id': 11633402, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/25e6ea0ff621b333f041bf1133712486?s=256&d=identicon&r=PG&f=1', 'display_name': 'fishe', 'link': 'https://stackoverflow.com/users/11633402/fishe'}",True,147,2,1,1665405658,1577766520,,59539593,CC BY-SA 4.0,https://stackoverflow.com/questions/59539593/how-to-trigger-an-event-when-something-is-clicked-5-times,How to trigger an event when something is clicked 5 times?,,,,
31,"['c#', 'azure', 'azure-functions', 'azureservicebus']","{'account_id': 189007, 'reputation': 14949, 'user_id': 428073, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/fca34fb2d6224dd1e55bd61491fcb9cb?s=256&d=identicon&r=PG&f=1', 'display_name': 'Neo', 'link': 'https://stackoverflow.com/users/428073/neo'}",True,944,3,1,1665320640,1576828867,1576843759.0,59421738,CC BY-SA 4.0,https://stackoverflow.com/questions/59421738/using-messagereceiver-only-first-time-getting-message-from-topic-using-azure-fun,Using MessageReceiver only first time getting message from topic using Azure Function HttpTrigger,,,,
32,"['c#', 'postgresql', '.net-core', 'npgsql', 'ef-core-2.2']","{'account_id': 8392511, 'reputation': 1885, 'user_id': 8086153, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Zj5Qa.png?s=256&g=1', 'display_name': 'FoxPro', 'link': 'https://stackoverflow.com/users/8086153/foxpro'}",True,589,1,1,1665158382,1576232784,1576234104.0,59320597,CC BY-SA 4.0,https://stackoverflow.com/questions/59320597/dbcontext-initing-throws-socketexception,DBContext initing throws SocketException,,,,
33,"['c#', 'selenium', '.net-core']","{'account_id': 5622726, 'reputation': 1821, 'user_id': 4452004, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/262c32f7add160a19c186b007c417938?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ian Kirkpatrick', 'link': 'https://stackoverflow.com/users/4452004/ian-kirkpatrick'}",False,929,1,0,1665078056,1576503889,1576506192.0,59357900,CC BY-SA 4.0,https://stackoverflow.com/questions/59357900/selenium-c-set-cursor-to-end-of-input-before-typing,Selenium C# set cursor to end of input before typing,,,,
34,"['c#', 'wpf', 'xaml', 'popup']","{'account_id': 1546741, 'reputation': 113, 'user_id': 1440128, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b4a194c572da4bf6b3f055b56c0fd260?s=256&d=identicon&r=PG', 'display_name': 'opedroso', 'link': 'https://stackoverflow.com/users/1440128/opedroso'}",False,395,1,2,1665075328,1576222410,1665075328.0,59318041,CC BY-SA 4.0,https://stackoverflow.com/questions/59318041/wpf-placementtarget-for-popup-at-usercontrol-textbox,WPF PlacementTarget for PopUp at UserControl TextBox,,,,
35,"['c#', 'azure', 'azure-functions', 'azure-blob-storage', 'azure-sas']","{'account_id': 5338801, 'reputation': 7142, 'user_id': 4256749, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/NXc8C.jpg?s=256&g=1', 'display_name': 'Kzryzstof', 'link': 'https://stackoverflow.com/users/4256749/kzryzstof'}",True,24093,7,28,1665074637,1575133219,1636978211.0,59118346,CC BY-SA 4.0,https://stackoverflow.com/questions/59118346/how-to-get-a-shared-access-signature-on-a-blob-using-the-latest-azure-sdk-net-a,How to get a Shared Access Signature on a Blob using the latest Azure SDK .NET API v12?,59125198.0,,,
36,"['c#', 'cookies', 'asp.net-identity', 'blazor', 'blazor-server-side']","{'account_id': 12613558, 'reputation': 419, 'user_id': 12281818, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/29J48.png?s=256&g=1', 'display_name': 'Ned Flanders', 'link': 'https://stackoverflow.com/users/12281818/ned-flanders'}",True,10653,4,12,1665003739,1577704746,1590202542.0,59529950,CC BY-SA 4.0,https://stackoverflow.com/questions/59529950/how-to-set-consent-cookie-in-blazor-server,How to set consent cookie in Blazor Server,59530482.0,,,
37,"['c#', 'discord']","{'account_id': 16695334, 'reputation': 15, 'user_id': 12066714, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mBoE5Yn6WO7zqHKiH4yQKMYxHj9CSZChguF93R3=k-s256', 'display_name': 'The Splat2ooner', 'link': 'https://stackoverflow.com/users/12066714/the-splat2ooner'}",False,230,1,0,1664571463,1577599487,1664571463.0,59517214,CC BY-SA 4.0,https://stackoverflow.com/questions/59517214/dm-join-message-not-working-in-discord-c-bot,DM Join message not working in Discord C# Bot,,,,
38,"['javascript', 'c#', 'asp.net-core', 'tus', 'uppy']","{'account_id': 1097995, 'reputation': 1565, 'user_id': 1091166, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/5057a5b4b4e4f6a5864ce60a08ce9a72?s=256&d=identicon&r=PG&f=1', 'display_name': 'Azaz ul Haq', 'link': 'https://stackoverflow.com/users/1091166/azaz-ul-haq'}",False,1755,1,1,1664281158,1577113216,1577113828.0,59457356,CC BY-SA 4.0,https://stackoverflow.com/questions/59457356/securing-asp-net-core-uppy-js-endpoint,Securing Asp.NET Core Uppy.js Endpoint,,,,
39,"['c#', 'audio', 'console-application', 'soundplayer']","{'account_id': 17355539, 'reputation': 1, 'user_id': 12573029, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-1XAzFJu88qE/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdyIn_Vw6iSBPM197qBGowTaCaCDg/photo.jpg?sz=256', 'display_name': 'Enrico Diaz', 'link': 'https://stackoverflow.com/users/12573029/enrico-diaz'}",False,533,2,0,1663777575,1576877398,,59431525,CC BY-SA 4.0,https://stackoverflow.com/questions/59431525/is-there-any-way-i-can-somehow-have-two-sounds-play-at-once-in-c-console-app,Is there any way i can somehow have two sounds play at once in c# console app?,,,,
40,"['c#', 'linq', 'c#-8.0', 'nullable-reference-types']","{'account_id': 4217241, 'reputation': 2995, 'user_id': 3453041, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/024667382dfea30a6c96bed77f8b5c7a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Water', 'link': 'https://stackoverflow.com/users/3453041/water'}",True,8080,5,27,1663716761,1576877651,1582318944.0,59431558,CC BY-SA 4.0,https://stackoverflow.com/questions/59431558/using-linqs-where-select-to-filter-out-null-and-convert-the-type-to-non-nullabl,Using Linq&#39;s Where/Select to filter out null and convert the type to non-nullable cannot be made into an extension method,59434717.0,,,
41,"['c#', 'c++']","{'account_id': 1404203, 'reputation': 510, 'user_id': 1332365, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/1JZrS.jpg?s=256&g=1', 'display_name': 'Rob Ainscough', 'link': 'https://stackoverflow.com/users/1332365/rob-ainscough'}",True,184,1,-4,1663674726,1575933916,1663674726.0,59258069,CC BY-SA 4.0,https://stackoverflow.com/questions/59258069/instantiate-an-object-and-call-method-returning-a-value-in-c-or-c-with-single,Instantiate an object and call method returning a value in C# or C++ with single line of syntax?,,,,
42,"['c#', 'wpf', 'charts', 'telerik']","{'account_id': 15737530, 'reputation': 13, 'user_id': 11356028, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7dfeccd4bfa5b24071ea97172baf4199?s=256&d=identicon&r=PG&f=1', 'display_name': 'Saeed Gholampoor', 'link': 'https://stackoverflow.com/users/11356028/saeed-gholampoor'}",False,342,1,0,1663098399,1575368054,,59154707,CC BY-SA 4.0,https://stackoverflow.com/questions/59154707/radcartesianchart-setting,RadCartesianChart Setting,,,,
43,"['c#', 'asp.net-core', '.net-core', 'asp.net-core-3.1', 'scrutor']","{'account_id': 2199666, 'reputation': 15288, 'user_id': 1944400, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://i.stack.imgur.com/wmxTu.jpg?s=256&g=1', 'display_name': 'Rowan Freeman', 'link': 'https://stackoverflow.com/users/1944400/rowan-freeman'}",True,5288,4,5,1662806093,1577144491,1585523881.0,59462356,CC BY-SA 4.0,https://stackoverflow.com/questions/59462356/why-do-i-get-this-invalidoperationexception-unable-to-resolve-service-for-type,Why do I get this InvalidOperationException: Unable to resolve service for type &#39;Microsoft.AspNetCore.Http.RequestDelegate&#39;?,59605979.0,,,
44,"['c#', 'properties']","{'account_id': 1773671, 'reputation': 471, 'user_id': 1617938, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6386cc5b6dbfb985848db413260bfb93?s=256&d=identicon&r=PG', 'display_name': 'Nick', 'link': 'https://stackoverflow.com/users/1617938/nick'}",True,1943,2,5,1662576843,1576141723,1576143215.0,59301066,CC BY-SA 4.0,https://stackoverflow.com/questions/59301066/c-how-to-set-property-with-two-arguments,C# How to set Property with two arguments,59301152.0,,,
45,"['c#', 'opencv', 'package', 'nuget-package']","{'account_id': 9748042, 'reputation': 372, 'user_id': 7227308, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/88525b54d10353d551551846a9003788?s=256&d=identicon&r=PG&f=1', 'display_name': 'Finni', 'link': 'https://stackoverflow.com/users/7227308/finni'}",False,172,0,0,1662535314,1576145193,1662535314.0,59302086,CC BY-SA 4.0,https://stackoverflow.com/questions/59302086/opencvsharp-cvconst-class-missing,OpenCvSharp.CvConst class missing?,,,,
46,"['c#', 'opencv', 'mat', 'depth']","{'account_id': 9748042, 'reputation': 372, 'user_id': 7227308, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/88525b54d10353d551551846a9003788?s=256&d=identicon&r=PG&f=1', 'display_name': 'Finni', 'link': 'https://stackoverflow.com/users/7227308/finni'}",True,545,1,0,1662531264,1575556314,1662531264.0,59197401,CC BY-SA 4.0,https://stackoverflow.com/questions/59197401/wrong-depth-of-mat-opencvsharp,Wrong depth of Mat (OpenCvSharp),59306564.0,,,
