,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,closed_date,closed_reason
10,"['c#', 'msbuild', 't4', 'typeloadexception']","{'account_id': 4167503, 'reputation': 41, 'user_id': 3416161, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b527346480f3e9744ca42275f9c10247?s=256&d=identicon&r=PG&f=1', 'display_name': 'chrizan', 'link': 'https://stackoverflow.com/users/3416161/chrizan'}",False,255,0,3,1668190988,1624342560,68078437,CC BY-SA 4.0,https://stackoverflow.com/questions/68078437/system-typeloadexception-when-generating-code-with-a-t4-text-template,System.TypeLoadException when generating code with a T4 text template,1625807240.0,,,
11,"['c#', 'sqlite', 'blazor', 'blazor-webassembly']","{'account_id': 21885529, 'reputation': 111, 'user_id': 16173201, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dc0ce13a4aaf4dec7057dc94058318d4?s=256&d=identicon&r=PG&f=1', 'display_name': 'JAL', 'link': 'https://stackoverflow.com/users/16173201/jal'}",True,5155,3,10,1668190426,1623655404,67966259,CC BY-SA 4.0,https://stackoverflow.com/questions/67966259/how-to-use-sqlite-in-blazor-webassembly,How to use SQLite in Blazor WebAssembly?,1668190426.0,,,
12,"['c#', 'string', 'equality', 'c#-9.0', 'c#-record-type']","{'account_id': 1233265, 'reputation': 410, 'user_id': 1197407, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/39cc4e93eb08c4bdb2910a3ffcc7f284?s=256&d=identicon&r=PG', 'display_name': 'DavWEB', 'link': 'https://stackoverflow.com/users/1197407/davweb'}",True,481,1,5,1668181980,1624019910,68035319,CC BY-SA 4.0,https://stackoverflow.com/questions/68035319/how-to-make-records-equality-case-insensitive-for-strings,How to make records equality case-insensitive for strings?,1624021067.0,,,
13,"['c#', 'winforms']","{'account_id': 21816421, 'reputation': 27, 'user_id': 16113187, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/OWmOY.png?s=256&g=1', 'display_name': 'Lochyj', 'link': 'https://stackoverflow.com/users/16113187/lochyj'}",True,92,1,1,1668132861,1623741896,67981791,CC BY-SA 4.0,https://stackoverflow.com/questions/67981791/how-do-i-save-the-contents-of-a-textbox-after-session-end,How do i save the contents of a textbox after session end,1668132861.0,67996477.0,,
14,"['c#', 'asp.net', 'asp.net-core', 'google-cloud-platform', 'gcloud']","{'account_id': 1189122, 'reputation': 13632, 'user_id': 1162409, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://i.stack.imgur.com/YSzYR.jpg?s=256&g=1', 'display_name': 'San Jaisy', 'link': 'https://stackoverflow.com/users/1162409/san-jaisy'}",True,334,3,-1,1667398226,1624465312,68103677,CC BY-SA 4.0,https://stackoverflow.com/questions/68103677/custom-runtime-dockerfile-for-asp-net-core-5-with-google-cloud-error-cs1003-syn,"Custom runtime dockerfile for asp.net core 5 with Google cloud error CS1003: Syntax error,",,,,
15,"['c#', 'itext', 'watermark']","{'account_id': 21901306, 'reputation': 1, 'user_id': 16186953, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gis2HOz7R31SZQtnQMB0qLWzVBlcnZYhUQioWjmkg=k-s256', 'display_name': 'Manish Pinjani', 'link': 'https://stackoverflow.com/users/16186953/manish-pinjani'}",False,325,1,0,1666768451,1623331069,67921967,CC BY-SA 4.0,https://stackoverflow.com/questions/67921967/repeating-watermark-text-diagonal-using-itextsharp-c,Repeating Watermark Text Diagonal using itextsharp C#,1623345324.0,,,
16,"['c#', 'excel', 'openxml-sdk']","{'account_id': 19557892, 'reputation': 33, 'user_id': 14311759, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgibJjlByCsNMyZ7j8aES-66eu7ufEYf2cnzE-gDw=k-s256', 'display_name': 'Stefano Cappai', 'link': 'https://stackoverflow.com/users/14311759/stefano-cappai'}",True,535,2,2,1666736141,1624527362,68113232,CC BY-SA 4.0,https://stackoverflow.com/questions/68113232/c-openxml-how-to-get-hyperlink-from-cell,C# OpenXML how to get Hyperlink from Cell,,,,
17,"['c#', 'asp.net', 'directoryservices']","{'account_id': 18255203, 'reputation': 3, 'user_id': 13289311, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-espMS8q7aRA/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNxI43DE5rN76rTkLeFdGpq6o-c5w/photo.jpg?sz=256', 'display_name': 'Gareth', 'link': 'https://stackoverflow.com/users/13289311/gareth'}",False,376,1,0,1666718764,1624975034,68180183,CC BY-SA 4.0,https://stackoverflow.com/questions/68180183/asp-net-getting-error-on-userprincipal-user-userprincipal-findbyidentityctx,"ASP.Net getting error on &quot;UserPrincipal user = UserPrincipal.FindByIdentity(ctx, User.Identity.Name);&quot;",,,,
18,"['c#', 'asp.net', 'cryptography', 'ethereum', 'cryptocurrency']","{'account_id': 16537494, 'reputation': 21, 'user_id': 11949052, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-Ii4aOKss2yI/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfGE24GcPyflgP1s4TNsBeufW9ULQ/photo.jpg?sz=256', 'display_name': 'Jesse Sawa', 'link': 'https://stackoverflow.com/users/11949052/jesse-sawa'}",True,238,2,2,1666620528,1624490137,68107941,CC BY-SA 4.0,https://stackoverflow.com/questions/68107941/how-do-you-verify-a-signature-originated-from-a-given-tezos-wallet,How do you verify a signature originated from a given Tezos wallet?,,,,
19,"['c#', 'swagger', 'swagger-ui', 'asp.net-core-3.1']","{'account_id': 317950, 'reputation': 2071, 'user_id': 634914, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/Zpnoa.png?s=256&g=1', 'display_name': 'howcheng', 'link': 'https://stackoverflow.com/users/634914/howcheng'}",True,10212,3,0,1666405404,1623874227,68009438,CC BY-SA 4.0,https://stackoverflow.com/questions/68009438/requests-for-swagger-return-404-not-found,Requests for Swagger return 404 Not Found,1623881421.0,68012909.0,,
20,"['c#', 'parallel-processing', 'automated-tests', 'xunit', 'fixtures']","{'account_id': 21002253, 'reputation': 51, 'user_id': 15432809, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1a231b1a91631471afbea05094944e86?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ral', 'link': 'https://stackoverflow.com/users/15432809/ral'}",False,144,1,2,1666265524,1622730680,67823400,CC BY-SA 4.0,https://stackoverflow.com/questions/67823400/xunit-c-is-there-a-way-to-share-context-between-test-classes-without-disabl,Xunit (c#) - is there a way to share context between test classes without disabling parallel test execution?,,,,
21,"['c#', 'unity3d']","{'account_id': 21998671, 'reputation': 33, 'user_id': 16270699, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyla_yKIml9JTujJ5JiIXIhREcPXG144d94-EYe=k-s256', 'display_name': 'Hello_00No00', 'link': 'https://stackoverflow.com/users/16270699/hello-00no00'}",True,222,1,3,1666129852,1624156371,68052205,CC BY-SA 4.0,https://stackoverflow.com/questions/68052205/why-my-character-didnt-move-with-this-code,Why my character didn&#39;t move with this code?,1666129852.0,68052347.0,,
22,"['c#', 'httpclient', 'rest']","{'account_id': 13952726, 'reputation': 95, 'user_id': 10075895, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/59843ebea0bf1633dcf4eeb0a855fb58?s=256&d=identicon&r=PG&f=1', 'display_name': 'ahta14', 'link': 'https://stackoverflow.com/users/10075895/ahta14'}",True,2952,1,1,1665679969,1622891276,67848923,CC BY-SA 4.0,https://stackoverflow.com/questions/67848923/send-form-data-in-c-httpclient,Send form-data in C# HttpClient,,67849283.0,,
23,"['c#', 'unity3d', 'audio-player']","{'account_id': 21899153, 'reputation': 13, 'user_id': 16185026, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e4d1fa206dbcb47924e0d9f5ebfd846a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Andrei Preda', 'link': 'https://stackoverflow.com/users/16185026/andrei-preda'}",True,46,2,-1,1665521401,1623595416,67959474,CC BY-SA 4.0,https://stackoverflow.com/questions/67959474/background-music-destroyed-when-build-index-is-0,Background music destroyed when build index is 0,1623595453.0,67959743.0,,
24,"['c#', 'asp.net-core', 'asp.net-web-api', 'swagger', 'openiddict']","{'account_id': 9531260, 'reputation': 539, 'user_id': 7897881, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/10a69663429399cb2c423956b7de8c8a?s=256&d=identicon&r=PG&f=1', 'display_name': 'tnk479', 'link': 'https://stackoverflow.com/users/7897881/tnk479'}",True,1948,2,4,1665382816,1624566548,68122409,CC BY-SA 4.0,https://stackoverflow.com/questions/68122409/how-do-i-configure-swaggergen-with-openiddict-parameters-for-client-credentials,How do I configure SwaggerGen with OpenIddict parameters for client credentials grant?,1624570438.0,68123171.0,,
25,"['c#', '.net', 'compilation', 'c#-9.0', 'sourcegenerators']","{'account_id': 6938685, 'reputation': 151, 'user_id': 5325804, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-PHLyE5d0mBo/AAAAAAAAAAI/AAAAAAAAABE/AfPLyNTL7oM/photo.jpg?sz=256', 'display_name': 'Lin Lee', 'link': 'https://stackoverflow.com/users/5325804/lin-lee'}",False,231,1,2,1665343920,1624000882,68030960,CC BY-SA 4.0,https://stackoverflow.com/questions/68030960/how-to-get-a-data-member-default-value-using-source-generator,How to get a data member default value using Source Generator?,1624001152.0,,,
26,"['c#', 'asp.net-mvc', 'asp.net-core', 'asp.net-core-mvc', 'asp.net-core-5.0']","{'account_id': 116173, 'reputation': 1158, 'user_id': 304751, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/abe41961a7c9e3d5ca0bb4ad096198bb?s=256&d=identicon&r=PG', 'display_name': 'tuq', 'link': 'https://stackoverflow.com/users/304751/tuq'}",True,754,3,1,1665148493,1622906271,67851039,CC BY-SA 4.0,https://stackoverflow.com/questions/67851039/will-too-many-dependency-injected-services-in-asp-net-5-controller-constructor-a,Will too many dependency injected services in ASP.NET 5 controller constructor affect to performance and memory?,,,,
27,['c#'],"{'account_id': 304582, 'reputation': 7934, 'user_id': 614177, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/be3e5b24ad2039f71e9b350f8d263de3?s=256&d=identicon&r=PG', 'display_name': 'Sebastian Krysmanski', 'link': 'https://stackoverflow.com/users/614177/sebastian-krysmanski'}",True,2752,5,14,1664979903,1622958831,67856174,CC BY-SA 4.0,https://stackoverflow.com/questions/67856174/how-to-use-ranges-with-list-in-c,How to use ranges with List in C#?,1646224713.0,67856428.0,,
28,"['c#', 'azure', 'azure-cosmosdb', 'azure-cosmosdb-sqlapi']","{'account_id': 21978436, 'reputation': 96, 'user_id': 16253893, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyC-QNvlRuzwZrgBQH24Osa4vpM0BXorJ9Z-vVI=k-s256', 'display_name': 'Ann', 'link': 'https://stackoverflow.com/users/16253893/ann'}",False,749,0,1,1664975334,1623945425,68022755,CC BY-SA 4.0,https://stackoverflow.com/questions/68022755/cosmosdb-readitemasync-takes-more-ru-than-using-queryable-for-items-with-large,CosmosDB: ReadItemAsync takes more RU than using queryable for items with large nested collection,,,,
29,"['c#', 'jquery', 'asp.net-mvc']","{'account_id': 14867039, 'reputation': 377, 'user_id': 10735770, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/80e29cfd657e23dc8b4648e2dbff6617?s=256&d=identicon&r=PG&f=1', 'display_name': 'Asim Javaid', 'link': 'https://stackoverflow.com/users/10735770/asim-javaid'}",False,87,0,0,1664957649,1624015251,68034257,CC BY-SA 4.0,https://stackoverflow.com/questions/68034257/how-to-resolve-404-not-found-error-in-asp-net-mvc-project-when-getting-a-jsonr,How to resolve &quot;404 not found&quot; error in ASP.NET MVC project when getting a JsonResult?,1664957649.0,,,
30,"['c#', 'html', 'asp.net-mvc', 'razor']","{'account_id': 10428824, 'reputation': 269, 'user_id': 7689261, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/d0c58cbb0283d7ce8abc3033f2607062?s=256&d=identicon&r=PG&f=1', 'display_name': 'theo', 'link': 'https://stackoverflow.com/users/7689261/theo'}",False,196,0,1,1664955679,1624150682,68051842,CC BY-SA 4.0,https://stackoverflow.com/questions/68051842/asp-net-mvc-insert-html-table-into-database-with-other-form-data,ASP.NET MVC : insert HTML table into database with other form data,1664955679.0,,,
31,"['c#', 'asp.net-core', 'asp.net-web-api']","{'account_id': 5848387, 'reputation': 7585, 'user_id': 4607841, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/71cd701f6826481858ee299f68f3205a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tom', 'link': 'https://stackoverflow.com/users/4607841/tom'}",True,2825,1,2,1664914905,1623446675,67943607,CC BY-SA 4.0,https://stackoverflow.com/questions/67943607/the-collection-type-newtonsoft-json-linq-jobject-is-not-supported,The collection type &#39;Newtonsoft.Json.Linq.JObject&#39; is not supported,1664914905.0,67943998.0,,
32,"['c#', 'google-sheets-api']","{'account_id': 12207898, 'reputation': 147, 'user_id': 8910438, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/VE8LP.jpg?s=256&g=1', 'display_name': 'Miroslav Husť&#225;k', 'link': 'https://stackoverflow.com/users/8910438/miroslav-hus%c5%a5%c3%a1k'}",True,454,1,1,1664662002,1623514598,67950722,CC BY-SA 4.0,https://stackoverflow.com/questions/67950722/writing-more-than-1000-rows-into-google-sheet-in-c,Writing more than 1000 rows into Google Sheet in C#,1664662002.0,67956215.0,,
33,"['c#', 'asp.net-core', '.net-core', 'dotnet-httpclient', 'polly']","{'account_id': 458956, 'reputation': 141526, 'user_id': 859154, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/UFFIs.jpg?s=256&g=1', 'display_name': 'Royi Namir', 'link': 'https://stackoverflow.com/users/859154/royi-namir'}",True,1144,2,3,1664560389,1622801695,67835490,CC BY-SA 4.0,https://stackoverflow.com/questions/67835490/polly-wont-throw-on-some-exceptions,Polly won&#39;t throw on some exceptions?,1664560389.0,67836054.0,,
34,"['c#', 'asp.net-mvc', 'asp.net-core', '.net-core']","{'account_id': 3930428, 'reputation': 55, 'user_id': 3249251, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/lmBs3.png?s=256&g=1', 'display_name': 'AhmetSinav', 'link': 'https://stackoverflow.com/users/3249251/ahmetsinav'}",True,411,1,0,1664452521,1624306474,68074158,CC BY-SA 4.0,https://stackoverflow.com/questions/68074158/how-can-i-pass-model-with-sub-model-list-to-controller-from-razor-net-core,How can I pass model with sub-model list to Controller from Razor .NET Core,1664452521.0,,,
35,"['c#', 'rabbitmq', 'health-check']","{'account_id': 2066403, 'reputation': 96903, 'user_id': 1841839, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/ZyKjr.png?s=256&g=1', 'display_name': 'DaImTo', 'link': 'https://stackoverflow.com/users/1841839/daimto'}",True,1453,2,0,1664437968,1624527202,68113182,CC BY-SA 4.0,https://stackoverflow.com/questions/68113182/how-to-find-rabbitmq-connection-string,How to find RabbitMQ connection string,,72566790.0,,
36,"['c#', 'http', 'json.net', 'asp.net-core-5.0']","{'account_id': 8731453, 'reputation': 495, 'user_id': 6531333, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/M1YZ2.jpg?s=256&g=1', 'display_name': 'TrustworthySystems', 'link': 'https://stackoverflow.com/users/6531333/trustworthysystems'}",True,634,2,1,1664315905,1622713561,67819154,CC BY-SA 4.0,https://stackoverflow.com/questions/67819154/response-jobject-values-not-completely-filled-in-returned-json,Response JObject values not completely filled in returned JSON,1622750538.0,67853611.0,,
37,"['c#', '.net-core', 'entity-framework-core', 'ef-database-first', 'devart']","{'account_id': 20737090, 'reputation': 33, 'user_id': 15227699, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4333c450275aa773c63bc3ed770071e4?s=256&d=identicon&r=PG&f=1', 'display_name': 'littleO', 'link': 'https://stackoverflow.com/users/15227699/littleo'}",True,636,3,0,1664313527,1622640105,67805999,CC BY-SA 4.0,https://stackoverflow.com/questions/67805999/how-can-i-scaffold-with-multiple-schemas-and-particular-table,How can I scaffold with multiple schemas and particular table?,,67819024.0,,
38,"['c#', 'humanizer']","{'account_id': 1550673, 'reputation': 76, 'user_id': 1443142, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dd6a449fd99ccfd84218cecf720b59a2?s=256&d=identicon&r=PG', 'display_name': 'Y Neuhaus', 'link': 'https://stackoverflow.com/users/1443142/y-neuhaus'}",True,187,1,1,1664258627,1623695917,67975549,CC BY-SA 4.0,https://stackoverflow.com/questions/67975549/humanizer-pluralize-singularize-to-indicate-is-are-based-on-the-collection-size,Humanizer Pluralize/Singularize to indicate Is/Are based on the collection size,,,,
39,"['c#', 'expression-trees', 'rule-engine']","{'account_id': 1887822, 'reputation': 1463, 'user_id': 1706692, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/e5f67f6b004c3e4d7497bf2f2ca9396e?s=256&d=identicon&r=PG', 'display_name': 'shujaat siddiqui', 'link': 'https://stackoverflow.com/users/1706692/shujaat-siddiqui'}",True,1106,1,0,1663907247,1624288488,68070463,CC BY-SA 4.0,https://stackoverflow.com/questions/68070463/dynamic-rule-engine,Dynamic Rule Engine,,,,
40,"['c#', 'unity3d']","{'account_id': 21817186, 'reputation': 46, 'user_id': 16113869, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgrAkCI8HbCIncR5KobeQzrPB6MRxH3kbhqppvkkQ=k-s256', 'display_name': 'Yash Verma', 'link': 'https://stackoverflow.com/users/16113869/yash-verma'}",True,91,1,0,1663354553,1624511459,68109951,,https://stackoverflow.com/questions/68109951/hold-the-keys-to-move-instead-of-spamming-them,Hold the Keys to move instead of spamming them,1663354553.0,,1625486871.0,Not suitable for this site
41,"['c#', 'abstract-class']","{'account_id': 20430589, 'reputation': 75, 'user_id': 14989533, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gh8tRIocIDAokB3UqcZnzAuG3_I99QTBI0GJSj12g=k-s256', 'display_name': 'obind', 'link': 'https://stackoverflow.com/users/14989533/obind'}",True,127,1,-1,1663227698,1624355055,68081231,CC BY-SA 4.0,https://stackoverflow.com/questions/68081231/write-constructor-to-initialize-attributes-csharp,write constructor to initialize attributes csharp?,1663227698.0,68081286.0,,
42,"['c#', 'asp.net', 'asp.net-core', 'authentication', '.net-core']","{'account_id': 18147078, 'reputation': 21, 'user_id': 13200304, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-zJRCHLs1Zds/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPrmh9dyTQTHKWPCOLJWuDLIHHxAg/photo.jpg?sz=256', 'display_name': 'Omer Ron', 'link': 'https://stackoverflow.com/users/13200304/omer-ron'}",True,185,2,0,1663082505,1622970043,67857407,CC BY-SA 4.0,https://stackoverflow.com/questions/67857407/can-i-reduce-librarys-log-level-in-net-core,Can I Reduce Library&#39;s Log Level In .NET Core?,,,,
43,"['c#', '.net', 'entity-framework-core']","{'account_id': 3966537, 'reputation': 354, 'user_id': 3272295, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/e5797fd28e56687291560282c7ff966d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Craig', 'link': 'https://stackoverflow.com/users/3272295/craig'}",True,1758,3,0,1662902278,1623690860,67974556,CC BY-SA 4.0,https://stackoverflow.com/questions/67974556/system-text-json-jsonexception-a-possible-object-cycle-was-detected,System.Text.Json.JsonException: A possible object cycle was detected,,,,
44,"['c#', 'xamarin', '.net-6.0', 'maui', '.net-maui']","{'account_id': 16361701, 'reputation': 31, 'user_id': 11817119, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7af438879759e0d7a52b383ac0455323?s=256&d=identicon&r=PG&f=1', 'display_name': 'TTXX1', 'link': 'https://stackoverflow.com/users/11817119/ttxx1'}",True,675,1,2,1662754387,1623362171,67928899,CC BY-SA 4.0,https://stackoverflow.com/questions/67928899/xamarin-android-common-debugging-targets604-5-error-xa0010-no-available-devi,"Xamarin.Android.Common.Debugging.targets(604,5): error XA0010: No available device",1662754387.0,,,
45,"['c#', 'wpf', 'bluetooth', 'windows-runtime']","{'account_id': 21808739, 'reputation': 73, 'user_id': 16106595, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bdd9e7fe13747df728f976366e93773d?s=256&d=identicon&r=PG&f=1', 'display_name': 'nimitz', 'link': 'https://stackoverflow.com/users/16106595/nimitz'}",True,169,1,3,1662727333,1622640851,67806196,CC BY-SA 4.0,https://stackoverflow.com/questions/67806196/net5-windows-api-calls-with-cswinrt,.net5 windows api calls with CSWinRT,1622642991.0,73662332.0,,
