,tags,owner,is_answered,view_count,closed_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,link,closed_reason,title,content_license,protected_date
18,"['c#', 'winforms']","{'account_id': 20599781, 'reputation': 47, 'user_id': 15121289, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3942d5ce049a831d5b2b5d364ad166d4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Alwin', 'link': 'https://stackoverflow.com/users/15121289/alwin'}",False,309,,,0,0,1667467260,1621237900,1667467260.0,67565830,https://stackoverflow.com/questions/67565830/how-to-add-images-into-resources-resx-file-at-development-design-time,,How to add Images into Resources.resx file at development/design time?,CC BY-SA 4.0,
19,"['c#', 'rsa', 'bouncycastle', 'ecdsa', 'pkcs11interop']","{'account_id': 3743074, 'reputation': 1, 'user_id': 3112412, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user3112412', 'link': 'https://stackoverflow.com/users/3112412/user3112412'}",False,185,,,2,0,1667292607,1620101596,,67378707,https://stackoverflow.com/questions/67378707/how-to-find-paired-ecdsa-private-key-pkcs11-having-public-key,,how to find paired ECDSA private key PKCS11 having public key,CC BY-SA 4.0,
20,"['c#', '.net-5', 'csproj']","{'account_id': 8375697, 'reputation': 1193, 'user_id': 6289224, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/e726ea56fe2aadabb28f74e5803a2849?s=256&d=identicon&r=PG&f=1', 'display_name': 'Cleve', 'link': 'https://stackoverflow.com/users/6289224/cleve'}",True,1622,,,2,6,1667242487,1621837682,,67667543,https://stackoverflow.com/questions/67667543/what-does-importwindowsdesktoptargets-do-in-a-try-convert-generated-csproj,,What does &lt;ImportWindowsDesktopTargets&gt; do in a try-convert generated *.csproj?,CC BY-SA 4.0,
21,"['c#', 'windows', 'networking', 'tcp', 'ip']","{'account_id': 146275, 'reputation': 1518, 'user_id': 356630, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/88786f5ef8d4b38a9c2738615051cb19?s=256&d=identicon&r=PG', 'display_name': 'Lawrence Kok', 'link': 'https://stackoverflow.com/users/356630/lawrence-kok'}",False,252,,,1,0,1667230230,1620634549,1621766175.0,67467024,https://stackoverflow.com/questions/67467024/what-are-other-conditions-for-winsock-error-wsaenobufs-10055-to-be-thrown,,what are other conditions for winsock error WSAENOBUFS (10055) to be thrown?,CC BY-SA 4.0,
22,"['c#', 'visual-studio-code', 'azure-functions', 'omnisharp']","{'account_id': 1219028, 'reputation': 13005, 'user_id': 1186050, 'user_type': 'registered', 'accept_rate': 24, 'profile_image': 'https://www.gravatar.com/avatar/1aeaf46e73772e9f9c7784bf0ee0705c?s=256&d=identicon&r=PG', 'display_name': 'user1186050', 'link': 'https://stackoverflow.com/users/1186050/user1186050'}",True,985,,,4,4,1666906280,1621890155,1622017607.0,67678941,https://stackoverflow.com/questions/67678941/no-intellisense-in-azure-function-project-in-my-vs-code-solution,,No intellisense in Azure Function Project in my VS Code solution,CC BY-SA 4.0,
23,"['c#', 'asp.net-core', '.net-core']","{'account_id': 6336210, 'reputation': 3251, 'user_id': 4919526, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/8c0025a679c1156b1e5dab4f6d7dee69?s=256&d=identicon&r=PG', 'display_name': 'mu88', 'link': 'https://stackoverflow.com/users/4919526/mu88'}",False,447,,,1,1,1666760569,1620213071,1620213334.0,67400142,https://stackoverflow.com/questions/67400142/publish-net-core-app-without-exe-and-runtimes,,Publish .NET Core app without EXE and runtimes,CC BY-SA 4.0,
24,"['c#', '.net']","{'account_id': 1228593, 'reputation': 2860, 'user_id': 1193647, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/84f5b1550b64da06e7362ad87384e8bc?s=256&d=identicon&r=PG', 'display_name': 'Kolichikov', 'link': 'https://stackoverflow.com/users/1193647/kolichikov'}",True,1545,,70807489.0,1,5,1666485806,1620247714,,67408559,https://stackoverflow.com/questions/67408559/does-any-version-of-net-have-a-random-shared-property-accessible-through-code,,Does any version of .NET have a Random.Shared property accessible through code?,CC BY-SA 4.0,
25,"['c#', 'asp.net-core', 'visual-studio-code']","{'account_id': 20998851, 'reputation': 3, 'user_id': 15430042, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhoMxcgPVcUXKEQPyMYfRUgxIfbBhdjnkAgploIC1c=k-s256', 'display_name': 'Vidhathri Avadhany', 'link': 'https://stackoverflow.com/users/15430042/vidhathri-avadhany'}",False,172,,,1,0,1666288004,1621836470,1621837604.0,67667361,https://stackoverflow.com/questions/67667361/vs-code-doesnt-acknowledge-net-core,,VS Code doesn&#39;t acknowledge .NET CORE,CC BY-SA 4.0,
26,['c#'],"{'account_id': 21585371, 'reputation': 1, 'user_id': 15915910, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyifAezMtJZ621nN7w1FMtLQHYi6LQik-aOWdCJ=k-s256', 'display_name': 'Tamar Mtchedlishvili', 'link': 'https://stackoverflow.com/users/15915910/tamar-mtchedlishvili'}",True,543,,67734060.0,1,-1,1666272444,1622183441,1666272444.0,67733895,https://stackoverflow.com/questions/67733895/how-to-throw-an-exception,,How to throw an exception?,CC BY-SA 4.0,
27,"['c#', 'asp.net-core', 'dependency-injection', 'entity-framework-core', 'automapper']","{'account_id': 6312697, 'reputation': 1168, 'user_id': 4903754, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/emMzm.jpg?s=256&g=1', 'display_name': 'Isitar', 'link': 'https://stackoverflow.com/users/4903754/isitar'}",True,1292,,67491104.0,2,0,1665985891,1620673709,,67476331,https://stackoverflow.com/questions/67476331/asp-net-core-automapper-profile-with-scoped-dependency,,ASP.NET CORE Automapper Profile with Scoped Dependency,CC BY-SA 4.0,
28,"['c#', 'c++', 'linux', '.net-core', 'signals']","{'account_id': 15515473, 'reputation': 324, 'user_id': 11193154, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/QmFPI.jpg?s=256&g=1', 'display_name': 'Katsutoshi Hayashida', 'link': 'https://stackoverflow.com/users/11193154/katsutoshi-hayashida'}",True,334,,68200348.0,1,0,1665770945,1622154998,1622235937.0,67730745,https://stackoverflow.com/questions/67730745/custom-posix-signal-in-c-on-a-linux-platform-does-not-work,,Custom posix signal in C# on a linux platform does not work,CC BY-SA 4.0,
29,"['c#', '.net', 'grpc']","{'account_id': 1068127, 'reputation': 17178, 'user_id': 1068094, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/0f382f72b6de2b69ade761b30f0fb555?s=256&d=identicon&r=PG', 'display_name': '&#193;lvaro Garc&#237;a', 'link': 'https://stackoverflow.com/users/1068094/%c3%81lvaro-garc%c3%ada'}",False,3537,,,1,5,1665674283,1620742935,,67488688,https://stackoverflow.com/questions/67488688/an-http-2-connection-could-not-be-established-because-the-server-did-not-complet,,An HTTP/2 connection could not be established because the server did not complete the HTTP/2 handshake,CC BY-SA 4.0,
30,"['c#', 'asynchronous', 'async-await', 'task-parallel-library']","{'account_id': 13483356, 'reputation': 11, 'user_id': 9727904, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'Masha Reznik', 'link': 'https://stackoverflow.com/users/9727904/masha-reznik'}",True,225,1665480231.0,,3,1,1665472868,1620153258,1665472868.0,67390294,https://stackoverflow.com/questions/67390294/do-i-need-to-await-a-task-in-a-wrapper-method,Duplicate,Do I need to await a task in a wrapper method,,
31,"['c#', 'unit-testing', 'debugging', 'datatable', 'mocking']","{'account_id': 12606505, 'reputation': 33, 'user_id': 12842429, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3976cf5b15145a2e17f44b10d23e7976?s=256&d=identicon&r=PG&f=1', 'display_name': 'H.YK', 'link': 'https://stackoverflow.com/users/12842429/h-yk'}",False,241,,,1,0,1665394914,1620695329,1620720328.0,67479341,https://stackoverflow.com/questions/67479341/can-i-easily-make-datatable-data-for-unit-tests,,Can I Easily Make DataTable data for Unit Tests?,CC BY-SA 4.0,
32,"['c#', '.net', 'database', 'transactionscope']","{'account_id': 18284979, 'reputation': 61, 'user_id': 13313093, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8a06ad25f9b0ce722b58468642c5c2b1?s=256&d=identicon&r=PG&f=1', 'display_name': 'User Not Exist', 'link': 'https://stackoverflow.com/users/13313093/user-not-exist'}",True,1536,,67647498.0,2,0,1665295169,1621589781,1621590158.0,67634315,https://stackoverflow.com/questions/67634315/does-c-transactionscope-rollback-if-an-exception-is-thrown-while-committing,,Does C# TransactionScope rollback if an exception is thrown while committing?,CC BY-SA 4.0,
33,"['c#', 'tcpclient', 'networkstream']","{'account_id': 21580016, 'reputation': 21, 'user_id': 15911352, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dbda1a96bc822b6c067773222429a976?s=256&d=identicon&r=PG&f=1', 'display_name': 'notInThisForTheMoney', 'link': 'https://stackoverflow.com/users/15911352/notinthisforthemoney'}",False,8328,,,1,2,1665230875,1620871920,1622565465.0,67513098,https://stackoverflow.com/questions/67513098/c-unable-to-read-data-from-the-transport-connection-an-existing-connection-was,,C# Unable to read data from the transport connection: An existing connection was forcibly closed by the remote host. Reading networkstream,CC BY-SA 4.0,
34,"['c#', 'asp.net', '.net-core', 'dependency-injection']","{'account_id': 186319, 'reputation': 11280, 'user_id': 423632, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/91c3f508a37b53ad94889582263c1fa5?s=256&d=identicon&r=PG', 'display_name': 'explorer', 'link': 'https://stackoverflow.com/users/423632/explorer'}",True,1590,,67655113.0,1,8,1665147658,1621464809,1621466046.0,67611918,https://stackoverflow.com/questions/67611918/what-is-the-precise-difference-between-tryaddenumerableservicedescriptor-and-o,,What is the precise difference between TryAddEnumerable(ServiceDescriptor) and other TryAdd{lifetime} calls,CC BY-SA 4.0,
35,"['c#', 'winforms', 'webview2']","{'account_id': 21755849, 'reputation': 13, 'user_id': 16061231, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gg6ri9HBA2RtzxEHHm3eKfetmgni5dHd9jPSYLi3w=k-s256', 'display_name': 'dHimansh', 'link': 'https://stackoverflow.com/users/16061231/dhimansh'}",True,796,,67760327.0,1,1,1664869084,1622219738,1622470159.0,67742606,https://stackoverflow.com/questions/67742606/programmatically-specify-a-download-location-for-different-file-types-using-the,,Programmatically specify a download location for different file types using the WebView2 control for WinForms,CC BY-SA 4.0,
36,"['c#', 'unity3d', '2d', 'game-physics', 'game-development']","{'account_id': 18733463, 'reputation': 3, 'user_id': 13658340, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/36d8e9d8d2f93f31bd56d2ba3e78e5b8?s=256&d=identicon&r=PG&f=1', 'display_name': 'tormarod', 'link': 'https://stackoverflow.com/users/13658340/tormarod'}",False,1062,,,1,0,1664771567,1621418460,,67601060,https://stackoverflow.com/questions/67601060/unity-doesnt-update-object-transform-position,,Unity doesn&#39;t update object transform.position,CC BY-SA 4.0,
37,"['c#', 'asp.net', 'unit-testing', 'asp.net-core', 'httpclientfactory']","{'account_id': 7645922, 'reputation': 531, 'user_id': 5796612, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/c88727b04e2cc9623d12d3d16c39f865?s=256&d=identicon&r=PG&f=1', 'display_name': 'jubi', 'link': 'https://stackoverflow.com/users/5796612/jubi'}",True,3633,,67430578.0,1,4,1664538720,1620316383,1664538720.0,67421717,https://stackoverflow.com/questions/67421717/how-to-write-unit-test-case-ihttpclientfactory,,How to write unit test case IHttpClientFactory,CC BY-SA 4.0,
38,"['c#', '.net', 'asynchronous', 'parallel-processing', 'task-parallel-library']","{'account_id': 17490283, 'reputation': 21, 'user_id': 12682568, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-zY3vnHhRr5s/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rd4Nx27WQ-a9W7FiPg1QAvTLw8h8A/photo.jpg?sz=256', 'display_name': 'TAMILSELVAN C', 'link': 'https://stackoverflow.com/users/12682568/tamilselvan-c'}",True,369,,,2,2,1664538685,1620213510,1664538685.0,67400257,https://stackoverflow.com/questions/67400257/how-to-call-multiple-methods-parallelly-by-using-async-programming-in-c,,How to call multiple methods parallelly by using async programming in C#,CC BY-SA 4.0,
39,"['c#', 'linux', 'visual-studio']","{'account_id': 26759, 'reputation': 1547, 'user_id': 69899, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/764a52374b92f13dde84f1569cb1c52c?s=256&d=identicon&r=PG', 'display_name': 'Dave', 'link': 'https://stackoverflow.com/users/69899/dave'}",False,249,,,1,2,1664183394,1621281862,,67576360,https://stackoverflow.com/questions/67576360/visual-studio-remote-debugging-ssh-on-linux-os-buildroot,,Visual Studio remote debugging (ssh) on linux OS (buildroot)?,CC BY-SA 4.0,
40,"['c#', 'windows', 'webview']","{'account_id': 17525817, 'reputation': 63, 'user_id': 12710930, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e17fe3135649221bbb16a0a68b28e132?s=256&d=identicon&r=PG&f=1', 'display_name': 'Chandan Kesharwani', 'link': 'https://stackoverflow.com/users/12710930/chandan-kesharwani'}",True,1305,,,2,4,1664095778,1620310974,1620387257.0,67420075,https://stackoverflow.com/questions/67420075/how-to-change-set-the-download-default-location-of-webview-in-c,,How to Change/Set the download default location of webview in c#,CC BY-SA 4.0,
41,"['c#', 'named-pipes', 'asynccallback']","{'account_id': 12484440, 'reputation': 175, 'user_id': 9088108, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/540ece36b5c9fd67855b0b530d095ed8?s=256&d=identicon&r=PG&f=1', 'display_name': 'samini', 'link': 'https://stackoverflow.com/users/9088108/samini'}",True,114,,73835313.0,1,1,1664002826,1620651123,,67470768,https://stackoverflow.com/questions/67470768/how-can-i-handle-timeout-when-i-read-from-namedpipeserverstream,,How can I handle timeout when I read from namedpipeServerStream?,CC BY-SA 4.0,
42,"['c#', 'parsing', 'csvhelper', 'node-csv-parse', 'csv-parser']","{'account_id': 19084780, 'reputation': 83, 'user_id': 13936286, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a635041a467810de9e53fe971edce9fd?s=256&d=identicon&r=PG&f=1', 'display_name': 'binary robot', 'link': 'https://stackoverflow.com/users/13936286/binary-robot'}",False,151,,,0,0,1663882187,1621930683,1663882187.0,67684206,https://stackoverflow.com/questions/67684206/how-to-take-not-valid-lines-from-csv-file,,How to take not valid lines from csv-file?,CC BY-SA 4.0,
43,"['c#', 'streamwriter', 'access-denied']","{'account_id': 8024759, 'reputation': 3, 'user_id': 6052204, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0a8ce677433162128a6fa82345e51e47?s=256&d=identicon&r=PG&f=1', 'display_name': 'Negomir', 'link': 'https://stackoverflow.com/users/6052204/negomir'}",True,2722,,67340276.0,2,0,1663871053,1619815082,,67340176,https://stackoverflow.com/questions/67340176/c-access-to-the-path-is-denied-exception-creating-a-file-in-documents,,C# Access to the path is denied exception creating a file in Documents,CC BY-SA 4.0,
44,"['c#', 'unit-testing', 'async-await', 'nunit', 'moq']","{'account_id': 122338, 'reputation': 14100, 'user_id': 316082, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/a18baaf9417df189af31b53af03adb1c?s=256&d=identicon&r=PG', 'display_name': 'liv2hak', 'link': 'https://stackoverflow.com/users/316082/liv2hak'}",True,440,,67714736.0,1,0,1663501766,1622078418,1622079936.0,67714513,https://stackoverflow.com/questions/67714513/expected-invocation-on-mock-once-but-was-0-times,,"Expected invocation on Mock once, but was 0 times",CC BY-SA 4.0,
45,"['c#', '.net', 'async-await']","{'account_id': 13332616, 'reputation': 3310, 'user_id': 9623401, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4fc011e4b0c3f14ea473726be49db282?s=256&d=identicon&r=PG&f=1', 'display_name': 'amjad', 'link': 'https://stackoverflow.com/users/9623401/amjad'}",True,220,,67705095.0,1,2,1663462944,1622032120,1663462944.0,67704898,https://stackoverflow.com/questions/67704898/why-i-couldnt-catch-the-exception-in-async-function-that-has-void-return-type,,Why I couldn&#39;t catch the exception in async function that has void return type?,CC BY-SA 4.0,
46,"['c#', 'domain-driven-design']","{'account_id': 1251562, 'reputation': 732, 'user_id': 1211879, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e95a13b34964ebf5079c4d8414890e08?s=256&d=identicon&r=PG', 'display_name': 'Eduard Keilholz', 'link': 'https://stackoverflow.com/users/1211879/eduard-keilholz'}",True,104,,,1,2,1663208626,1622202210,1636103854.0,67738185,https://stackoverflow.com/questions/67738185/implementing-a-domain-service-with-ddd-in-c,,Implementing a domain service with DDD in C#,CC BY-SA 4.0,
