,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,protected_date,closed_date,closed_reason
10,"['c#', 'unity3d', 'visual-studio-code']","{'account_id': 20446922, 'reputation': 169, 'user_id': 15002499, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3ecdae6fd59ab60ce71ea8e9e75ce9e6?s=256&d=identicon&r=PG&f=1', 'display_name': 'trs-k3tchup', 'link': 'https://stackoverflow.com/users/15002499/trs-k3tchup'}",False,676,,0,0,1667993792,1614512994,66408757,CC BY-SA 4.0,https://stackoverflow.com/questions/66408757/assembly-csharp-csproj-error-and-intellisense-not-working-in-vscode,Assembly-CSharp.csproj error and Intellisense not working in VSCode,,,,
11,"['c#', '.net', 'nuget']","{'account_id': 1278663, 'reputation': 6661, 'user_id': 1233305, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/6svay.jpg?s=256&g=1', 'display_name': 'David784', 'link': 'https://stackoverflow.com/users/1233305/david784'}",True,279,66335475.0,4,1,1667714344,1614089889,66334912,CC BY-SA 4.0,https://stackoverflow.com/questions/66334912/nuget-private-source-possible-to-set-condition-in-packagereference,Nuget private source - possible to set condition in PackageReference?,,,,
12,"['c#', 'visual-studio', 'nuget', 'telerik']","{'account_id': 20670936, 'reputation': 11, 'user_id': 15176702, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/77252e67f1c60cb8e7c92dd1d38d1c69?s=256&d=identicon&r=PG&f=1', 'display_name': 'emorango96', 'link': 'https://stackoverflow.com/users/15176702/emorango96'}",True,2147,,2,1,1667582231,1613053312,66156524,CC BY-SA 4.0,https://stackoverflow.com/questions/66156524/resolvepackageassets-and-getpackagedirectories-tasks-both-failing-since-inst,&quot;ResolvePackageAssets&quot; and &quot;GetPackageDirectories&quot; tasks both failing since installing TelerikUI controls,1613068672.0,,,
13,"['c#', 'html', '.net-core', 'gmail']","{'account_id': 4712199, 'reputation': 1014, 'user_id': 3812384, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/8f65673ff0e11b1a349fcbfa158691cc?s=256&d=identicon&r=PG&f=1', 'display_name': 'WynDiesel', 'link': 'https://stackoverflow.com/users/3812384/wyndiesel'}",False,717,,0,0,1667212855,1614152140,66346517,CC BY-SA 4.0,https://stackoverflow.com/questions/66346517/cant-click-download-link-in-gmail,Cant click download link in Gmail,1614153252.0,,,
14,"['c#', '.net-core', 'pdfsharp']","{'account_id': 9013444, 'reputation': 10087, 'user_id': 6717178, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/QbOLx.jpg?s=256&g=1', 'display_name': 'JHBonarius', 'link': 'https://stackoverflow.com/users/6717178/jhbonarius'}",True,641,66185192.0,2,1,1667201496,1613210268,66183814,CC BY-SA 4.0,https://stackoverflow.com/questions/66183814/pdfsharpcore-degrading-the-quality-of-my-jpg-input-image,PdfSharpCore degrading the quality of my JPG input image,1667201496.0,,,
15,"['c#', 'vb.net', 'pdf']","{'account_id': 7701157, 'reputation': 243, 'user_id': 5833670, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/4P27j.jpg?s=256&g=1', 'display_name': 'Shimeon', 'link': 'https://stackoverflow.com/users/5833670/shimeon'}",False,67,,1,0,1667055212,1613531780,66235262,CC BY-SA 4.0,https://stackoverflow.com/questions/66235262/powerpdf-api-converting-vb-code-to-c-error-hresult-e-fail,PowerPDF API - Converting VB Code to C# - Error HRESULT E_FAIL,,,,
16,"['c#', 'azure', 'security', 'cryptography', 'private-key']","{'account_id': 5382947, 'reputation': 47, 'user_id': 4287720, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/237b579978b6b27d181fd6e86a144603?s=256&d=identicon&r=PG&f=1', 'display_name': 'adelahmed', 'link': 'https://stackoverflow.com/users/4287720/adelahmed'}",True,1044,66454823.0,4,1,1666973734,1614251668,66367406,CC BY-SA 4.0,https://stackoverflow.com/questions/66367406/cngkey-system-security-cryptography-cryptographicexception-the-system-cannot-fin,CngKey System.Security.Cryptography.CryptographicException The system cannot find the file specified on Azure,1614765834.0,,,
17,"['c#', 'jwt']","{'account_id': 19847462, 'reputation': 97, 'user_id': 14538753, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiJHrfwqYVwo6RPqW5yaaFTzikHueeMaHRJ3yiTaQ=k-s256', 'display_name': 'Danny Verdel', 'link': 'https://stackoverflow.com/users/14538753/danny-verdel'}",True,3176,66454694.0,1,3,1666679187,1614432648,66399294,CC BY-SA 4.0,https://stackoverflow.com/questions/66399294/could-not-load-file-or-assembly-microsoft-identitymodel-tokens-problem,Could not load file or assembly Microsoft.IdentityModel.Tokens problem,1666679187.0,,,
18,"['c#', 'regex']","{'account_id': 14697483, 'reputation': 51, 'user_id': 10614477, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-cFb_AFAM0I4/AAAAAAAAAAI/AAAAAAAAAFg/8Dck9zXJG9g/photo.jpg?sz=256', 'display_name': 'C Sharpen Adpet', 'link': 'https://stackoverflow.com/users/10614477/c-sharpen-adpet'}",True,275,66076176.0,1,1,1666534620,1612609499,66076138,CC BY-SA 4.0,https://stackoverflow.com/questions/66076138/i-want-to-make-a-regex-which-will-match-maximum-3-digits-optional-at-the-start,"I want to make a regex which will match Maximum 3 digits optional, at the start with four words maximum one word minimum with spaces following it",1666534620.0,,,
19,"['c#', 'request', 'dotnet-httpclient', 'request-headers']","{'account_id': 1199489, 'reputation': 613, 'user_id': 1170447, 'user_type': 'registered', 'accept_rate': 11, 'profile_image': 'https://www.gravatar.com/avatar/ab7770d11c40e4e78ac2edc30d6ce111?s=256&d=identicon&r=PG', 'display_name': 'Alex', 'link': 'https://stackoverflow.com/users/1170447/alex'}",True,1258,66419333.0,1,4,1666085138,1614409684,66396423,CC BY-SA 4.0,https://stackoverflow.com/questions/66396423/what-is-the-difference-between-request-headers-and-content-headers-for-httpclien,What is the difference between request headers and content headers for HttpClient,1645541269.0,,,
20,"['c#', 'azure', '.net-core', 'fluentftp']","{'account_id': 8313590, 'reputation': 158, 'user_id': 6247773, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c041838e83421a3a22c9a45526d17c45?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kamil', 'link': 'https://stackoverflow.com/users/6247773/kamil'}",True,344,70207044.0,1,1,1665832415,1614199162,66358520,CC BY-SA 4.0,https://stackoverflow.com/questions/66358520/fluentftp-azure-ftp-user-cannot-log-in-after-few-successful-connections,FluentFtp Azure ftp user cannot log in after few successful connections,1665832415.0,,,
21,"['c#', 'asp.net-mvc', 'html-helper', 'pagedlist']","{'account_id': 20660663, 'reputation': 1, 'user_id': 15168702, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjlgcyhFPNHqGZwQjgFWYQibyS7lqTYVYs5S5hH_w=k-s256', 'display_name': 'Gauri Swami', 'link': 'https://stackoverflow.com/users/15168702/gauri-swami'}",False,447,,2,0,1665755758,1612786401,66101423,CC BY-SA 4.0,https://stackoverflow.com/questions/66101423/errorcs0104htmlhelper-is-an-ambiguous-reference-between-pagedlist-mvc-htmlh,Error	CS0104	&#39;HtmlHelper&#39; is an ambiguous reference between &#39;PagedList.Mvc.HtmlHelper&#39; and &#39;Microsoft.AspNetCore.Mvc.ViewFeatures.HtmlHelper&#39;,1612787084.0,,,
22,"['c#', 'xamarin.forms', 'xamarin.android', 'xamarin.ios']","{'account_id': 20576442, 'reputation': 51, 'user_id': 15103511, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-kC8STNBj34M/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucm60kbWR0WuTvbwjFfCytj2Wag9Ig/s96-c/photo.jpg?sz=256', 'display_name': 'Minshad 1213', 'link': 'https://stackoverflow.com/users/15103511/minshad-1213'}",False,681,,1,2,1665698327,1613021004,66149184,CC BY-SA 4.0,https://stackoverflow.com/questions/66149184/how-to-convert-audio-wav-file-to-mp3-file-xamarin-forms,How to convert audio wav file to Mp3 file Xamarin forms,1613022585.0,,,
23,"['c#', 'asp.net-core']","{'account_id': 811450, 'reputation': 3137, 'user_id': 919918, 'user_type': 'registered', 'accept_rate': 34, 'profile_image': 'https://www.gravatar.com/avatar/e8ae3876d248ae26c2dfdb2a41dbcf9d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Wayne', 'link': 'https://stackoverflow.com/users/919918/wayne'}",False,849,,2,0,1665697764,1612155019,65987314,CC BY-SA 4.0,https://stackoverflow.com/questions/65987314/asp-net-core-3-1-httpcontext-objectdisposedexception-or-httpcontext-becomes-null,ASP.NET Core 3.1 HttpContext ObjectDisposedException or HttpContext becomes null,1612259807.0,,,
24,"['c#', 'unity3d', 'jwt']","{'account_id': 20209717, 'reputation': 11, 'user_id': 14822994, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4679fb3c9444f67ebde00193d3bddd4e?s=256&d=identicon&r=PG&f=1', 'display_name': 'andy_zer0ne', 'link': 'https://stackoverflow.com/users/14822994/andy-zer0ne'}",False,638,,0,1,1665608360,1613125841,66170163,CC BY-SA 4.0,https://stackoverflow.com/questions/66170163/decoding-jwt-in-unity,Decoding JWT in unity,,,,
25,"['c#', 'linq']","{'account_id': 7242009, 'reputation': 1122, 'user_id': 5525302, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/a9d0019ea784af7a4ad8486cb9aca9c8?s=256&d=identicon&r=PG&f=1', 'display_name': 'MarkusParker', 'link': 'https://stackoverflow.com/users/5525302/markusparker'}",True,69,74013137.0,3,3,1665395983,1612512906,66059768,CC BY-SA 4.0,https://stackoverflow.com/questions/66059768/iterating-two-lists-in-a-compact-way,Iterating two lists in a compact way,,,,
26,"['c#', 'math']","{'account_id': 14683193, 'reputation': 13, 'user_id': 10604023, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b8b1d6d625d55805f884135ac4f47d96?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jon', 'link': 'https://stackoverflow.com/users/10604023/jon'}",True,594,66388916.0,1,0,1665041613,1614343847,66386130,CC BY-SA 4.0,https://stackoverflow.com/questions/66386130/cant-get-the-right-answer-while-finding-angle-in-c,Can&#39;t get the right answer while finding angle in C#,1614351353.0,1665054797.0,,
27,"['c#', 'code-coverage', 'mstest']","{'account_id': 20800324, 'reputation': 1, 'user_id': 15276515, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fe5069b30b5dde3cbcc5c507869c9bc8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Vick', 'link': 'https://stackoverflow.com/users/15276515/vick'}",False,202,,1,0,1665036204,1614183339,66354691,CC BY-SA 4.0,https://stackoverflow.com/questions/66354691/collect-code-coverage-causes-out-of-memory-exception,Collect Code Coverage Causes Out Of Memory Exception,1614188439.0,,,
28,"['javascript', 'c#', '.net', 'blazor']","{'account_id': 10148029, 'reputation': 677, 'user_id': 7495578, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/275f1b994524ed2dd67fcf16652d33ce?s=256&d=identicon&r=PG&f=1', 'display_name': 'RA19', 'link': 'https://stackoverflow.com/users/7495578/ra19'}",True,2384,66385984.0,2,5,1664871705,1614342429,66385844,CC BY-SA 4.0,https://stackoverflow.com/questions/66385844/call-a-c-non-static-method-from-a-static-method-in-blazor-invoked-by-javascript,Call a C# non static method from a static method in Blazor invoked by Javascript DotNet.invokeMethodAsync,1614342884.0,,,
29,"['c#', 'asp.net', 'entity-framework', 'entity-framework-core', 'ef-code-first']","{'account_id': 19992286, 'reputation': 107, 'user_id': 14653021, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4f02b30e92e1c47c71cfd509825441c1?s=256&d=identicon&r=PG&f=1', 'display_name': 'BGT', 'link': 'https://stackoverflow.com/users/14653021/bgt'}",True,3336,,7,5,1664727309,1613119774,66168757,CC BY-SA 4.0,https://stackoverflow.com/questions/66168757/all-containing-foreign-keys-must-be-removed-or-redefined-before-the-property-can,All containing foreign keys must be removed or redefined before the property can be removed - EF Core,1613121989.0,,,
30,"['c#', 'asp.net-mvc', 'forms', 'asp.net-core-mvc']","{'account_id': 11070064, 'reputation': 67, 'user_id': 8128499, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d9d50840d56d77f4c2fed2ff9e256fac?s=256&d=identicon&r=PG&f=1', 'display_name': 'Silver', 'link': 'https://stackoverflow.com/users/8128499/silver'}",True,2042,66038658.0,1,1,1664722490,1612369918,66031714,CC BY-SA 4.0,https://stackoverflow.com/questions/66031714/form-for-a-model-that-contains-a-list-property-in-asp-net-core-3-mvc,form for a model that contains a list property in asp.net core 3 MVC,1612387741.0,,,
31,"['c#', '.net', 'dotnet-httpclient', 'polly', 'retry-logic']","{'account_id': 4487146, 'reputation': 325, 'user_id': 3649375, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://i.stack.imgur.com/G4Sse.jpg?s=256&g=1', 'display_name': 'sg1993', 'link': 'https://stackoverflow.com/users/3649375/sg1993'}",False,598,,1,2,1664689246,1614378169,66393513,CC BY-SA 4.0,https://stackoverflow.com/questions/66393513/is-there-any-way-to-add-polly-retry-policy-to-all-httpclients-created-from-httpc,Is there any way to add Polly retry policy to all HttpClients created from HttpClientFactory?,1664689246.0,,,
32,"['c#', '.net', 'asp.net-core', 'background-service']","{'account_id': 17603730, 'reputation': 152, 'user_id': 12773133, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/99vyy.jpg?s=256&g=1', 'display_name': 'MADMAX', 'link': 'https://stackoverflow.com/users/12773133/madmax'}",True,1235,65988707.0,2,-2,1664525193,1612156345,65987477,CC BY-SA 4.0,https://stackoverflow.com/questions/65987477/how-can-i-execute-a-method-every-year-using-backgroundservice-in-asp-net-core-ap,How can I execute a method every year using BackgroundService in ASP.NET core Application?,,,,
33,"['c#', 'winforms', 'webview2']","{'account_id': 17322846, 'reputation': 131, 'user_id': 12547813, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mBtue4QbSBlN9jdgA-D6kvcHbaz1tFcbsbcozs-IA=k-s256', 'display_name': 'Tiago Gomes', 'link': 'https://stackoverflow.com/users/12547813/tiago-gomes'}",True,3777,66191411.0,3,8,1664203406,1613261254,66191200,CC BY-SA 4.0,https://stackoverflow.com/questions/66191200/how-to-prevent-webview2edge-based-to-open-a-new-window,How to prevent WebView2(Edge based) to open a new window,1613261578.0,,,
34,"['c#', 'winforms', 'webview2']","{'account_id': 20606657, 'reputation': 73, 'user_id': 15126736, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgCnrwaZXTozxIaCqavm0_wEBTz_D7w4X_Bd6OP7w=k-s256', 'display_name': 'Foreverably', 'link': 'https://stackoverflow.com/users/15126736/foreverably'}",True,3442,66010148.0,4,7,1664203315,1612228026,66002331,CC BY-SA 4.0,https://stackoverflow.com/questions/66002331/how-to-stop-webview2-from-opening-new-browser-window-rather-than-inside-the-brow,How to stop webview2 from opening new browser window rather than inside the browser,1612352050.0,,,
35,"['c#', 'validation', 'xamarin.forms', 'xamarin-community-toolkit']","{'account_id': 15136341, 'reputation': 1154, 'user_id': 10922741, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-zjZ11PDfQss/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcZIfL_OcQ5pDSweR9QXGgyjbafKNw/mo/photo.jpg?sz=256', 'display_name': 'Rajzer', 'link': 'https://stackoverflow.com/users/10922741/rajzer'}",True,1835,66006437.0,2,3,1664197907,1612254030,66005951,CC BY-SA 4.0,https://stackoverflow.com/questions/66005951/xamarin-community-toolkit-inputvalidation-connect-with-button,Xamarin Community Toolkit InputValidation connect with button,,,,
36,"['c#', 'entity-framework', '.net-core', 'entity-framework-core']","{'account_id': 15137195, 'reputation': 107, 'user_id': 12685108, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c42332feeff93640a324cb94f716ba54?s=256&d=identicon&r=PG&f=1', 'display_name': 'mjuk', 'link': 'https://stackoverflow.com/users/12685108/mjuk'}",True,13487,66229924.0,1,4,1664060939,1613498407,66229722,CC BY-SA 4.0,https://stackoverflow.com/questions/66229722/invalid-inside-an-include-operation-since-it-does-not-represent-a-property-ac,"Invalid inside an &#39;Include&#39; operation, since it does not represent a property access: &#39;t =&gt; t.MyProperty&#39;",1628262525.0,,,
37,"['c#', 'unity3d', 'game-development']","{'account_id': 20755558, 'reputation': 115, 'user_id': 15242084, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/78eba2e672066881d4b4a1c47081eb9f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Richard', 'link': 'https://stackoverflow.com/users/15242084/richard'}",False,5008,,2,3,1664032735,1614341441,66385610,CC BY-SA 4.0,https://stackoverflow.com/questions/66385610/full-screen-mode-game-view-in-editor,Full screen mode game view in editor,1614342557.0,,,
38,"['c#', 'visual-studio', 'wcf', 'class-library']","{'account_id': 16722575, 'reputation': 43, 'user_id': 12087061, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b04b47a5080a64a0de2827aff48e2664?s=256&d=identicon&r=PG&f=1', 'display_name': 'DevP', 'link': 'https://stackoverflow.com/users/12087061/devp'}",False,760,,0,0,1663956140,1613768650,66284970,CC BY-SA 4.0,https://stackoverflow.com/questions/66284970/wcf-service-not-available-in-visual-studio-2019,WCF service not available in Visual Studio 2019,,,,
39,"['c#', '.net-core', 'dotnet-httpclient', 'polly', 'retry-logic']","{'account_id': 3179684, 'reputation': 718, 'user_id': 2686723, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/NQlU3.jpg?s=256&g=1', 'display_name': 'Luiz Bicalho', 'link': 'https://stackoverflow.com/users/2686723/luiz-bicalho'}",True,1172,66256932.0,1,3,1663763819,1613590220,66248766,CC BY-SA 4.0,https://stackoverflow.com/questions/66248766/polly-log-all-requests-with-url-headers-content-and-response,"Polly log all requests with URL, Headers, Content and Response",1663763819.0,,,
40,"['c#', '.net', 'wcf', 'dynamics-crm', 'federation']","{'account_id': 3196095, 'reputation': 1, 'user_id': 2699250, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1cae09fb821f4c5e1ff44e48c1e57c5f?s=256&d=identicon&r=PG&f=1', 'display_name': 'pancherre', 'link': 'https://stackoverflow.com/users/2699250/pancherre'}",True,1391,66424083.0,3,0,1663589715,1614269279,66372143,CC BY-SA 4.0,https://stackoverflow.com/questions/66372143/error-c-dynamics-crm-the-authentication-endpoint-username-was-not-found-on-the,Error C# Dynamics CRM: The authentication endpoint Username was not found on the configured Secure Token Service,,,,
41,"['c#', 'polymorphism']","{'account_id': 14321167, 'reputation': 390, 'user_id': 10344505, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-epWh55bT5dM/AAAAAAAAAAI/AAAAAAAAAAA/APUIFaNvxke8h1SUYtA8GAhysE7lhloU6Q/mo/photo.jpg?sz=256', 'display_name': 'Yan Sidorov', 'link': 'https://stackoverflow.com/users/10344505/yan-sidorov'}",False,73,,2,-2,1663525139,1613133303,66172006,CC BY-SA 4.0,https://stackoverflow.com/questions/66172006/why-cant-one-implement-a-c-interfaces-method-with-a-more-general-arguments-t,Why can&#39;t one implement a C# interface&#39;s method with a more general argument&#39;s type than the one specified in the interface,1663525139.0,,,
42,"['python', 'c#', 'android']","{'account_id': 18116278, 'reputation': 443, 'user_id': 13172890, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ghpkl-SywtrYP0_eh3GAAub58g4qhHfYWi4dqC3RQ=k-s256', 'display_name': 'Royi Levy', 'link': 'https://stackoverflow.com/users/13172890/royi-levy'}",False,244,,0,0,1662996614,1613234953,66187559,CC BY-SA 4.0,https://stackoverflow.com/questions/66187559/connect-from-android-unity-c-client-to-python-server,Connect from Android unity c# client to python server,1616534217.0,,,
43,"['c#', 'unity3d']","{'account_id': 20424495, 'reputation': 11, 'user_id': 14984796, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-PvMHjvPTNDI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclRU-tVd492SHmFCP_vcZqaxmRqcg/s96-c/photo.jpg?sz=256', 'display_name': 'Moazzam Ali Khan', 'link': 'https://stackoverflow.com/users/14984796/moazzam-ali-khan'}",False,252,,1,0,1662936463,1614349688,66387614,CC BY-SA 4.0,https://stackoverflow.com/questions/66387614/camera-not-rotate-with-player-player-in-360-video-recording-in-unity,Camera not Rotate with player Player in 360 video recording in unity,,,,
44,['c#'],"{'account_id': 20719674, 'reputation': 53, 'user_id': 15214355, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/82297e3f5456d807e9cf6d78c812c735?s=256&d=identicon&r=PG&f=1', 'display_name': 'adiario', 'link': 'https://stackoverflow.com/users/15214355/adiario'}",False,1641,,1,3,1662874399,1614266175,66371334,CC BY-SA 4.0,https://stackoverflow.com/questions/66371334/c-ninjascript-ninjatrader-8-nt8-code-to-obtain-the-time-and-date-of-an-ev,C# Ninjascript - NinjaTrader 8 (NT8) - Code to obtain the time and date of an event to then be displayed on chart in a textbox,1614272601.0,,,
