,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason,community_owned_date,migrated_from
10,"['c#', '.net']","{'account_id': 400169, 'reputation': 5944, 'user_id': 766006, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/edb81b3de4207c338cfb6457544308d9?s=256&d=identicon&r=PG', 'display_name': 'sternr', 'link': 'https://stackoverflow.com/users/766006/sternr'}",True,127734,17923496.0,9,65,1666971489,1346244984,1346245303.0,12178495,CC BY-SA 3.0,https://stackoverflow.com/questions/12178495/an-efficient-way-to-base64-encode-a-byte-array,An efficient way to Base64 encode a byte array?,,,,,
11,"['c#', 'asp.net-web-api', 'impersonation', 'windows-security']","{'account_id': 40346, 'reputation': 80180, 'user_id': 116923, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/d7b29cbb34215735e410e21635b251bd?s=256&d=identicon&r=PG', 'display_name': 'adrianbanks', 'link': 'https://stackoverflow.com/users/116923/adrianbanks'}",True,278407,12675503.0,9,192,1666803715,1346403746,1365162611.0,12212116,CC BY-SA 3.0,https://stackoverflow.com/questions/12212116/how-to-get-httpclient-to-pass-credentials-along-with-the-request,How to get HttpClient to pass credentials along with the request?,,,,,
12,"['c#', 'visual-studio-2010', 'printing', 'crystal-reports-2010']","{'account_id': 1602075, 'reputation': 383, 'user_id': 1482934, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/37e0706ba4ed3492a13b2fe833f7c497?s=256&d=identicon&r=PG', 'display_name': 'eric_13', 'link': 'https://stackoverflow.com/users/1482934/eric-13'}",False,7489,,1,2,1666753746,1345209135,1345211139.0,12006534,CC BY-SA 3.0,https://stackoverflow.com/questions/12006534/how-to-do-a-print-preview-in-c-crystal-reports-visual-studio-2010,How to do a Print Preview in C# crystal reports visual studio 2010,,,,,
13,"['c#', 'web-services', 'authentication', 'soap']","{'account_id': 1437798, 'reputation': 960, 'user_id': 1358806, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/87a185d76645faa81aebb4f1376d6320?s=256&d=identicon&r=PG', 'display_name': 'Jed I', 'link': 'https://stackoverflow.com/users/1358806/jed-i'}",False,10594,,3,1,1666613265,1346154160,,12158545,CC BY-SA 3.0,https://stackoverflow.com/questions/12158545/soapheader-authentication,soapheader authentication,,,,,
14,"['c#', '.net', 'unit-testing', 'mocking', 'moq']","{'account_id': 43859, 'reputation': 14231, 'user_id': 128386, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/264872be9fe42cb3e0e39c24aa9f7b51?s=256&d=identicon&r=PG', 'display_name': 'Fiona - myaccessible.website', 'link': 'https://stackoverflow.com/users/128386/fiona-myaccessible-website'}",True,18371,11977377.0,5,40,1666579255,1345063558,1389019423.0,11976996,CC BY-SA 3.0,https://stackoverflow.com/questions/11976996/moq-and-throwing-a-sqlexception,Moq and throwing a SqlException,,,,,
15,"['c#', '.net', 'wav', 'pcm', 'soundplayer']","{'user_type': 'does_not_exist', 'display_name': 'user1547462'}",True,2927,11836439.0,3,2,1666291581,1344288281,1344289888.0,11836159,CC BY-SA 3.0,https://stackoverflow.com/questions/11836159/soundplayer-not-playing-any-bundled-windows-sounds-pcm-wav-files,SoundPlayer not playing any bundled windows sounds PCM wav files,,,,,
16,"['c#', 'c#-3.0']","{'account_id': 38548, 'reputation': 2913, 'user_id': 110701, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/Xk3Zw.jpg?s=256&g=1', 'display_name': 'codingguy3000', 'link': 'https://stackoverflow.com/users/110701/codingguy3000'}",True,793,11834999.0,1,0,1666202495,1344282815,1666202495.0,11834985,CC BY-SA 4.0,https://stackoverflow.com/questions/11834985/is-there-a-magic-get-longest-line-length-feature-in-c,Is there a magic get longest line length feature in C#,,,,,
17,"['c#', 'linq', 'casting', 'group-by']","{'account_id': 1743846, 'reputation': 8216, 'user_id': 1594487, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/PRDNi.png?s=256&g=1', 'display_name': 'Masoud', 'link': 'https://stackoverflow.com/users/1594487/masoud'}",True,2661,74096708.0,3,0,1666006860,1344845698,1666006726.0,11930414,CC BY-SA 4.0,https://stackoverflow.com/questions/11930414/how-can-i-use-groupby-with-a-list-of-objects-and-return-ilistt,How can I use GroupBy with a list of objects and return IList&lt;T&gt;?,,,,,
18,"['c#', 'performancecounter']","{'account_id': 1005793, 'reputation': 1377, 'user_id': 1019616, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/e7a2f61e9f3e96af20cfcc8509bc6a96?s=256&d=identicon&r=PG', 'display_name': 'schglurps', 'link': 'https://stackoverflow.com/users/1019616/schglurps'}",True,1439,11878584.0,3,2,1665898815,1344433515,1495539865.0,11865894,CC BY-SA 3.0,https://stackoverflow.com/questions/11865894/performance-counter-of-type-rateofcountspersecond64-has-always-the-value-0,Performance counter of type RateOfCountsPerSecond64 has always the value 0,,,,,
19,"['c#', 'sql-server-2008', 'stored-procedures', 'sqldatatypes', 'sqldataadapter']","{'account_id': 1045083, 'reputation': 63, 'user_id': 1050272, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f3d885d545770b0d7c71f90aa8141871?s=256&d=identicon&r=PG', 'display_name': 'xizwyck', 'link': 'https://stackoverflow.com/users/1050272/xizwyck'}",True,2886,12100496.0,1,0,1665855957,1345580289,1345753782.0,12062413,CC BY-SA 3.0,https://stackoverflow.com/questions/12062413/stored-procedure-with-table-type-parameter-returns-data-but-sqldataadapter-will,Stored procedure with table type parameter returns data but SqlDataAdapter will not fill,,,,,
20,"['c#', 'asp.net', 'asynchronous']","{'account_id': 1504092, 'reputation': 925, 'user_id': 1407900, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/df7eceeb1fab3f199a064719256f1763?s=256&d=identicon&r=PG', 'display_name': 'CPK_2011', 'link': 'https://stackoverflow.com/users/1407900/cpk-2011'}",True,70753,22617832.0,7,31,1665767713,1343900390,1343904821.0,11774827,CC BY-SA 3.0,https://stackoverflow.com/questions/11774827/writing-to-a-file-asynchronously,Writing to a file asynchronously,,,,,
21,"['c#', 'c++', 'c']","{'account_id': 1087592, 'reputation': 33, 'user_id': 1082943, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/e7d73416094e0e3200064721e36e4330?s=256&d=identicon&r=PG', 'display_name': 'user1082943', 'link': 'https://stackoverflow.com/users/1082943/user1082943'}",True,253,11926786.0,2,-4,1665608646,1344796341,1665608646.0,11924707,,https://stackoverflow.com/questions/11924707/how-to-create-a-dll-library-from-sourcecode-c-and-then-use-it-with-c,How to create a DLL library from sourcecode.c and then use it with C#,,1344820530.0,not a real question,,
22,"['c#', 'count', 'set', 'bit', 'uint32']","{'account_id': 1542937, 'reputation': 387, 'user_id': 1437139, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/42a7f91e8df45b9ee0d4e74e66007832?s=256&d=identicon&r=PG', 'display_name': 'user1437139', 'link': 'https://stackoverflow.com/users/1437139/user1437139'}",True,24434,,5,18,1665596931,1346219176,1529625900.0,12171584,CC BY-SA 4.0,https://stackoverflow.com/questions/12171584/what-is-the-fastest-way-to-count-set-bits-in-uint32,What is the fastest way to count set bits in UInt32,,,,,
23,"['c#', '.net', 'visual-studio', 'compilation', 'cpu-architecture']","{'account_id': 277663, 'reputation': 10176, 'user_id': 571783, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/e99163d63d146cc552e149820643d4ed?s=256&d=identicon&r=PG', 'display_name': 'Aaron', 'link': 'https://stackoverflow.com/users/571783/aaron'}",True,95145,12066861.0,4,232,1665585126,1345612427,1543936683.0,12066638,CC BY-SA 4.0,https://stackoverflow.com/questions/12066638/what-is-the-purpose-of-the-prefer-32-bit-setting-in-visual-studio-and-how-does,What is the purpose of the &quot;Prefer 32-bit&quot; setting in Visual Studio and how does it actually work?,,,,,
24,"['c#', '.net', 'unicode', 'utf-8', 'character-encoding']","{'account_id': 108797, 'reputation': 7234, 'user_id': 288629, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/1b5cae125724dc6b05cd7015105bd551?s=256&d=identicon&r=PG', 'display_name': 'MichaelT', 'link': 'https://stackoverflow.com/users/288629/michaelt'}",True,135412,12130345.0,6,48,1665523071,1345985711,1346043191.0,12130290,CC BY-SA 3.0,https://stackoverflow.com/questions/12130290/how-to-read-text-files-with-ansi-encoding-and-non-english-letters,How to read text files with ANSI encoding and non-English letters?,,,,,
25,"['c#', '.net', 'dll', '.net-assembly', 'logparser']","{'account_id': 1313219, 'reputation': 1776, 'user_id': 1260751, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/tftCc.jpg?s=256&g=1', 'display_name': 'Hassan Faghihi', 'link': 'https://stackoverflow.com/users/1260751/hassan-faghihi'}",True,3147,11919815.0,2,0,1665409434,1344152506,1665409434.0,11814752,CC BY-SA 4.0,https://stackoverflow.com/questions/11814752/assembly-issue-with-logparserdll-which-i-convert-to-interop-msutil-using-tblim,Assembly Issue with LogParserDLL (which I convert to Interop.MSUtil using &#39;tblimp&#39; command),,,,,
26,"['c#', 'asp.net']","{'account_id': 122133, 'reputation': 95, 'user_id': 315733, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e639f42e6b279fff0e9c34b6de3f0e7c?s=256&d=identicon&r=PG', 'display_name': 'Jon.ee', 'link': 'https://stackoverflow.com/users/315733/jon-ee'}",True,671,,1,3,1665306559,1344371323,1344445647.0,11853644,CC BY-SA 3.0,https://stackoverflow.com/questions/11853644/response-binarywrite-calls-the-aspx-page-twice,Response.BinaryWrite calls the ASPX page twice,,,,,
27,"['c#', 'asp.net', 'xslt']","{'account_id': 47211, 'reputation': 13797, 'user_id': 139698, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/0a7b421d94be463805e787c87ef1cff9?s=256&d=identicon&r=PG', 'display_name': 'Rod', 'link': 'https://stackoverflow.com/users/139698/rod'}",True,300,11785638.0,1,1,1665010412,1343940639,1665010412.0,11785548,CC BY-SA 4.0,https://stackoverflow.com/questions/11785548/xsl-transform-remove-duplicate,XSL transform - remove duplicate,,,,,
28,['c#'],"{'account_id': 1744185, 'reputation': 277, 'user_id': 1594760, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/48b2989cff4f202742a4015b55b2a017?s=256&d=identicon&r=PG', 'display_name': 'user1594760', 'link': 'https://stackoverflow.com/users/1594760/user1594760'}",True,35995,,8,26,1664933030,1344846268,1344929991.0,11930565,CC BY-SA 3.0,https://stackoverflow.com/questions/11930565/list-the-months-between-two-dates,List the months between two dates,,,,,
29,"['c#', 'asp.net', '.net', 'wcf', 'web-services']","{'account_id': 733666, 'reputation': 22304, 'user_id': 696627, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/x4YHl.gif?s=256&g=1', 'display_name': 'LCJ', 'link': 'https://stackoverflow.com/users/696627/lcj'}",True,71423,12094490.0,2,20,1664810273,1345732366,1495540955.0,12094024,CC BY-SA 3.0,https://stackoverflow.com/questions/12094024/c-how-to-programmatically-check-a-web-service-is-up-and-running,C#: How to programmatically check a web service is up and running?,,,,,
30,"['c#', 'html', 'ajax', 'visual-studio-2010']","{'account_id': 419285, 'reputation': 2908, 'user_id': 796368, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/835823a428b28d2eadf000680e067851?s=256&d=identicon&r=PG', 'display_name': 'geminiCoder', 'link': 'https://stackoverflow.com/users/796368/geminicoder'}",False,882,,2,0,1664803502,1343915105,1343916102.0,11778775,CC BY-SA 3.0,https://stackoverflow.com/questions/11778775/unable-to-including-ajax-file,unable to including ajax file,,,,,
31,"['c#', 'asp.net']","{'account_id': 1706922, 'reputation': 169, 'user_id': 1565806, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/76f1a4b5d3ff08eb87663cd7a2ee5a12?s=256&d=identicon&r=PG', 'display_name': 'Chandra sekhar', 'link': 'https://stackoverflow.com/users/1565806/chandra-sekhar'}",False,9009,,3,1,1664564575,1345955308,1345955693.0,12127612,CC BY-SA 3.0,https://stackoverflow.com/questions/12127612/change-the-dropdownlist-selected-values,Change the Dropdownlist selected values,,,,,
32,"['c#', 'sql', 'sql-agent-job']","{'account_id': 1663373, 'reputation': 521, 'user_id': 1531248, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/2de5c2d429c68fb5f44deed1b4f311a4?s=256&d=identicon&r=PG', 'display_name': 'user1531248', 'link': 'https://stackoverflow.com/users/1531248/user1531248'}",True,45971,,2,17,1664522326,1343803931,1396271547.0,11754001,CC BY-SA 3.0,https://stackoverflow.com/questions/11754001/how-execute-exe-file-from-sql-agent-or-job,How execute exe file from sql agent or job?,,,,,
33,"['c#', 'wpf']","{'account_id': 1547076, 'reputation': 1525, 'user_id': 1440384, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/165e1b0ccce0d915a8bde24f304cd552?s=256&d=identicon&r=PG', 'display_name': 'Tada', 'link': 'https://stackoverflow.com/users/1440384/tada'}",True,70487,11770322.0,3,64,1664434281,1343864478,,11769113,CC BY-SA 3.0,https://stackoverflow.com/questions/11769113/how-to-start-wpf-based-on-arguments,How to start WPF based on Arguments,,,,,
34,"['c#', 'httpwebrequest', 'basic-authentication', 'httpwebresponse']","{'account_id': 469979, 'reputation': 23, 'user_id': 876914, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/235598b07ad4dba77f774af7bff19ee8?s=256&d=identicon&r=PG', 'display_name': 'Brent Baumgartner', 'link': 'https://stackoverflow.com/users/876914/brent-baumgartner'}",False,7641,,2,0,1664193810,1343760388,1468347487.0,11746906,CC BY-SA 3.0,https://stackoverflow.com/questions/11746906/httpwebrequest-403-forbidden,HTTPWebRequest 403 Forbidden,,,,,
35,"['c#', 'sql-server', 'linq', 'entity-framework']","{'account_id': 479869, 'reputation': 5194, 'user_id': 892788, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/e233ae4d7776dd50ffc5dd43eab2d8e8?s=256&d=identicon&r=PG', 'display_name': 'diyoda_', 'link': 'https://stackoverflow.com/users/892788/diyoda'}",True,29738,11929928.0,3,16,1663941286,1344841360,1495535356.0,11929535,CC BY-SA 3.0,https://stackoverflow.com/questions/11929535/writing-recursive-cte-using-entity-framework-fluent-syntax-or-inline-syntax,Writing Recursive CTE using Entity Framework Fluent syntax or Inline syntax,,,,,
36,"['c#', 'namespaces']","{'account_id': 406517, 'reputation': 47323, 'user_id': 776084, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/3fa6c233a1d109660622819caf68c3d6?s=256&d=identicon&r=PG', 'display_name': 'RanRag', 'link': 'https://stackoverflow.com/users/776084/ranrag'}",True,449665,11854344.0,18,47,1663841636,1344374381,,11854308,CC BY-SA 3.0,https://stackoverflow.com/questions/11854308/why-am-i-getting-error-cs0246-the-type-or-namespace-name-could-not-be-found,Why am I getting error CS0246: The type or namespace name could not be found?,,,,,
37,"['c#', 'collections']","{'account_id': 125140, 'reputation': 25627, 'user_id': 320724, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/QjpKD.jpg?s=256&g=1', 'display_name': 'Bohn', 'link': 'https://stackoverflow.com/users/320724/bohn'}",True,10278,12023228.0,5,12,1663838872,1345334301,,12023164,CC BY-SA 3.0,https://stackoverflow.com/questions/12023164/do-we-have-some-sort-of-a-triple-collection-in-c,Do we have some sort of a Triple collection in C#,,,,,
38,"['c#', '.net', 'parsing', 'timezone']","{'account_id': 323751, 'reputation': 7206, 'user_id': 643954, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/17f0f27ca2b67ac13af3d903954b82b1?s=256&amp;d=identicon&amp;r=PG', 'display_name': 'Warz', 'link': 'https://stackoverflow.com/users/643954/warz'}",True,65699,11873617.0,3,16,1663831885,1344460028,1344475959.0,11873179,CC BY-SA 3.0,https://stackoverflow.com/questions/11873179/format-string-to-datetime-with-timezone,Format String to Datetime with Timezone,,,,,
39,"['c#', 'python', '.net', 'ironpython', 'python.net']","{'account_id': 1701138, 'reputation': 40288, 'user_id': 1561176, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/022b5d51f385a2b717c90e8cd371f2fe?s=256&d=identicon&r=PG', 'display_name': 'Inbar Rose', 'link': 'https://stackoverflow.com/users/1561176/inbar-rose'}",True,384959,11779234.0,9,177,1663748262,1343916309,1582840981.0,11779143,CC BY-SA 4.0,https://stackoverflow.com/questions/11779143/how-do-i-run-a-python-script-from-c,How do I run a Python script from C#?,,,,,
40,"['c#', '.net-4.0', 'network-programming']","{'account_id': 174619, 'reputation': 9790, 'user_id': 404099, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/cb2550abde0be50f7830de4a8a88010e?s=256&d=identicon&r=PG', 'display_name': 'Ilia Barahovsky', 'link': 'https://stackoverflow.com/users/404099/ilia-barahovsky'}",False,12001,,2,7,1663639700,1344947812,,11952413,CC BY-SA 3.0,https://stackoverflow.com/questions/11952413/ping-sendip-timeout-in-net-returns-too-fast-and-complains-on-timeout,"Ping.Send(ip, timeout) in .Net returns too fast and complains on timeout",,,,,
41,"['c#', 'winforms', 'windows-server']","{'account_id': 1756035, 'reputation': 1, 'user_id': 1604063, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b240262aa258d1b15ac2bc2b1c9fb593?s=256&d=identicon&r=PG', 'display_name': 'magiXXfactory', 'link': 'https://stackoverflow.com/users/1604063/magixxfactory'}",False,8126,,1,0,1663632430,1345142142,1361889300.0,11993374,CC BY-SA 3.0,https://stackoverflow.com/questions/11993374/trying-to-connect-using-principalcontext-on-workgroup-server-returns-invalid-use,Trying to connect using PrincipalContext on Workgroup Server returns Invalid User.,,,,,
42,"['c#', '.net', 'list', 'element']","{'user_type': 'does_not_exist', 'display_name': 'user1503463'}",True,58728,12153591.0,4,12,1663221102,1346133799,1346135882.0,12153562,CC BY-SA 3.0,https://stackoverflow.com/questions/12153562/how-to-get-the-second-element-alone-from-a-list-which-contains-2-elements-in-c,How to get the second element alone from a list which contains 2 elements in c#.net?,,,,,
43,"['c#', 'file', 'file-permissions', 'streamwriter']","{'account_id': 1598019, 'reputation': 785, 'user_id': 1479660, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/ed03c320be7dd00f0bf74fc76ba430ee?s=256&d=identicon&r=PG', 'display_name': 'modest and cute girl', 'link': 'https://stackoverflow.com/users/1479660/modest-and-cute-girl'}",True,18324,11777961.0,5,11,1663164880,1343912248,1343914692.0,11777924,CC BY-SA 3.0,https://stackoverflow.com/questions/11777924/how-to-make-a-read-only-file,How to make a &quot;Read only&quot; file?,,,,,
44,"['c#', 'c#-4.0']","{'account_id': 1734050, 'reputation': 117, 'user_id': 1587016, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/daae0ac5a6b8a9a23e92e675fe80c517?s=256&d=identicon&r=PG', 'display_name': 'Nimantha Prasad', 'link': 'https://stackoverflow.com/users/1587016/nimantha-prasad'}",True,3986,,2,3,1663141153,1345527741,,12049021,CC BY-SA 3.0,https://stackoverflow.com/questions/12049021/local-variable-mydate-might-not-be-initialized-before-accessing,Local variable &#39;mydate&#39; might not be initialized before accessing,,,,,
45,"['c#', 'winforms', 'datagridview']","{'account_id': 1121516, 'reputation': 5055, 'user_id': 1109750, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/T9Ryt.jpg?s=256&g=1', 'display_name': 'PJW', 'link': 'https://stackoverflow.com/users/1109750/pjw'}",True,169360,11844206.0,20,115,1663134856,1344333576,1519294321.0,11843488,CC BY-SA 3.0,https://stackoverflow.com/questions/11843488/how-to-detect-datagridview-checkbox-event-change,How to detect DataGridView CheckBox event change?,,,,,
46,"['c#', 'guid']","{'account_id': 10836, 'reputation': 193299, 'user_id': 20654, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/94066dfa49c2feb14706cb081848fda7?s=256&d=identicon&r=PG', 'display_name': 'OscarRyz', 'link': 'https://stackoverflow.com/users/20654/oscarryz'}",True,219809,11938179.0,5,398,1663008843,1344874211,1344875106.0,11938151,CC BY-SA 3.0,https://stackoverflow.com/questions/11938151/guid-newguid-vs-new-guid,Guid.NewGuid() vs. new Guid(),,,,,
47,"['c#', 'asp.net-mvc', 'razor', 'partial-views', 'asp.net-mvc-viewmodel']","{'account_id': 55057, 'reputation': 1856, 'user_id': 164861, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/004362c6d72fd6240f84689bace5507a?s=256&d=identicon&r=PG', 'display_name': 'Tim Croydon', 'link': 'https://stackoverflow.com/users/164861/tim-croydon'}",True,3733,11844891.0,4,6,1662855921,1344334570,,11843772,CC BY-SA 3.0,https://stackoverflow.com/questions/11843772/incorrect-model-property-value-rendered-in-partial-view,Incorrect model property value rendered in partial view,,,,,
