,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,migrated_from
10,"['typescript', 'typescript-typings', 'typescript2.0']","{'account_id': 16442499, 'reputation': 561, 'user_id': 11878342, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-dJ791KtwEEw/AAAAAAAAAAI/AAAAAAAAABg/694fmnRDtNs/photo.jpg?sz=256', 'display_name': 'Mohamed Imran', 'link': 'https://stackoverflow.com/users/11878342/mohamed-imran'}",True,4521,68242298.0,2,10,1668888336,1625378290,68242121,CC BY-SA 4.0,https://stackoverflow.com/questions/68242121/typescript-constructor-shorthand-when-parameters-are-passed-as-an-object,Typescript constructor shorthand when parameters are passed as an object,1658763655.0,,,
11,"['javascript', 'typescript', 'firebase', 'google-cloud-functions']","{'account_id': 10013621, 'reputation': 1256, 'user_id': 7405706, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/3a55a78ea3088c41e19af777628a651e?s=256&d=identicon&r=PG', 'display_name': 'phwt', 'link': 'https://stackoverflow.com/users/7405706/phwt'}",True,738,68271890.0,2,0,1668690159,1625573930,68270412,CC BY-SA 4.0,https://stackoverflow.com/questions/68270412/firebase-cloud-functions-did-not-deploy-properly-with-imported-a-module-in-subfo,Firebase Cloud Functions did not deploy properly with imported a module in subfolder,,,,
12,"['javascript', 'typescript', 'date-fns']","{'account_id': 18120940, 'reputation': 189, 'user_id': 13176989, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ed547f4ef03733aab573b23a574789c7?s=256&d=identicon&r=PG&f=1', 'display_name': 'yellowSub', 'link': 'https://stackoverflow.com/users/13176989/yellowsub'}",False,825,,1,2,1668682968,1626756481,68449675,CC BY-SA 4.0,https://stackoverflow.com/questions/68449675/how-to-get-exact-time-zone-using-date-fns,How to get exact Time zone using date-fns?,,,,
13,"['asp.net', 'typescript', '.net-core', 'swagger']","{'account_id': 953474, 'reputation': 1208, 'user_id': 979189, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/f8fb41d5bd28c2c93dd83ba7f6c7393c?s=256&d=identicon&r=PG', 'display_name': 'user979189', 'link': 'https://stackoverflow.com/users/979189/user979189'}",False,926,,1,1,1668609231,1625080813,68200538,CC BY-SA 4.0,https://stackoverflow.com/questions/68200538/how-to-create-swagger-documentation-for-dynamic-request-response,How to create swagger documentation for dynamic request/response,,,,
14,['typescript'],"{'account_id': 10598597, 'reputation': 730, 'user_id': 13599467, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0d73a2ad0a7bb1addf8e2bf679f78d2f?s=256&d=identicon&r=PG', 'display_name': 'Timaayy', 'link': 'https://stackoverflow.com/users/13599467/timaayy'}",False,588,,1,5,1668430702,1627045956,68499761,CC BY-SA 4.0,https://stackoverflow.com/questions/68499761/ts6137-cannot-import-type-declaration-files-when-importing-from-types,TS6137: Cannot import type declaration files when importing from @types,1627056509.0,,,
15,['typescript'],"{'account_id': 17392661, 'reputation': 195, 'user_id': 12602884, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mD7U19xA0v5xW3vhkBffAmVb2jfd4GdUGJlbHbAIA=k-s256', 'display_name': 'Fadi', 'link': 'https://stackoverflow.com/users/12602884/fadi'}",True,1096,,3,5,1668264370,1626921198,68478462,CC BY-SA 4.0,https://stackoverflow.com/questions/68478462/typescript-interfaces-not-enforcing-properties-when-an-object-is-assigned,TypeScript interfaces not enforcing properties when an object is assigned,,,,
16,"['typescript', 'rollup', 'rollupjs']","{'account_id': 5669504, 'reputation': 3098, 'user_id': 4484649, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/986038e84d70fc1d9c4a58fcc01636aa?s=256&d=identicon&r=PG&f=1', 'display_name': 'Asaf David', 'link': 'https://stackoverflow.com/users/4484649/asaf-david'}",False,647,,1,3,1668077409,1626158867,68357693,CC BY-SA 4.0,https://stackoverflow.com/questions/68357693/typescript-definitions-in-wrong-folder-using-rollup-and-typescript2,Typescript definitions in wrong folder using rollup and typescript2,,,,
17,"['typescript', 'jestjs', 'graphql', 'nestjs', 'supertest']","{'account_id': 13884658, 'reputation': 1139, 'user_id': 11698446, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/59c0a2eaafadccadf2ab6ecfc8587d30?s=256&d=identicon&r=PG&f=1', 'display_name': 'A Mehmeto', 'link': 'https://stackoverflow.com/users/11698446/a-mehmeto'}",True,29531,68469945.0,8,20,1667661783,1626685058,68437734,CC BY-SA 4.0,https://stackoverflow.com/questions/68437734/jest-has-detected-the-following-1-open-handle-potentially-keeping-jest-from-exit,Jest has detected the following 1 open handle potentially keeping Jest from exiting: TCPSERVERWRAP,,,,
18,"['javascript', 'html', 'typescript', 'vue.js', 'ionic-framework']","{'account_id': 22346975, 'reputation': 1, 'user_id': 16565788, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ggs2X_F_7oCE1O85uMXNc8vpiK5Rb_7u-mqbY3z=k-s256', 'display_name': 'Beom-Su', 'link': 'https://stackoverflow.com/users/16565788/beom-su'}",False,45,,1,0,1667558748,1627715908,68600008,CC BY-SA 4.0,https://stackoverflow.com/questions/68600008/i-want-to-solve-the-screen-transition-problem-using-this-v-if,I want to solve the screen transition problem using this &quot;v-if&quot;,,,,
19,"['javascript', 'typescript']","{'account_id': 4008101, 'reputation': 2132, 'user_id': 3370568, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/1xLag.jpg?s=256&g=1', 'display_name': 'Wajahath', 'link': 'https://stackoverflow.com/users/3370568/wajahath'}",True,118,74312320.0,2,2,1667537030,1626767725,68451414,CC BY-SA 4.0,https://stackoverflow.com/questions/68451414/how-to-do-an-exact-type-checking-without-having-runtime-side-effects-in-typescri,How to do an exact type checking without having runtime side effects in typescript?,1626774548.0,,,
20,"['javascript', 'typescript', 'websocket', 'socket.io', 'nestjs']","{'account_id': 12678138, 'reputation': 142, 'user_id': 9212983, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4e88ebf0b22f9dfe64a23940263f0c86?s=256&d=identicon&r=PG&f=1', 'display_name': 'Razvan Curcudel', 'link': 'https://stackoverflow.com/users/9212983/razvan-curcudel'}",False,192,,1,2,1667428234,1626086611,68345962,CC BY-SA 4.0,https://stackoverflow.com/questions/68345962/dynamic-event-names-for-nestjs-websocket,Dynamic event names for NestJS websocket,,,,
21,"['typescript', 'try-catch']","{'account_id': 7545489, 'reputation': 1307, 'user_id': 5728714, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/oaQuw.jpg?s=256&g=1', 'display_name': 'Mathias Hillmann', 'link': 'https://stackoverflow.com/users/5728714/mathias-hillmann'}",True,40884,68257472.0,5,66,1667403611,1625359042,68240884,CC BY-SA 4.0,https://stackoverflow.com/questions/68240884/error-object-inside-catch-is-of-type-unknown,Error object inside catch is of type unknown,1657164471.0,,,
22,"['typescript', 'amazon-web-services', 'amazon-s3', 'ts-jest', 'aws-sdk-js']","{'account_id': 1109019, 'reputation': 4358, 'user_id': 1099823, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/6lpto.png?s=256&g=1', 'display_name': 'Interlated', 'link': 'https://stackoverflow.com/users/1099823/interlated'}",True,4456,72196278.0,3,7,1667388386,1627287552,68526571,CC BY-SA 4.0,https://stackoverflow.com/questions/68526571/how-do-i-mock-aws-s3-getobjectcommand-with-jest-using-the-v3-sdk,How do I mock AWS S3 GetObjectCommand with jest using the v3 sdk?,,,,
23,"['reactjs', 'typescript', 'ethereum', 'web3js']","{'account_id': 22214397, 'reputation': 13, 'user_id': 16453051, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c7f8551b5d63dc810a6946adecaeff7d?s=256&d=identicon&r=PG&f=1', 'display_name': 'mortem', 'link': 'https://stackoverflow.com/users/16453051/mortem'}",True,1665,69620655.0,1,1,1667332850,1626334450,68389686,CC BY-SA 4.0,https://stackoverflow.com/questions/68389686/how-do-i-resolve-ethereum-request-cannot-find-name-ethereum,How do I resolve &quot;ethereum.request cannot find name &#39;ethereum&#39;&quot;,1667332850.0,,,
24,"['typescript', 'blazor-webassembly']","{'account_id': 285065, 'reputation': 535, 'user_id': 583523, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/d3feb3f2c8373a0945b8f56b5cabcb54?s=256&d=identicon&r=PG&f=1', 'display_name': 'Andrea', 'link': 'https://stackoverflow.com/users/583523/andrea'}",True,440,74249505.0,1,1,1667085272,1626448002,68411320,CC BY-SA 4.0,https://stackoverflow.com/questions/68411320/import-in-typescript-files-in-a-blazor-webassembly-apparently-doesnt-work,&#39;Import&#39; in typescript files in a Blazor WebAssembly apparently doesn&#39;t work,,,,
25,"['typescript', 'visual-studio-code', 'rollup', 'dotenv']","{'account_id': 12099887, 'reputation': 167, 'user_id': 8841562, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/NKDnB.png?s=256&g=1', 'display_name': 'Hyo', 'link': 'https://stackoverflow.com/users/8841562/hyo'}",True,418,,2,3,1666978982,1627642139,68589678,CC BY-SA 4.0,https://stackoverflow.com/questions/68589678/rollup-replace-plugin-with-typescript-cant-find-variable-name,Rollup replace plugin with typescript can&#39;t find variable name,1627839830.0,,,
26,"['html', 'angular', 'typescript', 'angular-material', 'angular-reactive-forms']","{'account_id': 448941, 'reputation': 4168, 'user_id': 843443, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/07748ad3a158dfc6aee92c9bbac06b90?s=256&d=identicon&r=PG', 'display_name': 'Jeff', 'link': 'https://stackoverflow.com/users/843443/jeff'}",True,150,74221333.0,1,0,1666870089,1627482669,68562325,CC BY-SA 4.0,https://stackoverflow.com/questions/68562325/no-value-accessor-for-form-control-with-path-keywords-0,No value accessor for form control with path: &#39;keywords -&gt; 0&#39;,,,,
27,"['reactjs', 'typescript', 'react-native', 'textinput', 'react-ref']","{'account_id': 14089350, 'reputation': 15, 'user_id': 10178222, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-UUuXTPakUxo/AAAAAAAAAAI/AAAAAAAAAAc/TemdsRMk2ac/photo.jpg?sz=256', 'display_name': 'Lucas Messias', 'link': 'https://stackoverflow.com/users/10178222/lucas-messias'}",True,1371,68330657.0,1,1,1666677369,1625939732,68330317,CC BY-SA 4.0,https://stackoverflow.com/questions/68330317/react-native-textinput-value-using-ref-uncontrolled-component,React Native - TextInput value using ref (Uncontrolled Component),1625940354.0,,,
28,"['typescript', 'd3.js', 'stenciljs', 'jest-puppeteer', 'ecmascript-2020']","{'account_id': 2624841, 'reputation': 131, 'user_id': 2272086, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/281aeccfafd5bae0cc490f43339d02f3?s=256&d=identicon&r=PG', 'display_name': 'sneeuwitje', 'link': 'https://stackoverflow.com/users/2272086/sneeuwitje'}",True,502,,2,2,1666642517,1625796425,68310447,CC BY-SA 4.0,https://stackoverflow.com/questions/68310447/how-to-tune-typescript-stenciljs-with-jest-to-support-es6-dynamic-module-imports,How to tune Typescript StencilJS with Jest to support ES6 dynamic module imports,1625799827.0,,,
29,"['typescript', 'logging', 'nestjs', 'winston']","{'account_id': 1753652, 'reputation': 212, 'user_id': 1602174, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/75deb0a70ffbf2fa1144c11f21a5b185?s=256&d=identicon&r=PG', 'display_name': 'hoistyler', 'link': 'https://stackoverflow.com/users/1602174/hoistyler'}",False,2235,,1,3,1666530273,1627624494,68586072,CC BY-SA 4.0,https://stackoverflow.com/questions/68586072/using-winston-logger-with-context-nestjs,Using Winston Logger with context NestJS,1637912392.0,,,
30,"['typescript', 'typescript-generics']","{'account_id': 1802358, 'reputation': 1558, 'user_id': 1640358, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://i.stack.imgur.com/Zx5h9.jpg?s=256&g=1', 'display_name': 'Susitha Ravinda Senarath', 'link': 'https://stackoverflow.com/users/1640358/susitha-ravinda-senarath'}",True,2801,68398623.0,2,4,1666378212,1626366827,68397589,CC BY-SA 4.0,https://stackoverflow.com/questions/68397589/how-to-fix-but-t-could-be-instantiated-with-a-different-subtype-of-constraint,How to fix &quot;but &#39;T&#39; could be instantiated with a different subtype of constraint .&quot;,1626370446.0,,,
31,"['typescript', 'aws-cdk']","{'account_id': 3227455, 'reputation': 590, 'user_id': 2723463, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://i.stack.imgur.com/WHRVb.png?s=256&g=1', 'display_name': 'WebSight', 'link': 'https://stackoverflow.com/users/2723463/websight'}",False,418,,2,3,1666359821,1627347471,68537825,CC BY-SA 4.0,https://stackoverflow.com/questions/68537825/replicationtime-cannot-be-used-for-this-version-of-the-replication-configuration,ReplicationTime cannot be used for this version of the replication configuration schema,,,,
32,"['typescript', 'jestjs', 'nestjs']","{'account_id': 3911664, 'reputation': 518, 'user_id': 3236794, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://graph.facebook.com/100000561834365/picture?type=large', 'display_name': 'user3236794', 'link': 'https://stackoverflow.com/users/3236794/user3236794'}",True,385,,2,4,1666287332,1626111952,68351841,CC BY-SA 4.0,https://stackoverflow.com/questions/68351841/how-can-i-use-one-app-instance-for-all-my-e2e-tests,How can I use one app instance for all my e2e tests?,,,,
33,"['reactjs', 'typescript', 'eslint', 'lint', 'tsx']","{'account_id': 14195048, 'reputation': 47, 'user_id': 10254586, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ypTzA.png?s=256&g=1', 'display_name': 'Dadinho', 'link': 'https://stackoverflow.com/users/10254586/dadinho'}",False,352,,1,1,1666100383,1627067346,68504068,CC BY-SA 4.0,https://stackoverflow.com/questions/68504068/eslint-find-but-skip-tsx-files,Eslint find but skip .tsx files,,,,
34,"['typescript', 'jestjs', 'cypress']","{'account_id': 4272383, 'reputation': 2281, 'user_id': 3493922, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://i.stack.imgur.com/Tv8Aj.jpg?s=256&g=1', 'display_name': 'kusumoto_teruya', 'link': 'https://stackoverflow.com/users/3493922/kusumoto-teruya'}",True,3179,,3,5,1665520948,1627613849,68584932,CC BY-SA 4.0,https://stackoverflow.com/questions/68584932/cypress-clashing-types-with-jest,Cypress: Clashing types with Jest,,,,
35,"['reactjs', 'typescript']","{'account_id': 21942820, 'reputation': 865, 'user_id': 16223122, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/78e151a87f50e13b61495b7e6a044464?s=256&d=identicon&r=PG&f=1', 'display_name': 'Pablo LION', 'link': 'https://stackoverflow.com/users/16223122/pablo-lion'}",True,1082,68374807.0,2,1,1664880328,1626251751,68374696,CC BY-SA 4.0,https://stackoverflow.com/questions/68374696/typing-property-of-a-variable-which-possibly-has-empty-object-type,Typing property of a variable which possibly has empty-object type,1664880328.0,,,
36,"['reactjs', 'typescript', 'rollupjs']","{'account_id': 3721133, 'reputation': 141, 'user_id': 10314639, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-J64ZpqVA2cY/AAAAAAAAAAI/AAAAAAAABmA/jK2noAH4840/photo.jpg?sz=256', 'display_name': 'Gregor Sklorz', 'link': 'https://stackoverflow.com/users/10314639/gregor-sklorz'}",True,1073,73021447.0,1,3,1664870503,1627490033,68564210,CC BY-SA 4.0,https://stackoverflow.com/questions/68564210/rollup-esm-generates-broken-imports,Rollup ESM generates broken imports,1664870503.0,,,
37,"['reactjs', 'typescript', 'vite']","{'account_id': 9915396, 'reputation': 827, 'user_id': 7340458, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Z8xAa.png?s=256&g=1', 'display_name': 'Alex Monkey', 'link': 'https://stackoverflow.com/users/7340458/alex-monkey'}",True,23064,68250175.0,5,29,1664558164,1625366356,68241263,CC BY-SA 4.0,https://stackoverflow.com/questions/68241263/absolute-path-not-working-in-vite-project-react-ts,Absolute path not working in Vite project React TS,,,,
38,"['typescript', 'react-redux', 'redux-toolkit', 'rtk-query']","{'account_id': 1138524, 'reputation': 1969, 'user_id': 1123062, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/E3NJe.png?s=256&g=1', 'display_name': 'alcfeoh', 'link': 'https://stackoverflow.com/users/1123062/alcfeoh'}",True,6359,68569190.0,2,13,1664461097,1627518119,68568710,CC BY-SA 4.0,https://stackoverflow.com/questions/68568710/rtk-query-createapi-results-in-property-does-not-exist-on-type-apibas,RTK Query createApi results in: &quot;Property &#39;....&#39; does not exist on type &#39;Api&lt;BaseQueryFn&gt;&quot;,1636613352.0,,,
39,"['node.js', 'typescript', 'firebase', 'google-cloud-functions']","{'account_id': 12504648, 'reputation': 6794, 'user_id': 9101876, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/8c370f6d96ccaa54d34b81a5eb712f66?s=256&d=identicon&r=PG&f=1', 'display_name': 'Alexa289', 'link': 'https://stackoverflow.com/users/9101876/alexa289'}",True,671,68250831.0,1,0,1664293406,1625459127,68250718,CC BY-SA 4.0,https://stackoverflow.com/questions/68250718/failed-to-deploy-function-function-names-can-only-contain-letters-numbers-h,"Failed to deploy function: function name(s) can only contain letters, numbers, hyphens, and not exceed 62 characters in length",1625473974.0,,,
40,['typescript'],"{'account_id': 18933974, 'reputation': 131, 'user_id': 13815493, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-27g63nBqQBA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck7iGjNomtSOl_CwcwshlSmtDwxUA/photo.jpg?sz=256', 'display_name': 'Andrew O.', 'link': 'https://stackoverflow.com/users/13815493/andrew-o'}",True,4289,68279093.0,1,8,1664283081,1625619558,68278850,CC BY-SA 4.0,https://stackoverflow.com/questions/68278850/how-to-extend-a-keyof-type-so-that-it-includes-modified-versions-of-the-keys-e,"How to extend a keyof type so that it includes modified versions of the keys, e.g. prefixed with &#39;-&#39;?",1625795263.0,,,
41,"['typescript', 'vue.js']","{'account_id': 4732180, 'reputation': 153, 'user_id': 3827493, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3f85c462dc94f75a7d9d14b5fb4f3e33?s=256&d=identicon&r=PG&f=1', 'display_name': 'AMD', 'link': 'https://stackoverflow.com/users/3827493/amd'}",False,897,,2,1,1664271118,1625639777,68281151,CC BY-SA 4.0,https://stackoverflow.com/questions/68281151/how-to-set-type-of-a-parameter-to-vue-component,How to set type of a parameter to Vue Component,1644990529.0,,,
42,"['javascript', 'typescript', 'visibility', 'member', 'access-modifiers']","{'account_id': 21436653, 'reputation': 35, 'user_id': 15792031, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c7a070ddf851dc696215dde50952d5ab?s=256&d=identicon&r=PG&f=1', 'display_name': 'Michele Nuzzi', 'link': 'https://stackoverflow.com/users/15792031/michele-nuzzi'}",True,790,68289451.0,3,1,1664203582,1625666877,68287618,CC BY-SA 4.0,https://stackoverflow.com/questions/68287618/what-are-the-differences-between-typescript-access-modifiers-and-javascript-ones,What are the differences between typescript access modifiers and javascript ones? And which one should I prefer while using typescript?,,,,
43,"['typescript', 'vue.js', 'vuejs3']","{'account_id': 18707949, 'reputation': 491, 'user_id': 13638635, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a8127c1c33db07c6aeaf9e83f34263de?s=256&d=identicon&r=PG&f=1', 'display_name': 'RestOfTheBothWorlds', 'link': 'https://stackoverflow.com/users/13638635/restofthebothworlds'}",True,3266,68753574.0,3,6,1663665082,1627739358,68602712,CC BY-SA 4.0,https://stackoverflow.com/questions/68602712/extracting-the-prop-types-of-a-component-in-vue-3-typescript-to-use-them-somew,Extracting the prop types of a component in Vue 3 (typescript) to use them somewhere else,,,,
44,"['angular', 'typescript', 'ionic-framework', 'npm']","{'account_id': 22224806, 'reputation': 43, 'user_id': 16461926, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ddd34351ae7829f12ca993a3f3bb21d9?s=256&d=identicon&r=PG&f=1', 'display_name': 'oussema-kallel', 'link': 'https://stackoverflow.com/users/16461926/oussema-kallel'}",True,1831,68407609.0,2,4,1663573894,1626430269,68407255,CC BY-SA 4.0,https://stackoverflow.com/questions/68407255/ngx-datatable-eresolve-unable-to-resolve-dependency-tree,ngx-datatable ERESOLVE unable to resolve dependency tree,1626430400.0,,,
45,"['javascript', 'arrays', 'typescript', 'object', 'ecmascript-6']","{'account_id': 14680049, 'reputation': 301, 'user_id': 10601871, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6ed8125314d18d0778f5e3e5efeb1bee?s=256&d=identicon&r=PG&f=1', 'display_name': 'ffcabbar', 'link': 'https://stackoverflow.com/users/10601871/ffcabbar'}",True,866,68202454.0,1,2,1663333199,1625092358,68202281,CC BY-SA 4.0,https://stackoverflow.com/questions/68202281/how-to-filter-nested-arrays-by-searching,How to filter nested arrays by searching,,,,
