,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,closed_date,closed_reason
10,"['javascript', 'node.js', 'typescript', 'zsh', 'nestjs']","{'account_id': 2550935, 'reputation': 151, 'user_id': 2214697, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/232a41f934feb88214c3b775b021c884?s=256&d=identicon&r=PG', 'display_name': 'Jo&#235;l Sonderegger', 'link': 'https://stackoverflow.com/users/2214697/jo%c3%abl-sonderegger'}",True,41156,12,15,1666632523,1555999893,55805275,CC BY-SA 4.0,https://stackoverflow.com/questions/55805275/nest-command-not-found,nest Command not found,1556113607.0,,,
11,"['javascript', 'reactjs', 'typescript', 'jestjs', 'circleci']","{'account_id': 5173036, 'reputation': 323, 'user_id': 4141006, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-e3Rc-xwAEGE/AAAAAAAAAAI/AAAAAAAAAB0/W9fX89yQn7w/photo.jpg?sz=256', 'display_name': 'Saiid Al-halawi', 'link': 'https://stackoverflow.com/users/4141006/saiid-al-halawi'}",True,47848,2,24,1666090869,1554274564,55488882,CC BY-SA 4.0,https://stackoverflow.com/questions/55488882/modulenamemapper-settings-in-jest-config-js-doesnt-work-on-circleci,`moduleNameMapper` settings in jest.config.js doesn&#39;t work on CircleCI,1554451071.0,64487528.0,,
12,"['typescript', 'enums', 'graphql', 'nestjs', 'typeorm']","{'account_id': 3449599, 'reputation': 539, 'user_id': 2889539, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'TreeMan360', 'link': 'https://stackoverflow.com/users/2889539/treeman360'}",True,9602,3,11,1665894860,1554830917,55598213,CC BY-SA 4.0,https://stackoverflow.com/questions/55598213/enums-not-working-with-nestjs-and-graphql,Enums not working with nestjs and graphql,1665483110.0,55620395.0,,
13,"['angular', 'typescript']","{'account_id': 7742638, 'reputation': 970, 'user_id': 5861745, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://lh5.googleusercontent.com/-n8wi39JyIss/AAAAAAAAAAI/AAAAAAAAAAA/dv9NIJIXH7M/photo.jpg?sz=256', 'display_name': 'vishnuprasad kv', 'link': 'https://stackoverflow.com/users/5861745/vishnuprasad-kv'}",True,22168,4,8,1665827578,1554101889,55449547,CC BY-SA 4.0,https://stackoverflow.com/questions/55449547/how-to-open-ng-template-modal-from-component,how to open ng-template modal from component?,1665660888.0,55449627.0,,
14,"['javascript', 'node.js', 'typescript', 'webpack', 'nestjs']","{'account_id': 12907237, 'reputation': 372, 'user_id': 10180165, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-R4RBS6GVnEs/AAAAAAAAAAI/AAAAAAAAHoM/KTlvpkcaLyk/photo.jpg?sz=256', 'display_name': 'Sergey Sovgut', 'link': 'https://stackoverflow.com/users/10180165/sergey-sovgut'}",True,7445,3,14,1665367729,1554802038,55589436,CC BY-SA 4.0,https://stackoverflow.com/questions/55589436/single-file-bundle-with-nestjs-typescript-webpack-node-modules,Single file bundle with NestJS + Typescript + Webpack + node_modules,,63496701.0,,
15,"['javascript', 'node.js', 'typescript', 'nestjs', 'dotenv']","{'account_id': 390442, 'reputation': 14448, 'user_id': 750511, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/f1cc17242ddaefc62f1fd866b6d52248?s=256&d=identicon&r=PG', 'display_name': 'Carven', 'link': 'https://stackoverflow.com/users/750511/carven'}",True,23739,6,17,1665154997,1555230947,55673424,CC BY-SA 4.0,https://stackoverflow.com/questions/55673424/nestjs-unable-to-read-env-variables-in-module-files-but-able-in-service-files,NestJs: Unable to read env variables in module files but able in service files?,1555262783.0,55673625.0,,
16,"['typescript', 'encryption', 'cryptography', 'webcrypto-api']","{'account_id': 1130109, 'reputation': 1888, 'user_id': 1116408, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/dc08b21d674ee3339d2a2fd8e914c2d5?s=256&d=identicon&r=PG', 'display_name': 'mc.suchecki', 'link': 'https://stackoverflow.com/users/1116408/mc-suchecki'}",True,6365,1,10,1664899369,1556196179,55849585,CC BY-SA 4.0,https://stackoverflow.com/questions/55849585/use-webcrypto-api-to-encrypt-decrypt-data-with-encryption-key-generated-from-str,Use WebCrypto API to encrypt/decrypt data with encryption key generated from string,1556711060.0,55961821.0,,
17,"['reactjs', 'typescript', 'react-native']","{'account_id': 9532175, 'reputation': 547, 'user_id': 7083440, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-WIpVIhwg1e0/AAAAAAAAAAI/AAAAAAAAAAA/tWAFzddHOiQ/photo.jpg?sz=256', 'display_name': 'SHRUTHI BHARADWAJ', 'link': 'https://stackoverflow.com/users/7083440/shruthi-bharadwaj'}",True,14385,2,3,1664520582,1556185891,55846462,CC BY-SA 4.0,https://stackoverflow.com/questions/55846462/tslint-error-property-component-does-not-exist-on-type-typeof-react,TSLINT Error: Property &#39;Component&#39; does not exist on type &#39;typeof React&#39;,1556252604.0,,,
18,"['angular', 'typescript', 'rxjs']","{'account_id': 12877773, 'reputation': 77, 'user_id': 9313852, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3b6c7c5cbf7dff785aa975e5a20eb368?s=256&d=identicon&r=PG&f=1', 'display_name': 'Daniel', 'link': 'https://stackoverflow.com/users/9313852/daniel'}",True,265,2,1,1664469275,1555247165,55675596,CC BY-SA 4.0,https://stackoverflow.com/questions/55675596/behavioursubject-subscription-in-component-constructor-with-ngif-throws-a-ex,BehaviourSubject subscription in Component constructor with &quot;*ngIf&quot; throws a &quot;ExpressionChangedAfterItHasBeenCheckedError&quot;,1555247774.0,55675668.0,,
19,"['reactjs', 'typescript']","{'account_id': 14493607, 'reputation': 283, 'user_id': 10468970, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/kU6Va.png?s=256&g=1', 'display_name': 'Prozak', 'link': 'https://stackoverflow.com/users/10468970/prozak'}",True,38985,5,4,1664383207,1556112447,55831213,CC BY-SA 4.0,https://stackoverflow.com/questions/55831213/uploading-multiple-images-with-react,Uploading multiple images with React,,55831786.0,,
20,"['javascript', 'reactjs', 'typescript', 'formik', 'yup']","{'account_id': 11390043, 'reputation': 620, 'user_id': 8350433, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b62212b9a43ad996d5e4c991a2628789?s=256&d=identicon&r=PG&f=1', 'display_name': 'Shashaank V V', 'link': 'https://stackoverflow.com/users/8350433/shashaank-v-v'}",True,49427,12,28,1664137960,1554108853,55451304,CC BY-SA 4.0,https://stackoverflow.com/questions/55451304/formik-yup-password-strength-validation-with-react,"Formik, Yup Password Strength Validation with React",1554116839.0,55604455.0,,
21,"['angular', 'typescript', 'ionic-framework', 'ionic4']","{'account_id': 13143252, 'reputation': 3369, 'user_id': 9494140, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://lh4.googleusercontent.com/-RiQCuWECqiE/AAAAAAAAAAI/AAAAAAAAEsI/GLtd18UG8w8/photo.jpg?sz=256', 'display_name': 'Ahmed Wagdi', 'link': 'https://stackoverflow.com/users/9494140/ahmed-wagdi'}",True,2283,1,1,1663946522,1554819349,55594959,CC BY-SA 4.0,https://stackoverflow.com/questions/55594959/ngx-translate-is-not-working-on-device-with-ionic-4,ngx-translate is not working on device with ionic 4,1663946522.0,55595630.0,,
22,"['reactjs', 'typescript', 'material-ui']","{'account_id': 7084284, 'reputation': 33304, 'user_id': 5421539, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/39375cb7a86a17c5b92b79d0fee6d169?s=256&d=identicon&r=PG&f=1', 'display_name': 'Joey Yi Zhao', 'link': 'https://stackoverflow.com/users/5421539/joey-yi-zhao'}",True,1535,2,3,1663860621,1555983667,55803180,CC BY-SA 4.0,https://stackoverflow.com/questions/55803180/how-to-import-types-from-material-ui,How to import types from `material-ui`?,1555994506.0,55803775.0,,
23,"['typescript', 'typescript-typings']","{'account_id': 14027328, 'reputation': 1846, 'user_id': 10132040, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/55d0dbf962a32b3810d702c263abe1f4?s=256&d=identicon&r=PG&f=1', 'display_name': 'SixtyEight', 'link': 'https://stackoverflow.com/users/10132040/sixtyeight'}",True,94693,11,99,1663462574,1555259766,55677600,CC BY-SA 4.0,https://stackoverflow.com/questions/55677600/typescript-how-to-pass-object-is-possibly-null-error,"Typescript, how to pass &quot;Object is possibly null&quot; error?",1555260405.0,55679953.0,,
24,"['javascript', 'typescript', 'asynchronous', 'terminology', 'cancellation']","{'account_id': 10004010, 'reputation': 99, 'user_id': 7399080, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/VHOkh.png?s=256&g=1', 'display_name': 'Kinrany', 'link': 'https://stackoverflow.com/users/7399080/kinrany'}",True,143,1,3,1663341615,1554067189,55445549,CC BY-SA 4.0,https://stackoverflow.com/questions/55445549/is-there-a-name-for-a-pattern-where-the-previous-asynchronous-action-is-being-au,Is there a name for a pattern where the previous asynchronous action is being automatically cancelled when a new action starts?,1554115892.0,,,
25,"['javascript', 'angular', 'typescript', 'npm', 'jszip']","{'account_id': 6672459, 'reputation': 12802, 'user_id': 5148197, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/7F7nc.jpg?s=256&g=1', 'display_name': 'Ricardo Rocha', 'link': 'https://stackoverflow.com/users/5148197/ricardo-rocha'}",True,57263,6,18,1662702230,1554845704,55601669,CC BY-SA 4.0,https://stackoverflow.com/questions/55601669/module-not-found-error-cant-resolve-stream-in-c-dev-jszip-test-node-modul,Module not found: Error: Can&#39;t resolve &#39;stream&#39; in &#39;C:\dev\jszip-test\node_modules\jszip\lib&#39;,,55601717.0,,
26,"['javascript', 'typescript', 'unit-testing', 'jestjs']","{'account_id': 388232, 'reputation': 912, 'user_id': 747030, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/5fd89c89af2934e8db53c11a0b7ab8d4?s=256&d=identicon&r=PG', 'display_name': 'Sebastian', 'link': 'https://stackoverflow.com/users/747030/sebastian'}",True,3430,3,2,1661962852,1554398784,55521787,CC BY-SA 4.0,https://stackoverflow.com/questions/55521787/filereader-file-and-textdecoder-in-jest-test-not-defined,"FileReader, File and TextDecoder in Jest Test not defined",1554450859.0,,,
27,"['typescript', 'observable']","{'account_id': 3001999, 'reputation': 1024, 'user_id': 2547324, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://i.stack.imgur.com/bzaZD.png?s=256&g=1', 'display_name': 'Peter The Angular Dude', 'link': 'https://stackoverflow.com/users/2547324/peter-the-angular-dude'}",False,17339,1,0,1661886100,1554161330,55464927,CC BY-SA 4.0,https://stackoverflow.com/questions/55464927/argument-of-type-string-is-not-assignable-to-parameter-of-type-string,Argument of type &#39;string&#39; is not assignable to parameter of type &#39;string[]&#39;,1554224791.0,,,
28,"['angular', 'typescript']","{'account_id': 10592709, 'reputation': 11, 'user_id': 8964696, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/35403c0c8ff876eaeb59d62233cf227d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Heisenberg', 'link': 'https://stackoverflow.com/users/8964696/heisenberg'}",False,322,1,0,1661792213,1555293849,55681767,CC BY-SA 4.0,https://stackoverflow.com/questions/55681767/cannot-read-property-of-undefined,Cannot read property &#39; &#39; of undefined,1661792213.0,,,
29,"['javascript', 'typescript', 'typescript2.0']","{'account_id': 290508, 'reputation': 1, 'user_id': 592099, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/7a89a86f9b22660a12ca622559611cf8?s=256&d=identicon&r=PG', 'display_name': 'ghostCoder', 'link': 'https://stackoverflow.com/users/592099/ghostcoder'}",True,71204,6,35,1661554683,1554800655,55588968,CC BY-SA 4.0,https://stackoverflow.com/questions/55588968/type-error-object-is-possibly-null-ts2531-for-window-document,Type error: Object is possibly &#39;null&#39;. TS2531 for window.document,1661554683.0,55589638.0,,
30,"['angular', 'typescript', 'promise', 'httpclient']","{'account_id': 14505430, 'reputation': 61, 'user_id': 10477330, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/935bde38ed01afa63afc9c3c777ecad1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Lukas', 'link': 'https://stackoverflow.com/users/10477330/lukas'}",True,8753,2,1,1661497575,1554216108,55477499,CC BY-SA 4.0,https://stackoverflow.com/questions/55477499/when-updating-to-httpclient-uncaught-in-promise-http-failure-during-parsing,When Updating to HttpClient: Uncaught in Promise/Http Failure during parsing,1629962918.0,,,
31,"['typescript', 'types', 'coroutine']","{'user_type': 'does_not_exist', 'display_name': 'user11367285'}",True,102,1,0,1661438436,1556013152,55808555,CC BY-SA 4.0,https://stackoverflow.com/questions/55808555/how-to-solve-this-coroutine-circularly-reference-error,How to solve this Coroutine circularly reference error?,1661438436.0,55812497.0,,
32,"['angular', 'typescript']","{'account_id': 15768239, 'reputation': 163, 'user_id': 11377966, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-iwABmTjNycw/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdxNlUTfcxCkwVzCmCS6Vu9TVe6hw/mo/photo.jpg?sz=256', 'display_name': 'Davide Salsi', 'link': 'https://stackoverflow.com/users/11377966/davide-salsi'}",True,17766,3,9,1661310383,1555579432,55742974,CC BY-SA 4.0,https://stackoverflow.com/questions/55742974/angular-how-to-fix-error-ts2322-type-modulewithprovidersany-is-not-assig,Angular - How to fix &quot;ERROR TS2322: Type &#39;ModuleWithProviders&lt;any&gt;&#39; is not assignable to type &#39;any[] | Type&lt;any&gt;&#39;&quot;,1555589660.0,55742994.0,,
33,"['visual-studio', 'typescript']","{'account_id': 9689644, 'reputation': 1619, 'user_id': 7188099, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/8800daf13dd5d1067c4230e71ee5036e?s=256&d=identicon&r=PG', 'display_name': 'tnkh', 'link': 'https://stackoverflow.com/users/7188099/tnkh'}",True,17596,8,19,1661241665,1556185845,55846442,CC BY-SA 4.0,https://stackoverflow.com/questions/55846442/could-not-find-the-task-tsc-build-tsconfig-json,Could not find the task &#39;tsc: build - tsconfig.json&#39;,,,,
34,"['typescript', 'visual-studio-code', 'react-tsx']","{'account_id': 7291449, 'reputation': 3741, 'user_id': 5955911, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/959523a6f35b6c68724ae45f6869cac5?s=256&d=identicon&r=PG', 'display_name': 'David', 'link': 'https://stackoverflow.com/users/5955911/david'}",True,16124,4,31,1660877323,1554474276,55537574,CC BY-SA 4.0,https://stackoverflow.com/questions/55537574/format-tsx-files-on-save-in-vs-code,Format *.tsx files on save in VS Code,1561284204.0,55537581.0,,
35,"['javascript', 'angular', 'typescript', 'angular-directive']","{'account_id': 3672401, 'reputation': 101, 'user_id': 3059270, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/S0S3y.jpg?s=256&g=1', 'display_name': 'Danielopez ..', 'link': 'https://stackoverflow.com/users/3059270/danielopez'}",True,601,2,2,1660676457,1556562165,55908874,CC BY-SA 4.0,https://stackoverflow.com/questions/55908874/directive-declared-and-exported-from-core-module-but-not-triggering-angular-7,Directive declared and exported from core module but not triggering Angular 7,1660676457.0,,,
36,"['typescript', 'google-cloud-platform', 'bunyan']","{'account_id': 464343, 'reputation': 1237, 'user_id': 2595644, 'user_type': 'registered', 'accept_rate': 14, 'profile_image': 'https://i.stack.imgur.com/msvR4.jpg?s=256&g=1', 'display_name': 'MarJano', 'link': 'https://stackoverflow.com/users/2595644/marjano'}",False,199,0,2,1660051192,1555309720,55683588,CC BY-SA 4.0,https://stackoverflow.com/questions/55683588/formatting-logs-in-gcp-with-node-bunyan,Formatting logs in GCP with node bunyan,1660051192.0,,,
37,['typescript'],"{'account_id': 11522561, 'reputation': 7347, 'user_id': 8443899, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/6KX5x.jpg?s=256&g=1', 'display_name': 'Henok Tesfaye', 'link': 'https://stackoverflow.com/users/8443899/henok-tesfaye'}",True,176538,6,155,1659098662,1555839307,55781559,CC BY-SA 4.0,https://stackoverflow.com/questions/55781559/what-does-the-as-keyword-do,What does the &quot;as&quot; keyword do?,1643296720.0,55781571.0,,
38,"['angular', 'typescript']","{'account_id': 1197364, 'reputation': 3003, 'user_id': 1168786, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/d14d35ea0735a6a40fc61729bb936639?s=256&d=identicon&r=PG', 'display_name': 'ssuperczynski', 'link': 'https://stackoverflow.com/users/1168786/ssuperczynski'}",True,21128,5,47,1658876855,1554131750,55458421,CC BY-SA 4.0,https://stackoverflow.com/questions/55458421/ng-template-typed-variable,ng-template - typed variable,,55458722.0,,
39,"['typescript', 'unit-testing', 'karma-runner', 'karma-mocha']","{'account_id': 1304051, 'reputation': 1487, 'user_id': 1253396, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/39f0c01ffc9b6e05a89c84977de3a27d?s=256&d=identicon&r=PG', 'display_name': 'dawsonc623', 'link': 'https://stackoverflow.com/users/1253396/dawsonc623'}",True,51688,5,92,1658480808,1554561125,55550096,CC BY-SA 4.0,https://stackoverflow.com/questions/55550096/ts2322-type-timeout-is-not-assignable-to-type-number-when-running-unit-te,&quot;TS2322: Type &#39;Timeout&#39; is not assignable to type &#39;number&#39;&quot; when running unit tests,,55550147.0,,
40,"['angular', 'typescript', 'pdf-viewer']","{'account_id': 3678923, 'reputation': 738, 'user_id': 3064304, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4c74254dc4fb5907809c3d5cd2559361?s=256&d=identicon&r=PG&f=1', 'display_name': 'Muthu', 'link': 'https://stackoverflow.com/users/3064304/muthu'}",True,26614,4,17,1658421157,1556195650,55849415,CC BY-SA 4.0,https://stackoverflow.com/questions/55849415/type-saferesourceurl-is-not-assignable-to-type-string,Type &#39;SafeResourceUrl&#39; is not assignable to type &#39;string&#39;,1556197672.0,55850342.0,,
41,"['javascript', 'angular', 'html', 'typescript']","{'account_id': 5381814, 'reputation': 41, 'user_id': 4286847, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/JJxCM.jpg?s=256&g=1', 'display_name': 'Nawideck', 'link': 'https://stackoverflow.com/users/4286847/nawideck'}",False,2366,1,3,1658216864,1554215638,55477352,CC BY-SA 4.0,https://stackoverflow.com/questions/55477352/angular-how-to-execute-a-script-stored-in-a-string-with-innerhtml,Angular - How to execute a script stored in a string with InnerHtml,1554216972.0,,,
42,"['typescript', 'interface', 'normalization']","{'account_id': 2417832, 'reputation': 8245, 'user_id': 2111515, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/f79c482b1a1beaadc634378aa952a2af?s=256&d=identicon&r=PG', 'display_name': 'Barry Michael Doyle', 'link': 'https://stackoverflow.com/users/2111515/barry-michael-doyle'}",True,21587,2,17,1658054966,1556114338,55831886,CC BY-SA 4.0,https://stackoverflow.com/questions/55831886/typescript-an-index-signature-parameter-must-be-a-string-or-number-when-try,TypeScript: An index signature parameter must be a &#39;string&#39; or &#39;number&#39; when trying to use string | number,,73011135.0,,
43,"['typescript', 'vue.js', 'vuejs2', 'vue-component', 'vue-class-components']","{'account_id': 12113718, 'reputation': 1283, 'user_id': 8849187, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/CG7HH.jpg?s=256&g=1', 'display_name': 'Mikel Wohlschlegel', 'link': 'https://stackoverflow.com/users/8849187/mikel-wohlschlegel'}",True,215,4,0,1657931175,1556230869,55858354,CC BY-SA 4.0,https://stackoverflow.com/questions/55858354/reactivity-change-property-in-array-applied-on-window-event,"Reactivity: change property in array, applied on window event",1556231400.0,55859679.0,,
44,"['typescript', 'vue.js']","{'account_id': 473033, 'reputation': 16248, 'user_id': 881894, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://lh6.googleusercontent.com/-PoAJXbkM7UQ/AAAAAAAAAAI/AAAAAAAAAAs/Xi6TKFY8WWw/photo.jpg?sz=256', 'display_name': 'Alexander Kim', 'link': 'https://stackoverflow.com/users/881894/alexander-kim'}",True,4153,1,1,1657763271,1556477383,55893522,CC BY-SA 4.0,https://stackoverflow.com/questions/55893522/vue-prototype-property-doesnt-work-with-typescript,Vue.prototype.$property doesn&#39;t work with Typescript,1657763271.0,55895181.0,,
45,"['typescript', 'vue.js', 'vue-component', 'typescript-typings']","{'account_id': 13872198, 'reputation': 61, 'user_id': 10189078, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10216772954614934/picture?type=large', 'display_name': 'Adrian Higuita', 'link': 'https://stackoverflow.com/users/10189078/adrian-higuita'}",False,373,0,2,1657763250,1556026996,55812677,CC BY-SA 4.0,https://stackoverflow.com/questions/55812677/how-declare-emit-on-the-index-d-ts-file,How declare $emit on the index.d.ts file?,1657763250.0,,,
46,"['reactjs', 'typescript', 'enums']","{'account_id': 111105, 'reputation': 22457, 'user_id': 293680, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/yEwH0.jpg?s=256&g=1', 'display_name': 'Naresh', 'link': 'https://stackoverflow.com/users/293680/naresh'}",True,12743,2,8,1657616510,1554844044,55601342,CC BY-SA 4.0,https://stackoverflow.com/questions/55601342/using-enumerations-in-react-select,Using enumerations in React select,,55622647.0,,
