,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,protected_date
10,"['reactjs', 'typescript']","{'account_id': 18082848, 'reputation': 1431, 'user_id': 13144521, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/65926df20f8fd07ba00561e3facdd7d2?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ramiro Herrera', 'link': 'https://stackoverflow.com/users/13144521/ramiro-herrera'}",True,260347,,11,108,1667963337,1593712967,62702485,CC BY-SA 4.0,https://stackoverflow.com/questions/62702485/component-cannot-be-used-as-a-jsx-component-its-return-type-element-is-not,Component cannot be used as a JSX component. Its return type &#39;Element[]&#39; is not a valid JSX element,1593713914.0,,,
11,"['css', 'reactjs', 'typescript', 'sass', 'css-modules']","{'account_id': 7804327, 'reputation': 689, 'user_id': 5902649, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/d67102afa03161840125a014fd4e02fa?s=256&d=identicon&r=PG&f=1', 'display_name': 'Willege', 'link': 'https://stackoverflow.com/users/5902649/willege'}",True,2473,,1,4,1667780741,1595341053,63016571,CC BY-SA 4.0,https://stackoverflow.com/questions/63016571/styling-react-select-with-css-modules-works-on-sandbox-but-not-on-local-machine,Styling react-select with CSS modules works on Sandbox but not on local machine,1595341455.0,,,
12,['typescript'],"{'account_id': 409165, 'reputation': 1057, 'user_id': 780265, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/KAIme.png?s=256&g=1', 'display_name': 'Zarjio', 'link': 'https://stackoverflow.com/users/780265/zarjio'}",True,64,74332975.0,3,0,1667703166,1595304474,63007223,CC BY-SA 4.0,https://stackoverflow.com/questions/63007223/is-it-possible-to-define-dynamic-types-for-an-interface-in-typescript,Is it possible to define dynamic types for an interface in Typescript?,,,,
13,"['typescript', 'jestjs']","{'account_id': 11101528, 'reputation': 3978, 'user_id': 8150077, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/cu35k.jpg?s=256&g=1', 'display_name': 'Nux', 'link': 'https://stackoverflow.com/users/8150077/nux'}",True,7953,62672240.0,3,6,1667401340,1593589900,62672119,CC BY-SA 4.0,https://stackoverflow.com/questions/62672119/test-suite-failed-to-run-cannot-find-module-or-its-corresponding-type-declaratio,Test suite failed to run Cannot find module or its corresponding type declarations,,,,
14,['typescript'],"{'account_id': 13636333, 'reputation': 4765, 'user_id': 9837259, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a49b32d19ef111a744aa6aee5cb5bf35?s=256&d=identicon&r=PG&f=1', 'display_name': 'Magofoco', 'link': 'https://stackoverflow.com/users/9837259/magofoco'}",True,4118,,2,2,1667394688,1594832524,62920091,CC BY-SA 4.0,https://stackoverflow.com/questions/62920091/object-is-of-type-unknown-foreach-and-map,Object is of type &#39;unknown&#39; - forEach and map,,,,
15,"['angular', 'typescript', 'design-patterns']","{'account_id': 1297280, 'reputation': 517, 'user_id': 1248012, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/vDPpZ.jpg?s=256&g=1', 'display_name': 'NenadP', 'link': 'https://stackoverflow.com/users/1248012/nenadp'}",True,2407,,4,4,1666779726,1594488006,62852327,CC BY-SA 4.0,https://stackoverflow.com/questions/62852327/strategy-pattern-with-angular-and-typescript,Strategy Pattern with Angular and Typescript,,,,
16,"['javascript', 'reactjs', 'typescript', 'jenkins', 'sonarqube']","{'account_id': 18275322, 'reputation': 163, 'user_id': 13305257, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gid6UAlZW5elIZ13ft47Ni5D5h2wq9cdeBEG6GhAA=k-s256', 'display_name': 'Jub10', 'link': 'https://stackoverflow.com/users/13305257/jub10'}",True,6776,,2,3,1666552220,1594646181,62876686,CC BY-SA 4.0,https://stackoverflow.com/questions/62876686/how-to-setup-sonarqube-scanner-in-jenkins-for-a-js-ts-react-project,How to setup SonarQube scanner in jenkins for a js/ts/react project,1594646575.0,,,
17,"['reactjs', 'typescript', 'react-router']","{'account_id': 18390799, 'reputation': 177, 'user_id': 13466858, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2a726f15e5451b8c30fcce4600ed82cb?s=256&d=identicon&r=PG&f=1', 'display_name': 'trinitrotoluene', 'link': 'https://stackoverflow.com/users/13466858/trinitrotoluene'}",True,7613,,1,3,1666497694,1596008954,63148798,CC BY-SA 4.0,https://stackoverflow.com/questions/63148798/what-is-routecomponentprops,What is RouteComponentProps?,1596011966.0,,,
18,"['node.js', 'typescript', 'eslint']","{'account_id': 15680471, 'reputation': 413, 'user_id': 13935727, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-7WPu2g0vBsA/AAAAAAAAAAI/AAAAAAAAAcY/sz8RAtTZnLw/photo.jpg?sz=256', 'display_name': 'Wilson Matokanovic Junior', 'link': 'https://stackoverflow.com/users/13935727/wilson-matokanovic-junior'}",True,16850,62915767.0,2,31,1666218443,1594817650,62915344,CC BY-SA 4.0,https://stackoverflow.com/questions/62915344/eslint-erro-when-adding-rule-typescript-eslint-interface-name-prefix,Eslint erro when adding rule @typescript-eslint/interface-name-prefix,,,,
19,"['javascript', 'html', 'angular', 'typescript', 'angular-material']","{'account_id': 5641618, 'reputation': 2281, 'user_id': 4465270, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://graph.facebook.com/100003828353458/picture?type=large', 'display_name': 'Hugo Seleiro', 'link': 'https://stackoverflow.com/users/4465270/hugo-seleiro'}",True,6336,68767827.0,4,2,1665721764,1595591848,63073083,CC BY-SA 4.0,https://stackoverflow.com/questions/63073083/how-can-i-set-a-default-value-for-angular-material-slide-toggle,How can I set a default value for Angular Material Slide Toggle?,1665721764.0,,,
20,"['typescript', 'inheritance', 'nestjs']","{'account_id': 3709219, 'reputation': 366, 'user_id': 3086979, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/162105e44982d7f0299e9c045c019578?s=256&d=identicon&r=PG&f=1', 'display_name': 'CoderApprentice', 'link': 'https://stackoverflow.com/users/3086979/coderapprentice'}",True,1179,63150788.0,3,2,1665677618,1595959482,63140236,CC BY-SA 4.0,https://stackoverflow.com/questions/63140236/nestjs-how-to-pass-a-service-from-a-child-to-a-parent,NestJS: How to pass a service from a child to a parent?,1665677618.0,,,
21,"['node.js', 'postgresql', 'typescript', 'typeorm']","{'account_id': 18119925, 'reputation': 51, 'user_id': 13176130, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-unXTJHbqlhE/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMXsh6kkt9NkjeavFe9BUcwVrji8A/photo.jpg?sz=256', 'display_name': 'Ohad Sahar', 'link': 'https://stackoverflow.com/users/13176130/ohad-sahar'}",True,20415,,3,4,1665635380,1593613598,62679088,CC BY-SA 4.0,https://stackoverflow.com/questions/62679088/how-to-delete-many-rows-typeorm-postgresql-node-jstypescript,How to delete many rows typeorm - postgresql &amp; node.js(typescript),,,,
22,"['typescript', 'eslint', 'commonjs']","{'account_id': 3547754, 'reputation': 1230, 'user_id': 2963261, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/43c07ce2ac5c8880f42b441b725cc9f8?s=256&d=identicon&r=PG&f=1', 'display_name': 'nstuyvesant', 'link': 'https://stackoverflow.com/users/2963261/nstuyvesant'}",True,1285,74032334.0,1,2,1665511460,1593546466,62665138,CC BY-SA 4.0,https://stackoverflow.com/questions/62665138/varying-eslint-handling-for-mjs-js-and-ts-files,"Varying ESLint handling for mjs, js, and ts files",,,,
23,"['typescript', 'webpack', 'visual-studio-code', 'vscode-extensions']","{'account_id': 6325177, 'reputation': 1291, 'user_id': 4911868, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/NNOca.jpg?s=256&g=1', 'display_name': 'Rakesh Nair', 'link': 'https://stackoverflow.com/users/4911868/rakesh-nair'}",True,1089,63128721.0,1,0,1665039503,1595893101,63125092,CC BY-SA 4.0,https://stackoverflow.com/questions/63125092/access-vs-code-api-from-webview,Access VS Code api from WebView,1665039503.0,,,
24,"['reactjs', 'typescript', 'jsx']","{'account_id': 3281033, 'reputation': 11142, 'user_id': 2761641, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://i.stack.imgur.com/nB00D.jpg?s=256&g=1', 'display_name': 'Akshay Vijay Jain', 'link': 'https://stackoverflow.com/users/2761641/akshay-vijay-jain'}",True,12837,,1,20,1664957875,1594546925,62859458,CC BY-SA 4.0,https://stackoverflow.com/questions/62859458/what-is-the-use-of-jsx-property-in-tsconfig-json,what is the use of &#39;jsx&#39; property in tsconfig.json,1664957571.0,,,
25,"['reactjs', 'typescript', 'react-router', 'jestjs', 'react-hooks']","{'account_id': 15188768, 'reputation': 37643, 'user_id': 10959940, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cfe2af4009a4fe0acb46a707c8d5eab3?s=256&d=identicon&r=PG&f=1', 'display_name': 'wentjun', 'link': 'https://stackoverflow.com/users/10959940/wentjun'}",True,8760,62775608.0,2,23,1664379852,1594123620,62774929,CC BY-SA 4.0,https://stackoverflow.com/questions/62774929/mocking-react-router-dom-for-usehistory-hook-causes-the-following-error-ts2698,Mocking react-router-dom for useHistory hook causes the following error - TS2698: Spread types may only be created from object types,1594124300.0,,,
26,"['reactjs', 'typescript', 'svg', 'webpack']","{'account_id': 12676822, 'reputation': 161, 'user_id': 9212198, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/57b13a598e47b3c975f8ddad397f25d0?s=256&d=identicon&r=PG', 'display_name': 'asenata.luczak', 'link': 'https://stackoverflow.com/users/9212198/asenata-luczak'}",True,51482,,5,16,1663890203,1593778930,62715379,CC BY-SA 4.0,https://stackoverflow.com/questions/62715379/how-to-declare-types-of-props-of-svg-component-react-typescript-and-webpack,"How to declare types of props of SVG component? [React, TypeScript and Webpack]",,,,
27,"['javascript', 'css', 'reactjs', 'typescript', 'react-native']","{'user_type': 'does_not_exist', 'display_name': 'user13101751'}",True,2305,62866960.0,4,0,1663165628,1594591176,62866879,CC BY-SA 4.0,https://stackoverflow.com/questions/62866879/drop-down-menu-hiding-behind-content,drop down menu hiding behind content,,,,
28,"['typescript', 'abstract-syntax-tree', 'typescript-compiler-api']","{'account_id': 21413, 'reputation': 12165, 'user_id': 52041, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/46f382e45b658847133427af19b04d8c?s=256&d=identicon&r=PG', 'display_name': 'Daniel Wolf', 'link': 'https://stackoverflow.com/users/52041/daniel-wolf'}",False,168,,1,2,1662855030,1594815199,62914594,CC BY-SA 4.0,https://stackoverflow.com/questions/62914594/how-to-analyze-type-object-from-typescript-compiler-api,How to analyze Type object from TypeScript compiler API?,1645138851.0,,,
29,"['javascript', 'reactjs', 'typescript', 'draftjs']","{'account_id': 14486905, 'reputation': 69, 'user_id': 10464509, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d40f5bd6e289c13eae1f34fba555443f?s=256&d=identicon&r=PG&f=1', 'display_name': 'zakaria', 'link': 'https://stackoverflow.com/users/10464509/zakaria'}",False,1282,,2,3,1662832573,1594604094,62868117,CC BY-SA 4.0,https://stackoverflow.com/questions/62868117/what-type-to-give-ref-in-react-typescript-while-using-react-forwardref,what type to give ref in React/TypeScript while using React.forwardRef?,1662832573.0,,,
30,"['reactjs', 'typescript', 'jestjs', 'enzyme']","{'account_id': 13924533, 'reputation': 1, 'user_id': 10054185, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6ea560464b92777109c54407f57b59b1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Supreetha M S', 'link': 'https://stackoverflow.com/users/10054185/supreetha-m-s'}",True,1118,,3,0,1662718502,1594402085,62839452,CC BY-SA 4.0,https://stackoverflow.com/questions/62839452/includes-and-tolowercase-throws-not-a-function-error-from-jest-unit-test,includes() and toLowerCase throws not a function error from jest unit test,1594504200.0,,,
31,"['angularjs', 'angular', 'typescript']","{'account_id': 18646135, 'reputation': 93, 'user_id': 13590736, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjFv57AW0K8uJrEYZaVdZftOVjGzFskaXI6E1wH=k-s256', 'display_name': 'Michael', 'link': 'https://stackoverflow.com/users/13590736/michael'}",True,5486,62834200.0,3,2,1662540159,1594383299,62834093,CC BY-SA 4.0,https://stackoverflow.com/questions/62834093/angular-data-loss-when-page-refresh,"Angular, data loss when page refresh",1594391005.0,,,
32,"['angular', 'typescript', 'ionic-framework', 'ionic4']","{'account_id': 7182656, 'reputation': 731, 'user_id': 5485961, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/5597e23ef4faa4d8c7e5fd04fc77ed45?s=256&d=identicon&r=PG&f=1', 'display_name': 'SmiffyKmc', 'link': 'https://stackoverflow.com/users/5485961/smiffykmc'}",True,4315,,3,3,1662153108,1593614902,62679505,CC BY-SA 4.0,https://stackoverflow.com/questions/62679505/type-fileoriginal-is-not-assignable-to-type-provider-when-trying-to-use-nati,Type &#39;FileOriginal&#39; is not assignable to type &#39;Provider&#39; when trying to use Native File in Ionic,,,,
33,"['reactjs', 'typescript', 'swagger', 'bearer-token', 'openapi-generator']","{'account_id': 4881121, 'reputation': 1688, 'user_id': 3934886, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/LCCuX.png?s=256&g=1', 'display_name': 'alex351', 'link': 'https://stackoverflow.com/users/3934886/alex351'}",True,3496,63022968.0,2,1,1661768989,1595337845,63015498,CC BY-SA 4.0,https://stackoverflow.com/questions/63015498/how-to-add-bearer-token-to-headers-of-generated-api-endpoint-from-openapi-genera,How to add Bearer token to headers of generated api endpoint from openapi-generator-cli,1595365249.0,,,
34,"['javascript', 'reactjs', 'typescript', 'react-native']","{'account_id': 14634831, 'reputation': 638, 'user_id': 10569355, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Zy0KO.jpg?s=256&g=1', 'display_name': 'Wasim', 'link': 'https://stackoverflow.com/users/10569355/wasim'}",True,27408,62678738.0,3,15,1661766362,1593611957,62678556,CC BY-SA 4.0,https://stackoverflow.com/questions/62678556/difference-b-w-react-typescript-react-javascript-and-react-native,"Difference b/w React Typescript , React JavaScript and React Native?",1593670137.0,,,
35,"['angular', 'typescript', 'casting']","{'account_id': 3143761, 'reputation': 7818, 'user_id': 2658683, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/Pa1qO.jpg?s=256&g=1', 'display_name': 'Gil Epshtain', 'link': 'https://stackoverflow.com/users/2658683/gil-epshtain'}",True,5846,62992017.0,3,7,1661696942,1595234583,62991681,CC BY-SA 4.0,https://stackoverflow.com/questions/62991681/angular-typescript-how-to-type-casting-in-html-file,Angular/ TypeScript - How to Type casting in HTML file?,1595235637.0,,,
36,"['javascript', 'reactjs', 'typescript', 'react-native', 'react-navigation']","{'user_type': 'does_not_exist', 'display_name': 'user13101751'}",False,421,,2,3,1661325541,1594238490,62802758,CC BY-SA 4.0,https://stackoverflow.com/questions/62802758/property-pop-does-not-exist-on-type-navigationproprecordstring-object-un,"Property &#39;pop&#39; does not exist on type &#39;NavigationProp&lt;Record&lt;string, object | undefined&gt;, string, NavigationState, {}, {}&gt;&#39;",1594287227.0,,,
37,"['javascript', 'angular', 'typescript', 'toastr', 'nebular']","{'account_id': 9874848, 'reputation': 49, 'user_id': 7313021, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/90e74f67efdc3f58cfb3e7ae806fd9f4?s=256&d=identicon&r=PG&f=1', 'display_name': 'ap087', 'link': 'https://stackoverflow.com/users/7313021/ap087'}",True,1660,,3,0,1661321157,1594467911,62848740,CC BY-SA 4.0,https://stackoverflow.com/questions/62848740/nebular-toastr-cannot-read-property-appendchild-of-null,Nebular Toastr &gt; Cannot read property &#39;appendChild&#39; of null,,,,
38,"['javascript', 'reactjs', 'typescript']","{'account_id': 12602442, 'reputation': 697, 'user_id': 9164698, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fad55eaf8b8bc4242ce62fe788982f9f?s=256&d=identicon&r=PG&f=1', 'display_name': 'h-des', 'link': 'https://stackoverflow.com/users/9164698/h-des'}",False,949,,1,2,1661223540,1594313595,62819853,CC BY-SA 4.0,https://stackoverflow.com/questions/62819853/how-to-type-compound-components-with-ref-forwarding,How to type compound components with ref forwarding,1661223540.0,,,
39,"['typescript', 'react-native', 'native-base']","{'account_id': 4781106, 'reputation': 2135, 'user_id': 3862830, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/ff8bdcc60ab36320d45e32d6b257ba6e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Millenial2020', 'link': 'https://stackoverflow.com/users/3862830/millenial2020'}",True,1258,63127154.0,2,0,1661150039,1595905390,63126430,CC BY-SA 4.0,https://stackoverflow.com/questions/63126430/nativebase-react-native-why-cant-i-pass-a-number-on-an-input,Nativebase React Native why can&#39;t i pass a number on an input,,,,
40,"['node.js', 'typescript', 'fastify']","{'account_id': 96389, 'reputation': 1246, 'user_id': 262008, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/f867b74dde03f0dda7fa224c7304ebda?s=256&d=identicon&r=PG', 'display_name': 'Blaine Garrett', 'link': 'https://stackoverflow.com/users/262008/blaine-garrett'}",True,2299,,3,4,1660882663,1594573912,62864109,CC BY-SA 4.0,https://stackoverflow.com/questions/62864109/how-to-type-fastify-reply-payloads,How to Type Fastify Reply payloads?,1594576590.0,,,
41,"['typescript', 'typeorm']","{'account_id': 12557172, 'reputation': 1157, 'user_id': 13102905, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b5ee75e18bdca2ac72c5c5b7d9ff00e3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ming', 'link': 'https://stackoverflow.com/users/13102905/ming'}",False,7833,,1,5,1660813829,1595965104,63141606,CC BY-SA 4.0,https://stackoverflow.com/questions/63141606/typeorm-error-null-value-in-column-violates-not-null-allow-null-values-in-a-f,typeorm error: null value in column violates not-null: allow null values ​in a fk,,,,
42,"['angular', 'typescript']","{'account_id': 18668169, 'reputation': 59, 'user_id': 13607647, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-XOHlKSenV90/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckc0R9wnCnf2wsm6e4JLONZiyvC1A/photo.jpg?sz=256', 'display_name': 'יובל צרפתי', 'link': 'https://stackoverflow.com/users/13607647/%d7%99%d7%95%d7%91%d7%9c-%d7%a6%d7%a8%d7%a4%d7%aa%d7%99'}",True,2150,62756255.0,3,2,1660643506,1594038406,62756084,CC BY-SA 4.0,https://stackoverflow.com/questions/62756084/angular-add-debounce-to-an-event,Angular - Add debounce to an event,,,,
43,"['typescript', 'deno']","{'account_id': 14643257, 'reputation': 376, 'user_id': 10575351, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/988664117992630/picture?type=large', 'display_name': 'Cosmin Ciolacu', 'link': 'https://stackoverflow.com/users/10575351/cosmin-ciolacu'}",False,581,,1,0,1660382886,1595337437,63015381,CC BY-SA 4.0,https://stackoverflow.com/questions/63015381/convert-base64-qrcode-to-jpg-or-png-in-deno,convert base64 qrcode to jpg or png in deno,1660382886.0,,,
44,"['typescript', 'types', 'fp-ts', 'io-ts-library']","{'account_id': 4852300, 'reputation': 1305, 'user_id': 3914282, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/2cdecf427be360b64343f55943aaec64?s=256&d=identicon&r=PG&f=1', 'display_name': 'jbailie1991', 'link': 'https://stackoverflow.com/users/3914282/jbailie1991'}",True,3522,,2,6,1660066664,1595975690,63143762,CC BY-SA 4.0,https://stackoverflow.com/questions/63143762/io-ts-interface-for-properties-with-unknown-keys,Io-ts interface for properties with unknown keys,1660066664.0,,,
45,"['javascript', 'angular', 'typescript', 'angular-material', 'httpinterceptor']","{'account_id': 380498, 'reputation': 2550, 'user_id': 734552, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/10fQ4.jpg?s=256&g=1', 'display_name': 'Munawar', 'link': 'https://stackoverflow.com/users/734552/munawar'}",True,1729,62782811.0,1,1,1659703346,1594150623,62782676,CC BY-SA 4.0,https://stackoverflow.com/questions/62782676/show-modal-dialog-from-httpinterceptor,Show modal dialog from HttpInterceptor,1659703346.0,,,
46,"['typescript', 'apollo-server']","{'account_id': 304432, 'reputation': 6106, 'user_id': 613932, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/56b0f8c841fe19ec2469d0302edf1e7b?s=256&d=identicon&r=PG', 'display_name': 'Dennis Martinez', 'link': 'https://stackoverflow.com/users/613932/dennis-martinez'}",True,4233,68567395.0,2,17,1659555436,1596043356,63159116,CC BY-SA 4.0,https://stackoverflow.com/questions/63159116/how-can-i-correctly-type-the-context-object-in-apollo-server,How can I correctly type the context object in Apollo Server?,1605910473.0,,,
