,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,protected_date,closed_date,closed_reason
10,"['java', 'angular', 'spring', 'typescript', 'httprequest']","{'account_id': 12610796, 'reputation': 246, 'user_id': 9170006, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-pDiSB6FqzJY/AAAAAAAAAAI/AAAAAAAAAIo/TIDvjAosdOw/photo.jpg?sz=256', 'display_name': 'Shidomaru NeveRage', 'link': 'https://stackoverflow.com/users/9170006/shidomaru-neverage'}",True,5866,3,1,1666179697,1558088025,56184305,CC BY-SA 4.0,https://stackoverflow.com/questions/56184305/the-request-was-rejected-because-no-multipart-boundary-was-found-angularspring,The request was rejected because no multipart boundary was found angular+spring,56184532.0,1558089965.0,,,
11,"['typescript', 'react-native', 'formik']","{'account_id': 3935263, 'reputation': 317, 'user_id': 3251859, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/4a46f30096c5c9fc08358fdede261ba0?s=256&d=identicon&r=PG&f=1', 'display_name': 'goudarziha', 'link': 'https://stackoverflow.com/users/3251859/goudarziha'}",True,1984,2,2,1666109325,1557437468,56067862,CC BY-SA 4.0,https://stackoverflow.com/questions/56067862/need-to-click-twice-in-keyboardavoidingview-even-when-keyboardshouldpersisttaps,Need to click twice in KeyboardAvoidingView even when keyboardshouldpersisttaps is always,,,,,
12,"['javascript', 'angular', 'typescript', 'function']","{'account_id': 3562972, 'reputation': 1256, 'user_id': 2975357, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/20d0ca1791f3f381f3798a5c1d46966c?s=256&d=identicon&r=PG&f=1', 'display_name': 'dzenesiz', 'link': 'https://stackoverflow.com/users/2975357/dzenesiz'}",True,986,2,0,1666098478,1558426349,56233927,CC BY-SA 4.0,https://stackoverflow.com/questions/56233927/typescript-myfunction-is-not-a-function,TypeScript myFunction is not a function,56234008.0,,,,
13,['typescript'],"{'account_id': 13670932, 'reputation': 1016, 'user_id': 10933529, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0d3dc7e7692cfed7219d935996c5b0ab?s=256&d=identicon&r=PG&f=1', 'display_name': 'mspoulsen', 'link': 'https://stackoverflow.com/users/10933529/mspoulsen'}",True,19919,3,65,1666010378,1557148809,56006111,CC BY-SA 4.0,https://stackoverflow.com/questions/56006111/is-it-possible-to-define-a-non-empty-array-type-in-typescript,Is it possible to define a non empty array type in Typescript?,56006703.0,,,,
14,"['typescript', 'debugging', 'visual-studio-code', 'vscode-extensions']","{'account_id': 15884699, 'reputation': 33, 'user_id': 11461440, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-SiekkYie3gg/AAAAAAAAAAI/AAAAAAAACdQ/3TaOW460Rng/photo.jpg?sz=256', 'display_name': 'Eduardo A. Fontana', 'link': 'https://stackoverflow.com/users/11461440/eduardo-a-fontana'}",True,929,1,3,1665503944,1557176260,56012353,CC BY-SA 4.0,https://stackoverflow.com/questions/56012353/how-to-get-vs-code-debug-data-like-breakpoints-steps-line-code,"How to get VS Code debug data like breakpoints, steps, line code",63657824.0,,,,
15,"['reactjs', 'typescript', 'material-ui', 'textfield']","{'account_id': 3241036, 'reputation': 871, 'user_id': 3026997, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/0cc4c53993f2a5d7008b48a5ebf7b42a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Banafshe Alipour', 'link': 'https://stackoverflow.com/users/3026997/banafshe-alipour'}",True,3227,2,5,1664969359,1558180946,56198736,CC BY-SA 4.0,https://stackoverflow.com/questions/56198736/how-to-get-the-label-in-the-material-ui-text-field-to-the-right,How to get the label in the material-ui text field to the right?,56199326.0,1558252576.0,,,
16,"['typescript', 'axios']","{'account_id': 473033, 'reputation': 16248, 'user_id': 881894, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://lh6.googleusercontent.com/-PoAJXbkM7UQ/AAAAAAAAAAI/AAAAAAAAAAs/Xi6TKFY8WWw/photo.jpg?sz=256', 'display_name': 'Alexander Kim', 'link': 'https://stackoverflow.com/users/881894/alexander-kim'}",True,15338,3,2,1664787264,1556701332,55933869,CC BY-SA 4.0,https://stackoverflow.com/questions/55933869/axios-interceptors-with-typescript,Axios interceptors with Typescript,,,,,
17,"['typescript', 'jestjs', 'ts-jest']","{'account_id': 3865192, 'reputation': 354, 'user_id': 3201888, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/276beb4e2c40c761a410e8455bc0d32d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Max', 'link': 'https://stackoverflow.com/users/3201888/max'}",False,8047,2,6,1664485545,1557849758,56134475,CC BY-SA 4.0,https://stackoverflow.com/questions/56134475/mocking-generic-functions-with-jest,Mocking generic functions with jest,,1568299615.0,,,
18,"['javascript', 'typescript', 'graphql', 'gatsby']","{'account_id': 8429641, 'reputation': 3619, 'user_id': 6325822, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/u5jJH.jpg?s=256&g=1', 'display_name': 'Baboo', 'link': 'https://stackoverflow.com/users/6325822/baboo'}",True,8139,4,10,1663934620,1557774342,56118471,CC BY-SA 4.0,https://stackoverflow.com/questions/56118471/string-interpolation-in-graphql-query,String interpolation in graphQL query,63540321.0,,,,
19,"['javascript', 'typescript', 'react-native', 'types', 'jsdoc']","{'account_id': 11944756, 'reputation': 6137, 'user_id': 8740349, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/FRL1s.jpg?s=256&g=1', 'display_name': 'Top-Master', 'link': 'https://stackoverflow.com/users/8740349/top-master'}",True,6896,3,9,1663827872,1558338190,56216359,CC BY-SA 4.0,https://stackoverflow.com/questions/56216359/how-to-use-prop-types-as-type-definition-in-typescript,How to use prop-types as type definition in typescript?,56218197.0,1600931135.0,,,
20,"['angular', 'typescript']","{'account_id': 12138349, 'reputation': 308, 'user_id': 8863088, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/BEaYA.jpg?s=256&g=1', 'display_name': 'fonzane', 'link': 'https://stackoverflow.com/users/8863088/fonzane'}",True,1048,2,0,1663664109,1558641661,56282175,CC BY-SA 4.0,https://stackoverflow.com/questions/56282175/problem-injecting-a-service-into-a-component-in-angular,Problem injecting a service into a component in Angular,56282320.0,1558642999.0,,,
21,"['javascript', 'node.js', 'typescript', 'express']","{'account_id': 1584412, 'reputation': 13446, 'user_id': 3575029, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/fe534cdba5ec2deabb69d801196c0029?s=256&d=identicon&r=PG&f=1', 'display_name': 'CaribouCode', 'link': 'https://stackoverflow.com/users/3575029/cariboucode'}",True,6269,3,15,1663352370,1558695708,56291321,CC BY-SA 4.0,https://stackoverflow.com/questions/56291321/how-to-handle-errors-with-express-listen-in-typescript,How to handle errors with Express .listen() (in Typescript)?,56291567.0,1558697366.0,,,
22,"['node.js', 'typescript', 'rxjs']","{'account_id': 8289163, 'reputation': 859, 'user_id': 6231396, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-n7MWb-XnFmM/AAAAAAAAAAI/AAAAAAAAARg/ryvCOflnkgM/photo.jpg?sz=256', 'display_name': 'E. AMARAL', 'link': 'https://stackoverflow.com/users/6231396/e-amaral'}",True,908,2,1,1663232232,1558299558,56211961,CC BY-SA 4.0,https://stackoverflow.com/questions/56211961/ionic-3-rxjs-issue-with-typescript-and-packages-json-file,Ionic 3 &quot;rxjs&quot; issue with Typescript and &quot;packages.json&quot; file,,,,,
23,"['reactjs', 'typescript', 'events', 'scroll']","{'account_id': 11048433, 'reputation': 161, 'user_id': 8794585, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-q4-OJQolyKc/AAAAAAAAAAI/AAAAAAAAC0E/2jujSS1q3SU/photo.jpg?sz=256', 'display_name': 'Arseniy', 'link': 'https://stackoverflow.com/users/8794585/arseniy'}",True,33236,3,16,1662151166,1557995940,56164315,CC BY-SA 4.0,https://stackoverflow.com/questions/56164315/how-to-describe-type-scroll-events,How to describe type scroll events?,,1557997897.0,,,
24,"['reactjs', 'typescript', 'interface', 'namespaces', 'typescript-typings']","{'account_id': 4722805, 'reputation': 874, 'user_id': 3820266, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/1kUer.jpg?s=256&g=1', 'display_name': 'captainblack', 'link': 'https://stackoverflow.com/users/3820266/captainblack'}",False,2428,3,0,1662001446,1559279472,56388981,CC BY-SA 4.0,https://stackoverflow.com/questions/56388981/how-can-i-export-typescript-interface-which-in-namespace-to-use-in-another-modul,How Can I export typescript interface which in namespace to use in another module?,,1608785291.0,,,
25,"['typescript', 'typescript-typings']","{'account_id': 78500, 'reputation': 145216, 'user_id': 223386, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://i.stack.imgur.com/tfslu.jpg?s=256&g=1', 'display_name': 'hsz', 'link': 'https://stackoverflow.com/users/223386/hsz'}",True,19666,1,8,1661877024,1559106258,56353396,CC BY-SA 4.0,https://stackoverflow.com/questions/56353396/dictionary-type-in-typescript,Dictionary type in TypeScript,56353483.0,1572901122.0,,,
26,['typescript'],"{'account_id': 119454, 'reputation': 2483, 'user_id': 311156, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/8a9144e644eb558353c58e5460b54563?s=256&d=identicon&r=PG&f=1', 'display_name': 'Greg Ferreri', 'link': 'https://stackoverflow.com/users/311156/greg-ferreri'}",True,17207,3,37,1661539978,1558037286,56175900,CC BY-SA 4.0,https://stackoverflow.com/questions/56175900/how-do-you-import-a-text-file-into-typescript,How do you import a text file into typescript?,56204255.0,,,,
27,['typescript'],"{'account_id': 14444130, 'reputation': 5860, 'user_id': 10433835, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/584735072160572/picture?type=large', 'display_name': 'anny123', 'link': 'https://stackoverflow.com/users/10433835/anny123'}",True,256952,3,354,1661262275,1558441872,56238356,CC BY-SA 4.0,https://stackoverflow.com/questions/56238356/understanding-esmoduleinterop-in-tsconfig-file,Understanding esModuleInterop in tsconfig file,56348146.0,1611431308.0,,,
28,"['reactjs', 'typescript']","{'account_id': 111105, 'reputation': 22457, 'user_id': 293680, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/yEwH0.jpg?s=256&g=1', 'display_name': 'Naresh', 'link': 'https://stackoverflow.com/users/293680/naresh'}",True,2106,2,8,1660661840,1556774752,55946119,CC BY-SA 4.0,https://stackoverflow.com/questions/55946119/what-error-type-can-we-expect-in-getderivedstatefromerror,What error type can we expect in getDerivedStateFromError()?,73376101.0,1556817401.0,,,
29,"['javascript', 'typescript', 'properties', 'preserve']","{'user_type': 'does_not_exist', 'display_name': 'user11367285'}",True,819,1,1,1660349878,1557313117,56039176,CC BY-SA 4.0,https://stackoverflow.com/questions/56039176/is-there-an-other-way-to-remove-a-property-from-an-object-than-with-delete,Is there an other way to remove a property from an object than with &quot;delete&quot;?,,1660349878.0,,,
30,"['angular', 'typescript', 'rxjs', 'behaviorsubject']","{'account_id': 10673700, 'reputation': 2657, 'user_id': 7857994, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/V4TAM.jpg?s=256&g=1', 'display_name': 'Azoulay Jason', 'link': 'https://stackoverflow.com/users/7857994/azoulay-jason'}",True,1152,2,1,1660171578,1557914311,56146574,CC BY-SA 4.0,https://stackoverflow.com/questions/56146574/rxjs-behaviorsubject-oncomplete-not-called,"RxJS - BehaviorSubject, onComplete not called",56146727.0,1660171578.0,,,
31,"['typescript', 'typescript-typings']","{'account_id': 1462827, 'reputation': 8379, 'user_id': 1376627, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://i.stack.imgur.com/HLKGd.jpg?s=256&g=1', 'display_name': 'david_adler', 'link': 'https://stackoverflow.com/users/1376627/david-adler'}",True,3789,4,7,1660131026,1557580311,56090662,CC BY-SA 4.0,https://stackoverflow.com/questions/56090662/typescript-create-object-with-same-keys-but-different-values,Typescript: Create object with same keys but different values,,1557583097.0,,,
32,"['reactjs', 'typescript', 'react-tsx']","{'account_id': 15962004, 'reputation': 61, 'user_id': 11518781, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b2c32fee423798214a4003b4568fec1b?s=256&d=identicon&r=PG&f=1', 'display_name': 'orjames', 'link': 'https://stackoverflow.com/users/11518781/orjames'}",True,12755,8,6,1660080723,1558144033,56195351,CC BY-SA 4.0,https://stackoverflow.com/questions/56195351/cannot-find-module-react-ts2307,Cannot find module &#39;react&#39;.ts(2307),,,,,
33,"['javascript', 'css', 'typescript']","{'account_id': 13653788, 'reputation': 1830, 'user_id': 9850902, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/WooeI.png?s=256&g=1', 'display_name': 'GJCode', 'link': 'https://stackoverflow.com/users/9850902/gjcode'}",False,51,0,0,1660067007,1558360926,56222569,CC BY-SA 4.0,https://stackoverflow.com/questions/56222569/merge-two-css-classes-taking-grid-from-one-framework-and-style-from-another-one,merge two CSS classes taking grid from one framework and style from another one,,1660067007.0,,,
34,"['javascript', 'angular', 'typescript', 'angular7']","{'account_id': 5139018, 'reputation': 2420, 'user_id': 4116960, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/cab1c670f060a6df29f55da6148184d9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Usr', 'link': 'https://stackoverflow.com/users/4116960/usr'}",True,1325,2,1,1660059869,1558449699,56240779,CC BY-SA 4.0,https://stackoverflow.com/questions/56240779/angular-7-call-ngoninit-method-or-any-other-method-of-component-that-is-containe,Angular 7 call ngOnInit method or any other method of component that is contained by component,,1660059869.0,,,
35,"['node.js', 'typescript', 'import', 'node-modules', 'cryptojs']","{'account_id': 11726615, 'reputation': 12769, 'user_id': 8583669, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/4iGwt.jpg?s=256&g=1', 'display_name': 'johannchopin', 'link': 'https://stackoverflow.com/users/8583669/johannchopin'}",True,1509,1,0,1659983581,1558635123,56280825,CC BY-SA 4.0,https://stackoverflow.com/questions/56280825/crypto-js-module-is-imported-but-does-not-work-as-expected,crypto-js module is imported but does not work as expected,56281305.0,1659983581.0,,,
36,"['angular', 'typescript', 'unit-testing', 'mocha.js', 'mocha-webpack']","{'account_id': 12259465, 'reputation': 347, 'user_id': 8947616, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-hzfi66wO54Y/AAAAAAAAAAI/AAAAAAAAAuE/7CbQqDvq_3Y/photo.jpg?sz=256', 'display_name': 'Kushan', 'link': 'https://stackoverflow.com/users/8947616/kushan'}",True,12510,6,27,1659697274,1557293883,56034177,CC BY-SA 4.0,https://stackoverflow.com/questions/56034177/how-to-fix-error-expected-to-be-running-in-proxyzone-but-it-was-not-found,"How to fix &quot;Error: Expected to be running in &#39;ProxyZone&#39;, but it was not found.&quot; in mocha testing?",62872566.0,,,,
37,"['node.js', 'angular', 'typescript', 'firebase']","{'account_id': 15884261, 'reputation': 43, 'user_id': 11461128, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-7VG2xAZMjIc/AAAAAAAAAAI/AAAAAAAAACo/6GnIHgAkzKY/photo.jpg?sz=256', 'display_name': 'Sasini Dissanayake', 'link': 'https://stackoverflow.com/users/11461128/sasini-dissanayake'}",False,14104,1,2,1659632825,1558582303,56267722,CC BY-SA 4.0,https://stackoverflow.com/questions/56267722/undefined-is-not-iterable-cannot-read-property-symbolsymbol-iterator,undefined is not iterable (cannot read property Symbol(Symbol.iterator)),,1558587011.0,,,
38,"['javascript', 'json', 'typescript', 'class', 'class-diagram']","{'account_id': 10139103, 'reputation': 243, 'user_id': 7489459, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/4ac0d6f5ae3f52dd24df375c93482fe3?s=256&d=identicon&r=PG&f=1', 'display_name': 'ipid', 'link': 'https://stackoverflow.com/users/7489459/ipid'}",False,89,0,0,1658981324,1558759621,56301787,CC BY-SA 4.0,https://stackoverflow.com/questions/56301787/convert-typescript-class-to-class-diagram,Convert TypeScript class to class diagram,,1558759780.0,,,
39,"['typescript', 'debugging', 'visual-studio-code', 'lerna']","{'account_id': 4565548, 'reputation': 212, 'user_id': 3706647, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a1a379169ab36a5e6098f8ffcab80dc8?s=256&d=identicon&r=PG&f=1', 'display_name': 'MajinDageta', 'link': 'https://stackoverflow.com/users/3706647/majindageta'}",True,6369,3,8,1658771394,1558540193,56260686,CC BY-SA 4.0,https://stackoverflow.com/questions/56260686/debugging-a-lerna-typescript-project-in-vscode,Debugging a lerna-typescript project in VSCode,58133342.0,,,,
40,"['reactjs', 'typescript', 'typescript-typings']","{'account_id': 14027328, 'reputation': 1846, 'user_id': 10132040, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/55d0dbf962a32b3810d702c263abe1f4?s=256&d=identicon&r=PG&f=1', 'display_name': 'SixtyEight', 'link': 'https://stackoverflow.com/users/10132040/sixtyeight'}",True,44487,5,37,1658475417,1558947092,56322667,CC BY-SA 4.0,https://stackoverflow.com/questions/56322667/how-to-type-a-form-component-with-onsubmit,How to type a Form component with onSubmit?,,1625475270.0,1635530203.0,,
41,"['javascript', 'angular', 'typescript']","{'account_id': 3194826, 'reputation': 2065, 'user_id': 2698249, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'trx', 'link': 'https://stackoverflow.com/users/2698249/trx'}",True,2132,2,0,1658204115,1557593270,56092392,CC BY-SA 4.0,https://stackoverflow.com/questions/56092392/iframe-with-dynamic-binding-is-not-working,iFrame with dynamic binding is not working,,,,,
42,"['typescript', 'helmet.js']","{'account_id': 359925, 'reputation': 6018, 'user_id': 701626, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/54f75fb54778cfa947990bec1175307a?s=256&d=identicon&r=PG', 'display_name': 'eugenekr', 'link': 'https://stackoverflow.com/users/701626/eugenekr'}",True,7503,7,6,1658137696,1557765987,56116660,CC BY-SA 4.0,https://stackoverflow.com/questions/56116660/how-to-use-helmet-js-from-typescript,How to use helmet.js from typescript?,56116759.0,,,,
43,"['typescript', 'vue.js', 'vuejs2', 'vue-class-components']","{'account_id': 4612626, 'reputation': 35, 'user_id': 3740223, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1533880268/picture?type=large', 'display_name': 'Sharlaan', 'link': 'https://stackoverflow.com/users/3740223/sharlaan'}",True,1075,1,1,1657948723,1558184791,56199221,CC BY-SA 4.0,https://stackoverflow.com/questions/56199221/how-to-simplify-and-reset-props-from-parent-to-child-components,How to simplify and reset props from parent to child components?,56202530.0,1558185231.0,,,
44,"['typescript', 'vue.js']","{'account_id': 5270014, 'reputation': 35, 'user_id': 4208585, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cb6f53cb5ec8c2dfbc4f91d697973c0f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tijn Renders', 'link': 'https://stackoverflow.com/users/4208585/tijn-renders'}",True,556,2,1,1657947827,1559314240,56397315,CC BY-SA 4.0,https://stackoverflow.com/questions/56397315/accesing-an-array-item-for-a-class-binding-in-a-v-for-loop,Accesing an array item for a class binding in a v-for loop,56399060.0,,,,
45,"['typescript', 'vue.js', 'dependency-injection', 'vuejs2']","{'account_id': 930908, 'reputation': 3155, 'user_id': 960812, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/51458e93788b5746f691df8f9a4f10e4?s=256&d=identicon&r=PG', 'display_name': 'Jon', 'link': 'https://stackoverflow.com/users/960812/jon'}",False,1513,2,0,1657932597,1558607308,56273219,CC BY-SA 4.0,https://stackoverflow.com/questions/56273219/implementing-dependency-injection-using-vue-and-typescript,Implementing dependency injection using Vue and Typescript,,1589892935.0,,,
46,"['reactjs', 'typescript', 'graphql', 'react-apollo']","{'account_id': 15870412, 'reputation': 33, 'user_id': 11451232, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6c1b6342db092956bb610a2b6a5a31ea?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mighty_Muffinn', 'link': 'https://stackoverflow.com/users/11451232/mighty-muffinn'}",True,1336,2,3,1657931015,1556959406,55980905,CC BY-SA 4.0,https://stackoverflow.com/questions/55980905/trying-to-use-react-apollo-query-component-for-graphql-query-with-typescript-cau,Trying to use React Apollo Query component for GraphQL query with typescript causing error,,1556962673.0,,,
47,"['typescript', 'vue.js', 'vuejs2']","{'account_id': 3322011, 'reputation': 2347, 'user_id': 9263418, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/IOML3.jpg?s=256&g=1', 'display_name': 'Anonymous Creator', 'link': 'https://stackoverflow.com/users/9263418/anonymous-creator'}",True,1080,2,1,1657929699,1556818506,55957562,CC BY-SA 4.0,https://stackoverflow.com/questions/55957562/vue-warn-failed-to-mount-component-template-or-render-function-not-defined,[Vue warn]: Failed to mount component: template or render function not defined. -vue-simple-uploader,55957729.0,,,,
