,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,closed_date,closed_reason,migrated_from
10,"['typescript', 'visual-studio-code', 'eslint', 'typescript-eslint']","{'account_id': 4861925, 'reputation': 4048, 'user_id': 3921295, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/0963d67306dbf89032a1063d9270a3ba?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ali Bdeir', 'link': 'https://stackoverflow.com/users/3921295/ali-bdeir'}",True,1103,3,4,1668388968,1660242453,73325338,CC BY-SA 4.0,https://stackoverflow.com/questions/73325338/vscode-react-ts-intellisense-way-too-slow,VSCode React TS Intellisense way too slow,,74426074.0,,,
11,"['typescript', 'tsconfig', 'monorepo']","{'account_id': 11954944, 'reputation': 193, 'user_id': 8807465, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-1lNBI2vjqxQ/AAAAAAAAAAI/AAAAAAAAAjQ/7lgYTfjvO1E/photo.jpg?sz=256', 'display_name': 'David Van Isacker', 'link': 'https://stackoverflow.com/users/8807465/david-van-isacker'}",False,211,0,2,1668379577,1660928972,73420118,CC BY-SA 4.0,https://stackoverflow.com/questions/73420118/command-to-build-run-typescript-project-with-nx,Command to build/run typescript project with NX,1668379577.0,,,,
12,"['json', 'angular', 'typescript', 'ngx-spinner']","{'account_id': 13810918, 'reputation': 123, 'user_id': 9968694, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6910b1e560cbac3a1d488c231c643ed0?s=256&d=identicon&r=PG&f=1', 'display_name': 'A.Mac', 'link': 'https://stackoverflow.com/users/9968694/a-mac'}",True,565,3,1,1668328901,1660766790,73394349,CC BY-SA 4.0,https://stackoverflow.com/questions/73394349/ngx-spinner-icon-not-showing-angular-13,ngx-spinner icon not showing Angular 13,1660767751.0,73419862.0,,,
13,"['angular', 'typescript', 'angular-material', 'angular-material-table']","{'account_id': 22064988, 'reputation': 1, 'user_id': 16327015, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjwFC4v-ncyXQJtcjEwggNIm_lvv9sjvVKAGdvT-w=k-s256', 'display_name': 'Prafful Kamble', 'link': 'https://stackoverflow.com/users/16327015/prafful-kamble'}",False,57,1,-1,1668172091,1660190998,73315169,CC BY-SA 4.0,https://stackoverflow.com/questions/73315169/how-can-i-apply-pipes-and-get-action-buttonscompletely-reusable-in-mat-table-r,How can I apply pipes and get action buttons(Completely reusable) in Mat-table reusable component,,,,,
14,"['angular', 'typescript', 'search', 'angular-material']","{'account_id': 19266950, 'reputation': 45, 'user_id': 14081701, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/sI1EA.png?s=256&g=1', 'display_name': 'Azerko', 'link': 'https://stackoverflow.com/users/14081701/azerko'}",True,31,1,0,1668170642,1661822182,73536179,CC BY-SA 4.0,https://stackoverflow.com/questions/73536179/angular-always-show-autocomplete-panel,Angular - Always show autocomplete panel,1668170642.0,73536180.0,,,
15,"['reactjs', 'typescript', 'axios', 'switch-statement']","{'account_id': 19628729, 'reputation': 51, 'user_id': 14367514, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-G8Na6kzN3to/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn8QDBTriHG3fAyirLx91ewFYpuqw/photo.jpg?sz=256', 'display_name': 'Yuri Mckoy', 'link': 'https://stackoverflow.com/users/14367514/yuri-mckoy'}",False,104,2,2,1668006706,1659284884,73185017,CC BY-SA 4.0,https://stackoverflow.com/questions/73185017/i-keep-getting-object-is-of-type-unknown-error,"I Keep getting, &#39;Object is of type &#39;unknown&#39;&#39; error",,,,,
16,"['javascript', 'typescript', 'azure', 'azure-functions', 'azureservicebus']","{'account_id': 4883127, 'reputation': 217, 'user_id': 3936295, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'L&#233;o D.', 'link': 'https://stackoverflow.com/users/3936295/l%c3%a9o-d'}",True,181,1,2,1667776294,1660051584,73292661,CC BY-SA 4.0,https://stackoverflow.com/questions/73292661/how-to-add-user-properties-to-service-bus-topic-output-from-javascript-azure-fun,How to add user properties to Service Bus topic output from Javascript Azure Function,,74340458.0,,,
17,"['reactjs', 'typescript', 'react-table']","{'account_id': 22472470, 'reputation': 121, 'user_id': 16672725, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhDorlM1aEaCnpJdFrjrOxfxlhzOuwmEP3kHl9E=k-s256', 'display_name': 'Ricardo de Vries', 'link': 'https://stackoverflow.com/users/16672725/ricardo-de-vries'}",False,611,1,1,1667340233,1659379840,73198284,CC BY-SA 4.0,https://stackoverflow.com/questions/73198284/using-react-table-accessing-data-nested-in-object,"Using react-table, accessing data nested in object",,,,,
18,"['angular', 'typescript', 'ckeditor']","{'account_id': 25326253, 'reputation': 29, 'user_id': 19146851, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/qZUTa.jpg?s=256&g=1', 'display_name': 'Zohidbek Mengliboyev', 'link': 'https://stackoverflow.com/users/19146851/zohidbek-mengliboyev'}",True,688,1,0,1667329271,1659697026,73248657,CC BY-SA 4.0,https://stackoverflow.com/questions/73248657/all-declarations-of-ckeditor-version-must-have-identical-modifiers,All declarations of &#39;CKEDITOR_VERSION&#39; must have identical modifiers,1659697987.0,74280638.0,,,
19,"['typescript', 'nestjs', 'monorepo', 'turborepo']","{'account_id': 13937690, 'reputation': 7509, 'user_id': 10064334, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Cl7s7.png?s=256&g=1', 'display_name': 'SebastianG', 'link': 'https://stackoverflow.com/users/10064334/sebastiang'}",False,171,0,0,1667321479,1660052560,73292887,CC BY-SA 4.0,https://stackoverflow.com/questions/73292887/nestjs-builds-project-in-the-tsconfig-shared-package-where-the-shared-tsconfig,NestJS builds project in the `tsconfig` shared package where the shared tsconfig is located instead of app folder,,,,,
20,"['typescript', 'validation', 'typechecking']","{'account_id': 2816973, 'reputation': 153, 'user_id': 4818123, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/e9734aec5286ca639c05dd7ce7437afd?s=256&d=identicon&r=PG', 'display_name': 'Takeshi Tokugawa YD', 'link': 'https://stackoverflow.com/users/4818123/takeshi-tokugawa-yd'}",True,153,2,3,1667251203,1660869278,73410742,CC BY-SA 4.0,https://stackoverflow.com/questions/73410742/should-i-manually-validate-parameters-in-typescirpt-if-create-the-library,Should I manually validate parameters in TypeScirpt if create the library?,1667215566.0,73410784.0,,,
21,"['reactjs', 'typescript', 'react-router', 'react-router-dom', 'react-typescript']","{'account_id': 15546201, 'reputation': 157, 'user_id': 11215346, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-6hnHCKSsCFA/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rf4AUOsaXanxpdLXMkvieKSlZq4jg/mo/photo.jpg?sz=256', 'display_name': 'Thomas James', 'link': 'https://stackoverflow.com/users/11215346/thomas-james'}",False,278,0,6,1667233011,1660815139,73400636,CC BY-SA 4.0,https://stackoverflow.com/questions/73400636/browserrouter-type-children-element-has-no-properties-in-common-with-t,BrowserRouter - Type &#39;{ children: Element; }&#39; has no properties in common with type &#39;IntrinsicAttributes,1660815867.0,,,,
22,"['javascript', 'typescript', 'react-native', 'mobile', 'barcode-scanner']","{'account_id': 4558371, 'reputation': 5682, 'user_id': 3701393, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'holydragon', 'link': 'https://stackoverflow.com/users/3701393/holydragon'}",True,158,1,6,1667174044,1659697316,73248715,CC BY-SA 4.0,https://stackoverflow.com/questions/73248715/how-to-capture-physical-barcode-scanners-scanned-input-text-inside-a-screen-in,How to capture physical barcode scanner&#39;s scanned input text inside a screen in React Native?,,,,,
23,"['reactjs', 'typescript', 'redux']","{'account_id': 11508123, 'reputation': 67, 'user_id': 8433957, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/5245f28831d017e91eec8f4dc575f820?s=256&d=identicon&r=PG&f=1', 'display_name': 'Alejandro Trigo Ros&#243;n', 'link': 'https://stackoverflow.com/users/8433957/alejandro-trigo-ros%c3%b3n'}",True,69,1,1,1667112476,1660289549,73330693,CC BY-SA 4.0,https://stackoverflow.com/questions/73330693/react-throws-thousands-of-typeerror-any-time-i-do-something-in-the-app,React throws thousands of TypeError any time I do something in the app,,74251061.0,,,
24,"['reactjs', 'typescript']","{'account_id': 26159681, 'reputation': 13, 'user_id': 19846442, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmnLseV6q9VLpKogvLJKB-KAoyy5m896UqHkv3wx=k-s256', 'display_name': 'rudytako', 'link': 'https://stackoverflow.com/users/19846442/rudytako'}",True,45,1,1,1667094792,1661467044,73494327,CC BY-SA 4.0,https://stackoverflow.com/questions/73494327/useparams-returns-undefined-after-destructurization,useParams returns undefined after destructurization,,73494432.0,,,
25,"['typescript', 'vue.js', 'file', 'quasar']","{'account_id': 2730194, 'reputation': 21, 'user_id': 2354152, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fa702454cfc90d43dd1fe80111977e50?s=256&d=identicon&r=PG', 'display_name': 'Alive in Vietnam', 'link': 'https://stackoverflow.com/users/2354152/alive-in-vietnam'}",True,134,2,0,1667085992,1659598447,73231996,CC BY-SA 4.0,https://stackoverflow.com/questions/73231996/how-can-i-fix-quasar-typescript-file-type-error,How can I fix quasar typescript file type error,,,,,
26,"['typescript', 'jsdoc', 'type-declaration']","{'account_id': 18626912, 'reputation': 21, 'user_id': 13575806, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ggmi69BnsP24arcV1VqSPIwU76Xs5UbPfQ1wAxuHg=k-s256', 'display_name': '7eventeeen', 'link': 'https://stackoverflow.com/users/13575806/7eventeeen'}",False,67,1,0,1666989186,1659957551,73277028,CC BY-SA 4.0,https://stackoverflow.com/questions/73277028/use-typescript-only-for-typing-javascript-with-jsdoc,Use typescript only for typing javascript with JSDoc,,,,,
27,"['javascript', 'reactjs', 'typescript']","{'account_id': 8060822, 'reputation': 393, 'user_id': 6076424, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/e1b9f42f0ba7f1874b0f6b4fc52240b9?s=256&d=identicon&r=PG&f=1', 'display_name': 'zakrapovic', 'link': 'https://stackoverflow.com/users/6076424/zakrapovic'}",False,69,0,1,1666957756,1660288410,73330500,CC BY-SA 4.0,https://stackoverflow.com/questions/73330500/react-pattern-container-logic-component-view-question,React pattern Container (logic) / Component (view) question,1666957756.0,,,,
28,"['javascript', 'reactjs', 'typescript', 'material-ui', 'react-hook-form']","{'account_id': 415814, 'reputation': 12497, 'user_id': 790842, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://i.stack.imgur.com/Qz93N.jpg?s=256&g=1', 'display_name': 'iphonic', 'link': 'https://stackoverflow.com/users/790842/iphonic'}",True,436,3,1,1666933643,1660315410,73335872,CC BY-SA 4.0,https://stackoverflow.com/questions/73335872/react-hook-form-with-material-ui-radiogroup-selected-value-is-always-null,react-hook-form with Material UI RadioGroup selected value is always NULL,,73336103.0,,,
29,"['typescript', 'pdfjs-dist']","{'account_id': 19981008, 'reputation': 653, 'user_id': 14644191, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b3410e554915d3770d779f027e96c0bc?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sani', 'link': 'https://stackoverflow.com/users/14644191/sani'}",True,203,1,1,1666794511,1661180657,73447261,CC BY-SA 4.0,https://stackoverflow.com/questions/73447261/typescript-pdfjs-dist-you-may-need-an-additional-loader,Typescript pdfjs-dist: You may need an additional loader,,74209470.0,,,
30,"['typescript', 'templates']","{'account_id': 26015769, 'reputation': 41, 'user_id': 19724119, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fb0917a16af0b2877f372c67c6cf2782?s=256&d=identicon&r=PG', 'display_name': 'DavidZ', 'link': 'https://stackoverflow.com/users/19724119/davidz'}",True,268,2,1,1666788392,1660269310,73328515,CC BY-SA 4.0,https://stackoverflow.com/questions/73328515/type-t-is-not-assignable-to-type-reactnode,Type &#39;T&#39; is not assignable to type &#39;ReactNode&#39;,,,,,
31,"['typescript', 'build', 'next.js', 'build-error']","{'account_id': 15666933, 'reputation': 448, 'user_id': 11304461, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eeb52e1d8b98cbe4e868626ca06266c1?s=256&d=identicon&r=PG&f=1', 'display_name': 'kakakakakakakk', 'link': 'https://stackoverflow.com/users/11304461/kakakakakakakk'}",False,688,1,0,1666723253,1659697925,73248852,CC BY-SA 4.0,https://stackoverflow.com/questions/73248852/nextjs-cannot-find-module-constants-js-on-build,NextJS cannot find module constants.js on build,,,,,
32,"['typescript', 'axios', 'react-query', 'react-custom-hooks']","{'account_id': 21162886, 'reputation': 361, 'user_id': 15560789, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-365IZizmzKs/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckqAqs-ahEqL9dbzaRuIDHFrMeV0g/s96-c/photo.jpg?sz=256', 'display_name': '김정수', 'link': 'https://stackoverflow.com/users/15560789/%ea%b9%80%ec%a0%95%ec%88%98'}",False,613,2,0,1666717508,1660483322,73351990,CC BY-SA 4.0,https://stackoverflow.com/questions/73351990/the-return-type-of-usequerys-data-is-unknown,The return type of useQuery&#39;s data is unknown,,,,,
33,"['typescript', 'hot-reload', 'bun', 'hono']","{'account_id': 334591, 'reputation': 8196, 'user_id': 661140, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/bB1sF.jpg?s=256&g=1', 'display_name': 'Roberto', 'link': 'https://stackoverflow.com/users/661140/roberto'}",True,674,2,1,1666712576,1659448697,73208846,CC BY-SA 4.0,https://stackoverflow.com/questions/73208846/hot-reload-hmr-with-bun-dev,Hot-reload (HMR) with &#39;bun dev&#39;,1660037472.0,74172626.0,,,
34,"['node.js', 'typescript', 'source-maps']","{'account_id': 3048712, 'reputation': 3391, 'user_id': 2583765, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/5e54eb8bd99cabcd824ddb09367efb4d?s=256&d=identicon&r=PG&f=1', 'display_name': 'birgersp', 'link': 'https://stackoverflow.com/users/2583765/birgersp'}",True,109,1,0,1666689041,1660729582,73386295,CC BY-SA 4.0,https://stackoverflow.com/questions/73386295/printing-error-stack-with-source-from-source-map,Printing error stack with source (from source map),,74191670.0,,,
35,"['typescript', 'amazon-web-services', 'aws-sdk', 'aws-iot', 'aws-sdk-js']","{'account_id': 8844661, 'reputation': 11, 'user_id': 6605867, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f0a2849ab9c94cb71ea1a3580f6822fe?s=256&d=identicon&r=PG&f=1', 'display_name': 'nducasse', 'link': 'https://stackoverflow.com/users/6605867/nducasse'}",False,130,0,1,1666680710,1661298076,73465989,CC BY-SA 4.0,https://stackoverflow.com/questions/73465989/iotdataplane-hangs-indefinitely-on-publish-call-in-aws-iot-sdk-v3-typescript,IoTDataPlane hangs indefinitely on publish() call in aws-iot-sdk-v3 (TypeScript),1661298347.0,,,,
36,['typescript'],"{'account_id': 40070, 'reputation': 853, 'user_id': 115944, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/e6e813a26ac7d23aa0173b08a8f01c0c?s=256&d=identicon&r=PG', 'display_name': 'Volodymyr Usarskyy', 'link': 'https://stackoverflow.com/users/115944/volodymyr-usarskyy'}",True,56,2,1,1666641081,1661379039,73479978,CC BY-SA 4.0,https://stackoverflow.com/questions/73479978/typescript-tryparseint-with-a-default-value,TypeScript: tryParseInt with a default value,1666641081.0,73484926.0,,,
37,"['javascript', 'typescript', 'express', 'jestjs', 'typeorm']","{'account_id': 11801639, 'reputation': 43, 'user_id': 8635185, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f1cab0db9b079666efe1ec8f9bebc66f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Shravan', 'link': 'https://stackoverflow.com/users/8635185/shravan'}",False,286,1,1,1666611685,1661244105,73455593,CC BY-SA 4.0,https://stackoverflow.com/questions/73455593/entitymetadatanotfounderror-on-jest-while-using-typeorm,EntityMetadataNotFoundError on Jest while using Typeorm,1661261283.0,,,,
38,"['reactjs', 'typescript', 'use-ref']","{'account_id': 25908182, 'reputation': 47, 'user_id': 19632921, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmmKBjTnotITNIsf4_EltXFKUuKThRaN6BuT_rY4=k-s256', 'display_name': 'Travis', 'link': 'https://stackoverflow.com/users/19632921/travis'}",True,237,1,0,1666538756,1660247530,73326240,CC BY-SA 4.0,https://stackoverflow.com/questions/73326240/emailjs-with-typescript-giving-ref-type-error-expected-type-comes-from-propert,EmailJS with typescript giving ref type error - expected type comes from property &#39;ref&#39;,,73326311.0,,,
39,"['angular', 'typescript']","{'account_id': 25853393, 'reputation': 21, 'user_id': 19587061, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/CBXeu.jpg?s=256&g=1', 'display_name': 'sameh', 'link': 'https://stackoverflow.com/users/19587061/sameh'}",True,53,2,-1,1666524011,1661894812,73548623,CC BY-SA 4.0,https://stackoverflow.com/questions/73548623/i-cant-define-a-value-for-students-because-of-typescript-error-type-id-numb,I can&#39;t define a value for students because of TypeScript error Type &#39;{ Id: number; Name: string; }&#39; cannot be used as an index type,1666524011.0,73548642.0,,,
40,"['reactjs', 'typescript', 'font-awesome', 'react-typescript', 'react-font-awesome']","{'account_id': 7810670, 'reputation': 1393, 'user_id': 5906950, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/hZ8GN.jpg?s=256&g=1', 'display_name': 'JkAlombro', 'link': 'https://stackoverflow.com/users/5906950/jkalombro'}",False,123,1,1,1666482690,1659678863,73245250,CC BY-SA 4.0,https://stackoverflow.com/questions/73245250/where-to-import-iconname-interface-from-react-fontawesome-with-typescript,Where to Import IconName interface from React Fontawesome with Typescript,1659681091.0,,,,
41,"['angular', 'typescript', 'html5-canvas']","{'account_id': 26113439, 'reputation': 1, 'user_id': 19806947, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1b4e97f4b9e7ed1160b1b6ec7779fb19?s=256&d=identicon&r=PG', 'display_name': 'ShubiDubi', 'link': 'https://stackoverflow.com/users/19806947/shubidubi'}",False,131,1,0,1666364512,1660981749,73424953,CC BY-SA 4.0,https://stackoverflow.com/questions/73424953/unable-to-use-html-canvas-in-the-latest-version-of-angular-and-typescript,Unable to use HTML Canvas in the latest version of Angular and TypeScript,1660991928.0,,,,
42,"['javascript', 'node.js', 'reactjs', 'typescript', 'electron']","{'account_id': 5092674, 'reputation': 67, 'user_id': 4085203, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/81d21e85ec6edba5538635f39be761e8?s=256&d=identicon&r=PG&f=1', 'display_name': '2BC.Wasabi', 'link': 'https://stackoverflow.com/users/4085203/2bc-wasabi'}",True,162,2,0,1666355856,1660852954,73408804,CC BY-SA 4.0,https://stackoverflow.com/questions/73408804/electron-react-maxlistenersexceededwarning-possible-eventemitter-memory-leak-d,Electron-React: MaxListenersExceededWarning: Possible EventEmitter memory leak detected. 21 updateDeviceList listeners added to [EventEmitter],,73415604.0,,,
43,"['reactjs', 'typescript', 'google-maps', 'google-maps-api-3', 'react-hooks']","{'user_type': 'does_not_exist', 'display_name': 'user18890175'}",False,47,1,1,1666307164,1660806456,73398729,CC BY-SA 4.0,https://stackoverflow.com/questions/73398729/reactjs-pass-function-instance-to-child-prop,Reactjs pass function instance to child prop,,,,,
44,"['node.js', 'typescript', 'telegram', 'telegraf']","{'account_id': 4185325, 'reputation': 3854, 'user_id': 3429219, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://i.stack.imgur.com/1FQHi.jpg?s=256&g=1', 'display_name': 'monkeyUser', 'link': 'https://stackoverflow.com/users/3429219/monkeyuser'}",False,110,0,0,1666301215,1659345880,73191584,CC BY-SA 4.0,https://stackoverflow.com/questions/73191584/telegraf-and-ngrok,Telegraf and ngrok,,,,,
45,"['typescript', 'jestjs', 'nrwl-nx']","{'account_id': 7296566, 'reputation': 349, 'user_id': 5561144, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-45aCQ-2VxMk/AAAAAAAAAAI/AAAAAAAAAH8/-5dmWuA0zx8/photo.jpg?sz=256', 'display_name': 'Fahmi Noor Fiqri', 'link': 'https://stackoverflow.com/users/5561144/fahmi-noor-fiqri'}",True,784,1,6,1666266035,1659419397,73202527,CC BY-SA 4.0,https://stackoverflow.com/questions/73202527/error-running-jest-in-nx-monorepo-syntaxerror-unexpected-token-export,Error running Jest in nx monorepo: SyntaxError: Unexpected token &#39;export&#39;,,,,,
