,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason
10,"['typescript', 'nestjs', 'class-validator']","{'account_id': 10526668, 'reputation': 2493, 'user_id': 10426052, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/qRSLn.png?s=256&g=1', 'display_name': 'Baterka', 'link': 'https://stackoverflow.com/users/10426052/baterka'}",True,19545,,4,12,1667813188,1581974022,60270468,CC BY-SA 4.0,https://stackoverflow.com/questions/60270468/throw-same-error-format-as-class-validator-in-nestjs,Throw same error format as `class-validator` in NestJS,,,
11,"['javascript', 'arrays', 'json', 'typescript']","{'account_id': 9122461, 'reputation': 557, 'user_id': 6787447, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/b408560b4bdbcffe49e5e7c90af41fe1?s=256&d=identicon&r=PG&f=1', 'display_name': 'DBoi', 'link': 'https://stackoverflow.com/users/6787447/dboi'}",True,9919,60014607.0,4,2,1667228981,1580488112,60007739,CC BY-SA 4.0,https://stackoverflow.com/questions/60007739/splitting-array-into-groups-using-typescript-javascript,Splitting array into groups using typescript/javascript,1580719761.0,,
12,"['typescript', 'koa', 'koa-bodyparser']","{'user_type': 'does_not_exist', 'display_name': 'user10706046'}",True,5012,60056435.0,2,10,1666980648,1580815817,60056434,CC BY-SA 4.0,https://stackoverflow.com/questions/60056434/koa-typescript-property-body-does-not-exist-on-type-request,Koa + TypeScript: Property &#39;body&#39; does not exist on type Request,1650697640.0,,
13,"['typescript', 'firebase', 'google-cloud-firestore']","{'account_id': 1019315, 'reputation': 866, 'user_id': 1030150, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/150db78d4bf490516738faaae3437a6e?s=256&d=identicon&r=PG', 'display_name': 'bsekula', 'link': 'https://stackoverflow.com/users/1030150/bsekula'}",True,5071,60083731.0,3,6,1666970334,1580849584,60065396,CC BY-SA 4.0,https://stackoverflow.com/questions/60065396/add-typings-to-firebase-collection-query,Add typings to firebase collection query,1580925345.0,,
14,['typescript'],"{'account_id': 15308640, 'reputation': 879, 'user_id': 11044562, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-RaBTdwP9CKs/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQNbE7xx0tIslajRDn63oXjRnEyWCw/mo/photo.jpg?sz=256', 'display_name': 'Sam', 'link': 'https://stackoverflow.com/users/11044562/sam'}",True,188868,60151722.0,10,81,1666969590,1581340265,60151181,CC BY-SA 4.0,https://stackoverflow.com/questions/60151181/object-is-of-type-unknown-typescript-generics,Object is of type &#39;unknown&#39; typescript generics,1631740399.0,,
15,"['typescript', 'keyword', 'type-inference', 'conditional-types']","{'account_id': 1848986, 'reputation': 20473, 'user_id': 1675976, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://i.stack.imgur.com/SNvIc.jpg?s=256&g=1', 'display_name': 'CodyBugstein', 'link': 'https://stackoverflow.com/users/1675976/codybugstein'}",True,53787,60067851.0,4,105,1666409710,1580859565,60067100,CC BY-SA 4.0,https://stackoverflow.com/questions/60067100/why-is-the-infer-keyword-needed-in-typescript,Why is the infer keyword needed in Typescript?,1580929949.0,,
16,"['angular', 'typescript', 'angular8']","{'account_id': 8579744, 'reputation': 306, 'user_id': 6427809, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-FD-jXI7nzOc/AAAAAAAAAAI/AAAAAAAAAcs/V4nPR3kCKx4/photo.jpg?sz=256', 'display_name': 'Killan', 'link': 'https://stackoverflow.com/users/6427809/killan'}",True,596,60070673.0,2,0,1666273377,1580814885,60056173,CC BY-SA 4.0,https://stackoverflow.com/questions/60056173/uncaught-in-promise-typeerror-token-is-undefined,Uncaught (in promise): TypeError: token is undefined,1580824075.0,,
17,['typescript'],"{'account_id': 1068606, 'reputation': 9999, 'user_id': 1068446, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://i.stack.imgur.com/F5uzH.jpg?s=256&g=1', 'display_name': 'dwjohnston', 'link': 'https://stackoverflow.com/users/1068446/dwjohnston'}",True,918,74030813.0,2,5,1665971801,1581983409,60271921,CC BY-SA 4.0,https://stackoverflow.com/questions/60271921/duplicate-identifier-when-declaring-types-with-same-name-in-different-files,Duplicate identifier when declaring types with same name in different files,1581995522.0,,
18,"['angular', 'typescript', 'webstorm']","{'account_id': 4931897, 'reputation': 3558, 'user_id': 3971400, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/Zf0g5.jpg?s=256&g=1', 'display_name': 'Taras Yaremkiv', 'link': 'https://stackoverflow.com/users/3971400/taras-yaremkiv'}",False,232,,1,1,1665672471,1581094187,60117771,CC BY-SA 4.0,https://stackoverflow.com/questions/60117771/webstorm-angular-warnings-in-inherited-class-templates,WebStorm Angular warnings in inherited class templates,1581341352.0,,
19,"['typescript', 'webpack', 'electron']","{'account_id': 13168355, 'reputation': 53, 'user_id': 9511684, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/49da999518646df23e5ec668f589e29a?s=256&d=identicon&r=PG&f=1', 'display_name': 'dwsong07', 'link': 'https://stackoverflow.com/users/9511684/dwsong07'}",True,2947,,2,0,1665371929,1581572893,60201197,CC BY-SA 4.0,https://stackoverflow.com/questions/60201197/module-not-found-error-cant-resolve-electron-is-dev-in-electron-typescr,&quot;Module not found: Error: Can&#39;t resolve &#39;electron-is-dev&#39;&quot; in electron &amp; typescript &amp; webpack project,1581666949.0,,
20,"['angular', 'typescript']","{'account_id': 12304123, 'reputation': 12056, 'user_id': 8977696, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/5cHBe.jpg?s=256&g=1', 'display_name': 'R15', 'link': 'https://stackoverflow.com/users/8977696/r15'}",True,22080,60149679.0,5,4,1665094358,1581329753,60148181,CC BY-SA 4.0,https://stackoverflow.com/questions/60148181/how-to-auto-refresh-page-in-angular,How to auto refresh page in Angular,1581331418.0,,
21,"['angular', 'typescript', 'ionic-framework', 'ionic4', 'ionic5']","{'account_id': 4584870, 'reputation': 4017, 'user_id': 3719922, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/KjMLK.png?s=256&g=1', 'display_name': 'Chris', 'link': 'https://stackoverflow.com/users/3719922/chris'}",True,28244,61008005.0,8,24,1664899597,1582045435,60286018,CC BY-SA 4.0,https://stackoverflow.com/questions/60286018/custom-icons-with-ionic-5,Custom Icons with Ionic 5?,1664899548.0,,
22,"['angular', 'typescript', 'jestjs', 'monorepo']","{'account_id': 1873901, 'reputation': 715, 'user_id': 2116356, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/843e528a7e4ca16aee4c381ecbe204c9?s=256&d=identicon&r=PG', 'display_name': 'mycroft16', 'link': 'https://stackoverflow.com/users/2116356/mycroft16'}",True,6532,60408514.0,3,14,1664735603,1582326573,60347361,CC BY-SA 4.0,https://stackoverflow.com/questions/60347361/jest-projects-in-a-monorepo-unable-to-find-config-files-in-projects,Jest Projects in a Monorepo unable to find config files in projects,1582360083.0,,
23,"['typescript', 'typescript-generics']","{'account_id': 115801, 'reputation': 286, 'user_id': 303885, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/32133f9e1ad40abcdbedb19cc2b1cb46?s=256&d=identicon&r=PG', 'display_name': 'Lawrence Lau', 'link': 'https://stackoverflow.com/users/303885/lawrence-lau'}",True,14402,,3,11,1664553814,1581460220,60178347,CC BY-SA 4.0,https://stackoverflow.com/questions/60178347/typescript-function-with-generic-return-type,Typescript Function with Generic Return Type,1581460633.0,,
24,"['typescript', 'visual-studio-code', 'vscode-extensions']","{'account_id': 1322139, 'reputation': 4117, 'user_id': 1267729, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/1e487a17a60371229131bb99b7852a48?s=256&d=identicon&r=PG', 'display_name': 'Shelvacu', 'link': 'https://stackoverflow.com/users/1267729/shelvacu'}",True,2726,,4,3,1664312907,1581707096,60232170,CC BY-SA 4.0,https://stackoverflow.com/questions/60232170/vscode-extension-how-to-debug-activating-extension-undefined-publisher-extens,VSCode Extension: How to debug &quot;Activating extension &#39;undefined_publisher.extension-name&#39; failed: Unexpected token {.&quot;,,,
25,"['angular', 'typescript', 'angular-test', 'angular-ivy', 'angular-dependency-injection']","{'account_id': 4177150, 'reputation': 51729, 'user_id': 3497671, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/f83baf1bb818fad4fb1559ac2bf0304d?s=256&d=identicon&r=PG', 'display_name': 'Francesco Borzi', 'link': 'https://stackoverflow.com/users/3497671/francesco-borzi'}",True,42106,,11,21,1664202602,1581332698,60149052,CC BY-SA 4.0,https://stackoverflow.com/questions/60149052/this-constructor-is-not-compatible-with-angular-dependency-injection-because-its,This constructor is not compatible with Angular Dependency Injection because its dependency at index 0 of the parameter list is invalid,,,
26,['typescript'],"{'account_id': 3780716, 'reputation': 1012, 'user_id': 7024459, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/0EZ1T.png?s=256&g=1', 'display_name': 'Vlad Gincher', 'link': 'https://stackoverflow.com/users/7024459/vlad-gincher'}",True,73,73844277.0,2,0,1664106657,1581586835,60204672,CC BY-SA 4.0,https://stackoverflow.com/questions/60204672/use-extends-on-a-variable-in-typescript,Use extends on a variable in typescript,1581588100.0,,
27,"['typescript', 'nestjs', 'class-validator', 'class-transformer']","{'account_id': 10526668, 'reputation': 2493, 'user_id': 10426052, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/qRSLn.png?s=256&g=1', 'display_name': 'Baterka', 'link': 'https://stackoverflow.com/users/10426052/baterka'}",True,15876,,3,13,1663888120,1581271576,60139683,CC BY-SA 4.0,https://stackoverflow.com/questions/60139683/transform-class-to-class-object-entity-to-dto-in-typescript-and-nests,Transform class to class/object (Entity to DTO) in TypeScript and NestS,,,
28,"['javascript', 'typescript', 'rust', 'webassembly', 'wasm-bindgen']","{'account_id': 1777797, 'reputation': 3856, 'user_id': 1621232, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/4ca2ea1416fa3dc15d1037e6502ac4da?s=256&d=identicon&r=PG', 'display_name': 'Nicolas Marshall', 'link': 'https://stackoverflow.com/users/1621232/nicolas-marshall'}",False,1103,,1,4,1663635309,1581622505,60215271,CC BY-SA 4.0,https://stackoverflow.com/questions/60215271/rust-wasm-returning-two-uint8arrays,Rust wasm: returning two `Uint8Array`s,1581622980.0,,
29,"['javascript', 'reactjs', 'typescript', 'formik', 'yup']","{'account_id': 17008308, 'reputation': 2138, 'user_id': 12304000, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mASvJdf8Dhr_5q9ugWamgQrLPSHTkl28b9ol7gcxg=k-s256', 'display_name': 'x89', 'link': 'https://stackoverflow.com/users/12304000/x89'}",True,35465,60783301.0,5,25,1663378571,1582406470,60356911,CC BY-SA 4.0,https://stackoverflow.com/questions/60356911/how-to-change-default-error-text-in-yup-formik,How to Change Default Error Text in Yup/Formik?,1582407015.0,,
30,"['javascript', 'reactjs', 'typescript', 'react-hooks']","{'account_id': 151824, 'reputation': 1903, 'user_id': 365925, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://i.stack.imgur.com/f5Xqh.jpg?s=256&g=1', 'display_name': 'Kieran', 'link': 'https://stackoverflow.com/users/365925/kieran'}",True,15438,60270745.0,2,7,1663214213,1581975157,60270678,CC BY-SA 4.0,https://stackoverflow.com/questions/60270678/using-multiple-refs-on-a-single-react-element,Using multiple refs on a single React element,1581975254.0,,
31,"['typescript', 'build', 'nestjs']","{'account_id': 10526668, 'reputation': 2493, 'user_id': 10426052, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/qRSLn.png?s=256&g=1', 'display_name': 'Baterka', 'link': 'https://stackoverflow.com/users/10426052/baterka'}",True,42030,61673191.0,7,40,1662553483,1582135598,60306654,CC BY-SA 4.0,https://stackoverflow.com/questions/60306654/how-to-copy-non-ts-files-to-dist-when-building-typescript,How to copy non-ts files to dist when building typescript?,1582137276.0,,
32,"['typescript', 'tslint']","{'account_id': 4795453, 'reputation': 13302, 'user_id': 3873510, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/57bd6983f4fbde950fd9968a1c8c5f5a?s=256&d=identicon&r=PG', 'display_name': 'Paul Razvan Berg', 'link': 'https://stackoverflow.com/users/3873510/paul-razvan-berg'}",True,22441,,6,17,1662423916,1580666856,60029058,CC BY-SA 4.0,https://stackoverflow.com/questions/60029058/project-must-list-all-files-or-use-an-include-pattern,Project must list all files or use an &#39;include&#39; pattern,,,
33,"['json', 'angular', 'typescript']","{'account_id': 1012710, 'reputation': 734, 'user_id': 1024920, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://i.stack.imgur.com/fsZXY.jpg?s=256&g=1', 'display_name': 'Citrus', 'link': 'https://stackoverflow.com/users/1024920/citrus'}",True,6721,60134771.0,8,4,1662416067,1581219550,60133256,CC BY-SA 4.0,https://stackoverflow.com/questions/60133256/convert-json-to-object-type-in-angular,Convert JSON to object type in Angular,1581226243.0,,
34,"['html', 'css', 'angular', 'typescript']","{'account_id': 8639801, 'reputation': 21, 'user_id': 6468805, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/uGYoz.png?s=256&g=1', 'display_name': 'A.Ashley', 'link': 'https://stackoverflow.com/users/6468805/a-ashley'}",False,1300,,1,0,1661280052,1582301149,60342395,CC BY-SA 4.0,https://stackoverflow.com/questions/60342395/css-white-space-pre-line-not-working-as-expected,Css white-space: pre-line not working as expected,,,
35,"['typescript', 'angular7', 'angular8']","{'account_id': 17244144, 'reputation': 193, 'user_id': 12485817, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c587675006386c6c2d6ecbcfcbaddefc?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nila Vaani', 'link': 'https://stackoverflow.com/users/12485817/nila-vaani'}",False,252,,1,0,1661121492,1580791429,60050719,CC BY-SA 4.0,https://stackoverflow.com/questions/60050719/how-to-restore-previous-changes-in-angular-8,How to restore previous changes in angular 8,,,
36,"['typescript', 'redux', 'react-redux', 'redux-thunk']","{'account_id': 11867944, 'reputation': 2044, 'user_id': 8684954, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/458bb7a23a1fa4e543a621635958fd12?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mike Hawkins', 'link': 'https://stackoverflow.com/users/8684954/mike-hawkins'}",True,23660,60062060.0,2,26,1660643883,1580780865,60049490,CC BY-SA 4.0,https://stackoverflow.com/questions/60049490/argument-of-type-thunkaction-is-not-assignable-to-parameter-of-type-anyaction,Argument of type &#39;ThunkAction&#39; is not assignable to parameter of type &#39;AnyAction&#39;,1580795626.0,,
37,"['typescript', 'tuples', 'spread-syntax', 'rest-parameters']","{'account_id': 11526016, 'reputation': 171, 'user_id': 8446458, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10155644576535909/picture?type=large', 'display_name': 'Michiel de Vos', 'link': 'https://stackoverflow.com/users/8446458/michiel-de-vos'}",True,506,,1,0,1660547269,1581364636,60157505,CC BY-SA 4.0,https://stackoverflow.com/questions/60157505/how-to-deal-with-optional-tuple-element-when-using-rest-parameters-to-forward-ar,How to deal with optional tuple element when using rest parameters to forward arguments to curried function (with strictNullChecking),1660547269.0,,
38,"['reactjs', 'typescript', 'tsconfig', 'react-testing-library']","{'account_id': 12426442, 'reputation': 1570, 'user_id': 9050897, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/0c59dd624d892847058595132b325dc8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tuz', 'link': 'https://stackoverflow.com/users/9050897/tuz'}",True,1076,,2,1,1660189915,1582554526,60378014,CC BY-SA 4.0,https://stackoverflow.com/questions/60378014/create-react-app-error-cannot-find-name-describe,create react app error - Cannot find name &#39;describe&#39;,1602002030.0,,
39,"['javascript', 'angular', 'typescript']","{'account_id': 1118195, 'reputation': 16933, 'user_id': 1107049, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/8f94b3bb695b3bbd83be44eb151aa63e?s=256&d=identicon&r=PG', 'display_name': 'alphanumeric', 'link': 'https://stackoverflow.com/users/1107049/alphanumeric'}",True,4107,60067524.0,2,1,1660079550,1580862476,60067416,CC BY-SA 4.0,https://stackoverflow.com/questions/60067416/how-to-use-viewchild-correctly,How to use ViewChild correctly,1580865917.0,,
40,"['typescript', 'nestjs', 'typeorm', 'nrwl-nx']","{'account_id': 17216467, 'reputation': 133, 'user_id': 12464370, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ff13ad11bc97edec2fd7fd767a1d471f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Duca Vitalie-Alexandru', 'link': 'https://stackoverflow.com/users/12464370/duca-vitalie-alexandru'}",True,9415,60977865.0,5,13,1659621469,1582469081,60363353,CC BY-SA 4.0,https://stackoverflow.com/questions/60363353/typeorm-onetomany-causes-referenceerror-cannot-access-entity-before-initia,TypeORM OneToMany causes &quot;ReferenceError: Cannot access &#39;&lt;Entity&gt;&#39; before initialization&quot;,,,
41,"['javascript', 'c#', 'angular', 'typescript', 'asp.net-core']","{'account_id': 13998920, 'reputation': 661, 'user_id': 10111056, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/FaFuS.jpg?s=256&g=1', 'display_name': 'Arzu Suleymanov', 'link': 'https://stackoverflow.com/users/10111056/arzu-suleymanov'}",True,11745,,1,3,1659362830,1580721751,60036257,CC BY-SA 4.0,https://stackoverflow.com/questions/60036257/how-to-change-dynamically-dropdown-values-in-angular-8,How to change dynamically dropdown values in Angular 8?,,,
42,"['javascript', 'angular', 'typescript']","{'account_id': 15475133, 'reputation': 3518, 'user_id': 11163977, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9e3a68a5b36f8dfba944423900d74a23?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tanzeel', 'link': 'https://stackoverflow.com/users/11163977/tanzeel'}",True,405,60089832.0,2,0,1658749630,1580973347,60089541,CC BY-SA 4.0,https://stackoverflow.com/questions/60089541/how-to-push-elements-in-an-array-of-array-in-typescript,How to push elements in an Array of Array in Typescript,1580973687.0,,
43,"['string', 'typescript', 'literals', 'branding']","{'account_id': 2687501, 'reputation': 19934, 'user_id': 2321594, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eee967a558f8d1199605924e1d51ce36?s=256&d=identicon&r=PG', 'display_name': 'Aidin', 'link': 'https://stackoverflow.com/users/2321594/aidin'}",True,4406,60185333.0,4,10,1658600392,1581499850,60185084,CC BY-SA 4.0,https://stackoverflow.com/questions/60185084/typescript-enforce-a-type-to-be-string-literal-and-not-string,Typescript: Enforce a type to be &quot;string literal&quot; and not &lt;string&gt;,1581501516.0,,
44,"['javascript', 'regex', 'typescript', 'momentjs', 'regex-greedy']","{'account_id': 17342435, 'reputation': 36, 'user_id': 12562720, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/19000c0742057b4821e12d620df90376?s=256&d=identicon&r=PG&f=1', 'display_name': 'santhosh', 'link': 'https://stackoverflow.com/users/12562720/santhosh'}",False,294,,2,-1,1658398353,1582800904,60431627,,https://stackoverflow.com/questions/60431627/format-a-date-of-string-type-to-default-format-yyyymmddhhmmss,format a date of string type to default format YYYYMMDDHHmmss,1658398353.0,1582801305.0,Duplicate
45,"['reactjs', 'typescript', 'react-tsx']","{'account_id': 300104, 'reputation': 4734, 'user_id': 607061, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/bf70ea9fe556605b0dde17adf494745f?s=256&d=identicon&r=PG', 'display_name': 'unludo', 'link': 'https://stackoverflow.com/users/607061/unludo'}",True,18532,60438585.0,2,14,1658337671,1582822710,60438275,CC BY-SA 4.0,https://stackoverflow.com/questions/60438275/react-typescript-error-parsing-error-expected,React typescript error Parsing error: &#39;&gt;&#39; expected,1592644375.0,,
46,"['typescript', 'nestjs', 'ajv', 'class-validator']","{'account_id': 12851292, 'reputation': 582, 'user_id': 9296111, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-f29xv6Fajfc/AAAAAAAAAAI/AAAAAAAAACM/xLAV1dD_aG4/photo.jpg?sz=256', 'display_name': 'Baterka', 'link': 'https://stackoverflow.com/users/9296111/baterka'}",True,16749,,3,7,1658319193,1581674609,60224084,CC BY-SA 4.0,https://stackoverflow.com/questions/60224084/advanced-conditions-with-class-validator-possible,Advanced conditions with class-validator (possible)?,1581674926.0,,
47,['typescript'],"{'account_id': 1949219, 'reputation': 6889, 'user_id': 1753703, 'user_type': 'registered', 'accept_rate': 39, 'profile_image': 'https://www.gravatar.com/avatar/1c66d85cbc879fb5a052065f195d58af?s=256&d=identicon&r=PG', 'display_name': 'mattnedrich', 'link': 'https://stackoverflow.com/users/1753703/mattnedrich'}",True,11434,60270035.0,4,31,1658163432,1581971291,60269936,CC BY-SA 4.0,https://stackoverflow.com/questions/60269936/typescript-convert-generic-object-from-snake-to-camel-case,TypeScript convert generic object from snake to camel case,1581973245.0,,
