,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason,community_owned_date,locked_date
10,"['javascript', 'regex']","{'account_id': 612429, 'reputation': 5631, 'user_id': 339038, 'user_type': 'unregistered', 'accept_rate': 38, 'profile_image': 'https://www.gravatar.com/avatar/658a161c8c2e0a643083fcea60791253?s=256&d=identicon&r=PG', 'display_name': 'wamp', 'link': 'https://stackoverflow.com/users/339038/wamp'}",True,3626,2971285.0,3,12,1667856735,1275621325,,2971280,CC BY-SA 2.5,https://stackoverflow.com/questions/2971280/is-there-something-like-phps-preg-replace-callback-in-javascript,Is there something like PHP&#39;s preg_replace_callback() in javascript?,,,,,
11,"['javascript', 'jsp']","{'account_id': 626176, 'reputation': 11, 'user_id': 379527, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/437e858d9d128ed9e67d50cbb9b0ff24?s=256&d=identicon&r=PG', 'display_name': 'vinoth', 'link': 'https://stackoverflow.com/users/379527/vinoth'}",False,7834,,3,1,1667855210,1277899443,1277900004.0,3149046,CC BY-SA 2.5,https://stackoverflow.com/questions/3149046/how-to-open-new-popup-window-from-liferay-portal-using-jsp,How to open new popup window from liferay portal using jsp?,,,,,
12,['javascript'],"{'account_id': 624460, 'reputation': 1097, 'user_id': 362255, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/8dda174187134ccba8a056fb12a8c6a7?s=256&d=identicon&r=PG', 'display_name': 'pppttt', 'link': 'https://stackoverflow.com/users/362255/pppttt'}",True,249390,,11,110,1667760082,1276092732,1500823086.0,3006644,CC BY-SA 3.0,https://stackoverflow.com/questions/3006644/how-can-i-view-array-structure-in-javascript-with-alert,How can I view array structure in JavaScript with alert()?,1374183824.0,,,,
13,"['javascript', 'html', 'dom']","{'account_id': 106222, 'reputation': 95803, 'user_id': 283055, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/b974640a01aa5cbed74cbd0700de5852?s=256&d=identicon&r=PG', 'display_name': 'Tower', 'link': 'https://stackoverflow.com/users/283055/tower'}",True,523468,3104237.0,9,284,1666980205,1277313835,1422808104.0,3103962,CC BY-SA 3.0,https://stackoverflow.com/questions/3103962/converting-html-string-into-dom-elements,Converting HTML string into DOM elements?,,,,,
14,"['javascript', 'html', 'css', 'multiple-columns', 'css-multicolumn-layout']","{'account_id': 79964, 'reputation': 26594, 'user_id': 226431, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/jiv3n.jpg?s=256&g=1', 'display_name': 'Joe Mastey', 'link': 'https://stackoverflow.com/users/226431/joe-mastey'}",True,119585,3039054.0,8,72,1666886506,1276115226,1666886496.0,3009670,,https://stackoverflow.com/questions/3009670/flow-2-columns-of-text-automatically-with-css,flow 2 columns of text automatically with CSS,,1666886700.0,Duplicate,,
15,"['javascript', 'ipad', 'video', 'mobile-safari', 'dom-events']","{'account_id': 623293, 'reputation': 61, 'user_id': 366402, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/a432816ce1b060c3e42bd3f38c981ade?s=256&d=identicon&r=PG', 'display_name': 'Christoph', 'link': 'https://stackoverflow.com/users/366402/christoph'}",True,12872,,1,6,1666786519,1276524966,1585949251.0,3037941,CC BY-SA 4.0,https://stackoverflow.com/questions/3037941/event-listeners-in-html5-video-on-the-ipad-safari-not-working,Event Listeners in HTML5 Video on the iPad Safari not working?,,,,,
16,"['javascript', 'browser', 'memory-leaks']","{'account_id': 69621, 'reputation': 2888, 'user_id': 202461, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/e66b89b3ae61941ef7856cae24a89028?s=256&d=identicon&r=PG', 'display_name': 'Bhupi', 'link': 'https://stackoverflow.com/users/202461/bhupi'}",True,428,3124161.0,2,1,1666772273,1277561089,1277575995.0,3124123,CC BY-SA 2.5,https://stackoverflow.com/questions/3124123/memory-leaks-in-browser,Memory Leaks in Browser,,,,,
17,"['javascript', 'jquery', 'json']","{'account_id': 136917, 'reputation': 95554, 'user_id': 340760, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/ef1a0f00d57917768acdc5b379ca1b28?s=256&d=identicon&r=PG', 'display_name': 'BrunoLM', 'link': 'https://stackoverflow.com/users/340760/brunolm'}",True,1448,3014056.0,7,7,1665683801,1276168632,1276258146.0,3013839,CC BY-SA 2.5,https://stackoverflow.com/questions/3013839/how-to-convert-a-json-string-to-an-object,How to convert a JSON string to an object?,,,,,
18,"['javascript', 'jquery', 'asp.net', 'json']","{'account_id': 44223, 'reputation': 1425, 'user_id': 129674, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://i.stack.imgur.com/Euhl8.jpg?s=256&g=1', 'display_name': 'Jereme', 'link': 'https://stackoverflow.com/users/129674/jereme'}",True,696,3076462.0,3,1,1664439165,1276818626,1578412274.0,3066397,CC BY-SA 4.0,https://stackoverflow.com/questions/3066397/ie-bugs-when-writing-json-via-an-aspx-response,IE bugs when writing JSON via an ASPX response,,,,,
19,"['javascript', 'mootools', 'google-chrome']","{'account_id': 45599, 'reputation': 45789, 'user_id': 134482, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/cb9ada49cb5e02e2a77b44ca89392313?s=256&d=identicon&r=PG', 'display_name': 'trobrock', 'link': 'https://stackoverflow.com/users/134482/trobrock'}",True,1304650,3153134.0,26,239,1662722278,1277836676,1277837879.0,3143698,CC BY-SA 2.5,https://stackoverflow.com/questions/3143698/uncaught-syntaxerror-unexpected-token,Uncaught SyntaxError: Unexpected token :,1372348709.0,,,,
20,"['javascript', 'email']","{'account_id': 623585, 'reputation': 2117, 'user_id': 368348, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/0c79af7edef36450c49dfce349363961?s=256&d=identicon&r=PG', 'display_name': 'senthil', 'link': 'https://stackoverflow.com/users/368348/senthil'}",True,123518,,11,209,1662658096,1276699283,1276699360.0,3054315,CC BY-SA 2.5,https://stackoverflow.com/questions/3054315/is-javascript-supported-in-an-email-message,Is JavaScript supported in an email message?,,,,,
21,['javascript'],"{'account_id': 77994, 'reputation': 11700, 'user_id': 222279, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/3bbfbf318fab2f44ff5a51f9851cda10?s=256&d=identicon&r=PG', 'display_name': 'GregH', 'link': 'https://stackoverflow.com/users/222279/gregh'}",True,622046,3065389.0,15,237,1662651842,1276806147,1500822035.0,3065342,CC BY-SA 3.0,https://stackoverflow.com/questions/3065342/how-do-i-iterate-through-table-rows-and-cells-in-javascript,How do I iterate through table rows and cells in JavaScript?,,,,,
22,"['javascript', 'popup']","{'account_id': 618532, 'reputation': 195, 'user_id': 348131, 'user_type': 'unregistered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/e169f2f42a8369cfdae51218fbcceb33?s=256&d=identicon&r=PG', 'display_name': 'hunt', 'link': 'https://stackoverflow.com/users/348131/hunt'}",True,89679,,11,18,1662620010,1275566991,1504443704.0,2965754,CC BY-SA 3.0,https://stackoverflow.com/questions/2965754/set-the-focus-of-a-popup-window-every-time,set the focus of a popup window every time,,,,,
23,"['javascript', 'html', 'dom-events']","{'account_id': 76426, 'reputation': 1115, 'user_id': 218786, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/62bfc01929ea5fca3fbd4f06c67ed354?s=256&d=identicon&r=PG', 'display_name': 'Saurabh Manchanda', 'link': 'https://stackoverflow.com/users/218786/saurabh-manchanda'}",True,15654,3001486.0,1,11,1662412347,1276032758,1662412347.0,3001474,CC BY-SA 4.0,https://stackoverflow.com/questions/3001474/how-to-get-caller-element-using-javascript,How to get caller element using JavaScript?,,,,,
24,"['javascript', 'html', 'dom-events']","{'account_id': 143430, 'reputation': 8643, 'user_id': 351754, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/e5937acc6ebb2ceaabd8a9f50c968870?s=256&d=identicon&r=PG', 'display_name': 'Puru', 'link': 'https://stackoverflow.com/users/351754/puru'}",False,328,,2,0,1662402491,1277462847,1662402491.0,3117368,CC BY-SA 4.0,https://stackoverflow.com/questions/3117368/precedence-of-the-javascript-events,Precedence of the JavaScript events,,,,,
25,"['javascript', 'integer', 'alphabet']","{'account_id': 622699, 'reputation': 3804, 'user_id': 359356, 'user_type': 'unregistered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/5b3654c5f5d1ecda9316eaa72147c549?s=256&d=identicon&r=PG', 'display_name': 'VIVA LA NWO', 'link': 'https://stackoverflow.com/users/359356/viva-la-nwo'}",True,191473,3145054.0,12,192,1662338227,1277848255,1536330753.0,3145030,CC BY-SA 4.0,https://stackoverflow.com/questions/3145030/convert-integer-into-its-character-equivalent-where-0-a-1-b-etc,"Convert integer into its character equivalent, where 0 =&gt; a, 1 =&gt; b, etc",,,,,
26,"['javascript', 'jslint']","{'account_id': 29839, 'reputation': 14013, 'user_id': 80907, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/593b69799dc47d824e2f9da259ae1a12?s=256&d=identicon&r=PG', 'display_name': 'KdgDev', 'link': 'https://stackoverflow.com/users/80907/kdgdev'}",True,52935,3003124.0,8,147,1662330135,1276022669,1276027932.0,3000276,,https://stackoverflow.com/questions/3000276/the-unexpected-error-in-jslint,The &quot;unexpected ++&quot; error in jslint,,1500401615.0,Duplicate,,
27,"['javascript', 'html', 'local-storage']","{'account_id': 99796, 'reputation': 7353, 'user_id': 269386, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/mafaz.png?s=256&g=1', 'display_name': 'Codekie', 'link': 'https://stackoverflow.com/users/269386/codekie'}",True,526157,2989317.0,12,674,1661993322,1275912555,1437012819.0,2989284,CC BY-SA 3.0,https://stackoverflow.com/questions/2989284/what-is-the-max-size-of-localstorage-values,What is the max size of localStorage values?,1515274674.0,,,,
28,['javascript'],"{'account_id': 39982, 'reputation': 31393, 'user_id': 115608, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/50347af8e4c65e93c3ec5328295216b1?s=256&d=identicon&r=PG', 'display_name': 'Mark', 'link': 'https://stackoverflow.com/users/115608/mark'}",True,314,3081817.0,8,5,1661932935,1277086897,1277087565.0,3081784,CC BY-SA 2.5,https://stackoverflow.com/questions/3081784/shorter-conditionals-in-js,shorter conditionals in js,,,,,
29,"['javascript', 'size', 'storage', 'local-storage', 'capacity']","{'account_id': 62616, 'reputation': 2182, 'user_id': 185906, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/LnHcH.jpg?s=256&g=1', 'display_name': 'JeroenEijkhof', 'link': 'https://stackoverflow.com/users/185906/jeroeneijkhof'}",True,64923,3027249.0,13,84,1661917394,1276306368,,3027142,CC BY-SA 2.5,https://stackoverflow.com/questions/3027142/calculating-usage-of-localstorage-space,Calculating usage of localStorage space,,,,,
30,"['javascript', 'html', 'keydown']","{'account_id': 621852, 'reputation': 203, 'user_id': 366197, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/32d38750cd935286d8a4e031959a6576?s=256&d=identicon&r=PG', 'display_name': 'Jack', 'link': 'https://stackoverflow.com/users/366197/jack'}",True,47435,3036385.0,6,20,1661435583,1276508609,1430406870.0,3036243,CC BY-SA 3.0,https://stackoverflow.com/questions/3036243/cancel-the-keydown-in-html,Cancel the keydown in HTML,,,,,
31,['javascript'],"{'account_id': 31891, 'reputation': 6791, 'user_id': 87921, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/1f30ccbc62a2318487c6f3f0eae827eb?s=256&d=identicon&r=PG', 'display_name': 'EddyR', 'link': 'https://stackoverflow.com/users/87921/eddyr'}",True,118079,3069972.0,2,35,1661418026,1276867288,,3069915,CC BY-SA 2.5,https://stackoverflow.com/questions/3069915/javascript-add-iframe-element-after-page-has-loaded,Javascript: add iframe element after page has loaded,,,,,
32,"['javascript', 'ajax', 'google-chrome']","{'account_id': 1336, 'reputation': 74459, 'user_id': 1785, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/b87bbdb1b142a6da99983ccae9fc33bc?s=256&d=identicon&r=PG', 'display_name': 'Landon Kuhn', 'link': 'https://stackoverflow.com/users/1785/landon-kuhn'}",True,3003105,3177718.0,34,2031,1661313399,1277305221,1557936704.0,3102819,CC BY-SA 4.0,https://stackoverflow.com/questions/3102819/disable-same-origin-policy-in-chrome,Disable same origin policy in Chrome,1444036900.0,,,,
33,"['javascript', 'dom']","{'account_id': 148293, 'reputation': 1285, 'user_id': 359964, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/064a8db98c05d92b467fe8ca098a4e09?s=256&d=identicon&r=PG', 'display_name': 'jasongetsdown', 'link': 'https://stackoverflow.com/users/359964/jasongetsdown'}",True,3909,3095584.0,5,22,1660927995,1277225950,1277231401.0,3095336,CC BY-SA 2.5,https://stackoverflow.com/questions/3095336/is-it-bad-practice-to-add-properties-to-dom-nodes,Is it bad practice to add properties to DOM nodes?,,,,,
34,"['javascript', 'jquery', 'regex', 'url', 'youtube']","{'account_id': 58185, 'reputation': 48785, 'user_id': 174261, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/9a712822a9f7e6340627c0c65f0234c2?s=256&d=identicon&r=PG', 'display_name': 'Mithun Sreedharan', 'link': 'https://stackoverflow.com/users/174261/mithun-sreedharan'}",True,53179,2964758.0,9,45,1660344315,1275557512,1495540016.0,2964678,CC BY-SA 3.0,https://stackoverflow.com/questions/2964678/jquery-youtube-url-validation-with-regex,jQuery Youtube URL Validation with regex,,,,,
35,"['javascript', 'ajax']","{'account_id': 619540, 'reputation': 13, 'user_id': 360353, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/12be6bc1040a19eae6f3cf52747085f5?s=256&d=identicon&r=PG', 'display_name': 'Taiba', 'link': 'https://stackoverflow.com/users/360353/taiba'}",True,3400,2989179.0,6,1,1659946471,1275910452,1275913331.0,2989052,CC BY-SA 2.5,https://stackoverflow.com/questions/2989052/ajax-problem-no-response-text-in-firefox-but-ok-in-ie,"AJAX Problem - No response text in FireFox, but ok in IE",,,,,
36,"['javascript', 'internet-explorer', 'canvas']","{'account_id': 145221, 'reputation': 6038, 'user_id': 354881, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/hqYy8.jpg?s=256&g=1', 'display_name': 'albanx', 'link': 'https://stackoverflow.com/users/354881/albanx'}",True,1521,2978052.0,2,3,1659946437,1275686162,,2977846,,https://stackoverflow.com/questions/2977846/which-is-the-best-javascript-library-for-making-canvas-compatible-with-ie,which is the best javascript library for making canvas compatible with IE,,1370462730.0,not constructive,,
37,"['javascript', 'offset']","{'account_id': 31569, 'reputation': 1503, 'user_id': 86817, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/0fcbef047c58682314cfdd3f6206e935?s=256&d=identicon&r=PG', 'display_name': 'Dan Bailiff', 'link': 'https://stackoverflow.com/users/86817/dan-bailiff'}",True,19744,,4,11,1659743788,1276027769,,3000887,CC BY-SA 2.5,https://stackoverflow.com/questions/3000887/need-to-calculate-offsetright-in-javascript,Need to calculate offsetRight in javascript,,,,,
38,"['javascript', 'ajax', 'forms', 'xmlhttprequest', 'loading']","{'account_id': 146194, 'reputation': 11, 'user_id': 356503, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e05a85dca82d0655d48d4f1ba647b736?s=256&d=identicon&r=PG', 'display_name': 'user356503', 'link': 'https://stackoverflow.com/users/356503/user356503'}",False,222,,2,1,1658823364,1275498896,1275499922.0,2959943,CC BY-SA 2.5,https://stackoverflow.com/questions/2959943/how-to-unset-an-ajax-loading,How to unset an ajax loading,,,,,
39,"['javascript', 'jquery', 'jquery-events']","{'account_id': 51334, 'reputation': 4590, 'user_id': 153383, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/32b7f0dbe4cb1b0e3ad453ca6d22eb17?s=256&d=identicon&r=PG', 'display_name': 'Ayoub M.', 'link': 'https://stackoverflow.com/users/153383/ayoub-m'}",True,8912,3063377.0,2,3,1658783591,1276790203,1658783591.0,3063358,CC BY-SA 4.0,https://stackoverflow.com/questions/3063358/calling-a-method-from-an-event-handler,Calling a method from an event handler,,,,,
40,"['javascript', 'function', 'attributes']","{'account_id': 205452, 'reputation': 634, 'user_id': 454220, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/0b5471f51c413dce11547689e5e8ce1f?s=256&d=identicon&r=PG', 'display_name': 'Denis Bobrovnikov', 'link': 'https://stackoverflow.com/users/454220/denis-bobrovnikov'}",True,11849,,5,13,1658774621,1277467039,,3117756,CC BY-SA 2.5,https://stackoverflow.com/questions/3117756/javascript-create-element-and-set-attributes,JavaScript - create element and set attributes,,,,,
41,"['javascript', 'textmate']","{'account_id': 50055, 'reputation': 783, 'user_id': 149199, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/a8e9e5a79715dcddf0e2e3f00b018a7c?s=256&d=identicon&r=PG', 'display_name': 'e.b.white', 'link': 'https://stackoverflow.com/users/149199/e-b-white'}",True,617,3147090.0,2,2,1658571993,1277880666,1277881122.0,3147001,CC BY-SA 2.5,https://stackoverflow.com/questions/3147001/debugging-of-javascript-in-textmate,Debugging of javascript in Textmate,,,,,
42,"['javascript', 'jquery', 'dom', 'jquery-events']","{'account_id': 42411, 'reputation': 3626, 'user_id': 123564, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/3332eb1ae1da8640a8b84802961fb716?s=256&d=identicon&r=PG', 'display_name': 'Igor Zinov&#39;yev', 'link': 'https://stackoverflow.com/users/123564/igor-zinovyev'}",True,2414,2950818.0,3,2,1658252528,1275403964,1658252528.0,2950798,CC BY-SA 4.0,https://stackoverflow.com/questions/2950798/is-event-preventdefault-cancelling-change-events,Is event.preventDefault cancelling change events?,,,,,
43,"['javascript', 'jquery', 'dom', 'jquery-events']","{'account_id': 118571, 'reputation': 45534, 'user_id': 309683, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://i.stack.imgur.com/9hCsJ.jpg?s=256&g=1', 'display_name': 'Behrang', 'link': 'https://stackoverflow.com/users/309683/behrang'}",True,98,3040618.0,3,1,1658224692,1276546793,1658224692.0,3040598,CC BY-SA 4.0,https://stackoverflow.com/questions/3040598/whats-the-recommended-way-to-create-an-html-element-and-bind-a-listener-to-it-u,What&#39;s the recommended way to create an HTML element and bind a listener to it using jQuery?,,,,,
44,"['javascript', 'java', 'html-select']","{'account_id': 69843, 'reputation': 9644, 'user_id': 203018, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/8366326e826d8ee2d3f505f9c3568d31?s=256&d=identicon&r=PG', 'display_name': 'yogsma', 'link': 'https://stackoverflow.com/users/203018/yogsma'}",True,2025,,2,0,1658095661,1277841714,1658095661.0,3144276,CC BY-SA 4.0,https://stackoverflow.com/questions/3144276/getting-options-text-value-in-java,Getting options text value in Java,,,,,
45,"['javascript', 'html-select', 'multiple-select']","{'account_id': 116220, 'reputation': 2603, 'user_id': 304853, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/8f98dc1bcffe9c3f394b78872ff258b8?s=256&d=identicon&r=PG', 'display_name': 'SoLoGHoST', 'link': 'https://stackoverflow.com/users/304853/sologhost'}",True,17232,3027587.0,4,8,1658094537,1276317510,1658094537.0,3027504,CC BY-SA 4.0,https://stackoverflow.com/questions/3027504/problem-with-multiple-select-removing-more-than-1-option,Problem with multiple select removing more than 1 option,,,,,
46,"['javascript', 'google-chrome', 'google-chrome-extension']","{'account_id': 45260, 'reputation': 63245, 'user_id': 133374, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/8337eb6c24313a1e0e81ecae24f20406?s=256&d=identicon&r=PG', 'display_name': 'Albert', 'link': 'https://stackoverflow.com/users/133374/albert'}",True,22784,25545790.0,5,7,1657836148,1277650805,1409735362.0,3127745,CC BY-SA 3.0,https://stackoverflow.com/questions/3127745/chrome-remove-window-border-decoration,Chrome: remove window border / decoration,,,,,
47,"['javascript', 'jquery', 'html', 'events', 'dom-events']","{'account_id': 4690, 'reputation': 50627, 'user_id': 7173, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/0e2e822d32a7ab3d7f0b7098d03b1d16?s=256&d=identicon&r=PG', 'display_name': 'Jason', 'link': 'https://stackoverflow.com/users/7173/jason'}",True,144190,3726743.0,26,217,1657721914,1275678655,1578782434.0,2977023,CC BY-SA 4.0,https://stackoverflow.com/questions/2977023/how-do-you-detect-the-clearing-of-a-search-html5-input,How do you detect the clearing of a &quot;search&quot; HTML5 input?,,,,,
48,"['javascript', 'jquery', 'tablesorter']","{'account_id': 110541, 'reputation': 506, 'user_id': 292473, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/f63df6d817e936bd280c444dc9ca9f1c?s=256&d=identicon&r=PG', 'display_name': 'vikitor', 'link': 'https://stackoverflow.com/users/292473/vikitor'}",True,9870,3094525.0,2,6,1657300389,1277219054,1657300389.0,3094423,CC BY-SA 4.0,https://stackoverflow.com/questions/3094423/how-can-i-restore-the-current-page-after-an-operation-with-jquery-tablesorter,How can I restore the current page after an operation with jQuery Tablesorter?,,,,,
