,tags,owner,is_answered,view_count,protected_date,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,migrated_from,locked_date
10,"['javascript', 'html', 'visibility']","{'user_type': 'does_not_exist', 'display_name': 'user1163722'}",True,561807,,9,131,1669472375,1330283913,1641595615.0,9456289,CC BY-SA 4.0,https://stackoverflow.com/questions/9456289/how-to-make-a-div-visible-and-invisible-with-javascript,How to make a DIV visible and invisible with JavaScript?,9456325.0,,,,
11,"['javascript', 'alert', 'url-redirection']","{'account_id': 1091682, 'reputation': 1580, 'user_id': 1086197, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/g5nfT.jpg?s=256&g=1', 'display_name': 'Ondrej', 'link': 'https://stackoverflow.com/users/1086197/ondrej'}",True,286776,,8,60,1669300343,1329911079,1525076506.0,9394131,CC BY-SA 3.0,https://stackoverflow.com/questions/9394131/go-to-url-after-ok-button-if-alert-is-pressed,Go to URL after OK button if alert is pressed,9394162.0,,,,
12,"['javascript', 'jquery', 'svg']","{'account_id': 120114, 'reputation': 2553, 'user_id': 312329, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/e7194d1d718e67da30b0a86bbad1fc72?s=256&d=identicon&r=PG', 'display_name': 'zeacuss', 'link': 'https://stackoverflow.com/users/312329/zeacuss'}",True,46810,,3,21,1669120294,1329239654,1587563449.0,9281199,CC BY-SA 4.0,https://stackoverflow.com/questions/9281199/adding-text-to-svg-document-in-javascript,adding Text to SVG document in javascript,9281755.0,,,,
13,"['javascript', 'roman-numerals']","{'account_id': 1062620, 'reputation': 1269, 'user_id': 1063928, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/c98582e687c91088764778b8151abaf3?s=256&d=identicon&r=PG', 'display_name': 'DD77', 'link': 'https://stackoverflow.com/users/1063928/dd77'}",True,171992,,92,84,1669067072,1328026933,1650408192.0,9083037,CC BY-SA 4.0,https://stackoverflow.com/questions/9083037/convert-a-number-into-a-roman-numeral-in-javascript,Convert a number into a Roman numeral in JavaScript,,,,,
14,['javascript'],"{'account_id': 385801, 'reputation': 3782, 'user_id': 743184, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/08e12bc9c2ef47b827787eff1bb0bf68?s=256&d=identicon&r=PG', 'display_name': 'Dave', 'link': 'https://stackoverflow.com/users/743184/dave'}",True,127555,,18,72,1668628188,1328293148,1328394207.0,9133500,CC BY-SA 3.0,https://stackoverflow.com/questions/9133500/how-to-find-a-node-in-a-tree-with-javascript,How to find a node in a tree with JavaScript,9133680.0,,,,
15,"['javascript', 'html', 'canvas']","{'account_id': 190259, 'reputation': 995, 'user_id': 1202565, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/0f5c6874dc1ffa99c8b7f05d2d1dd6ec?s=256&d=identicon&r=PG', 'display_name': 'Kerry', 'link': 'https://stackoverflow.com/users/1202565/kerry'}",True,176172,,6,76,1668515985,1329071796,1329079447.0,9251480,CC BY-SA 3.0,https://stackoverflow.com/questions/9251480/set-canvas-size-using-javascript,Set Canvas size using javascript,,,,,
16,"['javascript', 'jquery', 'html', 'css']","{'account_id': 1253830, 'reputation': 1771, 'user_id': 1213707, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9cced725e50f26d7a1acfa7887ee7eab?s=256&d=identicon&r=PG', 'display_name': 'user1213707', 'link': 'https://stackoverflow.com/users/1213707/user1213707'}",True,112173,,7,65,1668274843,1329501227,1438767973.0,9333044,CC BY-SA 3.0,https://stackoverflow.com/questions/9333044/how-to-hide-blinking-cursor-in-input-text,how to hide blinking cursor in input text?,,,,,
17,"['javascript', 'object', 'properties', 'literals', 'notation']","{'account_id': 1106290, 'reputation': 92, 'user_id': 1097610, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/9a2d3d1a55e8f156f7a1dccf14aa7f9c?s=256&d=identicon&r=PG', 'display_name': 'Stanislav Beremski', 'link': 'https://stackoverflow.com/users/1097610/stanislav-beremski'}",True,198,,1,0,1667875592,1330285397,1667875592.0,9456505,,https://stackoverflow.com/questions/9456505/javascript-can-i-define-a-property-of-an-object-using-another-property-belongin,JavaScript: Can I define a property of an object using another property belonging to the same object using literal notation?,,1330312897.0,exact duplicate,,
18,['javascript'],"{'account_id': 359594, 'reputation': 92408, 'user_id': 701092, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/lI4sr.jpg?s=256&g=1', 'display_name': 'David G', 'link': 'https://stackoverflow.com/users/701092/david-g'}",True,3013,,5,0,1667867243,1330187331,1330187854.0,9445773,CC BY-SA 3.0,https://stackoverflow.com/questions/9445773/javascript-separate-place-values-of-a-number,Javascript: separate place values of a number,9445811.0,,,,
19,"['javascript', 'asp.net', '.net', 'html']","{'account_id': 1215378, 'reputation': 2522, 'user_id': 1183088, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/eaa57863cd499773656be513bb4e1b83?s=256&d=identicon&r=PG', 'display_name': 'Jack M', 'link': 'https://stackoverflow.com/users/1183088/jack-m'}",True,34349,,1,3,1667824512,1329392913,1667824512.0,9310754,CC BY-SA 4.0,https://stackoverflow.com/questions/9310754/set-a-span-visible-and-invisible,Set a span visible and invisible,,,,,
20,"['javascript', 'html', 'fonts', 'size']","{'account_id': 1197335, 'reputation': 1042, 'user_id': 1168764, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/0f67465b28b24e6ae93119136bdb967d?s=256&d=identicon&r=PG', 'display_name': 'Max', 'link': 'https://stackoverflow.com/users/1168764/max'}",True,2085,,3,4,1667633837,1328879995,1378108279.0,9228417,CC BY-SA 3.0,https://stackoverflow.com/questions/9228417/calculate-letter-size-in-javascript,Calculate letter size in javascript,9228470.0,,,,
21,"['javascript', 'ios', 'titanium', 'titanium-mobile', 'commonjs']","{'account_id': 47296, 'reputation': 25717, 'user_id': 140037, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/49d0d2b5c8c942ae8934caed211fb920?s=256&d=identicon&r=PG', 'display_name': 'Brett Ryan', 'link': 'https://stackoverflow.com/users/140037/brett-ryan'}",True,2916,,3,5,1667542684,1330304385,1667542684.0,9458853,,https://stackoverflow.com/questions/9458853/what-is-the-correct-commonjs-structure-for-a-titanium-project,What is the correct CommonJS structure for a Titanium project?,9510966.0,1667483655.0,Not suitable for this site,,
22,"['javascript', 'jquery', 'jquery-events']","{'account_id': 159543, 'reputation': 69694, 'user_id': 379008, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://i.stack.imgur.com/Labo5.png?s=256&g=1', 'display_name': 'GibboK', 'link': 'https://stackoverflow.com/users/379008/gibbok'}",True,194,,1,2,1667426953,1328265442,1667426953.0,9127249,CC BY-SA 4.0,https://stackoverflow.com/questions/9127249/javascript-to-resize-a-browser-windows-when-it-has-dimension-x-or-y,Javascript to resize a browser windows when it has dimension x or y,9127356.0,,,,
23,"['javascript', 'arrays', 'loops', 'foreach', 'iteration']","{'account_id': 1161462, 'reputation': 57081, 'user_id': 1140876, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/35c44645d7729e6828f494f5e20d5909?s=256&d=identicon&r=PG', 'display_name': 'Dante1986', 'link': 'https://stackoverflow.com/users/1140876/dante1986'}",True,5100850,1396537395.0,40,5500,1667196150,1329486708,1667196150.0,9329446,CC BY-SA 4.0,https://stackoverflow.com/questions/9329446/loop-over-an-array-in-javascript,Loop over an array in JavaScript,9329476.0,,,,
24,"['javascript', 'timezone']","{'account_id': 927088, 'reputation': 839, 'user_id': 957651, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/03daf7b1ed91edc08c0601ab3b2fb9d1?s=256&d=identicon&r=PG', 'display_name': 'Douglas Mauch', 'link': 'https://stackoverflow.com/users/957651/douglas-mauch'}",True,24106,,4,14,1667049930,1329780315,,9369972,CC BY-SA 3.0,https://stackoverflow.com/questions/9369972/can-i-set-the-local-timezone-in-my-browser-via-javascript,Can I set the local timezone in my browser via Javascript?,9370143.0,,,,
25,"['javascript', 'html']","{'account_id': 49973, 'reputation': 28298, 'user_id': 148978, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/54465abdf9fc5e96488558decd6adba5?s=256&d=identicon&r=PG', 'display_name': 'DNB5brims', 'link': 'https://stackoverflow.com/users/148978/dnb5brims'}",True,30103,,4,48,1666809767,1329193986,,9271747,CC BY-SA 3.0,https://stackoverflow.com/questions/9271747/can-i-detect-the-user-viewable-area-on-the-browser,Can I detect the user viewable area on the browser?,9272017.0,,,,
26,"['javascript', 'arrays', 'sorting']","{'account_id': 255362, 'reputation': 2147, 'user_id': 535369, 'user_type': 'registered', 'accept_rate': 36, 'profile_image': 'https://www.gravatar.com/avatar/c8c50764c928e36e7c090e2064d4d514?s=256&d=identicon&r=PG', 'display_name': 'Leonardo Amigoni', 'link': 'https://stackoverflow.com/users/535369/leonardo-amigoni'}",True,62190,,10,99,1666280587,1328613410,1588761889.0,9175268,CC BY-SA 4.0,https://stackoverflow.com/questions/9175268/javascript-sort-function-sort-by-first-then-by-second,Javascript sort function. Sort by First then by Second,9175302.0,,,,
27,"['javascript', 'html', 'dom-manipulation']","{'account_id': 402775, 'reputation': 48326, 'user_id': 770127, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/fd06cefb959e4e9dfefb35621f4a993e?s=256&d=identicon&r=PG', 'display_name': 'ryanve', 'link': 'https://stackoverflow.com/users/770127/ryanve'}",True,37193,,6,28,1666231864,1328735447,1422808609.0,9201471,CC BY-SA 3.0,https://stackoverflow.com/questions/9201471/how-to-add-boolean-attribute-using-javascript,How to add boolean attribute using JavaScript,9201499.0,,,,
28,"['javascript', 'jquery', 'html', 'iframe']","{'account_id': 402543, 'reputation': 724, 'user_id': 769778, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/e66a15d1a3d4c54432327880cbb19b87?s=256&d=identicon&r=PG', 'display_name': 'GRY', 'link': 'https://stackoverflow.com/users/769778/gry'}",True,5219,,3,3,1665938125,1328825480,,9219606,CC BY-SA 3.0,https://stackoverflow.com/questions/9219606/document-ready-and-iframes,document.ready and iframes,9219882.0,,,,
29,"['javascript', 'html']","{'account_id': 459341, 'reputation': 385, 'user_id': 859751, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/3a5f104b4a02e36b6cf3fdc9fc4347ad?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sudhakar S', 'link': 'https://stackoverflow.com/users/859751/sudhakar-s'}",True,90674,,5,18,1665816261,1328092259,,9094299,CC BY-SA 3.0,https://stackoverflow.com/questions/9094299/issue-with-comparing-two-numbers-in-javascript,issue with comparing two numbers in javascript,9094367.0,,,,
30,"['javascript', 'node.js', 'express']","{'account_id': 445389, 'reputation': 2664, 'user_id': 837815, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/db555abfd0cd53c8f5a0a8253aa460f0?s=256&d=identicon&r=PG', 'display_name': 'Jude Calimbas', 'link': 'https://stackoverflow.com/users/837815/jude-calimbas'}",True,168106,,4,85,1665656510,1329360932,1658623557.0,9304888,CC BY-SA 4.0,https://stackoverflow.com/questions/9304888/how-to-get-data-passed-from-a-form-in-express-node-js,How to get data passed from a form in Express (Node.js),38763341.0,,,,
31,"['javascript', 'html', 'input']","{'account_id': 1173752, 'reputation': 605, 'user_id': 1150271, 'user_type': 'registered', 'accept_rate': 17, 'profile_image': 'https://www.gravatar.com/avatar/d50a973f18bc0bc0f9c7647b385a0bcb?s=256&d=identicon&r=PG', 'display_name': 'user1150271', 'link': 'https://stackoverflow.com/users/1150271/user1150271'}",True,173520,,11,55,1665445577,1328090834,1654684066.0,9093992,CC BY-SA 4.0,https://stackoverflow.com/questions/9093992/change-html-form-input-type-by-javascript,Change HTML form &#39;input&#39; type by JavaScript,,,,,
32,['javascript'],"{'account_id': 961660, 'reputation': 11658, 'user_id': 985895, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/d9f7caeecc3e26c496e4e78e6dee1885?s=256&d=identicon&r=PG', 'display_name': 'Jan Carlo Viray', 'link': 'https://stackoverflow.com/users/985895/jan-carlo-viray'}",True,49530,,10,91,1665429507,1329856598,1386581994.0,9384758,CC BY-SA 3.0,https://stackoverflow.com/questions/9384758/what-is-the-execution-context-in-javascript-exactly,What is the &#39;Execution Context&#39; in JavaScript exactly?,9384894.0,,,,
33,"['javascript', 'css', 'html']","{'account_id': 1128908, 'reputation': 1434, 'user_id': 1115454, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://graph.facebook.com/100001867519270/picture?type=large', 'display_name': 'Danish Iqbal', 'link': 'https://stackoverflow.com/users/1115454/danish-iqbal'}",True,167648,1457228303.0,5,55,1665427294,1330147849,,9441557,CC BY-SA 3.0,https://stackoverflow.com/questions/9441557/how-to-increase-browser-zoom-level-on-page-load,How to Increase browser zoom level on page load?,9441618.0,,,,
34,"['javascript', 'html-table']","{'account_id': 902632, 'reputation': 12861, 'user_id': 938350, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/d9fdcaaaa4a785964aee6c062a147936?s=256&d=identicon&r=PG', 'display_name': 'Jayyrus', 'link': 'https://stackoverflow.com/users/938350/jayyrus'}",False,7784,,3,0,1665165855,1329249036,1536693948.0,9283273,CC BY-SA 4.0,https://stackoverflow.com/questions/9283273/how-to-change-color-of-a-row-in-a-table,How to change color of a row in a table,,,,,
35,"['javascript', 'html', 'html5-audio']","{'account_id': 1172005, 'reputation': 11239, 'user_id': 1148973, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/wmJpB.jpg?s=256&g=1', 'display_name': 'rshea0', 'link': 'https://stackoverflow.com/users/1148973/rshea0'}",True,1320270,1561681982.0,22,936,1664699497,1330022946,1596140823.0,9419263,CC BY-SA 4.0,https://stackoverflow.com/questions/9419263/how-to-play-audio,How to play audio?,18628124.0,,,,
36,"['javascript', 'jquery', 'internet-explorer-8', 'css']","{'account_id': 1227369, 'reputation': 5949, 'user_id': 1192687, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/gjjbb.jpg?s=256&g=1', 'display_name': 'BurebistaRuler', 'link': 'https://stackoverflow.com/users/1192687/burebistaruler'}",True,78680,,16,36,1664534817,1330068630,1393443965.0,9426979,CC BY-SA 3.0,https://stackoverflow.com/questions/9426979/border-radius-for-ie8,Border Radius for IE8,,,,,
37,"['javascript', 'android', 'dom-events', 'onblur', 'onfocus']","{'account_id': 221936, 'reputation': 3280, 'user_id': 480191, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/7813538cbb1a963d36407469052878df?s=256&d=identicon&r=PG', 'display_name': 'istvan.halmen', 'link': 'https://stackoverflow.com/users/480191/istvan-halmen'}",False,8117,,2,21,1664528900,1329492130,1565776567.0,9330845,CC BY-SA 4.0,https://stackoverflow.com/questions/9330845/window-focus-and-blur-events-not-working-correctly-on-android-browser,Window focus and blur events not working correctly on Android browser,,,,,
38,"['javascript', 'eclipse', 'yui', 'eclipse-pdt', 'yui-compressor']","{'account_id': 169087, 'reputation': 10788, 'user_id': 754174, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/6f71fe1d06e288079619796162281465?s=256&d=identicon&r=PG', 'display_name': 'Redsandro', 'link': 'https://stackoverflow.com/users/754174/redsandro'}",True,7423,,4,4,1664382170,1329231217,1495540726.0,9279023,CC BY-SA 3.0,https://stackoverflow.com/questions/9279023/automate-eclipse-yui-compressor,Automate Eclipse &quot;Yui Compressor...&quot;,9280382.0,,,,
39,"['javascript', 'qt', 'qml']","{'account_id': 42356, 'reputation': 6215, 'user_id': 123367, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/eca5558915259ac2532d25f165b2067d?s=256&d=identicon&r=PG', 'display_name': 'Kobojunkie', 'link': 'https://stackoverflow.com/users/123367/kobojunkie'}",True,15997,,3,6,1664304445,1328355324,1328382505.0,9140549,CC BY-SA 3.0,https://stackoverflow.com/questions/9140549/how-to-position-a-component-at-the-top-of-all-my-qml-views,How to position a component at the top of all my QML views,,,,,
40,"['javascript', 'jquery', 'html']","{'account_id': 1215234, 'reputation': 305, 'user_id': 1182966, 'user_type': 'registered', 'accept_rate': 15, 'profile_image': 'https://www.gravatar.com/avatar/000c9d0fc87284ad5556e9ecd431fd25?s=256&d=identicon&r=PG', 'display_name': 'LovingMVC', 'link': 'https://stackoverflow.com/users/1182966/lovingmvc'}",False,13687,,9,1,1664266065,1329730905,1330451211.0,9358974,CC BY-SA 3.0,https://stackoverflow.com/questions/9358974/reset-dropdown-value-on-button-click,Reset Dropdown value on button click,,,,,
41,"['javascript', 'jquery', 'jquery-events']","{'account_id': 135429, 'reputation': 475, 'user_id': 338289, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://graph.facebook.com/656296364/picture?type=large', 'display_name': 'Nils', 'link': 'https://stackoverflow.com/users/338289/nils'}",True,4596,,1,2,1664232357,1329224638,1664232357.0,9277332,CC BY-SA 4.0,https://stackoverflow.com/questions/9277332/how-to-play-jquery-reel-to-a-specific-frame-and-stop-there,How to play jQuery Reel to a specific frame and stop there?,,,,,
42,"['javascript', 'css']","{'account_id': 890985, 'reputation': 3005, 'user_id': 929265, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/10162156862bfb52e921052edfdfff52?s=256&d=identicon&r=PG', 'display_name': 'www.amitpatil.me', 'link': 'https://stackoverflow.com/users/929265/www-amitpatil-me'}",True,624,,5,0,1663833668,1329983837,1329984186.0,9409099,CC BY-SA 3.0,https://stackoverflow.com/questions/9409099/how-to-align-text-and-image-verticle-middle-in-div,how to align text and image verticle middle in div,9409156.0,,,,
43,"['javascript', 'html', 'menu', 'navigation', 'dhtml']","{'account_id': 1229023, 'reputation': 21, 'user_id': 1193991, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d3c8b09711cd8c9edc3b5b12388ecb4d?s=256&d=identicon&r=PG', 'display_name': 'justin tirado', 'link': 'https://stackoverflow.com/users/1193991/justin-tirado'}",False,7503,,1,2,1663815875,1328597875,1404012833.0,9172180,CC BY-SA 3.0,https://stackoverflow.com/questions/9172180/simple-onclick-javascript-drop-down-navigation-without-using-switch-tab,Simple Onclick Javascript Drop Down Navigation without using switch / tab,,,,,
44,"['javascript', 'php', 'jquery', 'html']","{'account_id': 1096612, 'reputation': 557, 'user_id': 1090078, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/187041b82fd23ae29555123f4e9247c8?s=256&d=identicon&r=PG', 'display_name': 'Minucioso', 'link': 'https://stackoverflow.com/users/1090078/minucioso'}",True,59837,1573664448.0,11,35,1663772102,1328520945,1573665358.0,9158119,CC BY-SA 4.0,https://stackoverflow.com/questions/9158119/vies-vat-number-validation,VIES VAT number validation,9158409.0,,,,
45,"['javascript', 'arrays']","{'account_id': 141876, 'reputation': 3475, 'user_id': 349223, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/c0206ce79422017e0645ef8fb361c633?s=256&d=identicon&r=PG', 'display_name': 'Xtian', 'link': 'https://stackoverflow.com/users/349223/xtian'}",True,92660,,10,56,1663771801,1328636994,1548763892.0,9181188,CC BY-SA 4.0,https://stackoverflow.com/questions/9181188/splice-an-array-in-half-no-matter-the-size,"Splice an array in half, no matter the size?",9181246.0,,,,
46,"['javascript', 'rounding']","{'account_id': 452231, 'reputation': 10334, 'user_id': 848550, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/1c74af25dfdcc28dbdcd23ce6e5e7835?s=256&d=identicon&r=PG', 'display_name': 'Vitalii Ponomar', 'link': 'https://stackoverflow.com/users/848550/vitalii-ponomar'}",True,477486,,19,394,1663625830,1330262498,1496625187.0,9453421,CC BY-SA 3.0,https://stackoverflow.com/questions/9453421/how-to-round-float-numbers-in-javascript,How to round float numbers in javascript?,9453443.0,,,,
47,"['java', 'javascript', 'struts']","{'account_id': 336528, 'reputation': 2179, 'user_id': 664224, 'user_type': 'registered', 'accept_rate': 35, 'profile_image': 'https://www.gravatar.com/avatar/7911e648d9051b0a0059816b75b84df5?s=256&d=identicon&r=PG&f=1', 'display_name': 'p27', 'link': 'https://stackoverflow.com/users/664224/p27'}",False,7720,,1,0,1663574625,1329835982,,9379628,CC BY-SA 3.0,https://stackoverflow.com/questions/9379628/how-to-get-strut-htmlselect-value-in-java-script-in-jsp,how to get strut &lt;html:select&gt; value in java script in jsp,,,,,
48,"['javascript', 'jquery', 'css', 'dom']","{'account_id': 398291, 'reputation': 9936, 'user_id': 762889, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/62990be9191527cf0695a5838e832c11?s=256&d=identicon&r=PG', 'display_name': 'Jesse Atkinson', 'link': 'https://stackoverflow.com/users/762889/jesse-atkinson'}",True,284005,,17,128,1663337874,1328908162,1663337874.0,9234830,CC BY-SA 4.0,https://stackoverflow.com/questions/9234830/how-to-hide-a-option-in-a-select-menu-with-css,How to hide a &lt;option&gt; in a &lt;select&gt; menu with CSS?,9234883.0,,,,
