,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason,migrated_from,community_owned_date,locked_date
10,"['javascript', 'arrays']","{'account_id': 97661, 'reputation': 33184, 'user_id': 264795, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/78143ca7ef653da7a30bbdce650357c2?s=256&d=identicon&r=PG', 'display_name': 'MacMac', 'link': 'https://stackoverflow.com/users/264795/macmac'}",True,1461846,4090513.0,35,390,1667875678,1288809950,1612288968.0,4090491,CC BY-SA 4.0,https://stackoverflow.com/questions/4090491/how-to-get-the-first-element-of-an-array,How to get the first element of an array?,1662982781.0,,,,,
11,"['javascript', 'math', 'rounding']","{'account_id': 196647, 'reputation': 1485, 'user_id': 440201, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/a182aa5ed96e8f149318c17c5ccf8794?s=256&d=identicon&r=PG', 'display_name': 'Sten Van den Bergh', 'link': 'https://stackoverflow.com/users/440201/sten-van-den-bergh'}",True,306353,4098706.0,10,111,1667487823,1288886980,1371482649.0,4098685,CC BY-SA 3.0,https://stackoverflow.com/questions/4098685/rounding-numbers-to-2-digits-after-comma,Rounding numbers to 2 digits after comma,,,,,,
12,['javascript'],"{'account_id': 651492, 'reputation': 87, 'user_id': 442368, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/74541def42c280358a11baad384e1f96?s=256&d=identicon&r=PG', 'display_name': 'Arun', 'link': 'https://stackoverflow.com/users/442368/arun'}",True,6193,4132455.0,4,5,1667001994,1289294763,1644180803.0,4132116,CC BY-SA 4.0,https://stackoverflow.com/questions/4132116/how-to-convert-hijari-date-into-gregorian-date-in-javascript,how to convert Hijari date into Gregorian date in javascript?,,,,,,
13,"['javascript', 'string', 'function']","{'account_id': 227718, 'reputation': 1287, 'user_id': 489556, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/ee1048793d9fec6ef95a5a7c6790ab1b?s=256&d=identicon&r=PG', 'display_name': 'Greener', 'link': 'https://stackoverflow.com/users/489556/greener'}",False,2216,,4,1,1666932452,1288832761,,4093070,CC BY-SA 2.5,https://stackoverflow.com/questions/4093070/using-a-generic-prompt-function-to-get-data-for-several-variables-and-change-the,Using a generic prompt function to get data for several variables and change the prompt message each time,,,,,,
14,"['javascript', 'node.js', 'mongodb', 'mongoose']","{'account_id': 53354, 'reputation': 8808, 'user_id': 159478, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/701f4a931bb6873408ffd3311aaf9457?s=256&d=identicon&r=PG', 'display_name': 'Philippe Rath&#233;', 'link': 'https://stackoverflow.com/users/159478/philippe-rath%c3%a9'}",True,432201,,20,227,1666924228,1290990596,1607847338.0,4299991,CC BY-SA 4.0,https://stackoverflow.com/questions/4299991/how-to-sort-in-mongoose,How to sort in mongoose?,,,,,,
15,"['javascript', 'html', 'onclick']","{'account_id': 240243, 'reputation': 11829, 'user_id': 510360, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/3f8cf64d775c021955ae18d6741bd66d?s=256&d=identicon&r=PG', 'display_name': 'Mohamed Saligh', 'link': 'https://stackoverflow.com/users/510360/mohamed-saligh'}",True,47908,4295691.0,5,8,1666913876,1290925392,1666913876.0,4295679,CC BY-SA 4.0,https://stackoverflow.com/questions/4295679/can-i-have-onclick-event-for-h1-to-h6-tags,Can I have onClick() event for &lt;h1&gt; to &lt;h6&gt; tags?,,,,,,
16,"['javascript', 'wordpress', 'plugins']","{'account_id': 91154, 'reputation': 1082, 'user_id': 250471, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/2906000abfaf2c8c3230eebb949ab864?s=256&d=identicon&r=PG', 'display_name': 'Trez', 'link': 'https://stackoverflow.com/users/250471/trez'}",True,116464,,5,43,1666859667,1290137826,1399839214.0,4221870,CC BY-SA 3.0,https://stackoverflow.com/questions/4221870/how-to-put-my-javascript-in-the-footer,How to put my javascript in the footer,,,,,,
17,"['javascript', 'node.js', 'commonjs']","{'account_id': 113967, 'reputation': 7369, 'user_id': 299920, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/Vt7Eu.jpg?s=256&g=1', 'display_name': 'theosp', 'link': 'https://stackoverflow.com/users/299920/theosp'}",True,108793,5197219.0,23,178,1666623601,1290166899,1568658704.0,4224606,CC BY-SA 4.0,https://stackoverflow.com/questions/4224606/how-to-check-whether-a-script-is-running-under-node-js,How to check whether a script is running under Node.js?,,,,,,
18,"['javascript', 'django', 'templatetags']","{'account_id': 232690, 'reputation': 71, 'user_id': 497704, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/41a0df800db9913709e75905564da9d4?s=256&d=identicon&r=PG&f=1', 'display_name': 'isolationism', 'link': 'https://stackoverflow.com/users/497704/isolationism'}",True,4618,6419165.0,4,3,1666381637,1288905174,,4101458,CC BY-SA 2.5,https://stackoverflow.com/questions/4101458/how-to-put-javascript-at-the-bottom-of-django-pages-when-using-templatetags,How to put JavaScript at the bottom of Django pages when using templatetags?,,,,,,
19,"['javascript', 'settimeout']","{'account_id': 118203, 'reputation': 1795, 'user_id': 309054, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/a5479c1d8fb8bf4348312f75e4ddb1df?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nathan', 'link': 'https://stackoverflow.com/users/309054/nathan'}",True,84923,4122317.0,11,64,1665945926,1289205212,1377198787.0,4122268,CC BY-SA 3.0,https://stackoverflow.com/questions/4122268/using-settimeout-synchronously-in-javascript,using setTimeout synchronously in JavaScript,,,,,,
20,"['javascript', 'global-variables']","{'account_id': 761655, 'reputation': 381, 'user_id': 503418, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/34f3f334267a46065243cbe8640ac433?s=256&d=identicon&r=PG', 'display_name': 'StaceyI', 'link': 'https://stackoverflow.com/users/503418/staceyi'}",True,28543,,6,27,1665807765,1289403354,1289420887.0,4146124,CC BY-SA 2.5,https://stackoverflow.com/questions/4146124/naming-formatting-standard-for-global-variables,Naming/formatting standard for global variables,,,,,,
21,"['javascript', 'sinatra']","{'account_id': 39950, 'reputation': 1891, 'user_id': 115500, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/d36c9cbb809d47fd9928a68a4f88b348?s=256&d=identicon&r=PG', 'display_name': 'Kenny Peng', 'link': 'https://stackoverflow.com/users/115500/kenny-peng'}",True,73760,4209725.0,10,28,1665773947,1290030790,,4209527,CC BY-SA 2.5,https://stackoverflow.com/questions/4209527/sending-parsing-multiple-json-objects,Sending/Parsing multiple JSON objects,,,,,,
22,"['javascript', 'jquery', 'ajax', 'json', 'jsonp']","{'account_id': 238885, 'reputation': 51, 'user_id': 508096, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/87cadf5907056b6e35c08ae48136f2b8?s=256&d=identicon&r=PG', 'display_name': 'user508096', 'link': 'https://stackoverflow.com/users/508096/user508096'}",True,188,,4,0,1665615205,1289816523,1665615205.0,4183389,CC BY-SA 4.0,https://stackoverflow.com/questions/4183389/working-with-a-json-file-and-javascript,Working with a JSON file and Javascript,,,,,,
23,"['javascript', 'google-api', 'google-sheets-api', 'google-data-api', 'google-api-js-client']","{'account_id': 153306, 'reputation': 11304, 'user_id': 368472, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/MvpHJ.jpg?s=256&g=1', 'display_name': 'Pratik', 'link': 'https://stackoverflow.com/users/368472/pratik'}",True,182069,4819993.0,12,116,1665377845,1289387952,1550369408.0,4143901,CC BY-SA 4.0,https://stackoverflow.com/questions/4143901/how-can-i-access-google-sheet-spreadsheets-only-with-javascript,How can I access Google Sheet spreadsheets only with Javascript?,1522333190.0,,,,,
24,"['javascript', 'regex', 'case']","{'account_id': 154382, 'reputation': 39630, 'user_id': 370286, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/rPJbv.jpg?s=256&g=1', 'display_name': 'Blowsie', 'link': 'https://stackoverflow.com/users/370286/blowsie'}",True,62616,4068586.0,5,38,1664998090,1288611983,1309344805.0,4068573,CC BY-SA 3.0,https://stackoverflow.com/questions/4068573/convert-string-to-pascal-case-aka-uppercamelcase-in-javascript,Convert string to Pascal Case (aka UpperCamelCase) in Javascript,1372322507.0,,,,,
25,"['javascript', 'jquery', 'return-value', 'getjson']","{'account_id': 239295, 'reputation': 93, 'user_id': 508785, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/753c8b00c68e5513410f904dcf069481?s=256&d=identicon&r=PG', 'display_name': 'Gareth', 'link': 'https://stackoverflow.com/users/508785/gareth'}",True,40023,4200651.0,4,9,1664966469,1289956242,1331700061.0,4200641,CC BY-SA 3.0,https://stackoverflow.com/questions/4200641/how-to-return-a-value-from-a-function-that-calls-getjson,How to return a value from a function that calls $.getJSON?,,,,,,
26,"['javascript', 'jquery', 'ajax', 'image', 'jquery-load']","{'account_id': 15905, 'reputation': 6047, 'user_id': 34096, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/62941756ae6ddc0c3e98b9f7080d38ae?s=256&d=identicon&r=PG', 'display_name': 'Arief', 'link': 'https://stackoverflow.com/users/34096/arief'}",True,265032,4285068.0,11,146,1664542374,1290772286,1491991943.0,4285042,CC BY-SA 3.0,https://stackoverflow.com/questions/4285042/asynchronously-load-images-with-jquery,Asynchronously load images with jQuery,,,,,,
27,"['javascript', 'html', 'jquery']","{'account_id': 74733, 'reputation': 1841, 'user_id': 214595, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b9454172e4890ef86527dc104d12cb42?s=256&d=identicon&r=PG', 'display_name': 'ika', 'link': 'https://stackoverflow.com/users/214595/ika'}",True,94956,4106910.0,16,146,1664480303,1288967309,1595406337.0,4106809,CC BY-SA 4.0,https://stackoverflow.com/questions/4106809/how-can-i-change-an-elements-text-without-changing-its-child-elements,How can I change an element&#39;s text without changing its child elements?,,,,,,
28,"['javascript', 'css', 'dom']","{'account_id': 233945, 'reputation': 7297, 'user_id': 499773, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/gK4gb.png?s=256&g=1', 'display_name': 'U.P', 'link': 'https://stackoverflow.com/users/499773/u-p'}",True,746,,2,2,1664474918,1289290177,,4131573,,https://stackoverflow.com/questions/4131573/how-to-determine-css-selector-on-a-dom-object,How to Determine CSS selector on a DOM object?,,1664474910.0,Duplicate,,,
29,"['javascript', 'jquery', 'html5-video']","{'account_id': 234858, 'reputation': 2159, 'user_id': 501285, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/9d256ebac1627ef947b5ac7afeabe10f?s=256&d=identicon&r=PG', 'display_name': 'Elliot', 'link': 'https://stackoverflow.com/users/501285/elliot'}",True,128428,4129189.0,7,126,1664448859,1289258734,1514751582.0,4129102,CC BY-SA 3.0,https://stackoverflow.com/questions/4129102/html5-video-dimensions,HTML5 Video Dimensions,,,,,,
30,"['javascript', 'asp.net', 'html']","{'account_id': 23388, 'reputation': 36125, 'user_id': 58553, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/65bbe054348e2bc151413b9582e423ea?s=256&d=identicon&r=PG', 'display_name': 'Peter', 'link': 'https://stackoverflow.com/users/58553/peter'}",True,71667,4096199.0,5,38,1664387104,1288870151,,4096170,CC BY-SA 2.5,https://stackoverflow.com/questions/4096170/button-with-no-postback,button with no postback?,,,,,,
31,"['javascript', 'textselection']","{'account_id': 10809, 'reputation': 94921, 'user_id': 20578, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/idUMq.jpg?s=256&g=1', 'display_name': 'Paul D. Waite', 'link': 'https://stackoverflow.com/users/20578/paul-d-waite'}",True,23621,65899396.0,2,30,1664211529,1289816605,1289817032.0,4183401,CC BY-SA 2.5,https://stackoverflow.com/questions/4183401/can-you-set-and-or-change-the-user-s-text-selection-in-javascript,Can you set and/or change the user’s text selection in JavaScript?,,,,,,
32,"['javascript', 'url']","{'account_id': 186561, 'reputation': 3460, 'user_id': 424044, 'user_type': 'registered', 'accept_rate': 41, 'profile_image': 'https://www.gravatar.com/avatar/1887d9d17ddd1a2734702f1c1183f1cd?s=256&d=identicon&r=PG', 'display_name': 'DazManCat', 'link': 'https://stackoverflow.com/users/424044/dazmancat'}",True,367968,4163892.0,14,142,1664196520,1289559088,1550651841.0,4163879,CC BY-SA 4.0,https://stackoverflow.com/questions/4163879/call-javascript-function-from-url-address-bar,Call Javascript function from URL/address bar,,,,,,
33,"['javascript', 'google-api', 'google-translate']","{'account_id': 166991, 'reputation': 2125, 'user_id': 391496, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/8636f5ce1a15f28b2b97426bcb425a5f?s=256&d=identicon&r=PG', 'display_name': 'Dananjaya', 'link': 'https://stackoverflow.com/users/391496/dananjaya'}",True,1558,4245509.0,2,1,1663750029,1290429792,,4245491,CC BY-SA 2.5,https://stackoverflow.com/questions/4245491/google-api-key-for-local-testing,Google API Key for Local Testing,,,,,,
34,['javascript'],"{'account_id': 49901, 'reputation': 1019, 'user_id': 148718, 'user_type': 'registered', 'accept_rate': 39, 'profile_image': 'https://www.gravatar.com/avatar/0669909e23c39a648c28ea23c0b114d6?s=256&d=identicon&r=PG', 'display_name': 'Haris', 'link': 'https://stackoverflow.com/users/148718/haris'}",True,12870,,2,26,1663693708,1289727128,,4176923,CC BY-SA 2.5,https://stackoverflow.com/questions/4176923/html-of-selected-text,HTML of selected text,,,,,,
35,['javascript'],"{'account_id': 141933, 'reputation': 7538, 'user_id': 349308, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/fd81823084eaaf1c7021d50165429104?s=256&d=identicon&r=PG', 'display_name': 'tempid', 'link': 'https://stackoverflow.com/users/349308/tempid'}",True,369468,4187164.0,44,279,1663626556,1289842277,1516275319.0,4187146,CC BY-SA 3.0,https://stackoverflow.com/questions/4187146/truncate-number-to-two-decimal-places-without-rounding,Truncate number to two decimal places without rounding,1557964779.0,,,,,
36,"['javascript', 'math', 'modulo', 'integer-division']","{'account_id': 55331, 'reputation': 165547, 'user_id': 165673, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/e43e620f96a26bf6ee7fa70750c0302a?s=256&d=identicon&r=PG', 'display_name': 'Yarin', 'link': 'https://stackoverflow.com/users/165673/yarin'}",True,1052081,4228376.0,18,1250,1663608265,1290192793,1617114034.0,4228356,CC BY-SA 4.0,https://stackoverflow.com/questions/4228356/how-to-perform-an-integer-division-and-separately-get-the-remainder-in-javascr,"How to perform an integer division, and separately get the remainder, in JavaScript?",,,,,,
37,"['javascript', 'html', 'jquery', 'css', 'html-select']","{'account_id': 128620, 'reputation': 1674, 'user_id': 326609, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/16338b56a6f669846e765ceb84987820?s=256&d=identicon&r=PG', 'display_name': 'Ozgur', 'link': 'https://stackoverflow.com/users/326609/ozgur'}",True,5060,4240393.0,4,0,1663327490,1290373891,1663327490.0,4240385,CC BY-SA 4.0,https://stackoverflow.com/questions/4240385/getting-the-height-of-an-option-element,Getting the height of an option element?,,,,,,
38,"['javascript', 'appendchild']","{'account_id': 234876, 'reputation': 1263, 'user_id': 501312, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/b6f621a707853714a3c6a35b5ab2343b?s=256&d=identicon&r=PG', 'display_name': 'Chris', 'link': 'https://stackoverflow.com/users/501312/chris'}",True,15939,4222199.0,2,19,1663165916,1290142344,,4222186,CC BY-SA 2.5,https://stackoverflow.com/questions/4222186/using-appendchild-multiple-times-with-the-same-node-in-js,Using appendChild multiple times with the same node in JS,,,,,,
39,"['javascript', 'replace', 'substring', 'substr', 'indexof']","{'account_id': 87653, 'reputation': 117086, 'user_id': 242933, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/7e6e0e2b73358e47e0b7f83f8111f75b?s=256&d=identicon&r=PG', 'display_name': 'ma11hew28', 'link': 'https://stackoverflow.com/users/242933/ma11hew28'}",True,423609,4250414.0,27,460,1663128735,1290461048,1455207083.0,4250364,CC BY-SA 3.0,https://stackoverflow.com/questions/4250364/how-to-trim-a-file-extension-from-a-string-in-javascript,How to trim a file extension from a String in JavaScript?,,,,,,
40,"['javascript', 'jquery']","{'account_id': 234791, 'reputation': 5644, 'user_id': 501173, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/e2f0c2f013205c397a7b00bc3012a027?s=256&d=identicon&r=PG', 'display_name': '422', 'link': 'https://stackoverflow.com/users/501173/422'}",True,7932,4175814.0,1,4,1663086733,1289698769,,4175720,CC BY-SA 2.5,https://stackoverflow.com/questions/4175720/format-number-to-price,format number to price,,,,,,
41,"['javascript', 'jquery', 'select', 'show-hide']","{'account_id': 657189, 'reputation': 613, 'user_id': 470475, 'user_type': 'unregistered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/dcb7d91a05266af159219b1fbc33b46c?s=256&d=identicon&r=PG', 'display_name': 'Alex', 'link': 'https://stackoverflow.com/users/470475/alex'}",True,2697,4160259.0,2,1,1662830062,1289517569,1662830062.0,4160234,CC BY-SA 4.0,https://stackoverflow.com/questions/4160234/jquery-if-select-has-option-1-show-div,Jquery : If select has option 1 show div,,,,,,
42,"['javascript', 'html', 'templates', 'client-side', 'tiles']","{'account_id': 14956, 'reputation': 29612, 'user_id': 31141, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/77247436faa03c2088a819938b27cb3b?s=256&d=identicon&r=PG', 'display_name': 'Marko', 'link': 'https://stackoverflow.com/users/31141/marko'}",True,4703,4073418.0,4,8,1662760530,1288648138,1288648707.0,4073375,CC BY-SA 2.5,https://stackoverflow.com/questions/4073375/pure-html-javascript-client-side-templating,Pure HTML + JavaScript client side templating,,,,,,
43,"['javascript', 'ajax', 'serialization']","{'account_id': 198975, 'reputation': 16780, 'user_id': 443966, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/c126ccb3b6cc4c87d127d2229340e754?s=256&d=identicon&r=PG', 'display_name': 'guilin 桂林', 'link': 'https://stackoverflow.com/users/443966/guilin-%e6%a1%82%e6%9e%97'}",False,7993,,2,11,1662706820,1288763758,1429102944.0,4084536,CC BY-SA 3.0,https://stackoverflow.com/questions/4084536/javascript-how-to-serialize-form-data-to-string-without-jquery-or-other-librari,javascript: how to serialize form data to string without jquery or other libraries,,,,,,
44,"['javascript', 'cryptography']","{'account_id': 87908, 'reputation': 20961, 'user_id': 243494, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/d6ef22e57b3c666a09195f9fb777fe44?s=256&d=identicon&r=PG', 'display_name': 'Kyle', 'link': 'https://stackoverflow.com/users/243494/kyle'}",True,64188,4083268.0,9,92,1662653926,1288743103,,4083204,CC BY-SA 2.5,https://stackoverflow.com/questions/4083204/secure-random-numbers-in-javascript,Secure random numbers in javascript?,,,,,,
45,"['javascript', 'json', 'string', 'object']","{'account_id': 67321, 'reputation': 59511, 'user_id': 197036, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/9ceba53b9e84cd835c0f2bd2790d5adb?s=256&d=identicon&r=PG', 'display_name': 'Bin Chen', 'link': 'https://stackoverflow.com/users/197036/bin-chen'}",True,1725966,4162803.0,23,1347,1662382125,1289550050,1571240523.0,4162749,CC BY-SA 4.0,https://stackoverflow.com/questions/4162749/convert-js-object-to-json-string,Convert JS object to JSON string,1472023962.0,,,,,
46,"['javascript', 'html', 'dom-events']","{'account_id': 231071, 'reputation': 341, 'user_id': 495083, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/e5bd9e6b68d04b7d53593a3a49cfe2e5?s=256&d=identicon&r=PG', 'display_name': 'Kevin Z', 'link': 'https://stackoverflow.com/users/495083/kevin-z'}",True,2949,4083117.0,3,4,1662375564,1288740692,1662375564.0,4083022,CC BY-SA 4.0,https://stackoverflow.com/questions/4083022/getting-javascript-to-display-div-based-on-text-field,Getting JavaScript to display div based on text field,,,,,,
47,"['javascript', 'html', 'dom-events']","{'account_id': 78737, 'reputation': 28690, 'user_id': 223863, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/d1a3555e8c2b5b97629857352b0d6706?s=256&d=identicon&r=PG', 'display_name': 'Exitos', 'link': 'https://stackoverflow.com/users/223863/exitos'}",True,245,4269342.0,3,0,1662375418,1290617395,1662375418.0,4269310,CC BY-SA 4.0,https://stackoverflow.com/questions/4269310/what-does-this-html-mean,What does this html mean?,,,,,,
48,"['javascript', 'html', 'dom-events']","{'account_id': 25928, 'reputation': 39459, 'user_id': 67063, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/a49d03f5d148ec0952bb22a6e9ae6305?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tony the Pony', 'link': 'https://stackoverflow.com/users/67063/tony-the-pony'}",True,259,4277153.0,4,2,1662363363,1290688718,1662363363.0,4277143,CC BY-SA 4.0,https://stackoverflow.com/questions/4277143/can-i-put-a-script-at-the-bottom-of-a-web-page-but-call-it-from-the-top,"Can I put a script at the bottom of a web page, but call it from the top?",,,,,,
