,tags,owner,is_answered,view_count,protected_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,community_owned_date,locked_date,migrated_from
10,"['javascript', 'jquery', 'jquery-events']","{'account_id': 11809, 'reputation': 6935, 'user_id': 22962, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/17559fbf4c8f5c61849fe99cd5bd99fa?s=256&d=identicon&r=PG', 'display_name': 'Ei Maung', 'link': 'https://stackoverflow.com/users/22962/ei-maung'}",True,37221,,1859179.0,5,8,1667501107,1260181998,1667501107.0,1859171,CC BY-SA 4.0,https://stackoverflow.com/questions/1859171/jquery-check-if-onclick-exists-on-element,jQuery check if onClick exists on element,,,,,
11,"['javascript', 'jquery', 'regex']","{'account_id': 50010, 'reputation': 105588, 'user_id': 149080, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/685eca46bfebf9233cc276b415a74ddb?s=256&d=identicon&r=PG', 'display_name': 'AnApprentice', 'link': 'https://stackoverflow.com/users/149080/anapprentice'}",True,639173,1661081597.0,1981366.0,26,731,1667462449,1262194138,1462292059.0,1981349,CC BY-SA 3.0,https://stackoverflow.com/questions/1981349/regex-to-replace-multiple-spaces-with-a-single-space,Regex to replace multiple spaces with a single space,,,,,
12,"['javascript', 'data-structures', 'intersection']","{'account_id': 52614, 'reputation': 123677, 'user_id': 157237, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/7c6b50948624b1ccfba1872bc82ecaed?s=256&d=identicon&r=PG', 'display_name': 'Peter', 'link': 'https://stackoverflow.com/users/157237/peter'}",True,700785,1558657695.0,1885569.0,40,934,1666978923,1260500644,1386391251.0,1885557,CC BY-SA 3.0,https://stackoverflow.com/questions/1885557/simplest-code-for-array-intersection-in-javascript,Simplest code for array intersection in javascript,,,,,
13,"['javascript', 'object']","{'account_id': 575733, 'reputation': 13, 'user_id': 229537, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/52fc670acdcab8c19aee1316463c21cb?s=256&d=identicon&r=PG', 'display_name': 'Chris', 'link': 'https://stackoverflow.com/users/229537/chris'}",True,1194,,1887245.0,1,1,1666732033,1260527796,,1887212,CC BY-SA 2.5,https://stackoverflow.com/questions/1887212/javascript-extend-objects-in-variable,Javascript extend objects in variable,,,,,
14,"['javascript', 'html', 'validation']","{'account_id': 68054, 'reputation': 2235, 'user_id': 198799, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/59021b76486b1f8e76295e9e8eb767fb?s=256&d=identicon&r=PG', 'display_name': 'CFUser', 'link': 'https://stackoverflow.com/users/198799/cfuser'}",True,269726,,1910088.0,10,104,1666695027,1260907288,1634139723.0,1909992,CC BY-SA 4.0,https://stackoverflow.com/questions/1909992/how-to-get-old-value-with-onchange-event-in-text-box,How to get old Value with onchange() event in text box,,,,,
15,"['javascript', 'node.js']","{'account_id': 16510, 'reputation': 8985, 'user_id': 36047, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/cd6b7b44ae01daa8af45d71909e3abcf?s=256&d=identicon&r=PG', 'display_name': 'disc0dancer', 'link': 'https://stackoverflow.com/users/36047/disc0dancer'}",True,433925,1666702052.0,14406029.0,31,551,1666511166,1262045329,1533537378.0,1972242,CC BY-SA 4.0,https://stackoverflow.com/questions/1972242/how-to-auto-reload-files-in-node-js,How to auto-reload files in Node.js?,,,,,
16,['javascript'],"{'account_id': 48869, 'reputation': 82040, 'user_id': 145346, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/9df80e51701bd6a791383150038d09e1?s=256&d=identicon&r=PG', 'display_name': 'Mottie', 'link': 'https://stackoverflow.com/users/145346/mottie'}",True,233153,,1828934.0,7,64,1666169733,1259701517,1543568544.0,1828924,CC BY-SA 4.0,https://stackoverflow.com/questions/1828924/array-inside-a-javascript-object,Array inside a JavaScript Object?,,,,,
17,['javascript'],"{'account_id': 56231, 'reputation': 3950, 'user_id': 168414, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/548f6e41d392cf763a0cce75f5b2d510?s=256&d=identicon&r=PG', 'display_name': 'subash', 'link': 'https://stackoverflow.com/users/168414/subash'}",True,10579,,1914202.0,5,3,1666076190,1260964001,1309146200.0,1914186,CC BY-SA 3.0,https://stackoverflow.com/questions/1914186/how-to-calculate-years-and-months-between-two-dates-in-javascript,How to calculate years and months between two dates in Javascript?,,,,,
18,"['javascript', 'jquery', 'css', 'xhtml']","{'account_id': 30799, 'reputation': 144745, 'user_id': 84201, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/5cce99e9bf6154703d8ecdf474a750bd?s=256&d=identicon&r=PG', 'display_name': 'Jitendra Vyas', 'link': 'https://stackoverflow.com/users/84201/jitendra-vyas'}",True,50112,1316145607.0,1897468.0,6,20,1665996948,1260725814,1395670413.0,1897129,CC BY-SA 3.0,https://stackoverflow.com/questions/1897129/how-to-convert-unordered-list-into-nicely-styled-select-dropdown-using-jquery,How to convert unordered list into nicely styled &lt;select&gt; dropdown using jquery?,,,,,
19,"['javascript', 'jquery', 'colors', 'selection', 'color-picker']","{'account_id': 63368, 'reputation': 435908, 'user_id': 187606, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/zzxoB.jpg?s=256&g=1', 'display_name': 'Pekka', 'link': 'https://stackoverflow.com/users/187606/pekka'}",True,64604,,1936084.0,12,83,1665751267,1261320152,1489338045.0,1936021,CC BY-SA 3.0,https://stackoverflow.com/questions/1936021/javascript-eyedropper-tell-color-of-pixel-under-mouse-cursor,JavaScript eyedropper (tell color of pixel under mouse cursor),,,,,
20,"['javascript', 'http', 'http-headers', 'if-modified-since']","{'account_id': 36352, 'reputation': 5679, 'user_id': 103644, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/be1d91832acec1132cacc7c19eb8cea2?s=256&d=identicon&r=PG', 'display_name': 'David Maymudes', 'link': 'https://stackoverflow.com/users/103644/david-maymudes'}",True,1917,,,9,4,1665605246,1260819700,1495541361.0,1903011,CC BY-SA 3.0,https://stackoverflow.com/questions/1903011/refresh-image-with-javascript-but-only-if-changed-on-server,"Refresh image with Javascript, but only if changed on server",,,,,
21,"['javascript', 'google-chrome', 'google-chrome-extension']","{'user_type': 'does_not_exist', 'display_name': 'user230054'}",True,59068,,1894953.0,4,53,1665333135,1260577625,1539074403.0,1891738,CC BY-SA 4.0,https://stackoverflow.com/questions/1891738/how-to-modify-current-url-location-in-chrome-via-extensions,How to modify current url location in chrome via extensions,,,,,
22,"['javascript', 'shell', 'command-line']","{'account_id': 38907, 'reputation': 52264, 'user_id': 111988, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://i.stack.imgur.com/fr2X6.jpg?s=256&g=1', 'display_name': 'Sunil Kumar Sahoo', 'link': 'https://stackoverflow.com/users/111988/sunil-kumar-sahoo'}",True,593709,,,15,194,1665070131,1260442440,1632160199.0,1880198,CC BY-SA 4.0,https://stackoverflow.com/questions/1880198/how-to-execute-shell-command-in-javascript,How to execute shell command in Javascript,,,,,
23,"['javascript', 'datetime', 'datediff']","{'account_id': 69936, 'reputation': 1101, 'user_id': 203229, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://www.gravatar.com/avatar/810b9814becda187dd8abe7051390e99?s=256&d=identicon&r=PG', 'display_name': 'Saranya', 'link': 'https://stackoverflow.com/users/203229/saranya'}",True,139868,,1968175.0,8,76,1664524591,1261980142,1343115533.0,1968167,CC BY-SA 3.0,https://stackoverflow.com/questions/1968167/difference-between-dates-in-javascript,Difference between dates in JavaScript,,,,,
24,"['javascript', 'jquery', 'html', 'dom', 'loader']","{'account_id': 36753, 'reputation': 11500, 'user_id': 104934, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/fe49a95df2092f4aeea67853d6c1d66f?s=256&d=identicon&r=PG', 'display_name': 'Shadi Almosri', 'link': 'https://stackoverflow.com/users/104934/shadi-almosri'}",True,787440,1400531946.0,,13,201,1663292276,1260051853,1592817948.0,1853662,CC BY-SA 4.0,https://stackoverflow.com/questions/1853662/how-to-show-page-loading-div-until-the-page-has-finished-loading,How to show Page Loading div until the page has finished loading?,,,,,
25,"['javascript', 'jquery', 'jquery-events']","{'account_id': 19528, 'reputation': 552, 'user_id': 45840, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c20b029cb2df471f458915068a412765?s=256&d=identicon&r=PG', 'display_name': 'fredz', 'link': 'https://stackoverflow.com/users/45840/fredz'}",True,1827,,,4,1,1663273884,1262111409,1663273884.0,1976118,CC BY-SA 4.0,https://stackoverflow.com/questions/1976118/how-to-get-the-onclick-attribute-event-return-value-in-property-event,How to get the onclick &quot;attribute event&quot; return value in &quot;property event&quot;?,,,,,
26,"['javascript', 'html-select', 'internet-explorer-6']","{'account_id': 5976, 'reputation': 85548, 'user_id': 9859, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/KEZOL.jpg?s=256&g=1', 'display_name': 'rampion', 'link': 'https://stackoverflow.com/users/9859/rampion'}",True,2153,,1849992.0,3,1,1663152108,1259962937,1663152108.0,1849828,CC BY-SA 4.0,https://stackoverflow.com/questions/1849828/is-it-possible-to-get-the-value-of-a-dom-select-element-in-ie6,Is it possible to get the value of a DOM select element in IE6?,,,,,
27,"['javascript', 'global-variables']","{'account_id': 22166, 'reputation': 80578, 'user_id': 54420, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/ac11bb0472c37bf41ca166ec849d3a02?s=256&d=identicon&r=PG', 'display_name': 'Josh Stodola', 'link': 'https://stackoverflow.com/users/54420/josh-stodola'}",True,80098,,1841941.0,13,89,1662943835,1259865015,1392245592.0,1841916,CC BY-SA 3.0,https://stackoverflow.com/questions/1841916/how-to-avoid-global-variables-in-javascript,How to avoid global variables in JavaScript?,,,,,
28,"['javascript', 'jquery', 'scroll']","{'account_id': 23095, 'reputation': 4273, 'user_id': 57626, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/3b2319bbc1b3531865eed255a5f34a33?s=256&d=identicon&r=PG', 'display_name': 'Pridkett', 'link': 'https://stackoverflow.com/users/57626/pridkett'}",True,27400,,1836841.0,2,19,1662852646,1259781795,,1835219,CC BY-SA 2.5,https://stackoverflow.com/questions/1835219/is-there-an-event-that-fires-on-changes-to-scrollheight-or-scrollwidth-in-jquery,Is there an event that fires on changes to scrollHeight or scrollWidth in jQuery?,,,,,
29,"['javascript', 'jquery', 'events', 'html-select']","{'account_id': 11297, 'reputation': 127535, 'user_id': 21709, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/3ea9c684a2db319df788cecc6c98f9cd?s=256&d=identicon&r=PG', 'display_name': 'Philip Morton', 'link': 'https://stackoverflow.com/users/21709/philip-morton'}",True,40802,,1953093.0,6,30,1662556146,1261578092,1662556146.0,1953063,CC BY-SA 4.0,https://stackoverflow.com/questions/1953063/detect-when-a-specific-option-is-selected-with-jquery,Detect when a specific &lt;option&gt; is selected with jQuery,,,,,
30,"['javascript', 'html', 'dom-events']","{'account_id': 28980, 'reputation': 3642, 'user_id': 77922, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://i.stack.imgur.com/ArhdZ.jpg?s=256&g=1', 'display_name': 'unrelativity', 'link': 'https://stackoverflow.com/users/77922/unrelativity'}",True,4604,,1891999.0,3,4,1662386942,1260582691,1662386942.0,1891947,CC BY-SA 4.0,https://stackoverflow.com/questions/1891947/are-dynamically-inserted-script-tags-meant-to-work,Are dynamically inserted &lt;script&gt; tags meant to work?,,,,,
31,['javascript'],"{'account_id': 65103, 'reputation': 17820, 'user_id': 191808, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/86c8ac2f97b1ce67bf33f5268898fbb2?s=256&d=identicon&r=PG&f=1', 'display_name': 'BeachRunnerFred', 'link': 'https://stackoverflow.com/users/191808/beachrunnerfred'}",True,44308,,1830388.0,6,30,1662177836,1259721789,,1830347,CC BY-SA 2.5,https://stackoverflow.com/questions/1830347/quickest-way-to-pass-data-to-a-popup-window-i-created-using-window-open,Quickest way to pass data to a popup window I created using window.open()?,,,,,
32,"['javascript', 'syntax']","{'account_id': 879743, 'reputation': 3889, 'user_id': 175838, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/6a7f58ddf8549b6527b38d9272e19534?s=256&d=identicon&r=PG', 'display_name': 'Roger', 'link': 'https://stackoverflow.com/users/175838/roger'}",True,76472,,1946081.0,5,78,1662153699,1261484629,1662152812.0,1946063,,https://stackoverflow.com/questions/1946063/in-javascript-is-the-same-as,"In JavaScript, is &#39;!=&#39; the same as &#39;!==&#39;?",1261499935.0,exact duplicate,,,
33,"['javascript', 'operators']","{'account_id': 25855, 'reputation': 12455, 'user_id': 66803, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/7e2e056764676f5498ce435442d7a584?s=256&d=identicon&r=PG', 'display_name': '7wp', 'link': 'https://stackoverflow.com/users/66803/7wp'}",True,18626,,1889280.0,3,29,1662153408,1260549653,1609860507.0,1889260,CC BY-SA 4.0,https://stackoverflow.com/questions/1889260/what-is-the-difference-between-and-operators-in-javascript,What is the difference between != and !== operators in JavaScript?,,,,,
34,"['javascript', 'html', 'dom-events']","{'account_id': 32700, 'reputation': 1253, 'user_id': 90903, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/4af85e02527dc16f88a7b38836739c9c?s=256&d=identicon&r=PG', 'display_name': 'blueintegral', 'link': 'https://stackoverflow.com/users/90903/blueintegral'}",True,11683,,,1,0,1662060845,1261025650,1662060845.0,1919543,CC BY-SA 4.0,https://stackoverflow.com/questions/1919543/this-select-and-javascript-events-on-forms,this.select() and JavaScript events on forms,,,,,
35,"['javascript', 'game-loop']","{'account_id': 43291, 'reputation': 12513, 'user_id': 126494, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/6b6b39d71e6cd5296aea1a6f7d1e42a4?s=256&d=identicon&r=PG&f=1', 'display_name': 'noctonura', 'link': 'https://stackoverflow.com/users/126494/noctonura'}",True,41830,,1955695.0,7,25,1661782034,1261607576,1328403087.0,1955687,CC BY-SA 3.0,https://stackoverflow.com/questions/1955687/best-way-for-simple-game-loop-in-javascript,Best way for simple game-loop in Javascript?,,,,,
36,"['javascript', 'dom-events', 'keypress']","{'account_id': 573964, 'reputation': 1541, 'user_id': 224725, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/7d4d75b810bc2c73dec659d6bc6c287c?s=256&d=identicon&r=PG', 'display_name': 'xXx', 'link': 'https://stackoverflow.com/users/224725/xxx'}",True,289182,,1846704.0,10,147,1661161383,1259929074,1590702162.0,1846599,CC BY-SA 4.0,https://stackoverflow.com/questions/1846599/how-to-find-out-what-character-key-is-pressed,How to find out what character key is pressed?,,,,,
37,"['javascript', 'file', 'forms', 'submit']","{'account_id': 79780, 'reputation': 1774, 'user_id': 225992, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/2711311fb34605b71ac02e4ef2e57fbe?s=256&d=identicon&r=PG', 'display_name': 'Pennywise83', 'link': 'https://stackoverflow.com/users/225992/pennywise83'}",True,77936,,1904204.0,6,35,1661014853,1260832098,1541008698.0,1904168,CC BY-SA 4.0,https://stackoverflow.com/questions/1904168/how-do-i-submit-a-file-input-without-submit-button-using-javascript,How do I submit a &quot;file&quot; input without submit button using JavaScript?,,,,,
38,"['javascript', 'html', 'background-color']","{'account_id': 33759, 'reputation': 35159, 'user_id': 94813, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/309b6e38fe3e1f926bfd6de600ce0346?s=256&d=identicon&r=PG', 'display_name': 'Rakesh Juyal', 'link': 'https://stackoverflow.com/users/94813/rakesh-juyal'}",True,213105,,1887115.0,7,87,1660493611,1260526592,1580661035.0,1887104,CC BY-SA 4.0,https://stackoverflow.com/questions/1887104/how-to-get-the-background-color-of-an-html-element,How to get the background color of an HTML element?,,,,,
39,"['javascript', 'function']","{'account_id': 17453, 'reputation': 20665, 'user_id': 39068, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/ecc96b01307b339812f5d1b2936ac9bc?s=256&d=identicon&r=PG', 'display_name': 'Andrey Shchekin', 'link': 'https://stackoverflow.com/users/39068/andrey-shchekin'}",True,127015,,1833851.0,16,148,1660164601,1259767339,1259767717.0,1833588,CC BY-SA 2.5,https://stackoverflow.com/questions/1833588/javascript-clone-a-function,JavaScript: clone a function,,,,,
40,"['javascript', 'jquery', 'html']","{'account_id': 30470, 'reputation': 2069, 'user_id': 83122, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/viqzv.jpg?s=256&g=1', 'display_name': 'Felipe Barreiros', 'link': 'https://stackoverflow.com/users/83122/felipe-barreiros'}",True,487401,,1921351.0,12,163,1660155429,1261051823,1660155429.0,1921342,CC BY-SA 4.0,https://stackoverflow.com/questions/1921342/how-do-i-get-the-content-of-a-span-using-jquery,How do I get the content of a &lt;span&gt; using jQuery?,,,,,
41,"['javascript', 'css', 'ios', 'webkit', 'dom-events']","{'account_id': 53925, 'reputation': 25444, 'user_id': 161266, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/61d87c147115e5d1979c032bc837fe08?s=256&d=identicon&r=PG', 'display_name': 'tarnfeld', 'link': 'https://stackoverflow.com/users/161266/tarnfeld'}",True,48605,,1975606.0,3,11,1659002779,1262094002,1604704723.0,1974687,CC BY-SA 4.0,https://stackoverflow.com/questions/1974687/webkit-tap-highlight-color-rgba0-0-0-0-on-a-div,"-webkit-tap-highlight-color: rgba(0,0,0,0); on a div?",,,,,
42,"['javascript', 'css', 'computed-style']","{'account_id': 63368, 'reputation': 435908, 'user_id': 187606, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/zzxoB.jpg?s=256&g=1', 'display_name': 'Pekka', 'link': 'https://stackoverflow.com/users/187606/pekka'}",True,9007,,,2,14,1658262783,1261731297,1495541815.0,1960817,CC BY-SA 3.0,https://stackoverflow.com/questions/1960817/get-computed-font-family-in-javascript,Get computed font-family in JavaScript,,,,,
43,"['javascript', 'jquery', 'dom', 'jquery-events']","{'account_id': 71344, 'reputation': 75792, 'user_id': 206446, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/d084e44bfe1566d87abf80d1f6c0b8a4?s=256&d=identicon&r=PG', 'display_name': 'ajsie', 'link': 'https://stackoverflow.com/users/206446/ajsie'}",True,654,,1956492.0,4,0,1658254052,1261624686,1658254052.0,1956485,CC BY-SA 4.0,https://stackoverflow.com/questions/1956485/what-is-the-event-parameter-that-so-often-is-defined-for-javascript-event-hand,What is the &quot;event&quot; parameter that so often is defined for JavaScript event handler functions?,,,,,
44,"['javascript', 'singleton']","{'account_id': 23433, 'reputation': 31279, 'user_id': 58743, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/625eebf4ceb1285d7c2fa63976946627?s=256&d=identicon&r=PG', 'display_name': 'Shawn', 'link': 'https://stackoverflow.com/users/58743/shawn'}",True,13685,,1895669.0,11,19,1658224898,1260682011,1260682874.0,1895635,CC BY-SA 2.5,https://stackoverflow.com/questions/1895635/javascript-singleton-question,javascript singleton question,,,,,
45,"['javascript', 'select', 'substring', 'matching']","{'account_id': 51954, 'reputation': 7073, 'user_id': 155248, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/14ac90265ea3bc86acbfe98493e86b8d?s=256&d=identicon&r=PG', 'display_name': 'Onema', 'link': 'https://stackoverflow.com/users/155248/onema'}",True,464,,1970486.0,1,0,1658063879,1262020475,1658063879.0,1970476,CC BY-SA 4.0,https://stackoverflow.com/questions/1970476/select-substring-based-on-a-string-of-options,Select substring based on a string of options,,,,,
46,"['javascript', 'asynchronous', 'callback', 'execution', 'synchronous']","{'account_id': 577285, 'reputation': 723, 'user_id': 226263, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/b3d979dec2bdb6b6986858963cad4872?s=256&d=identicon&r=PG', 'display_name': 'Tom', 'link': 'https://stackoverflow.com/users/226263/tom'}",True,165259,,1859229.0,10,72,1655582360,1260182209,1498255400.0,1859185,CC BY-SA 3.0,https://stackoverflow.com/questions/1859185/how-to-force-sequential-javascript-execution,How to force Sequential Javascript Execution?,,,,,
47,"['javascript', 'internationalization', 'uppercase', 'lowercase']","{'account_id': 71324, 'reputation': 695, 'user_id': 206391, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bd78a610bdf458ad6e03a090296e3178?s=256&d=identicon&r=PG', 'display_name': 'sanilunlu', 'link': 'https://stackoverflow.com/users/206391/sanilunlu'}",True,29233,,,5,38,1655390235,1259967775,1597938390.0,1850232,CC BY-SA 4.0,https://stackoverflow.com/questions/1850232/turkish-case-conversion-in-javascript,Turkish case conversion in JavaScript,,,,,
