,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,closed_date,closed_reason,protected_date,migrated_from
10,"['javascript', 'html', 'css']","{'account_id': 8245480, 'reputation': 19, 'user_id': 6201709, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/7oaiX.jpg?s=256&g=1', 'display_name': 'Phil', 'link': 'https://stackoverflow.com/users/6201709/phil'}",True,2196,2,1,1669040162,1586897315,61216973,CC BY-SA 4.0,https://stackoverflow.com/questions/61216973/how-to-close-collapsible-div-when-opening-new-one,How to close collapsible div when opening new one,1669038959.0,61218186.0,,,,
11,"['javascript', 'reactjs', 'html-input', 'cursor-position', 'controlled-component']","{'account_id': 8814683, 'reputation': 339, 'user_id': 6586554, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://i.stack.imgur.com/9eP0L.jpg?s=256&g=1', 'display_name': 'abhi', 'link': 'https://stackoverflow.com/users/6586554/abhi'}",True,11958,5,13,1669019710,1586992979,61240217,CC BY-SA 4.0,https://stackoverflow.com/questions/61240217/how-to-stop-cursor-from-jumping-to-the-end-of-input,How to stop cursor from jumping to the end of input,1669019710.0,,,,,
12,"['javascript', 'html', 'ios', 'safari']","{'account_id': 18392528, 'reputation': 21, 'user_id': 13397869, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ff43d9313c823e851be0b27995ec1d1c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Small Ants', 'link': 'https://stackoverflow.com/users/13397869/small-ants'}",False,217,0,2,1668979012,1587724637,61406413,CC BY-SA 4.0,https://stackoverflow.com/questions/61406413/i-use-onclick-function-to-simulate-click-color-picker-but-it-doesnt-work-wi,"I use &quot;onclick&quot; function to simulate click color picker but it doesn&#39;t work . Windows and android are work well , only ios doesn&#39;t work",,,,,,
13,"['javascript', 'android', 'android-webview', 'clipboard']","{'account_id': 7410073, 'reputation': 2168, 'user_id': 5637701, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/BwVEr.jpg?s=256&g=1', 'display_name': 'cyqsimon', 'link': 'https://stackoverflow.com/users/5637701/cyqsimon'}",True,16291,2,80,1668893902,1587016830,61243646,CC BY-SA 4.0,https://stackoverflow.com/questions/61243646/clipboard-api-call-throws-notallowederror-without-invoking-onpermissionrequest,Clipboard API call throws NotAllowedError without invoking onPermissionRequest(),1605966098.0,61546346.0,,,,
14,"['javascript', 'css', 'reactjs', 'css-in-js']","{'account_id': 18165797, 'reputation': 55, 'user_id': 13216427, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/64a67745a4805a4c7c609f7e726a09fe?s=256&d=identicon&r=PG&f=1', 'display_name': 'AdyBaby', 'link': 'https://stackoverflow.com/users/13216427/adybaby'}",False,63,1,-2,1668832932,1587135356,61274586,,https://stackoverflow.com/questions/61274586/is-there-a-complete-style-syntax-reference-for-css-in-js,Is there a complete style syntax reference for css-in-js?,,,1668845671.0,Not suitable for this site,,
15,"['javascript', 'reactjs', 'react-hooks', 'parceljs']","{'account_id': 3418241, 'reputation': 4390, 'user_id': 4010197, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/74d42a3174d531ec8dc80c1d131ad198?s=256&d=identicon&r=PG&f=1', 'display_name': 'MLyck', 'link': 'https://stackoverflow.com/users/4010197/mlyck'}",True,39022,7,24,1668795255,1587487646,61348714,CC BY-SA 4.0,https://stackoverflow.com/questions/61348714/typeerror-0-react-useeffect-is-not-a-function,"TypeError: (0 , _react.useEffect) is not a function",1588206749.0,61492061.0,,,,
16,"['javascript', 'angular', 'embed']","{'user_type': 'does_not_exist', 'display_name': 'user13275794'}",True,3429,2,0,1668663577,1587559799,61365589,CC BY-SA 4.0,https://stackoverflow.com/questions/61365589/how-to-embed-a-video-in-angular-component,How to embed a video in angular component?,1587560564.0,61366010.0,,,,
17,"['javascript', 'arrays', 'ecmascript-next']","{'account_id': 13536057, 'reputation': 9647, 'user_id': 9765167, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/0hpIB.jpg?s=256&g=1', 'display_name': 'Ramesh Reddy', 'link': 'https://stackoverflow.com/users/9765167/ramesh-reddy'}",True,2038,1,3,1668635246,1585849898,60997917,,https://stackoverflow.com/questions/60997917/how-to-update-an-element-of-an-array-based-on-the-index-when-using-spread-syntax,How to update an element of an array based on the index when using spread syntax?,1647077440.0,60997965.0,1585852765.0,Duplicate,,
18,"['javascript', 'arrays', 'node.js', 'json', 'object']","{'account_id': 13238104, 'reputation': 1419, 'user_id': 11157436, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/da3b30f2515b405d62f43877e9a44f98?s=256&d=identicon&r=PG&f=1', 'display_name': 'kzaiwo', 'link': 'https://stackoverflow.com/users/11157436/kzaiwo'}",True,12572,6,9,1668599345,1588039206,61471408,CC BY-SA 4.0,https://stackoverflow.com/questions/61471408/check-if-array-of-objects-contain-certain-key,Check if array of objects contain certain key,,61471427.0,,,,
19,['javascript'],"{'account_id': 16770550, 'reputation': 57, 'user_id': 12123078, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-cEBtq7eJOeg/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3re26Y2BWi8DyYCOVj8qk3YNwZl4kg/photo.jpg?sz=256', 'display_name': 'Shayan', 'link': 'https://stackoverflow.com/users/12123078/shayan'}",True,4776,2,3,1668588635,1585762681,60976956,CC BY-SA 4.0,https://stackoverflow.com/questions/60976956/how-can-i-simulate-pointerdown-event-in-js,How can I simulate pointerdown Event in JS,,,,,,
20,"['javascript', 'reactjs', 'typescript', 'npm', 'kepler']","{'user_type': 'does_not_exist', 'display_name': 'user12541823'}",False,636,2,2,1668530216,1587494323,61350728,CC BY-SA 4.0,https://stackoverflow.com/questions/61350728/unable-to-install-kepler-react-typescript,Unable to Install Kepler React - TypeScript,1587748172.0,,,,,
21,"['javascript', 'kotlin', 'kotlin-js', 'kotlin-js-interop']","{'account_id': 1315498, 'reputation': 707, 'user_id': 1262480, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/2111ca77981cd43c61b1faa84a55a3f0?s=256&d=identicon&r=PG', 'display_name': 'Jac', 'link': 'https://stackoverflow.com/users/1262480/jac'}",True,501,1,5,1668448610,1587771810,61419100,CC BY-SA 4.0,https://stackoverflow.com/questions/61419100/instantiate-javascript-classes-that-expect-new-keyword-on-kotlinjs,Instantiate Javascript classes that expect &quot;new&quot; keyword on KotlinJS,,61448963.0,,,,
22,"['javascript', 'reactjs', 'typescript', 'material-ui']","{'account_id': 3451836, 'reputation': 6771, 'user_id': 2891356, 'user_type': 'registered', 'accept_rate': 14, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mike K', 'link': 'https://stackoverflow.com/users/2891356/mike-k'}",True,19796,3,12,1668374881,1586433886,61120760,CC BY-SA 4.0,https://stackoverflow.com/questions/61120760/how-to-extend-material-ui-theme-with-typescript,How to extend Material-UI Theme with Typescript?,1586437561.0,61120868.0,,,,
23,"['javascript', 'reactjs']","{'account_id': 15604484, 'reputation': 495, 'user_id': 11257658, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6abdd54db174e7f41222d20c3554d23f?s=256&d=identicon&r=PG&f=1', 'display_name': 'dcielak', 'link': 'https://stackoverflow.com/users/11257658/dcielak'}",True,105952,12,37,1668279597,1586985049,61238680,CC BY-SA 4.0,https://stackoverflow.com/questions/61238680/access-to-fetch-at-from-origin-http-localhost3000-has-been-blocked-by-cors,Access to fetch at from origin &#39;http://localhost:3000&#39; has been blocked by CORS policy,1651499584.0,,,,,
24,"['javascript', 'reactjs', 'typescript', 'react-native']","{'user_type': 'does_not_exist', 'display_name': 'user12919553'}",True,5914,2,4,1668253185,1587820587,61426234,CC BY-SA 4.0,https://stackoverflow.com/questions/61426234/async-modifier-cannot-be-used-here-in-typescript-react,&#39;async&#39; modifier cannot be used here in typescript react,1668253185.0,,,,,
25,"['javascript', 'reactjs']","{'account_id': 1991003, 'reputation': 487, 'user_id': 1785022, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/e6982e49f7f578a18aef3b7ea673d230?s=256&d=identicon&r=PG', 'display_name': 'nesohc', 'link': 'https://stackoverflow.com/users/1785022/nesohc'}",True,1598,3,4,1668154415,1586642798,61164311,CC BY-SA 4.0,https://stackoverflow.com/questions/61164311/react-1000-checkboxes-clicking-re-render-takes-several-seconds,React 1000 checkboxes - clicking/re-render takes several seconds,1586934112.0,61165111.0,,,,
26,"['javascript', 'fetch-api']","{'account_id': 7618165, 'reputation': 16462, 'user_id': 5776910, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://lh4.googleusercontent.com/-OvtBiuAouu4/AAAAAAAAAAI/AAAAAAAAEug/tdrwTl5nWc8/photo.jpg?sz=256', 'display_name': 'Rico Kahler', 'link': 'https://stackoverflow.com/users/5776910/rico-kahler'}",True,5031,3,8,1668105519,1586401807,61113344,CC BY-SA 4.0,https://stackoverflow.com/questions/61113344/fetch-api-how-to-determine-if-an-error-is-a-network-error,Fetch API: how to determine if an error is a network error,,61113372.0,,,,
27,"['javascript', 'css', 'reactjs']","{'account_id': 339226, 'reputation': 1304, 'user_id': 668572, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/5y2al.jpg?s=256&g=1', 'display_name': 'Sedat Polat', 'link': 'https://stackoverflow.com/users/668572/sedat-polat'}",True,3438,1,2,1668098666,1587850246,61432878,CC BY-SA 4.0,https://stackoverflow.com/questions/61432878/how-to-render-child-component-outside-of-its-parent-component-dom-hierarchy,How to render child component outside of its parent component (DOM Hierarchy) - React.js,1642160614.0,61432879.0,,,,
28,"['javascript', 'reactjs', 'next.js', 'server-side-rendering']","{'account_id': 15760001, 'reputation': 1162, 'user_id': 11371963, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/253bc89b9e24a72c8db50e4e2128ef87?s=256&d=identicon&r=PG&f=1', 'display_name': 'DGB', 'link': 'https://stackoverflow.com/users/11371963/dgb'}",True,35023,3,26,1668054163,1586932708,61222726,CC BY-SA 4.0,https://stackoverflow.com/questions/61222726/dynamic-routing-with-getserversideprops-in-nextjs,Dynamic routing with getServerSideProps in Nextjs,1641735442.0,61240697.0,,,,
29,"['javascript', 'arrays']","{'account_id': 14694988, 'reputation': 309, 'user_id': 10612612, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-w4m3q9aA7yM/AAAAAAAAAAI/AAAAAAAAAkk/d49sHP6CQEc/photo.jpg?sz=256', 'display_name': 'Aryamaan Goswamy', 'link': 'https://stackoverflow.com/users/10612612/aryamaan-goswamy'}",True,165,3,2,1668038011,1587712013,61402970,CC BY-SA 4.0,https://stackoverflow.com/questions/61402970/expected-output-is-returned-but-still-wrong,Expected output is returned but still wrong?,1587712464.0,61403248.0,,,,
30,"['javascript', 'google-chrome-extension']","{'account_id': 11335437, 'reputation': 169, 'user_id': 8311457, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/90b1bae0c5de729055b77b3e3cf1a580?s=256&d=identicon&r=PG&f=1', 'display_name': 'dinosaur', 'link': 'https://stackoverflow.com/users/8311457/dinosaur'}",True,2004,2,3,1668029868,1586249876,61076303,CC BY-SA 4.0,https://stackoverflow.com/questions/61076303/how-can-i-get-selected-text-in-pdf-in-javascript,How can I get selected text in pdf in Javascript?,,61076939.0,,,,
31,"['javascript', 'angular', 'google-cloud-storage']","{'account_id': 7997485, 'reputation': 41, 'user_id': 6033315, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/--n4ZOsZIhA8/AAAAAAAAAAI/AAAAAAAAC6g/Qwy6hIvMr1Y/photo.jpg?sz=256', 'display_name': 'Rakshit Patel', 'link': 'https://stackoverflow.com/users/6033315/rakshit-patel'}",True,304,1,1,1668029164,1588053027,61473452,CC BY-SA 4.0,https://stackoverflow.com/questions/61473452/google-cloud-storage-angular-app-hosting-401-error-on-hosting,Google Cloud Storage Angular App Hosting 401 Error on Hosting,1668029164.0,,,,,
32,"['javascript', 'angularjs', 'automation', 'ui-automation', 'cypress']","{'account_id': 16337886, 'reputation': 63, 'user_id': 11799543, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/973a7280c359f4405846e7f97aa13927?s=256&d=identicon&r=PG&f=1', 'display_name': 'PeaceT', 'link': 'https://stackoverflow.com/users/11799543/peacet'}",False,252,2,0,1667993139,1588220125,61515826,CC BY-SA 4.0,https://stackoverflow.com/questions/61515826/how-to-discover-hidden-elements-with-cypress,How to discover hidden elements with Cypress,1588361180.0,,,,,
33,"['javascript', 'spreadsheet']","{'account_id': 331593, 'reputation': 157, 'user_id': 656374, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/TSwDe.jpg?s=256&g=1', 'display_name': 'vicky', 'link': 'https://stackoverflow.com/users/656374/vicky'}",True,1037,1,1,1667949106,1587544274,61360625,CC BY-SA 4.0,https://stackoverflow.com/questions/61360625/after-jexcel-update-table-i-am-not-getting-new-values,after jexcel update table i am not getting new values,1587546642.0,61371008.0,,,,
34,['javascript'],"{'account_id': 18443593, 'reputation': 13, 'user_id': 13435570, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e13187e3b04ae8bc3a87668c4018fcbc?s=256&d=identicon&r=PG&f=1', 'display_name': 'sepson', 'link': 'https://stackoverflow.com/users/13435570/sepson'}",True,176,4,0,1667896751,1588185650,61509261,CC BY-SA 4.0,https://stackoverflow.com/questions/61509261/multiply-function-with-two-parameters-and-add-100-to-the-result,multiply function with two parameters and add 100 to the result,1588186605.0,,,,,
35,"['javascript', 'excel', 'vue.js', 'xlsx']","{'account_id': 14993959, 'reputation': 1943, 'user_id': 10824037, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/f1nVL.jpg?s=256&g=1', 'display_name': 'jogarcia', 'link': 'https://stackoverflow.com/users/10824037/jogarcia'}",True,20699,4,3,1667812814,1587697639,61400440,CC BY-SA 4.0,https://stackoverflow.com/questions/61400440/upload-and-process-excel-file-in-vue,upload and process excel file in vue,1621435741.0,65277787.0,,,,
36,"['javascript', 'mysql', 'node.js', 'typeorm']","{'account_id': 11934411, 'reputation': 3188, 'user_id': 8733427, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-fdgs5UQnS84/AAAAAAAAAAI/AAAAAAAABnQ/3jg65Hhur2k/photo.jpg?sz=256', 'display_name': 'Keval Bhogayata', 'link': 'https://stackoverflow.com/users/8733427/keval-bhogayata'}",False,518,0,1,1667805399,1588070444,61478233,CC BY-SA 4.0,https://stackoverflow.com/questions/61478233/nested-table-entries-with-mysql-typeorm,Nested Table Entries with MySQL + TypeORM,1588217452.0,,,,,
37,"['javascript', 'reactjs', 'gatsby']","{'account_id': 10528586, 'reputation': 51, 'user_id': 7851424, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/8p26g.jpg?s=256&g=1', 'display_name': 'dankondr', 'link': 'https://stackoverflow.com/users/7851424/dankondr'}",True,632,4,2,1667799434,1588177855,61506778,CC BY-SA 4.0,https://stackoverflow.com/questions/61506778/gatsbyjs-renders-urls-incorrectly,GatsbyJS renders URLs incorrectly,1588328770.0,61657128.0,,,,
38,"['javascript', 'bootstrap-4', 'popper.js']","{'account_id': 2178644, 'reputation': 2771, 'user_id': 1928691, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/trtts.png?s=256&g=1', 'display_name': 'Federico Navarrete', 'link': 'https://stackoverflow.com/users/1928691/federico-navarrete'}",True,3412,2,8,1667766820,1586072670,61039512,CC BY-SA 4.0,https://stackoverflow.com/questions/61039512/how-to-initialize-tooltips-in-bootstrap-4-with-pure-javascript-no-jquery,How to initialize Tooltips in Bootstrap 4 with pure JavaScript? No jQuery,,67301884.0,,,,
39,"['javascript', 'laravel']","{'user_type': 'does_not_exist', 'display_name': 'user11690083'}",True,996,4,0,1667742463,1586230808,61072463,CC BY-SA 4.0,https://stackoverflow.com/questions/61072463/delete-record-with-fetch-api-in-laravel,delete record with fetch api in laravel?,,61073087.0,,,,
40,"['javascript', 'reactjs']","{'account_id': 18325684, 'reputation': 791, 'user_id': 13345377, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/009bfc2e13623e056ac9fe2903dca7dc?s=256&d=identicon&r=PG&f=1', 'display_name': 'SAM', 'link': 'https://stackoverflow.com/users/13345377/sam'}",True,1683,4,13,1667742038,1587772014,61419129,CC BY-SA 4.0,https://stackoverflow.com/questions/61419129/why-side-effect-is-not-ok-in-react,Why side effect is not ok in React,1650391853.0,,,,,
41,"['javascript', 'arrays']","{'account_id': 12121447, 'reputation': 398, 'user_id': 8852720, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/sE6OM.jpg?s=256&g=1', 'display_name': 'jkalandarov', 'link': 'https://stackoverflow.com/users/8852720/jkalandarov'}",True,579,3,1,1667737132,1586709209,61174716,CC BY-SA 4.0,https://stackoverflow.com/questions/61174716/passing-an-array-to-a-function-parameter-and-getting-values-from-nested-array,Passing an array to a function parameter and getting values from nested array,,61175025.0,,,,
42,"['javascript', 'testing', 'jestjs', 'documentation']","{'account_id': 16900774, 'reputation': 71, 'user_id': 12222204, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/de662bb1fec12655c957dcc835761990?s=256&d=identicon&r=PG&f=1', 'display_name': 'greenfrontend', 'link': 'https://stackoverflow.com/users/12222204/greenfrontend'}",False,790,0,5,1667719794,1587570142,61369234,CC BY-SA 4.0,https://stackoverflow.com/questions/61369234/auto-generate-documentation-from-tests-javascript-jest,"Auto generate documentation from tests (javascript, jest)",1587576888.0,,,,,
43,"['javascript', 'typescript', 'naming-conventions', 'naming']","{'account_id': 480866, 'reputation': 73, 'user_id': 894346, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/StgFC.jpg?s=256&g=1', 'display_name': 'Kevin', 'link': 'https://stackoverflow.com/users/894346/kevin'}",True,370,2,0,1667563485,1587843550,61431523,CC BY-SA 4.0,https://stackoverflow.com/questions/61431523/pascal-case-or-upper-camel-case-but-allows-name-like-htmlinputelement,Pascal Case (or Upper Camel Case) but allows name like HTMLInputElement?,,74316800.0,,,,
44,"['javascript', 'frontend', 'hammer.js', 'pan']","{'account_id': 5752416, 'reputation': 3048, 'user_id': 4541624, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/X0lol.jpg?s=256&g=1', 'display_name': 'Adam Thompson', 'link': 'https://stackoverflow.com/users/4541624/adam-thompson'}",False,196,1,3,1667553791,1588025020,61469225,CC BY-SA 4.0,https://stackoverflow.com/questions/61469225/difference-between-panend-and-pancancel-in-hammer-js,Difference between panend and pancancel in Hammer.js?,,,,,,
45,"['javascript', 'reactjs', 'react-testing-library']","{'account_id': 5971232, 'reputation': 7055, 'user_id': 4693496, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/62018b2ce5020c5b1c2dd07d8158d3ec?s=256&d=identicon&r=PG', 'display_name': 'Erazihel', 'link': 'https://stackoverflow.com/users/4693496/erazihel'}",True,27013,2,57,1667530697,1588083448,61482418,CC BY-SA 4.0,https://stackoverflow.com/questions/61482418/react-testing-library-screen-vs-render-queries,react-testing-library - Screen vs Render queries,1591717927.0,61651524.0,,,,
46,"['javascript', 'firebase', 'vue.js', 'google-cloud-functions']","{'account_id': 15203389, 'reputation': 542, 'user_id': 10970649, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/DmRqm.jpg?s=256&g=1', 'display_name': 'Abdulaziz Yesuf', 'link': 'https://stackoverflow.com/users/10970649/abdulaziz-yesuf'}",True,6189,6,4,1667523866,1586855323,61204210,CC BY-SA 4.0,https://stackoverflow.com/questions/61204210/firebase-fuction-returning-response-is-not-valid-json-object,Firebase fuction returning &quot;Response is not valid JSON object.&quot;,,61204230.0,,,,
47,"['javascript', 'reactjs', 'webpack', 'webpack-4']","{'account_id': 1121938, 'reputation': 841, 'user_id': 1505415, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://i.stack.imgur.com/S9nqX.jpg?s=256&g=1', 'display_name': 'Majoren', 'link': 'https://stackoverflow.com/users/1505415/majoren'}",True,48308,6,25,1667511769,1587458221,61339259,CC BY-SA 4.0,https://stackoverflow.com/questions/61339259/how-to-dynamically-import-svg-and-render-it-inline,How to dynamically import SVG and render it inline,1597088319.0,61472427.0,,,,
48,"['javascript', 'node.js', 'dom']","{'account_id': 7492219, 'reputation': 11, 'user_id': 5693512, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/27a97bfef6e7e702f45b6edd7b5e5068?s=256&d=identicon&r=PG&f=1', 'display_name': 'Matheus Hofstede', 'link': 'https://stackoverflow.com/users/5693512/matheus-hofstede'}",False,345,1,0,1667508029,1587513078,61355094,CC BY-SA 4.0,https://stackoverflow.com/questions/61355094/fetch-a-post-request-and-convert-result-to-dom-on-nodejs-when-crawling-a-website,Fetch a POST request and convert result to DOM on NodeJs when crawling a website,,,,,,
