,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date,migrated_from,community_owned_date
16,"['javascript', 'jquery', 'jquery-events']","{'account_id': 205998, 'reputation': 20305, 'user_id': 455042, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/e5267e32bd5a348dd534876316e579ee?s=256&d=identicon&r=PG', 'display_name': 'ShaneKm', 'link': 'https://stackoverflow.com/users/455042/shanekm'}",True,1125,13267787.0,3,0,1667660687,1352283309,1667660687.0,13267565,CC BY-SA 4.0,https://stackoverflow.com/questions/13267565/jquery-call-ajax-every-second-until-call-finishes-returns-true,jQuery call ajax every second until call finishes / returns true,,,,,
17,"['javascript', 'jquery', 'jquery-events']","{'account_id': 1936828, 'reputation': 79, 'user_id': 2019626, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/18abf895ae56e8267f1fd5854e8f8cfd?s=256&d=identicon&r=PG', 'display_name': 'deetu', 'link': 'https://stackoverflow.com/users/2019626/deetu'}",True,196,13287417.0,2,0,1667654299,1352371161,1667654299.0,13287350,CC BY-SA 4.0,https://stackoverflow.com/questions/13287350/using-onchange-on-select-option,Using onChange on Select Option,,,,,
18,"['javascript', 'jquery', 'jquery-events']","{'account_id': 2026559, 'reputation': 287, 'user_id': 1811367, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/168eda17f13cfa9a476420e6ab52e332?s=256&d=identicon&r=PG', 'display_name': 'user1811367', 'link': 'https://stackoverflow.com/users/1811367/user1811367'}",True,142,13303206.0,2,2,1667654258,1352441793,1667654258.0,13303068,CC BY-SA 4.0,https://stackoverflow.com/questions/13303068/jquery-only-last-value-saved-inside-event,jQuery only last value saved inside event,,,,,
19,"['javascript', 'jquery', 'jquery-events']","{'account_id': 1050987, 'reputation': 7703, 'user_id': 1054937, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/6b85a31d8e69d0ce9fe80df2ed567969?s=256&d=identicon&r=PG', 'display_name': 'Jon', 'link': 'https://stackoverflow.com/users/1054937/jon'}",True,478,13318925.0,2,1,1667654208,1352483541,1667654208.0,13313355,CC BY-SA 4.0,https://stackoverflow.com/questions/13313355/object-created-from-custom-event-is-undefined,Object Created from Custom Event is Undefined,,,,,
20,"['javascript', 'jquery', 'jquery-events']","{'account_id': 254144, 'reputation': 543, 'user_id': 533332, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/28941e58467686edc820b1c59efb8a97?s=256&d=identicon&r=PG', 'display_name': 'Taras Bulgakov', 'link': 'https://stackoverflow.com/users/533332/taras-bulgakov'}",True,3118,13330268.0,4,6,1667654180,1352628974,1667654180.0,13330229,CC BY-SA 4.0,https://stackoverflow.com/questions/13330229/do-not-fire-one-event-if-already-fired-another,Do not fire one event if already fired another,,,,,
21,"['javascript', 'jquery', 'jquery-events']","{'account_id': 1589340, 'reputation': 41, 'user_id': 1473036, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/04733fb27679d5bc2430e035021c8cca?s=256&d=identicon&r=PG', 'display_name': 'kacy thompson', 'link': 'https://stackoverflow.com/users/1473036/kacy-thompson'}",True,99,13373778.0,1,2,1667642232,1352872181,1667642232.0,13373685,CC BY-SA 4.0,https://stackoverflow.com/questions/13373685/jquery-column-calculations,JQuery Column Calculations,,,,,
22,"['javascript', 'jquery', 'jquery-events']","{'account_id': 1595615, 'reputation': 8827, 'user_id': 1477816, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/597a0fb77374cfc48caaa72066eade14?s=256&d=identicon&r=PG', 'display_name': 'Hello-World', 'link': 'https://stackoverflow.com/users/1477816/hello-world'}",False,47,,0,0,1667642035,1353318178,1667642035.0,13451142,CC BY-SA 4.0,https://stackoverflow.com/questions/13451142/detect-if-window-is-too-wide-after-injecting-text,Detect if window is too wide after injecting text,,,,,
23,"['javascript', 'jquery', 'jquery-events']","{'account_id': 1930222, 'reputation': 385, 'user_id': 1739775, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/9d2d61011a3b4cfe0bb6f05f6b1c0537?s=256&d=identicon&r=PG', 'display_name': 'Gixxy22', 'link': 'https://stackoverflow.com/users/1739775/gixxy22'}",True,282,13463349.0,2,0,1667602347,1353363379,1667602347.0,13463257,CC BY-SA 4.0,https://stackoverflow.com/questions/13463257/javascript-window-onresize-and-less-than-1024-wide,JavaScript window.onresize AND less than 1024 wide,,,,,
24,"['javascript', 'jquery', 'jquery-events']","{'account_id': 159543, 'reputation': 69694, 'user_id': 379008, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://i.stack.imgur.com/Labo5.png?s=256&g=1', 'display_name': 'GibboK', 'link': 'https://stackoverflow.com/users/379008/gibbok'}",True,8624,13488041.0,2,0,1667602320,1352887750,1667602320.0,13376730,,https://stackoverflow.com/questions/13376730/cannot-set-a-global-variables-from-a-callback-function,Cannot set a global variables from a Callback function,1353502330.0,too localized,,,
25,"['javascript', 'jquery', 'jquery-events']","{'account_id': 57959, 'reputation': 8294, 'user_id': 173623, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/16d13062465b02f174b6961eedd05165?s=256&d=identicon&r=PG', 'display_name': 'thedp', 'link': 'https://stackoverflow.com/users/173623/thedp'}",True,2116,13520660.0,1,2,1667602289,1353621429,1667602289.0,13520502,CC BY-SA 4.0,https://stackoverflow.com/questions/13520502/jquery-trigger-change-on-class,jQuery trigger change on class?,,,,,
26,"['javascript', 'jquery', 'jquery-events']","{'account_id': 1899104, 'reputation': 106, 'user_id': 1715366, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/fc1b9aaa566482b770dee7c15276ae4f?s=256&d=identicon&r=PG&f=1', 'display_name': 'xchampionx', 'link': 'https://stackoverflow.com/users/1715366/xchampionx'}",True,71,13584999.0,1,0,1667501185,1354014555,1667501185.0,13582876,CC BY-SA 4.0,https://stackoverflow.com/questions/13582876/append-a-value-on-automatically-populated-field,Append a value on automatically populated field,,,,,
27,"['javascript', 'jquery', 'jquery-events']","{'account_id': 1948154, 'reputation': 1108, 'user_id': 1752849, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/8b2fad441335a86cc6eeb14cd72e81a8?s=256&d=identicon&r=PG', 'display_name': 'Milo-J', 'link': 'https://stackoverflow.com/users/1752849/milo-j'}",True,1071,13591206.0,1,3,1667501140,1354023189,1667501140.0,13585381,CC BY-SA 4.0,https://stackoverflow.com/questions/13585381/fade-in-audio-after-fading-out,Fade in audio after fading out,,,,,
28,"['javascript', 'jquery', 'jquery-events']","{'account_id': 2047688, 'reputation': 2268, 'user_id': 1827417, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/3b4305af1fd64ee6f344ff16d689fa7c?s=256&d=identicon&r=PG', 'display_name': 'Guilherme Longo', 'link': 'https://stackoverflow.com/users/1827417/guilherme-longo'}",True,3732,13647359.0,4,0,1667427087,1354286381,1667427087.0,13647314,CC BY-SA 4.0,https://stackoverflow.com/questions/13647314/event-to-be-triggered-when-leaving-website-or-closes-the-browser,Event to be triggered when leaving website or closes the browser,,,,,
29,"['javascript', 'jquery', 'jquery-events']","{'account_id': 1232478, 'reputation': 4696, 'user_id': 1196752, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://i.stack.imgur.com/RIuzy.jpg?s=256&g=1', 'display_name': 'Vektor88', 'link': 'https://stackoverflow.com/users/1196752/vektor88'}",True,8035,13910952.0,2,0,1667326634,1354128478,1667326634.0,13612275,CC BY-SA 4.0,https://stackoverflow.com/questions/13612275/ipad-touchstart-events,iPad touchstart events,,,,,
30,"['javascript', 'replace']","{'account_id': 111800, 'reputation': 3396, 'user_id': 295141, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/a162fb4ab82cef24d302e9dec99c5ff7?s=256&d=identicon&r=PG&f=1', 'display_name': 'peter.o', 'link': 'https://stackoverflow.com/users/295141/peter-o'}",True,24878,13247920.0,5,18,1667256857,1352193392,,13247864,CC BY-SA 3.0,https://stackoverflow.com/questions/13247864/javascript-replace-string-between-brackets-but-the-brackets-should-stay,"Javascript - replace string between brackets, but the brackets should stay",,,,,
31,"['javascript', 'api', 'rest']","{'account_id': 19724, 'reputation': 39424, 'user_id': 46460, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://www.gravatar.com/avatar/ded01cdab114abe4ec13511e4c25b9bb?s=256&d=identicon&r=PG', 'display_name': 'Andy Hume', 'link': 'https://stackoverflow.com/users/46460/andy-hume'}",True,23438,,2,22,1666979625,1351765748,,13175161,,https://stackoverflow.com/questions/13175161/what-are-good-examples-of-rest-api-client-libraries-in-javascript,What are good examples of REST API client libraries in JavaScript,1497416940.0,Not suitable for this site,,,
32,"['javascript', 'data-binding', 'backbone.js']","{'account_id': 1640582, 'reputation': 3986, 'user_id': 1513106, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/a144469268df525a57d157a79e064aa5?s=256&d=identicon&r=PG', 'display_name': 'Chris M', 'link': 'https://stackoverflow.com/users/1513106/chris-m'}",True,134677,13504965.0,8,192,1666925662,1353549770,1353549931.0,13504906,CC BY-SA 3.0,https://stackoverflow.com/questions/13504906/what-is-two-way-binding,What is two way binding?,,,,,
33,"['javascript', 'twitter-bootstrap', 'modal-dialog', 'fade']","{'account_id': 1880944, 'reputation': 13809, 'user_id': 1701170, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/4d5c665762fdf654cdfe1bf9f0df8231?s=256&d=identicon&r=PG', 'display_name': 'tadasajon', 'link': 'https://stackoverflow.com/users/1701170/tadasajon'}",True,27121,13368485.0,5,20,1666683999,1352834759,1352839159.0,13367334,CC BY-SA 3.0,https://stackoverflow.com/questions/13367334/twitter-bootstrap-why-is-my-modal-as-faded-as-the-background,Twitter Bootstrap - why is my modal as faded as the background?,,,,,
34,"['javascript', 'jquery', 'websocket']","{'account_id': 2050499, 'reputation': 211, 'user_id': 1829623, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/94cb2ff9a6df977f859ee20f1ef3f9a1?s=256&d=identicon&r=PG', 'display_name': 'Artur Khachuyan', 'link': 'https://stackoverflow.com/users/1829623/artur-khachuyan'}",True,50093,,6,20,1666546222,1353070399,1567527963.0,13417000,CC BY-SA 4.0,https://stackoverflow.com/questions/13417000/synchronous-request-with-websockets,Synchronous request with Websockets,,,,,
35,"['javascript', 'download', 'simulate']","{'account_id': 1806087, 'reputation': 4187, 'user_id': 1643156, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/93f9db87bc05fd6171d118aa3575633a?s=256&d=identicon&r=PG', 'display_name': 'user1643156', 'link': 'https://stackoverflow.com/users/1643156/user1643156'}",False,9050,,4,5,1666332220,1354155110,1354155412.0,13617747,CC BY-SA 3.0,https://stackoverflow.com/questions/13617747/javascript-to-simulate-right-click-on-image-save-image-as,Javascript to simulate &quot;right click on image -&gt; save image as&quot;,,,,,
36,"['javascript', 'string', 'text', 'time']","{'account_id': 2014422, 'reputation': 479, 'user_id': 1802056, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/zLaoE.png?s=256&g=1', 'display_name': 'Mike Meldrem', 'link': 'https://stackoverflow.com/users/1802056/mike-meldrem'}",True,46265,13245058.0,17,42,1666276817,1352179773,1352180499.0,13244939,CC BY-SA 3.0,https://stackoverflow.com/questions/13244939/javascript-to-output-text-based-on-users-current-time,JavaScript to Output Text Based on User&#39;s Current Time,,,1627567447.0,,
37,"['javascript', 'twitter-bootstrap', 'modal-dialog']","{'account_id': 366352, 'reputation': 1332, 'user_id': 711828, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/b98871cc33ef274e78477e5819ee351b?s=256&d=identicon&r=PG', 'display_name': 'joseym', 'link': 'https://stackoverflow.com/users/711828/joseym'}",False,555,,2,1,1666207993,1351710488,,13165890,CC BY-SA 3.0,https://stackoverflow.com/questions/13165890/reusing-modal-fires-multiple-times,reusing modal fires multiple times,,,,,
38,"['javascript', 'syntax', 'if-statement', 'try-catch', 'curly-braces']","{'account_id': 1747307, 'reputation': 6597, 'user_id': 1597180, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/bba62b5966898855dde021a9a00cfffc?s=256&d=identicon&r=PG', 'display_name': 'wwaawaw', 'link': 'https://stackoverflow.com/users/1597180/wwaawaw'}",True,1946,13389584.0,1,12,1666186397,1352937357,1453614682.0,13389466,CC BY-SA 3.0,https://stackoverflow.com/questions/13389466/can-curlies-be-omitted-for-try-and-or-catch-blocks-as-for-if-and-else-ones,"Can curlies be omitted for try and/or catch blocks, as for if and else ones?",,,,,
39,"['javascript', 'native-methods']","{'account_id': 42451, 'reputation': 100860, 'user_id': 123671, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/23fc4556be14017796d38579dd4778ab?s=256&d=identicon&r=PG', 'display_name': 'mikemaccana', 'link': 'https://stackoverflow.com/users/123671/mikemaccana'}",True,19920,14947838.0,11,61,1666183485,1352913682,1666183485.0,13383886,CC BY-SA 4.0,https://stackoverflow.com/questions/13383886/making-a-short-alias-for-document-queryselectorall,Making a short alias for document.querySelectorAll,,,,,
40,"['javascript', 'svg', 'raphael']","{'account_id': 1399150, 'reputation': 3095, 'user_id': 1328249, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/aa6d93c694ad8431298705b3c0bfeeb3?s=256&d=identicon&r=PG', 'display_name': 'Kokesh', 'link': 'https://stackoverflow.com/users/1328249/kokesh'}",False,930,,2,0,1666105608,1353417321,1353419293.0,13474008,CC BY-SA 3.0,https://stackoverflow.com/questions/13474008/raphael-href-target,Raphael &amp; Href Target,,,,,
41,"['javascript', 'animation', 'directory', 'adobe-edge']","{'account_id': 1340051, 'reputation': 317, 'user_id': 1281912, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/f8eb671f31004c5f62ef15c349e94e35?s=256&d=identicon&r=PG', 'display_name': 'Orb Hitter', 'link': 'https://stackoverflow.com/users/1281912/orb-hitter'}",True,7923,13713417.0,1,7,1666033274,1354146487,1354213711.0,13616478,CC BY-SA 3.0,https://stackoverflow.com/questions/13616478/why-doesnt-adobe-edge-animation-work-after-copying-generated-code-into-an-html,Why doesn&#39;t Adobe Edge animation work after copying generated code into an html file in a different directory?,,,,,
42,"['javascript', 'ajax', 'firefox', 'xmlhttprequest']","{'account_id': 1875893, 'reputation': 663, 'user_id': 1697113, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/ef44864139b1126410434198f9dbf990?s=256&d=identicon&r=PG', 'display_name': 'user1697113', 'link': 'https://stackoverflow.com/users/1697113/user1697113'}",True,20882,13228872.0,3,12,1666019242,1352106073,,13228835,CC BY-SA 3.0,https://stackoverflow.com/questions/13228835/passing-hash-symbol-in-request-parameter-of-url-not-working-in-firefox,Passing &quot;#&quot; hash symbol in request parameter of url not working in Firefox,,,,,
43,"['javascript', 'function', 'operators', 'iife', 'self-invoking-function']","{'account_id': 1712931, 'reputation': 9403, 'user_id': 1570587, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/19f955ea243f1c675885e0f897f0ef41?s=256&d=identicon&r=PG', 'display_name': 'jOpacic', 'link': 'https://stackoverflow.com/users/1570587/jopacic'}",True,91637,13341710.0,4,907,1665914686,1352714783,1583284752.0,13341698,CC BY-SA 4.0,https://stackoverflow.com/questions/13341698/javascript-plus-sign-in-front-of-function-expression,JavaScript plus sign in front of function expression,,,,,
44,['javascript'],"{'account_id': 2066844, 'reputation': 507, 'user_id': 1842210, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/02afacc2e01ac99fc58aef1fc30df5ed?s=256&d=identicon&r=PG', 'display_name': 'apr', 'link': 'https://stackoverflow.com/users/1842210/apr'}",True,178418,13495046.0,11,49,1665688214,1353506708,1501760035.0,13495010,CC BY-SA 3.0,https://stackoverflow.com/questions/13495010/how-to-add-content-to-html-body-using-js,How to add content to html body using JS?,,,,,
45,"['javascript', 'html', 'jquery-events']","{'account_id': 2054187, 'reputation': 21, 'user_id': 1832421, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/8210b25169c98fdbcf7826dae2397148?s=256&d=identicon&r=PG', 'display_name': 'user1832421', 'link': 'https://stackoverflow.com/users/1832421/user1832421'}",True,91,,1,-2,1665514088,1353232360,1665514088.0,13439080,,https://stackoverflow.com/questions/13439080/adding-this-function-into-an-existing-function,Adding this function into an existing function,1353270657.0,not a real question,,,
46,"['javascript', 'google-maps-api-3', 'autocomplete', 'latitude-longitude']","{'account_id': 2032310, 'reputation': 641, 'user_id': 1815645, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/100001997263727/picture?type=large', 'display_name': 'MCRD', 'link': 'https://stackoverflow.com/users/1815645/mcrd'}",True,123476,,11,64,1665485618,1353432276,1583167921.0,13478646,CC BY-SA 4.0,https://stackoverflow.com/questions/13478646/google-maps-api-how-to-get-latitude-and-longitude-from-autocomplete-without-sh,Google Maps API - how to get latitude and longitude from Autocomplete without showing the map?,,,,,
47,"['javascript', 'jquery', 'numbers']","{'account_id': 1755623, 'reputation': 2625, 'user_id': 1603750, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://i.stack.imgur.com/KBlNW.jpg?s=256&g=1', 'display_name': 'Antonio Vasilev', 'link': 'https://stackoverflow.com/users/1603750/antonio-vasilev'}",True,149462,13627586.0,23,238,1665316694,1354197193,1430488601.0,13627308,CC BY-SA 3.0,https://stackoverflow.com/questions/13627308/add-st-nd-rd-and-th-ordinal-suffix-to-a-number,"Add st, nd, rd and th (ordinal) suffix to a number",,,1545236953.0,,
