,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,protected_date,closed_date,closed_reason
10,"['javascript', 'reactjs']","{'account_id': 6977314, 'reputation': 395, 'user_id': 5351630, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/59cf581b7149e3ac7b7fbfa5a306d7e6?s=256&d=identicon&r=PG&f=1', 'display_name': 'No stupid questions', 'link': 'https://stackoverflow.com/users/5351630/no-stupid-questions'}",True,11765,5,6,1668805671,1598238608,63554233,CC BY-SA 4.0,https://stackoverflow.com/questions/63554233/react-router-v5-history-push-changes-the-address-bar-but-does-not-change-the,"React Router v5: history.push() changes the address bar, but does not change the page",1636626122.0,63554329.0,,,
11,['javascript'],"{'account_id': 16250806, 'reputation': 304, 'user_id': 11734835, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-uefessS3XZk/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdhnohbTGEwnJExyxOS4RSUi5YlfA/photo.jpg?sz=256', 'display_name': 'james pow', 'link': 'https://stackoverflow.com/users/11734835/james-pow'}",False,378,3,0,1668796131,1598720664,63649671,CC BY-SA 4.0,https://stackoverflow.com/questions/63649671/how-do-you-pass-event-to-a-settimeout,How do you pass event to a setTimeout,,,,,
12,"['javascript', 'node.js', 'botframework', 'microsoft-teams', 'adaptive-cards']","{'account_id': 18793514, 'reputation': 57, 'user_id': 13705475, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4f61082c37f324bc60a7029597958d42?s=256&d=identicon&r=PG&f=1', 'display_name': 'Madhvi Mittal', 'link': 'https://stackoverflow.com/users/13705475/madhvi-mittal'}",False,202,0,0,1668770309,1597734269,63463442,CC BY-SA 4.0,https://stackoverflow.com/questions/63463442/how-many-number-of-mention-entities-can-we-add-in-adaptive-cards,How many number of mention entities can we add in adaptive cards?,,,,,
13,"['javascript', 'button', 'submit']","{'account_id': 329165, 'reputation': 13567, 'user_id': 652541, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/5bdd891dd8a8c4fef529e86c2a5adccb?s=256&d=identicon&r=PG', 'display_name': 'Keith Power', 'link': 'https://stackoverflow.com/users/652541/keith-power'}",True,1086,4,1,1668713321,1596493434,63237726,CC BY-SA 4.0,https://stackoverflow.com/questions/63237726/javascript-stop-button-onclick-from-submitting-form,javascript stop button onClick from submitting form,1596496035.0,63237862.0,,,
14,"['javascript', 'typescript', 'npm', 'build', 'parceljs']","{'account_id': 1005471, 'reputation': 1377, 'user_id': 1019366, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7facc38b253d59758c098aec6f9d75a6?s=256&d=identicon&r=PG', 'display_name': 'Kazuki', 'link': 'https://stackoverflow.com/users/1019366/kazuki'}",False,845,2,2,1668694376,1598066605,63532264,CC BY-SA 4.0,https://stackoverflow.com/questions/63532264/parcel-add-content-hash-to-html,Parcel: add content hash to html,1598854139.0,,,,
15,"['javascript', 'swiper.js']","{'account_id': 13342568, 'reputation': 61, 'user_id': 9630360, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'Yatsuba', 'link': 'https://stackoverflow.com/users/9630360/yatsuba'}",True,20659,5,5,1668664346,1597836106,63485892,CC BY-SA 4.0,https://stackoverflow.com/questions/63485892/swiper-js-show-part-of-next-slide,Swiper JS - show part of next slide,,,,,
16,['javascript'],"{'account_id': 2127743, 'reputation': 2277, 'user_id': 1889406, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/e6b560a2b7e119d0318f578529f9ed14?s=256&d=identicon&r=PG', 'display_name': 'chris_techno25', 'link': 'https://stackoverflow.com/users/1889406/chris-techno25'}",True,1533,4,3,1668642115,1597290057,63387813,CC BY-SA 4.0,https://stackoverflow.com/questions/63387813/why-wont-window-btoa-work-on-characters-in-javascript,Why won&#39;t window.btoa work on – ” characters in Javascript?,1597290457.0,63387912.0,,,
17,"['javascript', 'reactjs', 'typescript', 'jestjs', 'enzyme']","{'account_id': 17757330, 'reputation': 155, 'user_id': 12894118, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/hbTlK.png?s=256&g=1', 'display_name': 'Royal Rat', 'link': 'https://stackoverflow.com/users/12894118/royal-rat'}",False,2300,1,15,1668614921,1597354446,63403525,CC BY-SA 4.0,https://stackoverflow.com/questions/63403525/how-to-mock-a-react-mouseevent-mouseevent-onclick-event,"How to mock a React.MouseEvent&lt;{}, MouseEvent&gt; onClick event?",,,,,
18,"['javascript', 'reactjs', 'firebase', 'google-analytics', 'firebase-analytics']","{'account_id': 17304958, 'reputation': 393, 'user_id': 12533883, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/883f8bbc39cf88cada00b0661d18d332?s=256&d=identicon&r=PG&f=1', 'display_name': 'Unmy_', 'link': 'https://stackoverflow.com/users/12533883/unmy'}",True,2010,1,6,1668551009,1598398584,63588516,CC BY-SA 4.0,https://stackoverflow.com/questions/63588516/firebase-analytics-googletagmanager-error,Firebase Analytics Googletagmanager Error,,63664499.0,,,
19,"['javascript', 'chart.js']","{'account_id': 15923150, 'reputation': 149, 'user_id': 11489532, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5ac7598449729ad3af797755ab9fa23c?s=256&d=identicon&r=PG&f=1', 'display_name': 'm0kova01', 'link': 'https://stackoverflow.com/users/11489532/m0kova01'}",True,797,2,5,1668417132,1598560367,63623783,CC BY-SA 4.0,https://stackoverflow.com/questions/63623783/change-size-of-bubble-radius-without-changing-r-value,Change size of bubble radius without changing r value,1598563507.0,63633336.0,,,
20,"['javascript', 'reactjs', 'react-hooks', 'es6-promise']","{'account_id': 16531710, 'reputation': 235, 'user_id': 11944725, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/IiiMz.jpg?s=256&g=1', 'display_name': 'Jarrod Watts', 'link': 'https://stackoverflow.com/users/11944725/jarrod-watts'}",True,2200,3,1,1668367241,1598864497,63667822,CC BY-SA 4.0,https://stackoverflow.com/questions/63667822/react-hooks-set-state-variable-from-promise-in-another-function,React Hooks - Set State variable from Promise in another function,,63668074.0,,,
21,"['javascript', 'jquery']","{'account_id': 15465736, 'reputation': 307, 'user_id': 11157135, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b13e0bd01765cc83e0a46b6027047db4?s=256&d=identicon&r=PG&f=1', 'display_name': 'GXM100', 'link': 'https://stackoverflow.com/users/11157135/gxm100'}",True,196,2,-2,1668228432,1596636449,63266977,CC BY-SA 4.0,https://stackoverflow.com/questions/63266977/sum-all-inputs-with-same-class-on-change-javascript,Sum All Inputs With Same Class On Change - JavaScript,,,,,
22,"['javascript', 'react-native']","{'account_id': 15290003, 'reputation': 225, 'user_id': 11031801, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/66ea816236b8ad62ac40d5934ec96000?s=256&d=identicon&r=PG&f=1', 'display_name': 'piyush7931', 'link': 'https://stackoverflow.com/users/11031801/piyush7931'}",False,852,1,3,1668175489,1596930009,63321178,CC BY-SA 4.0,https://stackoverflow.com/questions/63321178/change-radius-of-circle-component-in-react-native-maps-dynamically-and-update-la,Change Radius of Circle component in react-native-maps dynamically and update latitudeDelta and longitudeDelta values accordingly,,,,,
23,"['javascript', 'reactjs', 'react-native', 'keyboard', 'touchableopacity']","{'account_id': 8919212, 'reputation': 682, 'user_id': 6656507, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/7HOqN.jpg?s=256&g=1', 'display_name': 'another_CS_guy', 'link': 'https://stackoverflow.com/users/6656507/another-cs-guy'}",False,6286,4,2,1668142905,1596579551,63255844,CC BY-SA 4.0,https://stackoverflow.com/questions/63255844/dismissing-keyboard-in-react-native,Dismissing Keyboard in React Native,,,,,
24,"['javascript', 'html', 'css', 'google-apps-script', 'google-sheets']","{'account_id': 13267135, 'reputation': 107, 'user_id': 9579517, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/72be0855a1365551c12b3d4e0daaf341?s=256&d=identicon&r=PG&f=1', 'display_name': 'reisnern21', 'link': 'https://stackoverflow.com/users/9579517/reisnern21'}",True,2396,2,4,1668091753,1598749488,63653100,CC BY-SA 4.0,https://stackoverflow.com/questions/63653100/remove-google-border-from-embedded-google-sheet,Remove Google Border From Embedded Google Sheet,1598759482.0,63653152.0,,,
25,"['javascript', 'html', 'button', 'bootstrap-4']","{'account_id': 18977677, 'reputation': 25, 'user_id': 13849785, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a28c0724a3c0ab5000467803015038d7?s=256&d=identicon&r=PG&f=1', 'display_name': 'MasterShake20', 'link': 'https://stackoverflow.com/users/13849785/mastershake20'}",True,1827,3,0,1668091043,1598593836,63628163,CC BY-SA 4.0,https://stackoverflow.com/questions/63628163/trying-to-get-the-bootstrap-dropdown-button-text-to-change-to-the-item-selected,Trying to get the Bootstrap dropdown button text to change to the item selected,,63628463.0,,,
26,"['javascript', 'reactjs', 'react-hooks', 'use-effect', 'react-context']","{'account_id': 12598492, 'reputation': 323, 'user_id': 9179875, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-rOCv4SAT7RI/AAAAAAAAAAI/AAAAAAAAQ0w/E57NuI87hDM/photo.jpg?sz=256', 'display_name': 'Madhav Malhotra', 'link': 'https://stackoverflow.com/users/9179875/madhav-malhotra'}",False,2012,2,1,1668073214,1598134820,63541655,CC BY-SA 4.0,https://stackoverflow.com/questions/63541655/react-useeffect-hook-not-triggering-on-first-render-with-dependencies,React useEffect Hook not Triggering on First Render with [] Dependencies,1598144885.0,,,,
27,"['javascript', 'typescript', 'emoji']","{'account_id': 14444130, 'reputation': 5860, 'user_id': 10433835, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/584735072160572/picture?type=large', 'display_name': 'anny123', 'link': 'https://stackoverflow.com/users/10433835/anny123'}",False,604,2,0,1667958702,1598520433,63613040,CC BY-SA 4.0,https://stackoverflow.com/questions/63613040/create-a-custom-unsupported-emoji,Create a custom unsupported emoji,,,,,
28,"['javascript', 'vue.js', 'quasar']","{'account_id': 19238184, 'reputation': 41, 'user_id': 14058713, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-DcDiMrumrEI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmkw5ccLw4WAHeTVANt7GGcxHKgGw/photo.jpg?sz=256', 'display_name': 'TSW', 'link': 'https://stackoverflow.com/users/14058713/tsw'}",True,766,2,1,1667901924,1597117155,63351146,CC BY-SA 4.0,https://stackoverflow.com/questions/63351146/how-can-i-read-the-js-script-in-vue-quasar,How can I read the js script in Vue/Quasar,,63379556.0,,,
29,"['javascript', 'reactjs', 'material-ui', 'react-router-dom']","{'account_id': 7495554, 'reputation': 478, 'user_id': 5695943, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-uHHGR8Boz-c/AAAAAAAAAAI/AAAAAAAAAAA/kAxFiKXxDic/photo.jpg?sz=256', 'display_name': 'Marcelo Velasquez', 'link': 'https://stackoverflow.com/users/5695943/marcelo-velasquez'}",True,10589,2,16,1667893579,1596375900,63216730,CC BY-SA 4.0,https://stackoverflow.com/questions/63216730/can-you-use-material-ui-link-with-react-router-dom-link,Can you use Material-UI Link with react-router-dom Link?,1638919855.0,,,,
30,"['javascript', 'visual-studio-code', 'intellisense']","{'account_id': 4916832, 'reputation': 1990, 'user_id': 3960558, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e3527e668e8c30bd6a75b4764496951a?s=256&d=identicon&r=PG&f=1', 'display_name': 'MBer', 'link': 'https://stackoverflow.com/users/3960558/mber'}",True,902,2,3,1667859092,1597213628,63370976,CC BY-SA 4.0,https://stackoverflow.com/questions/63370976/using-comment-format-for-intellisense,Using // comment format for Intellisense,,,,,
31,"['javascript', 'reactjs', 'webpack', 'create-react-app']","{'account_id': 11449706, 'reputation': 398, 'user_id': 8392413, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-gIjCxDOEURw/AAAAAAAAAAI/AAAAAAAAQ-o/KUBl4DaR7a4/photo.jpg?sz=256', 'display_name': 'Deepshikha Mohanta', 'link': 'https://stackoverflow.com/users/8392413/deepshikha-mohanta'}",True,43607,7,34,1667822769,1596704120,63280109,CC BY-SA 4.0,https://stackoverflow.com/questions/63280109/how-to-update-webpack-config-for-a-react-project-created-using-create-react-app,How to update webpack config for a react project created using create-react-app?,,,,,
32,"['javascript', 'vue.js', 'vue-component', 'vuejs3', 'vue-composition-api']","{'account_id': 15894926, 'reputation': 2194, 'user_id': 11468937, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e74ebc6f877eca5ca9b51f576a9d45cc?s=256&d=identicon&r=PG&f=1', 'display_name': 'KeyKi', 'link': 'https://stackoverflow.com/users/11468937/keyki'}",True,57809,6,83,1667470638,1597764419,63471824,CC BY-SA 4.0,https://stackoverflow.com/questions/63471824/vue-js-3-event-bus,Vue.js 3 Event Bus,1660482327.0,64019074.0,1621071839.0,,
33,"['javascript', 'regex']","{'account_id': 19316701, 'reputation': 21, 'user_id': 14121324, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8df909f346d929c2faa4c7a96cf0c4a0?s=256&d=identicon&r=PG&f=1', 'display_name': 'Delicia', 'link': 'https://stackoverflow.com/users/14121324/delicia'}",False,438,2,2,1667454777,1597702147,63459284,CC BY-SA 4.0,https://stackoverflow.com/questions/63459284/regex-for-date-and-time-picker-javascript,Regex for Date and time picker javascript,1667454777.0,,,,
34,"['javascript', 'dreamweaver']","{'account_id': 19218906, 'reputation': 1, 'user_id': 14043155, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1321623984707856/picture?type=large', 'display_name': 'Sean Heaney', 'link': 'https://stackoverflow.com/users/14043155/sean-heaney'}",False,227,1,0,1667444140,1596471510,63233155,CC BY-SA 4.0,https://stackoverflow.com/questions/63233155/getting-a-syntax-error-when-trying-to-use-javascript-in-dreamweaver-cs6,Getting a syntax error when trying to use JavaScript in dreamweaver CS6,,,,,
35,"['javascript', 'variables', 'console.log', 'hoisting']","{'account_id': 18633519, 'reputation': 545, 'user_id': 13626874, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Givp7xLW4PgJpxWzA2ebX4MeXlj88Mm6OE6Vsr0=k-s256', 'display_name': 'Savannah Madison', 'link': 'https://stackoverflow.com/users/13626874/savannah-madison'}",True,66,2,2,1667366385,1597813724,63480343,CC BY-SA 4.0,https://stackoverflow.com/questions/63480343/hoisting-clarification-in-javascript,Hoisting clarification in JavaScript,1597815128.0,,,,
36,"['javascript', 'node.js', 'typescript', 'filesystems', 'chokidar']","{'account_id': 14491484, 'reputation': 560, 'user_id': 10526869, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-HFk9XGX4knY/AAAAAAAAAAI/AAAAAAAAAAk/oP5_wo3Diqs/photo.jpg?sz=256', 'display_name': 'Leonardo Rick', 'link': 'https://stackoverflow.com/users/10526869/leonardo-rick'}",False,196,1,1,1667315393,1597697844,63458550,CC BY-SA 4.0,https://stackoverflow.com/questions/63458550/stream-each-new-line-of-file-using-node-js,&quot;Stream&quot; each new line of file using Node.js,,,,,
37,"['javascript', 'api']","{'account_id': 13866247, 'reputation': 2450, 'user_id': 10010688, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fa7a3090de8a85e7ec45bac420668f3f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mark', 'link': 'https://stackoverflow.com/users/10010688/mark'}",True,1409,2,0,1667309323,1597776483,63474867,CC BY-SA 4.0,https://stackoverflow.com/questions/63474867/canada-post-addresscomplete-api-usage-help-needed,Canada Post AddressComplete API usage help needed,,63477510.0,1667309818.0,,
38,"['javascript', 'node.js', 'discord', 'discord.js', 'embed']","{'account_id': 19164289, 'reputation': 593, 'user_id': 13999376, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/79459aad06e635af75d452689b78a461?s=256&d=identicon&r=PG', 'display_name': 'pragmatrick', 'link': 'https://stackoverflow.com/users/13999376/pragmatrick'}",True,3035,2,4,1667307866,1597005910,63331154,CC BY-SA 4.0,https://stackoverflow.com/questions/63331154/multiple-lines-in-one-value-of-an-embed-discord-js,Multiple lines in one value of an embed (discord.js),,63331722.0,,,
39,"['javascript', 'reactjs', 'firebase', 'google-cloud-firestore', 'react-hooks']","{'account_id': 3411033, 'reputation': 3237, 'user_id': 2860931, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/968ddbc21b4695b3fba4665b69d231b5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mel', 'link': 'https://stackoverflow.com/users/2860931/mel'}",True,3848,3,4,1667301491,1598662226,63642448,CC BY-SA 4.0,https://stackoverflow.com/questions/63642448/reading-firestore-sub-collection-data-in-react-how-to-set-a-parent-id-in-the-s,Reading firestore sub-collection data in react - how to set a parent id in the sub-collection where query,1599441559.0,,,,
40,"['javascript', 'electron', 'desktop-application']","{'account_id': 16078187, 'reputation': 21, 'user_id': 11604882, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-inHlDd40aEU/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reIMBLy9HlS8KGNDCRkHkx_EZLFbw/mo/photo.jpg?sz=256', 'display_name': 'Dheeman Kuaner', 'link': 'https://stackoverflow.com/users/11604882/dheeman-kuaner'}",True,1081,3,2,1667299336,1597126450,63352485,CC BY-SA 4.0,https://stackoverflow.com/questions/63352485/loading-new-html-in-the-same-browserwindow-in-electron,Loading new html in the same browserwindow in electron,1597126951.0,,,,
41,"['javascript', 'reactjs', 'mousewheel']","{'account_id': 13929161, 'reputation': 583, 'user_id': 10057725, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Sq7DI.jpg?s=256&g=1', 'display_name': 'Faisal Janjua', 'link': 'https://stackoverflow.com/users/10057725/faisal-janjua'}",True,19420,7,27,1667225098,1596434616,63224459,CC BY-SA 4.0,https://stackoverflow.com/questions/63224459/disable-scrolling-on-input-type-number-in-react,Disable scrolling on `&lt;input type=number&gt;` in React,,,,,
42,"['javascript', 'database', 'server', 'passwords', 'config']","{'account_id': 18770784, 'reputation': 141, 'user_id': 13687639, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4994ac72875a9604056c9ae9495a7431?s=256&d=identicon&r=PG', 'display_name': 'MoKi', 'link': 'https://stackoverflow.com/users/13687639/moki'}",False,70,1,0,1667213511,1596763036,63293861,CC BY-SA 4.0,https://stackoverflow.com/questions/63293861/how-do-i-get-a-server-js-file-to-pull-a-password-from-another-file-like-config-j,How do I get a server.js file to pull a password from another file like config.js?,1596816117.0,,,,
43,"['javascript', 'jestjs', 'axios']","{'account_id': 1359659, 'reputation': 5240, 'user_id': 1297248, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/TiaMw.jpg?s=256&g=1', 'display_name': 'Batman', 'link': 'https://stackoverflow.com/users/1297248/batman'}",True,6495,3,2,1667186432,1596256679,63201827,CC BY-SA 4.0,https://stackoverflow.com/questions/63201827/how-to-mock-and-test-axios-rejected-promise,How to mock and test Axios rejected promise?,1596322087.0,63202320.0,,,
44,"['javascript', 'vue.js', 'vuetify.js', 'nuxt.js']","{'account_id': 15614332, 'reputation': 405, 'user_id': 11767809, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4aaa39178be7b8a87f4a4b83c03eeb76?s=256&d=identicon&r=PG&f=1', 'display_name': 'obliviousfella', 'link': 'https://stackoverflow.com/users/11767809/obliviousfella'}",True,5101,2,3,1667159882,1598124360,63540262,CC BY-SA 4.0,https://stackoverflow.com/questions/63540262/vue-nuxt-how-to-access-parents-ref-from-child-components,Vue/nuxt - how to access parents ref from child components,,,,,
45,"['javascript', 'node.js', 'visual-studio-code', 'colors', 'console.log']","{'account_id': 14181908, 'reputation': 466, 'user_id': 10245189, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9fea6df76479715bb12128cd70db1819?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tatiana', 'link': 'https://stackoverflow.com/users/10245189/tatiana'}",True,1403,3,0,1667127985,1598166307,63544278,CC BY-SA 4.0,https://stackoverflow.com/questions/63544278/how-to-change-console-log-output-in-vscode,How to change console.log() output in VSCode?,,63544381.0,,,
46,"['javascript', 'reactjs', 'web-applications', 'electron', 'desktop-application']","{'account_id': 15369833, 'reputation': 734, 'user_id': 11088157, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-1wIH-cacMF4/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQOSTD7prlWSYlmHPXOAuF1M3UtvVA/mo/photo.jpg?sz=256', 'display_name': 'Ken Labso', 'link': 'https://stackoverflow.com/users/11088157/ken-labso'}",True,6004,5,6,1667107264,1597217574,63371865,CC BY-SA 4.0,https://stackoverflow.com/questions/63371865/can-electronjs-be-used-for-websites,Can electronjs be used for websites,,63371994.0,,,
