,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason,community_owned_date,migrated_from,locked_date
10,"['javascript', 'jquery', 'jquery-events']","{'account_id': 40584, 'reputation': 24875, 'user_id': 117603, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/4404b2eff76f077ebe78c50c4df6d37f?s=256&d=identicon&r=PG', 'display_name': 'Mike Trpcic', 'link': 'https://stackoverflow.com/users/117603/mike-trpcic'}",True,116026,1415610.0,6,31,1666682819,1252775316,1666682819.0,1415606,CC BY-SA 4.0,https://stackoverflow.com/questions/1415606/get-the-value-of-onclick-with-jquery,Get the value of &quot;onclick&quot; with jQuery?,,,,,,
11,"['javascript', 'performance']","{'account_id': 38238, 'reputation': 6124, 'user_id': 109614, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/e65fadf372a1d3a462ec412475662267?s=256&d=identicon&r=PG', 'display_name': 'flavour404', 'link': 'https://stackoverflow.com/users/109614/flavour404'}",True,4208,1396584.0,7,5,1666657594,1252447403,1339356338.0,1396568,CC BY-SA 3.0,https://stackoverflow.com/questions/1396568/does-removing-comments-improve-code-performance-javascript,Does removing comments improve code performance?  JavaScript,,,,,,
12,"['javascript', 'html']","{'account_id': 877617, 'reputation': 18190, 'user_id': 105033, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/730e8c40843979c92f7883e8b15cd6c8?s=256&d=identicon&r=PG', 'display_name': 'user105033', 'link': 'https://stackoverflow.com/users/105033/user105033'}",True,843406,1358815.0,18,498,1666074199,1251744019,1597414047.0,1358810,CC BY-SA 4.0,https://stackoverflow.com/questions/1358810/how-do-i-change-the-text-of-a-span-element-using-javascript,How do I change the text of a span element using JavaScript?,,,,,,
13,"['asp.net', 'javascript', 'asp.net-ajax', 'maskedtextbox', 'maskededitextender']","{'account_id': 69, 'reputation': 55389, 'user_id': 83, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/a27764e5c0529d03018cba073e612c3a?s=256&d=identicon&r=PG', 'display_name': 'Zack Peterson', 'link': 'https://stackoverflow.com/users/83/zack-peterson'}",False,8645,,1,1,1665598146,1253888600,1254319575.0,1477590,CC BY-SA 2.5,https://stackoverflow.com/questions/1477590/maskededitextender-is-too-hard-to-use-for-money,MaskedEditExtender Is Too Hard to Use For Money,,,,,,
14,['javascript'],"{'account_id': 23600, 'reputation': 35385, 'user_id': 59242, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/9bc62071957c23fa46dca30e6601b904?s=256&d=identicon&r=PG', 'display_name': 'peirix', 'link': 'https://stackoverflow.com/users/59242/peirix'}",True,171273,1497512.0,33,92,1665347565,1254309150,,1497481,CC BY-SA 2.5,https://stackoverflow.com/questions/1497481/javascript-password-generator,javascript password generator,1638960793.0,,,,,
15,"['javascript', 'jquery', 'html-input', 'disabled-input']","{'account_id': 36460, 'reputation': 133004, 'user_id': 104015, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/946c085c383cc406907c2bbf809917c3?s=256&d=identicon&r=PG', 'display_name': 'omg', 'link': 'https://stackoverflow.com/users/104015/omg'}",True,2532911,1414366.0,19,2493,1665262679,1252732914,1578596100.0,1414365,CC BY-SA 4.0,https://stackoverflow.com/questions/1414365/disable-enable-an-input-with-jquery,Disable/enable an input with jQuery?,1435670568.0,,,,,
16,"['javascript', 'floating-point']","{'account_id': 20824, 'reputation': 31834, 'user_id': 50109, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/64537dfe80f44978663e378d375c7138?s=256&d=identicon&r=PG', 'display_name': 'Juri', 'link': 'https://stackoverflow.com/users/50109/juri'}",True,615762,3439981.0,47,783,1664642837,1253604882,1563485710.0,1458633,CC BY-SA 4.0,https://stackoverflow.com/questions/1458633/how-to-deal-with-floating-point-number-precision-in-javascript,How to deal with floating point number precision in JavaScript?,1444035746.0,,,,,
17,"['javascript', 'jquery', 'event-propagation']","{'account_id': 23582, 'reputation': 18578, 'user_id': 59180, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/0f0f5d11143921e700f2d98a2a7850cb?s=256&d=identicon&r=PG', 'display_name': 'Jonathon Watney', 'link': 'https://stackoverflow.com/users/59180/jonathon-watney'}",True,469075,1369080.0,24,471,1664568951,1251911945,1655981637.0,1369035,CC BY-SA 4.0,https://stackoverflow.com/questions/1369035/how-do-i-prevent-a-parents-onclick-event-from-firing-when-a-child-anchor-is-cli,How do I prevent a parent&#39;s onclick event from firing when a child anchor is clicked?,,,,,,
18,"['javascript', 'jquery', 'dom', 'cookies']","{'account_id': 36460, 'reputation': 133004, 'user_id': 104015, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/946c085c383cc406907c2bbf809917c3?s=256&d=identicon&r=PG', 'display_name': 'omg', 'link': 'https://stackoverflow.com/users/104015/omg'}",True,1430625,1458728.0,18,1331,1664515707,1253606990,1593602460.0,1458724,CC BY-SA 4.0,https://stackoverflow.com/questions/1458724/how-do-i-set-unset-a-cookie-with-jquery,How do I set/unset a cookie with jQuery?,1295362168.0,,,,,
19,"['javascript', 'jquery', 'fragment-identifier']","{'account_id': 29476, 'reputation': 25310, 'user_id': 79677, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/fc1ca130deb434dfe5bcc19fbbebe48a?s=256&d=identicon&r=PG&f=1', 'display_name': 'FiniteLooper', 'link': 'https://stackoverflow.com/users/79677/finitelooper'}",True,126380,1511522.0,19,165,1664244431,1254175705,1548990718.0,1489624,CC BY-SA 4.0,https://stackoverflow.com/questions/1489624/modifying-location-hash-without-page-scrolling,Modifying location.hash without page scrolling,,,,,,
20,"['javascript', 'primes', 'modulo', 'discrete-mathematics', 'exponentiation']","{'account_id': 34404, 'reputation': 75188, 'user_id': 97248, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/d891ba8bd448f11617333f8642870262?s=256&d=identicon&r=PG', 'display_name': 'pts', 'link': 'https://stackoverflow.com/users/97248/pts'}",True,7513,1454148.0,5,12,1664222427,1253436504,1254683824.0,1450608,CC BY-SA 2.5,https://stackoverflow.com/questions/1450608/fastest-modular-exponentiation-in-javascript,Fastest modular exponentiation in JavaScript,,,,,,
21,"['javascript', 'string', 'replace', 'character-replacement']","{'account_id': 57217, 'reputation': 19076, 'user_id': 171365, 'user_type': 'registered', 'accept_rate': 30, 'profile_image': 'https://i.stack.imgur.com/g5nZa.jpg?s=256&g=1', 'display_name': 'Santhosh', 'link': 'https://stackoverflow.com/users/171365/santhosh'}",True,827169,1431113.0,30,725,1664156413,1253078482,1405168918.0,1431094,CC BY-SA 3.0,https://stackoverflow.com/questions/1431094/how-do-i-replace-a-character-at-a-particular-index-in-javascript,How do I replace a character at a particular index in JavaScript?,1493072802.0,,,,,
22,['javascript'],"{'account_id': 19588, 'reputation': 54664, 'user_id': 46011, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/b4c7b9374987c46b00b8baa33f601af3?s=256&d=identicon&r=PG', 'display_name': 'JD Isaacks', 'link': 'https://stackoverflow.com/users/46011/jd-isaacks'}",True,213860,1462510.0,11,183,1663945800,1253648099,1562920715.0,1462138,CC BY-SA 4.0,https://stackoverflow.com/questions/1462138/event-listener-for-when-element-becomes-visible,Event listener for when element becomes visible?,,,,,,
23,"['javascript', 'exception', 'error-handling']","{'account_id': 30726, 'reputation': 20878, 'user_id': 83898, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/629dd98e26181db40376b65617fe5e4c?s=256&d=identicon&r=PG', 'display_name': 'Josh Gibson', 'link': 'https://stackoverflow.com/users/83898/josh-gibson'}",True,192577,,27,487,1663255667,1252112098,1303178176.0,1382107,CC BY-SA 3.0,https://stackoverflow.com/questions/1382107/whats-a-good-way-to-extend-error-in-javascript,What&#39;s a good way to extend Error in JavaScript?,,,,,,
24,"['javascript', 'cookies', 'google-chrome']","{'user_type': 'does_not_exist', 'display_name': 'Buddy'}",True,40252,,5,23,1663071276,1253199171,1256499903.0,1439377,CC BY-SA 2.5,https://stackoverflow.com/questions/1439377/access-cookies-from-google-chrome-extension,Access cookies from Google Chrome extension,,,,,,
25,"['javascript', 'dom', 'event-handling', 'dom-events']","{'account_id': 59933, 'reputation': 5948, 'user_id': 179189, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/7e77b395da1c15af286f029dc8455566?s=256&d=identicon&r=PG', 'display_name': 'Murali VP', 'link': 'https://stackoverflow.com/users/179189/murali-vp'}",True,15724,19073706.0,7,14,1662815319,1253850651,1600378604.0,1475337,CC BY-SA 4.0,https://stackoverflow.com/questions/1475337/how-to-list-all-registered-events-of-a-dom-node-using-javascript,How to list all registered events of a DOM node using JavaScript?,,,,,,
26,"['javascript', 'dom', 'textbox']","{'account_id': 880800, 'reputation': 4509, 'user_id': 161562, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/052b76439c54f029a0595f88e3da6659?s=256&d=identicon&r=PG', 'display_name': 'noob', 'link': 'https://stackoverflow.com/users/161562/noob'}",True,102619,,9,17,1662746128,1252344636,1252346106.0,1390319,CC BY-SA 2.5,https://stackoverflow.com/questions/1390319/how-do-i-add-textboxes-dynamically-in-javascript,How do I add textboxes dynamically in Javascript?,,,,,,
27,"['javascript', 'jquery', 'dom', 'attributes']","{'account_id': 1422, 'reputation': 84297, 'user_id': 1897, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/09d9b10ad83581c21328d44e48c77b9d?s=256&d=identicon&r=PG', 'display_name': 'Imran', 'link': 'https://stackoverflow.com/users/1897/imran'}",True,1141,1393025.0,3,2,1662702802,1252393190,1662702802.0,1392393,CC BY-SA 4.0,https://stackoverflow.com/questions/1392393/inconsistency-in-jquerys-attribute-manipulation,Inconsistency in jQuery&#39;s attribute manipulation,,,,,,
28,"['javascript', 'html', 'dom-events']","{'account_id': 41415, 'reputation': 12459, 'user_id': 120330, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/4bf3784011a5706bc9064fad113bbf31?s=256&d=identicon&r=PG', 'display_name': 'Andromeda', 'link': 'https://stackoverflow.com/users/120330/andromeda'}",True,7590,1420545.0,2,2,1662473650,1252920719,1662473650.0,1420526,CC BY-SA 4.0,https://stackoverflow.com/questions/1420526/problem-with-select-box-onchange-event-in-html,Problem with Select box Onchange event in html,,,,,,
29,"['javascript', 'css', 'web']","{'account_id': 65103, 'reputation': 17820, 'user_id': 191808, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/86c8ac2f97b1ce67bf33f5268898fbb2?s=256&d=identicon&r=PG&f=1', 'display_name': 'BeachRunnerFred', 'link': 'https://stackoverflow.com/users/191808/beachrunnerfred'}",True,220193,,16,91,1662413276,1253129483,1662413276.0,1435015,CC BY-SA 4.0,https://stackoverflow.com/questions/1435015/how-can-i-make-the-browser-wait-to-display-the-page-until-its-fully-loaded,How can I make the browser wait to display the page until it&#39;s fully loaded?,,,,,,
30,"['javascript', 'hostname']","{'account_id': 10552, 'reputation': 20876, 'user_id': 20003, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/8c8dd2e41a62328fe8502000bc5a45ca?s=256&d=identicon&r=PG', 'display_name': 'Dustin Getz', 'link': 'https://stackoverflow.com/users/20003/dustin-getz'}",True,480137,17336519.0,15,432,1662391459,1251903813,1454752513.0,1368264,CC BY-SA 3.0,https://stackoverflow.com/questions/1368264/how-to-extract-the-hostname-portion-of-a-url-in-javascript,How to extract the hostname portion of a URL in JavaScript,1501399323.0,,,,,
31,"['javascript', 'events', 'browser', 'window']","{'user_type': 'does_not_exist', 'display_name': 'honest'}",False,1067,,1,-1,1662315356,1253787208,1662315356.0,1470806,CC BY-SA 4.0,https://stackoverflow.com/questions/1470806/when-browser-closed-update-table-and-destroy-session-using-ajax,When browser closed update table and destroy session using ajax,,,,,,
32,"['javascript', 'jquery', 'html', 'events', 'scroll']","{'account_id': 36584, 'reputation': 110227, 'user_id': 104380, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/00eb0dd8c3cd1298b05f09661f0c2b45?s=256&d=identicon&r=PG', 'display_name': 'vsync', 'link': 'https://stackoverflow.com/users/104380/vsync'}",True,59581,54202811.0,15,72,1660545032,1253621079,1660545032.0,1459676,CC BY-SA 4.0,https://stackoverflow.com/questions/1459676/prevent-scroll-bubbling-from-element-to-window,prevent Scroll bubbling from element to window,,,,,,
33,"['javascript', 'html', 'css', 'yui']","{'account_id': 33871, 'reputation': 5607, 'user_id': 95175, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/91958ffd49486ecc65236951c7d44aa1?s=256&d=identicon&r=PG', 'display_name': 'Jamis Charles', 'link': 'https://stackoverflow.com/users/95175/jamis-charles'}",True,89078,1473605.0,14,47,1659383770,1253819033,1293714827.0,1473584,CC BY-SA 2.5,https://stackoverflow.com/questions/1473584/need-to-find-height-of-hidden-div-on-page-set-to-displaynone,Need to find height of hidden div on page (set to display:none),,,,,,
34,"['javascript', 'window.location', 'fragment-identifier']","{'account_id': 12662, 'reputation': 82889, 'user_id': 25068, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/152c39ec9f2570aef287d40f9824c5f2?s=256&d=identicon&r=PG', 'display_name': 'Tom Lehman', 'link': 'https://stackoverflow.com/users/25068/tom-lehman'}",True,381833,1397347.0,17,408,1659284870,1252465162,1499669083.0,1397329,CC BY-SA 3.0,https://stackoverflow.com/questions/1397329/how-to-remove-the-hash-from-window-location-url-with-javascript-without-page-r,How to remove the hash from window.location (URL) with JavaScript without page refresh?,,,,,,
35,"['javascript', 'regex', 'html-entities']","{'account_id': 53081, 'reputation': 968, 'user_id': 158678, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/42f732f742491af4fe01559c64ba9865?s=256&d=identicon&r=PG', 'display_name': 'user158678', 'link': 'https://stackoverflow.com/users/158678/user158678'}",True,135174,1496863.0,10,83,1658926453,1254277091,1254321548.0,1495822,CC BY-SA 2.5,https://stackoverflow.com/questions/1495822/replacing-nbsp-from-javascript-dom-text-node,Replacing &amp;nbsp; from javascript dom text node,,,,,,
36,"['javascript', 'oop']","{'account_id': 36067, 'reputation': 26342, 'user_id': 102635, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/66764e3b08d2ece5d593de7b0799f0df?s=256&d=identicon&r=PG', 'display_name': 'Kirk Ouimet', 'link': 'https://stackoverflow.com/users/102635/kirk-ouimet'}",True,100365,1366135.0,10,84,1658920407,1251873295,1539342050.0,1366127,CC BY-SA 4.0,https://stackoverflow.com/questions/1366127/how-do-i-make-javascript-object-using-a-variable-string-to-define-the-class-name,How do I make JavaScript Object using a variable String to define the class name?,,,,,,
37,"['javascript', 'dll', 'activex', 'opos']","{'account_id': 562, 'reputation': 3467, 'user_id': 728, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/22bcd0288991be2b63ec88a10f747bfb?s=256&d=identicon&r=PG', 'display_name': 'TJR', 'link': 'https://stackoverflow.com/users/728/tjr'}",True,1136,9346213.0,1,1,1658574249,1253050401,1658574249.0,1429737,CC BY-SA 4.0,https://stackoverflow.com/questions/1429737/javascript-to-activex-variable-type,Javascript to ActiveX variable type,,,,,,
38,"['javascript', 'drop-down-menu', 'html-select', 'menuitem']","{'user_type': 'does_not_exist', 'display_name': 'user165817'}",True,1089,,3,-1,1658062827,1253390389,1658062827.0,1449383,CC BY-SA 4.0,https://stackoverflow.com/questions/1449383/having-select-options-in-2-drop-down-menu-lists,Having select options in 2 drop down menu lists?,,,,,,
39,"['javascript', 'string', 'string-interpolation']","{'account_id': 12662, 'reputation': 82889, 'user_id': 25068, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/152c39ec9f2570aef287d40f9824c5f2?s=256&d=identicon&r=PG', 'display_name': 'Tom Lehman', 'link': 'https://stackoverflow.com/users/25068/tom-lehman'}",True,498428,35984254.0,21,727,1657657059,1252626011,1447977142.0,1408289,CC BY-SA 3.0,https://stackoverflow.com/questions/1408289/how-can-i-do-string-interpolation-in-javascript,How can I do string interpolation in JavaScript?,1446148413.0,,,,,
40,"['javascript', 'html', 'jquery', 'dom', 'jquery-events']","{'account_id': 10610, 'reputation': 64602, 'user_id': 20126, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/22fc146c1512cdb4d381222dcbc8b9f8?s=256&d=identicon&r=PG', 'display_name': 'Amr Elgarhy', 'link': 'https://stackoverflow.com/users/20126/amr-elgarhy'}",True,42140,1432140.0,4,14,1657477461,1253095776,1657477461.0,1432111,CC BY-SA 4.0,https://stackoverflow.com/questions/1432111/how-to-write-onshow-event-using-javascript-jquery,How to write onshow event using JavaScript/jQuery?,,,,,,
41,"['javascript', 'event-handling', 'dom-events']","{'account_id': 25148, 'reputation': 18079, 'user_id': 64421, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/c4a554af6a69c9e706a288bcc36b964e?s=256&d=identicon&r=PG', 'display_name': 'Ben McCann', 'link': 'https://stackoverflow.com/users/64421/ben-mccann'}",True,266,1460213.0,2,0,1657443399,1253605759,1657443399.0,1458679,CC BY-SA 4.0,https://stackoverflow.com/questions/1458679/detecting-when-neither-of-two-inputs-has-focus,Detecting when neither of two inputs has focus,,,,,,
42,"['javascript', 'radio-button']","{'account_id': 880800, 'reputation': 4509, 'user_id': 161562, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/052b76439c54f029a0595f88e3da6659?s=256&d=identicon&r=PG', 'display_name': 'noob', 'link': 'https://stackoverflow.com/users/161562/noob'}",True,1340936,,29,318,1656234000,1252960510,1596490697.0,1423777,CC BY-SA 4.0,https://stackoverflow.com/questions/1423777/how-can-i-check-whether-a-radio-button-is-selected-with-javascript,How can I check whether a radio button is selected with JavaScript?,1466662351.0,,,,,
43,['javascript'],"{'account_id': 44512, 'reputation': 678, 'user_id': 130704, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/79d84d60cb74f7c1f89429bbca2c304c?s=256&d=identicon&r=PG', 'display_name': 'cointilt', 'link': 'https://stackoverflow.com/users/130704/cointilt'}",True,45723,1462756.0,5,28,1655983665,1253654846,,1462719,CC BY-SA 2.5,https://stackoverflow.com/questions/1462719/javascript-change-the-function-of-the-browsers-back-button,Javascript : Change the function of the browser&#39;s back button,,,,,,
44,"['javascript', 'json', 'datetime', 'utc']","{'account_id': 31059, 'reputation': 20333, 'user_id': 85040, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/990752653c19c5093055304680900a57?s=256&d=identicon&r=PG', 'display_name': 'mark smith', 'link': 'https://stackoverflow.com/users/85040/mark-smith'}",True,146438,1486612.0,20,127,1655946271,1254135813,1417603268.0,1486476,CC BY-SA 3.0,https://stackoverflow.com/questions/1486476/json-stringify-changes-time-of-date-because-of-utc,JSON Stringify changes time of date because of UTC,,,,,,
45,['javascript'],"{'account_id': 10962, 'reputation': 21086, 'user_id': 20946, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://i.stack.imgur.com/V6x39.jpg?s=256&g=1', 'display_name': 'cllpse', 'link': 'https://stackoverflow.com/users/20946/cllpse'}",True,24402,1433119.0,14,28,1655818871,1253108349,1592644375.0,1433030,CC BY-SA 4.0,https://stackoverflow.com/questions/1433030/validate-number-of-days-in-a-given-month,Validate number of days in a given month,,,,,,
46,"['javascript', 'sorting', 'comparator']","{'account_id': 31475, 'reputation': 2133, 'user_id': 86424, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/7ce82fe0fc5088cd5561de5e2694b270?s=256&d=identicon&r=PG', 'display_name': 'cw84', 'link': 'https://stackoverflow.com/users/86424/cw84'}",True,48440,1494746.0,8,131,1655733854,1254255665,1523267992.0,1494713,CC BY-SA 3.0,https://stackoverflow.com/questions/1494713/how-does-javascripts-sort-work,How does Javascript&#39;s sort() work?,1596190936.0,,,,,
47,"['javascript', 'formatting', 'ide', 'aptana']","{'account_id': 38295, 'reputation': 11665, 'user_id': 109826, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/dd3d105dcfa684854ff81f10a88c09a3?s=256&d=identicon&r=PG', 'display_name': 'Keith Bentrup', 'link': 'https://stackoverflow.com/users/109826/keith-bentrup'}",True,7929,,6,15,1655116104,1254035919,1553453013.0,1482999,CC BY-SA 4.0,https://stackoverflow.com/questions/1482999/utility-to-auto-insert-semicolons-in-javascript-source-code,Utility to auto insert semicolons in JavaScript source code?,,,,,,
48,"['javascript', 'trim', 'strip']","{'account_id': 48724, 'reputation': 3577, 'user_id': 144826, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/fe6813d98628fd2c607d0930448bb453?s=256&d=identicon&r=PG', 'display_name': 'rawrrrrrrrr', 'link': 'https://stackoverflow.com/users/144826/rawrrrrrrrr'}",True,347331,1418059.0,8,204,1654936199,1252857136,1654936199.0,1418050,,https://stackoverflow.com/questions/1418050/string-strip-for-javascript,String strip() for JavaScript?,,1459192630.0,Duplicate,,,
