,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,protected_date,migrated_from
10,"['javascript', 'html', 'css']","{'account_id': 13756599, 'reputation': 598, 'user_id': 12155405, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/XcPj1.png?s=256&g=1', 'display_name': 'doliphin', 'link': 'https://stackoverflow.com/users/12155405/doliphin'}",True,59,65014139.0,2,1,1668792936,1606345646,65013936,CC BY-SA 4.0,https://stackoverflow.com/questions/65013936/position-something-relative-to-the-height-of-a-div-containing-text,Position something relative to the height of a div containing text,1606346580.0,,,,
11,"['javascript', 'html', 'jquery', 'asp.net-mvc', 'session']","{'account_id': 943075, 'reputation': 827, 'user_id': 970826, 'user_type': 'registered', 'accept_rate': 19, 'profile_image': 'https://www.gravatar.com/avatar/523612704a58106842e0a6c36240d986?s=256&d=identicon&r=PG&f=1', 'display_name': 'AMDI', 'link': 'https://stackoverflow.com/users/970826/amdi'}",True,118,64692292.0,2,1,1668786793,1604555174,64691831,CC BY-SA 4.0,https://stackoverflow.com/questions/64691831/facing-issue-in-retrieving-data-when-user-clicks-on-browser-back-button-in-mvc5,Facing issue in retrieving data when user clicks on browser back button in MVC5,1604652898.0,,,,
12,"['javascript', 'node.js', 'browser-automation', 'playwright']","{'account_id': 19948527, 'reputation': 243, 'user_id': 14618675, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-LNl12Y1xpPo/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn3ncsLTdA3-aj0UqrjOFfHyRF0Rw/s96-c/photo.jpg?sz=256', 'display_name': 'cole', 'link': 'https://stackoverflow.com/users/14618675/cole'}",True,46306,64901482.0,8,24,1668754349,1605091038,64784781,CC BY-SA 4.0,https://stackoverflow.com/questions/64784781/how-to-check-if-an-element-exists-on-the-page-in-playwright-js,How to check if an element exists on the page in Playwright.js,1605092013.0,,,,
13,"['javascript', 'reactjs', 'git']","{'account_id': 7711042, 'reputation': 326, 'user_id': 9476814, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3272e4aad5d14a78fe67b17f52ec3675?s=256&d=identicon&r=PG&f=1', 'display_name': 'saran', 'link': 'https://stackoverflow.com/users/9476814/saran'}",True,11419,65008756.0,3,7,1668597985,1606321211,65008696,CC BY-SA 4.0,https://stackoverflow.com/questions/65008696/how-to-create-react-app-without-git-skipping-git,How to create react app without git (skipping git)?,1606360226.0,,,,
14,"['javascript', 'jquery', 'chart.js']","{'account_id': 19618400, 'reputation': 1061, 'user_id': 14359374, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/245b200b2a1bbf9e36dbcc1afa9564f7?s=256&d=identicon&r=PG', 'display_name': 'udoyhasan', 'link': 'https://stackoverflow.com/users/14359374/udoyhasan'}",True,1176,,2,0,1668577400,1605873812,64929129,CC BY-SA 4.0,https://stackoverflow.com/questions/64929129/moving-vertical-line-when-hovering-over-the-chart-using-chart-js-in-v2-9-4,Moving vertical line when hovering over the chart using chart.js in v2.9.4,,,,,
15,"['javascript', 'node.js']","{'account_id': 18294095, 'reputation': 11, 'user_id': 13320344, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/lgMp0.jpg?s=256&g=1', 'display_name': 'nathanabram', 'link': 'https://stackoverflow.com/users/13320344/nathanabram'}",True,861,,1,0,1668538679,1604440461,64671257,CC BY-SA 4.0,https://stackoverflow.com/questions/64671257/trouble-with-fs-createreadstream,Trouble with fs.createReadStream,,,,,
16,"['javascript', 'addeventlistener', 'preventdefault']","{'account_id': 7434948, 'reputation': 2320, 'user_id': 5654715, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://graph.facebook.com/10153295750512607/picture?type=large', 'display_name': 'Baptiste Arnaud', 'link': 'https://stackoverflow.com/users/5654715/baptiste-arnaud'}",True,2335,64916689.0,1,3,1668514450,1605805451,64916481,CC BY-SA 4.0,https://stackoverflow.com/questions/64916481/e-preventdefault-not-working-in-100-cases,e.preventDefault() not working in 100% cases,1651610639.0,,,,
17,"['javascript', 'jquery', 'charts', 'chart.js', 'chart.js3']","{'account_id': 20088272, 'reputation': 23, 'user_id': 14729389, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a1c6ca06dc93e6fb3f42251d40c48536?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mr.Rulez', 'link': 'https://stackoverflow.com/users/14729389/mr-rulez'}",True,3514,,3,2,1668510933,1606659968,65061163,CC BY-SA 4.0,https://stackoverflow.com/questions/65061163/how-to-draw-horizontal-lines-using-chart-js-3-x-cannot-get-it-working,How to draw horizontal Lines using chart.js 3.x ? Cannot get it working,1606666598.0,,,,
18,"['javascript', 'frontend']","{'account_id': 11605181, 'reputation': 101, 'user_id': 8501147, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/16acecca5b658a069c6389775cbfb94f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Karthik Prasad', 'link': 'https://stackoverflow.com/users/8501147/karthik-prasad'}",True,15641,,5,4,1668503858,1606205636,64982528,CC BY-SA 4.0,https://stackoverflow.com/questions/64982528/is-is-possible-to-read-a-csv-file-with-javascript-fetch-api,Is is possible to read a .csv file with Javascript fetch API?,1614136195.0,,,,
19,"['javascript', 'arrays', 'vue.js', 'async-await', 'nuxt.js']","{'account_id': 17296893, 'reputation': 1931, 'user_id': 12527356, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/60cf5d7b254801cec28be8121fa824fc?s=256&d=identicon&r=PG&f=1', 'display_name': 'connorcode', 'link': 'https://stackoverflow.com/users/12527356/connorcode'}",True,748,64935159.0,2,1,1668451641,1605893144,64934047,CC BY-SA 4.0,https://stackoverflow.com/questions/64934047/building-nuxt-sitemap-from-multiple-data-sources,Building Nuxt sitemap from multiple data sources,1605894740.0,,,,
20,"['javascript', 'mapbox-gl-js']","{'account_id': 13988071, 'reputation': 2009, 'user_id': 10102695, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/MhYN7.png?s=256&g=1', 'display_name': 'Dolly', 'link': 'https://stackoverflow.com/users/10102695/dolly'}",True,167,,1,0,1668432275,1605094705,64785693,CC BY-SA 4.0,https://stackoverflow.com/questions/64785693/how-to-access-pixel-coordinates-using-queryrenderedfeatures-in-mapbox-gl-js,How to access pixel coordinates using queryRenderedFeatures in Mapbox-gl-js?,1605097136.0,,,,
21,"['javascript', 'reactjs', 'framerjs', 'framer-motion']","{'account_id': 5187523, 'reputation': 407, 'user_id': 4151477, 'user_type': 'registered', 'accept_rate': 23, 'profile_image': 'https://i.stack.imgur.com/57NGj.jpg?s=256&g=1', 'display_name': 'Alex P', 'link': 'https://stackoverflow.com/users/4151477/alex-p'}",False,976,,1,3,1668404484,1605875010,64929431,CC BY-SA 4.0,https://stackoverflow.com/questions/64929431/framer-api-scroll-component-horizontal-scrolling-react,Framer API Scroll Component Horizontal Scrolling - React,,,,,
22,"['javascript', 'automation', 'photoshop', 'photoshop-script']","{'account_id': 18668645, 'reputation': 188, 'user_id': 13608019, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/OgE3a.jpg?s=256&g=1', 'display_name': 'Ming the merciless', 'link': 'https://stackoverflow.com/users/13608019/ming-the-merciless'}",False,405,,2,0,1668191140,1605973223,64944907,CC BY-SA 4.0,https://stackoverflow.com/questions/64944907/how-do-you-run-quick-actions-in-photoshop-scripts,How do you run &quot;Quick Actions&quot; in Photoshop scripts?,1605973687.0,,,,
23,"['javascript', 'node.js', 'reactjs', 'webpack']","{'account_id': 16974715, 'reputation': 498, 'user_id': 12278378, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e3dd3d6437843a73e450078034fe1316?s=256&d=identicon&r=PG&f=1', 'display_name': 'pacifica94', 'link': 'https://stackoverflow.com/users/12278378/pacifica94'}",True,56919,65018686.0,5,34,1668168600,1606379285,65018431,CC BY-SA 4.0,https://stackoverflow.com/questions/65018431/webpack-5-uncaught-referenceerror-process-is-not-defined,Webpack 5 - Uncaught ReferenceError: process is not defined,1666772207.0,,,,
24,['javascript'],"{'account_id': 19697218, 'reputation': 107, 'user_id': 14420874, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7aea55718423d9d95cb5674d8495847c?s=256&d=identicon&r=PG&f=1', 'display_name': 'bk___', 'link': 'https://stackoverflow.com/users/14420874/bk'}",True,727,,2,1,1668116311,1605205403,64809618,CC BY-SA 4.0,https://stackoverflow.com/questions/64809618/validating-a-zipcode-input-with-javascript,Validating a zipcode input with javascript,,,,,
25,"['javascript', 'reactjs', 'export-to-csv']","{'account_id': 11601234, 'reputation': 340, 'user_id': 10202457, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-XpTP89z_PXQ/AAAAAAAAAAI/AAAAAAAAABg/JN3aJewAL20/photo.jpg?sz=256', 'display_name': 'Ferhi Malek', 'link': 'https://stackoverflow.com/users/10202457/ferhi-malek'}",False,2648,,2,4,1668106559,1605255663,64817556,CC BY-SA 4.0,https://stackoverflow.com/questions/64817556/loading-data-asynchronously-and-downloading-csv-data-with-a-click-is-one-step-be,Loading data asynchronously and downloading CSV data with a click is one step behind the latest retrieved data,1605256391.0,,,,
26,"['javascript', 'reactjs', 'react-redux', 'react-hooks']","{'account_id': 19096564, 'reputation': 313, 'user_id': 13945695, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/83b943608a075c8e7fc7c29091f53798?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jeff Guo', 'link': 'https://stackoverflow.com/users/13945695/jeff-guo'}",True,38534,65049865.0,4,19,1668072723,1606568322,65049812,CC BY-SA 4.0,https://stackoverflow.com/questions/65049812/how-to-call-a-function-every-minute-in-a-react-component,How to call a function every minute in a React component?,,,,,
27,"['javascript', 'functional-programming', 'monads', 'reader-monad']","{'account_id': 3918633, 'reputation': 3299, 'user_id': 3241822, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://i.stack.imgur.com/BExSh.jpg?s=256&g=1', 'display_name': 'Teodor Ciuraru', 'link': 'https://stackoverflow.com/users/3241822/teodor-ciuraru'}",True,162,65060136.0,3,0,1667993800,1606642955,65058777,CC BY-SA 4.0,https://stackoverflow.com/questions/65058777/readability-vs-maintainability-nested-functions,Readability vs. maintainability: nested functions,1667993800.0,,,,
28,"['javascript', 'reactjs', 'forms', 'event-handling', 'material-ui']","{'account_id': 1166382, 'reputation': 33109, 'user_id': 10431574, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3f8c9af9308ff187388114cc9d054149?s=256&d=identicon&r=PG', 'display_name': 'Linda Paiste', 'link': 'https://stackoverflow.com/users/10431574/linda-paiste'}",True,8984,64671159.0,2,12,1667877741,1604437314,64670624,CC BY-SA 4.0,https://stackoverflow.com/questions/64670624/deletable-chips-in-material-ui-multiple-select,Deletable Chips in Material UI Multiple Select,,,,,
29,"['javascript', 'node.js', 'nestjs', 'typeorm']","{'account_id': 8688327, 'reputation': 11, 'user_id': 6505416, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-2oLLE9GAygg/AAAAAAAAAAI/AAAAAAACuEQ/Dsvnpdru4Vk/photo.jpg?sz=256', 'display_name': 'Houston da Paz', 'link': 'https://stackoverflow.com/users/6505416/houston-da-paz'}",False,633,,3,0,1667834314,1605652537,64884358,CC BY-SA 4.0,https://stackoverflow.com/questions/64884358/retrive-some-columns-of-relations-in-typeorm,Retrive some columns of relations in typeorm,,,,,
30,"['javascript', 'android', 'react-native']","{'account_id': 75997, 'reputation': 9154, 'user_id': 217844, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://i.stack.imgur.com/miFAJ.jpg?s=256&g=1', 'display_name': 'ssc', 'link': 'https://stackoverflow.com/users/217844/ssc'}",True,2460,,4,5,1667830971,1605899490,64935512,CC BY-SA 4.0,https://stackoverflow.com/questions/64935512/react-native-string-matchall-is-not-a-function,React Native: &lt;string&gt;.matchAll is not a function,,,,,
31,"['javascript', 'node.js', 'axios', 'next.js', 'next-auth']","{'account_id': 19844997, 'reputation': 1011, 'user_id': 14536846, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/pnbK7.jpg?s=256&g=1', 'display_name': 'MateuszWawrzynski', 'link': 'https://stackoverflow.com/users/14536846/mateuszwawrzynski'}",False,1029,,1,14,1667809035,1605289440,64825575,CC BY-SA 4.0,https://stackoverflow.com/questions/64825575/econnrefused-127-0-0-180-when-trying-to-sign-in-using-next-auth,ECONNREFUSED 127.0.0.1:80 when trying to sign in using next-auth,1605354272.0,,,,
32,"['javascript', 'vue.js']","{'account_id': 20030997, 'reputation': 23, 'user_id': 14683769, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/461d09141c0b8d5efea9dd12006c4ca0?s=256&d=identicon&r=PG&f=1', 'display_name': 'apb', 'link': 'https://stackoverflow.com/users/14683769/apb'}",True,1215,64949680.0,3,0,1667696319,1606001388,64949202,CC BY-SA 4.0,https://stackoverflow.com/questions/64949202/vue-js-property-or-method-is-not-defined,vue.js Property or method is not defined,1606065835.0,,,,
33,"['javascript', 'reactjs', 'syntax', 'dom-events', 'pretty-print']","{'account_id': 7883061, 'reputation': 817, 'user_id': 5956254, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/djy6N.jpg?s=256&g=1', 'display_name': '0xAnon', 'link': 'https://stackoverflow.com/users/5956254/0xanon'}",True,677,,2,3,1667574752,1606544243,65046974,CC BY-SA 4.0,https://stackoverflow.com/questions/65046974/react-syntax-highlighter-not-beautifying-code,react-syntax-highlighter not beautifying code?,1606561944.0,,,,
34,"['javascript', 'vue.js', 'navbar', 'bootstrap-vue']","{'account_id': 19353986, 'reputation': 130, 'user_id': 14150678, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-ShakSMFXNQI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmDTOr90Y-YQdS9XKWfVY-hsC-kpg/photo.jpg?sz=256', 'display_name': 'Jayashree K', 'link': 'https://stackoverflow.com/users/14150678/jayashree-k'}",True,723,,1,2,1667493928,1605515003,64854637,CC BY-SA 4.0,https://stackoverflow.com/questions/64854637/listeners-is-readonly-attrs-is-readonly-errors,$listeners is readonly. $attrs is readonly errors,,,,,
35,"['javascript', 'php', 'jquery', 'datatable']","{'account_id': 9626398, 'reputation': 520, 'user_id': 10552968, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-GQx-Pl4emVA/AAAAAAAAAAI/AAAAAAAABgs/2Jf4iZgXTe8/photo.jpg?sz=256', 'display_name': 'Inventor Bala', 'link': 'https://stackoverflow.com/users/10552968/inventor-bala'}",False,342,,1,0,1667493134,1604599732,64702952,CC BY-SA 4.0,https://stackoverflow.com/questions/64702952/in-php-i-use-htmlspecialchars-decode-what-is-the-equivalent-in-javascript,"In PHP i use htmlspecialchars_decode, what is the equivalent in javascript?",,,,,
36,"['javascript', 'firebase', 'google-cloud-firestore', 'firebase-authentication', 'materialize']","{'account_id': 18594291, 'reputation': 57, 'user_id': 13550734, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b4948dc640323763f5bbaf3618eace22?s=256&d=identicon&r=PG', 'display_name': 'Anonoymous', 'link': 'https://stackoverflow.com/users/13550734/anonoymous'}",False,134,,0,0,1667454616,1606701585,65067217,CC BY-SA 4.0,https://stackoverflow.com/questions/65067217/im-working-on-a-web-app-involving-firebase-firestore-and-i-want-to-query-just,"I&#39;m working on a web app involving firebase firestore, and I want to query just 1 specific field",1667454616.0,,,,
37,"['javascript', 'node.js', 'reactjs', 'express', 'passport.js']","{'account_id': 18168558, 'reputation': 66, 'user_id': 13218651, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/kFgg6.jpg?s=256&g=1', 'display_name': 'Yousuf Kalim', 'link': 'https://stackoverflow.com/users/13218651/yousuf-kalim'}",True,325,64789718.0,4,0,1667305863,1605104718,64788304,CC BY-SA 4.0,https://stackoverflow.com/questions/64788304/how-can-i-protect-a-route-in-react-router,How can I protect a route in React router,1667305863.0,,,,
38,"['javascript', 'reactjs', 'leaflet', 'react-leaflet', 'fitbounds']","{'account_id': 11673406, 'reputation': 3557, 'user_id': 8547775, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Ih5Wk.png?s=256&g=1', 'display_name': 'daniel_s', 'link': 'https://stackoverflow.com/users/8547775/daniel-s'}",True,1137,,2,3,1667297761,1604665616,64714683,CC BY-SA 4.0,https://stackoverflow.com/questions/64714683/dynamic-bounds-change-does-not-give-any-effect-in-react-leaflet,Dynamic bounds change does not give any effect in &#39;react-leaflet&#39;,1604832798.0,,,,
39,"['javascript', 'node.js', 'discord', 'discord.js']","{'account_id': 19195097, 'reputation': 301, 'user_id': 14023978, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/pMjcT.jpg?s=256&g=1', 'display_name': 'felony123', 'link': 'https://stackoverflow.com/users/14023978/felony123'}",True,4669,,6,4,1667239902,1606583435,65052342,CC BY-SA 4.0,https://stackoverflow.com/questions/65052342/how-would-i-use-two-different-versions-of-discord-js-discord-js-bot,How would I use two different versions of discord.js | Discord.js Bot,,,,,
40,"['javascript', 'class', 'ember.js']","{'account_id': 6856854, 'reputation': 117, 'user_id': 5272158, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/64d0aa98c564f28a06c52b43ab37c04a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Macjej', 'link': 'https://stackoverflow.com/users/5272158/macjej'}",True,882,65026811.0,1,4,1667169810,1606328423,65010591,CC BY-SA 4.0,https://stackoverflow.com/questions/65010591/emberjs-injecting-owner-to-native-class-from-component,EmberJS: Injecting owner to native class from component,,,,,
41,"['javascript', 'node.js', 'svelte', 'bundling-and-minification', 'rollup']","{'account_id': 10224954, 'reputation': 41, 'user_id': 7547894, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-7d5ePSEDQg4/AAAAAAAAAAI/AAAAAAAAADQ/mApS3fuFPhg/photo.jpg?sz=256', 'display_name': 'froggydood', 'link': 'https://stackoverflow.com/users/7547894/froggydood'}",True,1049,,1,4,1667134245,1604314642,64644241,CC BY-SA 4.0,https://stackoverflow.com/questions/64644241/i-cant-get-rollup-to-compile-properly-when-using-dynamic-imports-and-crypto-js-i,I cant get rollup to compile properly when using dynamic imports and crypto-js in my svelte web app,,,,,
42,"['javascript', 'node.js', 'discord.js']","{'account_id': 19701239, 'reputation': 97, 'user_id': 14423951, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-r87RCy_dvug/AAAAAAAAAAI/AAAAAAAACKw/AMZuucn7KG9S_5ZfuB1vV1t4AwIKvrF2Kg/s96-c/photo.jpg?sz=256', 'display_name': 'AdolfJames Urian', 'link': 'https://stackoverflow.com/users/14423951/adolfjames-urian'}",False,225,,1,0,1667132468,1605333268,64831352,CC BY-SA 4.0,https://stackoverflow.com/questions/64831352/i-am-having-trouble-handling-external-files-discord-js,I am having trouble handling external files | Discord.js,1605343059.0,,,,
43,"['javascript', 'google-chrome', 'browser', 'service-worker', 'worker']","{'account_id': 15043686, 'reputation': 9, 'user_id': 10857507, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-L2XFNj7Aj_A/AAAAAAAAAAI/AAAAAAAALAM/npnzKZsOMhc/photo.jpg?sz=256', 'display_name': 'Venkat Venki Reddy&#39;s', 'link': 'https://stackoverflow.com/users/10857507/venkat-venki-reddys'}",False,64,,0,0,1667121132,1605768027,64906590,CC BY-SA 4.0,https://stackoverflow.com/questions/64906590/service-worker-to-cache-webapi-data-if-api-have-parameters-and-headers-await-ca,Service Worker to Cache WEBAPI data if API have Parameters and Headers (await cache.addAll(API_URLS)),,,,,
44,"['javascript', 'node.js', 'npm', 'dependencies', 'mapbox']","{'account_id': 17296893, 'reputation': 1931, 'user_id': 12527356, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/60cf5d7b254801cec28be8121fa824fc?s=256&d=identicon&r=PG&f=1', 'display_name': 'connorcode', 'link': 'https://stackoverflow.com/users/12527356/connorcode'}",True,263868,64987777.0,17,175,1667033393,1605902150,64936044,CC BY-SA 4.0,https://stackoverflow.com/questions/64936044/fix-the-upstream-dependency-conflict-installing-npm-packages,Fix the upstream dependency conflict installing NPM packages,1660994099.0,,,,
45,"['javascript', 'angular', 'api', 'express', 'nestjs']","{'account_id': 11639877, 'reputation': 1492, 'user_id': 8524732, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/2uzdr.jpg?s=256&g=1', 'display_name': 'xDrago', 'link': 'https://stackoverflow.com/users/8524732/xdrago'}",False,279,,0,2,1666943830,1605528774,64857831,CC BY-SA 4.0,https://stackoverflow.com/questions/64857831/sending-pdf-from-external-api-through-my-nestjs-api-to-angular-client,Sending PDF from external API through my NESTJS API to Angular client,,,,,
