,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,protected_date,closed_date,closed_reason,migrated_from
10,"['javascript', 'reactjs', 'react-redux']","{'account_id': 15081318, 'reputation': 11, 'user_id': 10883897, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b7dc9ff772eb9efa9a57d9c4e651aeaf?s=256&d=identicon&r=PG&f=1', 'display_name': 'Giulio', 'link': 'https://stackoverflow.com/users/10883897/giulio'}",False,7590,2,1,1668578565,1546948188,54091223,CC BY-SA 4.0,https://stackoverflow.com/questions/54091223/cannot-read-property-type-of-undefined-redux,Cannot read property &#39;type&#39; of undefined - redux,,1547081698.0,,,,
11,"['javascript', 'mapbox-gl-js', 'mapbox-gl']","{'account_id': 5523555, 'reputation': 453, 'user_id': 4385781, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/9c1e826530fcd08de43bfeb3673ee905?s=256&d=identicon&r=PG&f=1', 'display_name': 'Anton', 'link': 'https://stackoverflow.com/users/4385781/anton'}",True,7354,3,7,1668436969,1547816585,54254582,CC BY-SA 4.0,https://stackoverflow.com/questions/54254582/adding-popups-on-hovering-to-custom-markers-using-mapbox-gl-js,Adding popups on hovering to custom markers using Mapbox gl js,54259420.0,1547819136.0,,,,
12,"['javascript', 'truffle', 'metamask', 'web3', 'tron']","{'account_id': 10791758, 'reputation': 1575, 'user_id': 7964557, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-9W8nHaY7V4Y/AAAAAAAAAAI/AAAAAAAAAGA/aoLc6RbiiRc/photo.jpg?sz=256', 'display_name': 'Marcelo Fonseca', 'link': 'https://stackoverflow.com/users/7964557/marcelo-fonseca'}",True,2223,1,1,1668431684,1546619687,54042839,CC BY-SA 4.0,https://stackoverflow.com/questions/54042839/how-to-get-the-current-active-account-in-tronlink-using-tronweb,How to get the current active account in tronlink using tronweb?,54074352.0,1668431684.0,,,,
13,"['javascript', 'html']","{'account_id': 5397454, 'reputation': 1744, 'user_id': 4298218, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/Nda4w.jpg?s=256&g=1', 'display_name': 'HJo', 'link': 'https://stackoverflow.com/users/4298218/hjo'}",True,3094,5,10,1668391009,1546663167,54049029,CC BY-SA 4.0,https://stackoverflow.com/questions/54049029/focus-doesnt-work-on-chrome-mobile-when-not-activated-with-click-workaround,.focus() doesn&#39;t work on chrome mobile when not activated with click. Workaround?,,1668272982.0,,,,
14,"['javascript', 'google-chrome-extension']","{'account_id': 11382304, 'reputation': 140, 'user_id': 8344900, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1929110737307086/picture?type=large', 'display_name': 'R&#233;mi Bosgaerd', 'link': 'https://stackoverflow.com/users/8344900/r%c3%a9mi-bosgaerd'}",True,204,3,1,1668329590,1548856359,54442175,CC BY-SA 4.0,https://stackoverflow.com/questions/54442175/onmessage-addlistener-sendresponse,onMessage.addListener : sendResponse,54442224.0,,,,,
15,"['javascript', 'jquery', 'html', 'owl-carousel']","{'account_id': 7967855, 'reputation': 81, 'user_id': 6013571, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b81d388378099779d525d5bb8b1a63b6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kinjal', 'link': 'https://stackoverflow.com/users/6013571/kinjal'}",False,7493,3,0,1668322830,1546583082,54033982,CC BY-SA 4.0,https://stackoverflow.com/questions/54033982/owl-carousel-not-displaying-next-previous-button-in-simple-html-design,Owl carousel not displaying next previous button in simple html design,,1546586173.0,,,,
16,"['javascript', 'typescript', 'charts', 'chart.js']","{'account_id': 4007304, 'reputation': 135, 'user_id': 3301677, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5bf3ba1f71d94ca129611ffbe5dcbe78?s=256&d=identicon&r=PG&f=1', 'display_name': 'lsilva', 'link': 'https://stackoverflow.com/users/3301677/lsilva'}",True,1253,3,-1,1668256929,1548532626,54382190,CC BY-SA 4.0,https://stackoverflow.com/questions/54382190/show-nested-objects-in-chart-js,Show nested objects in Chart.js,54383155.0,1548536213.0,,,,
17,"['javascript', 'angular', 'webpack', 'rxjs']","{'account_id': 9248781, 'reputation': 278, 'user_id': 8030874, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/7M8S2.png?s=256&g=1', 'display_name': 'Sabrina B.', 'link': 'https://stackoverflow.com/users/8030874/sabrina-b'}",True,4635,5,3,1668185085,1548333152,54346780,CC BY-SA 4.0,https://stackoverflow.com/questions/54346780/angular-error-webpack-has-been-initialised-using-a-configuration-object-that-do,Angular error: Webpack has been initialised using a configuration object that does not match the API schem,54401811.0,,,,,
18,"['javascript', 'reactjs', 'pagination']","{'account_id': 4920542, 'reputation': 558, 'user_id': 3963216, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://graph.facebook.com/1509132793/picture?type=large', 'display_name': 'Siddharth Sinha', 'link': 'https://stackoverflow.com/users/3963216/siddharth-sinha'}",False,12397,1,4,1667822890,1546819376,54067078,CC BY-SA 4.0,https://stackoverflow.com/questions/54067078/module-build-failed-error-enoent-no-such-file-or-directory-react,Module build failed: Error: ENOENT: no such file or directory - React,,,,,,
19,"['javascript', 'jquery', 'html', 'tabulator']","{'account_id': 11415783, 'reputation': 592, 'user_id': 8368621, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Q4k1a.jpg?s=256&g=1', 'display_name': 'dianeryanto', 'link': 'https://stackoverflow.com/users/8368621/dianeryanto'}",True,12677,3,9,1667822400,1548062017,54286603,CC BY-SA 4.0,https://stackoverflow.com/questions/54286603/how-to-get-all-row-values-tabulator,How to get all row values tabulator?,54389902.0,1548274983.0,,,,
20,"['javascript', 'garbage-collection', 'mark-and-sweep']","{'account_id': 14210766, 'reputation': 59, 'user_id': 10266074, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/unGjt.jpg?s=256&g=1', 'display_name': 'Mina Shaker', 'link': 'https://stackoverflow.com/users/10266074/mina-shaker'}",True,190,1,1,1667697809,1547420089,54173974,CC BY-SA 4.0,https://stackoverflow.com/questions/54173974/what-is-the-result-of-mark-and-sweep-in-this-code,What is the result of mark and sweep in this code?,54174174.0,1667697809.0,,,,
21,"['javascript', 'html', 'css', 'angular', 'iframe']","{'account_id': 13040001, 'reputation': 31, 'user_id': 9423688, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e8c3da2d84d497dadf4a4d21cba12621?s=256&d=identicon&r=PG&f=1', 'display_name': 'Per Nilsson', 'link': 'https://stackoverflow.com/users/9423688/per-nilsson'}",False,1270,3,3,1667662964,1547898650,54266768,CC BY-SA 4.0,https://stackoverflow.com/questions/54266768/style-wont-apply-to-angular-component-injected-into-iframe,Style wont apply to angular component injected into iframe,,,,,,
22,"['javascript', 'python', 'arrays', 'indexing']","{'account_id': 11154848, 'reputation': 14392, 'user_id': 8186898, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/s0cEU.jpg?s=256&g=1', 'display_name': 'Nino Filiu', 'link': 'https://stackoverflow.com/users/8186898/nino-filiu'}",True,21398,4,15,1667648411,1546811339,54066261,CC BY-SA 4.0,https://stackoverflow.com/questions/54066261/why-cant-i-do-array-1-in-javascript,Why can&#39;t I do array[-1] in JavaScript?,54066280.0,,,,,
23,"['javascript', 'reactjs', 'react-hooks']","{'account_id': 6095013, 'reputation': 8394, 'user_id': 4756106, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/c6fb8e412e1f802fde077ee236379829?s=256&d=identicon&r=PG&f=1', 'display_name': 'peter flanagan', 'link': 'https://stackoverflow.com/users/4756106/peter-flanagan'}",True,138820,7,135,1667593610,1546965292,54095994,CC BY-SA 4.0,https://stackoverflow.com/questions/54095994/react-useeffect-comparing-objects,react useEffect comparing objects,54096391.0,1547322713.0,,,,
24,"['javascript', 'node.js', 'stripe-payments']","{'account_id': 12167563, 'reputation': 2018, 'user_id': 8883385, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/6263883831ff9f0f5632098295739207?s=256&d=identicon&r=PG&f=1', 'display_name': 'tilly', 'link': 'https://stackoverflow.com/users/8883385/tilly'}",True,1883,2,2,1667476582,1548273347,54334734,CC BY-SA 4.0,https://stackoverflow.com/questions/54334734/adding-metadata-to-a-stripe-customer-object,Adding metadata to a Stripe customer object,54335044.0,,,,,
25,"['javascript', 'ecmascript-2017']","{'account_id': 14828125, 'reputation': 455, 'user_id': 10708433, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/M0bdP.jpg?s=256&g=1', 'display_name': 'Angel Luis', 'link': 'https://stackoverflow.com/users/10708433/angel-luis'}",True,84,2,2,1667442505,1547465075,54180572,CC BY-SA 4.0,https://stackoverflow.com/questions/54180572/bind-this-in-an-instance,Bind this in an instance,54180985.0,1547465308.0,,,,
26,"['javascript', 'react-native', 'authentication', 'google-signin', 'expo']","{'account_id': 13619838, 'reputation': 293, 'user_id': 9824728, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'Pasha', 'link': 'https://stackoverflow.com/users/9824728/pasha'}",True,10582,5,8,1667425961,1548269844,54333951,CC BY-SA 4.0,https://stackoverflow.com/questions/54333951/how-to-fix-redirect-uri-mismatch-error-while-using-expo-google-loginasync-in-r,How to fix &quot;redirect_uri_mismatch&quot; error while using Expo.Google.logInAsync in React Native?,,,,,,
27,"['javascript', 'java', 'base64', 'filereader']","{'account_id': 3187825, 'reputation': 7975, 'user_id': 2692962, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://graph.facebook.com/772269476/picture?type=large', 'display_name': 'Kleber Mota', 'link': 'https://stackoverflow.com/users/2692962/kleber-mota'}",True,25056,3,12,1667331825,1547337665,54164988,CC BY-SA 4.0,https://stackoverflow.com/questions/54164988/illegal-base64-character,Illegal base64 character,,1547553328.0,,,,
28,"['javascript', 'php', 'jquery', 'wordpress', 'woocommerce']","{'account_id': 12726541, 'reputation': 87, 'user_id': 9244880, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0e9cbf8a40d12cbe5e81ff82beda65bc?s=256&d=identicon&r=PG&f=1', 'display_name': 'Brisk', 'link': 'https://stackoverflow.com/users/9244880/brisk'}",False,2308,2,1,1667313700,1547053078,54114992,CC BY-SA 4.0,https://stackoverflow.com/questions/54114992/update-woocommerce-product-gallery-with-ajax,Update Woocommerce product gallery with Ajax,,1667313700.0,,,,
29,"['javascript', 'angularjs', 'png']","{'account_id': 1269202, 'reputation': 2150, 'user_id': 1225880, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/H70AC.gif?s=256&g=1', 'display_name': 'Matteo Bononi &#39;peorthyr&#39;', 'link': 'https://stackoverflow.com/users/1225880/matteo-bononi-peorthyr'}",True,119,1,0,1667313608,1547120095,54127832,CC BY-SA 4.0,https://stackoverflow.com/questions/54127832/angularjs-display-a-remotely-generated-image-after-another-https-request,Angularjs: display a remotely generated image after another https request,54128266.0,1667313608.0,,,,
30,"['javascript', 'html', 'ios', 'vue.js', 'safari']","{'account_id': 15224342, 'reputation': 207, 'user_id': 10985403, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-fmsrM4Ot_S4/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQNpHfmnhgi5PKow_NsEu-AEg61zQA/mo/photo.jpg?sz=256', 'display_name': 'Mibuko', 'link': 'https://stackoverflow.com/users/10985403/mibuko'}",True,32719,6,18,1667311397,1548776761,54424729,CC BY-SA 4.0,https://stackoverflow.com/questions/54424729/ios-show-keyboard-on-input-focus,IOS show keyboard on input focus,54481040.0,,,,,
31,"['javascript', 'reactjs', 'typescript']","{'account_id': 14952974, 'reputation': 6151, 'user_id': 10795348, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/56e854668f7e109c734e6e82ce75b0d1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Red Baron', 'link': 'https://stackoverflow.com/users/10795348/red-baron'}",False,2256,1,1,1667308438,1546434974,54007070,CC BY-SA 4.0,https://stackoverflow.com/questions/54007070/parsing-error-unexpected-token-interface,Parsing error: Unexpected token interface,,,,,,
32,"['javascript', 'jquery']","{'account_id': 15079523, 'reputation': 181, 'user_id': 10882535, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/VOpOb.png?s=256&g=1', 'display_name': 'j.ian.le', 'link': 'https://stackoverflow.com/users/10882535/j-ian-le'}",True,105,1,0,1667305908,1546941495,54089281,CC BY-SA 4.0,https://stackoverflow.com/questions/54089281/how-can-i-change-the-color-of-a-list-of-icons-according-to-percentage-value,How can I change the color of a list of icons according to percentage value?,54089390.0,1667305908.0,,,,
33,"['javascript', 'php', 'reactjs', 'laravel']","{'account_id': 13332865, 'reputation': 762, 'user_id': 9623582, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/p9eZj.jpg?s=256&g=1', 'display_name': 'Abdur Rahman', 'link': 'https://stackoverflow.com/users/9623582/abdur-rahman'}",True,1679,3,0,1667305155,1546786027,54062653,CC BY-SA 4.0,https://stackoverflow.com/questions/54062653/show-image-using-reactjs-in-laravel,show image using reactjs in laravel,54062903.0,,,,,
34,"['javascript', 'webrtc']","{'account_id': 7953802, 'reputation': 21, 'user_id': 6003820, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1774738269422864/picture?type=large', 'display_name': 'Salim Azeri', 'link': 'https://stackoverflow.com/users/6003820/salim-azeri'}",False,155,0,0,1667268628,1547140695,54133839,CC BY-SA 4.0,https://stackoverflow.com/questions/54133839/peerconnection-reset-after-page-refresh,PeerConnection reset after page refresh,,1667268628.0,,,,
35,"['javascript', 'reactjs', 'firebase']","{'account_id': 13209143, 'reputation': 33, 'user_id': 9539952, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9f45ab3773dff3509783bea31f29a6f3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Medloks', 'link': 'https://stackoverflow.com/users/9539952/medloks'}",True,166,1,1,1667252514,1547223138,54150211,CC BY-SA 4.0,https://stackoverflow.com/questions/54150211/how-to-fix-index-js1446-warning-cant-call-setstate-or-forceupdate-on-an-un,How to fix &#39;index.js:1446 Warning: Can&#39;t call setState (or forceUpdate) on an unmounted component...&quot; in ReactJS,,1667252514.0,,,,
36,"['javascript', 'node.js', 'jestjs']","{'account_id': 415921, 'reputation': 10099, 'user_id': 791022, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/ba56795046c628c77b3eb81c329cb049?s=256&d=identicon&r=PG', 'display_name': 'I&#39;ll-Be-Back', 'link': 'https://stackoverflow.com/users/791022/ill-be-back'}",True,7048,2,6,1667209199,1548522779,54380716,CC BY-SA 4.0,https://stackoverflow.com/questions/54380716/testing-if-an-array-does-not-contain-a-value,Testing if an array does not contain a value,54381188.0,1548526191.0,,,,
37,"['javascript', 'angular', 'typescript']","{'account_id': 9924369, 'reputation': 59, 'user_id': 7346506, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-6RbrSqbLeow/AAAAAAAAAAI/AAAAAAAAAHs/MnpusAu4F00/photo.jpg?sz=256', 'display_name': 'Rabin Rai', 'link': 'https://stackoverflow.com/users/7346506/rabin-rai'}",False,184,1,0,1667191658,1547500633,54189328,CC BY-SA 4.0,https://stackoverflow.com/questions/54189328/how-to-prevent-the-repeating-country-in-math-random-javascript-or-typescript,How to prevent the repeating country in Math.random() JavaScript or TypeScript?,,1667191658.0,,,,
38,"['javascript', 'facebook', 'facebook-instant-games']","{'account_id': 6986917, 'reputation': 371, 'user_id': 5357463, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://graph.facebook.com/10207482354087400/picture?type=large', 'display_name': 'Marciel Fonseca', 'link': 'https://stackoverflow.com/users/5357463/marciel-fonseca'}",False,1198,2,0,1667176745,1547229372,54151717,CC BY-SA 4.0,https://stackoverflow.com/questions/54151717/facebook-instant-games-wont-allow-my-api-images-to-be-loaded,Facebook Instant games won&#39;t allow my API images to be loaded,,1667176745.0,,,,
39,"['javascript', 'keycode']","{'account_id': 6006501, 'reputation': 21, 'user_id': 4718271, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-QbIlJ5fJtoQ/AAAAAAAAAAI/AAAAAAAAAKQ/W4s0FeLlaLc/photo.jpg?sz=256', 'display_name': 'Jamn Nemn', 'link': 'https://stackoverflow.com/users/4718271/jamn-nemn'}",True,97,1,-1,1667162477,1547332444,54164488,CC BY-SA 4.0,https://stackoverflow.com/questions/54164488/codepen-javascript-how-to-add-keycode-up-and-down-to-paddle,"Codepen, JavaScript, how to add keyCode up and down to paddle",54164615.0,1667162477.0,,,,
40,"['javascript', 'reactjs', 'electron', 'draftjs', 'execcommand']","{'account_id': 9240247, 'reputation': 1669, 'user_id': 6863743, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/spLu7.png?s=256&g=1', 'display_name': 'JoniVR', 'link': 'https://stackoverflow.com/users/6863743/jonivr'}",True,5784,1,10,1667130331,1547823618,54256517,CC BY-SA 4.0,https://stackoverflow.com/questions/54256517/insert-text-into-an-existing-external-draftjs-textfield,Insert text into an existing / external draftjs textfield,63643176.0,1667130331.0,,,,
41,"['javascript', 'google-apps-script', 'google-sheets', 'gmail']","{'account_id': 14517316, 'reputation': 470, 'user_id': 10486028, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/h9jPL.png?s=256&g=1', 'display_name': 'JDLR', 'link': 'https://stackoverflow.com/users/10486028/jdlr'}",False,425,0,1,1667097877,1547564669,54201546,CC BY-SA 4.0,https://stackoverflow.com/questions/54201546/gmailapp-sendemail-select-different-account,Gmailapp sendemail select different account,,1667097877.0,,,,
42,"['javascript', 'reactjs', 'antd']","{'account_id': 15131679, 'reputation': 113, 'user_id': 10919368, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-yh6CPeDbzn8/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcYtvWArcXzD_NjvtEvQCymwaiNO9A/mo/photo.jpg?sz=256', 'display_name': 'Ruudy', 'link': 'https://stackoverflow.com/users/10919368/ruudy'}",True,442,1,-2,1667097743,1547590699,54207689,CC BY-SA 4.0,https://stackoverflow.com/questions/54207689/antd-option-changes-render-behavior-by-the-pure-existence-of-non-executed-c,Antd &lt;Option&gt; changes render behavior by the pure existence of non executed(!) code,54207792.0,1667097743.0,,,,
43,"['javascript', 'arrays', 'html-table', 'calendar']","{'account_id': 13048007, 'reputation': 27, 'user_id': 9429268, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a7e0ad8a9712d23a0bdd8f8f867d679d?s=256&d=identicon&r=PG&f=1', 'display_name': 'ViachMoz', 'link': 'https://stackoverflow.com/users/9429268/viachmoz'}",True,55,2,0,1667097574,1547644912,54217999,CC BY-SA 4.0,https://stackoverflow.com/questions/54217999/how-to-execute-value-from-td-element,How to execute value from &lt;td&gt; element,54218435.0,1667097574.0,,,,
44,"['javascript', 'reactjs', 'this', 'web-component']","{'account_id': 15106064, 'reputation': 23, 'user_id': 10901715, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e82155c6ddd91cf961adc8ad40558e37?s=256&d=identicon&r=PG&f=1', 'display_name': 'miststrara', 'link': 'https://stackoverflow.com/users/10901715/miststrara'}",False,77,0,0,1667084442,1547670279,54224827,CC BY-SA 4.0,https://stackoverflow.com/questions/54224827/react-array-of-components-this-prop-is-always-prop-of-last-component,React - array of components - this.prop is always prop of last component,,1667084442.0,,,,
45,"['javascript', 'typescript', 'npm', 'module', 'browserify']","{'account_id': 8767496, 'reputation': 98, 'user_id': 6555399, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-SWhvSo2t7V8/AAAAAAAAAAI/AAAAAAAAAB8/MIsdhqK-7lQ/photo.jpg?sz=256', 'display_name': 'Bruno Desprez', 'link': 'https://stackoverflow.com/users/6555399/bruno-desprez'}",True,147,1,0,1667079858,1547736398,54238389,CC BY-SA 4.0,https://stackoverflow.com/questions/54238389/how-to-make-my-npm-typescript-module-usable-in-simple-javascript-project,How to make my npm TypeScript module usable in simple JavaScript project?,54238887.0,1667079858.0,,,,
46,"['javascript', 'jquery']","{'account_id': 1004877, 'reputation': 11, 'user_id': 1018899, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cbf47320de585c9dbe90dbcf1f9515d5?s=256&d=identicon&r=PG', 'display_name': 'Cartha', 'link': 'https://stackoverflow.com/users/1018899/cartha'}",True,153,3,0,1667009200,1548150120,54305302,CC BY-SA 4.0,https://stackoverflow.com/questions/54305302/javascript-accepting-only-certain-values-for-decimals,JavaScript - Accepting only certain values for decimals,,1667009200.0,,,,
47,"['javascript', 'google-chrome-extension', 'promise', 'synchronous', 'sendmessage']","{'account_id': 10044758, 'reputation': 83, 'user_id': 7426544, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-5-lJR-8tP2g/AAAAAAAAAAI/AAAAAAAAABg/ICPc1MaShcQ/photo.jpg?sz=256', 'display_name': 'Didier mac cormick', 'link': 'https://stackoverflow.com/users/7426544/didier-mac-cormick'}",False,673,0,1,1667009062,1548234921,54323703,CC BY-SA 4.0,https://stackoverflow.com/questions/54323703/communication-between-background-scripts-and-content-script-in-a-loop,Communication between background scripts and content script in a loop,,1667009062.0,,,,
