,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason,locked_date,migrated_from,community_owned_date
11,"['javascript', 'jquery', 'jquery-events']","{'account_id': 1212053, 'reputation': 13639, 'user_id': 1198729, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/0a3069491bfded90cdf623341cadc1d1?s=256&d=identicon&r=PG', 'display_name': 'Manishearth', 'link': 'https://stackoverflow.com/users/1198729/manishearth'}",True,89,10514393.0,1,-4,1669122284,1336559791,1669122284.0,10514372,CC BY-SA 4.0,https://stackoverflow.com/questions/10514372/modify-the-triggering-event-of-an-event-handler,Modify the triggering event of an event handler,,,,,,
12,"['javascript', 'jquery']","{'account_id': 111819, 'reputation': 26018, 'user_id': 295189, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/eqOkL.png?s=256&g=1', 'display_name': 'Asim Zaidi', 'link': 'https://stackoverflow.com/users/295189/asim-zaidi'}",True,107,10592089.0,1,0,1669122197,1337035507,1669122197.0,10592023,CC BY-SA 4.0,https://stackoverflow.com/questions/10592023/how-to-pass-the-json-array-in-this,How to pass the JSON array in this,,,,,,
13,"['javascript', 'jquery', 'jquery-events']","{'account_id': 93564, 'reputation': 20127, 'user_id': 255918, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/41839babd74e711f20f3415f0417f082?s=256&d=identicon&r=PG', 'display_name': 'Jordan Reiter', 'link': 'https://stackoverflow.com/users/255918/jordan-reiter'}",True,5329,10605324.0,2,1,1669107959,1337032116,1669107959.0,10591548,CC BY-SA 4.0,https://stackoverflow.com/questions/10591548/jquery-click-and-changing-the-checked-value,jQuery click() and changing the checked value,,,,,,
14,"['javascript', 'jquery', 'jquery-events']","{'account_id': 172016, 'reputation': 15439, 'user_id': 399772, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/3EbPb.png?s=256&g=1', 'display_name': 'lmirosevic', 'link': 'https://stackoverflow.com/users/399772/lmirosevic'}",False,221,,1,0,1669107879,1337343607,1669107879.0,10652538,CC BY-SA 4.0,https://stackoverflow.com/questions/10652538/event-handler-binding-and-unbinding-with-ajax-loaded-pages,Event handler binding and unbinding with ajax loaded pages,,,,,,
15,"['javascript', 'jquery', 'jquery-events']","{'account_id': 1360048, 'reputation': 97, 'user_id': 1297590, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/41e31580f652052d149589dfabee5c1a?s=256&d=identicon&r=PG', 'display_name': 'Nabe', 'link': 'https://stackoverflow.com/users/1297590/nabe'}",True,798,10780672.0,2,0,1669070659,1338187884,1669070659.0,10780493,CC BY-SA 4.0,https://stackoverflow.com/questions/10780493/jqm-not-a-function,.jqm not a function,,,,,,
16,"['javascript', 'jquery', 'jquery-events']","{'account_id': 45443, 'reputation': 3555, 'user_id': 133936, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/e4e27ffd8f3cf744b8abe6e3ad4c6246?s=256&d=identicon&r=PG', 'display_name': 'empire29', 'link': 'https://stackoverflow.com/users/133936/empire29'}",True,21464,,4,11,1669070564,1338049727,1669070564.0,10767991,CC BY-SA 4.0,https://stackoverflow.com/questions/10767991/how-to-use-jquerys-on-to-dynamically-bind-to-multiple-events,How to use jQuery&#39;s on(..) to dynamically bind to multiple events,,,,,,
17,"['javascript', 'selection-api']","{'account_id': 1400209, 'reputation': 52, 'user_id': 1329129, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d464ad8b5e5d3f3e64e5765f49141487?s=256&d=identicon&r=PG', 'display_name': 'Rami', 'link': 'https://stackoverflow.com/users/1329129/rami'}",False,1015,,1,0,1669017277,1336901395,1669017277.0,10570692,CC BY-SA 4.0,https://stackoverflow.com/questions/10570692/how-to-get-div-selectionstart-and-selectionend-for-firefox-and-ghroom,how to get div selectionstart and selectionend for firefox and ghroom?,,,,,,
18,"['javascript', 'file', 'http', 'three.js', 'cors']","{'account_id': 874149, 'reputation': 30115, 'user_id': 924313, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/14d86d9d0a97d8464d59eb42935838ae?s=256&d=identicon&r=PG', 'display_name': 'corazza', 'link': 'https://stackoverflow.com/users/924313/corazza'}",True,1503728,10752078.0,30,969,1669005836,1337938879,1600646647.0,10752055,CC BY-SA 4.0,https://stackoverflow.com/questions/10752055/cross-origin-requests-are-only-supported-for-http-error-when-loading-a-local,&quot;Cross origin requests are only supported for HTTP.&quot; error when loading a local file,1447142473.0,,,,,
19,"['javascript', 'filesize', 'human-readable']","{'account_id': 67278, 'reputation': 44749, 'user_id': 196921, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/9567cb7675da92a7c372a3116345d96a?s=256&d=identicon&r=PG', 'display_name': 'Hristo', 'link': 'https://stackoverflow.com/users/196921/hristo'}",True,166781,10420404.0,25,333,1668990675,1335986829,1658940817.0,10420352,CC BY-SA 4.0,https://stackoverflow.com/questions/10420352/converting-file-size-in-bytes-to-human-readable-string,Converting file size in bytes to human-readable string,1425636692.0,,,,,
20,"['javascript', 'html', 'css', 'image', 'render']","{'account_id': 40744, 'reputation': 10788, 'user_id': 118125, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/617e5dd459d1527261644fb4adf3a41f?s=256&d=identicon&r=PG', 'display_name': 'Martin Delille', 'link': 'https://stackoverflow.com/users/118125/martin-delille'}",True,499533,46243263.0,19,282,1668878474,1337782745,,10721884,CC BY-SA 3.0,https://stackoverflow.com/questions/10721884/render-html-to-an-image,Render HTML to an image,1601363621.0,,,,,
21,"['javascript', 'events', 'addeventlistener']","{'account_id': 436056, 'reputation': 5636, 'user_id': 822982, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/4c247e4521f443bcfafc9faf2596da1d?s=256&d=identicon&r=PG', 'display_name': 'Jinu Joseph Daniel', 'link': 'https://stackoverflow.com/users/822982/jinu-joseph-daniel'}",True,139339,10444156.0,12,111,1668780011,1336114265,,10444077,CC BY-SA 3.0,https://stackoverflow.com/questions/10444077/javascript-removeeventlistener-not-working,Javascript removeEventListener not working,,,,,,
22,"['javascript', 'jquery', 'asp.net-mvc', 'twitter-bootstrap']","{'account_id': 456157, 'reputation': 12116, 'user_id': 854791, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/8a14b6d28080ab4e259e44e3825d428b?s=256&d=identicon&r=PG', 'display_name': 'Leon Cullens', 'link': 'https://stackoverflow.com/users/854791/leon-cullens'}",True,1056270,10635652.0,16,607,1668649576,1337203151,1554907832.0,10626885,CC BY-SA 4.0,https://stackoverflow.com/questions/10626885/passing-data-to-a-bootstrap-modal,Passing data to a bootstrap modal,1374388218.0,,,,,
23,"['javascript', 'android', 'webview', 'back']","{'account_id': 1467355, 'reputation': 261, 'user_id': 1379842, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/ce3ddd5b5596bbbc7de9d08344c8a4be?s=256&d=identicon&r=PG', 'display_name': 'toadzky', 'link': 'https://stackoverflow.com/users/1379842/toadzky'}",False,3858,,2,12,1668616172,1337180139,1474971151.0,10621192,CC BY-SA 3.0,https://stackoverflow.com/questions/10621192/android-webview-cangoback-always-true,Android WebView canGoBack always true,,,,,,
24,"['javascript', 'datetime']","{'account_id': 1447544, 'reputation': 2257, 'user_id': 1365513, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ee6cadac5ead2bd5a6e0368a7a73be0c?s=256&d=identicon&r=PG', 'display_name': 'hss', 'link': 'https://stackoverflow.com/users/1365513/hss'}",True,527669,10599188.0,23,220,1668258859,1337078937,1532609685.0,10599148,CC BY-SA 4.0,https://stackoverflow.com/questions/10599148/how-do-i-get-the-current-time-only-in-javascript,How do I get the current time only in JavaScript,,,,,,
25,['javascript'],"{'account_id': 1467559, 'reputation': 71, 'user_id': 1379997, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/d4d28e0ad3d12b41293fd2dd9731ab92?s=256&d=identicon&r=PG', 'display_name': 'infinity', 'link': 'https://stackoverflow.com/users/1379997/infinity'}",True,5446,10831709.0,2,1,1668205348,1338459490,1495542585.0,10831672,CC BY-SA 3.0,https://stackoverflow.com/questions/10831672/sending-data-to-server-with-javascript,sending data to server with javascript,,,,,,
26,"['javascript', 'jquery']","{'account_id': 225121, 'reputation': 8728, 'user_id': 485418, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/b695b964ea099335a273afea1b47dd9e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Samsquanch', 'link': 'https://stackoverflow.com/users/485418/samsquanch'}",True,209829,10539199.0,9,140,1668188523,1336670464,1487184822.0,10539162,CC BY-SA 3.0,https://stackoverflow.com/questions/10539162/using-jquery-to-see-if-a-div-has-a-child-with-a-certain-class,Using jQuery to see if a div has a child with a certain class,,,,,,
27,"['javascript', 'jquery', 'jquery-ui', 'dialog']","{'account_id': 912720, 'reputation': 5894, 'user_id': 946170, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/6d76fa97b108dcfbbf8d9b8e8705a140?s=256&d=identicon&r=PG', 'display_name': 'Imdad', 'link': 'https://stackoverflow.com/users/946170/imdad'}",True,12487,12024916.0,5,12,1668170437,1337864620,1592644375.0,10738043,CC BY-SA 4.0,https://stackoverflow.com/questions/10738043/jquery-ui-dialog-without-a-title-bar-but-keep-the-close-button,jQuery UI dialog without a title bar but keep the close button,,,,,,
28,"['javascript', 'arrays', 'indexof']","{'account_id': 1102744, 'reputation': 4098, 'user_id': 1094784, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/90431323388433e072447aae4e63fc3c?s=256&d=identicon&r=PG', 'display_name': 'Petrov', 'link': 'https://stackoverflow.com/users/1094784/petrov'}",True,233081,16100446.0,19,162,1668154272,1336764619,1629064564.0,10557486,CC BY-SA 4.0,https://stackoverflow.com/questions/10557486/in-an-array-of-objects-fastest-way-to-find-the-index-of-an-object-whose-attribu,"In an array of objects, fastest way to find the index of an object whose attributes match a search",,,,,,
29,"['javascript', 'cross-domain', 'cors']","{'account_id': 29567, 'reputation': 55946, 'user_id': 80002, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/73babeb4b448be14151bac397c7b0535?s=256&d=identicon&r=PG', 'display_name': 'mark', 'link': 'https://stackoverflow.com/users/80002/mark'}",True,2291208,10636765.0,18,1477,1667949682,1337261034,1663501546.0,10636611,CC BY-SA 4.0,https://stackoverflow.com/questions/10636611/how-does-the-access-control-allow-origin-header-work,How does the &#39;Access-Control-Allow-Origin&#39; header work?,1494963052.0,,,,,
30,"['javascript', 'html', 'ajax', 'jquery']","{'account_id': 1421116, 'reputation': 271, 'user_id': 1345690, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/da210ee3f87f9970d1ff0c1c0f97fe80?s=256&d=identicon&r=PG', 'display_name': 'Ahsan', 'link': 'https://stackoverflow.com/users/1345690/ahsan'}",True,3624,10512225.0,5,6,1667923469,1336550426,1385721690.0,10512078,CC BY-SA 3.0,https://stackoverflow.com/questions/10512078/how-to-call-a-specific-function-on-every-ajax-request,how to call a specific function on every ajax request,,,,,,
31,"['javascript', 'dom-events']","{'account_id': 151431, 'reputation': 60089, 'user_id': 365298, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/09650c0dfd63d0cdfeee378b7c5945ed?s=256&d=identicon&r=PG', 'display_name': 'Rose Perrone', 'link': 'https://stackoverflow.com/users/365298/rose-perrone'}",True,145,10713653.0,2,2,1667923165,1337747184,1667923165.0,10713423,CC BY-SA 4.0,https://stackoverflow.com/questions/10713423/is-there-a-difference-between-setting-onclick-directly-in-html-vs-via-the-dom,Is there a difference between setting &quot;onclick&quot; directly in HTML vs. via the DOM?,,,,,,
32,"['javascript', 'combinatorics']","{'account_id': 1209918, 'reputation': 13931, 'user_id': 1178686, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/212c0a65d8ba649b241ea53bc65c253b?s=256&d=identicon&r=PG', 'display_name': 'Oscar Jara', 'link': 'https://stackoverflow.com/users/1178686/oscar-jara'}",True,742,10643006.0,2,0,1667869116,1337285244,1667869116.0,10642765,CC BY-SA 4.0,https://stackoverflow.com/questions/10642765/code-for-variations-with-repetition-combinatorics-using-javascript,Code for Variations with repetition (combinatorics) using javascript?,,,,,,
33,"['javascript', 'jquery', 'click', 'highcharts']","{'account_id': 406380, 'reputation': 17373, 'user_id': 775856, 'user_type': 'registered', 'accept_rate': 49, 'profile_image': 'https://www.gravatar.com/avatar/da9108551bdbb1063106e5d5703d5554?s=256&d=identicon&r=PG&f=1', 'display_name': '夏期劇場', 'link': 'https://stackoverflow.com/users/775856/%e5%a4%8f%e6%9c%9f%e5%8a%87%e5%a0%b4'}",True,44995,10611546.0,4,21,1667827968,1337136499,1435609314.0,10611374,CC BY-SA 3.0,https://stackoverflow.com/questions/10611374/clickable-bars-in-js-highcharts,Clickable Bars in js Highcharts?,,,,,,
34,"['javascript', 'perl', 'character-encoding', 'transliteration']","{'account_id': 59276, 'reputation': 10732, 'user_id': 177389, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://i.stack.imgur.com/TnSsa.png?s=256&g=1', 'display_name': 'qodeninja', 'link': 'https://stackoverflow.com/users/177389/qodeninja'}",True,32602,10726800.0,10,45,1667790380,1337801633,,10726638,CC BY-SA 3.0,https://stackoverflow.com/questions/10726638/how-do-you-map-replace-characters-in-javascript-similar-to-the-tr-function-in,How do you map-replace characters in Javascript similar to the &#39;tr&#39; function in Perl?,,,,,,
35,"['javascript', 'string', 'algorithm', 'comparison']","{'account_id': 445542, 'reputation': 1883, 'user_id': 838065, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/1adcd0746dd89ed8da5ee304ae83f09f?s=256&d=identicon&r=PG', 'display_name': 'Brad Ruderman', 'link': 'https://stackoverflow.com/users/838065/brad-ruderman'}",True,84846,,11,125,1667732015,1336334008,1633422253.0,10473745,CC BY-SA 4.0,https://stackoverflow.com/questions/10473745/compare-strings-javascript-return-of-likely,Compare Strings Javascript Return %of Likely,,,,,,
36,"['javascript', 'removechild']","{'account_id': 1446640, 'reputation': 304, 'user_id': 1364874, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/f2b86e10451a36bb99ad692bf3856921?s=256&d=identicon&r=PG', 'display_name': 'Leandro Zhuzhi', 'link': 'https://stackoverflow.com/users/1364874/leandro-zhuzhi'}",True,16582,10433541.0,4,0,1667665406,1336055324,1516424770.0,10433492,CC BY-SA 3.0,https://stackoverflow.com/questions/10433492/javascript-removechild-not-working,JavaScript removeChild not working,,,,,,
37,"['javascript', 'jquery', 'jquery-events']","{'account_id': 111852, 'reputation': 76156, 'user_id': 295264, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/a88d1309c2ea93cadb3f11b58890ca83?s=256&d=identicon&r=PG', 'display_name': 'Starx', 'link': 'https://stackoverflow.com/users/295264/starx'}",False,954,,2,0,1667660603,1336113747,1667660603.0,10443972,CC BY-SA 4.0,https://stackoverflow.com/questions/10443972/why-does-not-self-focus-work-in-javascript,Why does not self focus work in JavaScript?,,,,,,
38,"['javascript', 'node.js', 'debugging', 'console.log']","{'user_type': 'does_not_exist', 'display_name': 'user1372449'}",True,774063,10729284.0,19,1337,1667566290,1337815768,1649544327.0,10729276,CC BY-SA 4.0,https://stackoverflow.com/questions/10729276/how-can-i-get-the-full-object-in-node-jss-console-log-rather-than-object,"How can I get the full object in Node.js&#39;s console.log(), rather than &#39;[Object]&#39;?",1558603001.0,,,,,
39,"['javascript', 'local-storage', 'sessionstorage']","{'account_id': 456058, 'reputation': 7956, 'user_id': 854624, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/2dfa9c10043c20d0f5e650ce0cee3680?s=256&d=identicon&r=PG', 'display_name': 'js-coder', 'link': 'https://stackoverflow.com/users/854624/js-coder'}",True,8154,10714997.0,7,3,1667473389,1337617696,1337621465.0,10688974,CC BY-SA 3.0,https://stackoverflow.com/questions/10688974/reading-localstorage-values-via-indexes,Reading localStorage values via indexes,,,,,,
40,"['javascript', 'jquery']","{'account_id': 949618, 'reputation': 1626, 'user_id': 976034, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/d8eee662a2fd91442b0bd097f3dd46b9?s=256&d=identicon&r=PG', 'display_name': 'Rosh', 'link': 'https://stackoverflow.com/users/976034/rosh'}",True,109371,10731506.0,9,61,1667458389,1337836323,1337889171.0,10731501,CC BY-SA 3.0,https://stackoverflow.com/questions/10731501/getting-the-last-row-of-a-table-using-jquery,Getting the last row of a table using jQuery?,,,,,,
41,"['javascript', 'date', 'transformation', 'epoch', 'date-conversion']","{'account_id': 915474, 'reputation': 2952, 'user_id': 948357, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/CKXfo.jpg?s=256&g=1', 'display_name': 'James Cazzetta', 'link': 'https://stackoverflow.com/users/948357/james-cazzetta'}",True,57349,10535846.0,6,26,1667366596,1336658928,1351599197.0,10535782,CC BY-SA 3.0,https://stackoverflow.com/questions/10535782/how-can-i-convert-a-date-in-epoch-to-y-m-d-his-in-javascript,How can I convert a date in Epoch to &quot;Y-m-d H:i:s&quot; in Javascript?,,,,,,
42,"['php', 'javascript', 'forms']","{'account_id': 311718, 'reputation': 7294, 'user_id': 625454, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/f145e3fada1f66a098542399a2fada39?s=256&d=identicon&r=PG&f=1', 'display_name': 'n92', 'link': 'https://stackoverflow.com/users/625454/n92'}",True,435027,10596296.0,5,42,1667173437,1337067558,1337069728.0,10596218,CC BY-SA 3.0,https://stackoverflow.com/questions/10596218/how-to-write-javascript-code-inside-php,how to write javascript code inside php,1441976635.0,,,,,
43,"['javascript', 'jquery', 'html']","{'account_id': 274099, 'reputation': 6051, 'user_id': 566127, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/P2eIk.jpg?s=256&g=1', 'display_name': 'David Passmore', 'link': 'https://stackoverflow.com/users/566127/david-passmore'}",True,5867,10554831.0,4,4,1667036748,1336751248,1336753090.0,10554660,CC BY-SA 3.0,https://stackoverflow.com/questions/10554660/scrolling-text-which-is-too-long-with-jquery,Scrolling text which is too long with jquery,,,,,,
44,"['javascript', 'html', '3d', 'fullscreen', 'three.js']","{'account_id': 874149, 'reputation': 30115, 'user_id': 924313, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/14d86d9d0a97d8464d59eb42935838ae?s=256&d=identicon&r=PG', 'display_name': 'corazza', 'link': 'https://stackoverflow.com/users/924313/corazza'}",True,7351,10672958.0,2,3,1666789824,1337504206,1507539513.0,10672101,CC BY-SA 3.0,https://stackoverflow.com/questions/10672101/how-to-make-three-js-fullscreen,How to make Three.js fullscreen?,,,,,,
45,"['javascript', 'jquery', 'jquery-events']","{'account_id': 948983, 'reputation': 29832, 'user_id': 975566, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/75f945ecacb75c315681710b709fb207?s=256&d=identicon&r=PG', 'display_name': 'Samantha J T Star', 'link': 'https://stackoverflow.com/users/975566/samantha-j-t-star'}",True,193,10475718.0,2,1,1666682575,1336354202,1666682575.0,10475712,CC BY-SA 4.0,https://stackoverflow.com/questions/10475712/how-can-i-remove-a-choice-from-a-select-list-with-jquery,How can I remove a choice from a select list with jQuery?,,,,,,
46,"['javascript', 'node.js']","{'account_id': 1414035, 'reputation': 1297, 'user_id': 1340052, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/940901d2d439db55bfb2728e0647ae96?s=256&d=identicon&r=PG', 'display_name': 'user1340052', 'link': 'https://stackoverflow.com/users/1340052/user1340052'}",True,297971,,8,126,1666463420,1336353272,1582069904.0,10475651,CC BY-SA 4.0,https://stackoverflow.com/questions/10475651/how-to-tell-if-node-js-is-installed-or-not,How to tell if node.js is installed or not,1528266276.0,,,,,
47,"['javascript', 'date']","{'account_id': 66175, 'reputation': 5328, 'user_id': 194309, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/ffe9d0fce7e935c2d968b1647c0280de?s=256&d=identicon&r=PG', 'display_name': 'Thunder Rabbit', 'link': 'https://stackoverflow.com/users/194309/thunder-rabbit'}",True,106145,10395287.0,4,48,1666383454,1335860446,1495539976.0,10395242,CC BY-SA 3.0,https://stackoverflow.com/questions/10395242/javascript-date-gettime-is-not-a-function,javascript Date().getTime() is not a function,,,,,,
