,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason
17,"['javascript', 'web-scraping', 'cheerio']","{'account_id': 25159002, 'reputation': 61, 'user_id': 19003459, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4fedfcdcb67158700e258b1772b2e945?s=256&d=identicon&r=PG', 'display_name': 'Jimmy', 'link': 'https://stackoverflow.com/users/19003459/jimmy'}",True,120,2,0,1668778529,1654347287,72499898,CC BY-SA 4.0,https://stackoverflow.com/questions/72499898/how-to-parse-images-posted-by-user-in-google-reviews,How to parse images posted by user in google reviews?,72564883.0,1654368332.0,,
18,"['javascript', 'vuejs3', 'vuelidate']","{'account_id': 6162930, 'reputation': 1119, 'user_id': 4803880, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://i.stack.imgur.com/zf4gI.png?s=256&g=1', 'display_name': 'thiebo', 'link': 'https://stackoverflow.com/users/4803880/thiebo'}",False,155,1,1,1668766566,1654754579,72555398,CC BY-SA 4.0,https://stackoverflow.com/questions/72555398/vuelidate-error-message-show-up-after-form-submission,vuelidate error message show up after form submission,,,,
19,"['javascript', 'reactjs', 'ag-grid', 'ag-grid-react']","{'account_id': 25579909, 'reputation': 31, 'user_id': 19358671, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhLVhVwFZZ2bkwHtSu0DVdy6MC066Hq0Oq1Evy2Sb8=k-s256', 'display_name': 'LOKESH KUMAR', 'link': 'https://stackoverflow.com/users/19358671/lokesh-kumar'}",False,148,1,3,1668763914,1655467530,72659127,CC BY-SA 4.0,https://stackoverflow.com/questions/72659127/is-there-a-way-to-hide-the-loading-spinner-for-server-side-row-model-in-aggrid-f,Is there a way to hide the loading spinner for server side row model in agGrid for react?,,1658374864.0,,
20,"['javascript', 'ios', 'reactjs', 'xcode', 'react-native']","{'account_id': 23856297, 'reputation': 109, 'user_id': 17859754, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJz0clRfq3nSFjBanRcxubqNlscGVBRiw01iQn_S=k-s256', 'display_name': 'M YASIN', 'link': 'https://stackoverflow.com/users/17859754/m-yasin'}",True,1590,3,7,1668762810,1655984594,72729591,CC BY-SA 4.0,https://stackoverflow.com/questions/72729591/fbreactnativespec-h-error-after-upgrading-from-0-68-x-to-0-69-0,FBReactNativeSpec.h error after upgrading from 0.68.x to 0.69.0,,,,
21,"['javascript', 'reactjs', 'redirect']","{'account_id': 25500779, 'reputation': 1, 'user_id': 19294073, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gh3sw5j8g2DHF1I6130Py3A0oozZEsJ_uktCfX_=k-s256', 'display_name': 'Kevin Zhong', 'link': 'https://stackoverflow.com/users/19294073/kevin-zhong'}",False,8,0,0,1668728266,1655387646,72647071,,https://stackoverflow.com/questions/72647071/react-redirect-not-workign-without-version-update,React redirect not workign without version update,,1668728266.0,1668778569.0,Needs details or clarity
22,"['javascript', 'ios', 'react-native']","{'account_id': 25559228, 'reputation': 11, 'user_id': 19342117, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJz6OfmlseXiq0rPYVKeK_QupkVTQZlUjgCt6_Q=k-s256', 'display_name': 'harinath reddy', 'link': 'https://stackoverflow.com/users/19342117/harinath-reddy'}",False,66,1,1,1668704881,1655301481,72632792,CC BY-SA 4.0,https://stackoverflow.com/questions/72632792/how-to-remove-safari-browser-pull-to-refresh-using-react-native,How to remove safari browser pull to refresh using react native,,,,
23,"['javascript', 'html', 'angularjs']","{'account_id': 13890350, 'reputation': 1, 'user_id': 10028518, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/465810c8e25230b07cf31fb9b2ede29b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kumar', 'link': 'https://stackoverflow.com/users/10028518/kumar'}",False,24,1,0,1668702561,1654841665,72569805,CC BY-SA 4.0,https://stackoverflow.com/questions/72569805/array-and-checkboxes-i-want-boxes-to-checked-unchecked-based-on-array-values-an,"array and checkboxes, I want boxes to checked/unchecked based on array values and also update array when someone check any box and update the form",,1654841776.0,,
24,"['javascript', 'angular']","{'account_id': 15925957, 'reputation': 11, 'user_id': 11491571, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/44c8deb5d0c42bdb584dcac4ed6b4672?s=256&d=identicon&r=PG&f=1', 'display_name': 'Albertdao', 'link': 'https://stackoverflow.com/users/11491571/albertdao'}",False,175,1,0,1668696533,1654408191,72505091,CC BY-SA 4.0,https://stackoverflow.com/questions/72505091/how-to-toggle-series-of-an-apex-chart-from-a-component-but-the-chart-is-in-anoth,How to toggle series of an apex chart from a component but the chart is in another component?,,,,
25,"['javascript', 'reactjs', 'typescript', 'unit-testing', 'mapbox']","{'account_id': 25560357, 'reputation': 11, 'user_id': 19343069, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fd00a764e0c055690b5cea38c5fc85e1?s=256&d=identicon&r=PG', 'display_name': 'Daniel Lopes', 'link': 'https://stackoverflow.com/users/19343069/daniel-lopes'}",False,473,1,1,1668681591,1655282704,72628355,CC BY-SA 4.0,https://stackoverflow.com/questions/72628355/mapbox-unit-testing-failed-to-initialize-webgl,Mapbox Unit Testing - Failed to initialize WebGL,,1655282849.0,,
26,"['javascript', 'api-key', 'openweathermap', 'dotenv']","{'account_id': 23897384, 'reputation': 13, 'user_id': 17896119, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/812ba79cfb8fe3b3f7825f8cb96adefd?s=256&d=identicon&r=PG', 'display_name': 'Emma Berg', 'link': 'https://stackoverflow.com/users/17896119/emma-berg'}",True,543,2,1,1668677669,1654698387,72547483,CC BY-SA 4.0,https://stackoverflow.com/questions/72547483/cant-access-api-key-from-env-file,Can&#39;t access API-key from .env-file,72547935.0,1654699382.0,,
27,['javascript'],"{'account_id': 24384413, 'reputation': 170, 'user_id': 19059575, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/402f436a049cc85b02ad4a8e41666447?s=256&d=identicon&r=PG', 'display_name': 'makerbaker', 'link': 'https://stackoverflow.com/users/19059575/makerbaker'}",True,74,3,0,1668674355,1654167897,72475207,CC BY-SA 4.0,https://stackoverflow.com/questions/72475207/update-total-price-not-working-with-input-buttons,Update Total Price Not Working with Input Buttons,72475327.0,1654168558.0,,
28,"['javascript', 'visual-studio-code']","{'account_id': 24444021, 'reputation': 41, 'user_id': 18367284, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzG2G88BuPj8XXTyBwHlJYNlqYtXreTGefjr9HE=k-s256', 'display_name': 'curmudgeonyprogrammer', 'link': 'https://stackoverflow.com/users/18367284/curmudgeonyprogrammer'}",True,249,1,0,1668656894,1655390048,72647590,CC BY-SA 4.0,https://stackoverflow.com/questions/72647590/syntax-highlighting-broken-in-vscode-js,Syntax highlighting broken in vscode (JS),,1655402350.0,,
29,"['javascript', 'html', 'css']","{'account_id': 4640755, 'reputation': 9313, 'user_id': 3935035, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/370b7aad76088f41a3bf9ee5020bc0e5?s=256&d=identicon&r=PG&f=1', 'display_name': 'four-eyes', 'link': 'https://stackoverflow.com/users/3935035/four-eyes'}",True,74,1,1,1668619930,1656487655,72797392,CC BY-SA 4.0,https://stackoverflow.com/questions/72797392/how-to-dynamically-add-elements-to-div-and-make-sure-they-are-all-visible-with-c,How to dynamically add Elements to div and make sure they are all visible with CSS,72798496.0,1668619930.0,,
30,"['javascript', 'google-chrome-extension', 'google-chrome-devtools']","{'account_id': 25612695, 'reputation': 1, 'user_id': 19385864, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8209881cdf6f4c66d2d33f67d6518cd7?s=256&d=identicon&r=PG', 'display_name': 'forestfire', 'link': 'https://stackoverflow.com/users/19385864/forestfire'}",False,181,0,0,1668607221,1655846634,72707267,CC BY-SA 4.0,https://stackoverflow.com/questions/72707267/google-chrome-dev-tools-crashes-error-code-status-breakpoint,Google Chrome Dev-tools crashes. Error code: STATUS_BREAKPOINT,,1668607221.0,,
31,"['javascript', 'reactjs', 'axios', 'react-chartjs']","{'account_id': 22323778, 'reputation': 160, 'user_id': 16546065, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a28bb7e8d9d2e72de956ef0f2814fede?s=256&d=identicon&r=PG&f=1', 'display_name': '64Bit1990', 'link': 'https://stackoverflow.com/users/16546065/64bit1990'}",True,518,2,0,1668592099,1655203310,72615564,CC BY-SA 4.0,https://stackoverflow.com/questions/72615564/react-app-needs-reload-after-login-to-load-data,React app needs reload after login to load data,,1655204030.0,,
32,"['javascript', 'forms', 'cookies', 'iframe', 'parameter-passing']","{'account_id': 8634853, 'reputation': 21, 'user_id': 6465423, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c9ed3545068f386b653294f10fd9d1ba?s=256&d=identicon&r=PG&f=1', 'display_name': 'Clare', 'link': 'https://stackoverflow.com/users/6465423/clare'}",False,111,0,0,1668551408,1655844760,72706999,CC BY-SA 4.0,https://stackoverflow.com/questions/72706999/how-can-i-pass-a-parent-cookie-into-an-iframe-src,How Can I Pass a Parent Cookie into an iFrame src?,,,,
33,"['javascript', 'node.js', 'typescript']","{'account_id': 21035867, 'reputation': 341, 'user_id': 15609045, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgoJBiKa-cWP8A2a_WI08yDiyVWk1mpTb9z444b=k-s256', 'display_name': 'martins16321', 'link': 'https://stackoverflow.com/users/15609045/martins16321'}",True,3005,4,6,1668533587,1656484428,72796757,CC BY-SA 4.0,https://stackoverflow.com/questions/72796757/ts-node-typeerror-err-unknown-file-extension-unknown-file-extension-ts,ts-node TypeError [ERR_UNKNOWN_FILE_EXTENSION]: Unknown file extension &quot;.ts&quot;,,,,
34,"['javascript', 'es6-modules', 'billboard.js']","{'account_id': 16452387, 'reputation': 13, 'user_id': 11885494, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/da33096e9aa163f25939cdcf92c9034e?s=256&d=identicon&r=PG&f=1', 'display_name': 'bolaadebesin', 'link': 'https://stackoverflow.com/users/11885494/bolaadebesin'}",False,94,1,0,1668524003,1654183968,72478745,CC BY-SA 4.0,https://stackoverflow.com/questions/72478745/billboard-js-custom-label-for-each-data-series,billboard.js custom label for each data series,,1654184028.0,,
35,"['javascript', 'laravel', 'typescript', 'websocket', 'laravel-websockets']","{'account_id': 2638585, 'reputation': 23, 'user_id': 2282728, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/YKQB4.jpg?s=256&g=1', 'display_name': 'AlexSmirnov', 'link': 'https://stackoverflow.com/users/2282728/alexsmirnov'}",True,171,2,0,1668517406,1656267515,72764130,CC BY-SA 4.0,https://stackoverflow.com/questions/72764130/laravel-echo-not-listening-channels,Laravel Echo not listening channels,72764285.0,1656268119.0,,
36,"['javascript', 'reactjs', 'react-router', 'react-router-dom']","{'account_id': 289617, 'reputation': 5770, 'user_id': 2315681, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://i.stack.imgur.com/16O40.jpg?s=256&g=1', 'display_name': 'Kevin Farrugia', 'link': 'https://stackoverflow.com/users/2315681/kevin-farrugia'}",True,7177,2,2,1668504081,1655710816,72683709,CC BY-SA 4.0,https://stackoverflow.com/questions/72683709/react-router-v6-useroutematch-equivalent,React Router v6 useRouteMatch equivalent,72690243.0,,,
37,"['javascript', 'reactjs']","{'account_id': 25572926, 'reputation': 31, 'user_id': 19352969, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ca7b3ee0dc1a29a319360373bd2168db?s=256&d=identicon&r=PG', 'display_name': 'Metasoma', 'link': 'https://stackoverflow.com/users/19352969/metasoma'}",True,126,1,3,1668498607,1655391826,72647967,CC BY-SA 4.0,https://stackoverflow.com/questions/72647967/how-to-load-a-random-quote-from-api-using-an-event-onload-or-other-in-reactjs,How to load a random quote from API using an event (onLoad or other) in ReactJS?,,1655392188.0,,
38,"['javascript', 'web-scraping', 'cheerio']","{'account_id': 25159002, 'reputation': 61, 'user_id': 19003459, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4fedfcdcb67158700e258b1772b2e945?s=256&d=identicon&r=PG', 'display_name': 'Jimmy', 'link': 'https://stackoverflow.com/users/19003459/jimmy'}",True,268,2,1,1668440622,1654194724,72480843,CC BY-SA 4.0,https://stackoverflow.com/questions/72480843/scraping-google-maps-reviews-but-it-return-only-one-user-rating,Scraping google maps reviews but it return only one user rating,72499756.0,,,
39,"['javascript', 'html', 'jquery', 'web-scraping', 'web-crawler']","{'account_id': 25076512, 'reputation': 75, 'user_id': 18929875, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyGjtVzrDTpPiOk7hY4udXlHjTIl-JJh4MUTelB=k-s256', 'display_name': 'Harry', 'link': 'https://stackoverflow.com/users/18929875/harry'}",True,54,2,2,1668439690,1654952409,72584529,CC BY-SA 4.0,https://stackoverflow.com/questions/72584529/how-to-get-element-with-tag-name-htpicture-source-using-jquery,How to get element with tag name &#39;&lt;ht:picture_source&gt;&#39; using JQuery?,72587386.0,,,
40,"['javascript', 'c#', 'blazor']","{'account_id': 10508585, 'reputation': 1929, 'user_id': 7745011, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ZId9o.jpg?s=256&g=1', 'display_name': 'Roland Deschain', 'link': 'https://stackoverflow.com/users/7745011/roland-deschain'}",True,2046,2,3,1668414639,1654253658,72488563,CC BY-SA 4.0,https://stackoverflow.com/questions/72488563/blazor-server-side-application-throwing-system-invalidoperationexception-javas,Blazor server side application throwing &quot;System.InvalidOperationException: JavaScript interop calls cannot be issued at this time. ...&quot; during reload,72496202.0,1654257195.0,,
41,"['javascript', 'dom', 'addeventlistener', 'removeeventlistener', 'htmlcollection']","{'account_id': 963857, 'reputation': 123, 'user_id': 6303669, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/w3wEY.png?s=256&g=1', 'display_name': 'Jafar Abazeed', 'link': 'https://stackoverflow.com/users/6303669/jafar-abazeed'}",True,278,3,0,1668398476,1654747023,72554580,CC BY-SA 4.0,https://stackoverflow.com/questions/72554580/event-listeners-get-removed-after-adding-removing-some-elements-of-a-list,Event listeners get removed after adding/removing some elements of a list,72561389.0,1654772841.0,,
42,"['javascript', 'typescript']","{'account_id': 5457453, 'reputation': 1692, 'user_id': 4340444, 'user_type': 'registered', 'accept_rate': 30, 'profile_image': 'https://www.gravatar.com/avatar/a65a3f287e49bf902c69b808ca69a005?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sha', 'link': 'https://stackoverflow.com/users/4340444/sha'}",False,41,2,1,1668252681,1655127256,72603783,CC BY-SA 4.0,https://stackoverflow.com/questions/72603783/function-not-defined-error-while-calling-it-inside-map-typescript,Function not defined error while calling it inside map - typescript,,1668252681.0,,
43,"['javascript', 'node.js', 'reactjs', 'electron', 'desktop']","{'account_id': 13825756, 'reputation': 11, 'user_id': 12344498, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/lHosf.jpg?s=256&g=1', 'display_name': 'donchoTable', 'link': 'https://stackoverflow.com/users/12344498/donchotable'}",False,267,2,0,1668190374,1654719754,72551770,CC BY-SA 4.0,https://stackoverflow.com/questions/72551770/why-does-electron-fail-to-start,Why does electron fail to start?,,,,
44,"['javascript', 'reactjs']","{'account_id': 25599657, 'reputation': 1, 'user_id': 19374855, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ggw8wR20q-moghwqGZox8wfzEj8TxpbqCtVXGh1=k-s256', 'display_name': 'stillness', 'link': 'https://stackoverflow.com/users/19374855/stillness'}",False,33,1,0,1668165512,1655789326,72695739,CC BY-SA 4.0,https://stackoverflow.com/questions/72695739/how-to-pass-the-key-id-back-from-child-component-to-the-parent-component-fcc-dru,How to pass the Key ID back from child component to the parent component-FCC Drum Machine,,1655884739.0,,
45,"['javascript', 'vue.js', 'vue-component', 'vuejs3']","{'account_id': 25529660, 'reputation': 1090, 'user_id': 19317939, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/QCbGW.jpg?s=256&g=1', 'display_name': 'Mishen Thakshana', 'link': 'https://stackoverflow.com/users/19317939/mishen-thakshana'}",True,934,1,5,1668163040,1655535797,72667362,CC BY-SA 4.0,https://stackoverflow.com/questions/72667362/focus-on-an-input-field-with-a-button-click-vuejs-3,Focus on an input field with a button click VueJS 3,72667406.0,1668163040.0,,
46,"['javascript', 'binary', 'converters', 'unary-operator']","{'account_id': 24102208, 'reputation': 21, 'user_id': 18073975, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ghv2NzRJyeS3Jtcpzr3nzQyoa6HG0BBWV_Dr2vyAQ=k-s256', 'display_name': 'Ricardo Morim', 'link': 'https://stackoverflow.com/users/18073975/ricardo-morim'}",False,93,0,0,1668159392,1656589257,72815141,CC BY-SA 4.0,https://stackoverflow.com/questions/72815141/need-help-to-convert-binary-code-to-unary-code-in-javascript,Need help to convert binary code to unary code in javascript,,,,
