,tags,owner,is_answered,view_count,closed_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,link,closed_reason,title,content_license,protected_date,community_owned_date,locked_date,migrated_from
10,"['php', 'javascript']","{'account_id': 87606, 'reputation': 5482, 'user_id': 242839, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/MxdJD.png?s=256&g=1', 'display_name': 'Jorge', 'link': 'https://stackoverflow.com/users/242839/jorge'}",True,224,,,4,0,1666981411,1272380669,,2722318,https://stackoverflow.com/questions/2722318/javascript-add-a-php-file,,Javascript add a PHP file,CC BY-SA 2.5,,,,
11,"['javascript', 'null', 'undefined']","{'account_id': 68401, 'reputation': 17827, 'user_id': 199584, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/d0a7e6505dadd034616f568e708df5ba?s=256&d=identicon&r=PG', 'display_name': 'Tomas Vana', 'link': 'https://stackoverflow.com/users/199584/tomas-vana'}",True,842359,,2559513.0,26,614,1666934933,1270113438,1394360868.0,2559318,https://stackoverflow.com/questions/2559318/how-to-check-for-an-undefined-or-null-variable-in-javascript,,How to check for an undefined or null variable in JavaScript?,CC BY-SA 3.0,1438599759.0,,,
12,"['javascript', 'coding-style']","{'account_id': 113086, 'reputation': 14669, 'user_id': 298036, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/b13bd434508326b99170047c67991444?s=256&d=identicon&r=PG', 'display_name': 'Derek Thurn', 'link': 'https://stackoverflow.com/users/298036/derek-thurn'}",True,688618,,2703122.0,11,522,1666729768,1272079573,1570119060.0,2703102,https://stackoverflow.com/questions/2703102/typeof-undefined-vs-null,,typeof !== &quot;undefined&quot; vs. != null,CC BY-SA 4.0,,,,
13,"['html', 'css', 'javascript']","{'account_id': 593508, 'reputation': 423, 'user_id': 275142, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/431ca48cd8a94a53b29ab09447a6a194?s=256&d=identicon&r=PG', 'display_name': 'john terry', 'link': 'https://stackoverflow.com/users/275142/john-terry'}",True,107141,,,9,42,1666518927,1271178849,1425806184.0,2631635,https://stackoverflow.com/questions/2631635/can-i-load-javascript-code-using-link-tag,,Can I load javascript code using &lt;link&gt; tag?,CC BY-SA 3.0,,,,
14,"['javascript', 'google-app-engine']","{'account_id': 86560, 'reputation': 237, 'user_id': 240618, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/9ba4f54891a29698929ec23e9719c726?s=256&d=identicon&r=PG', 'display_name': 'bglenn', 'link': 'https://stackoverflow.com/users/240618/bglenn'}",True,452,1665933303.0,,5,0,1665883344,1271517051,,2658831,https://stackoverflow.com/questions/2658831/will-google-appengine-support-javascript,Opinion-based,Will Google AppEngine support Javascript?,,,,,
15,"['javascript', 'jquery']","{'account_id': 88313, 'reputation': 990, 'user_id': 244352, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/e86937088f2e8086c4bf44dc73dda08c?s=256&d=identicon&r=PG', 'display_name': 'niggles', 'link': 'https://stackoverflow.com/users/244352/niggles'}",True,226,,2597348.0,3,4,1665853034,1270695572,,2597313,https://stackoverflow.com/questions/2597313/cleanest-way-to-tell-if-3-times-are-within-half-an-hour-of-each-other,,Cleanest way to tell if 3 times are within half an hour of each other,CC BY-SA 2.5,,,,
16,"['javascript', 'url', 'bookmarklet']","{'account_id': 126521, 'reputation': 233, 'user_id': 323074, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/be2ee03c059de0763a2a49fca5b93a2c?s=256&d=identicon&r=PG', 'display_name': 'garymc', 'link': 'https://stackoverflow.com/users/323074/garymc'}",True,14649,,2689581.0,3,23,1665763282,1271928100,1355120024.0,2689553,https://stackoverflow.com/questions/2689553/bookmarklet-to-edit-current-url,,Bookmarklet to edit current URL,CC BY-SA 3.0,,,,
17,"['javascript', 'date', 'comparison', 'mootools']","{'account_id': 81372, 'reputation': 7373, 'user_id': 229510, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/de89122c171122d486c3d7add5ef4024?s=256&d=identicon&r=PG', 'display_name': 'moleculezz', 'link': 'https://stackoverflow.com/users/229510/moleculezz'}",True,601716,,6202196.0,26,512,1665398554,1272028085,1403420386.0,2698725,https://stackoverflow.com/questions/2698725/comparing-date-part-only-without-comparing-time-in-javascript,,Comparing date part only without comparing time in JavaScript,CC BY-SA 3.0,1556718898.0,,,
18,"['javascript', 'html', 'dom', 'image']","{'account_id': 129330, 'reputation': 588, 'user_id': 327834, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/2a37e6ddee7f64da2ff77db7f40b3454?s=256&d=identicon&r=PG', 'display_name': 'Anonymous', 'link': 'https://stackoverflow.com/users/327834/anonymous'}",True,255215,,2735894.0,7,31,1664976152,1272530654,1617357531.0,2735881,https://stackoverflow.com/questions/2735881/adding-images-to-an-html-document-with-javascript,,Adding images to an HTML document with JavaScript,CC BY-SA 4.0,1629441458.0,,,
19,['javascript'],"{'account_id': 607721, 'reputation': 7139, 'user_id': 326378, 'user_type': 'unregistered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/c5d9c227b7b837ad971ca0cfc486b665?s=256&d=identicon&r=PG', 'display_name': 'JGreig', 'link': 'https://stackoverflow.com/users/326378/jgreig'}",True,1238698,,2722213.0,19,665,1664976092,1272379359,1587480650.0,2722159,https://stackoverflow.com/questions/2722159/how-to-filter-object-array-based-on-attributes,,How to filter object array based on attributes?,CC BY-SA 4.0,,,,
20,"['javascript', 'jquery', 'variables', 'null', 'undefined']","{'account_id': 105499, 'reputation': 38818, 'user_id': 281488, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/4c25e10a1e79423af0b998a4498ab3cc?s=256&d=identicon&r=PG', 'display_name': 'sadmicrowave', 'link': 'https://stackoverflow.com/users/281488/sadmicrowave'}",True,3203502,,2647888.0,34,2563,1664796992,1271355136,1583709339.0,2647867,https://stackoverflow.com/questions/2647867/how-can-i-determine-if-a-variable-is-undefined-or-null,,How can I determine if a variable is &#39;undefined&#39; or &#39;null&#39;?,CC BY-SA 4.0,1382564550.0,,,
21,"['javascript', 'jquery', 'html', 'dynamic', 'local-storage']","{'account_id': 122861, 'reputation': 241, 'user_id': 316943, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/605c97b4db593215952e83c23402be76?s=256&d=identicon&r=PG', 'display_name': 'Noor', 'link': 'https://stackoverflow.com/users/316943/noor'}",True,3430,,2737580.0,4,1,1664618633,1272545280,1272546630.0,2737359,https://stackoverflow.com/questions/2737359/images-not-loading-online-but-works-when-i-try-it-offline-local-why-is-this,,"Images not loading online but works when I try it offline (local), why is this?",CC BY-SA 2.5,,,,
22,"['javascript', 'forms', 'reset']","{'account_id': 32898, 'reputation': 7857, 'user_id': 91610, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/91913f6ab8085bab0f2aa43995ba8ca2?s=256&d=identicon&r=PG', 'display_name': 'Bogdan Gusiev', 'link': 'https://stackoverflow.com/users/91610/bogdan-gusiev'}",True,44577,,2560561.0,10,30,1664549044,1270116836,1664549044.0,2559616,https://stackoverflow.com/questions/2559616/javascript-true-form-reset-for-hidden-fields,,JavaScript: True form reset for hidden fields,CC BY-SA 4.0,1540897372.0,,,
23,['javascript'],"{'account_id': 58415, 'reputation': 3079, 'user_id': 174908, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/QfeDa.jpg?s=256&g=1', 'display_name': 'vetri02', 'link': 'https://stackoverflow.com/users/174908/vetri02'}",True,17677,,,8,10,1664259549,1272456205,1502542034.0,2729194,https://stackoverflow.com/questions/2729194/what-is-href-javascript,,What is href=javascript:;,CC BY-SA 3.0,,,,
24,['javascript'],"{'account_id': 109877, 'reputation': 18477, 'user_id': 290957, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/d389f8b5edd1cc7986324065e60a77d0?s=256&d=identicon&r=PG', 'display_name': 'Belgin Fish', 'link': 'https://stackoverflow.com/users/290957/belgin-fish'}",True,637947,,2706236.0,15,406,1663933157,1272132630,1621332377.0,2705583,https://stackoverflow.com/questions/2705583/how-to-simulate-a-click-with-javascript,,How to simulate a click with JavaScript?,CC BY-SA 4.0,,,,
25,"['javascript', 'dom', 'xpath']","{'account_id': 83198, 'reputation': 4142, 'user_id': 233427, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/fdff677b9c90a208d88ad534cdf6aede?s=256&d=identicon&r=PG', 'display_name': 'Louis', 'link': 'https://stackoverflow.com/users/233427/louis'}",True,86780,,2661890.0,9,73,1663680974,1271584513,,2661818,https://stackoverflow.com/questions/2661818/javascript-get-xpath-of-a-node,,Javascript get XPath of a node,CC BY-SA 2.5,,,,
26,"['javascript', 'html', 'css', 'safari', 'gif']","{'account_id': 101780, 'reputation': 2550, 'user_id': 273593, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://www.gravatar.com/avatar/5b8ba221ade55df80b623122471d81e5?s=256&d=identicon&r=PG', 'display_name': 'Vito De Tullio', 'link': 'https://stackoverflow.com/users/273593/vito-de-tullio'}",False,8672,,,3,1,1663297595,1270565175,1270625040.0,2585744,https://stackoverflow.com/questions/2585744/how-to-display-a-gif-as-background-image,,How-to display a .gif as background image?,CC BY-SA 2.5,,,,
27,"['javascript', 'date']","{'account_id': 41672, 'reputation': 29322, 'user_id': 121196, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/04fa45b8e706083185a193997f11260d?s=256&d=identicon&r=PG', 'display_name': 'user121196', 'link': 'https://stackoverflow.com/users/121196/user121196'}",True,500526,,2587398.0,11,394,1662948565,1270578953,1459166623.0,2587345,https://stackoverflow.com/questions/2587345/why-does-date-parse-give-incorrect-results,,Why does Date.parse give incorrect results?,CC BY-SA 3.0,,,,
28,"['javascript', 'function', 'date', 'gettime']","{'account_id': 87141, 'reputation': 9388, 'user_id': 241853, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/cb19t.jpg?s=256&g=1', 'display_name': 'udaya', 'link': 'https://stackoverflow.com/users/241853/udaya'}",True,190142,,2627664.0,6,58,1662624914,1271142759,1617359632.0,2627650,https://stackoverflow.com/questions/2627650/why-javascript-gettime-is-not-a-function,,Why JavaScript getTime() is not a function?,CC BY-SA 4.0,,,,
29,"['javascript', 'html-select', 'prototypejs']","{'account_id': 92697, 'reputation': 12559, 'user_id': 253944, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/45f2dc53fd870c5cdaa203c2adb4f1a3?s=256&d=identicon&r=PG', 'display_name': 'xain', 'link': 'https://stackoverflow.com/users/253944/xain'}",True,4894,,2630193.0,1,1,1662561330,1271166537,1662561330.0,2630019,https://stackoverflow.com/questions/2630019/prototype-set-selected-option-based-on-other-select,,Prototype set selected option based on other select,CC BY-SA 4.0,,,,
30,"['javascript', 'function']","{'account_id': 47521, 'reputation': 35691, 'user_id': 140811, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/db81ad9316f4bfe29eaadaef54978d0b?s=256&d=identicon&r=PG', 'display_name': 'Scott Klarenbach', 'link': 'https://stackoverflow.com/users/140811/scott-klarenbach'}",True,301685,,,22,323,1662460238,1271359171,1500587184.0,2648293,https://stackoverflow.com/questions/2648293/how-to-get-the-function-name-from-within-that-function,,How to get the function name from within that function?,CC BY-SA 3.0,,,,
31,"['javascript', 'html']","{'account_id': 119495, 'reputation': 47641, 'user_id': 311220, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/333d38bdbe98c3c1b7fdb5e41c13dbc2?s=256&d=identicon&r=PG', 'display_name': 'Acorn', 'link': 'https://stackoverflow.com/users/311220/acorn'}",True,135,,2594914.0,3,1,1662449325,1270664402,1662449325.0,2594849,https://stackoverflow.com/questions/2594849/adding-javascript-to-every-occurrence-of-a-certain-html-element,,Adding JavaScript to every occurrence of a certain HTML element,CC BY-SA 4.0,,,,
32,"['javascript', 'memory']","{'account_id': 607450, 'reputation': 361, 'user_id': 322101, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/a1711b7c91c243aac2a4607dd6c2d12c?s=256&d=identicon&r=PG', 'display_name': 'Bob', 'link': 'https://stackoverflow.com/users/322101/bob'}",True,40210,,,3,34,1662047439,1271840574,1470667666.0,2681511,https://stackoverflow.com/questions/2681511/memory-release-from-local-variable-in-javascript,,Memory release from local variable in JavaScript,CC BY-SA 3.0,,,,
33,"['javascript', 'html', 'jquery', 'html-select', 'optgroup']","{'account_id': 17105, 'reputation': 68004, 'user_id': 37947, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/6285ff8f79ce11a5c9161011137258bc?s=256&d=identicon&r=PG', 'display_name': 'DisgruntledGoat', 'link': 'https://stackoverflow.com/users/37947/disgruntledgoat'}",True,23445,,9572251.0,1,29,1661961521,1272474955,1661961521.0,2731668,https://stackoverflow.com/questions/2731668/how-to-hide-optgroup-option-elements,,How to hide optgroup/option elements?,CC BY-SA 4.0,,,,
34,"['javascript', 'html']","{'account_id': 606785, 'reputation': 189, 'user_id': 323716, 'user_type': 'unregistered', 'accept_rate': 20, 'profile_image': 'https://www.gravatar.com/avatar/554272f185e314dd7343ee52c8246f80?s=256&d=identicon&r=PG', 'display_name': 'Joseph', 'link': 'https://stackoverflow.com/users/323716/joseph'}",True,6461,,2694865.0,2,2,1661697161,1271971684,1661697161.0,2694643,https://stackoverflow.com/questions/2694643/can-i-pass-a-string-variable-into-an-a-href-tag-for-a-website-link,,Can I pass a string variable into an &lt;a href&gt; tag for a website link?,CC BY-SA 4.0,,,,
35,"['javascript', 'eclipse', 'eclipse-plugin', 'jslint']","{'account_id': 61320, 'reputation': 5909, 'user_id': 182808, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/d7e2ac1ac9e96e7c7655b06473a1a54e?s=256&d=identicon&r=PG', 'display_name': 'Nikita', 'link': 'https://stackoverflow.com/users/182808/nikita'}",True,38081,,2750276.0,5,58,1661537930,1272578243,1661537930.0,2741058,https://stackoverflow.com/questions/2741058/is-there-a-working-jslint-eclipse-plug-in,,Is there a working JSLint Eclipse plug-in?,CC BY-SA 4.0,,,,
36,"['javascript', 'closures', 'terminology']","{'account_id': 15143, 'reputation': 469363, 'user_id': 31671, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/xEJu4.jpg?s=256&g=1', 'display_name': 'alex', 'link': 'https://stackoverflow.com/users/31671/alex'}",True,140042,,2728341.0,24,341,1661309538,1272447559,1437586439.0,2728278,https://stackoverflow.com/questions/2728278/what-is-a-practical-use-for-a-closure-in-javascript,,What is a practical use for a closure in JavaScript?,CC BY-SA 3.0,1586111535.0,,,
37,"['javascript', 'append', 'fragment']","{'account_id': 58322, 'reputation': 16155, 'user_id': 174621, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/da15f1e57b38e3dc5be3e7bacb0e2e29?s=256&d=identicon&r=PG', 'display_name': 'Matrym', 'link': 'https://stackoverflow.com/users/174621/matrym'}",True,3003,,2694352.0,3,0,1661022689,1271968565,1495541230.0,2694279,https://stackoverflow.com/questions/2694279/remove-all-nodes-with-nodename-script-from-a-document-fragment-before-pla,,Remove All Nodes with (nodeName = &quot;script&quot;) from a Document Fragment *before placing it in dom*,CC BY-SA 3.0,,,,
38,"['javascript', 'html', 'css']","{'account_id': 171068, 'reputation': 211, 'user_id': 398238, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/224db54a1f902ee25cd52c3eaf161cd4?s=256&d=identicon&r=PG', 'display_name': 'TRAVA', 'link': 'https://stackoverflow.com/users/398238/trava'}",True,4942,,2660453.0,4,1,1660937722,1271545526,,2660418,https://stackoverflow.com/questions/2660418/close-button-on-the-page,,&quot;Close&quot; button on the page,CC BY-SA 2.5,,,,
39,"['javascript', 'jquery', 'html', 'css', 'mouseover']","{'account_id': 126990, 'reputation': 717, 'user_id': 323862, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/2acc31dd6370a54b18f6755cd0710ce6?s=256&d=identicon&r=PG', 'display_name': 'Jack P.', 'link': 'https://stackoverflow.com/users/323862/jack-p'}",True,238390,,2707104.0,6,31,1660735289,1272168032,1488566754.0,2707100,https://stackoverflow.com/questions/2707100/how-to-show-hidden-divs-on-mouseover,,How to show hidden divs on mouseover?,CC BY-SA 3.0,,,,
40,"['javascript', 'date']","{'account_id': 38253, 'reputation': 22527, 'user_id': 109676, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/ZPPKx.png?s=256&g=1', 'display_name': 'Chad', 'link': 'https://stackoverflow.com/users/109676/chad'}",True,322349,,2706169.0,22,245,1660575670,1272142911,1524374926.0,2706125,https://stackoverflow.com/questions/2706125/javascript-function-to-add-x-months-to-a-date,,JavaScript function to add X months to a date,CC BY-SA 3.0,1412061352.0,,,
41,"['javascript', 'iphone', 'ipad', 'safari', 'web-applications']","{'account_id': 765, 'reputation': 4331, 'user_id': 996, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2607e3027d0b4a79722dc4197a7b3ad6?s=256&d=identicon&r=PG', 'display_name': 'LKM', 'link': 'https://stackoverflow.com/users/996/lkm'}",True,127442,,2601085.0,18,165,1660429785,1270649544,,2593139,https://stackoverflow.com/questions/2593139/ipad-web-app-detect-virtual-keyboard-using-javascript-in-safari,,iPad Web App: Detect Virtual Keyboard Using JavaScript in Safari?,CC BY-SA 2.5,1536831235.0,,,
42,"['javascript', 'firefox']","{'account_id': 73615, 'reputation': 6385, 'user_id': 211877, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/d6863fb4d136ae9196d1e68fff9543a4?s=256&d=identicon&r=PG', 'display_name': 'Patonza', 'link': 'https://stackoverflow.com/users/211877/patonza'}",True,59640,,2638357.0,8,89,1660166616,1271256169,1457772448.0,2638292,https://stackoverflow.com/questions/2638292/after-travelling-back-in-firefox-history-javascript-wont-run,,"After travelling back in Firefox history, JavaScript won&#39;t run",CC BY-SA 3.0,,,,
43,"['asp.net', 'javascript', 'jquery', 'html', 'internet-explorer']","{'account_id': 117982, 'reputation': 376, 'user_id': 308667, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/bac3ccc46b8b4585924b426196888803?s=256&d=identicon&r=PG', 'display_name': 'Kiran', 'link': 'https://stackoverflow.com/users/308667/kiran'}",True,2757,,,4,4,1659542602,1272013823,,2697375,https://stackoverflow.com/questions/2697375/internet-explore-is-unresponsive-while-loading-a-large-page,,Internet explore is unresponsive while loading a large page,CC BY-SA 2.5,,,,
44,"['javascript', 'server-side', 'serverside-javascript']","{'account_id': 43256, 'reputation': 28259, 'user_id': 126353, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/FBFrJ.jpg?s=256&g=1', 'display_name': 'Nathan Campos', 'link': 'https://stackoverflow.com/users/126353/nathan-campos'}",True,6277,,2663933.0,8,4,1659169230,1271624064,1271626420.0,2663921,https://stackoverflow.com/questions/2663921/javascript-on-the-server-side-like-php,,JavaScript on the server-side like PHP,CC BY-SA 2.5,,1271624799.0,,
45,"['javascript', 'dom', 'dom-events']","{'account_id': 40560, 'reputation': 4692, 'user_id': 117519, 'user_type': 'registered', 'accept_rate': 24, 'profile_image': 'https://www.gravatar.com/avatar/52bde65a6ffed8100681c1ee7cae9810?s=256&d=identicon&r=PG', 'display_name': 'Abhimanyu', 'link': 'https://stackoverflow.com/users/117519/abhimanyu'}",True,835,,,1,0,1658956267,1272566793,1658956267.0,2739917,https://stackoverflow.com/questions/2739917/clone-a-node-using-javascript-dom,,Clone a node using JavaScript DOM,CC BY-SA 4.0,,,,
46,"['javascript', 'arrays', 'foreach']","{'account_id': 47521, 'reputation': 35691, 'user_id': 140811, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/db81ad9316f4bfe29eaadaef54978d0b?s=256&d=identicon&r=PG', 'display_name': 'Scott Klarenbach', 'link': 'https://stackoverflow.com/users/140811/scott-klarenbach'}",True,1639439,,2641374.0,30,2079,1658932935,1271282251,1603876892.0,2641347,https://stackoverflow.com/questions/2641347/short-circuit-array-foreach-like-calling-break,,Short circuit Array.forEach like calling break,CC BY-SA 4.0,1450377465.0,,,
47,"['javascript', 'jquery', 'dom', 'jquery-events']","{'account_id': 18427, 'reputation': 15505, 'user_id': 42188, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/0b0abbefc6a9375882ea3cc0c6da61c8?s=256&d=identicon&r=PG', 'display_name': 'muhuk', 'link': 'https://stackoverflow.com/users/42188/muhuk'}",True,783,,2674163.0,3,5,1658252548,1271756155,1658252548.0,2673969,https://stackoverflow.com/questions/2673969/how-to-run-code-when-elements-are-attached-like-jquerys-live-do-with-events,,How to run code when elements are attached like jQuery&#39;s live() do with events?,CC BY-SA 4.0,,,,
