,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,protected_date,closed_date,closed_reason
12,"['javascript', 'reactjs', 'react-router-dom']","{'account_id': 8052575, 'reputation': 578, 'user_id': 6070660, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ea474448e71c5ef94cbd4dc4fa257314?s=256&d=identicon&r=PG', 'display_name': 'Julius Guevarra', 'link': 'https://stackoverflow.com/users/6070660/julius-guevarra'}",True,10196,65713006.0,1,2,1668748758,1610591969,65712641,CC BY-SA 4.0,https://stackoverflow.com/questions/65712641/react-router-how-to-pass-previous-location-pathname-to-current,React Router - How to pass previous location pathname to current,,,,
13,"['javascript', 'reactjs', 'react-admin']","{'account_id': 5972023, 'reputation': 979, 'user_id': 4694090, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://graph.facebook.com/438412356318586/picture?type=large', 'display_name': 'BigBugCreator', 'link': 'https://stackoverflow.com/users/4694090/bigbugcreator'}",True,589,,3,2,1668746670,1611747489,65918361,CC BY-SA 4.0,https://stackoverflow.com/questions/65918361/react-admin-removes-filter-box-after-no-results-list,React Admin removes filter box after &quot;no results&quot; list,,,,
14,"['javascript', 'reactjs', 'jsx', 'conditional-operator']","{'account_id': 13689094, 'reputation': 379, 'user_id': 9877403, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-ru1bPvVbcIQ/AAAAAAAAAAI/AAAAAAAABqM/G4tshX-2V0g/photo.jpg?sz=256', 'display_name': 'Dony Joseph', 'link': 'https://stackoverflow.com/users/9877403/dony-joseph'}",True,12018,65713598.0,6,13,1668722418,1610598561,65713434,CC BY-SA 4.0,https://stackoverflow.com/questions/65713434/react-render-logical-vs-ternary-operator,react render Logical &amp;&amp; vs Ternary operator,1610603498.0,,,
15,"['javascript', 'react-table']","{'account_id': 7913445, 'reputation': 687, 'user_id': 11866885, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/cbXoH.jpg?s=256&g=1', 'display_name': 'Austin Johnson', 'link': 'https://stackoverflow.com/users/11866885/austin-johnson'}",True,2110,65907360.0,1,2,1668702369,1611682149,65906217,CC BY-SA 4.0,https://stackoverflow.com/questions/65906217/how-to-make-a-header-clickable-in-react-table,How to make a header clickable in react table,1668702369.0,,,
16,"['javascript', 'node.js', 'firebase', 'vue.js', 'nuxt.js']","{'account_id': 20366180, 'reputation': 13, 'user_id': 14939476, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/249809a441e174ed0ac96ce7746dfde0?s=256&d=identicon&r=PG&f=1', 'display_name': 'shshyoo11', 'link': 'https://stackoverflow.com/users/14939476/shshyoo11'}",True,2129,,1,1,1668688369,1611077100,65796456,CC BY-SA 4.0,https://stackoverflow.com/questions/65796456/nuxt-js-ssr-with-firebase-referenceerror-navigator-is-not-defined,Nuxt.js SSR with firebase - ReferenceError: navigator is not defined,,,,
17,"['javascript', 'date']","{'account_id': 14607467, 'reputation': 2587, 'user_id': 10549827, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/XGgBZ.png?s=256&g=1', 'display_name': 'matthew-e-brown', 'link': 'https://stackoverflow.com/users/10549827/matthew-e-brown'}",True,1832,65604634.0,2,6,1668668971,1609974723,65604554,CC BY-SA 4.0,https://stackoverflow.com/questions/65604554/intl-datetimeformat-returns-an-hour-over-24,Intl.DateTimeFormat returns an hour over 24,1609975321.0,,,
18,"['javascript', 'reactjs']","{'account_id': 12133958, 'reputation': 1, 'user_id': 9955623, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a810bfb9248da3c0e7074cf8d8210e79?s=256&d=identicon&r=PG&f=1', 'display_name': 'Abhishek Anand', 'link': 'https://stackoverflow.com/users/9955623/abhishek-anand'}",True,340,,1,0,1668568486,1610186454,65641351,CC BY-SA 4.0,https://stackoverflow.com/questions/65641351/how-to-pass-a-function-to-form-input-value-in-react-js,How to pass a function to form input value in react js?,1610187137.0,,,
19,"['javascript', 'node.js']","{'account_id': 8503188, 'reputation': 17, 'user_id': 6375578, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1094057477322972/picture?type=large', 'display_name': 'Devender Jangra', 'link': 'https://stackoverflow.com/users/6375578/devender-jangra'}",False,229,,4,-2,1668336469,1611313418,65843914,CC BY-SA 4.0,https://stackoverflow.com/questions/65843914/how-to-get-value-in-json-in-node-js,how to get value in json in Node.js,1611314055.0,,,
20,"['javascript', 'wordpress', 'function', 'navbar', 'bootstrap-5']","{'account_id': 16702190, 'reputation': 51, 'user_id': 12071584, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mDQVASxPve1EHWUNSEEq0-JMkD7Pu3b04v6lA4n=k-s256', 'display_name': 'Nazar Kardan', 'link': 'https://stackoverflow.com/users/12071584/nazar-kardan'}",True,4843,,1,5,1668213720,1609642710,65546253,CC BY-SA 4.0,https://stackoverflow.com/questions/65546253/bootstrap-v5-wp-bootstrap-navwalker-dropdown-navbar-not-work,Bootstrap v5 wp-bootstrap-navwalker dropdown navbar not work,,,,
21,"['javascript', 'csv', 'postman', 'postman-collection-runner', 'postman-testcase']","{'account_id': 20135503, 'reputation': 3, 'user_id': 14766630, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2d447f9a3fe34b5b5e0a587185bc1eba?s=256&d=identicon&r=PG&f=1', 'display_name': 'Coder', 'link': 'https://stackoverflow.com/users/14766630/coder'}",False,702,,2,0,1668169670,1609660346,65547700,CC BY-SA 4.0,https://stackoverflow.com/questions/65547700/how-to-store-leading-zero-in-csv-in-order-to-pass-postman-script,How to store leading zero in csv in order to pass postman script,,,,
22,"['javascript', 'reactjs', 'nginx', 'axios', 'postgrest']","{'account_id': 17166920, 'reputation': 1148, 'user_id': 12425004, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c27091b21114fb9386b5ab98fe8f2b78?s=256&d=identicon&r=PG&f=1', 'display_name': 'andres', 'link': 'https://stackoverflow.com/users/12425004/andres'}",False,16767,,2,4,1668132145,1609796283,65570183,CC BY-SA 4.0,https://stackoverflow.com/questions/65570183/how-to-solve-for-neterr-connection-refused-when-get-data-to-react,How to solve for: net::ERR_CONNECTION_REFUSED when GET data to React?,1609828245.0,,,
23,"['javascript', 'console', 'google-chrome-devtools', 'eval', 'devtools']","{'account_id': 9954503, 'reputation': 982, 'user_id': 7365949, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/fafca5759ac06d50277c66b284f2fd77?s=256&d=identicon&r=PG&f=1', 'display_name': 'ptts', 'link': 'https://stackoverflow.com/users/7365949/ptts'}",False,818,,0,5,1668027165,1609694343,65552734,CC BY-SA 4.0,https://stackoverflow.com/questions/65552734/website-is-redirecting-to-google-as-soon-i-open-devtools,Website is redirecting to google as soon I open devtools,1668027165.0,,,
24,"['javascript', 'arrays', 'react-native', 'momentjs']","{'account_id': 15395147, 'reputation': 97, 'user_id': 11106539, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-F26Tqewi48Q/AAAAAAAAAAI/AAAAAAAAABE/nKBvwL3BLAM/photo.jpg?sz=256', 'display_name': 'Saiful Azam', 'link': 'https://stackoverflow.com/users/11106539/saiful-azam'}",False,620,,3,0,1668024388,1612078138,65976720,CC BY-SA 4.0,https://stackoverflow.com/questions/65976720/how-do-i-get-next-prayer-time-from-array,How do i get next prayer time from array?,1612078966.0,,,
25,"['javascript', 'reactjs', 'api', 'checkbox', 'onchange']","{'account_id': 17825821, 'reputation': 31, 'user_id': 12947039, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/db981a80f57b9644cea6cfabcd98dab1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Darda', 'link': 'https://stackoverflow.com/users/12947039/darda'}",True,4222,,1,1,1667989888,1609832208,65574784,CC BY-SA 4.0,https://stackoverflow.com/questions/65574784/how-to-api-call-in-onchange-function-on-checkbox-field-react-js,How to api call in onChange function on CheckBox field React js,1667989888.0,,,
26,"['javascript', 'audio', 'html5-audio', 'wav']","{'account_id': 9900522, 'reputation': 454, 'user_id': 7330672, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/kNeir.jpg?s=256&g=1', 'display_name': 'JTCon', 'link': 'https://stackoverflow.com/users/7330672/jtcon'}",True,1202,65827508.0,1,3,1667965188,1611232303,65827507,CC BY-SA 4.0,https://stackoverflow.com/questions/65827507/how-to-combine-merge-two-audio-wav-files-into-one-file-with-javascript,How to combine/merge two audio .wav files into one file with Javascript,,,,
27,"['javascript', 'python', 'html', 'flask', 'jinja2']","{'account_id': 11403903, 'reputation': 501, 'user_id': 13062685, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-AzOuncXN9uM/AAAAAAAAAAI/AAAAAAAAAFo/43kiPnslmDo/photo.jpg?sz=256', 'display_name': 'Paul Davis', 'link': 'https://stackoverflow.com/users/13062685/paul-davis'}",True,115,,1,0,1667939169,1609792351,65569424,CC BY-SA 4.0,https://stackoverflow.com/questions/65569424/geodata-dropdown-configurator-not-showing-countries,Geodata dropdown configurator not showing countries,,,,
28,"['javascript', 'reactjs', 'redux', 'redux-toolkit']","{'account_id': 3019575, 'reputation': 187, 'user_id': 2560925, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/NzP0D.jpg?s=256&g=1', 'display_name': 'Vasyl Savchuk', 'link': 'https://stackoverflow.com/users/2560925/vasyl-savchuk'}",False,470,,0,1,1667935329,1610825251,65753770,CC BY-SA 4.0,https://stackoverflow.com/questions/65753770/what-is-the-proper-way-to-use-redux-toolkit,what is the proper way to use redux toolkit?,,,,
29,"['javascript', 'vue.js', 'webpack', 'web-component', 'shadow-dom']","{'account_id': 8782393, 'reputation': 183, 'user_id': 6565633, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d1e7760b8b27a9062b33c73b0ccd647b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Vissie', 'link': 'https://stackoverflow.com/users/6565633/vissie'}",False,1547,,2,6,1667933516,1611673991,65903965,CC BY-SA 4.0,https://stackoverflow.com/questions/65903965/inject-css-styles-inside-of-the-shadow-root-instead-of-the-head-tag-vue-js-w,Inject CSS styles inside of the shadow-root instead of the head tag | Vue.js &amp; Webpack,1651703401.0,,,
30,"['javascript', 'php', 'hash', 'amp-html']","{'account_id': 1488517, 'reputation': 126, 'user_id': 1807789, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/SBHu4.jpg?s=256&g=1', 'display_name': 'raubvogel', 'link': 'https://stackoverflow.com/users/1807789/raubvogel'}",True,317,65925601.0,2,2,1667927546,1611337270,65850147,CC BY-SA 4.0,https://stackoverflow.com/questions/65850147/how-to-calculating-the-javascript-hash-for-amp-in-php,How to Calculating the JavaScript Hash for AMP in PHP?,,,,
31,"['javascript', 'node.js', 'reactjs', 'npm']","{'account_id': 18790040, 'reputation': 35, 'user_id': 13702715, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a08e80227b496c4a6485bd7f390b1ccd?s=256&d=identicon&r=PG&f=1', 'display_name': 'TheGabDooSan', 'link': 'https://stackoverflow.com/users/13702715/thegabdoosan'}",True,6028,65657732.0,4,0,1667782284,1610307455,65657654,CC BY-SA 4.0,https://stackoverflow.com/questions/65657654/react-js-app-module-not-found-error-on-npm-start,React.JS App MODULE_NOT_FOUND error on &#39;npm start&#39;,1667782284.0,,,
32,"['javascript', 'html', 'jquery']","{'account_id': 7615158, 'reputation': 1210, 'user_id': 5774848, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://lh5.googleusercontent.com/-YPFL0B6xozU/AAAAAAAAAAI/AAAAAAAAAR4/MKunGaRgfJs/photo.jpg?sz=256', 'display_name': 'Janath', 'link': 'https://stackoverflow.com/users/5774848/janath'}",True,248,65958615.0,3,-1,1667732728,1611938723,65958492,CC BY-SA 4.0,https://stackoverflow.com/questions/65958492/if-child-has-an-active-class-add-class-to-before-anchor-tag,"If child has an active class, add class to before anchor tag",,,,
33,"['javascript', 'reactjs', 'regex', 'material-ui']","{'account_id': 20210263, 'reputation': 55, 'user_id': 14823347, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c05ef55c46920ce047c663cda7d7b317?s=256&d=identicon&r=PG&f=1', 'display_name': 'vasudev', 'link': 'https://stackoverflow.com/users/14823347/vasudev'}",False,228,,2,0,1667563456,1610117913,65631340,CC BY-SA 4.0,https://stackoverflow.com/questions/65631340/regex-to-not-match-leading-and-trailing-white-spaces-for-email-address-in-javasc,Regex to not match leading and trailing white spaces for email address in javascript,1610385542.0,,,
34,"['javascript', 'firebase', 'google-cloud-firestore']","{'account_id': 110337, 'reputation': 10346, 'user_id': 292008, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/4sSie.jpg?s=256&g=1', 'display_name': 'lambinator', 'link': 'https://stackoverflow.com/users/292008/lambinator'}",True,662,,2,2,1667469150,1611342267,65851269,CC BY-SA 4.0,https://stackoverflow.com/questions/65851269/how-can-i-determine-if-a-firestore-snapshot-is-from-the-server,How can I determine if a Firestore snapshot is from the server?,1611730247.0,,,
35,"['javascript', 'reactjs', 'react-query']","{'account_id': 16369287, 'reputation': 579, 'user_id': 11822914, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9da689321f0218386e226dd81dddacf3?s=256&d=identicon&r=PG&f=1', 'display_name': 'unsuredev', 'link': 'https://stackoverflow.com/users/11822914/unsuredev'}",True,47322,,8,40,1667415400,1609907140,65590195,CC BY-SA 4.0,https://stackoverflow.com/questions/65590195/no-queryclient-set-use-queryclientprovider-to-set-one,"No QueryClient set, use QueryClientProvider to set one",1628095168.0,,,
36,"['javascript', 'reactjs', 'service-worker', 'pdf.js']","{'account_id': 5825538, 'reputation': 1759, 'user_id': 4592083, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/f243ad4126421cdddd30e62c735cc72b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ludwig', 'link': 'https://stackoverflow.com/users/4592083/ludwig'}",True,15554,,5,2,1667370890,1611929155,65955980,CC BY-SA 4.0,https://stackoverflow.com/questions/65955980/react-pdf-js-warning-setting-up-fake-worker,React pdf js - Warning: Setting up fake worker,,,,
37,"['javascript', 'node.js', 'puppeteer']","{'account_id': 20226028, 'reputation': 43, 'user_id': 14833893, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-DcPc-E3nkkQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnpZVINdFdqZHr7Rl9i59pZgrGkoQ/s96-c/photo.jpg?sz=256', 'display_name': 'Kooner', 'link': 'https://stackoverflow.com/users/14833893/kooner'}",True,4640,65742045.0,3,4,1667343075,1610733980,65741375,CC BY-SA 4.0,https://stackoverflow.com/questions/65741375/accessing-javascript-variable-in-puppeteer,Accessing javascript variable in Puppeteer,1610739175.0,,,
38,"['javascript', 'vue.js', 'vuejs2']","{'account_id': 14377042, 'reputation': 458, 'user_id': 10385262, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-A60lnpfJ-Vg/AAAAAAAAAAI/AAAAAAAAAAA/AAN31DWvWRuKdOqUAalP2U5YoQ_CcrrlWg/mo/photo.jpg?sz=256', 'display_name': 'Dexter', 'link': 'https://stackoverflow.com/users/10385262/dexter'}",True,936,65576922.0,1,0,1667284628,1609841535,65576871,CC BY-SA 4.0,https://stackoverflow.com/questions/65576871/unable-to-use-prevent-default-option-on-button-click-using-vue-js,Unable to use prevent default option on button click using Vue.js,1609843763.0,,,
39,"['javascript', 'reactjs', 'typescript']","{'account_id': 16307311, 'reputation': 639, 'user_id': 11776951, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c0a710c0105a35e8e15c41ef6a3ac91d?s=256&d=identicon&r=PG&f=1', 'display_name': 'alien', 'link': 'https://stackoverflow.com/users/11776951/alien'}",True,9002,65708282.0,2,7,1667225638,1610563789,65708107,CC BY-SA 4.0,https://stackoverflow.com/questions/65708107/how-to-return-string-or-jsx-element-in-typescript-react-component,How to return string or JSX element in TypeScript React component?,1610564127.0,,,
40,"['javascript', 'google-sheets', 'web-scraping', 'google-sheets-formula']","{'account_id': 14994923, 'reputation': 139, 'user_id': 10824631, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10160804063885538/picture?type=large', 'display_name': 'Peter Chabot', 'link': 'https://stackoverflow.com/users/10824631/peter-chabot'}",True,1049,65667104.0,1,0,1667189527,1610223988,65647284,CC BY-SA 4.0,https://stackoverflow.com/questions/65647284/importxml-javascript-imported-content-is-empty,ImportXML - Javascript? Imported content is empty,1667189527.0,,,
41,"['javascript', 'vue.js', 'vue-test-utils']","{'account_id': 12221609, 'reputation': 114, 'user_id': 8920552, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b2ea22eb21609aeca5024e52e58d599d?s=256&d=identicon&r=PG&f=1', 'display_name': 'DaveMitHut', 'link': 'https://stackoverflow.com/users/8920552/davemithut'}",True,1572,67824659.0,1,1,1667159394,1610358111,65664412,CC BY-SA 4.0,https://stackoverflow.com/questions/65664412/vue-test-utils-returns-null-for-document-queryselector,vue-test-utils returns null for document.querySelector,,,,
42,"['javascript', 'vue.js', 'vuejs2']","{'account_id': 14968235, 'reputation': 1576, 'user_id': 10805872, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/wMvts.jpg?s=256&g=1', 'display_name': 'Adri HM', 'link': 'https://stackoverflow.com/users/10805872/adri-hm'}",True,991,65898802.0,2,0,1667131371,1611652745,65898650,CC BY-SA 4.0,https://stackoverflow.com/questions/65898650/provide-a-ref-to-inject-it-in-a-child-component-with-vue-js,Provide a ref to inject it in a child component with Vue js,,,,
43,['javascript'],"{'account_id': 13402669, 'reputation': 338, 'user_id': 9981538, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cab1b1d8563b50304df69b8ae0db8426?s=256&d=identicon&r=PG&f=1', 'display_name': 'andrea2010', 'link': 'https://stackoverflow.com/users/9981538/andrea2010'}",True,1281,65978513.0,2,0,1667029732,1612091735,65978450,CC BY-SA 4.0,https://stackoverflow.com/questions/65978450/jumping-numbers-the-function-must-check-the-value-with-adjacent-values,Jumping numbers. The function must check the value with adjacent values,,,,
44,"['javascript', 'django']","{'account_id': 479147, 'reputation': 278, 'user_id': 891645, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/8768e79d80e2f84583753530dea8b4f9?s=256&d=identicon&r=PG', 'display_name': 'Jelle', 'link': 'https://stackoverflow.com/users/891645/jelle'}",False,2247,,2,1,1666977965,1610109211,65629021,CC BY-SA 4.0,https://stackoverflow.com/questions/65629021/cannot-import-javascript-file-in-other-javascript-file,Cannot import Javascript file in other Javascript file,1610109255.0,,,
45,"['javascript', 'reactjs', 'quill', 'react-quill']","{'account_id': 2116436, 'reputation': 401, 'user_id': 1880637, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/fXpsD.png?s=256&g=1', 'display_name': 'U chaudrhy', 'link': 'https://stackoverflow.com/users/1880637/u-chaudrhy'}",False,592,,1,1,1666925023,1609742963,65558682,CC BY-SA 4.0,https://stackoverflow.com/questions/65558682/react-quill-non-editable-embed,React-Quill non-editable embed,,,,
46,"['javascript', 'powerpoint', 'office-js', 'office-addins', 'powerpoint-addins']","{'account_id': 20397537, 'reputation': 31, 'user_id': 14963984, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-aj2tacf1OHw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl0EhNBNJpcio8T5O3uwncoU4n7ZA/s96-c/photo.jpg?sz=256', 'display_name': 'Eren Yenig&#252;l', 'link': 'https://stackoverflow.com/users/14963984/eren-yenig%c3%bcl'}",True,209,,2,1,1666908545,1610087980,65624469,CC BY-SA 4.0,https://stackoverflow.com/questions/65624469/powerpoint-javascript-api-getting-slides-property-of-presentation,PowerPoint Javascript API getting slides property of presentation,1666908545.0,,,
