,tags,owner,is_answered,view_count,protected_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,migrated_from
10,"['javascript', 'jquery', 'jquery-events']","{'account_id': 1056484, 'reputation': 9943, 'user_id': 1059070, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/4955d082153c5761dd62f3e3d736a48a?s=256&d=identicon&r=PG', 'display_name': 'arcyqwerty', 'link': 'https://stackoverflow.com/users/1059070/arcyqwerty'}",True,265,,10257560.0,1,0,1669241591,1334997845,1669241591.0,10257517,CC BY-SA 4.0,https://stackoverflow.com/questions/10257517/jquery-transfer-event-bindings,jQuery transfer event bindings,,,
11,"['javascript', 'jquery', 'jquery-events']","{'account_id': 1333944, 'reputation': 2669, 'user_id': 1277159, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/oGFIg.jpg?s=256&g=1', 'display_name': 'guzmanoj', 'link': 'https://stackoverflow.com/users/1277159/guzmanoj'}",True,5790,,10259490.0,5,5,1669241552,1334961245,1669241552.0,10254402,CC BY-SA 4.0,https://stackoverflow.com/questions/10254402/unbind-an-anonymous-function,Unbind an Anonymous Function,,,
12,"['javascript', 'jquery', 'jquery-events']","{'user_type': 'does_not_exist', 'display_name': 'user1334653'}",True,169,,10273716.0,3,1,1669241474,1335143590,1669241474.0,10273673,CC BY-SA 4.0,https://stackoverflow.com/questions/10273673/call-function-when-adding-a-div-to-my-site,Call function when adding a div to my site,,,
13,"['javascript', 'jquery', 'jquery-events']","{'account_id': 279854, 'reputation': 804, 'user_id': 575250, 'user_type': 'registered', 'accept_rate': 37, 'profile_image': 'https://www.gravatar.com/avatar/9c1f83c1b548de7e77c59b34f4a22668?s=256&d=identicon&r=PG', 'display_name': 'Nitish', 'link': 'https://stackoverflow.com/users/575250/nitish'}",True,1050,,,2,1,1669241441,1335248008,1669241441.0,10292625,CC BY-SA 4.0,https://stackoverflow.com/questions/10292625/how-to-check-that-something-has-been-changed-in-the-page,How to check that something has been changed in the page?,,,
14,"['javascript', 'jquery', 'jquery-events']","{'account_id': 1169241, 'reputation': 4879, 'user_id': 1146778, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/1cf504d6a42043aa772c1df5eebb30a2?s=256&d=identicon&r=PG', 'display_name': 'chaonextdoor', 'link': 'https://stackoverflow.com/users/1146778/chaonextdoor'}",False,55,,,0,0,1669231170,1335621038,1669231170.0,10364118,CC BY-SA 4.0,https://stackoverflow.com/questions/10364118/how-to-distinguish-between-global-dragging-and-local-dragging-in-javascript,How to distinguish between global dragging and local dragging in JavaScript?,,,
15,"['javascript', 'jquery', 'jquery-events']","{'account_id': 274702, 'reputation': 1623, 'user_id': 567089, 'user_type': 'registered', 'accept_rate': 22, 'profile_image': 'https://www.gravatar.com/avatar/576ea52415dbed28c6a9c753dd39741c?s=256&d=identicon&r=PG', 'display_name': 'Infotechie', 'link': 'https://stackoverflow.com/users/567089/infotechie'}",False,4166,,,2,1,1669107774,1334917870,1669107774.0,10244520,CC BY-SA 4.0,https://stackoverflow.com/questions/10244520/contextmenu-is-not-opening-on-right-clicking-div,contextmenu is not opening on right clicking div,,,
16,"['javascript', 'svg', 'viewbox']","{'account_id': 1188707, 'reputation': 7870, 'user_id': 1162102, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/9501eccc1c0e3e439ec50bce4b5ccafc?s=256&d=identicon&r=PG&f=1', 'display_name': 'Andrew Clear', 'link': 'https://stackoverflow.com/users/1162102/andrew-clear'}",True,47039,,10085205.0,4,49,1669057422,1334044630,1334044972.0,10085123,CC BY-SA 3.0,https://stackoverflow.com/questions/10085123/manipulate-svg-viewbox-with-javascript-no-libraries,Manipulate SVG viewbox with JavaScript (no libraries),,,
17,"['javascript', 'textarea']","{'account_id': 121903, 'reputation': 272, 'user_id': 315350, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/3d81ee8c57fa43f1b273b5a1cfea9ab8?s=256&d=identicon&r=PG', 'display_name': 'AndyW', 'link': 'https://stackoverflow.com/users/315350/andyw'}",True,31784,,10181743.0,2,5,1669019216,1334603137,1669019216.0,10180075,CC BY-SA 4.0,https://stackoverflow.com/questions/10180075/javascript-setselectionrange-method-and-cursor-position,JavaScript setSelectionRange() method and cursor position,,,
18,"['javascript', 'jquery', 'jquery-events']","{'account_id': 1416192, 'reputation': 281, 'user_id': 1341823, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://www.gravatar.com/avatar/27e5dc68b333fdc1f3a9c5de012a188d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sanjay', 'link': 'https://stackoverflow.com/users/1341823/sanjay'}",False,837,,,1,0,1668964640,1334766142,1668964640.0,10213684,CC BY-SA 4.0,https://stackoverflow.com/questions/10213684/triggering-multiple-events-based-on-change-event-of-one-element,Triggering multiple events based on change event of one element,,,
19,"['javascript', 'timezone']","{'account_id': 118160, 'reputation': 6874, 'user_id': 308977, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/d7f5a4fc0b3cfb34d543599d9e2fb398?s=256&d=identicon&r=PG', 'display_name': 'Rizky Ramadhan', 'link': 'https://stackoverflow.com/users/308977/rizky-ramadhan'}",True,932016,1666702011.0,54127122.0,31,472,1668780065,1334057105,1428675139.0,10087819,CC BY-SA 3.0,https://stackoverflow.com/questions/10087819/convert-date-to-another-timezone-in-javascript,Convert date to another timezone in JavaScript,,,
20,"['javascript', 'windows', 'internet-explorer-9']","{'account_id': 31391, 'reputation': 4259, 'user_id': 86156, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/a95a0dd0592a38503ca11a9ea85b29ff?s=256&d=identicon&r=PG', 'display_name': 'kaze', 'link': 'https://stackoverflow.com/users/86156/kaze'}",True,2725,,10275889.0,2,-2,1668689817,1335161794,1495542896.0,10275696,,https://stackoverflow.com/questions/10275696/create-guid-with-javascript-in-ie9,Create GUID with JavaScript in IE9?,1335181932.0,exact duplicate,
21,"['javascript', 'jquery', 'for-loop']","{'account_id': 342649, 'reputation': 21006, 'user_id': 673924, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/9e9cf71a089e23378925c9093c39e147?s=256&d=identicon&r=PG', 'display_name': 'jams', 'link': 'https://stackoverflow.com/users/673924/jams'}",True,59877,,10059109.0,13,22,1668682661,1333836244,1333840402.0,10058753,CC BY-SA 3.0,https://stackoverflow.com/questions/10058753/how-to-create-pause-or-delay-in-for-loop,How to create pause or delay in FOR loop?,,,
22,"['javascript', 'copy-paste', 'contenteditable', 'caret', 'sanitize']","{'account_id': 286923, 'reputation': 421, 'user_id': 586452, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/69c375b376951e3781f4cc85025cc5cc?s=256&d=identicon&r=PG', 'display_name': 'Santas', 'link': 'https://stackoverflow.com/users/586452/santas'}",False,1162,,,0,4,1668275211,1335009116,1668275211.0,10258637,CC BY-SA 4.0,https://stackoverflow.com/questions/10258637/how-to-restore-caret-position-after-paste-to-contenteditable-and-sanitization,How to restore caret position after paste to contenteditable and sanitization?,,,
23,['javascript'],"{'account_id': 1202499, 'reputation': 1105, 'user_id': 1172854, 'user_type': 'registered', 'accept_rate': 16, 'profile_image': 'https://www.gravatar.com/avatar/932401456f05ab0af0fe76d9bb6d5a8f?s=256&d=identicon&r=PG', 'display_name': 'gandjyar', 'link': 'https://stackoverflow.com/users/1172854/gandjyar'}",True,110799,,,23,83,1668150050,1333555604,1333555894.0,10015027,CC BY-SA 3.0,https://stackoverflow.com/questions/10015027/javascript-tofixed-not-rounding,Javascript toFixed Not Rounding,,,
24,"['javascript', 'arrays', 'for-loop', 'local-storage']","{'account_id': 1315681, 'reputation': 2953, 'user_id': 1262619, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/074d8b6bedcf15fc06ecf914161bb852?s=256&d=identicon&r=PG', 'display_name': 'Jonathan', 'link': 'https://stackoverflow.com/users/1262619/jonathan'}",True,20879,,12015482.0,3,14,1668131299,1334031962,1413091288.0,10083098,CC BY-SA 3.0,https://stackoverflow.com/questions/10083098/loop-search-through-all-items-in-localstorage,Loop &amp; search through ALL items in localStorage,,,
25,"['javascript', 'google-maps-api-3', 'google-maps-markers']","{'account_id': 1238312, 'reputation': 2726, 'user_id': 1201447, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/29d646048b511da21031ace065236fd3?s=256&d=identicon&r=PG', 'display_name': 'andy', 'link': 'https://stackoverflow.com/users/1201447/andy'}",True,151353,,10376640.0,5,19,1667990402,1335739089,1388462250.0,10376617,CC BY-SA 3.0,https://stackoverflow.com/questions/10376617/how-do-you-create-a-marker-with-a-custom-icon-for-google-maps-api-v3,How do you create a Marker with a custom icon for google maps API v3?,,,
26,"['javascript', 'datetime']","{'account_id': 445596, 'reputation': 25907, 'user_id': 838151, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/22133e95e4e7e53874d6c1b20686230a?s=256&d=identicon&r=PG', 'display_name': 'ryandlf', 'link': 'https://stackoverflow.com/users/838151/ryandlf'}",True,1295048,1545288460.0,10124053.0,25,1140,1667797707,1334235183,1611223635.0,10123953,CC BY-SA 4.0,https://stackoverflow.com/questions/10123953/how-to-sort-an-object-array-by-date-property,How to sort an object array by date property?,,,
27,"['javascript', 'user-interface', 'drag-and-drop']","{'account_id': 75575, 'reputation': 15073, 'user_id': 216728, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/13f27199f9bf9c9f1261dc8a49630a6b?s=256&d=identicon&r=PG', 'display_name': 'nornagon', 'link': 'https://stackoverflow.com/users/216728/nornagon'}",True,79781,,10370117.0,4,34,1667778122,1335600566,,10361779,CC BY-SA 3.0,https://stackoverflow.com/questions/10361779/drag-and-drop-to-reorder-html-lists,Drag and drop to reorder HTML lists,,,
28,"['javascript', 'permutation']","{'account_id': 1256042, 'reputation': 2642, 'user_id': 1215474, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/c59ec60f5e38e357a84e983ffb6b458d?s=256&d=identicon&r=PG', 'display_name': 'pepperdreamteam', 'link': 'https://stackoverflow.com/users/1215474/pepperdreamteam'}",True,209450,1558217012.0,9960925.0,41,198,1667770722,1333240053,1652557138.0,9960908,CC BY-SA 4.0,https://stackoverflow.com/questions/9960908/permutations-in-javascript,Permutations in JavaScript?,,,
29,"['javascript', 'jquery', 'jquery-events']","{'account_id': 1118915, 'reputation': 1653, 'user_id': 1107648, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/ihDVt.jpg?s=256&g=1', 'display_name': 'Priyank Kapasi', 'link': 'https://stackoverflow.com/users/1107648/priyank-kapasi'}",True,2057,,,3,2,1667738099,1333611259,1667738099.0,10024403,CC BY-SA 4.0,https://stackoverflow.com/questions/10024403/trigger-an-event-when-user-clicks-on-a-divs-horizontal-scrollbar-arrow,Trigger an event when user clicks on a divs horizontal scrollbar arrow,,,
30,"['javascript', 'multidimensional-array']","{'user_type': 'does_not_exist', 'display_name': 'user1243746'}",True,76248,,,10,29,1667673653,1334873788,1334878308.0,10237615,CC BY-SA 3.0,https://stackoverflow.com/questions/10237615/get-size-of-dimensions-in-array,Get size of dimensions in array,,,
31,"['javascript', 'json', 'handlebars.js']","{'account_id': 88666, 'reputation': 22244, 'user_id': 245076, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/ZG2cX.jpg?s=256&g=1', 'display_name': 'dzm', 'link': 'https://stackoverflow.com/users/245076/dzm'}",True,115424,,10233247.0,9,90,1667562043,1334852990,1667562043.0,10232574,CC BY-SA 4.0,https://stackoverflow.com/questions/10232574/need-handlebars-js-to-render-object-data-instead-of-object-object,Need Handlebars.js to render object data instead of &quot;[Object object]&quot;,,,
32,"['javascript', 'html', 'forms', 'webforms', 'radio-button']","{'account_id': 371672, 'reputation': 6297, 'user_id': 720323, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/wxseh.jpg?s=256&g=1', 'display_name': 'HelpNeeder', 'link': 'https://stackoverflow.com/users/720323/helpneeder'}",True,16313,,10274303.0,4,0,1667497033,1335149723,,10274282,CC BY-SA 3.0,https://stackoverflow.com/questions/10274282/how-to-check-if-one-of-radio-buttons-was-selected,How to check if one of radio buttons was selected?,,,
33,"['javascript', 'html', 'mobile', 'csv']","{'account_id': 1343062, 'reputation': 149, 'user_id': 1284356, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/eb25a398ef34037ec9ee9935400853e8?s=256&d=identicon&r=PG', 'display_name': 'JColling', 'link': 'https://stackoverflow.com/users/1284356/jcolling'}",True,2367,,,4,1,1667384322,1333836200,1333871036.0,10058745,CC BY-SA 3.0,https://stackoverflow.com/questions/10058745/javascript-to-parse-csv-excel-file,javascript to parse csv excel file,,,
34,"['php', 'javascript', 'mysql', 'html']","{'user_type': 'does_not_exist', 'display_name': 'user1344311'}",True,18803,,10231872.0,2,0,1667122841,1334848675,,10231264,CC BY-SA 3.0,https://stackoverflow.com/questions/10231264/html-select-onchange-update-query,HTML select onchange update query,,,
35,"['javascript', 'multiplication']","{'account_id': 558851, 'reputation': 5841, 'user_id': 921254, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/d1ea1aa4bbc1b62205abb94fba01e759?s=256&d=identicon&r=PG', 'display_name': 'adis', 'link': 'https://stackoverflow.com/users/921254/adis'}",True,13297,,9993336.0,6,17,1666800312,1333456133,,9993266,CC BY-SA 3.0,https://stackoverflow.com/questions/9993266/javascript-multiply-not-precise,JavaScript multiply not precise,,,
36,"['javascript', 'jquery', 'css']","{'account_id': 137693, 'reputation': 14450, 'user_id': 342059, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/02de244eb70d48b5694e7d6a53cb8adf?s=256&d=identicon&r=PG', 'display_name': 'Ariyan', 'link': 'https://stackoverflow.com/users/342059/ariyan'}",True,180776,,10061479.0,7,82,1666785395,1333872944,1428454115.0,10061414,,https://stackoverflow.com/questions/10061414/changing-width-property-of-a-before-css-selector-using-jquery,Changing width property of a :before css selector using JQuery,1540379804.0,Duplicate,
37,"['javascript', 'prototype', 'javascript-objects', 'prototypal-inheritance']","{'account_id': 1021083, 'reputation': 38147, 'user_id': 1031417, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/xlhE1.jpg?s=256&g=1', 'display_name': '0x90', 'link': 'https://stackoverflow.com/users/1031417/0x90'}",True,268340,1531934777.0,9959753.0,34,970,1666716456,1333228393,1636705006.0,9959727,CC BY-SA 4.0,https://stackoverflow.com/questions/9959727/proto-vs-prototype-in-javascript,__proto__ VS. prototype in JavaScript,,,
38,"['data-structures', 'functional-programming', 'javascript', 'persistent-data']","{'account_id': 160483, 'reputation': 10430, 'user_id': 380587, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/92da7234a401ea88b15b662b4cec47fd?s=256&d=identicon&r=PG', 'display_name': 'Adam Schmideg', 'link': 'https://stackoverflow.com/users/380587/adam-schmideg'}",True,2348,,10432550.0,4,9,1666689246,1335533412,1495535283.0,10351557,,https://stackoverflow.com/questions/10351557/javascript-functional-library-with-persistent-data-structures,Javascript functional library with persistent data structures,1666693066.0,Not suitable for this site,
39,"['javascript', 'jquery', 'html', 'jquery-ui', 'draggable']","{'account_id': 1396940, 'reputation': 155, 'user_id': 1326532, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/813e0ab5b87203d9ab689afa78da048a?s=256&d=identicon&r=PG', 'display_name': 'Lizzaran', 'link': 'https://stackoverflow.com/users/1326532/lizzaran'}",True,3312,,10230365.0,2,2,1666622082,1334844969,,10230043,CC BY-SA 3.0,https://stackoverflow.com/questions/10230043/jquery-ui-draggable-locked-to-the-window,JQuery-UI Draggable locked to the window,,,
40,"['javascript', 'html', 'events', 'client-server']","{'account_id': 1399981, 'reputation': 141, 'user_id': 1328939, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9fd5f9c186308603375caf760418d8c0?s=256&d=identicon&r=PG', 'display_name': 'Paul Clubs', 'link': 'https://stackoverflow.com/users/1328939/paul-clubs'}",True,84641,,,4,14,1666172871,1334229804,,10122555,CC BY-SA 3.0,https://stackoverflow.com/questions/10122555/loading-javascript-in-body-onload-with-2-functions,Loading javascript in body onload with 2 functions,,,
41,"['javascript', 'html', 'ios', 'uiwebview']","{'account_id': 51170, 'reputation': 18661, 'user_id': 152825, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/e990c2bcb4dfb7fd0c398098da9bca59?s=256&d=identicon&r=PG', 'display_name': 'timpone', 'link': 'https://stackoverflow.com/users/152825/timpone'}",False,794,,,1,0,1666141477,1334883199,,10238866,CC BY-SA 3.0,https://stackoverflow.com/questions/10238866/possible-to-use-anchor-tag-but-not-on-a-link-in-uiwebview,possible to use anchor tag but not on a link in UIWebView,,,
42,"['javascript', 'node.js', 'newline']","{'account_id': 913859, 'reputation': 1643, 'user_id': 947119, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/3010d01e8f89b88c4f7785f3be86c1bc?s=256&d=identicon&r=PG', 'display_name': 'DaBears', 'link': 'https://stackoverflow.com/users/947119/dabears'}",True,258708,,10384372.0,6,125,1666096599,1335791756,1548822336.0,10384340,CC BY-SA 4.0,https://stackoverflow.com/questions/10384340/how-to-append-to-new-line-in-node-js,How to append to New Line in Node.js,,,
43,"['javascript', 'macos', 'terminal']","{'account_id': 539911, 'reputation': 2993, 'user_id': 907924, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/83b2cb1d707d143cd9aa3c55e10437c6?s=256&d=identicon&r=PG', 'display_name': 'wide_eyed_pupil', 'link': 'https://stackoverflow.com/users/907924/wide-eyed-pupil'}",True,18172,,10072279.0,6,18,1666012990,1333968808,1495540433.0,10072159,CC BY-SA 3.0,https://stackoverflow.com/questions/10072159/how-do-i-get-a-javascript-runtime-interpreter-installed-on-os-x,How do I get a Javascript runtime interpreter installed on OS X?,,,
44,"['javascript', 'canvas', 'transformation', 'skew']","{'user_type': 'does_not_exist', 'display_name': 'user551761'}",True,15049,,9982365.0,2,5,1665428731,1333393711,,9982338,CC BY-SA 3.0,https://stackoverflow.com/questions/9982338/skew-transformation-html5-canvas,Skew transformation HTML5 canvas,,,
45,"['javascript', 'jquery', 'google-maps-api-3', 'google-geocoding-api']","{'account_id': 201520, 'reputation': 1978, 'user_id': 448014, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/70fe8e4ef537ccbebecc5bc3ef2d7c11?s=256&d=identicon&r=PG', 'display_name': 'boruchsiper', 'link': 'https://stackoverflow.com/users/448014/boruchsiper'}",True,32786,,10340873.0,4,9,1664521295,1335470857,,10340685,CC BY-SA 3.0,https://stackoverflow.com/questions/10340685/get-city-name-from-zip-code-google-geocoding,Get City Name from Zip Code google geocoding,,,
46,"['javascript', 'for-loop', 'foreach', 'counter']","{'account_id': 1174630, 'reputation': 26380, 'user_id': 1150923, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/62a90de026a6ee4bcbc8c03542511437?s=256&d=identicon&r=PG', 'display_name': 'hobbes3', 'link': 'https://stackoverflow.com/users/1150923/hobbes3'}",True,911228,,10179849.0,12,562,1664342520,1334602024,1664342520.0,10179815,CC BY-SA 4.0,https://stackoverflow.com/questions/10179815/get-loop-counter-index-using-for-of-syntax-in-javascript,Get loop counter/index using for…of syntax in JavaScript,,,
47,"['javascript', 'events', 'event-handling', 'handler']","{'account_id': 1308581, 'reputation': 1903, 'user_id': 1257069, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://www.gravatar.com/avatar/327c23272440ade310a93d6f58901be9?s=256&d=identicon&r=PG', 'display_name': 'sebas2day', 'link': 'https://stackoverflow.com/users/1257069/sebas2day'}",True,247146,,,9,120,1663918035,1333481556,1631693669.0,10000083,CC BY-SA 4.0,https://stackoverflow.com/questions/10000083/javascript-event-handler-with-parameters,Javascript event handler with parameters,,,
48,"['javascript', 'jquery', 'button', 'file-upload']","{'account_id': 1405434, 'reputation': 143, 'user_id': 1333290, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/ec7aabac735707db65eb6d2e379954a7?s=256&d=identicon&r=PG', 'display_name': 'user1333290', 'link': 'https://stackoverflow.com/users/1333290/user1333290'}",True,20069,,,5,3,1663845397,1334409228,,10153916,CC BY-SA 3.0,https://stackoverflow.com/questions/10153916/how-to-cancel-a-file-upload-by-clicking-on-a-cancel-button,How to cancel a file upload by clicking on a &#39;Cancel&#39; button,,,
49,"['javascript', 'jquery']","{'account_id': 1328364, 'reputation': 1764, 'user_id': 1272737, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/5c1ee3810513f8f6c0747bd80042412b?s=256&d=identicon&r=PG', 'display_name': 'arrowill12', 'link': 'https://stackoverflow.com/users/1272737/arrowill12'}",True,1282,,10132713.0,2,2,1663833624,1334269065,1663833624.0,10132689,CC BY-SA 4.0,https://stackoverflow.com/questions/10132689/is-there-a-way-to-use-multiple-strings-in-the-jquery-contains-selector,is there a way to use multiple strings in the jquery :contains() selector?,,,
