,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,community_owned_date,closed_date,closed_reason,locked_date
10,"['javascript', 'ajax']","{'account_id': 6213, 'reputation': 11416, 'user_id': 10366, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/140058a3e4a7897b4bcea1a9dcd2398a?s=256&d=identicon&r=PG', 'display_name': 'Brennan', 'link': 'https://stackoverflow.com/users/10366/brennan'}",True,18607,951580.0,4,5,1667275275,1244132043,,951556,CC BY-SA 2.5,https://stackoverflow.com/questions/951556/how-can-you-push-data-to-a-web-page-client,How can you push data to a web page client?,,,,,
11,"['javascript', 'collections', 'javascript-objects', 'element']","{'account_id': 12921, 'reputation': 38154, 'user_id': 25700, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/25d524bf8c1ba77469fe3f3de416335a?s=256&d=identicon&r=PG', 'display_name': 'GetFree', 'link': 'https://stackoverflow.com/users/25700/getfree'}",True,207693,956878.0,7,135,1666918037,1244217923,1646281912.0,956719,CC BY-SA 4.0,https://stackoverflow.com/questions/956719/number-of-elements-in-a-javascript-object,Number of elements in a javascript object,,,,,
12,"['javascript', 'html']","{'account_id': 43410, 'reputation': 9297, 'user_id': 126912, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/Jbdmk.jpg?s=256&g=1', 'display_name': 'Gab Royer', 'link': 'https://stackoverflow.com/users/126912/gab-royer'}",True,21631,1047278.0,6,23,1666045294,1245987869,,1047210,CC BY-SA 2.5,https://stackoverflow.com/questions/1047210/how-do-i-wait-until-the-user-has-finished-writing-down-in-a-text-input-to-call-a,How do I wait until the user has finished writing down in a text input to call a function?,1298865368.0,,,,
13,['javascript'],"{'account_id': 188304, 'reputation': 92054, 'user_id': 426996, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/1e02330dd05ba70e697cf37d5876999d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Alec Smart', 'link': 'https://stackoverflow.com/users/426996/alec-smart'}",True,659527,1042154.0,34,728,1665947651,1245903054,1580833268.0,1042138,CC BY-SA 4.0,https://stackoverflow.com/questions/1042138/how-to-check-if-function-exists-in-javascript,How to check if function exists in JavaScript?,1551047427.0,,,,
14,"['javascript', 'algorithm', 'caching', 'lru']","{'account_id': 19061, 'reputation': 181316, 'user_id': 44330, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/dd5a7ef1476fb01998a215b1642dfd07?s=256&d=identicon&r=PG', 'display_name': 'Jason S', 'link': 'https://stackoverflow.com/users/44330/jason-s'}",True,21914,,10,37,1665760822,1245076938,1590918460.0,996505,CC BY-SA 4.0,https://stackoverflow.com/questions/996505/lru-cache-implementation-in-javascript,LRU cache implementation in Javascript,,,,,
15,"['php', 'javascript', 'mysql', 'offline']","{'account_id': 26339, 'reputation': 10090, 'user_id': 68452, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/e980d4f6f5940ba605a8c31df1d71d70?s=256&d=identicon&r=PG', 'display_name': 'Kladskull', 'link': 'https://stackoverflow.com/users/68452/kladskull'}",True,45535,1051913.0,10,43,1665004340,1246065897,1453534225.0,1051895,CC BY-SA 3.0,https://stackoverflow.com/questions/1051895/whats-the-easiest-way-to-determine-if-a-user-is-online-php-mysql,Whats the easiest way to determine if a user is online? (PHP/MYSQL),,,,,
16,"['javascript', 'sleep']","{'account_id': 13052, 'reputation': 35709, 'user_id': 26004, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/1ef891089f11c306cc49e2e8dedaed88?s=256&d=identicon&r=PG', 'display_name': 'fmsf', 'link': 'https://stackoverflow.com/users/26004/fmsf'}",True,4143898,39914235.0,91,3408,1664676885,1244126470,1521310524.0,951021,CC BY-SA 3.0,https://stackoverflow.com/questions/951021/what-is-the-javascript-version-of-sleep,What is the JavaScript version of sleep()?,1527087667.0,1381840839.0,,,
17,"['javascript', 'string', 'numbers']","{'account_id': 53211, 'reputation': 17036, 'user_id': 159072, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/217605bccd955128d5ffc2c6e3d8267e?s=256&d=identicon&r=PG&f=1', 'display_name': 'user366312', 'link': 'https://stackoverflow.com/users/159072/user366312'}",True,218302,971112.0,10,91,1664676538,1244563687,1404599669.0,971039,CC BY-SA 3.0,https://stackoverflow.com/questions/971039/javascript-string-and-number-conversion,JavaScript string and number conversion,,,,,
18,"['javascript', 'jquery', 'html', 'file-io', 'forms']","{'user_type': 'does_not_exist', 'display_name': 'sagar'}",True,470641,,27,557,1664434513,1245936735,1506435274.0,1043957,CC BY-SA 3.0,https://stackoverflow.com/questions/1043957/clearing-input-type-file-using-jquery,Clearing &lt;input type=&#39;file&#39; /&gt; using jQuery,1346835834.0,,,,
19,"['javascript', 'html', 'offset']","{'account_id': 44022, 'reputation': 6296, 'user_id': 128948, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/54845d64a4146d48732fdde77e50f0e2?s=256&d=identicon&r=PG', 'display_name': 'Matthew', 'link': 'https://stackoverflow.com/users/128948/matthew'}",True,11057,1045012.0,1,9,1664372505,1245948463,1475102425.0,1044988,CC BY-SA 3.0,https://stackoverflow.com/questions/1044988/getting-offsettop-of-element-in-a-table,Getting offsetTop of element in a table,,,,,
20,"['javascript', 'file', 'import', 'include']","{'account_id': 188304, 'reputation': 92054, 'user_id': 426996, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/1e02330dd05ba70e697cf37d5876999d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Alec Smart', 'link': 'https://stackoverflow.com/users/426996/alec-smart'}",True,4081423,950146.0,69,6112,1664300532,1244116790,1658706427.0,950087,CC BY-SA 4.0,https://stackoverflow.com/questions/950087/how-do-i-include-a-javascript-file-in-another-javascript-file,How do I include a JavaScript file in another JavaScript file?,1370840821.0,,,,
21,"['javascript', 'browser', 'zooming']","{'account_id': 40846, 'reputation': 32342, 'user_id': 118547, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/9f363d15c022c1ab41e36bddb9759d0b?s=256&d=identicon&r=PG', 'display_name': 'Jourkey', 'link': 'https://stackoverflow.com/users/118547/jourkey'}",True,277564,1055365.0,10,135,1663601357,1246210348,1409058976.0,1055336,CC BY-SA 3.0,https://stackoverflow.com/questions/1055336/changing-the-browser-zoom-level,Changing the browser zoom level,,,,,
22,"['javascript', 'dom', 'browser', 'fullscreen']","{'account_id': 2014, 'reputation': 12858, 'user_id': 2766, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/eee4608c8c9d6df825daa2a7d158561c?s=256&d=identicon&r=PG', 'display_name': 'Simon Lieschke', 'link': 'https://stackoverflow.com/users/2766/simon-lieschke'}",True,27198,,19,48,1663358946,1245990160,,1047319,CC BY-SA 2.5,https://stackoverflow.com/questions/1047319/detecting-if-a-browser-is-in-full-screen-mode,Detecting if a browser is in full screen mode,,,,,
23,"['javascript', 'reflection', 'function-parameter']","{'account_id': 30344, 'reputation': 5551, 'user_id': 82709, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/35f3d71c8430bf8fab3e8681c9ce7750?s=256&d=identicon&r=PG', 'display_name': 'vikasde', 'link': 'https://stackoverflow.com/users/82709/vikasde'}",True,250812,,34,338,1663300650,1245254233,1496182679.0,1007981,CC BY-SA 3.0,https://stackoverflow.com/questions/1007981/how-to-get-function-parameter-names-values-dynamically,How to get function parameter names/values dynamically?,1412307273.0,,,,
24,"['javascript', 'jquery', 'html-select']","{'account_id': 41041, 'reputation': 31201, 'user_id': 119198, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/e687aeec6465e187c58e900ef09b6a56?s=256&d=identicon&r=PG', 'display_name': 'shin', 'link': 'https://stackoverflow.com/users/119198/shin'}",True,3553,,2,3,1663227910,1245575568,1663227910.0,1023494,CC BY-SA 4.0,https://stackoverflow.com/questions/1023494/how-to-set-option-selected-in-multiple-selects,How to set option: selected in multiple selects,,,,,
25,"['javascript', 'arrays', 'multidimensional-array']","{'account_id': 165251, 'reputation': 16420, 'user_id': 388548, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/dbc87a62c8fe451c3bbe080ddb79a0ef?s=256&d=identicon&r=PG', 'display_name': 'Diego', 'link': 'https://stackoverflow.com/users/388548/diego'}",True,2606887,966234.0,55,1346,1663179893,1244485494,1429498372.0,966225,CC BY-SA 3.0,https://stackoverflow.com/questions/966225/how-can-i-create-a-two-dimensional-array-in-javascript,How can I create a two dimensional array in JavaScript?,1406181402.0,,,,
26,"['javascript', 'diacritics']","{'account_id': 40817, 'reputation': 44566, 'user_id': 118437, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/0bc3f06118e3253ef1c1ae899e7dfa56?s=256&d=identicon&r=PG', 'display_name': 'glmxndr', 'link': 'https://stackoverflow.com/users/118437/glmxndr'}",True,458975,37511463.0,30,731,1663146640,1244908141,1504692131.0,990904,CC BY-SA 3.0,https://stackoverflow.com/questions/990904/remove-accents-diacritics-in-a-string-in-javascript,Remove accents/diacritics in a string in JavaScript,1588899376.0,,,,
27,"['javascript', 'jquery', 'select']","{'account_id': 31263, 'reputation': 2184, 'user_id': 85738, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/e1613fc9d7ea08224a451a6eb91dbf14?s=256&d=identicon&r=PG', 'display_name': 'pomarc', 'link': 'https://stackoverflow.com/users/85738/pomarc'}",True,4870,974527.0,1,6,1662593702,1244625370,1662593702.0,974509,CC BY-SA 4.0,https://stackoverflow.com/questions/974509/correct-way-to-get-selected-option-in-jquery-from-an-object,correct way to get selected option in jquery from an object,,,,,
28,"['javascript', 'html', 'dom']","{'account_id': 36793, 'reputation': 12416, 'user_id': 105035, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/d54c8178b93b7fccf9055f0a6db9954a?s=256&d=identicon&r=PG', 'display_name': 'Hcabnettek', 'link': 'https://stackoverflow.com/users/105035/hcabnettek'}",True,50201,1003155.0,5,39,1662551513,1245175613,1464731559.0,1003053,CC BY-SA 3.0,https://stackoverflow.com/questions/1003053/does-html-hidden-control-have-any-events-like-onchange-or-something,Does HTML Hidden control have any events? Like onchange or something?,,,,,
29,"['javascript', 'html', 'dom-events']","{'account_id': 22951, 'reputation': 12644, 'user_id': 57120, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/ef75e4c1812c0386ef10d0717cdfbf93?s=256&d=identicon&r=PG', 'display_name': 'Beska', 'link': 'https://stackoverflow.com/users/57120/beska'}",True,5918,936423.0,6,0,1662476980,1243883241,1662476980.0,936241,CC BY-SA 4.0,https://stackoverflow.com/questions/936241/can-i-tell-anything-about-a-hyperlink-that-was-clicked-in-javascript,Can I tell anything about a hyperlink that was clicked in JavaScript?,,,,,
30,"['javascript', 'image', 'firefox', 'greasemonkey', 'base64']","{'account_id': 34443, 'reputation': 4062, 'user_id': 97393, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/931d7ae976d4b6bc0463ebc6f04a6a9c?s=256&d=identicon&r=PG', 'display_name': 'Detariael', 'link': 'https://stackoverflow.com/users/97393/detariael'}",True,531605,934925.0,10,367,1662392606,1243845822,1617343880.0,934012,CC BY-SA 4.0,https://stackoverflow.com/questions/934012/get-image-data-url-in-javascript,Get image data URL in JavaScript?,,,,,
31,"['javascript', 'jquery']","{'account_id': 4690, 'reputation': 50627, 'user_id': 7173, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/0e2e822d32a7ab3d7f0b7098d03b1d16?s=256&d=identicon&r=PG', 'display_name': 'Jason', 'link': 'https://stackoverflow.com/users/7173/jason'}",True,370078,987376.0,16,476,1662284929,1244788512,1506495293.0,985272,CC BY-SA 3.0,https://stackoverflow.com/questions/985272/selecting-text-in-an-element-akin-to-highlighting-with-your-mouse,Selecting text in an element (akin to highlighting with your mouse),1380667797.0,,,,
32,"['javascript', 'html', 'forms', 'submit']","{'account_id': 31657, 'reputation': 2147, 'user_id': 87116, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/74707890f21767fc91a20512f888addd?s=256&d=identicon&r=PG', 'display_name': 'Stoob', 'link': 'https://stackoverflow.com/users/87116/stoob'}",True,197354,942826.0,16,77,1662123520,1243995198,1563138712.0,942772,CC BY-SA 4.0,https://stackoverflow.com/questions/942772/html-form-with-two-submit-buttons-and-two-target-attributes,HTML form with two submit buttons and two &quot;target&quot; attributes,,,,,
33,"['javascript', 'datetime', 'nlp']","{'account_id': 3982, 'reputation': 10460, 'user_id': 5849, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/c9e72f07317397ee0c9967f36f51e2b0?s=256&d=identicon&r=PG', 'display_name': 'antony.trupe', 'link': 'https://stackoverflow.com/users/5849/antony-trupe'}",True,15595,7641900.0,7,38,1661979099,1245178480,,1003326,CC BY-SA 2.5,https://stackoverflow.com/questions/1003326/is-there-a-natural-language-parser-for-date-times-in-javascript,Is there a natural language parser for date/times in javascript?,,,,,
34,"['javascript', 'jquery']","{'account_id': 25391, 'reputation': 5502, 'user_id': 65232, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/1be94d4bfe53c018b067f57b1add4f77?s=256&d=identicon&r=PG', 'display_name': 'montrealist', 'link': 'https://stackoverflow.com/users/65232/montrealist'}",True,33794,1002099.0,7,34,1661615578,1245164585,1495540479.0,1002073,,https://stackoverflow.com/questions/1002073/an-array-of-strings-as-a-jquery-selector,an array of strings as a jQuery selector?,,,1661603661.0,Duplicate,
35,"['javascript', 'mode']","{'account_id': 96813, 'reputation': 12143, 'user_id': 262956, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/7515cb5c8df2d07f6d3780346ec0da92?s=256&d=identicon&r=PG', 'display_name': 'vise', 'link': 'https://stackoverflow.com/users/262956/vise'}",True,161979,1053865.0,41,117,1661490619,1246144483,1319604669.0,1053843,CC BY-SA 3.0,https://stackoverflow.com/questions/1053843/get-the-element-with-the-highest-occurrence-in-an-array,Get the element with the highest occurrence in an array,1572858822.0,,,,
36,['javascript'],"{'account_id': 41447, 'reputation': 33913, 'user_id': 120457, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/56abbd59ee5a0cd86c8c14a4664dd83e?s=256&d=identicon&r=PG', 'display_name': 'joe', 'link': 'https://stackoverflow.com/users/120457/joe'}",True,154185,1000811.0,5,56,1661345877,1245150320,1245154968.0,1000795,CC BY-SA 2.5,https://stackoverflow.com/questions/1000795/create-a-hidden-field-in-javascript,Create a hidden field in JavaScript,,,,,
37,"['javascript', 'object']","{'account_id': 41349, 'reputation': 10743, 'user_id': 120120, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/014d6cc1d23aabe73823903434e52120?s=256&d=identicon&r=PG', 'display_name': 'atogle', 'link': 'https://stackoverflow.com/users/120120/atogle'}",True,717753,11509718.0,23,841,1661310138,1244750112,1587988153.0,983267,CC BY-SA 4.0,https://stackoverflow.com/questions/983267/how-to-access-the-first-property-of-a-javascript-object,How to access the first property of a Javascript object?,1472222808.0,,,,
38,"['javascript', 'url']","{'user_type': 'does_not_exist', 'display_name': 'dougoftheabaci'}",True,3489111,1034642.0,27,3571,1660766583,1245785205,1506210114.0,1034621,CC BY-SA 3.0,https://stackoverflow.com/questions/1034621/get-the-current-url-with-javascript,Get the current URL with JavaScript?,1369882592.0,,,,
39,"['javascript', 'random', 'sorting', 'shuffle']","{'account_id': 8792, 'reputation': 13679, 'user_id': 15982, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/543d0222ea3269453527c07141d48e4b?s=256&d=identicon&r=PG', 'display_name': 'Rene Saarsoo', 'link': 'https://stackoverflow.com/users/15982/rene-saarsoo'}",True,57219,962829.0,13,128,1660601828,1244408169,1321177966.0,962802,CC BY-SA 3.0,https://stackoverflow.com/questions/962802/is-it-correct-to-use-javascript-array-sort-method-for-shuffling,Is it correct to use JavaScript Array.sort() method for shuffling?,1534909885.0,,,,
40,['javascript'],"{'account_id': 21635, 'reputation': 41648, 'user_id': 52745, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/323cb7698e0eab070705643fe11b95c1?s=256&d=identicon&r=PG', 'display_name': 'Jin Yong', 'link': 'https://stackoverflow.com/users/52745/jin-yong'}",True,81170,1025712.0,10,45,1660531883,1245651546,,1025693,CC BY-SA 2.5,https://stackoverflow.com/questions/1025693/how-to-get-next-week-date-in-javascript,how to get next week date in javascript,,,,,
41,"['php', 'javascript']","{'account_id': 42010, 'reputation': 18895, 'user_id': 122238, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/264e178224cd1197ec935c30afb10445?s=256&d=identicon&r=PG', 'display_name': 'Zeeshan Rang', 'link': 'https://stackoverflow.com/users/122238/zeeshan-rang'}",True,969374,1045885.0,12,231,1660323940,1245959142,1356497622.0,1045845,CC BY-SA 3.0,https://stackoverflow.com/questions/1045845/how-to-call-a-javascript-function-from-php,How to call a JavaScript function from PHP?,,,,,
42,"['javascript', 'jquery', 'ajax']","{'account_id': 44509, 'reputation': 945, 'user_id': 130687, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8f4b861a5b83575337b98d144a4ef4ca?s=256&d=identicon&r=PG', 'display_name': 'Paul', 'link': 'https://stackoverflow.com/users/130687/paul'}",True,103824,1060576.0,14,78,1660110544,1246309384,1246309976.0,1060539,CC BY-SA 2.5,https://stackoverflow.com/questions/1060539/parallel-asynchronous-ajax-requests-using-jquery,Parallel asynchronous Ajax requests using jQuery,,,,,
43,"['javascript', 'url', 'url-parameters']","{'account_id': 41447, 'reputation': 33913, 'user_id': 120457, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/56abbd59ee5a0cd86c8c14a4664dd83e?s=256&d=identicon&r=PG', 'display_name': 'joe', 'link': 'https://stackoverflow.com/users/120457/joe'}",True,2720264,979995.0,63,1674,1659686563,1244709169,1633534614.0,979975,,https://stackoverflow.com/questions/979975/get-the-values-from-the-get-parameters-javascript,Get the values from the &quot;GET&quot; parameters (JavaScript),1380983224.0,,1638857297.0,Duplicate,
44,"['javascript', 'date', 'utc']","{'account_id': 10179, 'reputation': 39618, 'user_id': 19112, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/4243503f2598c02055b6abb7ff22e1e2?s=256&d=identicon&r=PG', 'display_name': 'dthrasher', 'link': 'https://stackoverflow.com/users/19112/dthrasher'}",True,1251522,11957822.0,34,785,1659188036,1244087698,1648157395.0,948532,CC BY-SA 4.0,https://stackoverflow.com/questions/948532/how-to-convert-a-date-to-utc,How to convert a Date to UTC?,1359235655.0,,,,
45,"['javascript', 'dom', 'dom-events']","{'account_id': 37715, 'reputation': 9985, 'user_id': 107922, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/04d84045d7103686077babe11c315b55?s=256&d=identicon&r=PG', 'display_name': 'amit', 'link': 'https://stackoverflow.com/users/107922/amit'}",True,4898,,3,2,1658956292,1243803348,1658956292.0,932845,CC BY-SA 4.0,https://stackoverflow.com/questions/932845/javascript-event-handler-to-initiate-after-3-seconds,JavaScript event handler to initiate after 3 seconds,,,,,
46,"['javascript', 'scrollbar']","{'account_id': 40817, 'reputation': 44566, 'user_id': 118437, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/0bc3f06118e3253ef1c1ae899e7dfa56?s=256&d=identicon&r=PG', 'display_name': 'glmxndr', 'link': 'https://stackoverflow.com/users/118437/glmxndr'}",True,164384,986977.0,25,180,1658688950,1244817005,1523531779.0,986937,CC BY-SA 3.0,https://stackoverflow.com/questions/986937/how-can-i-get-the-browsers-scrollbar-sizes,How can I get the browser&#39;s scrollbar sizes?,,,,,
47,"['javascript', 'class', 'oop']","{'account_id': 21044, 'reputation': 5733, 'user_id': 50851, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/3551aac36b1f820c50697136e0b0585f?s=256&d=identicon&r=PG', 'display_name': 'Rakesh', 'link': 'https://stackoverflow.com/users/50851/rakesh'}",True,2315,1037780.0,5,0,1658345360,1245842557,,1037757,CC BY-SA 2.5,https://stackoverflow.com/questions/1037757/can-i-have-object-with-the-same-name-as-class-in-javascript,Can I have object with the same name as class in javascript?,,,,,
48,"['javascript', 'html']","{'account_id': 876962, 'reputation': 11589, 'user_id': 115183, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8b20e926a69dc565eded12131c00b8c3?s=256&d=identicon&r=PG', 'display_name': 'Khanpo', 'link': 'https://stackoverflow.com/users/115183/khanpo'}",True,895847,,19,1157,1657642928,1243797396,1595624287.0,932653,CC BY-SA 4.0,https://stackoverflow.com/questions/932653/how-to-prevent-buttons-from-submitting-forms,How to prevent buttons from submitting forms,1406077833.0,,,,
49,"['javascript', 'firefox', 'getter']","{'account_id': 32785, 'reputation': 1635, 'user_id': 91238, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/K2ujx.jpg?s=256&g=1', 'display_name': 'arantius', 'link': 'https://stackoverflow.com/users/91238/arantius'}",True,38362,36111309.0,9,85,1657118887,1245026722,,994143,CC BY-SA 2.5,https://stackoverflow.com/questions/994143/javascript-getter-for-all-properties,JavaScript getter for all properties,,,,,
